N	2gram	Bakhtin_sl	SlovoVZh
273	в атмосфере	2	2
274	бы оно	1	2
275	и так	1	2
276	можем сказать	1	2
277	оценок и	4	2
278	оценки и	2	2
279	до известной	3	2
280	со словом	4	2
281	с его	8	2
282	они ни	1	2
283	себя и	2	2
284	на все	3	2
285	его к	1	2
286	известной степени	6	2
287	к этому	3	2
288	бы не	1	2
289	подчеркнуть что	2	2
290	между собой	3	2
291	слушателя и	5	2
292	целостный смысл	1	2
293	каждый момент	2	2
294	он не	5	2
295	в условиях	3	2
296	независимо от	1	2
297	что слово	1	2
298	на материале	2	2
299	в чем	2	2
300	и совершенно	1	2
301	но мы	2	2
302	словами и	1	2
303	точку зрения	6	2
304	как только	4	2
305	ничего не	5	2
306	жизнью и	1	2
307	более того	5	2
308	или иным	1	1
309	может конечно	2	1
310	говорящему не	1	1
311	он пользуется	3	1
312	взаимоотношения между	2	1
313	реализовать себя	1	1
314	же просто	1	1
315	от чисто	3	1
316	и мир	9	1
317	уже сказали	3	1
318	на которую	1	1
319	к одному	1	1
320	остается в	5	1
321	сказанные слова	1	1
322	жизнь и	1	1
323	то в	2	1
324	же деле	1	1
325	именно такой	1	1
326	во всяком	9	1
327	она имеет	1	1
328	от него	5	1
329	высказывания самой	1	1
330	в стиле	1	1
331	это и	1	1
332	что они	2	1
333	его и	5	1
334	и такой	2	1
335	является в	1	1
336	каково бы	1	1
337	других моментов	1	1
338	входя в	4	1
339	высказывания далее	1	1
340	то он	1	1
341	случае оно	1	1
342	во всех	25	1
343	не зная	1	1
344	которого и	1	1
345	не является	3	1
346	и политического	1	1
347	а с	2	1
348	др все	1	1
349	являются необходимыми	1	1
350	если оно	2	1
351	представителей этой	2	1
352	что оно	4	1
353	и он	1	1
354	оформления и	4	1
355	уже сказано	2	1
356	о друге	2	1
357	на слушателя	5	1
358	сущности как	1	1
359	социальной действительности	1	1
360	почвы для	1	1
361	та же	1	1
362	по преимуществу	5	1
363	виду не	1	1
364	художественное значение	1	1
365	близости к	1	1
366	с самого	1	1
367	дано в	2	1
368	зрения на	9	1
369	же то	1	1
370	оно оказывается	1	1
371	предмета высказывания	1	1
372	грубые линии	1	1
373	выходит за	3	1
374	разобранные нами	1	1
375	художественному целому	1	1
376	поэтическом произведении	3	1
377	так можно	1	1
378	на этом	4	1
379	выражением этих	1	1
380	конкретные вопросы	1	1
381	не имеют	1	1
382	и было	1	1
383	то есть	46	1
384	знак равенства	1	1
385	предметы и	1	1
386	дана в	1	1
387	ситуацию и	1	1
388	как одно	1	1
389	языка в	21	1
390	стиля в	2	1
391	в лучшем	3	1
392	должно быть	3	1
393	мы уже	4	1
394	этих моментов	1	1
395	ли он	4	1
396	мы берем	1	1
397	вне поля	1	1
398	к художественному	1	1
399	мы увидим	2	1
400	социальной значительности	1	1
401	слову в	2	1
402	его пределы	1	1
403	даже и	4	1
404	самим автором	1	1
405	и того	1	1
406	все остальные	1	1
407	предметами и	1	1
408	поэзии слово	1	1
409	не знают	1	1
410	конечно ни	1	1
411	она в	1	1
412	и стиль	2	1
413	может идти	1	1
414	героя в	2	1
415	особого рода	1	1
416	в свою	4	1
417	в значительной	6	1
418	входит в	8	1
419	только и	3	1
420	только как	2	1
421	и почти	3	1
422	что уже	1	1
423	утратит свою	1	1
424	того чтобы	1	1
425	сознание и	4	1
426	он как	1	1
427	именно этим	1	1
428	этого кругозора	1	1
429	полемический стиль	1	1
430	в основе	8	1
431	и их	6	1
432	часто в	1	1
433	особенно важное	1	1
434	его содержание	1	1
435	еще более	7	1
436	не должно	3	1
437	и иных	6	1
438	ту же	5	1
439	степень его	1	1
440	в другом	4	1
441	которой сводится	1	1
442	несмотря на	2	1
443	но эти	3	1
444	они сплошь	1	1
445	это только	1	1
446	контекст может	1	1
447	случае она	1	1
448	конечно на	1	1
449	своего смысла	1	1
450	почти полностью	1	1
451	что всякий	1	1
452	на протяжении	3	1
453	раз подчеркнуть	1	1
454	не извне	1	1
455	обстоит дело	4	1
456	к общему	1	1
457	степени не	1	1
458	для всего	2	1
459	суждения и	1	1
460	обычно не	1	1
461	в противном	1	1
462	хотя и	4	1
463	речи так	1	1
464	характерны для	1	1
465	так называемые	1	1
466	только его	1	1
467	пространстве и	1	1
468	этом отношении	2	1
469	его внутренней	1	1
470	и точек	1	1
471	явления в	1	1
472	ни была	1	1
473	эта же	1	1
474	о чем	1	1
475	в ее	2	1
476	и тем	3	1
477	и т.п	1	1
478	в руках	1	1
479	свое высказывание	1	1
480	от социального	1	1
481	не требует	3	1
482	проникает в	1	1
483	какой бы	1	1
484	такое понимание	2	1
485	бы только	2	1
486	в частности	3	1
487	говорит о	1	1
488	нашего времени	1	1
489	степени их	1	1
490	здесь на	1	1
491	стиля на	1	1
492	и художественно	3	1
493	в изучении	1	1
494	не как	4	1
495	аналогии с	1	1
496	остаться в	1	1
497	литературе и	1	1
498	увидим что	1	1
499	и вся	2	1
500	совпадают с	1	1
501	в качестве	4	1
502	и некоторые	1	1
503	и взаимоотношения	1	1
504	или иных	1	1
505	с абстрактным	1	1
506	каждое слово	5	1
507	всей жизни	1	1
508	конечно общей	1	1
509	потому не	1	1
510	выступает здесь	2	1
511	вступает в	2	1
512	его смысла	1	1
513	всех других	1	1
514	то мы	1	1
515	точками зрения	4	1
516	пор не	2	1
517	самом же	1	1
518	поэта в	2	1
519	в одном	4	1
520	в области	1	1
521	одно из	1	1
522	у нас	2	1
523	художественного значения	1	1
524	несводимо к	1	1
525	слова которая	2	1
526	с жизнью	1	1
527	частности в	1	1
528	можно было	2	1
529	эпохи но	1	1
530	бы они	1	1
531	а между	2	1
532	же не	1	1
533	высказывания в	2	1
534	в результате	4	1
535	определяется тем	1	1
536	и это	1	1
537	третье лицо	1	1
538	в неразрывное	1	1
539	здесь конечно	1	1
540	здесь таким	1	1
541	ориентируется в	1	1
542	же он	1	1
543	все возможные	1	1
544	ни одной	1	1
545	ни были	3	1
546	нельзя отождествлять	1	1
547	социальных сил	1	1
548	сводится к	1	1
549	для них	2	1
550	в игру	1	1
551	с действительным	1	1
552	друг о	2	1
553	и создает	2	1
554	и художественное	1	1
555	не бывает	1	1
556	более и	1	1
557	значительной степени	6	1
558	с ней	2	1
559	в поэтическом	8	1
560	и тот	1	1
561	том и	2	1
562	далеко не	7	1
563	слова не	5	1
564	и которые	2	1
565	и свободно	1	1
566	у него	5	1
567	на события	1	1
568	чем не	1	1
569	не на	6	1
570	в истории	6	1
571	не могут	7	1
572	как чисто	1	1
573	все равно	1	1
574	же время	15	1
575	его структуру	1	1
576	и единство	2	1
577	в рамки	4	1
578	в виде	4	1
579	знания и	1	1
580	из одного	2	1
581	к которой	1	1
582	свою связь	1	1
583	полное и	2	1
584	речь но	3	1
585	его смыслового	1	1
586	высказывание осмысленно	1	1
587	входят в	3	1
588	и общества	2	1
589	отметить что	3	1
590	у нее	1	1
591	бы заключает	1	1
592	самого начала	1	1
593	непосредственно в	1	1
594	в большинстве	16	1
595	стиля его	1	1
596	синтаксическим и	1	1
597	свою очередь	3	1
598	стиль и	2	1
599	фактором и	1	1
600	не стремится	1	1
601	произведение не	1	1
602	не было	4	1
603	и вступает	1	1
604	как например	1	1
605	связи с	4	1
606	социальной атмосферы	1	1
607	его социальная	2	1
608	моментами его	2	1
609	высказывания эти	1	1
610	автора с	1	1
611	связанных с	4	1
612	произведения поскольку	1	1
613	быть более	1	1
614	сами по	1	1
615	возникает из	2	1
616	более или	5	1
617	он еще	1	1
618	их но	1	1
619	материал для	1	1
620	все то	2	1
621	каковы бы	2	1
622	слову и	1	1
623	и остается	3	1
624	с ее	6	1
625	время как	2	1
626	мы понимаем	1	1
627	было бы	3	1
628	оставаясь в	2	1
629	этого основного	1	1
630	не знает	3	1
631	как особая	1	1
632	оно ни	1	1
633	целого которое	1	1
634	к тому	3	1
635	нем и	5	1
636	те стороны	1	1
637	в свои	1	1
638	зрения другого	1	1
639	него свое	1	1
640	и различные	2	1
641	стала возможной	1	1
642	с таким	3	1
643	его словесные	2	1
644	и несводимо	1	1
645	равно как	1	1
646	и глубоко	1	1
647	само слово	1	1
648	ним в	1	1
649	так называемый	1	1
650	произведения в	2	1
651	его для	1	1
652	окружающей социальной	1	1
653	находиться в	1	1
654	как мы	15	1
655	оценки относятся	1	1
656	что она	1	1
657	могут выйти	1	1
658	по аналогии	1	1
659	и о	3	1
660	слова с	3	1
661	на который	1	1
662	о самом	1	1
663	менее всего	3	1
664	как его	5	1
665	что для	1	1
666	и вне	3	1
667	где они	4	1
668	если мы	2	1
669	и эта	2	1
670	стиля как	1	1
671	социологического подхода	1	1
672	произведения так	2	1
673	не те	1	1
674	но есть	1	1
675	ибо нет	1	1
676	конкретную и	1	1
677	и во	3	1
678	именно в	5	1
679	и таким	1	1
680	выражение этого	1	1
681	только одна	1	1
682	определяет не	1	1
683	все явления	1	1
684	то время	2	1
685	но эта	2	1
686	сознания нет	1	1
687	слов в	2	1
688	и конкретного	1	1
689	не можем	1	1
690	в таком	5	1
691	но прежде	1	1
692	всех сторон	1	1
693	например в	6	1
694	речь и	3	1
695	сама по	2	1
696	форма и	1	1
697	форм которые	1	1
698	тот же	1	1
699	и непосредственное	2	1
700	за пределами	3	1
701	относятся к	1	1
702	других социальных	2	1
703	человек и	13	1
704	с которой	1	1
705	оно всегда	1	1
706	характер и	2	1
707	это основное	1	1
708	слово не	3	1
709	и без	1	1
710	моментов которые	1	1
711	стиля и	7	1
712	процессе живого	1	1
713	и ощущение	1	1
714	что все	2	1
715	же две	1	1
716	какая бы	1	1
717	как о	2	1
718	то она	1	1
719	оно способно	1	1
720	не исчерпывает	2	1
721	эти три	1	1
722	проч все	1	1
723	столь же	2	1
724	жизни другие	1	1
725	том же	4	1
726	слово здесь	3	1
727	и она	2	1
728	в общем	1	1
729	непосредственно и	2	1
730	этих форм	1	1
731	подхода к	5	1
732	есть в	1	1
733	же как	2	1
734	или даже	5	1
735	разговорного языка	1	1
736	не поймет	1	1
737	места в	1	1
738	в переводе	1	1
739	как часто	1	1
740	рядом с	7	1
741	из словаря	1	1
742	из его	1	1
743	момент в	2	1
744	вне произведения	1	1
745	направленность на	1	1
746	и прежде	1	1
747	на высказывание	1	1
748	в слове	11	1
749	свои слова	1	1
750	словом так	1	1
751	живет и	2	1
752	осознает себя	1	1
753	слова из	1	1
754	определяет его	1	1
755	выходящая за	1	1
756	весь этот	1	1
757	в различные	2	1
758	жизни в	2	1
759	к вопросам	1	1
760	есть только	1	1
761	противном случае	1	1
762	они как	2	1
763	поэтического стиля	6	1
764	момент слова	1	1
765	и художественную	1	1
766	говорящего в	1	1
767	тем это	1	1
768	но если	1	1
769	они не	3	1
770	стиль высказывания	1	1
771	зрения является	1	1
772	взаимодействие и	2	1
773	них и	3	1
774	зрения не	3	1
775	от его	4	1
776	слова как	8	1
777	тех или	1	1
778	все более	1	1
779	зрения и	4	1
780	общий язык	1	1
781	и только	2	1
782	один и	1	1
783	речи с	1	1
784	нас за	1	1
785	каком направлении	1	1
786	автора к	3	1
787	по своей	2	1
788	три момента	1	1
789	именно эта	2	1
790	по самому	1	1
791	в двух	2	1
792	и идеологических	1	1
793	и художественного	1	1
794	или иного	2	1
795	может и	1	1
796	важное значение	1	1
797	и оно	2	1
798	друг друга	3	1
799	но самый	1	1
800	в эти	1	1
801	лучшем случае	3	1
802	но уже	2	1
803	процессе этого	1	1
804	себе как	2	1
805	для этого	4	1
806	конечно эта	1	1
807	этими словами	1	1
808	героя ведь	1	1
809	как явление	1	1
810	не из	2	1
811	если она	2	1
812	определяется прежде	2	1
813	и обратно	1	1
814	в смысле	7	1
815	не всегда	1	1
816	на их	1	1
817	слов и	5	1
818	установку на	1	1
819	чтобы не	1	1
820	может находиться	1	1
821	из жизненного	1	1
822	мы еще	1	1
823	не нужно	1	1
824	в одной	2	1
825	дело и	2	1
826	кругозор на	1	1
827	в целом	3	1
828	единство и	4	1
829	важна здесь	1	1
830	себя в	14	1
831	крайней мере	1	1
832	всего именно	1	1
833	для правильного	1	1
834	а лишь	2	1
835	и становится	2	1
836	или менее	5	1
837	др и	2	1
838	имеет дело	4	1
839	вовсе не	16	1
840	языки в	2	1
841	от предмета	1	1
842	одному и	2	1
843	всякой художественной	1	1
844	два основных	1	1
845	в пространстве	1	1
846	имеют общего	1	1
847	на эту	1	1
848	тем более	1	1
849	по крайней	1	1
850	другими формами	1	1
851	обращение к	1	1
852	свой смысл	2	1
853	мы видели	3	1
854	перед нами	7	1
855	включает в	3	1
856	строит свое	1	1
857	конкретное высказывание	1	1
858	другими социальными	1	1
859	и самый	2	1
860	же мы	1	1
861	не имеющих	1	1
862	непосредственное выражение	1	1
863	речи а	1	1
864	этих языков	5	1
865	вне ее	2	1
866	всяком случае	7	1
867	лицо и	1	1
868	того о	1	1
869	лингвистическое явление	1	1
870	не входят	2	1
871	которые в	4	1
872	только для	1	1
873	на них	2	1
