N	2gram	Voloshinov	Komedia
375	все равно	1	4
376	с их	2	4
377	времени и	1	4
378	достаточной степени	2	4
379	или менее	3	4
380	избавиться от	1	4
381	мог бы	2	4
382	обстоит дело	1	4
383	и их	2	4
384	пор не	1	4
385	не следует	2	4
386	в пределах	7	4
387	далеко не	5	4
388	у нее	1	4
389	которые в	1	4
390	бы он	3	4
391	того времени	1	4
392	все более	2	4
393	нуждается в	4	4
394	в основе	10	4
395	от него	4	3
396	исходя из	1	3
397	к этой	2	3
398	всю свою	1	3
399	по себе	5	3
400	более или	3	3
401	естественно не	1	3
402	или на	1	3
403	конечном счете	1	3
404	если он	2	3
405	в соответствии	1	3
406	только для	1	3
407	ситуаций и	2	3
408	за ней	1	3
409	было в	1	3
410	чувствует себя	1	3
411	человека не	1	3
412	и мысли	1	3
413	нашего века	1	3
414	брата и	1	3
415	этой связи	4	3
416	между двумя	4	3
417	только на	7	3
418	на пути	1	3
419	и когда	1	3
420	и внутренней	1	3
421	от своего	2	3
422	всего этого	1	3
423	ни одного	1	3
424	из наиболее	1	3
425	как на	2	3
426	которого они	1	3
427	соответствии с	1	3
428	в нашем	4	3
429	находится в	1	3
430	для понимания	4	3
431	что именно	1	3
432	друг с	2	3
433	но там	1	3
434	затем в	1	3
435	не найдем	2	3
436	этих двух	1	3
437	с другом	2	3
438	искать в	1	3
439	для них	2	3
440	противоречие между	2	3
441	и притом	1	3
442	отношения к	2	3
443	в таком	8	3
444	от этого	3	3
445	а его	1	3
446	должно было	2	3
447	остается в	2	3
448	внешней и	1	3
449	а с	1	3
450	того в	1	3
451	бы к	1	3
452	в устах	4	3
453	ли это	1	3
454	было только	1	3
455	одну из	2	3
456	в новое	2	3
457	могла бы	2	3
458	их к	1	3
459	и есть	3	3
460	его за	1	3
461	в какой-то	2	3
462	в один	1	3
463	еще одно	1	3
464	является конечно	2	3
465	мы видели	5	3
466	не делает	2	3
467	также что	1	3
468	к одной	2	3
469	почти не	2	3
470	место среди	1	3
471	его с	1	3
472	для себя	4	3
473	и из	1	3
474	о которой	1	3
475	мы в	1	3
476	не могут	4	3
477	мы понимаем	1	3
478	времени не	2	3
479	как о	2	3
480	с ними	5	3
481	друг от	1	3
482	его и	3	3
483	совершенно не	6	3
484	в диалоге	1	3
485	и более	6	3
486	относится к	4	3
487	чем они	1	3
488	действия и	1	3
489	выходят за	3	3
490	не совсем	1	3
491	если мы	17	3
492	принадлежит к	2	3
493	за пределами	2	3
494	только при	4	3
495	в самой	1	3
496	они были	1	3
497	как к	2	3
498	нет ни	2	3
499	и типов	1	3
500	не без	1	3
501	бы на	2	3
502	не являются	1	3
503	в виде	1	3
504	однако не	3	3
505	от друга	1	3
506	и эта	5	3
507	с той	1	3
508	этой цели	1	3
509	и вовсе	1	3
510	является не	9	3
511	на все	2	3
512	высшей степени	5	3
513	один и	3	3
514	нисколько не	1	3
515	в каждой	1	3
516	должен быть	2	3
517	в одной	4	3
518	на такое	2	3
519	на них	1	3
520	и потому	7	3
521	а как	7	3
522	достаточно назвать	1	3
523	она не	2	3
524	так называемой	3	3
525	но при	3	3
526	не с	2	3
527	конечно в	4	3
528	можно найти	1	3
529	в большинстве	7	3
530	в рамках	1	3
531	числе и	3	3
532	они не	2	3
533	и самого	3	3
534	в театре	1	3
535	в высшей	5	3
536	только после	1	3
537	в эти	2	3
538	становится в	1	3
539	он с	1	3
540	в лице	1	3
541	пути к	1	3
542	не к	3	3
543	с которыми	1	2
544	философии и	1	2
545	в душе	3	2
546	и очень	1	2
547	на эти	1	2
548	же и	3	2
549	те же	5	2
550	не как	5	2
551	не находит	1	2
552	связь с	4	2
553	ко всем	1	2
554	на которых	1	2
555	даже для	1	2
556	ни одна	1	2
557	каким образом	1	2
558	зрения на	1	2
559	к каким	2	2
560	к которой	1	2
561	к более	2	2
562	из всего	3	2
563	превращается в	2	2
564	отношению ко	1	2
565	к самому	2	2
566	в собственном	2	2
567	приходит в	1	2
568	и те	7	2
569	почти все	2	2
570	поскольку он	2	2
571	от своей	1	2
572	себе отчет	2	2
573	ней как	1	2
574	как только	1	2
575	на первый	2	2
576	начнем с	1	2
577	себя от	2	2
578	как ее	6	2
579	не могли	1	2
580	которой он	1	2
581	указания на	1	2
582	она могла	1	2
583	не должен	1	2
584	и следовательно	8	2
585	в этот	1	2
586	слов но	1	2
587	но они	2	2
588	обращаясь к	1	2
589	для которого	2	2
590	за другом	1	2
591	второй половины	1	2
592	и формы	5	2
593	чтобы они	1	2
594	него не	2	2
595	в основу	1	2
596	такая же	2	2
597	под влиянием	1	2
598	как от	3	2
599	что все	3	2
600	еще одна	1	2
601	в зависимости	2	2
602	систему его	1	2
603	быть с	1	2
604	к внутреннему	1	2
605	то в	3	2
606	общественной жизни	1	2
607	мы видим	2	2
608	собой и	1	2
609	она и	1	2
610	менее в	1	2
611	первом случае	3	2
612	всех остальных	2	2
613	к выводу	1	2
614	каждом из	1	2
615	и сама	2	2
616	в тот	2	2
617	с другими	6	2
618	к жизни	2	2
619	отношения между	1	2
620	не была	1	2
621	в конечном	1	2
622	подобно тому	1	2
623	большинстве случаев	7	2
624	между прочим	1	2
625	рядом с	7	2
626	его жизни	2	2
627	слово в	5	2
628	же касается	2	2
629	к вопросу	1	2
630	в смысле	11	2
631	не иначе	1	2
632	в философии	2	2
633	чтобы понять	3	2
634	для анализа	1	2
635	и мир	2	2
636	времени а	1	2
637	однако и	1	2
638	в лучшем	1	2
639	мы уже	7	2
640	ту же	2	2
641	совсем не	2	2
642	раз эта	2	2
643	на нем	1	2
644	если же	2	2
645	за ними	1	2
646	и та	2	2
647	и является	4	2
648	для человека	1	2
649	себя на	1	2
650	сами эти	1	2
651	этот вопрос	5	2
652	вот в	2	2
653	общего с	3	2
654	найти в	1	2
655	но нет	1	2
656	это делает	2	2
657	и ты	1	2
658	или может	2	2
659	в общем	1	2
660	ней в	1	2
661	внутренний мир	5	2
662	бы ни	1	2
663	с ее	2	2
664	гораздо более	1	2
665	из этой	1	2
666	наше время	1	2
667	не будет	7	2
668	образом и	1	2
669	них в	1	2
670	не пришел	1	2
671	его из	3	2
672	в основном	10	2
673	должна быть	6	2
674	которых мы	1	2
675	в жизни	2	2
676	и при	3	2
677	содержания и	1	2
678	нашего времени	1	2
679	социального положения	1	2
680	сводится к	5	2
681	совсем иначе	1	2
682	со всеми	1	2
683	от их	2	2
684	этой точки	1	2
685	с целью	2	2
686	иначе как	1	2
687	этом смысле	2	2
688	для каждого	3	2
689	не означает	1	2
690	и так	2	2
691	жизни в	5	2
692	себя и	2	2
693	о котором	1	2
694	в известном	1	2
695	подходить к	1	2
696	нет в	2	2
697	к другому	7	2
698	в которые	1	2
699	слова о	4	2
700	не входит	1	2
701	этому же	1	2
702	художественный образ	2	2
703	действия но	1	2
704	внутреннему миру	1	2
705	быть не	2	2
706	а может	1	2
707	зависимости от	4	2
708	слова и	8	2
709	именно на	3	2
710	эта мысль	2	2
711	в которую	1	2
712	отношении к	8	2
713	и до	4	2
714	в каком	6	2
715	связанных с	1	2
716	известной степени	2	2
717	что здесь	1	2
718	ее не	1	2
719	и дать	1	2
720	лучше всего	2	2
721	во втором	2	2
722	здесь не	2	2
723	для обозначения	1	2
724	по всем	2	2
725	только с	3	2
726	по отдельным	1	2
727	у них	2	2
728	но это	1	2
729	во времени	1	2
730	не будучи	1	2
731	стороны он	1	2
732	в ту	1	2
733	к лицу	1	2
734	в социальном	1	2
735	именно к	1	2
736	дает нам	1	2
737	этом случае	3	2
738	жизненных ситуаций	2	2
739	представленная в	1	2
740	основе своей	1	2
741	это был	1	2
742	эта ситуация	2	2
743	нас не	3	2
744	этих слов	1	2
745	так уже	1	2
746	еще и	2	2
747	для него	18	2
748	того что	5	2
749	в литературе	2	2
750	о нем	1	2
751	ее в	2	2
752	то мы	4	2
753	бы и	2	2
754	была бы	1	2
755	формы и	4	2
756	этого рода	1	2
757	это еще	1	2
758	места в	4	2
759	как она	2	2
760	в объяснении	2	2
761	все эти	8	2
762	эти две	1	2
763	при таком	1	2
764	на фоне	1	2
765	что между	1	2
766	и со	1	2
767	войти в	3	2
768	пока не	2	2
769	не стал	1	2
770	и целые	1	2
771	особенно в	1	2
772	не все	3	2
773	и сестры	1	2
774	в форме	3	2
775	чтобы сделать	1	2
776	его к	4	2
777	что эти	1	2
778	к одному	5	2
779	их точки	2	2
780	друг за	1	2
781	и снова	1	2
782	первый план	2	2
783	и только	2	2
784	как же	5	2
785	получили в	1	2
786	тому как	1	2
787	мы узнаем	1	2
788	слова с	1	2
789	то эта	1	2
790	и может	1	2
791	или его	1	2
792	вторая половина	1	2
793	с ней	1	2
794	тем самым	1	2
795	человека и	1	2
796	с человеком	1	2
797	бы по	1	2
798	со своими	1	2
799	сказать в	1	2
800	себе не	1	2
801	его до	1	2
802	здесь же	2	2
803	ни был	1	2
804	которой мы	2	2
805	остается только	1	2
806	этот тезис	1	1
807	они являются	3	1
808	пределах одного	2	1
809	является в	5	1
810	отпечаток на	1	1
811	идти на	1	1
812	оно все	1	1
813	можно говорить	1	1
814	к социальному	1	1
815	мы и	1	1
816	особый и	1	1
817	в постановке	1	1
818	не понимает	1	1
819	достаточно сказать	1	1
820	ею и	1	1
821	не сложились	1	1
822	познания и	1	1
823	всех случаях	1	1
824	в применении	1	1
825	вопросу о	1	1
826	а совершенно	1	1
827	какова же	1	1
828	они уже	1	1
829	в разных	2	1
830	в нашу	3	1
831	или нет	1	1
832	кроме того	7	1
833	их жизни	1	1
834	примыкает к	1	1
835	они конечно	1	1
836	границу между	3	1
837	в конгломерат	1	1
838	к конкретному	1	1
839	в различных	1	1
840	из ее	1	1
841	часто даже	1	1
842	и женщины	1	1
843	в рамки	4	1
844	этом качестве	1	1
845	на смену	2	1
846	трудно в	1	1
847	нет никакой	3	1
848	причем эта	1	1
849	от одного	5	1
850	на каждой	1	1
851	попасть в	1	1
852	мысль о	1	1
853	слово может	2	1
854	она является	4	1
855	следовательно все	2	1
856	том каким	1	1
857	времени к	1	1
858	места и	1	1
859	и другим	1	1
860	века мы	1	1
861	в последнем	1	1
862	как таковой	1	1
863	а именно	1	1
864	на эту	1	1
865	всю эту	1	1
866	даже до	1	1
867	собой не	1	1
868	явлением в	1	1
869	лица в	1	1
870	большей или	1	1
871	своего выражения	1	1
872	отличается от	1	1
873	начала не	1	1
874	почти ни	1	1
875	существующие между	1	1
876	которым можно	1	1
877	на социальную	2	1
878	которое не	1	1
879	в явление	1	1
880	для публики	1	1
881	выходит далеко	1	1
882	доля правды	1	1
883	наиболее показательным	1	1
884	так например	2	1
885	уйти из	1	1
886	и нет	1	1
887	нашу задачу	3	1
888	где и	1	1
889	в переносном	1	1
890	всего они	1	1
891	действительности в	2	1
892	природы в	1	1
893	общественной морали	1	1
894	только благодаря	1	1
895	может отказаться	1	1
896	ответить на	1	1
897	на этой	6	1
898	в данном	8	1
899	что им	1	1
900	темы и	4	1
901	порядок в	1	1
902	и такие	1	1
903	всегда с	1	1
904	итоги нашему	1	1
905	применении к	1	1
906	мы увидим	3	1
907	жизни эта	1	1
908	даже и	2	1
909	и какова	1	1
910	пор пока	2	1
911	чем определяется	1	1
912	определенным углом	1	1
913	приходится говорить	2	1
914	входит в	5	1
915	но этот	1	1
916	ii и	1	1
917	являются не	1	1
918	отрыве от	1	1
919	и другой	1	1
920	по традиции	1	1
921	из их	1	1
922	что вся	1	1
923	для нее	1	1
924	времени мы	1	1
925	путь для	1	1
926	случае все	1	1
927	увидим что	1	1
928	о них	1	1
929	всего как	1	1
930	правда и	3	1
931	общения и	5	1
932	для данного	2	1
933	а между	1	1
934	определяется его	2	1
935	значительной степени	3	1
936	и другую	2	1
937	не что	2	1
938	углом зрения	1	1
939	является как	3	1
940	всех без	5	1
941	отметить что	1	1
942	действительности на	3	1
943	в политической	1	1
944	точке зрения	2	1
945	убедиться в	1	1
946	всегда и	3	1
947	отчет в	2	1
948	и остается	1	1
949	людей так	3	1
950	принадлежащих к	1	1
951	но ни	1	1
952	конкретной ситуации	2	1
953	настоящее время	6	1
954	речь впереди	1	1
955	она ни	1	1
956	в контексте	12	1
957	следующим образом	2	1
958	эти вопросы	1	1
959	политической жизни	2	1
960	без того	1	1
961	глубины и	1	1
962	не умеет	1	1
963	в данной	5	1
964	исходит из	4	1
965	к целому	4	1
966	в атмосфере	2	1
967	впрочем ясно	1	1
968	можем сказать	2	1
969	воли и	1	1
970	мной и	1	1
971	и всякого	1	1
972	этот момент	2	1
973	способным на	1	1
974	коем случае	2	1
975	давно умершего	1	1
976	слово как	6	1
977	были бы	2	1
978	связанное с	1	1
979	о действительности	1	1
980	в системе	3	1
981	мужа и	1	1
982	которой в	1	1
983	не просто	2	1
984	друга во	1	1
985	строго говоря	1	1
986	то о	1	1
987	внутреннего мира	2	1
988	ориентирован на	1	1
989	ситуации и	3	1
990	в распоряжении	1	1
991	и весь	1	1
992	лишь тогда	2	1
993	только не	1	1
994	и совершенно	1	1
995	ее и	1	1
996	ромен роллан	1	1
997	то оно	1	1
998	а наоборот	1	1
999	от его	2	1
1000	что иное	1	1
1001	из современных	1	1
1002	образом как	1	1
1003	на том	1	1
1004	вполне понятно	6	1
1005	внимание на	1	1
1006	следует сказать	1	1
1007	удовлетворительного ответа	1	1
1008	до эпохи	1	1
1009	получает в	1	1
1010	быть в	2	1
1011	в моей	1	1
1012	обоснование в	1	1
1013	а и	1	1
1014	то для	1	1
1015	как нет	1	1
1016	и чрезвычайно	1	1
1017	концов к	1	1
1018	далеко за	2	1
1019	зрения самого	2	1
1020	собой разумеющимся	1	1
1021	целые группы	1	1
1022	вошел в	1	1
1023	и один	1	1
1024	с вопросами	1	1
1025	на родном	1	1
1026	что впрочем	1	1
1027	являются в	1	1
1028	крайней степени	1	1
1029	то она	1	1
1030	что становится	1	1
1031	поставлен в	1	1
1032	мировоззрения и	1	1
1033	если оно	2	1
1034	говорит он	2	1
1035	первая часть	1	1
1036	во всей	2	1
1037	бы только	1	1
1038	или не	1	1
1039	связывается с	1	1
1040	именно здесь	4	1
1041	на которое	2	1
1042	не нуждается	1	1
1043	преимущественно на	1	1
1044	быть только	1	1
1045	такой и	2	1
1046	значение так	2	1
1047	высказываний о	1	1
1048	или хотя	2	1
1049	действительности к	3	1
1050	под его	1	1
1051	и по-видимому	1	1
1052	человек и	1	1
1053	он ни	2	1
1054	другие представители	1	1
1055	даются в	1	1
1056	и само	1	1
1057	эти три	1	1
1058	человек в	1	1
1059	разработки в	1	1
1060	которой она	2	1
1061	сознания как	4	1
1062	для решения	2	1
1063	иным как	1	1
1064	следовательно и	4	1
1065	сделать его	1	1
1066	которая со	1	1
1067	средство для	1	1
1068	связанный с	1	1
1069	людьми и	1	1
1070	вообще лишены	1	1
1071	а только	2	1
1072	из одного	4	1
1073	могло бы	1	1
1074	морали и	1	1
1075	прямо противоположных	1	1
1076	он сам	1	1
1077	из другого	1	1
1078	той или	5	1
1079	отсюда к	1	1
1080	вошли в	1	1
1081	различное значение	1	1
1082	в русской	3	1
1083	на которую	1	1
1084	всей их	1	1
1085	могли бы	2	1
1086	мы же	1	1
1087	материалом для	1	1
1088	но как	3	1
1089	о происхождении	2	1
1090	словом это	1	1
1091	для его	1	1
1092	лишь ее	1	1
1093	не сводится	1	1
1094	давая ему	1	1
1095	что само	2	1
1096	в исторической	1	1
1097	мысль и	2	1
1098	героя и	1	1
1099	свое место	1	1
1100	они становятся	1	1
1101	в наше	1	1
1102	фактов в	1	1
1103	будет строиться	1	1
1104	дополняющих друг	1	1
1105	принципов и	1	1
1106	не видят	1	1
1107	чтобы он	1	1
1108	здесь она	1	1
1109	зрения в	2	1
1110	другом и	2	1
1111	различных общественных	1	1
1112	ибо и	1	1
1113	спор в	1	1
1114	как человек	1	1
1115	том где	1	1
1116	о возникновении	1	1
1117	бы они	2	1
1118	здесь на	1	1
1119	одним словом	2	1
1120	всей этой	1	1
1121	моральных норм	1	1
1122	в идеологическом	6	1
1123	оставляют в	1	1
1124	является конкретным	1	1
1125	то на	2	1
1126	соединении с	1	1
1127	до чего	1	1
1128	из сказанного	2	1
1129	разговорной речи	1	1
1130	включается в	1	1
1131	дела и	1	1
1132	и затем	1	1
1133	выступления без	1	1
1134	разрабатывалась в	1	1
1135	где все	1	1
1136	говорили что	1	1
1137	однако если	1	1
1138	мы здесь	2	1
1139	его так	1	1
1140	участвующих в	1	1
1141	во взаимоотношениях	1	1
1142	значение и	3	1
1143	или меньшей	1	1
1144	и объясняется	1	1
1145	ли для	1	1
1146	превратилась в	1	1
1147	тот или	2	1
1148	способен на	1	1
1149	крайней мере	1	1
1150	это вовсе	1	1
1151	культуры и	2	1
1152	что во	2	1
1153	то следовательно	1	1
1154	совершенно особый	1	1
1155	его как	2	1
1156	под определенным	1	1
1157	этом почти	1	1
1158	и др	3	1
1159	условия для	1	1
1160	популярна в	1	1
1161	мысль в	1	1
1162	подойти к	3	1
1163	все остальное	2	1
1164	случае за	1	1
1165	и повсюду	1	1
1166	по социальной	1	1
1167	именно ему	1	1
1168	подходе к	1	1
1169	в противном	2	1
1170	до наших	1	1
1171	бы быть	1	1
1172	к живому	1	1
1173	ее применения	1	1
1174	речи и	6	1
1175	аудитории и	1	1
1176	там где	4	1
1177	шесть раз	1	1
1178	наоборот как	1	1
1179	тем мы	1	1
1180	приходится с	1	1
1181	это совершенно	1	1
1182	или иного	2	1
1183	или служит	1	1
1184	в него	1	1
1185	разве только	1	1
1186	уходит в	1	1
1187	отделен от	1	1
1188	одного и	9	1
1189	вообще нет	1	1
1190	конкретной исторической	3	1
1191	которого она	1	1
1192	становится объектом	1	1
1193	нее не	2	1
1194	и самый	2	1
1195	следовательно не	3	1
1196	на вполне	1	1
1197	в статье	1	1
1198	можно только	2	1
1199	для многих	1	1
1200	для самого	1	1
1201	в особенности	1	1
1202	нет а	1	1
1203	собственном смысле	2	1
1204	не нашел	1	1
1205	и этот	2	1
1206	можно понять	1	1
1207	опирается на	2	1
1208	необходимости искать	1	1
1209	они и	3	1
1210	как с	2	1
1211	друга в	2	1
1212	в самый	1	1
1213	то есть	2	1
1214	где-нибудь в	1	1
1215	те моменты	1	1
1216	знает в	1	1
1217	оно могло	1	1
1218	смысле слова	4	1
1219	не идет	3	1
1220	его последователей	2	1
1221	освободиться от	1	1
1222	мысль не	1	1
1223	с сильным	1	1
1224	и должен	1	1
1225	этого мало	1	1
1226	всех других	3	1
1227	если содержание	1	1
1228	два основных	2	1
1229	и философия	1	1
1230	что большинство	2	1
1231	того уже	1	1
1232	бы привести	1	1
1233	находятся в	2	1
1234	зрения ее	1	1
1235	переживания и	6	1
1236	невозможно представить	1	1
1237	бы между	1	1
1238	них то	1	1
1239	на известный	1	1
1240	целом ряде	2	1
1241	очень много	1	1
1242	в кругу	1	1
1243	слова мы	2	1
1244	между первым	3	1
1245	поэтому и	1	1
1246	тон в	1	1
1247	но только	1	1
1248	вместо того	1	1
1249	все то	1	1
1250	двух сторон	1	1
1251	прямо к	1	1
1252	оказывается в	1	1
1253	в обратном	1	1
1254	ни о	2	1
1255	был для	1	1
1256	мы остановимся	1	1
1257	себя с	2	1
1258	но вот	2	1
1259	там оно	1	1
1260	и будет	1	1
1261	и действительно	4	1
1262	говорить в	1	1
1263	можно назвать	2	1
1264	к которым	3	1
1265	и роль	1	1
1266	вопрос приходится	1	1
1267	ни до	1	1
1268	и каждому	1	1
1269	и они	1	1
1270	формуле для	1	1
1271	на отношения	1	1
1272	в слове	13	1
1273	землю и	1	1
1274	к какому	1	1
1275	так называемая	4	1
1276	этого материала	2	1
1277	одно понятие	1	1
1278	в родном	1	1
1279	в нее	1	1
1280	при всех	1	1
1281	и материальной	1	1
1282	эта последняя	3	1
1283	его вообще	1	1
1284	чтобы убедиться	1	1
1285	на каждом	1	1
1286	на своем	1	1
1287	который до	1	1
1288	ничего общего	5	1
1289	высказывание в	5	1
1290	в художественном	1	1
1291	которую она	1	1
1292	по крайней	1	1
1293	все проявления	1	1
1294	в любой	1	1
1295	к какой	1	1
1296	таком подходе	1	1
1297	все они	1	1
1298	к индивидуальному	2	1
1299	цели однако	1	1
1300	ли они	1	1
1301	не давая	1	1
1302	ни к	3	1
1303	то он	1	1
1304	случае оно	2	1
1305	в конкретной	1	1
1306	случаев мы	1	1
