N	2gram	Voloshinov	Istorich
523	это же	2	5
524	до наших	1	5
525	для них	2	5
526	от своего	1	5
527	да и	4	5
528	о котором	1	5
529	в каком	2	5
530	ясно и	1	5
531	это только	1	5
532	указывают на	1	5
533	иногда в	1	5
534	уже с	1	5
535	нас не	2	5
536	эти две	1	5
537	другом месте	1	5
538	по своему	3	5
539	на все	1	5
540	однако не	1	5
541	но при	3	5
542	видели в	1	5
543	еще более	2	5
544	в одно	1	5
545	со своей	1	5
546	этом мы	3	5
547	но даже	2	5
548	художественного творчества	5	5
549	мы в	3	5
550	несмотря на	3	5
551	его но	1	5
552	говорит он	1	5
553	в таком	1	5
554	происходило с	1	5
555	нем и	1	5
556	друг другу	2	5
557	как таковой	3	5
558	лежит в	1	5
559	это уже	1	5
560	никак не	1	5
561	мы это	1	5
562	в нашей	2	5
563	одним словом	1	5
564	с изучением	1	5
565	наших целей	2	5
566	знает что	1	5
567	ее с	2	5
568	без всякого	1	5
569	ее не	1	5
570	нам необходимо	1	5
571	они были	1	5
572	мы сейчас	1	5
573	как нечто	2	5
574	наших дней	1	5
575	мира и	1	5
576	и стала	1	5
577	может иметь	1	5
578	как уже	2	5
579	в самом	5	4
580	мы найдем	2	4
581	племени и	1	4
582	до него	1	4
583	происходит и	1	4
584	в разных	3	4
585	в результате	1	4
586	к рассмотрению	2	4
587	эти три	2	4
588	относится и	1	4
589	на свою	1	4
590	в числе	1	4
591	каждый из	2	4
592	в действительности	1	4
593	уже у	1	4
594	и те	2	4
595	могло бы	1	4
596	формы в	1	4
597	неба и	1	4
598	во всей	1	4
599	из трех	2	4
600	что именно	4	4
601	и во	1	4
602	он к	1	4
603	о происхождении	2	4
604	бы что	1	4
605	не хватает	1	4
606	дерево и	1	4
607	есть явление	1	4
608	очевидно что	2	4
609	одном из	1	4
610	так на	1	4
611	связь со	1	4
612	из одного	1	4
613	достаточно чтобы	1	4
614	но вот	3	4
615	тот момент	1	4
616	иметь в	1	4
617	всегда или	1	4
618	отнюдь не	10	4
619	следует за	1	4
620	он уже	1	4
621	и дает	1	4
622	содержит в	1	4
623	по сравнению	1	4
624	с которой	1	4
625	и больше	2	4
626	которых он	1	4
627	по ходу	1	4
628	весь комплекс	2	4
629	вместе со	1	4
630	находятся в	2	4
631	что собственно	1	4
632	в литературе	1	4
633	не существует	4	4
634	этих предметов	1	4
635	есть в	1	4
636	перейти к	2	4
637	тем более	1	4
638	здесь только	1	4
639	человека с	2	4
640	человека и	2	4
641	другой и	1	4
642	что было	3	4
643	теперь мы	1	4
644	мысль о	1	4
645	дома и	1	4
646	когда в	1	4
647	так чтобы	1	4
648	ответить на	2	4
649	нельзя было	1	4
650	он получает	1	4
651	перед ним	3	4
652	в глаза	1	4
653	все время	5	4
654	и вообще	2	4
655	они сами	1	4
656	что тот	1	4
657	с точки	5	4
658	как раз	1	4
659	там и	1	4
660	так много	1	4
661	при которых	2	4
662	здесь как	1	4
663	не будут	2	4
664	можно сделать	1	4
665	если же	1	4
666	в наших	2	4
667	столь же	1	4
668	особое внимание	1	4
669	мы теперь	1	4
670	эту задачу	1	4
671	на месте	1	4
672	и этот	2	4
673	связанное с	1	4
674	совсем так	1	4
675	будет сказано	1	4
676	тела и	1	4
677	все они	1	4
678	еще и	2	4
679	ни к	2	4
680	принадлежит к	1	4
681	по отдельным	1	4
682	многих других	1	4
683	происходит потому	1	4
684	всего мы	1	4
685	этим самым	1	4
686	войти в	2	4
687	путь к	1	4
688	ему как	1	4
689	искать в	1	4
690	во второй	3	4
691	к тем	1	4
692	в человеческом	1	4
693	народов у	1	4
694	или его	1	4
695	только то	1	4
696	как не	2	4
697	еще на	1	4
698	слова в	6	4
699	к пониманию	1	4
700	было так	1	3
701	является в	1	3
702	можно заметить	1	3
703	знаем как	1	3
704	тем как	1	3
705	социальная функция	1	3
706	или от	1	3
707	он у	1	3
708	весь ход	1	3
709	на природу	1	3
710	и ушел	1	3
711	опять не	2	3
712	раз и	1	3
713	в противоположность	1	3
714	и той	7	3
715	чего не	1	3
716	солнце и	1	3
717	о них	2	3
718	отметить что	1	3
719	так называемых	1	3
720	это служит	1	3
721	переход от	1	3
722	из всех	1	3
723	в голове	1	3
724	именно с	2	3
725	точка зрения	4	3
726	об одном	1	3
727	увидим дальше	1	3
728	которого он	1	3
729	как таковое	2	3
730	так сказать	4	3
731	больше и	2	3
732	роли которую	1	3
733	воздействия на	1	3
734	на поле	1	3
735	здесь нас	1	3
736	и та	1	3
737	говорили что	1	3
738	даже если	1	3
739	где они	1	3
740	чтобы не	1	3
741	связи и	1	3
742	которые он	1	3
743	была бы	1	3
744	поэтому в	1	3
745	с природой	2	3
746	и делает	1	3
747	нам в	3	3
748	к таким	1	3
749	вряд ли	3	3
750	бы не	2	3
751	ему и	1	3
752	сейчас же	1	3
753	оно означает	2	3
754	превратилось в	1	3
755	над природой	1	3
756	только мы	1	3
757	и поэтому	3	3
758	не отражает	1	3
759	только один	1	3
760	народов и	1	3
761	выражения как	2	3
762	при анализе	1	3
763	например на	1	3
764	их нельзя	1	3
765	тем же	4	3
766	лучше всего	1	3
767	каждый день	1	3
768	и после	1	3
769	как к	1	3
770	именно к	1	3
771	на языке	1	3
772	его мы	1	3
773	который уже	1	3
774	пришли к	1	3
775	принимает форму	1	3
776	одна и	1	3
777	орла в	1	3
778	все равно	1	3
779	и смысл	1	3
780	всего сказанного	1	3
781	это всегда	1	3
782	от всех	1	3
783	с теми	1	3
784	слагается из	1	3
785	долгое время	3	3
786	к нашей	2	3
787	на одном	2	3
788	или их	1	3
789	на один	1	3
790	остановимся только	1	3
791	это как	1	3
792	и вне	1	3
793	иное явление	1	3
794	вопросом о	1	3
795	с возникновением	1	3
796	для всех	2	3
797	при которой	1	3
798	на эти	2	3
799	с изменением	1	3
800	роль и	1	3
801	остановиться на	1	3
802	как они	1	3
803	в предыдущей	2	3
804	или у	1	3
805	совершенно одинаково	1	3
806	и нет	2	3
807	и такие	1	3
808	даже и	2	3
809	доказать что	1	3
810	брата и	1	3
811	но то	1	3
812	должны поставить	1	3
813	а впоследствии	1	3
814	и весь	1	3
815	собой и	1	3
816	и эту	2	3
817	должно быть	2	3
818	но еще	1	3
819	не обладает	2	3
820	этими двумя	1	3
821	сколько бы	1	3
822	входят в	1	3
823	как же	1	3
824	как видно	1	3
825	сказал что	1	3
826	и данный	1	3
827	и именно	1	3
828	действия которые	1	3
829	в наши	1	3
830	в знак	1	3
831	вошел в	2	3
832	нет но	1	3
833	у древних	1	3
834	но зато	1	3
835	огромное количество	1	3
836	почему же	2	3
837	которые были	1	3
838	которого она	1	3
839	всего в	4	3
840	приближается к	3	3
841	представить себе	3	3
842	к одной	1	3
843	в языке	2	3
844	пока же	1	3
845	только не	1	3
846	он уходит	1	3
847	все то	2	3
848	он будет	1	3
849	как нам	1	3
850	пока он	1	3
851	своей жизни	5	3
852	в которые	1	3
853	сливается с	1	3
854	сравнению с	1	3
855	бросается в	1	3
856	вследствие этого	3	3
857	уже говорили	1	3
858	и до	1	3
859	совершенно неожиданно	1	3
860	это слишком	1	3
861	первобытного человека	2	3
862	к утверждению	1	3
863	точку зрения	6	3
864	подойти к	2	3
865	явление как	1	3
866	бы на	1	3
867	и соответствующие	1	3
868	что так	1	3
869	превратиться в	1	3
870	только он	3	3
871	непосредственно в	1	3
872	из двух	2	3
873	на новые	1	3
874	понимать как	1	3
875	язык и	9	3
876	является не	1	3
877	другом случае	1	3
878	она должна	1	3
879	которую мы	1	3
880	себе что	1	3
881	связь не	1	3
882	еще до	1	3
883	останавливаться на	2	3
884	появлением собственности	1	3
885	по всей	1	3
886	в эти	1	3
887	само по	1	3
888	на весах	1	3
889	он пользуется	1	2
890	они являются	1	2
891	был и	2	2
892	если его	1	2
893	зверей и	1	2
894	из комнаты	1	2
895	этого может	1	2
896	же эти	1	2
897	как вся	1	2
898	мы начнем	1	2
899	здесь происходит	2	2
900	из героев	2	2
901	для выражения	1	2
902	возникновение и	1	2
903	незадолго до	1	2
904	и становятся	1	2
905	характер в	1	2
906	одной и	4	2
907	особое место	1	2
908	как ее	1	2
909	забудем что	3	2
910	где и	2	2
911	природы но	1	2
912	свою очередь	4	2
913	мы ни	3	2
914	они отражают	1	2
915	нас на	1	2
916	он так	1	2
917	в основу	1	2
918	эти вопросы	2	2
919	вещи и	1	2
920	то о	1	2
921	быта и	1	2
922	так возникает	1	2
923	его самого	1	2
924	борьбы в	1	2
925	и процесс	1	2
926	за пределами	1	2
927	наконец он	1	2
928	не путем	1	2
929	в конечном	1	2
930	как по	1	2
931	что связь	1	2
932	не остается	1	2
933	характер и	1	2
934	и следовательно	5	2
935	не нужно	2	2
936	в каждом	4	2
937	выступает в	1	2
938	значение и	2	2
939	это чрезвычайно	1	2
940	с какой	1	2
941	говорится и	1	2
942	этих трех	1	2
943	для тех	1	2
944	в развитии	1	2
945	от которых	2	2
946	одно и	6	2
947	что нельзя	1	2
948	тем и	2	2
949	то или	4	2
950	возможно мы	1	2
951	и несколько	2	2
952	ту сторону	1	2
953	природы и	2	2
954	что для	1	2
955	хлеб и	1	2
956	в общих	1	2
957	можно с	1	2
958	она является	1	2
959	не мешает	1	2
960	с полной	1	2
961	и конечно	2	2
962	в последнем	1	2
963	и должны	1	2
964	о той	1	2
965	представлений в	1	2
966	другого человека	2	2
967	с некоторым	1	2
968	нет никакого	1	2
969	однако мы	1	2
970	которым он	1	2
971	был связан	1	2
972	и орудия	1	2
973	к какому	1	2
974	мы имели	2	2
975	было уже	1	2
976	что вообще	1	2
977	не трудно	1	2
978	к той	3	2
979	показать как	1	2
980	к нашему	1	2
981	врагов и	1	2
982	вышел из	1	2
983	из которой	1	2
984	и вся	1	2
985	в форму	1	2
986	как например	2	2
987	свое существование	1	2
988	не забудем	4	2
989	нет и	3	2
990	это позволяет	1	2
991	в данной	4	2
992	они еще	2	2
993	который держит	1	2
994	это сделать	1	2
995	только потому	2	2
996	долго не	1	2
997	не из	2	2
998	форме мы	1	2
999	и всякий	1	2
1000	перестает быть	1	2
1001	слова а	1	2
1002	материал для	2	2
1003	этом не	1	2
1004	бы нам	2	2
1005	этот круг	1	2
1006	предположим что	3	2
1007	друга но	1	2
1008	к одному	1	2
1009	перед тем	1	2
1010	когда появляется	1	2
1011	в поле	1	2
1012	одну особенность	1	2
1013	позволяет нам	1	2
1014	приведенных нами	2	2
1015	людей он	1	2
1016	нечто что	1	2
1017	самое время	2	2
1018	при всем	2	2
1019	разве не	2	2
1020	те которые	1	2
1021	на путь	1	2
1022	все больше	2	2
1023	это дает	1	2
1024	место в	2	2
1025	человек не	2	2
1026	может и	1	2
1027	однако все	1	2
1028	которой мы	4	2
1029	какую роль	3	2
1030	свое начало	1	2
1031	можно говорить	1	2
1032	форму но	1	2
1033	отношения не	1	2
1034	которые на	1	2
1035	только этот	1	2
1036	глаза и	2	2
1037	которые по	1	2
1038	что человек	1	2
1039	одному из	1	2
1040	от этих	1	2
1041	что самые	1	2
1042	ступенях развития	1	2
1043	помнить что	2	2
1044	эту точку	1	2
1045	к более	1	2
1046	был очень	1	2
1047	легче всего	2	2
1048	них в	1	2
1049	от лица	2	2
1050	оно также	1	2
1051	и другой	1	2
1052	с развитием	2	2
1053	поэтому мы	1	2
1054	с помощью	6	2
1055	говорить о	1	2
1056	правда и	1	2
1057	становится таким	1	2
1058	уже как	1	2
1059	значения этого	1	2
1060	носит характер	1	2
1061	у себя	2	2
1062	или если	1	2
1063	живую связь	1	2
1064	действительность но	1	2
1065	быть в	1	2
1066	в нашем	5	2
1067	чтобы стать	1	2
1068	нам остается	1	2
1069	в подобных	1	2
1070	отношений которые	1	2
1071	которую они	1	2
1072	это будет	1	2
1073	а тот	1	2
1074	как нет	2	2
1075	того или	5	2
1076	в работах	1	2
1077	но чаще	1	2
1078	даже на	2	2
1079	не о	1	2
1080	всех его	2	2
1081	между этими	1	2
1082	той роли	1	2
1083	первая ступень	1	2
1084	долго и	1	2
1085	в мире	2	2
1086	служит для	1	2
1087	всей той	1	2
1088	и станет	1	2
1089	превращался в	1	2
1090	словами мы	1	2
1091	приведем пример	1	2
1092	чтобы его	1	2
1093	я был	1	2
1094	для его	1	2
1095	должны помнить	1	2
1096	который является	1	2
1097	именно потому	1	2
1098	перо и	1	2
1099	за столом	2	2
1100	которых это	1	2
1101	экономического развития	1	2
1102	речь может	1	2
1103	но нет	1	2
1104	он сказал	2	2
1105	не значит	1	2
1106	отражается и	1	2
1107	хозяйственной и	2	2
1108	которых с	1	2
1109	взгляд на	1	2
1110	уяснить себе	2	2
1111	вопрос поставленный	1	2
1112	итак мы	2	2
1113	которых мы	1	2
1114	человек с	2	2
1115	в сущности	1	2
1116	на своего	1	2
1117	на лице	1	2
1118	что сам	1	2
1119	из сознания	1	2
1120	как с	2	2
1121	в самой	1	2
1122	отличаются от	1	2
1123	так называемый	1	2
1124	о своей	4	2
1125	же этот	1	2
1126	в процессе	6	2
1127	рассмотрены нами	1	2
1128	которые связаны	3	2
1129	всей своей	1	2
1130	истории не	1	2
1131	совпадает с	1	2
1132	не должно	2	2
1133	с новым	1	2
1134	его нельзя	1	2
1135	или иных	3	2
1136	а о	1	2
1137	друга и	1	2
1138	и находит	1	2
1139	и исторически	1	2
1140	к миру	2	2
1141	в сознании	5	2
1142	охоту на	1	2
1143	вопрос в	1	2
1144	нее и	1	2
1145	мы возьмем	1	2
1146	только одного	1	2
1147	в прямом	1	2
1148	этот процесс	2	2
1149	свидетельствует о	1	2
1150	который может	1	2
1151	материала и	1	2
1152	и всем	1	2
1153	на одно	1	2
1154	с нашей	1	2
1155	всегда уже	1	2
1156	одно явление	1	2
1157	уже раньше	1	2
1158	желающий стать	1	2
1159	качестве примера	1	2
1160	они будут	1	2
1161	и где	1	2
1162	виду что	1	2
1163	будем называть	2	2
1164	последний случай	1	2
1165	обе эти	1	2
1166	не стал	1	2
1167	птицей и	1	2
1168	в стиле	1	2
1169	и тех	1	2
1170	более чем	1	2
1171	всецело зависит	1	2
1172	нужно было	2	2
1173	если она	1	2
1174	с кем	2	2
1175	с человеком	1	2
1176	лишь в	4	2
1177	совсем другое	1	2
1178	или несколько	2	2
1179	явление которое	1	2
1180	эти новые	1	2
1181	совершается в	1	2
1182	не к	4	2
1183	нам сделать	1	1
1184	что возможно	1	1
1185	нами вполне	1	1
1186	как ненужные	1	1
1187	сознании и	1	1
1188	пределах одного	1	1
1189	еще раз	1	1
1190	купца и	1	1
1191	говоря уже	1	1
1192	сама собой	1	1
1193	что всякая	1	1
1194	языке и	1	1
1195	находясь в	1	1
1196	и земледелию	1	1
1197	ту или	4	1
1198	на птиц	1	1
1199	наиболее характерные	1	1
1200	важно для	1	1
1201	придает им	1	1
1202	природу в	1	1
1203	людей но	1	1
1204	процесс образования	1	1
1205	и второй	1	1
1206	обстановка в	1	1
1207	из ее	1	1
1208	без него	1	1
1209	приведенных примерах	1	1
1210	мы живем	1	1
1211	каким образом	1	1
1212	явления которое	1	1
1213	естественно не	1	1
1214	с едва	1	1
1215	сам собой	1	1
1216	утверждению что	1	1
1217	этой жизни	1	1
1218	иначе как	1	1
1219	с ума	1	1
1220	всего с	1	1
1221	похож на	1	1
1222	волн и	1	1
1223	мы выяснили	1	1
1224	не смеется	1	1
1225	но почему	1	1
1226	это краткое	1	1
1227	мы сразу	1	1
1228	широком смысле	1	1
1229	не войти	1	1
1230	людей которые	1	1
1231	не здесь	1	1
1232	нам не	1	1
1233	в какой-нибудь	3	1
1234	себе все	2	1
1235	в действиях	1	1
1236	человека не	4	1
1237	он станет	1	1
1238	языка в	2	1
1239	это предметы	1	1
1240	и каждое	1	1
1241	чтобы убедиться	1	1
1242	словами к	1	1
1243	нас важнее	1	1
1244	ничто не	1	1
1245	поэтому если	1	1
1246	действительности он	2	1
1247	своим собственным	1	1
1248	что вся	2	1
1249	должна была	2	1
1250	мира социальной	1	1
1251	мы все	1	1
1252	есть продукт	1	1
1253	за неимением	1	1
1254	всякого сомнения	1	1
1255	указания на	1	1
1256	процессе развития	1	1
1257	ряд явлений	1	1
1258	в значительной	2	1
1259	отношения и	1	1
1260	исторической действительностью	1	1
1261	ее но	1	1
1262	будем говорить	3	1
1263	своем развитии	1	1
1264	снимая с	1	1
1265	являются для	1	1
1266	мужа и	1	1
1267	но там	1	1
1268	стоящих на	1	1
1269	необходимо не	1	1
1270	не найдем	1	1
1271	та стадия	1	1
1272	чрезвычайно богат	1	1
1273	всегда один	1	1
1274	врагов но	1	1
1275	должен стать	1	1
1276	даже к	1	1
1277	всего предыдущего	1	1
1278	по большей	1	1
1279	нам удалось	1	1
1280	орудия и	1	1
1281	образом если	1	1
1282	я взял	2	1
1283	или иному	1	1
1284	подойдем к	1	1
1285	своего лица	1	1
1286	или иную	4	1
1287	это слово	2	1
1288	лица и	1	1
1289	от взглядов	1	1
1290	в следующем	1	1
1291	бы только	1	1
1292	право и	1	1
1293	ни от	1	1
1294	одного человека	1	1
1295	к верному	1	1
1296	каждое движение	1	1
1297	и хорошо	1	1
1298	и всего	2	1
1299	чрезвычайно важно	3	1
1300	или иная	1	1
1301	и понимает	1	1
1302	ладоши и	1	1
1303	тотем или	1	1
1304	культового характера	1	1
