N	2gram	Vinokur_Ku	StatiiOP
193	что же	11	9
194	и для	3	9
195	для нас	6	9
196	что мы	6	9
197	там где	7	9
198	место в	1	9
199	но ведь	3	8
200	в результате	8	8
201	и даже	5	8
202	в речи	5	8
203	связано с	3	8
204	по его	1	8
205	еще более	1	8
206	к которому	3	8
207	что она	5	8
208	к этому	4	8
209	связи с	8	8
210	одним из	2	8
211	и др	1	8
212	могут быть	5	8
213	в общем	4	8
214	к сожалению	2	8
215	должен был	1	8
216	заключается в	3	8
217	в которых	8	8
218	не имеет	6	8
219	тем не	10	8
220	совершенно не	4	8
221	и более	3	8
222	мы имеем	11	8
223	той же	5	8
224	до конца	3	8
225	в их	3	8
226	а также	3	8
227	в какой	7	8
228	дело не	4	8
229	п в	3	8
230	по мнению	1	8
231	отношение к	2	8
232	и о	3	8
233	такой же	1	8
234	это в	1	8
235	с которыми	1	7
236	данном отношении	4	7
237	о чем	2	7
238	по себе	10	7
239	представление о	3	7
240	отличается от	2	7
241	в это	3	7
242	а а	4	7
243	и сейчас	3	7
244	уже о	2	7
245	не мог	2	7
246	не просто	7	7
247	того же	6	7
248	гораздо более	6	7
249	на почве	2	7
250	в ее	2	7
251	при чем	1	7
252	что все	6	7
253	кажется что	1	7
254	как это	6	7
255	нельзя не	1	7
256	что для	3	7
257	во втором	2	7
258	и то	7	7
259	том как	3	7
260	еще не	10	7
261	еще и	7	7
262	другое дело	2	7
263	что здесь	1	7
264	одной из	1	7
265	на этот	4	7
266	связан с	2	7
267	нас нет	1	7
268	этой области	3	7
269	данном случае	2	7
270	уже в	5	7
271	мы находим	2	7
272	в виде	1	7
273	но с	2	7
274	материал для	1	7
275	что этот	2	7
276	говорит об	1	7
277	тем более	2	7
278	не все	4	7
279	конце концов	3	7
280	русского языка	13	7
281	лишь в	6	7
282	отношению к	9	7
283	в словаре	1	7
284	что за	3	6
285	случае в	1	6
286	же и	4	6
287	на его	3	6
288	в некоторых	1	6
289	одно из	3	6
290	вот что	1	6
291	и сам	1	6
292	в жизни	1	6
293	в письме	1	6
294	говорить о	5	6
295	несколько примеров	1	6
296	по отношению	9	6
297	даже в	4	6
298	ни одного	2	6
299	крайней мере	11	6
300	к нему	1	6
301	только не	1	6
302	же как	3	6
303	должно было	1	6
304	о которых	2	6
305	в устах	3	6
306	своего времени	2	6
307	этом смысле	8	6
308	этот вопрос	7	6
309	его как	1	6
310	в себе	4	6
311	в особенности	6	6
312	и здесь	8	6
313	из которых	3	6
314	я считаю	1	6
315	б в	1	6
316	и все	4	6
317	том смысле	2	6
318	в известном	2	6
319	в стихах	1	6
320	не трудно	8	6
321	по крайней	11	6
322	языка и	16	6
323	этой трагедии	1	6
324	идет о	3	6
325	в значении	2	6
326	обратить внимание	4	6
327	тем же	2	6
328	и во	1	6
329	что я	4	6
330	с его	4	6
331	что с	2	6
332	мы не	1	6
333	ни на	1	6
334	независимо от	1	6
335	по существу	9	6
336	но я	1	6
337	в новом	1	6
338	должен быть	8	6
339	при его	1	6
340	в одной	1	6
341	и вообще	1	6
342	разумеется что	2	6
343	еще до	1	6
344	за то	1	6
345	его не	1	6
346	в литературном	1	6
347	что на	2	6
348	которая была	1	5
349	при этом	6	5
350	как говорит	1	5
351	не как	2	5
352	далее в	1	5
353	по пути	2	5
354	в духе	3	5
355	целый ряд	8	5
356	в числе	2	5
357	давно уже	2	5
358	на эту	2	5
359	уже не	13	5
360	то это	3	5
361	и такие	1	5
362	одной стороны	2	5
363	во многих	3	5
364	но они	1	5
365	начале xix	1	5
366	конечно не	3	5
367	можно ли	6	5
368	до того	2	5
369	и далее	3	5
370	без всякого	2	5
371	том чтобы	9	5
372	что именно	2	5
373	на протяжении	1	5
374	что эти	4	5
375	после того	3	5
376	в обеих	1	5
377	с одной	3	5
378	хотя и	7	5
379	его в	1	5
380	на себя	3	5
381	что не	10	5
382	даже не	1	5
383	в двух	1	5
384	же касается	4	5
385	в сторону	2	5
386	не был	2	5
387	не при	1	5
388	в уста	1	5
389	если не	4	5
390	если б	2	5
391	не приходится	2	5
392	в тех	4	5
393	в москве	2	5
394	она была	1	5
395	возможно что	1	5
396	столь же	2	5
397	или иного	5	5
398	всех этих	4	5
399	не так	2	5
400	утверждать что	2	5
401	один из	8	5
402	должна быть	6	5
403	для себя	1	5
404	из таких	1	5
405	ср с	1	5
406	поэтому в	1	5
407	не на	4	5
408	за что	1	5
409	оно не	5	5
410	что ему	1	5
411	конечно и	3	5
412	большое значение	2	5
413	в слове	3	5
414	не знали	1	5
415	думать что	1	5
416	свое время	4	5
417	в очень	1	5
418	и если	4	5
419	не могло	1	5
420	отношении к	1	5
421	не потому	6	5
422	нет и	1	5
423	из истории	1	5
424	том же	3	5
425	ее в	2	5
426	но если	2	5
427	точку зрения	2	5
428	в свое	4	5
429	о значении	2	5
430	это и	6	5
431	в прозе	1	5
432	в сущности	11	5
433	этого рода	6	5
434	пушкина а	1	5
435	а то	2	5
436	на тему	1	5
437	вообще не	2	5
438	на память	1	5
439	представляет собою	1	5
440	является не	1	5
441	во многом	2	5
442	и потому	6	5
443	того или	6	5
444	и только	2	5
445	разумеется совершенно	1	5
446	как он	1	5
447	можно найти	1	5
448	на это	3	5
449	в предисловии	1	5
450	одного из	1	5
451	как будто	2	5
452	что было	2	4
453	и другие	1	4
454	все что	1	4
455	только что	2	4
456	которые не	1	4
457	в применении	1	4
458	академии наук	1	4
459	и без	2	4
460	в первом	3	4
461	а именно	4	4
462	культуры в	1	4
463	казалось бы	5	4
464	применении к	1	4
465	языка в	14	4
466	не всегда	4	4
467	предисловии к	1	4
468	и те	1	4
469	языка не	5	4
470	который в	1	4
471	или иным	1	4
472	всего в	2	4
473	и он	4	4
474	на язык	4	4
475	достаточно для	1	4
476	поэзии в	1	4
477	и эти	3	4
478	как можно	2	4
479	тому же	2	4
480	будто бы	3	4
481	во внимание	1	4
482	года пушкин	1	4
483	xviii века	1	4
484	ср еще	2	4
485	очевидно что	4	4
486	в таком	3	4
487	в связи	4	4
488	и именно	3	4
489	одна из	1	4
490	на этом	4	4
491	не могут	5	4
492	в свете	1	4
493	в смысле	2	4
494	и у	3	4
495	могло бы	1	4
496	что как	1	4
497	но как	2	4
498	очень часто	2	4
499	только с	1	4
500	в развитии	1	4
501	на долю	3	4
502	должны быть	4	4
503	иметь в	1	4
504	с общим	1	4
505	общего с	2	4
506	с которым	1	4
507	которые были	1	4
508	показывает что	1	4
509	для которых	2	4
510	с о	1	4
511	вообще нет	1	4
512	а потому	6	4
513	я уже	2	4
514	в последнем	2	4
515	если в	2	4
516	известно что	1	4
517	сюда относится	1	4
518	по адресу	1	4
519	это есть	2	4
520	разумеется не	5	4
521	в форме	3	4
522	я имею	2	4
523	так или	3	4
524	сами по	2	4
525	они не	4	4
526	в наших	1	4
527	в прямом	2	4
528	обращается к	1	4
529	в процессе	1	4
530	как о	2	4
531	это время	1	4
532	и так	1	4
533	нет не	1	4
534	связанные с	3	4
535	да и	5	4
536	поэзии и	1	4
537	именно поэтому	2	4
538	хотел бы	1	4
539	нет в	2	4
540	ничего общего	2	4
541	здесь нет	1	4
542	все они	1	4
543	бы и	6	4
544	более чем	1	4
545	совпадает с	1	4
546	связана с	1	4
547	относится к	3	4
548	быть не	2	4
549	и тогда	4	4
550	тех пор	2	4
551	народ в	1	4
552	не знает	4	4
553	состоит в	4	4
554	не для	2	4
555	этого слова	8	4
556	это просто	3	4
557	этого термина	4	4
558	для россии	1	4
559	которые в	2	4
560	что оно	6	4
561	в поэзии	1	4
562	бы на	4	4
563	находим и	1	4
564	как у	2	4
565	чем он	1	4
566	смысле этого	5	4
567	а на	3	4
568	или в	5	4
569	или иначе	4	4
570	ставит себе	2	4
571	более что	1	4
572	в ряде	2	4
573	есть в	6	4
574	меньше всего	2	4
575	г а	1	4
576	этого вопроса	3	4
577	в такой	2	4
578	нисколько не	6	4
579	в каждой	1	4
580	бы совершенно	1	4
581	мере в	7	4
582	в стиле	1	4
583	чем в	3	4
584	разница между	1	4
585	он говорит	1	4
586	значит что	1	4
587	е в	3	4
588	а по	1	4
589	и их	2	4
590	в поэме	1	4
591	тем или	1	4
592	что его	2	4
593	как мы	2	4
594	в период	1	4
595	эти темы	1	4
596	же это	2	4
597	в эпоху	1	4
598	для этого	6	4
599	но для	4	4
600	е с	1	3
601	говоря уже	2	3
602	е не	2	3
603	любовь к	2	3
604	не хочет	2	3
605	его от	1	3
606	то не	2	3
607	но что	3	3
608	или иной	3	3
609	чтобы в	2	3
610	более или	3	3
611	их в	1	3
612	здесь дело	2	3
613	в одно	2	3
614	в прочих	1	3
615	смысл этого	2	3
616	гораздо больше	1	3
617	себе в	3	3
618	и дело	2	3
619	к этой	3	3
620	и прочие	2	3
621	можно считать	2	3
622	даже и	5	3
623	в юбилейном	1	3
624	не должен	1	3
625	ii и	1	3
626	но эти	1	3
627	к своей	1	3
628	точно и	1	3
629	в первые	1	3
630	с помощью	12	3
631	не встречается	1	3
632	смысле слова	3	3
633	может служить	4	3
634	за рамки	3	3
635	видно что	2	3
636	отчет в	1	3
637	о тех	1	3
638	быть в	2	3
639	как я	2	3
640	все время	1	3
641	от них	1	3
642	нет никаких	1	3
643	которой в	1	3
644	языка к	2	3
645	в обращении	1	3
646	не то	1	3
647	бы то	1	3
648	несколько слов	3	3
649	без всякой	1	3
650	не говоря	3	3
651	на том	4	3
652	каком смысле	1	3
653	разного рода	1	3
654	для своего	1	3
655	бы что	1	3
656	ли и	1	3
657	столько же	1	3
658	не очень	1	3
659	и некоторые	1	3
660	что русский	1	3
661	как его	1	3
662	я и	1	3
663	в деле	1	3
664	также в	1	3
665	от этого	4	3
666	языка но	3	3
667	больше всего	3	3
668	в других	1	3
669	вопроса о	7	3
670	бы в	8	3
671	формы в	2	3
672	не имел	1	3
673	находит свое	1	3
674	принять во	1	3
675	в лучшем	1	3
676	в наше	3	3
677	эти слова	1	3
678	не дает	1	3
679	то ни	2	3
680	совсем не	1	3
681	многих случаях	1	3
682	или же	3	3
683	не будет	1	3
684	в первую	5	3
685	в системе	3	3
686	не могла	1	3
687	тем и	1	3
688	или иное	2	3
689	это действительно	2	3
690	не раз	3	3
691	это же	1	3
692	на который	2	3
693	точно также	2	3
694	сам в	1	3
695	того я	1	3
696	образом в	3	3
697	свои силы	1	3
698	за себя	1	3
699	наше время	3	3
700	от единства	1	3
701	от нее	1	3
702	первую очередь	3	3
703	однако и	2	3
704	взгляд на	1	3
705	будто в	1	3
706	тогда когда	7	3
707	это уже	1	3
708	присутствует в	1	3
709	сто лет	1	3
710	целого ряда	1	3
711	которой я	1	3
712	из того	1	3
713	гораздо раньше	1	3
714	борьбы с	2	3
715	той мере	6	3
716	что нет	2	3
717	е как	5	3
718	значения как	1	3
719	сомнению что	1	3
720	если это	1	3
721	это выражение	1	3
722	отношения к	2	3
723	к его	1	3
724	себя и	1	3
725	бы не	1	3
726	так называемая	2	3
727	о котором	4	3
728	которая не	1	3
729	в словах	1	3
730	перед нами	4	3
731	то и	4	3
732	в свою	4	3
733	заключалась в	1	3
734	так чтобы	1	3
735	не хочу	2	3
736	на основе	2	3
737	с большой	2	3
738	и вся	1	3
739	внимания на	1	3
740	эта книга	1	3
741	слова с	2	3
742	что когда	3	3
743	быть это	1	3
744	связанных с	2	3
745	заметить что	1	3
746	в данной	1	3
747	но именно	1	3
748	в сознании	1	3
749	в №	1	3
750	здесь не	5	3
751	а вовсе	1	3
752	идей и	1	3
753	только потому	13	3
754	то или	3	3
755	действующего лица	1	3
756	он должен	2	3
757	как к	2	3
758	этом случае	4	3
759	но на	1	3
760	смысле что	2	3
761	в нашей	4	3
762	п а	2	3
763	что значит	2	3
764	от которого	1	3
765	так в	2	3
766	он и	1	3
767	не значит	2	3
768	что так	3	3
769	основана на	1	3
770	в русском	14	3
771	двадцатых годов	1	3
772	ряде случаев	2	3
773	полное право	1	3
774	и последний	1	3
775	это еще	1	3
776	что о	1	3
777	еще что	1	3
778	слово в	2	3
779	с той	2	3
780	и как	3	3
781	не подлежит	1	3
782	этот раз	1	3
783	к своему	2	3
784	или менее	3	3
785	на них	1	3
786	свое выражение	2	3
787	всю свою	1	3
788	она не	1	3
789	сомневаться в	1	3
790	здесь совершенно	2	3
791	когда он	4	3
792	конечно в	1	3
793	только у	1	3
794	от того	5	3
795	могло быть	1	3
796	не говорю	1	3
797	не хотел	1	3
798	в книге	1	3
799	этом и	1	3
800	это можно	1	3
801	действительно не	1	3
802	свидетельствуют о	2	3
803	и других	1	3
804	все более	2	3
805	ли в	3	3
806	ведь и	2	3
807	лучшем случае	1	3
808	в каком-то	1	3
809	пять лет	1	3
810	слова в	7	3
811	и уже	2	3
812	стихи не	1	2
813	истории русского	1	2
814	история литературы	2	2
815	мы и	1	2
816	на тот	1	2
817	между собою	3	2
818	которая в	1	2
819	будто на	1	2
820	к такому	2	2
821	тех кто	2	2
822	также не	1	2
823	в истинности	1	2
824	дело с	2	2
825	из всех	1	2
826	стр ср	1	2
827	с русской	1	2
828	это значит	1	2
829	в разных	2	2
830	тем как	1	2
831	ссылки на	1	2
832	воспоминания о	1	2
833	или нет	1	2
834	она стала	2	2
835	подлежит однако	1	2
836	какой бы	1	2
837	те же	1	2
838	и говорить	1	2
839	точно так	4	2
840	одно дело	1	2
841	не годится	1	2
842	стр но	1	2
843	говорить что	1	2
844	по мере	3	2
845	в живом	2	2
846	с орфографией	1	2
847	к другу	1	2
848	а во-вторых	2	2
849	жизнь в	2	2
850	которым он	1	2
851	из самых	1	2
852	отношением к	1	2
853	само собою	1	2
854	чтобы можно	1	2
855	живом языке	1	2
856	самого и	1	2
857	роль в	6	2
858	языка на	2	2
859	укладывается в	1	2
860	собою разумеется	1	2
861	но у	1	2
862	по своим	2	2
863	есть только	1	2
864	которые являются	1	2
865	он является	1	2
866	я хотел	1	2
867	на точку	1	2
868	с немецкого	1	2
869	до недавнего	1	2
870	ли не	4	2
871	на материале	1	2
872	а что	1	2
873	с историей	2	2
874	большей части	2	2
875	на мой	2	2
876	литературы в	1	2
877	ответить на	1	2
878	на этой	4	2
879	такие случаи	2	2
880	темы и	1	2
881	было в	2	2
882	не непременно	1	2
883	этой почве	2	2
884	следовало бы	2	2
885	слову в	1	2
886	имеет право	1	2
887	доказать что	3	2
888	примером может	2	2
889	вот почему	1	2
890	начал писать	1	2
891	представлением о	1	2
892	за собой	2	2
893	втором случае	2	2
894	слов о	2	2
895	видеть что	3	2
896	и когда	2	2
897	связь между	1	2
898	превращается в	4	2
899	о языке	8	2
900	то как	1	2
901	а только	10	2
902	является как	1	2
903	свою очередь	4	2
904	чтобы показать	2	2
905	указания на	3	2
906	убедиться в	1	2
907	всего что	2	2
908	и еще	4	2
909	думал о	1	2
910	ср также	5	2
911	настоящее время	2	2
912	него не	1	2
913	в контексте	2	2
914	как правило	2	2
915	что их	2	2
916	дело что	2	2
917	именно так	2	2
918	за него	1	2
919	в зависимости	7	2
920	именно на	1	2
921	копию с	1	2
922	бы знать	1	2
923	это почти	1	2
924	капитанской дочки	2	2
925	от себя	3	2
926	и н	1	2
927	еще у	1	2
928	для этой	2	2
929	следует еще	3	2
930	важно что	1	2
931	но там	1	2
932	свое собственное	1	2
933	речи а	3	2
934	сам по	1	2
935	выше было	1	2
936	ср например	3	2
937	что можно	4	2
938	иных случаях	3	2
939	время в	2	2
940	мы знаем	3	2
941	говорю уже	1	2
942	с тех	1	2
943	именно то	1	2
944	в ограниченном	1	2
945	по содержанию	1	2
946	то она	2	2
947	этой книге	3	2
948	бы только	1	2
949	п но	1	2
950	пушкина где	1	2
951	в представлении	1	2
952	что история	2	2
953	том-то и	1	2
954	до тех	1	2
955	не укладывается	1	2
956	с одним	1	2
957	что тема	1	2
958	в последние	1	2
959	такова что	2	2
960	указывает что	3	2
961	вследствие того	2	2
962	и вместе	1	2
963	так сказать	5	2
964	к вопросу	4	2
965	связанным с	1	2
966	на себе	10	2
967	действительности и	1	2
968	уже быть	1	2
969	той или	1	2
970	чтобы понять	1	2
971	выражение в	4	2
972	мой взгляд	2	2
973	области изучения	1	2
974	к слову	2	2
975	принадлежит в	2	2
976	в том-то	2	2
977	зрения в	2	2
978	доказывать что	1	2
979	ту же	6	2
980	с какой	1	2
981	взглянуть на	2	2
982	в случае	2	2
983	является его	1	2
984	на нем	1	2
985	но зато	2	2
986	напомню что	1	2
987	сюда относятся	1	2
988	хочу сказать	3	2
989	но только	5	2
990	сейчас еще	1	2
991	в иных	3	2
992	когда мы	3	2
993	ко времени	1	2
994	истории и	1	2
995	в связь	1	2
996	являются лишь	1	2
997	это вовсе	1	2
998	или о	2	2
999	что есть	1	2
1000	что нужно	2	2
1001	но нет	1	2
1002	едва ли	1	2
1003	на такие	2	2
1004	что только	2	2
1005	и от	2	2
1006	последнее время	3	2
1007	бы быть	1	2
1008	например или	1	2
1009	чаще всего	2	2
1010	о роли	2	2
1011	его к	5	2
1012	слова как	5	2
1013	хотелось бы	2	2
1014	который был	1	2
1015	не случайно	7	2
1016	не умеет	1	2
1017	еще одно	3	2
1018	мы видели	3	2
1019	быть и	1	2
1020	этого стихотворения	1	2
1021	д разумеется	1	2
1022	для самого	3	2
1023	были бы	2	2
1024	с полной	1	2
1025	однако с	1	2
1026	в сочетании	1	2
1027	он уже	1	2
1028	и этот	1	2
1029	мы встречаем	1	2
1030	например что	2	2
1031	представляется возможным	1	2
1032	через посредство	3	2
1033	с и	1	2
1034	с такой	1	2
1035	и при	3	2
1036	здесь слово	1	2
1037	говорит и	1	2
1038	фактов и	2	2
1039	никак не	5	2
1040	ему все	1	2
1041	мы в	3	2
1042	я могу	1	2
1043	для них	2	2
1044	области не	1	2
1045	о в	1	2
1046	второй части	1	2
1047	все его	1	2
1048	поэтому и	1	2
1049	нам в	1	2
1050	к нам	1	2
1051	не удержался	1	2
1052	чем можно	1	2
1053	выше я	1	2
1054	это положение	2	2
1055	по преимуществу	3	2
1056	показать что	2	2
1057	это чувство	1	2
1058	г г	1	2
1059	но вот	3	2
1060	совершенно правильно	1	2
1061	не считать	1	2
1062	как не	4	2
1063	справедливо указывает	2	2
1064	жизни в	1	2
1065	мы имели	1	2
1066	русского и	1	2
1067	не до	1	2
1068	пр но	2	2
1069	уже без	1	2
1070	от степени	1	2
1071	своей жизни	1	2
1072	два слова	1	2
1073	к той	1	2
1074	именно такой	1	2
1075	то он	1	2
1076	эту сторону	1	2
1077	а если	5	2
1078	язык и	1	2
1079	не дают	1	2
1080	тех же	2	2
1081	традиции но	1	2
1082	не имеют	3	2
1083	в пример	1	2
1084	не знаю	2	2
1085	значение этого	1	2
1086	самого метода	1	2
1087	этой работы	1	2
1088	наших глазах	1	2
1089	это особенно	2	2
1090	них как	1	2
1091	зависимости от	9	2
1092	так называемым	2	2
1093	в середине	1	2
1094	только тогда	4	2
1095	пишет он	4	2
1096	факты из	1	2
1097	и теперь	1	2
1098	что если	4	2
1099	каждой из	1	2
1100	те или	2	2
1101	значение для	1	2
1102	в которую	1	2
1103	сочетании с	1	2
1104	здесь о	1	2
1105	в письмах	1	2
1106	формой и	1	2
1107	ни были	3	2
1108	утверждать будто	2	2
1109	более и	1	2
1110	пушкину за	1	2
1111	тогда как	2	2
1112	было и	1	2
1113	никаких оснований	2	2
1114	и той	1	2
1115	образом не	1	2
1116	имеем в	1	2
1117	таким путем	1	2
1118	же только	1	2
1119	впечатление будто	1	2
1120	в эволюции	1	2
1121	имею в	2	2
1122	в отличие	3	2
1123	соответствии с	5	2
1124	этой категории	1	2
1125	мог бы	1	2
1126	не у	1	2
1127	ответа на	1	2
1128	ни было	1	2
1129	их с	1	2
1130	далеко не	2	2
1131	речи на	2	2
1132	и стиля	1	2
1133	всякий раз	1	2
1134	он может	1	2
1135	факты в	1	2
1136	характерное для	1	2
1137	не давала	1	2
1138	же до	3	2
1139	у них	1	2
1140	стиля и	1	2
1141	в настоящее	2	2
1142	только о	3	2
1143	словарей к	1	2
1144	уже при	1	2
1145	тот же	7	2
1146	с того	1	2
1147	д и	3	2
1148	но есть	2	2
1149	с каким	1	2
1150	чуть ли	3	2
1151	из этой	1	2
1152	одних и	1	2
1153	значение в	1	2
1154	когда речь	1	2
1155	различие между	2	2
1156	свидетельствует о	3	2
1157	сам он	1	2
1158	и вот	4	2
1159	мысль в	1	2
1160	что собственно	1	2
1161	языке но	1	2
1162	несомненно не	2	2
1163	а это	5	2
1164	в литературе	1	2
1165	где он	1	2
1166	указание на	1	2
1167	из своих	1	2
1168	под пером	1	2
1169	а другое	1	2
1170	с их	3	2
1171	ведь это	1	2
1172	у всех	1	2
1173	к которым	1	2
1174	еще однако	1	2
1175	все вместе	1	2
1176	о каком	1	2
1177	и тому	1	2
1178	где нет	2	2
1179	в обычном	3	2
1180	к г	2	2
1181	кто в	5	2
1182	долгое время	1	2
1183	как она	1	2
1184	говорят о	1	2
1185	иной раз	2	2
1186	языка по	1	2
1187	по своему	1	2
1188	на все	3	2
1189	сразу же	1	2
1190	первой части	1	2
1191	но уже	6	2
1192	и таким	1	2
1193	совершенно ясно	2	2
1194	другом случае	1	2
1195	чтобы сделать	1	2
1196	чем но	1	2
1197	и тех	1	2
1198	п и	2	2
1199	что от	1	2
1200	только к	2	2
1201	в таких	7	2
1202	глаза на	2	2
1203	отличие от	3	2
1204	каких бы	1	2
1205	борьбу с	1	2
1206	же к	1	2
1207	потребность в	3	2
1208	в наши	2	2
1209	по большей	2	2
1210	языка это	5	2
1211	так называемой	2	2
1212	ни один	1	2
1213	пор пока	1	2
1214	здесь только	2	2
1215	с полным	2	2
1216	с языком	2	2
1217	и может	3	2
1218	отвращение к	1	2
1219	этой статьи	2	2
1220	нужно было	3	2
1221	перевод с	1	2
1222	в пределах	8	2
1223	против того	1	2
1224	тем самым	5	2
1225	не должно	2	2
1226	что отдельные	1	2
1227	недавнего времени	1	2
1228	россии и	1	2
1229	в рамках	5	2
1230	те которые	1	2
1231	всего от	1	2
1232	явление в	1	2
1233	были и	1	2
1234	бы он	1	2
1235	чтобы создать	2	2
1236	он о	1	2
1237	литературе не	1	2
1238	по моему	1	2
1239	времени в	1	2
1240	языка с	1	2
1241	язык в	7	2
1242	и иные	1	2
1243	нуждается в	5	2
1244	в эти	1	2
1245	пишет в	1	2
1246	здесь следует	2	2
1247	не надо	4	2
1248	в известной	1	2
1249	также такие	1	1
1250	во всем	1	1
1251	приведу один	1	1
1252	мы можем	2	1
1253	они являются	1	1
1254	несомненно что	1	1
1255	еще раз	2	1
1256	какова должна	1	1
1257	можно говорить	4	1
1258	или такое	1	1
1259	хорошо и	1	1
1260	первые годы	1	1
1261	чтобы дать	2	1
1262	нельзя ставить	1	1
1263	он старался	1	1
1264	а когда	1	1
1265	перед вами	2	1
1266	можно и	1	1
1267	регистрации и	1	1
1268	самого себя	1	1
1269	абсолютном и	1	1
1270	бы даже	1	1
1271	уже прочно	1	1
1272	тем для	1	1
1273	без исключения	1	1
1274	найти и	1	1
1275	не читал	1	1
1276	смысле и	2	1
1277	вопросу о	4	1
1278	рассматривать с	1	1
1279	них есть	1	1
1280	где их	1	1
1281	и социальной	2	1
1282	свою мысль	1	1
1283	литературы а	1	1
1284	громким голосом	1	1
1285	живого слова	1	1
1286	литература и	1	1
1287	особенностей в	1	1
1288	мысли и	1	1
1289	бы неправильно	1	1
1290	типа с	1	1
1291	вышла в	1	1
1292	в принципе	1	1
1293	иначе но	1	1
1294	одному из	1	1
1295	когда говорят	1	1
1296	за время	4	1
1297	я старался	1	1
1298	ссылкой на	1	1
1299	не стоило	1	1
1300	ссылались на	1	1
1301	на стихи	1	1
1302	что слово	6	1
1303	этой последней	1	1
1304	это определение	2	1
1305	вопрос об	1	1
1306	от нынешнего	1	1
1307	их не	1	1
1308	е после	1	1
1309	в борьбе	1	1
1310	лиц которые	2	1
1311	их обычно	1	1
1312	так часто	1	1
1313	некоторые другие	1	1
1314	знает где	1	1
1315	все дело	3	1
