N	2gram	Tiupa_Anal	StatiiOP
694	мере не	1	2
695	и еще	1	2
696	думал о	1	2
697	в контексте	3	2
698	как правило	6	2
699	имеем дело	4	2
700	в зависимости	1	2
701	они сами	1	2
702	от себя	3	2
703	тут же	1	2
704	бы это	2	2
705	не представляется	1	2
706	перед своей	1	2
707	сам по	2	2
708	сравнении с	2	2
709	этому пути	1	2
710	время в	2	2
711	мы знаем	1	2
712	проявляется в	1	2
713	не своей	1	2
714	пушкинского творчества	1	2
715	него самого	1	2
716	с тех	1	2
717	которого он	2	2
718	прилагательных и	1	2
719	в европейской	1	2
720	то она	1	2
721	пушкина я	1	2
722	вольному воля	1	2
723	а за	1	2
724	том-то и	1	2
725	этой полемики	1	2
726	до тех	1	2
727	с одним	1	2
728	ноября года	1	2
729	примеров такого	1	2
730	так сказать	2	2
731	уже давно	1	2
732	между собой	1	2
733	пушкина являются	1	2
734	из москвы	1	2
735	на себе	1	2
736	той или	6	2
737	которая является	1	2
738	первой строфе	4	2
739	в том-то	1	2
740	пушкина было	1	2
741	как человек	1	2
742	этих трех	1	2
743	в случае	6	2
744	ни была	1	2
745	на чем	1	2
746	но зато	2	2
747	но только	1	2
748	свою в	1	2
749	однако сам	1	2
750	в нее	1	2
751	когда мы	2	2
752	которого в	1	2
753	я это	1	2
754	в связь	1	2
755	едва ли	6	2
756	л и	2	2
757	говорил об	1	2
758	и от	3	2
759	некоторые совпадения	1	2
760	бы быть	2	2
761	чаще всего	1	2
762	его к	1	2
763	слова как	2	2
764	кто знает	1	2
765	с ее	3	2
766	не случайно	13	2
767	в одну	3	2
768	не умеет	1	2
769	еще одно	1	2
770	она является	1	2
771	были бы	3	2
772	с полной	1	2
773	однако с	3	2
774	в сочетании	4	2
775	на первом	2	2
776	и при	1	2
777	здесь слово	1	2
778	говорит и	3	2
779	и из	1	2
780	никак не	1	2
781	хотя в	2	2
782	с ума	1	2
783	это их	1	2
784	о в	2	2
785	целом ряде	1	2
786	за это	1	2
787	второй части	1	2
788	все его	2	2
789	от своего	3	2
790	с ней	1	2
791	произведения в	4	2
792	по преимуществу	3	2
793	о своей	2	2
794	героев и	1	2
795	пушкин мог	1	2
796	состоит из	1	2
797	жизни в	4	2
798	сальери в	1	2
799	счел нужным	1	2
800	тему в	1	2
801	русского и	1	2
802	своей жизни	2	2
803	к той	1	2
804	только одно	1	2
805	этого ничего	1	2
806	а если	1	2
807	тех же	2	2
808	не имеют	1	2
809	это явление	1	2
810	два года	1	2
811	да еще	1	2
812	дуэли с	1	2
813	во мне	1	2
814	можно усмотреть	1	2
815	зависимости от	1	2
816	а тем	2	2
817	и теперь	1	2
818	что если	1	2
819	каждой из	1	2
820	совпадают с	1	2
821	значение для	1	2
822	сочетании с	4	2
823	обращении к	1	2
824	от других	1	2
825	иначе в	1	2
826	ни были	1	2
827	это имеет	1	2
828	тогда как	37	2
829	цели и	1	2
830	было и	1	2
831	никаких оснований	1	2
832	и той	2	2
833	же только	1	2
834	имею в	1	2
835	в отличие	5	2
836	соответствии с	3	2
837	в деревне	1	2
838	мог бы	3	2
839	или с	1	2
840	не за	1	2
841	их с	1	2
842	в глазах	6	2
843	далеко не	8	2
844	литература в	1	2
845	столько в	1	2
846	видел в	1	2
847	тот же	3	2
848	д и	1	2
849	жизни но	4	2
850	впрочем в	1	2
851	одних и	2	2
852	это делает	1	2
853	значение в	2	2
854	произведения как	4	2
855	только по	2	2
856	сам он	1	2
857	который всегда	1	2
858	и вот	2	2
859	ли ты	1	2
860	стола и	1	2
861	в литературе	3	2
862	где он	2	2
863	видеть в	2	2
864	указание на	3	2
865	из своих	2	2
866	на которой	2	2
867	как нечто	1	2
868	о ее	3	2
869	с их	3	2
870	любопытно что	1	2
871	отступление от	1	2
872	ведь это	1	2
873	отдельных случаях	1	2
874	что является	1	2
875	у всех	2	2
876	быть ни	1	2
877	который как	2	2
878	с теми	1	2
879	к г	1	2
880	в равной	2	2
881	северной пчелы	1	2
882	интерес пушкина	1	2
883	долгое время	1	2
884	говорят о	1	2
885	по своему	3	2
886	первой части	2	2
887	бы мы	1	2
888	но уже	1	2
889	и таким	1	2
890	жизнь и	3	2
891	и тех	2	2
892	только к	2	2
893	в полной	3	2
894	в таких	2	2
895	отличие от	5	2
896	в поле	1	2
897	в наши	1	2
898	в реплике	1	2
899	дело когда	1	2
900	в комедии	1	2
901	знакомства с	1	2
902	здесь только	1	2
903	лирики для	1	2
904	отказаться от	1	2
905	тому времени	1	2
906	с языком	1	2
907	и может	2	2
908	на меня	3	2
909	случаях и	1	2
910	поэтического текста	1	2
911	в пределах	5	2
912	тем самым	8	2
913	не должно	3	2
914	не требует	1	2
915	к родному	1	2
916	борьбе за	2	2
917	смысл его	1	2
918	текста с	4	2
919	в рамках	10	2
920	вступают в	1	2
921	к изучению	1	2
922	не получается	1	2
923	бы он	1	2
924	литературе не	1	2
925	времени в	3	2
926	нуждается в	2	2
927	на всем	1	2
928	отдельном случае	2	2
929	части этого	1	2
930	во всем	5	1
931	мы можем	2	1
932	от прежнего	1	1
933	на границах	1	1
934	был и	1	1
935	могут иметь	1	1
936	несомненно что	1	1
937	еще раз	1	1
938	никто из	1	1
939	это тот	1	1
940	отвечает на	1	1
941	а когда	1	1
942	смешно как	3	1
943	живого и	3	1
944	выводу что	1	1
945	самого себя	1	1
946	персонажей то	1	1
947	с формой	1	1
948	т.е в	2	1
949	за исключением	2	1
950	совершенно очевидно	2	1
951	что подчеркивается	1	1
952	уже эти	1	1
953	без исключения	3	1
954	что был	1	1
955	по схеме	1	1
956	смысле и	1	1
957	его за	2	1
958	оказывается не	1	1
959	с самим	3	1
960	нее в	1	1
961	вступает в	5	1
962	и был	2	1
963	строго говоря	1	1
964	мысли и	1	1
965	однако еще	1	1
966	к обновлению	1	1
967	в принципе	3	1
968	последнее утверждение	1	1
969	общения с	1	1
970	одному из	1	1
971	свое произведение	1	1
972	требует от	1	1
973	ж е	1	1
974	же году	1	1
975	в первоначальной	1	1
976	этой последней	1	1
977	к тексту	2	1
978	разговора с	1	1
979	том какое	1	1
980	в борьбе	2	1
981	читателя и	2	1
982	классической русской	1	1
983	случаях обычно	1	1
984	части являются	1	1
985	но вполне	1	1
986	каким образом	1	1
987	в надежде	1	1
988	на свою	3	1
989	естественно не	1	1
990	в новую	2	1
991	пушкинских текстах	1	1
992	всех событий	1	1
993	уже на	1	1
994	по мысли	1	1
995	известные ему	1	1
996	настойчиво стремится	1	1
997	если он	1	1
998	как целому	1	1
999	рядом с	1	1
1000	мира это	1	1
1001	новая форма	1	1
1002	эта традиция	1	1
1003	всего с	1	1
1004	похож на	2	1
1005	начинается с	1	1
1006	в собственном	1	1
1007	и внутренне	2	1
1008	достаточно обратить	1	1
1009	в бою	1	1
1010	она явилась	2	1
1011	внимание к	1	1
1012	место самого	1	1
1013	произведений как	2	1
1014	углом зрения	2	1
1015	остальных его	2	1
1016	целым рядом	1	1
1017	этой стороны	1	1
1018	в ряду	1	1
1019	художественное произведение	1	1
1020	где оно	1	1
1021	следует подчеркнуть	2	1
1022	тогда со	1	1
1023	и смерти	1	1
1024	время с	1	1
1025	в дальнейшем	2	1
1026	и того	4	1
1027	р и	1	1
1028	и отчасти	1	1
1029	читатель не	1	1
1030	полемизировать с	1	1
1031	как справедливо	3	1
1032	и политического	1	1
1033	при условии	2	1
1034	отступал в	1	1
1035	граф и	1	1
1036	его текст	1	1
1037	историей он	1	1
1038	но которое	1	1
1039	нас и	1	1
1040	отсюда и	2	1
1041	именно этим	1	1
1042	упоминание о	2	1
1043	собой как	1	1
1044	всего этого	1	1
1045	но даже	1	1
1046	служить и	1	1
1047	почти исключительно	1	1
1048	иной мере	1	1
1049	ничто не	1	1
1050	не имею	1	1
1051	случае она	1	1
1052	понимаем как	1	1
1053	имея в	1	1
1054	относится не	1	1
1055	облечен в	1	1
1056	одной и	2	1
1057	этот тезис	1	1
1058	особое место	1	1
1059	с лица	1	1
1060	из письма	1	1
1061	только на	1	1
1062	между отдельными	1	1
1063	произведения но	2	1
1064	служить как	1	1
1065	этим мотивом	1	1
1066	приходит к	1	1
1067	мне бог	1	1
1068	свое отражение	1	1
1069	уже и	1	1
1070	отклик в	1	1
1071	где некогда	1	1
1072	любви к	2	1
1073	финал этой	1	1
1074	перед ним	2	1
1075	в глаза	2	1
1076	стихотворения пушкина	1	1
1077	всегда и	2	1
1078	с другим	1	1
1079	мы привыкли	1	1
1080	в прошлом	2	1
1081	новым словом	1	1
1082	наедине с	1	1
1083	и судя	1	1
1084	из виду	1	1
1085	к ним	1	1
1086	обратим внимание	2	1
1087	основания для	1	1
1088	не становится	1	1
1089	восходящих к	1	1
1090	могут и	1	1
1091	самом начале	1	1
1092	сведений о	1	1
1093	он так	1	1
1094	революции в	1	1
1095	отхода от	1	1
1096	таких условиях	1	1
1097	в нашем	4	1
1098	с этими	1	1
1099	исходных положений	1	1
1100	чего она	1	1
1101	исходит из	2	1
1102	из трех	2	1
1103	году а	1	1
1104	каждое из	1	1
1105	не удивительно	2	1
1106	иным как	1	1
1107	в текст	2	1
1108	речь о	1	1
1109	других персонажей	1	1
1110	с широким	1	1
1111	и всякого	1	1
1112	он сам	2	1
1113	с мертвой	1	1
1114	и чувства	1	1
1115	к убийству	1	1
1116	характеризуется тем	2	1
1117	во внешней	1	1
1118	этом же	1	1
1119	себе как	1	1
1120	к языку	1	1
1121	себя в	6	1
1122	были глубоко	1	1
1123	о ней	1	1
1124	она ни	1	1
1125	жанра в	1	1
1126	он все	1	1
1127	своего развития	1	1
1128	в подобных	1	1
1129	от жанра	1	1
1130	не отступал	1	1
1131	иначе говоря	5	1
1132	ближе к	2	1
1133	он именует	1	1
1134	не противоречит	1	1
1135	титульного листа	1	1
1136	в такого	1	1
1137	истории в	2	1
1138	отражение в	1	1
1139	о двух	1	1
1140	под маской	2	1
1141	как нам	6	1
1142	время и	1	1
1143	что каждая	1	1
1144	в произведении	3	1
1145	ввести в	1	1
1146	но еще	1	1
1147	одну минуту	1	1
1148	к себе	1	1
1149	в состоянии	2	1
1150	от первого	2	1
1151	что сама	1	1
1152	если к	1	1
1153	еще больше	1	1
1154	начала и	1	1
1155	то у	2	1
1156	а и	4	1
1157	то для	1	1
1158	народной жизни	1	1
1159	обычно не	1	1
1160	о себе	4	1
1161	и чести	1	1
1162	даже так	1	1
1163	и самим	1	1
1164	что несмотря	2	1
1165	с драматической	1	1
1166	о житии	1	1
1167	трагедии или	1	1
1168	или иную	1	1
1169	многих отношениях	2	1
1170	в романтической	1	1
1171	с другими	1	1
1172	и прозаических	1	1
1173	данного стихотворения	1	1
1174	иными словами	1	1
1175	сколько бы	1	1
1176	роль этого	1	1
1177	внешнего мира	3	1
1178	что очень	1	1
1179	слиться в	1	1
1180	внутреннее единство	1	1
1181	мировой литературы	1	1
1182	века не	1	1
1183	и позволяет	1	1
1184	тут и	1	1
1185	тот кто	2	1
1186	о н	2	1
1187	их числу	1	1
1188	ответственности за	1	1
1189	из уст	2	1
1190	о смерти	4	1
1191	и всего	1	1
1192	известие о	2	1
1193	в ожидании	1	1
1194	между этими	1	1
1195	литературе и	1	1
1196	т о	2	1
1197	писал об	1	1
1198	как видим	1	1
1199	лишь на	3	1
1200	между ними	3	1
1201	встречается в	1	1
1202	себе не	1	1
1203	по одному	1	1
1204	широкого и	1	1
1205	большинстве случаев	1	1
1206	пушкина тем	1	1
1207	тексте барышни-крестьянки	1	1
1208	место и	1	1
1209	именно такова	3	1
1210	они как	1	1
1211	путь в	1	1
1212	дважды в	1	1
1213	связь этого	1	1
1214	где уже	1	1
1215	работы по	1	1
1216	в себя	6	1
1217	анекдот не	1	1
1218	был не	1	1
1219	например как	2	1
1220	в а	1	1
1221	с острым	1	1
1222	этой системе	2	1
1223	искусство не	1	1
1224	ей пришлось	1	1
1225	только во	2	1
1226	произведение является	1	1
1227	для анализа	1	1
1228	я был	1	1
1229	войне и	3	1
1230	следует однако	1	1
1231	истинный смысл	1	1
1232	не имеющие	1	1
1233	остаться самим	1	1
1234	здесь как	2	1
1235	отношении которого	1	1
1236	в современном	1	1
1237	своей архитектонике	1	1
1238	только путем	1	1
1239	из гостей	1	1
1240	еще предстоит	1	1
1241	разрыв между	1	1
1242	то второй	1	1
1243	говорил о	1	1
1244	не составляет	1	1
1245	уж редки	1	1
1246	виде эта	1	1
1247	близко к	1	1
1248	и з	2	1
1249	именно потому	1	1
1250	всего лишь	13	1
1251	в работе	1	1
1252	человека как	1	1
1253	журнале благонамеренный	1	1
1254	уже по	2	1
1255	общения между	1	1
1256	речи и	1	1
1257	в ответ	2	1
1258	эстетическое отношение	1	1
1259	это по	3	1
1260	внимание лишь	1	1
1261	к определенному	1	1
1262	под углом	1	1
1263	специальная литература	1	1
1264	к самому	2	1
1265	возвращаясь к	1	1
1266	интонаций в	1	1
1267	начале второй	1	1
1268	содержания и	1	1
1269	сущности говоря	1	1
1270	и является	3	1
1271	последовательности такие	1	1
1272	несколько неожиданно	1	1
1273	такое что	1	1
1274	человек приговоренный	1	1
1275	и хотя	1	1
1276	человек который	1	1
1277	однако что	4	1
1278	года то	1	1
1279	перед лицом	4	1
1280	особого внимания	1	1
1281	выше в	1	1
1282	отличается в	1	1
1283	отчасти в	1	1
1284	отношения с	1	1
1285	следует признать	3	1
1286	должны были	1	1
1287	с удовольствием	1	1
1288	являются ли	1	1
1289	произведение не	1	1
1290	вопрос можно	1	1
1291	могла бы	3	1
1292	и эстетическим	2	1
1293	того кто	1	1
1294	сюжет и	3	1
1295	о правах	1	1
1296	я в	15	1
1297	так называемого	1	1
1298	но без	2	1
1299	ту сторону	1	1
1300	тот или	3	1
