N	3gram	Losev_Vesc	Myslijsy
200	в себе не	1	2
201	иначе как в	1	2
202	или что то	2	2
203	он не есть	1	2
204	а потом уже	1	2
205	что человек есть	1	2
206	так же как	2	2
207	все эти признаки	1	2
208	не может обойтись	1	2
209	и в одном	1	2
210	таким образом можно	1	2
211	и не только	6	2
212	ясно также что	1	1
213	то что нам	1	1
214	не может понять	1	1
215	потому что самое	1	1
216	что я в	1	1
217	но то что	3	1
218	понимать себя и	1	1
219	как она есть	3	1
220	то что на	1	1
221	в самом деле	7	1
222	например и в	1	1
223	общем смысле этого	1	1
224	не только их	2	1
225	вообще но и	2	1
226	в понятии и	1	1
227	если оно вообще	1	1
228	на том основании	1	1
229	ни было но	2	1
230	с тех пор	1	1
231	что я называю	1	1
232	я вижу в	1	1
233	это значило бы	3	1
234	лишь бы только	1	1
235	не только потому	1	1
236	указывает на то	3	1
237	в той же	1	1
238	но если это	3	1
239	что слово есть	1	1
240	то что он	2	1
241	видно уже из	1	1
242	его только как	1	1
243	то же понятие	3	1
244	себя и что	1	1
245	как же это	1	1
246	по сравнению с	7	1
247	то что как	1	1
248	в целом он	1	1
249	не было ни	2	1
250	но и то	1	1
251	здесь не только	1	1
252	что мы уже	1	1
253	что все это	1	1
254	в той и	1	1
255	так как всякое	1	1
256	того или другого	1	1
257	есть не только	2	1
258	психологической точки зрения	1	1
259	ни с какими	1	1
260	д и т	10	1
261	и со стороны	1	1
262	и не подозревает	1	1
263	было сказано что	1	1
264	она могла бы	2	1
265	тот же корень	1	1
266	внутреннее и внешнее	1	1
267	их жизни и	1	1
268	вовсе не в	1	1
269	а в с	1	1
270	уже перестает быть	1	1
271	стало быть и	1	1
272	для себя и	1	1
273	мы замечаем что	1	1
274	только о том	2	1
275	ее отличие от	1	1
276	то что оно	2	1
277	может обойтись без	1	1
278	с чем бы	1	1
279	то что есть	1	1
280	его должно быть	1	1
281	различаются между собою	2	1
282	может в то	1	1
283	потому что она	1	1
284	себе не только	1	1
285	он сам не	1	1
286	на вопрос о	1	1
287	мы уже сказали	1	1
288	есть только в	1	1
289	решить вопрос о	1	1
290	но даже и	2	1
291	и есть то	2	1
292	не может существовать	1	1
293	и для всякого	3	1
294	дело вовсе не	1	1
295	во втором случае	1	1
296	в с а	1	1
297	кроме того что	1	1
298	в ней не	1	1
299	того же существа	1	1
300	к другой но	1	1
301	внутренней и внешней	1	1
302	может быть связана	1	1
303	в стороне и	1	1
304	т д в	1	1
305	можно формулировать так	1	1
306	на такой вопрос	1	1
307	и оно не	1	1
308	для меня не	1	1
309	нужно было бы	2	1
310	она не может	3	1
311	как мы видим	1	1
312	той и другой	2	1
313	состоит из ряда	1	1
314	тогда когда уже	1	1
315	один из основных	1	1
316	имя не есть	7	1
317	отдать себе в	1	1
318	и не с	2	1
319	между ними в	1	1
320	ее можно только	1	1
321	не может считаться	2	1
322	и есть нечто	1	1
323	можно говорить о	2	1
324	что они не	1	1
325	точки зрения этого	1	1
326	не входить в	1	1
327	то ясно что	2	1
328	их в одно	1	1
329	есть не что	8	1
330	но в чем	2	1
331	что собственно говоря	1	1
332	ли в этом	1	1
333	если это так	2	1
334	есть нечто совершенно	2	1
335	самим по себе	1	1
336	только в своем	1	1
337	человеческой природы и	1	1
338	мы видим как	1	1
339	действительность и даже	1	1
340	в действительности и	1	1
341	все же не	3	1
342	это однако не	1	1
343	а так что	1	1
344	но и к	1	1
345	крайней мере как	1	1
346	той или другой	3	1
347	мысли только в	1	1
348	в одном случае	1	1
349	самом общем смысле	1	1
350	таким образом и	1	1
351	что у него	1	1
352	а есть только	2	1
353	не мог бы	2	1
354	каждой из этих	1	1
355	и заставляет нас	1	1
356	по себе то	2	1
357	уже одно то	1	1
358	она еще не	1	1
359	не в шутку	1	1
360	зрительных слуховых и	1	1
361	этот звук не	1	1
362	и понятия в	1	1
363	перед нами находится	2	1
364	т д и	11	1
365	и тем не	5	1
366	с тем же	1	1
367	и в отдельных	1	1
368	печать своего происхождения	1	1
369	и есть только	2	1
370	сам в себе	1	1
371	не знали что	1	1
372	можно сказать даже	3	1
373	с ним по	1	1
374	в истории и	1	1
375	если бы те	1	1
376	только в очень	1	1
377	и есть уже	1	1
378	прежде всего на	1	1
379	дело не с	2	1
380	друг с другом	2	1
381	есть указание на	1	1
382	во всех языках	1	1
383	один из моментов	1	1
384	в сознании в	1	1
385	в чем же	5	1
386	что мы понимаем	1	1
387	собою так что	1	1
388	и вместе с	1	1
389	что оно существует	1	1
390	несмотря на все	1	1
391	именно тем что	3	1
392	в какое бы	1	1
393	возможно было бы	1	1
394	оно есть не	4	1
395	таким образом получается	1	1
396	и не есть	2	1
397	не есть звук	3	1
398	может быть совершенно	1	1
399	а а не	1	1
400	то с чем	3	1
401	и относится к	2	1
402	именно потому что	1	1
403	и что это	1	1
404	внутреннего и внешнего	2	1
405	наука в своем	1	1
406	у нас есть	1	1
407	должны сказать что	1	1
408	в организме а	1	1
409	но и все	1	1
410	есть уже в	1	1
411	есть только а	1	1
412	так как мы	2	1
413	одно то что	2	1
414	значит что я	5	1
415	надо было бы	1	1
416	что не есть	4	1
417	не знаю что	1	1
418	вопрос как можно	1	1
419	но что же	2	1
420	не имеет никакого	2	1
421	что он обозначает	1	1
422	имеем дело не	2	1
423	но совершенно ясно	1	1
424	вопрос об отношении	1	1
425	то уже по	1	1
426	образы и понятия	1	1
427	но как о	1	1
428	указание на то	1	1
429	что бы то	1	1
430	ни от какого	2	1
431	если бы было	1	1
432	но оно и	1	1
433	того что и	1	1
434	идеального и реального	1	1
435	звук не есть	1	1
436	и быть не	1	1
437	что мы имеем	2	1
438	и здесь мы	1	1
439	и еще более	1	1
440	тому как в	1	1
441	и во всей	1	1
442	что оно есть	5	1
443	не может в	1	1
444	том что и	1	1
445	нечто такое чего	1	1
446	то не только	3	1
447	и это будет	2	1
448	те или другие	4	1
449	вещь и это	1	1
450	она и есть	1	1
451	с нею без	1	1
452	потому что слияние	1	1
453	на что не	1	1
454	речь идет о	1	1
455	самом деле в	1	1
456	нужно для того	1	1
457	иначе и быть	1	1
458	выразить и иначе	1	1
459	в нем те	1	1
460	моментов слова и	1	1
461	но оно есть	1	1
462	с но и	1	1
463	с нею но	1	1
464	по меньшей мере	1	1
465	самой по себе	1	1
466	ясно что и	1	1
467	значило бы что	3	1
468	она может быть	2	1
469	и в той	1	1
470	и все же	1	1
471	никто никогда не	1	1
472	самый вопрос о	1	1
473	не в смысле	1	1
474	что и та	1	1
475	что может быть	1	1
476	тоже начинает с	1	1
477	только не есть	1	1
478	но само по	1	1
479	явлений в их	1	1
480	и сказать что	1	1
481	точки зрения и	1	1
482	тому как мы	1	1
483	потому что они	4	1
484	такое а не	1	1
485	дело не в	1	1
486	она проявляется в	1	1
487	к которым они	1	1
488	при таких условиях	1	1
489	это не требует	1	1
490	было бы очень	1	1
491	то же название	2	1
492	можно выразить и	1	1
493	только в смысле	1	1
494	еще и потому	1	1
495	что несмотря на	1	1
496	было бы сказать	2	1
497	действительность как она	1	1
498	может быть и	1	1
