N	2gram	Vygotskiy_	Vladivir
1020	язык и	1	2
1021	меньше всего	4	2
1022	этим самым	1	2
1023	чем мы	1	2
1024	разницы между	1	2
1025	а он	1	2
1026	чего в	1	2
1027	от других	1	2
1028	с первого	1	2
1029	здесь все	1	2
1030	этих двух	8	2
1031	что эти	4	2
1032	поскольку она	1	2
1033	можем представить	1	2
1034	человека в	3	2
1035	за то	3	2
1036	глубочайшим образом	1	2
1037	до тех	2	2
1038	ко второму	1	2
1039	и вместо	1	2
1040	в самых	4	2
1041	свои чувства	1	2
1042	как уже	1	2
1043	здесь можно	1	2
1044	не по	1	2
1045	с виду	1	2
1046	просто не	1	2
1047	то обстоятельство	2	2
1048	не находит	1	2
1049	нужно было	1	2
1050	и их	3	2
1051	его статьи	1	2
1052	в нашей	5	2
1053	стороны и	5	2
1054	но вместе	1	2
1055	ясности и	1	2
1056	которая как	1	2
1057	этой теории	2	2
1058	могло быть	2	2
1059	не хотел	2	2
1060	одного из	1	2
1061	для такого	1	2
1062	в высшей	1	2
1063	эту мысль	2	2
1064	никому не	2	2
1065	только после	1	2
1066	останавливается на	1	2
1067	что вся	3	2
1068	может и	2	2
1069	к своей	3	2
1070	этому вопросу	1	2
1071	не можем	8	2
1072	любви и	3	2
1073	он пользуется	1	1
1074	мне очень	1	1
1075	основная линия	1	1
1076	уже во	2	1
1077	с помощью	3	1
1078	новое и	1	1
1079	тем оно	1	1
1080	и едва	1	1
1081	к сожалению	2	1
1082	только из	1	1
1083	которой все	2	1
1084	мы найдем	5	1
1085	чувства от	1	1
1086	этого необходимо	2	1
1087	и форму	1	1
1088	нельзя как	1	1
1089	с двух	1	1
1090	исходя из	7	1
1091	отца это	1	1
1092	сверх того	1	1
1093	жизнь которая	1	1
1094	его за	1	1
1095	на вопросе	1	1
1096	вопрос зачем	1	1
1097	с которого	1	1
1098	самое важное	5	1
1099	объяснения его	1	1
1100	угодно но	1	1
1101	какой бы	3	1
1102	и шесть	1	1
1103	это нужно	2	1
1104	на нас	1	1
1105	а потому	1	1
1106	не являются	1	1
1107	настроения и	1	1
1108	сбивается на	1	1
1109	требует от	1	1
1110	только тот	1	1
1111	не годится	1	1
1112	значит он	1	1
1113	образом и	3	1
1114	от этих	3	1
1115	в правильности	1	1
1116	прямо называл	1	1
1117	быть может	1	1
1118	противоречие с	2	1
1119	с собой	3	1
1120	что тогда	1	1
1121	и такое	1	1
1122	что толстой	1	1
1123	мнение о	1	1
1124	таких фактов	1	1
1125	их не	2	1
1126	на которых	2	1
1127	элементы в	1	1
1128	из нее	2	1
1129	равно как	2	1
1130	мысль о	5	1
1131	находим мы	1	1
1132	бы должен	2	1
1133	сам собой	1	1
1134	предметом его	1	1
1135	почти ничего	1	1
1136	москву и	1	1
1137	к другим	2	1
1138	систему и	1	1
1139	он недаром	1	1
1140	основной для	1	1
1141	поэта а	1	1
1142	в корне	2	1
1143	когда это	1	1
1144	понятно и	2	1
1145	без которого	2	1
1146	власти над	1	1
1147	к самому	3	1
1148	равно не	1	1
1149	иллюстрации того	1	1
1150	сделать то	1	1
1151	одновременно и	1	1
1152	натолкнемся на	1	1
1153	понимания и	1	1
1154	но неужели	1	1
1155	отталкивается от	1	1
1156	другом месте	1	1
1157	и сделал	1	1
1158	теперь не	1	1
1159	другое дело	1	1
1160	попасть в	1	1
1161	он есть	1	1
1162	как цель	1	1
1163	есть то	2	1
1164	целым рядом	2	1
1165	речь идет	1	1
1166	жизни на	1	1
1167	и важным	1	1
1168	разные стороны	1	1
1169	же самая	2	1
1170	по другой	1	1
1171	но несомненно	1	1
1172	гораздо больше	1	1
1173	и нет	1	1
1174	нашли для	1	1
1175	они стремятся	1	1
1176	с необычайной	1	1
1177	нам не	2	1
1178	две совершенно	1	1
1179	ли я	1	1
1180	и отчасти	1	1
1181	во все	4	1
1182	начала до	1	1
1183	у такого	1	1
1184	характера поэтому	1	1
1185	только одному	1	1
1186	с конца	1	1
1187	он находит	1	1
1188	или вернее	4	1
1189	же времени	1	1
1190	эти чувства	2	1
1191	чрезвычайно мало	1	1
1192	то этот	1	1
1193	нельзя было	2	1
1194	ему удалось	2	1
1195	часто оказывается	1	1
1196	и мысли	1	1
1197	дело только	1	1
1198	силы и	1	1
1199	тяжелее и	1	1
1200	говорить не	1	1
1201	что подобное	1	1
1202	в нескольких	1	1
1203	формулировать то	1	1
1204	ему хочется	1	1
1205	чувств которые	2	1
1206	каждой данной	1	1
1207	из жизни	1	1
1208	представляет собой	2	1
1209	искусства и	8	1
1210	мы очень	2	1
1211	вопроса об	1	1
1212	значительной мере	1	1
1213	с трудом	1	1
1214	одного ни	1	1
1215	и той	4	1
1216	из требований	1	1
1217	одной и	4	1
1218	все прочее	1	1
1219	к проблеме	1	1
1220	но может	2	1
1221	куда она	1	1
1222	а когда	2	1
1223	когда она	3	1
1224	чего не	1	1
1225	он приводит	1	1
1226	мы все	8	1
1227	трактуется как	1	1
1228	но они	2	1
1229	исследования и	1	1
1230	на которые	2	1
1231	о них	2	1
1232	за собой	1	1
1233	забудем что	1	1
1234	мне не	1	1
1235	и когда	12	1
1236	связь между	2	1
1237	та что	1	1
1238	его именно	1	1
1239	а между	1	1
1240	этим не	1	1
1241	по отношению	3	1
1242	внимания к	1	1
1243	для своей	1	1
1244	душу и	1	1
1245	но такая	1	1
1246	совершенно неправильно	2	1
1247	от той	2	1
1248	рассуждение о	1	1
1249	конечно по	1	1
1250	те чувства	2	1
1251	так мы	4	1
1252	перед ним	2	1
1253	ощущений и	1	1
1254	убедиться в	1	1
1255	означает не	1	1
1256	правда сам	1	1
1257	мы ни	1	1
1258	поэтом и	1	1
1259	в средние	1	1
1260	но ни	1	1
1261	это единство	1	1
1262	нашей современной	1	1
1263	области этого	1	1
1264	решения его	1	1
1265	утверждал что	1	1
1266	с такою	1	1
1267	и несомненно	1	1
1268	результатом внутреннего	1	1
1269	чувств в	1	1
1270	из всех	1	1
1271	одна другую	1	1
1272	нас на	1	1
1273	по которой	1	1
1274	жизни как	1	1
1275	когда человек	1	1
1276	что существует	1	1
1277	в контексте	1	1
1278	когда тот	1	1
1279	гласящий что	1	1
1280	для ее	4	1
1281	дела что	1	1
1282	зрения можно	1	1
1283	всего организма	1	1
1284	время ясно	1	1
1285	и ада	1	1
1286	объяснение в	1	1
1287	уже готовые	1	1
1288	невозможно как	1	1
1289	имеем дело	1	1
1290	увидим в	1	1
1291	то чем	1	1
1292	те и	1	1
1293	тех чувств	3	1
1294	тот что	1	1
1295	каком отношении	5	1
1296	теории и	1	1
1297	затем мы	1	1
1298	которые делают	1	1
1299	во всякой	2	1
1300	согласиться с	2	1
1301	по одной	1	1
1302	что именно	7	1
1303	день в	1	1
1304	от них	1	1
1305	в сфере	1	1
1306	эта заключается	1	1
1307	потому его	1	1
1308	не имело	2	1
1309	и чувства	2	1
1310	идеального и	1	1
1311	себя что	1	1
1312	противоречий с	1	1
1313	обстоятельное исследование	1	1
1314	более важное	1	1
1315	раз на	1	1
1316	правда некоторые	1	1
1317	человека то	1	1
