N	2gram	Trubetskoy	slovoVRo
172	мы не	1	5
173	для того	5	5
174	с помощью	1	5
175	только на	1	5
176	связанных с	2	5
177	той же	1	5
178	отношению к	3	5
179	между этими	2	5
180	уже в	2	5
181	этом отношении	2	5
182	с их	1	5
183	и проч	2	5
184	в других	3	5
185	особенно в	2	5
186	а как	1	5
187	слова с	1	5
188	не с	2	5
189	и по	4	5
190	для этого	2	5
191	до сих	5	4
192	по существу	2	4
193	обстоит дело	1	4
194	те же	2	4
195	в виду	2	4
196	для всех	2	4
197	со всеми	2	4
198	если бы	3	4
199	отношения к	1	4
200	и другим	1	4
201	всегда в	1	4
202	что он	4	4
203	так же	5	4
204	как только	1	4
205	к тому	6	4
206	и образ	1	4
207	друг с	5	4
208	дело не	1	4
209	того чтобы	5	4
210	этим определяется	1	4
211	тогда когда	2	4
212	с этой	3	4
213	в чем	1	4
214	свою очередь	1	4
215	ибо он	1	4
216	и во	1	4
217	эти категории	1	4
218	с этими	1	4
219	он может	1	4
220	в свой	1	4
221	однако в	1	4
222	связано с	2	4
223	но это	1	4
224	из них	7	4
225	того что	3	4
226	он должен	1	4
227	что оно	4	4
228	значение в	1	4
229	одной из	5	4
230	том же	1	4
231	как раз	1	4
232	что и	6	4
233	они в	2	4
234	в виде	4	4
235	языка это	1	4
236	в которой	3	4
237	это слово	1	4
238	и как	3	4
239	же как	3	4
240	следовательно и	1	4
241	в себя	1	4
242	с другом	5	4
243	из одного	1	4
244	сих пор	5	4
245	с образом	1	4
246	эти слова	1	4
247	не были	1	4
248	из него	2	4
249	и о	3	4
250	образом в	5	4
251	не всегда	2	4
252	языка с	1	4
253	из этого	2	4
254	и ее	1	4
255	есть как	2	4
256	мы видели	2	4
257	и другие	3	3
258	связи и	1	3
259	все что	2	3
260	в состав	1	3
261	его с	1	3
262	смысле слова	1	3
263	в разных	2	3
264	не приходится	1	3
265	не исчерпывается	2	3
266	от этой	1	3
267	в связи	3	3
268	борьбы с	1	3
269	или к	1	3
270	исторического развития	2	3
271	в первом	1	3
272	по всей	1	3
273	тем что	1	3
274	в корне	1	3
275	притом в	1	3
276	в одно	2	3
277	широком смысле	1	3
278	от этого	1	3
279	и нет	3	3
280	отличается от	2	3
281	было бы	1	3
282	силы и	2	3
283	связана с	2	3
284	не должно	1	3
285	каждого языка	1	3
286	не должны	2	3
287	из себя	2	3
288	не могло	2	3
289	в этой	4	3
290	людей и	2	3
291	целый ряд	4	3
292	и до	1	3
293	и те	3	3
294	зрения а	1	3
295	и остается	1	3
296	в эту	2	3
297	без всякого	1	3
298	в сознании	1	3
299	но эта	1	3
300	этого слова	1	3
301	до известной	1	3
302	только с	1	3
303	еще на	2	3
304	именно к	1	3
305	в свое	1	3
306	ни с	1	3
307	должно быть	1	3
308	три категории	1	3
309	время и	1	3
310	и заставляет	2	3
311	ввести в	1	3
312	быть тем	1	3
313	не знаем	1	3
314	различия между	2	3
315	чем в	1	3
316	в широком	1	3
317	его от	2	3
318	с одним	2	3
319	лишь на	1	3
320	не есть	1	3
321	является лишь	1	3
322	а иногда	1	3
323	на все	2	3
324	между собой	1	3
325	в новом	2	3
326	это было	1	3
327	и это	2	3
328	не был	1	3
329	может и	1	3
330	в такой	1	3
331	потому что	7	3
332	из этих	10	3
333	тем и	2	3
334	всей вероятности	1	3
335	к этому	3	3
336	данном случае	1	3
337	такой же	1	3
338	этими двумя	2	3
339	с идеей	2	3
340	становится в	1	3
341	утверждать что	2	2
342	заставляет его	1	2
343	можно говорить	1	2
344	та же	1	2
345	мы и	1	2
346	в самостоятельный	1	2
347	и связанные	2	2
348	как с	1	2
349	уже говорили	1	2
350	языке так	1	2
351	особенно у	1	2
352	из всех	3	2
353	различны и	1	2
354	иное значение	1	2
355	требует от	2	2
356	далее в	1	2
357	этого момента	1	2
358	от этих	1	2
359	каждом шагу	1	2
360	связь с	2	2
361	этой точки	2	2
362	с ней	3	2
363	жизнь в	1	2
364	в особый	1	2
365	заключается в	1	2
366	но по	3	2
367	было очень	1	2
368	то время	1	2
369	героев и	2	2
370	в жизни	1	2
371	эти явления	1	2
372	как о	3	2
373	а именно	1	2
374	на себе	1	2
375	приводит к	2	2
376	да и	1	2
377	пафос в	1	2
378	из которого	3	2
379	на каждом	1	2
380	по своему	2	2
381	и могут	1	2
382	перестает быть	2	2
383	это и	1	2
384	ни к	1	2
385	и глубоко	1	2
386	и отчасти	1	2
387	то что	7	2
388	в котором	4	2
389	ибо в	1	2
390	в течение	4	2
391	о которых	1	2
392	только как	1	2
393	явления и	1	2
394	них как	1	2
395	к своей	1	2
396	иногда даже	1	2
397	когда она	1	2
398	но они	1	2
399	на пути	2	2
400	случае не	3	2
401	нет никакой	1	2
402	а между	1	2
403	непосредственно без	1	2
404	ее с	2	2
405	совершенно не	1	2
406	тот факт	1	2
407	самого начала	2	2
408	всегда и	3	2
409	несмотря на	6	2
410	к ним	3	2
411	человеком и	1	2
412	в сфере	1	2
413	и у	8	2
414	лишь о	1	2
415	в образе	2	2
416	в нашем	1	2
417	параллельно с	1	2
418	как от	2	2
419	что все	4	2
420	во всей	1	2
421	вне которого	1	2
422	этот второй	1	2
423	однако этот	1	2
424	а следовательно	1	2
425	у них	3	2
426	то или	2	2
427	в ее	1	2
428	благодаря этой	1	2
429	на них	1	2
430	к началу	1	2
431	одного из	1	2
432	только не	2	2
433	мы видим	1	2
434	эти элементы	1	2
435	в прямом	1	2
436	не можем	1	2
437	того как	1	2
438	что уже	1	2
439	ни было	2	2
440	тем не	3	2
441	и за	1	2
442	из своих	2	2
443	у нас	1	2
444	и есть	1	2
445	оставаясь в	1	2
446	живет и	1	2
447	не для	1	2
448	или иначе	3	2
449	этим и	1	2
450	что она	1	2
451	которые как	1	2
452	имеет свой	1	2
453	то в	1	2
454	время как	1	2
455	себя как	1	2
456	между человеком	1	2
457	в области	9	2
458	соединяется с	1	2
459	при таком	2	2
460	в сторону	1	2
461	систем в	1	2
462	от подлинной	2	2
463	что они	1	2
464	однако не	1	2
465	к одному	1	2
466	даже там	1	2
467	могли бы	1	2
468	материалом для	1	2
469	мы можем	2	2
470	а с	7	2
471	с самого	3	2
472	в своих	1	2
473	а просто	1	2
474	до нас	1	2
475	от характера	1	2
476	это как	1	2
477	так что	3	2
478	дает им	1	2
479	пор не	1	2
480	и что	4	2
481	в xvii	1	2
482	не могла	2	2
483	иметь в	1	2
484	в начале	2	2
485	или его	1	2
486	факт что	1	2
487	по своей	2	2
488	или иное	2	2
489	как известно	1	2
490	первом случае	1	2
491	и особенно	2	2
492	и иной	2	2
493	культуры и	3	2
494	главным образом	8	2
495	них не	2	2
496	место в	1	2
497	же в	1	2
498	бы быть	1	2
499	на то	2	2
500	время он	2	2
501	мира в	1	2
502	и только	4	2
503	борьбу с	1	2
504	чаще всего	1	2
505	органически и	1	2
506	есть не	1	2
507	не к	2	2
508	и самый	1	2
509	к сожалению	3	1
510	человек может	1	1
511	а потому	1	1
512	во втором	1	1
513	в душе	1	1
514	мир не	1	1
515	к другу	2	1
516	случае в	1	1
517	в определенный	1	1
518	друг к	1	1
519	его нельзя	1	1
520	по всем	1	1
521	смотреть на	2	1
522	только те	1	1
523	представить себе	1	1
524	в конце	6	1
525	со всем	1	1
526	слова здесь	1	1
527	и зла	1	1
528	и лишь	1	1
529	в вопросах	1	1
530	бы то	2	1
531	за каждое	1	1
532	если в	3	1
533	заставляет их	1	1
534	творчества в	1	1
535	к этой	1	1
536	если он	1	1
537	трудно сказать	1	1
538	он как	1	1
539	для себя	1	1
540	и должно	1	1
541	эти особенности	1	1
542	но такая	1	1
543	особенно важное	1	1
544	между направлениями	1	1
545	которым они	1	1
546	особенности этого	1	1
547	о чем	1	1
548	в создании	2	1
549	и относит	1	1
550	но тем	1	1
551	живущие в	1	1
552	смерть и	1	1
553	из которых	4	1
554	все те	1	1
555	одно из	2	1
556	и об	1	1
557	социальной жизни	1	1
558	в высшее	1	1
559	этих частей	2	1
560	то с	3	1
561	этом направлении	1	1
562	говорить что	1	1
563	видами и	2	1
564	с собой	1	1
565	изменяться в	1	1
566	на восток	2	1
567	должен был	4	1
568	и одной	1	1
569	так или	3	1
570	сами по	1	1
571	от исторического	1	1
572	и силе	1	1
573	же приходится	1	1
574	от своего	1	1
575	некоторые другие	1	1
576	и этот	1	1
577	о мире	1	1
578	людей в	1	1
579	встречаются и	1	1
580	образом через	1	1
581	этого в	1	1
582	и действительно	2	1
583	если они	1	1
584	относящиеся к	1	1
585	в одних	1	1
586	всех тех	1	1
587	и так	1	1
588	состоит из	1	1
589	в которых	4	1
590	же культуры	1	1
591	как определенные	1	1
592	нужно чтобы	2	1
593	только для	2	1
594	души в	1	1
595	чтобы добиться	1	1
596	в формальном	1	1
597	о котором	2	1
598	важное значение	1	1
599	в план	1	1
600	вследствие этого	1	1
601	к своим	4	1
602	речь идет	1	1
603	не носят	1	1
604	всей своей	1	1
605	связанного с	1	1
606	по крайней	5	1
607	смерти в	1	1
608	на одном	1	1
609	лишенный всякой	1	1
610	частей и	1	1
611	влечет за	2	1
612	нет ничего	1	1
613	ли они	2	1
614	одного и	1	1
615	такая подмена	1	1
616	сам он	1	1
617	диалекты в	1	1
618	на этой	1	1
619	не существует	1	1
620	близости к	1	1
621	знают лишь	1	1
622	что мы	2	1
623	видим что	1	1
624	в очень	1	1
625	совершенно иной	2	1
626	говорить не	1	1
627	данного национального	1	1
628	до настоящего	1	1
629	задний план	1	1
630	их отношение	1	1
631	мы ничего	1	1
632	всего этого	1	1
633	невозможна ибо	1	1
634	и если	3	1
635	на друга	2	1
636	этой борьбы	1	1
637	согласны с	1	1
638	и важных	1	1
639	чем именно	1	1
640	а через	1	1
641	в этот	1	1
642	особый самостоятельный	1	1
643	себя не	1	1
644	целым рядом	1	1
645	между отдельными	1	1
646	сливаясь с	1	1
647	за собой	3	1
648	глубокие различия	1	1
649	числе и	4	1
650	живущего в	1	1
651	превращается в	2	1
652	более и	1	1
653	в сражении	1	1
654	не знающий	1	1
655	друга и	1	1
656	к людям	1	1
657	особое положение	1	1
658	жизни на	1	1
659	всего что	1	1
660	почти в	1	1
661	друг на	2	1
662	и взаимодействие	1	1
663	имеем в	1	1
664	этого мира	1	1
665	как на	8	1
666	среди них	2	1
667	сильное влияние	1	1
668	вернуться к	1	1
669	в народную	2	1
670	самых древних	2	1
671	затем в	1	1
672	и превращается	1	1
673	начиная с	2	1
674	сложнее и	1	1
675	быть в	1	1
676	делающих из	1	1
677	та часть	1	1
678	на этот	4	1
679	чтобы стать	1	1
680	не стоит	1	1
681	но если	2	1
682	он сам	1	1
683	для этих	2	1
684	от них	2	1
685	этой роли	1	1
686	что даже	1	1
687	были слишком	2	1
688	и после	2	1
689	к ее	1	1
690	в низах	1	1
691	в самой	2	1
692	ними в	1	1
693	пришлось бы	1	1
694	крайней мере	5	1
695	сделать это	1	1
696	тот же	2	1
697	его можно	2	1
698	или иным	1	1
699	как основной	1	1
700	этого и	1	1
701	труда и	1	1
702	же проблема	1	1
703	к общему	1	1
704	в самую	1	1
705	не принадлежат	1	1
706	попадает в	4	1
707	видели что	1	1
708	географических и	1	1
709	он знает	1	1
710	всякого живого	1	1
711	том числе	5	1
712	ничем не	4	1
713	иной характер	2	1
714	различие между	1	1
715	так называемые	3	1
716	жить по	1	1
717	зависит от	1	1
718	он тоже	1	1
719	своей основной	1	1
720	притом не	1	1
721	мы читаем	1	1
722	он становится	1	1
723	мы имеем	2	1
724	идет о	1	1
725	то у	1	1
726	прийти к	1	1
727	что мир	1	1
728	этого изложения	1	1
729	которых он	1	1
730	признать что	2	1
731	добра и	2	1
732	веке когда	1	1
733	сам может	1	1
734	которые играют	1	1
735	две основные	1	1
736	похоже на	1	1
737	что так	1	1
738	души и	1	1
739	под разными	2	1
740	чем у	1	1
741	этих слов	1	1
742	с системой	1	1
743	и через	1	1
744	самой этой	2	1
745	всех других	2	1
746	участие в	1	1
747	находит свое	1	1
748	нельзя считать	1	1
749	в русском	2	1
750	проникают в	1	1
751	только он	1	1
752	над этими	1	1
753	но с	3	1
754	значительной части	2	1
755	в разные	1	1
756	и некоторые	1	1
757	нет для	2	1
758	еще хуже	1	1
759	что к	1	1
760	как по	1	1
761	без остатка	2	1
762	прежде чем	1	1
763	что его	1	1
764	страданием и	1	1
765	которое в	1	1
766	элементов которые	1	1
767	здесь таким	1	1
768	помимо этого	1	1
769	xvii веке	1	1
770	в среде	2	1
771	и прежде	1	1
772	от слова	1	1
773	нам в	1	1
774	и того	1	1
775	может только	1	1
776	в мире	5	1
777	одном из	1	1
778	стремление к	1	1
779	в ту	1	1
780	совершенно иное	1	1
781	к концу	3	1
782	чужого культурного	1	1
783	вернемся к	1	1
784	женщины и	1	1
785	один и	1	1
786	должно было	2	1
787	как не	1	1
788	сознания был	1	1
789	его души	1	1
790	связанный с	2	1
791	в ином	1	1
792	людьми и	1	1
793	со времени	2	1
794	и таким	3	1
795	перейти к	1	1
796	целого и	1	1
797	и отдельные	1	1
798	культуры эллинистической	1	1
799	бы в	1	1
800	уже ни	1	1
801	но этим	1	1
802	сказать и	1	1
803	всегда существует	1	1
804	ко всему	2	1
805	оно вступает	1	1
806	что такое	1	1
807	их не	1	1
808	и далее	1	1
809	тем более	1	1
810	к востоку	4	1
811	на задний	1	1
812	мире при	1	1
813	каждая такая	1	1
814	в наше	1	1
815	действительно был	1	1
816	с новыми	1	1
817	другими словами	1	1
818	именно потому	1	1
819	совсем не	1	1
820	с легкостью	1	1
821	стоит и	1	1
822	взглянуть на	1	1
823	комментариев к	1	1
824	мы должны	6	1
825	когда он	3	1
826	к известной	1	1
827	понимается в	1	1
828	но зато	1	1
829	в известных	1	1
830	должны быть	1	1
831	но даже	1	1
832	и является	2	1
833	над другими	1	1
834	и тот	1	1
835	раскрывшегося в	1	1
836	наше отношение	1	1
837	в деталях	1	1
838	конечно нет	1	1
839	характерных и	1	1
840	из общего	1	1
841	и всякая	1	1
842	очень мало	4	1
843	должны были	1	1
844	то ни	2	1
845	одни из	1	1
846	поскольку эти	1	1
847	которого в	1	1
848	тем или	1	1
849	на это	1	1
850	как из	1	1
851	в рамках	3	1
852	вступают в	1	1
853	героем и	1	1
854	большой литературы	1	1
855	и никогда	1	1
856	что среди	1	1
857	этот путь	2	1
858	притом как	1	1
859	рассматривается как	1	1
860	совершенно чужды	1	1
861	воспринят как	1	1
862	с массой	1	1
863	есть образ	1	1
864	в общем	8	1
865	в зачатке	1	1
866	происходит в	1	1
867	характерны для	1	1
868	иной раз	2	1
869	на двух	1	1
870	которая у	1	1
871	они могли	1	1
872	его к	1	1
873	все более	1	1
874	этой силы	1	1
875	эти два	1	1
876	мира с	1	1
877	которым он	1	1
878	бытия в	1	1
879	и отвлеченные	1	1
880	для эпохи	2	1
881	таким же	1	1
882	чтобы не	1	1
883	всегда так	1	1
884	и совершенно	1	1
885	настоящего времени	1	1
886	пути к	2	1
887	последователен он	1	1
888	на эту	1	1
889	в каком	1	1
890	влиянием в	1	1
891	можно только	2	1
