N	2gram	Vygotskiy_	TeoriaLi
519	в собственном	2	1
520	и делают	1	1
521	однако что	1	1
522	с ней	1	1
523	в наших	1	1
524	смысла и	1	1
525	таково в	1	1
526	им по	1	1
527	трагическое есть	1	1
528	мы говорим	1	1
529	любовь и	1	1
530	мысль о	5	1
531	значение в	1	1
532	можно даже	1	1
533	сознания однако	1	1
534	к каким	1	1
535	герой одновременно	1	1
536	тем что	8	1
537	одним словом	1	1
538	в составе	1	1
539	толстым в	2	1
540	и действительно	2	1
541	и пусть	1	1
542	то время	4	1
543	если он	2	1
544	принадлежат к	1	1
545	том или	1	1
546	и другим	2	1
547	с тем	10	1
548	с не	2	1
549	самому герою	1	1
550	мне а	1	1
551	необходимо для	1	1
552	к самому	3	1
553	что по	3	1
554	через героя	1	1
555	душевное состояние	1	1
556	нам уже	1	1
557	все же	11	1
558	означает для	1	1
559	поводу этой	1	1
560	они ни	1	1
561	в словах	3	1
562	предмета и	1	1
563	или ином	1	1
564	не имеет	2	1
565	речь в	2	1
566	бы не	1	1
567	по признаку	1	1
568	насколько это	1	1
569	да и	4	1
570	непременно должен	1	1
571	с максимальной	1	1
572	более сложные	1	1
573	о котором	9	1
574	и формой	1	1
575	с героем	2	1
576	зависимости от	9	1
577	жизни если	1	1
578	в это	2	1
579	в стихах	1	1
580	друг от	2	1
581	которая не	1	1
582	герои комедии	1	1
583	нет в	2	1
584	первой главе	1	1
585	у искусства	1	1
586	искусство и	4	1
587	на первый	2	1
588	по крайней	1	1
589	он мог	3	1
590	всем его	1	1
591	это требует	1	1
592	двойственность трагического	1	1
593	своему герою	1	1
594	дело со	2	1
595	с этим	4	1
596	все они	2	1
597	только одно	1	1
598	что искусство	11	1
599	быть это	2	1
600	и пути	1	1
601	действующих лиц	9	1
602	на примере	7	1
603	одним и	3	1
604	нам не	2	1
605	совершенно не	11	1
606	все и	2	1
607	исходя из	7	1
608	разница в	1	1
609	ли я	1	1
610	читатель не	2	1
611	не существует	3	1
612	шире и	1	1
613	оно со	1	1
614	мы рассмотрим	1	1
615	в котором	5	1
616	осуществляется в	2	1
617	не прямо	1	1
618	вследствие которого	1	1
619	в действительности	2	1
620	и комедия	1	1
621	уже до	1	1
622	вопрос о	6	1
623	в любом	1	1
624	не представляет	1	1
625	не упоминается	1	1
626	и заключается	6	1
627	на рынок	1	1
628	то и	1	1
629	смерти но	1	1
630	всех его	1	1
631	каким бы	1	1
632	в сознание	1	1
633	отношение как	1	1
634	связана с	1	1
635	повести белкина	2	1
636	завершение и	1	1
637	подлежит оценке	1	1
638	только мы	1	1
639	и поэтому	4	1
640	из жизни	1	1
641	и трагическое	2	1
642	в отдельности	1	1
643	героем и	1	1
644	не быть	1	1
645	самое существенное	1	1
646	одной общей	1	1
647	во многих	1	1
648	ним и	1	1
649	а через	1	1
650	существенное значение	1	1
651	самого автора	1	1
652	обычно в	1	1
653	точно и	2	1
654	перейдем к	2	1
655	слова и	2	1
656	с которой	2	1
657	с помощью	3	1
658	и теперь	2	1
659	жизни и	8	1
660	у автора	1	1
661	чего не	1	1
662	и вся	4	1
663	значение для	2	1
664	тоже смотрит	1	1
665	в противоречие	1	1
666	катарсис есть	1	1
667	и ему	1	1
668	время что	1	1
669	переходит к	1	1
670	художественной литературы	1	1
671	первые два	1	1
672	а между	1	1
673	образом что	6	1
674	в эпосе	2	1
675	одно из	1	1
676	целый ряд	5	1
677	и до	4	1
678	для своей	1	1
679	что речь	1	1
680	этого переживания	1	1
681	для которого	1	1
682	не что	2	1
683	в совершенно	6	1
684	в истории	1	1
685	всю полноту	1	1
686	незаметно для	1	1
687	не так	4	1
688	это имеет	2	1
689	при анализе	2	1
690	еще один	2	1
691	каждый из	2	1
692	трагический герой	1	1
693	действия и	5	1
694	воображении и	1	1
695	вдоль улиц	1	1
696	те два	1	1
697	всего что	1	1
698	не достаточно	1	1
699	жизни по	1	1
700	воображении а	1	1
701	и формы	1	1
702	на которые	2	1
703	эта возможность	2	1
704	как следствие	1	1
705	для зрителя	4	1
706	случаи когда	1	1
707	двух других	1	1
708	в комнате	1	1
709	мира имеет	1	1
710	равнодушна к	1	1
711	ее не	2	1
712	в сфере	1	1
713	она может	1	1
714	нас на	1	1
715	него не	1	1
716	по которым	1	1
717	той же	6	1
718	русском языке	1	1
719	над этим	1	1
720	и ада	1	1
721	на сцене	8	1
722	но именно	1	1
723	до конца	7	1
724	звуков в	1	1
725	за его	1	1
726	с этими	1	1
727	в научном	1	1
728	только при	1	1
729	как я	1	1
730	нигде не	2	1
731	в одной	4	1
732	в каждый	1	1
733	что все	12	1
734	входят в	2	1
735	неизмеримо более	2	1
736	действующие лица	5	1
737	этом так	1	1
738	которую в	1	1
739	автором в	1	1
740	том же	1	1
741	те и	1	1
742	как искусства	1	1
743	в сознании	2	1
744	легко может	1	1
745	тот что	1	1
746	исходит из	5	1
747	а со	1	1
748	одна из	6	1
749	речь о	1	1
750	поэтому не	1	1
751	но если	3	1
752	здесь и	1	1
753	по поводу	6	1
754	под именем	1	1
755	но оказывается	1	1
756	что даже	3	1
757	это равновесие	1	1
758	не имело	2	1
759	с собственной	1	1
760	по этой	1	1
761	к этим	2	1
762	по выражению	1	1
763	взгляде на	1	1
764	друг друга	1	1
765	в систему	1	1
766	трагедии шекспира	1	1
767	которое должно	1	1
768	крайней мере	1	1
769	из них	7	1
770	едва ли	3	1
771	к катарсису	1	1
772	тот же	5	1
773	д и	1	1
774	искусства не	5	1
775	и возможности	1	1
776	героя не	1	1
777	ближе к	2	1
778	представить себе	2	1
779	голубой цвет	1	1
780	так с	1	1
781	совершенно иными	1	1
782	душа не	1	1
783	функции которую	1	1
784	такое же	1	1
785	этом случае	2	1
786	и такой	1	1
787	мы видим	13	1
788	от автора	1	1
789	при сохранении	1	1
790	как смысл	1	1
791	так как	20	1
792	историю или	1	1
793	но этим	1	1
794	она и	1	1
795	что иное	2	1
796	они не	3	1
797	может не	1	1
798	после того	1	1
799	различие между	1	1
800	статье о	1	1
801	на язык	2	1
802	ее на	1	1
803	свою душу	1	1
804	в драме	5	1
805	должно быть	6	1
806	время и	1	1
807	за минуту	1	1
808	других для	1	1
809	собой в	2	1
810	искусство в	2	1
811	это особенно	1	1
812	который бы	1	1
813	воображении читателя	1	1
814	в состоянии	3	1
815	обе эти	2	1
816	состоящий в	1	1
817	материала и	6	1
818	аффектов и	3	1
819	не для	4	1
820	уклоняется от	2	1
821	и чрезвычайно	1	1
822	народной жизни	1	1
823	же самую	3	1
824	улиц шумных	1	1
825	и основана	1	1
826	художественной формы	6	1
827	ее можно	1	1
828	счете к	1	1
829	я вдоль	1	1
830	вбирает в	1	1
831	души и	1	1
832	которого он	2	1
833	искусства может	1	1
834	форму в	1	1
835	чем у	3	1
836	как у	1	1
837	для нас	9	1
838	и одна	1	1
839	убийства и	1	1
840	одновременно и	1	1
841	части романа	2	1
842	произведения мы	1	1
843	не содержит	1	1
844	из своих	1	1
845	требует от	1	1
846	обладает двумя	1	1
847	речевого материала	3	1
848	его сознание	1	1
849	в новелле	5	1
850	означало бы	1	1
851	о ком	1	1
852	как эстетического	1	1
853	на которой	1	1
854	противоречие между	1	1
855	искусства по	1	1
856	наше внимание	2	1
857	в русском	1	1
858	том в	2	1
859	переживания и	1	1
860	ударение на	1	1
861	и развития	1	1
862	тому же	4	1
863	раз в	4	1
864	от своих	1	1
865	отношения между	3	1
866	не была	1	1
867	сторону его	1	1
868	ко второму	1	1
869	что составляет	4	1
870	не было	2	1
871	это всегда	1	1
872	бы для	2	1
873	от друга	2	1
874	отказаться от	1	1
875	является таким	1	1
876	и более	1	1
877	не говорит	1	1
878	для других	1	1
879	исторической поэтики	1	1
880	что его	2	1
881	самые разнообразные	1	1
882	евгении онегине	1	1
883	и где	2	1
884	проблем и	1	1
885	для эстетической	1	1
886	но эта	1	1
887	на нее	2	1
888	и гамлета	1	1
889	которое в	2	1
890	это еще	1	1
891	по существу	4	1
892	что не	5	1
893	которые одновременно	1	1
894	это возможно	2	1
895	xviii века	1	1
896	графика скульптура	1	1
897	искусства говорит	1	1
898	автор должен	1	1
899	между этими	1	1
900	с одним	1	1
901	не остается	1	1
902	бы быть	1	1
903	в евгении	1	1
904	минуту до	1	1
905	такого понимания	1	1
906	и решительно	1	1
907	с той	2	1
908	и без	1	1
909	же оно	1	1
910	ритм является	1	1
911	повести в	1	1
912	художественном произведении	3	1
913	но по	1	1
914	на земле	1	1
915	не есть	4	1
916	от одной	1	1
917	рядом с	6	1
918	же точно	11	1
919	при таком	4	1
920	однако это	1	1
921	перед собой	1	1
922	ли не	2	1
923	от этого	1	1
924	особенности в	1	1
925	и со	1	1
926	того и	1	1
927	именно эту	1	1
928	в такой	1	1
929	остановимся на	4	1
930	больше и	1	1
931	и глубже	1	1
932	его жизни	1	1
933	по его	5	1
934	его воли	1	1
935	именно эта	2	1
936	в двух	9	1
937	на его	4	1
938	себе и	4	1
939	в каждой	3	1
940	из этого	7	1
941	ничего нельзя	1	1
942	проникновение в	1	1
943	при виде	1	1
944	времени то	1	1
945	связаны с	2	1
946	мы к	1	1
947	бы в	7	1
948	потребовал от	1	1
949	ему не	1	1
950	на них	3	1
951	же как	4	1
952	и сделать	1	1
953	ряда и	1	1
954	основе его	1	1
955	что хотя	1	1
956	впечатление от	2	1
957	на которую	1	1
958	в каждом	2	1
959	нее нет	1	1
960	истинный смысл	1	1
961	которое существует	4	1
962	в разладе	1	1
963	искусства она	1	1
964	трагедия и	3	1
965	том случае	1	1
966	полной мере	1	1
967	в уста	3	1
968	настоящей и	1	1
969	что от	2	1
970	только к	1	1
971	в полной	2	1
972	как ни	4	1
973	вырождается в	1	1
974	жизнь и	2	1
975	пределами этой	1	1
976	в пьесе	3	1
977	в своих	9	1
978	оно в	2	1
979	на задний	1	1
980	деятельности эти	1	1
981	эти последние	1	1
982	с матерью	1	1
983	с первых	1	1
984	свое место	1	1
985	сознание как	1	1
986	в лучшем	3	1
987	материалом и	1	1
988	жизнь то	1	1
989	границы и	1	1
990	если не	2	1
991	она не	1	1
992	эти два	3	1
993	другом и	1	1
994	задний план	1	1
995	не дает	2	1
996	в комедии	3	1
997	не тот	1	1
998	ту же	3	1
999	совсем не	3	1
1000	же разница	1	1
1001	от содержания	1	1
1002	но всегда	1	1
1003	нельзя не	1	1
1004	на поле	1	1
1005	как человек	1	1
1006	бунин в	1	1
1007	говорится и	1	1
1008	человека как	1	1
1009	чувства и	7	1
1010	с совершенно	3	1
1011	так что	8	1
1012	отклонения от	3	1
1013	или же	1	1
1014	так называемые	1	1
1015	просто не	1	1
1016	и помимо	1	1
1017	отделен от	1	1
1018	это по	2	1
1019	на чем	1	1
1020	именно потому	4	1
1021	и может	3	1
1022	с высокой	1	1
1023	бы они	1	1
1024	искусства представляет	1	1
1025	что касается	4	1
1026	и открывает	1	1
1027	эстетического переживания	1	1
1028	другим и	1	1
1029	и их	3	1
1030	исчезает и	1	1
1031	это явление	1	1
1032	в последние	1	1
1033	не могла	2	1
1034	это была	1	1
1035	можно было	6	1
1036	др в	1	1
1037	но только	3	1
1038	свое душевное	1	1
1039	заключает в	7	1
1040	тем и	1	1
1041	иметь в	3	1
1042	ни одно	1	1
1043	но дело	1	1
1044	стороны и	5	1
1045	ничто не	1	1
1046	только то	1	1
1047	из нас	1	1
1048	вся она	1	1
1049	также и	1	1
1050	живопись графика	1	1
1051	до которой	1	1
1052	то или	1	1
1053	у нее	1	1
1054	как один	1	1
1055	или иное	1	1
1056	означает что	1	1
1057	чем является	1	1
1058	отделение эстетического	1	1
1059	когда мы	10	1
1060	еще на	1	1
1061	себя за	2	1
1062	этом не	1	1
1063	на это	3	1
1064	было бы	15	1
1065	ее смысл	1	1
1066	дает ему	2	1
1067	поскольку оно	1	1
1068	не по	1	1
1069	из нее	2	1
1070	но без	1	1
1071	же самое	13	1
1072	вступают в	1	1
1073	он в	3	1
1074	так называемый	1	1
1075	как мы	6	1
1076	одного из	1	1
1077	в литературном	1	1
1078	указывает на	8	1
1079	общего с	1	1
1080	в понимании	2	1
1081	что для	6	1
1082	литературное произведение	1	1
1083	его как	1	1
1084	же об	1	1
1085	в зависимости	7	1
1086	подход к	1	1
1087	которые в	2	1
1088	над его	1	1
1089	когда они	2	1
1090	сказать в	1	1
1091	приводят к	1	1
1092	произведения не	1	1
1093	обратимся к	1	1
1094	выявить и	1	1
1095	свести к	1	1
1096	материал из	1	1
1097	это ощущение	1	1
1098	и от	2	1
1099	и есть	7	1
1100	по этому	5	1
1101	такое искусство	1	1
1102	с которым	5	1
1103	чтобы оно	1	1
1104	же в	3	1
1105	этой причине	1	1
1106	всю жизнь	1	1
1107	к полноте	1	1
1108	и поступки	2	1
1109	из его	4	1
1110	как игра	1	1
1111	происходит в	1	1
1112	иной раз	1	1
1113	на то	27	1
1114	искусства с	5	1
1115	него от	1	1
1116	не ее	1	1
1117	героя но	1	1
1118	стихе как	1	1
1119	нуждается в	3	1
1120	брожу ли	1	1
1121	себе еще	1	1
1122	и только	5	1
1123	толстого в	2	1
1124	и глубокий	1	1
1125	независимо от	1	1
1126	условность и	1	1
1127	лучшем случае	3	1
1128	в него	5	1
1129	для этого	12	1
1130	произведением искусства	1	1
1131	нет не	1	1
1132	именно это	5	1
1133	и совершенно	8	1
1134	каждого из	1	1
1135	всякое произведение	1	1
1136	дело здесь	2	1
1137	чтобы служить	1	1
1138	есть не	7	1
1139	эстетическая реакция	7	1
1140	говорит не	1	1
1141	кажется что	2	1
1142	иное как	2	1
1143	совершается в	3	1
