N	2gram	Tiupa_Teor	Komedia
216	никто не	3	6
217	а не	14	6
218	в отличие	7	6
219	в области	7	6
220	тем не	3	6
221	на вопрос	2	6
222	том числе	3	6
223	так в	4	6
224	когда же	1	6
225	или в	3	6
226	в какой	2	6
227	и как	3	6
228	на то	1	6
229	это было	2	6
230	на которые	1	6
231	во второй	7	6
232	а по	1	6
233	на это	1	6
234	как будто	2	6
235	для всех	2	5
236	хозяина и	1	5
237	в первом	2	5
238	за ним	1	5
239	именно в	3	5
240	что по	1	5
241	роль в	3	5
242	в это	1	5
243	со своей	4	5
244	в действительности	1	5
245	восходит к	2	5
246	с помощью	1	5
247	из своего	1	5
248	а на	3	5
249	к ним	1	5
250	сказать что	4	5
251	который в	2	5
252	тем же	2	5
253	себя в	7	5
254	никогда не	4	5
255	представить себе	1	5
256	последние десятилетия	1	5
257	в ее	6	5
258	но он	4	5
259	одним из	3	5
260	также в	1	5
261	в мире	26	5
262	между собой	3	5
263	в каждом	1	5
264	в развитии	1	5
265	не могла	1	5
266	друг другу	1	5
267	даже если	1	5
268	в первой	6	5
269	и от	1	5
270	каждого из	1	5
271	персонажей в	1	5
272	не так	1	5
273	что это	1	5
274	из того	1	5
275	за пределы	2	5
276	обращается к	2	5
277	приводит к	6	5
278	ему и	1	5
279	и теперь	1	5
280	вслед за	3	5
281	же самое	1	5
282	той же	1	5
283	в сознании	1	5
284	здесь и	1	5
285	это не	4	5
286	мы имеем	7	5
287	он и	2	5
288	по существу	1	5
289	и без	1	5
290	к своему	2	5
291	и я	1	5
292	раз в	1	5
293	ему не	1	5
294	отказаться от	1	5
295	что из	1	5
296	жизни и	1	5
297	чаще всего	1	5
298	для этого	1	5
299	мира в	3	5
300	в той	2	4
301	каждой из	1	4
302	к числу	2	4
303	тем как	1	4
304	в принципе	7	4
305	требует от	1	4
306	не столько	7	4
307	чтобы в	1	4
308	новое время	1	4
309	например в	3	4
310	видно из	1	4
311	либо в	2	4
312	их в	3	4
313	дома и	2	4
314	из других	1	4
315	времени в	2	4
316	не всегда	2	4
317	может служить	2	4
318	в отсутствие	1	4
319	перед ним	2	4
320	в глаза	2	4
321	самом начале	2	4
322	одна из	1	4
323	под именем	1	4
324	к этим	1	4
325	от ее	1	4
326	ближе к	1	4
327	в состоянии	1	4
328	к которому	3	4
329	одно из	1	4
330	не остается	1	4
331	комедиях аристофана	1	4
332	в последние	1	4
333	я не	2	4
334	между ними	6	4
335	же как	1	4
336	в себя	5	4
337	именно потому	1	4
338	здесь мы	2	4
339	по своей	8	4
340	с которым	1	4
341	из этого	1	4
342	не случайно	5	4
343	не позволяет	1	4
344	не на	4	4
345	одновременно с	1	4
346	стороны и	1	4
347	художественного мышления	3	4
348	бы не	1	4
349	то и	1	4
350	наконец в	1	4
351	впрочем и	1	4
352	каждый из	1	4
353	или к	1	4
354	в более	1	4
355	и другие	2	4
356	у нас	2	4
357	с их	2	4
358	времени и	2	4
359	по его	1	4
360	или менее	6	4
361	за его	1	4
362	в поле	1	4
363	мог бы	3	4
364	и их	1	4
365	не следует	4	4
366	в пределах	5	4
367	далеко не	4	4
368	чтобы не	2	4
369	у нее	1	4
370	которые в	1	4
371	нуждается в	1	4
372	в основе	6	4
373	от него	1	3
374	исходя из	1	3
375	в финале	3	3
376	а у	1	3
377	в году	2	3
378	по себе	2	3
379	более или	6	3
380	конечном счете	6	3
381	если он	1	3
382	в соответствии	3	3
383	сам же	2	3
384	при всей	2	3
385	в любом	1	3
386	из жизни	1	3
387	а после	1	3
388	даже самых	1	3
389	с ума	1	3
390	между двумя	3	3
391	только на	2	3
392	и внутренней	1	3
393	от своего	2	3
394	на новую	1	3
395	путь к	1	3
396	из наиболее	1	3
397	соответствии с	2	3
398	в нашем	4	3
399	при виде	1	3
400	для понимания	2	3
401	речь о	1	3
402	нет никаких	1	3
403	затем в	1	3
404	о ней	3	3
405	эдипа и	1	3
406	этих двух	2	3
407	в на	1	3
408	время и	1	3
409	собой в	1	3
410	в герое	1	3
411	противоречие между	1	3
412	и притом	3	3
413	отношения к	4	3
414	из уст	1	3
415	в таком	3	3
416	от этого	1	3
417	на себе	1	3
418	остается в	1	3
419	а с	3	3
420	всего лишь	8	3
421	ни одно	1	3
422	одну из	2	3
423	в новое	1	3
424	следует признать	2	3
425	могла бы	2	3
426	нельзя не	1	3
427	он в	1	3
428	не один	1	3
429	и есть	1	3
430	его за	1	3
431	однако по	1	3
432	и право	1	3
433	также что	1	3
434	сообщения о	1	3
435	его с	1	3
436	для себя	3	3
437	представляют собой	1	3
438	мы в	2	3
439	первых же	1	3
440	не могут	2	3
441	не более	1	3
442	мы понимаем	1	3
443	до этого	1	3
444	и одновременно	5	3
445	направляется к	1	3
446	по собственному	1	3
447	с ними	2	3
448	друг от	1	3
449	совершенно не	1	3
450	в диалоге	2	3
451	и более	1	3
452	чем на	1	3
453	переходит к	1	3
454	действия и	1	3
455	было и	1	3
456	в присутствии	2	3
457	состоит в	22	3
458	на две	3	3
459	если мы	2	3
460	принадлежит к	3	3
461	за пределами	5	3
462	только при	1	3
463	том же	1	3
464	казалось бы	2	3
465	в самой	2	3
466	могли быть	1	3
467	как к	5	3
468	ее на	1	3
469	такое же	1	3
470	своему происхождению	1	3
471	от друга	1	3
472	как впрочем	1	3
473	указывает на	1	3
474	с той	1	3
475	узнавания в	1	3
476	является не	1	3
477	в каждой	1	3
478	должен быть	2	3
479	в одной	1	3
480	на них	1	3
481	жизнь и	1	3
482	и потому	3	3
483	с первых	1	3
484	она не	1	3
485	не с	3	3
486	последней трети	1	3
487	таким же	1	3
488	в большинстве	2	3
489	в рамках	13	3
490	числе и	2	3
491	иначе в	1	3
492	они не	1	3
493	над его	1	3
494	по этому	1	3
495	право на	2	3
496	если она	1	3
497	в известной	1	3
498	с которыми	1	2
499	в центре	1	2
500	в душе	9	2
501	же и	1	2
502	говорит о	1	2
503	те же	1	2
504	не как	1	2
505	точно так	1	2
506	одному из	1	2
507	за которым	1	2
508	отдельно от	1	2
509	исторического лица	1	2
510	или для	1	2
511	в драматическом	1	2
512	а напротив	2	2
513	жизнь в	1	2
514	как об	1	2
515	на земле	1	2
516	же образом	1	2
517	к каким	1	2
518	к более	2	2
519	из всего	1	2
520	превращается в	2	2
521	принадлежат к	1	2
522	меня в	1	2
523	к самому	1	2
524	в собственном	1	2
525	приходит в	1	2
526	в порядке	3	2
527	и те	1	2
528	поскольку он	1	2
529	от своей	1	2
530	перед собой	1	2
531	себе отчет	1	2
532	на первый	1	2
533	как ее	1	2
534	нам не	1	2
535	не могли	2	2
536	по тем	1	2
537	она могла	1	2
538	в противоположность	3	2
539	обращаясь к	1	2
540	что речь	1	2
541	для которого	1	2
542	не вполне	2	2
543	второй половины	1	2
544	и формы	1	2
545	я думаю	1	2
546	двух других	1	2
547	отношений и	1	2
548	него не	1	2
549	думаю что	1	2
550	что все	1	2
551	еще одна	1	2
552	в зависимости	1	2
553	обращаются к	1	2
554	от себя	3	2
555	что даже	1	2
556	они могут	1	2
557	чем это	2	2
558	к внутреннему	2	2
559	случае в	1	2
560	то в	2	2
561	мы видим	1	2
562	собой и	1	2
563	она и	1	2
564	первом случае	1	2
565	так я	1	2
566	каждом из	1	2
567	и сама	1	2
568	с другими	6	2
569	чуть больше	1	2
570	к жизни	2	2
571	отношения между	1	2
572	не была	1	2
573	в конечном	6	2
574	этим и	1	2
575	прошлом и	1	2
576	я и	2	2
577	подобно тому	3	2
578	большинстве случаев	1	2
579	между прочим	1	2
580	рядом с	1	2
581	его жизни	1	2
582	служит для	1	2
583	слово в	1	2
584	к вопросу	1	2
585	точек зрения	1	2
586	а для	2	2
587	пребывания в	1	2
588	и мир	1	2
589	я на	3	2
590	в уста	1	2
591	в пьесе	1	2
592	значительное место	1	2
593	однако и	1	2
594	с матерью	1	2
595	в лучшем	1	2
596	ту же	1	2
597	совсем не	1	2
598	является его	1	2
599	на свой	1	2
600	на чем	1	2
601	и является	2	2
602	начинается с	1	2
603	с такими	1	2
604	общего с	1	2
605	это делает	2	2
606	но прежде	1	2
607	до смерти	1	2
608	теми же	1	2
609	бы ни	1	2
610	с ее	4	2
611	означает что	1	2
612	не будет	3	2
613	образом и	2	2
614	в состав	6	2
615	которой не	1	2
616	живет в	1	2
617	в жизни	3	2
618	теперь в	1	2
619	есть для	1	2
620	и дает	1	2
621	это уже	1	2
622	никак не	1	2
623	сводится к	12	2
624	со всеми	1	2
625	этой точки	2	2
626	однако что	1	2
627	любовь и	1	2
628	если говорить	1	2
629	даже при	1	2
630	этом смысле	3	2
631	не означает	1	2
632	жизни в	2	2
633	своей стороны	1	2
634	себя и	2	2
635	о котором	1	2
636	в известном	2	2
637	нет в	1	2
638	к другому	2	2
639	не входит	2	2
640	перед нами	3	2
641	он выступает	1	2
642	речь в	1	2
643	в стихе	2	2
644	художественный образ	1	2
645	аналогичным образом	4	2
646	котором он	1	2
647	поле зрения	1	2
648	зависимости от	1	2
649	слова и	1	2
650	с которой	1	2
651	в которую	1	2
652	отношении к	4	2
653	и наиболее	1	2
654	на примере	1	2
655	и до	1	2
656	в каком	2	2
657	еще один	1	2
658	имеем в	3	2
659	известной степени	3	2
660	между людьми	1	2
661	персонажи не	1	2
662	ее не	1	2
663	во втором	3	2
664	такого отношения	1	2
665	здесь не	2	2
666	для обозначения	2	2
667	со словом	1	2
668	в произведениях	2	2
669	во времени	4	2
670	не будучи	1	2
671	характерные для	1	2
672	именно к	1	2
673	этом случае	1	2
674	в свое	1	2
675	ответственность за	1	2
676	основе своей	2	2
677	еще и	2	2
678	для него	5	2
679	не для	1	2
680	того что	5	2
681	в литературе	4	2
682	ее в	2	2
683	однако она	1	2
684	была бы	3	2
685	нередко в	1	2
686	от всех	2	2
687	а о	1	2
688	текста не	2	2
689	это еще	1	2
690	места в	1	2
691	этом что	2	2
692	все эти	3	2
693	при таком	1	2
694	на фоне	2	2
695	в еще	1	2
696	и со	1	2
697	всем законам	1	2
698	особенно в	1	2
699	не все	3	2
700	мере в	1	2
701	в форме	4	2
702	к одному	2	2
703	о месте	1	2
704	и только	1	2
705	в традициях	1	2
706	как уже	2	2
707	тому как	3	2
708	на поле	1	2
709	дело не	2	2
710	слова с	1	2
711	и может	1	2
712	имеет в	2	2
713	свою жизнь	2	2
714	это была	1	2
715	или его	1	2
716	с ней	1	2
717	тем самым	6	2
718	человека с	3	2
719	человека и	2	2
720	с человеком	2	2
721	могло быть	2	2
722	сказать в	1	2
723	в совершенном	1	2
724	в случае	2	2
725	ни был	2	2
726	характера как	1	1
727	это на	1	1
728	жизни которая	1	1
729	к действительности	3	1
730	является в	1	1
731	выставляет на	1	1
732	можно говорить	1	1
733	и мира	2	1
734	в момент	3	1
735	придают им	1	1
736	рассказ о	2	1
737	от имени	2	1
738	в такое	1	1
739	и меньше	1	1
740	том чем	1	1
741	вопросу о	1	1
742	на второй	2	1
743	которые лежат	1	1
744	что основной	1	1
745	человеком который	1	1
746	привести к	1	1
747	и ему	1	1
748	общими для	1	1
749	его поступки	1	1
750	ни столь	2	1
751	с жизнью	1	1
752	не несущих	1	1
753	с появлением	1	1
754	в различных	1	1
755	как было	1	1
756	на смену	7	1
757	если никто	1	1
758	на волоске	3	1
759	две другие	1	1
760	одновременно не	1	1
761	от одного	1	1
762	о мире	1	1
763	образом что	1	1
764	им по	1	1
765	введенное в	1	1
766	мысль о	1	1
767	его произведений	1	1
768	поступок в	1	1
769	ведет к	2	1
770	см в	1	1
771	и другим	1	1
772	развития но	1	1
773	как более	1	1
774	стороны в	1	1
775	с не	1	1
776	в одноименной	2	1
777	же точно	1	1
778	в бою	1	1
779	а именно	3	1
780	который впрочем	1	1
781	о судьбе	1	1
782	в одно	2	1
783	монолог в	1	1
784	собой ср	1	1
785	отрекается от	1	1
786	но у	1	1
787	отличается от	2	1
788	по своим	1	1
789	как принято	1	1
790	две половины	1	1
791	зависимо от	1	1
792	себя не	1	1
793	для публики	1	1
794	в эпических	1	1
795	между участниками	1	1
796	все их	1	1
797	своему герою	1	1
798	первый взгляд	1	1
799	состоит не	1	1
800	друг перед	1	1
801	в данном	9	1
802	шире и	1	1
803	мы рассмотрим	1	1
804	она же	1	1
805	восприятие которое	1	1
806	порядок в	3	1
807	и такие	1	1
808	очень точно	1	1
809	не говорит	1	1
810	жизни когда	1	1
811	своего собственного	1	1
812	в динамике	1	1
813	чем за	1	1
814	на сердце	1	1
815	случаи когда	1	1
816	расположение в	1	1
817	своей природе	3	1
818	входит в	4	1
819	некий общий	1	1
820	е о	2	1
821	платона и	1	1
822	понимаем что	1	1
823	которыми он	1	1
824	имея в	1	1
825	котором по	1	1
826	положений и	1	1
827	для данного	1	1
828	времени или	1	1
829	а между	1	1
830	говорит что	2	1
831	не обязательно	3	1
832	значительной степени	2	1
833	делает то	1	1
834	не что	1	1
835	подлинным произведением	1	1
836	является как	1	1
837	в театральном	1	1
838	всех без	3	1
839	жизни он	1	1
840	по два	2	1
841	своей жизнью	1	1
842	отчет в	1	1
843	смысл на	1	1
844	и себя	1	1
845	принадлежащих к	1	1
846	не дай	1	1
847	следит за	1	1
848	настоящее время	1	1
849	сын и	1	1
850	третий стих	1	1
851	ее как	1	1
852	в контексте	3	1
853	именно так	1	1
854	за него	1	1
855	с этими	1	1
856	у а	1	1
857	отношения в	1	1
858	те и	1	1
859	должен ты	1	1
860	тот что	1	1
861	исходит из	1	1
862	оказывается уже	2	1
863	коем случае	2	1
864	на котором	2	1
865	с собственной	1	1
866	уже по	1	1
867	и открывает	1	1
868	в системе	2	1
869	но вы	1	1
870	которой в	1	1
871	не просто	2	1
872	строго говоря	2	1
873	внутреннего мира	2	1
874	жанра в	1	1
875	привычных для	1	1
876	ситуации и	1	1
877	своих изделий	1	1
878	только не	3	1
879	изобразительного искусства	1	1
880	которой я	1	1
881	и совершенно	1	1
882	той мере	1	1
883	и завершает	1	1
884	она предстает	1	1
885	войне и	2	1
886	как такового	1	1
887	от его	1	1
888	что иное	1	1
889	предстает перед	1	1
890	первого из	1	1
891	и одну	1	1
892	и больше	2	1
893	время в	1	1
894	его характера	1	1
895	общение с	1	1
896	рамках этой	1	1
897	принято говорить	1	1
898	а тот	1	1
899	напротив в	1	1
900	начала и	1	1
901	а и	5	1
902	и чрезвычайно	1	1
903	второй план	1	1
904	с нею	1	1
905	существующее в	2	1
906	корнями в	2	1
907	имеем дело	2	1
908	случае еще	1	1
909	мы конечно	1	1
910	которого он	1	1
911	только во	1	1
912	в ситуации	1	1
913	такова в	1	1
914	воспоминании о	1	1
915	обратил внимание	1	1
916	не хозяин	1	1
917	я во	2	1
918	полной мере	1	1
919	вошел в	1	1
920	вместо него	1	1
921	наше внимание	1	1
922	уже говорилось	2	1
923	в третьем	1	1
924	то она	1	1
925	еще одним	1	1
926	во всей	3	1
927	молод и	1	1
928	и некоторые	2	1
929	перед необходимостью	1	1
930	всех его	1	1
931	он оказывается	2	1
932	от кого	1	1
933	он ни	1	1
934	воздействие на	1	1
935	и само	1	1
936	человек в	1	1
937	том и	1	1
938	и произведения	1	1
939	сознания как	1	1
940	выступать в	1	1
941	а всего	3	1
942	в сторону	3	1
943	а только	4	1
944	частной жизни	2	1
945	той или	3	1
946	окружающему его	1	1
947	на празднике	1	1
948	в русской	6	1
949	на которую	1	1
950	могли бы	2	1
951	о себе	2	1
952	но как	2	1
953	лишь ее	1	1
954	свою жизненную	1	1
955	не сводится	9	1
956	от окружающих	1	1
957	при чтении	2	1
958	позиций и	1	1
959	говорил о	1	1
960	героя и	6	1
961	свое место	1	1
962	не составляет	1	1
963	любви она	1	1
964	игра случая	1	1
965	картины мира	3	1
966	когда я	1	1
967	зрения в	1	1
968	другом и	1	1
969	ибо и	1	1
970	однако герой	1	1
971	как человек	1	1
972	в строке	3	1
973	в область	1	1
974	этой причине	1	1
975	и весьма	2	1
976	из окна	1	1
977	бы они	1	1
978	одним словом	1	1
979	соединении с	2	1
980	главного героя	1	1
981	иметь в	1	1
982	еще два	1	1
983	это может	2	1
984	военных действий	1	1
985	как один	1	1
986	однако если	3	1
987	реального исторического	1	1
988	себя за	1	1
989	а тем	1	1
990	я в	18	1
991	превратилась в	1	1
992	писал в	1	1
993	так называемого	1	1
994	тот или	3	1
995	так называемый	1	1
996	крайней мере	1	1
997	культуры и	1	1
998	его как	1	1
999	под определенным	1	1
1000	и др	3	1
1001	этом они	1	1
1002	основного содержания	1	1
1003	это ни	1	1
1004	она здесь	1	1
1005	общественном сознании	2	1
1006	всю жизнь	1	1
1007	в противном	2	1
1008	бы быть	1	1
1009	речи и	4	1
1010	о тебе	1	1
1011	и отсутствие	1	1
1012	или иного	6	1
1013	куда не	1	1
1014	внешних атрибутов	1	1
1015	в него	1	1
1016	охарактеризовать как	1	1
1017	отделен от	1	1
1018	он должен	3	1
1019	случае его	1	1
1020	одного и	4	1
1021	встречающихся в	1	1
1022	в статье	1	1
1023	в особенности	1	1
1024	и постепенное	1	1
1025	себе самом	1	1
1026	на деле	2	1
1027	в последующих	1	1
1028	завершает их	1	1
1029	и против	1	1
1030	с учетом	1	1
1031	он уже	1	1
1032	берет под	1	1
1033	с первоначальным	1	1
1034	одном случае	1	1
1035	время для	1	1
1036	то есть	22	1
1037	жизни а	2	1
1038	самой жизни	1	1
1039	того кому	1	1
1040	существенным образом	1	1
1041	к сфере	1	1
1042	и должен	1	1
1043	не требует	1	1
1044	и системы	1	1
1045	задолго до	1	1
1046	разного рода	1	1
1047	была названа	1	1
1048	переживания и	1	1
1049	выступает не	1	1
1050	целом ряде	1	1
1051	и комедия	1	1
1052	и вполне	1	1
1053	акта в	1	1
1054	за это	1	1
1055	и сделать	1	1
1056	которому принадлежит	1	1
1057	и одной	2	1
1058	тон в	1	1
1059	искусства к	1	1
1060	текста и	1	1
1061	но только	1	1
1062	все то	1	1
1063	системе образов	1	1
1064	оказывается в	3	1
1065	самим собой	4	1
1066	не приносит	1	1
1067	же со	1	1
1068	позволяющей ему	1	1
1069	человека как	1	1
1070	и будет	1	1
1071	и действительно	1	1
1072	во множестве	2	1
1073	героев и	1	1
1074	можно назвать	1	1
1075	из тех	2	1
1076	у читателя	1	1
1077	в слове	4	1
1078	по душе	1	1
1079	не приводит	1	1
1080	в теорию	1	1
1081	можно передать	1	1
1082	быть назван	1	1
1083	не такое	1	1
1084	может не	1	1
1085	что лирическое	1	1
1086	у одного	2	1
1087	данном случае	5	1
1088	к категории	1	1
1089	в стихах	1	1
1090	всей своей	2	1
1091	на каждом	1	1
1092	как следствие	1	1
1093	высказывание в	1	1
1094	в художественном	5	1
1095	выступает как	1	1
1096	по крайней	1	1
1097	жизненную позицию	1	1
1098	к какой	1	1
1099	свое время	1	1
1100	все они	1	1
1101	первых десятилетий	1	1
1102	ни к	3	1
1103	как художественное	2	1
1104	типов но	1	1
1105	относится как	2	1
1106	решающая роль	1	1
1107	и частной	1	1
1108	вытекает из	2	1
1109	жизненным опытом	1	1
1110	между несколькими	1	1
1111	от горя	1	1
1112	жизни между	1	1
1113	своей собственной	1	1
1114	себе никакого	1	1
1115	со всех	1	1
1116	ожидания к	1	1
1117	в е	1	1
1118	в роли	3	1
1119	совпадает с	4	1
1120	задний план	1	1
1121	в значительной	2	1
1122	судьбы здесь	1	1
1123	века где	1	1
1124	на основе	2	1
1125	в материальном	1	1
1126	это особенно	1	1
1127	было ожидать	1	1
1128	в суть	1	1
1129	передо мной	2	1
1130	и вся	1	1
1131	не могло	2	1
1132	значение для	1	1
1133	тем к	1	1
1134	не наделен	1	1
1135	о своем	2	1
1136	автор обращается	1	1
1137	временем получает	1	1
1138	в мир	1	1
1139	человека к	3	1
1140	в совершенно	1	1
1141	и находит	1	1
1142	служить также	1	1
1143	разговор с	1	1
1144	над собой	1	1
1145	но без	1	1
1146	автора в	1	1
1147	и а	4	1
1148	человеческого поведения	1	1
1149	для зрителя	1	1
1150	согласия в	1	1
1151	без его	1	1
1152	и служит	1	1
1153	единственный в	1	1
1154	при котором	2	1
1155	себя самого	1	1
1156	в существовании	1	1
1157	автором в	1	1
1158	к миру	1	1
1159	этого слова	4	1
1160	всего к	1	1
1161	непосредственно к	1	1
1162	своей цели	1	1
1163	если первое	1	1
1164	из участников	1	1
1165	рода отношения	1	1
1166	стороны не	1	1
1167	ее содержание	1	1
1168	взгляде на	1	1
1169	в деятельности	1	1
1170	в настоящее	1	1
1171	другого и	1	1
1172	к окружающему	1	1
1173	его можно	1	1
1174	текста в	3	1
1175	на время	2	1
1176	жизни но	2	1
1177	что автор	1	1
1178	так с	1	1
1179	не знают	1	1
1180	литературе нового	1	1
1181	известные нам	1	1
1182	вокруг него	2	1
1183	значение в	1	1
1184	со мной	1	1
1185	в коем	2	1
1186	различие между	1	1
1187	свидетельствует о	1	1
1188	всех сторон	1	1
1189	в последней	2	1
1190	и того	4	1
1191	что одна	1	1
1192	обе эти	1	1
1193	чего не	1	1
1194	культуры в	3	1
1195	игра с	2	1
1196	в основании	2	1
1197	которое должно	1	1
1198	во внешнем	2	1
1199	это ощущение	1	1
1200	как у	1	1
1201	может показаться	1	1
1202	поведения в	1	1
1203	из своих	1	1
1204	он же	1	1
1205	на которой	1	1
1206	кто бы	1	1
1207	в русском	1	1
1208	это отношение	3	1
1209	от своих	1	1
1210	и большого	1	1
1211	сказать не	1	1
1212	ко второму	1	1
1213	все художественные	1	1
1214	зрения у	1	1
1215	персонажа в	1	1
1216	этом не	1	1
1217	самые разнообразные	1	1
1218	дело в	2	1
1219	иными словами	1	1
1220	же по	1	1
1221	здесь также	1	1
1222	себя а	1	1
1223	виду что	1	1
1224	из дальнейшего	1	1
1225	внимание в	1	1
1226	той самой	1	1
1227	сама по	2	1
1228	мира а	1	1
1229	в уме	1	1
1230	и последующих	1	1
1231	долгое время	1	1
1232	говорить об	1	1
1233	или даже	4	1
1234	говорят о	1	1
1235	общественных отношений	1	1
1236	противном случае	2	1
1237	мира и	4	1
1238	не от	2	1
1239	в такой	1	1
1240	остановимся на	1	1
1241	том в	1	1
1242	его воли	1	1
1243	та или	1	1
1244	принципиальное различие	1	1
1245	и художественного	1	1
1246	в условиях	1	1
1247	или их	1	1
1248	его чувства	1	1
1249	действующие лица	1	1
1250	далекого прошлого	1	1
1251	мы к	1	1
1252	страшно и	1	1
1253	отношений которые	1	1
1254	основе его	1	1
1255	впечатление от	1	1
1256	стоит и	1	1
1257	актера в	1	1
1258	от первого	1	1
1259	того или	6	1
1260	обычно в	1	1
1261	мира как	1	1
1262	только к	1	1
1263	в полной	1	1
1264	прошлого с	1	1
1265	как ни	1	1
1266	каждая из	2	1
1267	оно в	1	1
1268	на задний	1	1
1269	поэт не	1	1
1270	случае если	1	1
1271	пойдет о	1	1
1272	также и	1	1
1273	но всегда	1	1
1274	частности все	1	1
1275	из нас	1	1
1276	части и	1	1
1277	с совершенно	1	1
1278	это случается	1	1
1279	в искусстве	9	1
1280	быть и	2	1
1281	на меня	3	1
1282	эпизода как	1	1
1283	сам текст	1	1
1284	в прошлом	1	1
1285	перевод с	1	1
1286	и эстетической	2	1
1287	высказывания в	5	1
1288	говоря о	3	1
1289	впрочем достаточно	1	1
1290	из видов	1	1
1291	нет не	1	1
1292	примером такого	1	1
1293	первые два	1	1
1294	это первый	1	1
1295	текстов не	1	1
1296	определена как	1	1
1297	в тексте	19	1
1298	на уровне	2	1
1299	в большой	1	1
1300	в понимании	1	1
1301	как против	1	1
1302	в ходе	5	1
1303	можно сказать	5	1
1304	организации текста	1	1
