N	2gram	Vygotskiy_	Poddanst
173	культурного развития	1	1
174	и теперь	2	1
175	у каждого	1	1
176	находятся в	1	1
177	и то	3	1
178	но как	1	1
179	бы и	4	1
180	мы можем	11	1
181	и эти	2	1
182	на этой	2	1
183	мы видим	7	1
184	а с	8	1
185	в данном	5	1
186	что от	1	1
187	не хотим	2	1
188	только к	1	1
189	с его	7	1
190	за то	2	1
191	что оно	6	1
192	и многие	1	1
193	и более	6	1
194	те же	2	1
195	вместе с	14	1
196	и здесь	1	1
197	выражена в	1	1
198	пр в	1	1
199	и на	8	1
200	уяснить себе	1	1
201	отличие от	3	1
202	в самом	16	1
203	мир в	2	1
204	вопрос о	11	1
205	может не	4	1
206	она должна	4	1
207	этой области	1	1
208	в момент	1	1
209	это в	1	1
210	только что	7	1
211	действие которое	1	1
212	мысль и	5	1
213	гласит что	2	1
214	и главное	1	1
215	в психологии	11	1
216	в наши	2	1
217	душа и	1	1
218	к этой	4	1
219	о явлениях	1	1
220	переходит в	1	1
221	в основном	1	1
222	исходить из	1	1
223	действие в	1	1
224	с и	3	1
225	исторические и	1	1
226	что каждая	1	1
227	и который	4	1
228	отчасти и	1	1
229	она не	3	1
230	уже в	8	1
231	исключительно на	1	1
232	при отсутствии	1	1
233	наших глазах	1	1
234	применении к	1	1
235	есть прежде	2	1
236	и великого	1	1
237	связана с	4	1
238	только как	1	1
239	из авторов	1	1
240	того чтобы	23	1
241	мы знаем	3	1
242	живет в	3	1
243	с определенной	1	1
244	в применении	2	1
245	должны здесь	1	1
246	на основе	7	1
247	и менее	1	1
248	и всегда	1	1
249	вопросу о	2	1
250	представляет собой	13	1
251	прийти к	2	1
252	как известно	8	1
253	но до	2	1
254	отрыве от	2	1
255	что истина	1	1
256	из всех	3	1
257	интересов и	1	1
258	формы в	1	1
259	себе те	1	1
260	что это	8	1
261	отдельные черты	1	1
262	одно и	2	1
263	есть путь	1	1
264	думается что	7	1
265	вот как	1	1
266	что при	3	1
267	и центральной	1	1
268	два основных	1	1
269	не были	1	1
270	мысли и	7	1
271	с которой	2	1
272	из тех	3	1
273	все основные	3	1
274	какой бы	1	1
275	должна была	2	1
276	из этих	6	1
277	что если	3	1
278	что с	6	1
279	что то	1	1
280	показания и	1	1
281	положение что	2	1
282	связанные с	2	1
283	именно на	1	1
284	и другие	1	1
285	сущность которого	1	1
286	только один	1	1
287	об отношении	15	1
288	оно ни	1	1
289	а затем	5	1
290	зрения той	1	1
291	от этой	1	1
292	всей полноте	1	1
293	и вся	2	1
294	мы все	1	1
295	эта мысль	3	1
296	только на	1	1
297	где он	1	1
298	разрешить проблему	1	1
299	не с	2	1
300	обе эти	4	1
301	что эта	7	1
302	борьбе с	1	1
303	да в	1	1
304	в других	2	1
305	и при	2	1
306	и что	11	1
307	науки и	1	1
308	в различных	1	1
309	не могла	1	1
310	некотором смысле	1	1
311	связь между	10	1
312	частности в	1	1
313	вопроса и	3	1
314	на основании	6	1
315	что и	3	1
316	не исчезнет	1	1
317	тем и	3	1
318	есть с	1	1
319	как проблема	2	1
320	мы хотим	2	1
321	другой стороны	10	1
322	иными словами	2	1
323	еще в	1	1
324	как автор	1	1
325	как ни	1	1
326	более раннего	1	1
327	но чтобы	1	1
328	идеи в	1	1
329	этом смысле	3	1
330	бы что	4	1
331	к жизни	1	1
332	как явление	2	1
333	должна заменить	1	1
334	эта проблема	5	1
335	только то	2	1
336	в современной	3	1
337	в этих	3	1
338	не вполне	1	1
339	и действуют	2	1
340	них и	1	1
341	что все	8	1
342	в истории	7	1
343	как оно	1	1
344	упреков в	1	1
345	основном и	1	1
346	с утверждением	1	1
347	как по	2	1
348	в ином	2	1
349	так же	18	1
350	человека с	3	1
351	также и	2	1
352	и преимущественно	1	1
353	этой последней	1	1
354	как она	1	1
355	бы из	1	1
356	знаем что	1	1
357	вопрос об	8	1
358	и наоборот	1	1
359	который не	2	1
360	когда ее	2	1
361	все же	6	1
362	что составляет	1	1
363	стремления и	1	1
364	в борьбе	2	1
365	как таковую	1	1
366	всего что	1	1
367	значительной части	1	1
368	к русскому	2	1
369	но на	4	1
370	рассматривать как	1	1
371	чрезвычайно существенным	1	1
372	что его	6	1
373	того кто	2	1
374	в результате	7	1
375	явления которые	2	1
376	и слова	1	1
377	в которой	6	1
378	от тех	1	1
379	и поставить	2	1
380	оказывается в	2	1
381	различных формах	1	1
382	не очень	1	1
383	это такое	1	1
384	должен быть	6	1
385	не связаны	2	1
386	котором говорит	1	1
387	в отрыве	1	1
388	в этой	13	1
389	числе и	3	1
390	полноте и	1	1
391	в наших	4	1
392	к ним	2	1
393	и еще	2	1
394	два различных	1	1
395	тот или	1	1
396	в отличие	3	1
397	и материализма	1	1
398	отождествлять с	1	1
399	и которая	2	1
400	на нее	2	1
401	из двух	3	1
402	само по	3	1
403	оно есть	2	1
404	известном смысле	3	1
405	на две	3	1
406	ней и	1	1
407	видим в	1	1
408	том виде	1	1
409	же как	8	1
410	в реальной	1	1
411	что не	2	1
412	наука и	1	1
413	мы и	3	1
414	развития в	8	1
415	если мы	8	1
416	иначе как	1	1
417	но для	2	1
418	почти исключительно	2	1
419	в каком	3	1
420	в ходе	9	1
421	без затруднений	1	1
422	что есть	1	1
423	ответа на	3	1
424	ведет к	1	1
425	и утверждается	1	1
426	или хотя	1	1
427	к другим	1	1
428	предостерегает от	1	1
429	сливаются в	1	1
430	можно быть	1	1
431	в сферу	1	1
432	более что	1	1
433	происходит и	1	1
434	тогда когда	8	1
435	эти черты	2	1
436	и другим	2	1
437	значения но	1	1
438	положение с	1	1
439	находится в	2	1
440	представляют собой	2	1
441	в какой	5	1
442	ясно что	2	1
443	эти явления	1	1
444	с собой	5	1
445	отношения в	2	1
446	место в	1	1
447	к конечному	1	1
448	как и	20	1
449	с которым	1	1
450	на будущее	1	1
451	также в	1	1
452	в некотором	1	1
453	и само	2	1
454	или иной	3	1
455	в собственном	8	1
456	и внутренне	1	1
457	чем другие	2	1
458	случаях когда	1	1
459	и именно	1	1
460	мире в	1	1
461	последней в	1	1
462	мыслей к	1	1
463	мысли но	3	1
464	тому на	1	1
465	проблема и	2	1
466	в одно	1	1
467	значило бы	1	1
468	именно потому	2	1
469	стремление к	1	1
470	вопросом о	3	1
471	дело идет	1	1
472	на то	11	1
473	момента и	1	1
474	по количеству	1	1
475	ли не	1	1
476	и по	3	1
477	и критика	1	1
478	этот вывод	2	1
479	в природе	4	1
480	к следующему	1	1
481	и я	2	1
482	бы ее	1	1
483	личности не	3	1
484	там где	8	1
485	в эти	1	1
486	т д	1	1
487	что во	1	1
488	и только	2	1
489	что именно	3	1
490	друг с	6	1
491	где уже	1	1
492	как одна	1	1
493	казалось бы	8	1
494	всяком случае	5	1
495	в свете	5	1
496	нисколько не	2	1
497	о котором	3	1
498	пути который	1	1
499	бы мы	3	1
500	сравнению с	9	1
501	и центрального	1	1
502	когда в	2	1
503	друг друга	5	1
504	сохранить в	1	1
505	в себя	2	1
506	в движении	1	1
507	распадается на	1	1
508	в это	1	1
509	для этого	7	1
510	с ее	3	1
511	качестве общего	1	1
512	в известном	4	1
513	эта вторая	1	1
514	с другом	6	1
515	гораздо более	1	1
516	не просто	1	1
517	на каждом	2	1
518	не имеет	5	1
519	есть и	1	1
520	и особенно	1	1
521	одно из	3	1
522	и ее	9	1
523	применительно к	1	1
524	тем чтобы	1	1
525	в которые	1	1
526	привести некоторые	1	1
527	являются наиболее	1	1
528	относиться к	1	1
529	в развитии	31	1
530	которая и	1	1
531	бы это	1	1
532	связаны с	2	1
533	обратиться к	4	1
534	из этой	2	1
535	бы нас	1	1
536	никогда не	8	1
537	но два	1	1
538	еще не	1	1
