N	2gram	Medvedev_F	VLabPisa
527	сложную систему	1	1
528	данном случае	2	1
529	произведения этот	1	1
530	и свою	5	1
531	можно и	2	1
532	статье о	1	1
533	роль и	1	1
534	в поэзии	5	1
535	сущность и	1	1
536	к утверждению	1	1
537	протекать в	1	1
538	в конкретную	3	1
539	к этой	4	1
540	обычного типа	1	1
541	время и	2	1
542	почти не	2	1
543	своего собственного	1	1
544	его частей	1	1
545	мы не	6	1
546	и стиль	1	1
547	совершенно очевидно	1	1
548	противоречия и	1	1
549	интерпретацией их	1	1
550	как один	2	1
551	и имеет	1	1
552	с этой	4	1
553	не чем	1	1
554	это свойственно	1	1
555	литературы должна	1	1
556	нет места	1	1
557	еще более	6	1
558	в применении	4	1
559	об искусстве	3	1
560	материала и	7	1
561	несмотря на	2	1
562	из того	1	1
563	художников слова	1	1
564	не для	4	1
565	оказывается не	1	1
566	проявляется в	1	1
567	которых он	1	1
568	мы получаем	1	1
569	или с	1	1
570	среда в	3	1
571	этого только	1	1
572	в определенном	1	1
573	обычно не	1	1
574	это значит	1	1
575	или иными	1	1
576	реальной жизнью	1	1
577	следует однако	1	1
578	по принципу	2	1
579	в следующих	1	1
580	с ним	3	1
581	где же	1	1
582	романа в	1	1
583	кроме того	3	1
584	фактов и	3	1
585	произведения или	2	1
586	не должна	7	1
587	как художественное	1	1
588	особенностей в	1	1
589	разница между	1	1
590	две основные	1	1
591	сам по	2	1
592	полагаем что	3	1
593	др но	1	1
594	те черты	1	1
595	о нем	1	1
596	обратил внимание	1	1
597	не как	7	1
598	аналогии с	4	1
599	в частном	1	1
600	социальную жизнь	1	1
601	мы в	2	1
602	для нас	1	1
603	п все	1	1
604	и всегда	1	1
605	и свой	1	1
606	целом но	1	1
607	и определение	1	1
608	науке и	1	1
609	с творчеством	1	1
610	сквозь призму	1	1
611	и практики	1	1
612	поэтому же	1	1
613	они в	2	1
614	богатство и	1	1
615	и элементы	1	1
616	и никакой	1	1
617	но что	2	1
618	чем он	3	1
619	именно эти	1	1
620	чем скажем	1	1
621	механистический материализм	1	1
622	и создает	2	1
623	исторического развития	1	1
624	в живом	6	1
625	бы при	1	1
626	таком случае	1	1
627	сложные задачи	1	1
628	структуры в	1	1
629	в этих	3	1
630	социальной среды	2	1
631	в русском	2	1
632	более высокой	1	1
633	о другой	2	1
634	этих фактов	1	1
635	и смысл	1	1
636	всей ее	1	1
637	в ином	2	1
638	и эти	1	1
639	в рамки	1	1
640	в виде	2	1
641	с действительностью	1	1
642	это определение	1	1
643	над одним	1	1
644	говорит он	7	1
645	ведь это	1	1
646	и самые	2	1
647	как же	1	1
648	так или	1	1
649	при попытках	1	1
650	сами по	4	1
651	если не	1	1
652	в художественную	3	1
653	материал для	1	1
654	в духе	1	1
655	к искусству	1	1
656	говорим о	2	1
657	все то	1	1
658	но он	2	1
659	самом деле	12	1
660	помощи которой	1	1
661	является таким	1	1
662	о методах	1	1
663	но все	4	1
664	этого не	1	1
665	первых и	1	1
666	или иначе	2	1
667	без остатка	1	1
668	не будем	1	1
669	а также	1	1
670	не обязательно	1	1
671	смысла и	3	1
672	самые разнообразные	1	1
673	по их	2	1
674	что будет	1	1
675	не механическое	1	1
676	это положение	2	1
677	основные вопросы	1	1
678	который как	1	1
679	а отсюда	1	1
680	пишет для	1	1
681	остается подвести	1	1
682	проблем и	5	1
683	мы говорим	4	1
684	два вида	1	1
685	и все	9	1
686	особый специфический	1	1
687	историю литературы	3	1
688	по аналогии	5	1
689	уже как	3	1
690	во взглядах	1	1
691	учения о	2	1
692	путаница и	1	1
693	отдельных его	2	1
694	систему произведения	1	1
695	целый ряд	4	1
696	на себя	1	1
697	этого отражения	1	1
698	с теми	2	1
699	являются материальными	1	1
700	эстетики и	2	1
701	к пониманию	1	1
702	всем что	1	1
703	тем что	6	1
704	от всего	1	1
705	если это	1	1
706	которая служит	1	1
707	замысел как	1	1
708	быть даже	2	1
709	романа т	1	1
710	эстетик и	2	1
711	непосредственно как	2	1
712	его наоборот	1	1
713	последнем счете	2	1
714	когда все	1	1
715	при которой	1	1
716	в таком	2	1
717	без всякой	3	1
718	если он	4	1
719	очень много	1	1
720	том или	1	1
721	сама по	2	1
722	между этими	2	1
723	в последних	2	1
724	можно назвать	1	1
725	под воздействием	1	1
726	в стороне	1	1
727	теми или	1	1
728	бы быть	3	1
729	же но	1	1
730	из тех	1	1
731	или у	1	1
732	друг другу	2	1
733	что перед	2	1
734	чем иным	1	1
735	и без	1	1
736	к таким	1	1
737	в какой	3	1
738	работы в	1	1
739	же оно	1	1
740	произведения на	1	1
741	в в	2	1
742	как не	1	1
743	а художественного	1	1
744	них новые	1	1
745	только через	1	1
746	вряд ли	2	1
747	значения и	4	1
748	а именно	3	1
749	или даже	3	1
750	не типичны	1	1
751	всем своем	1	1
752	и трудность	1	1
753	это время	1	1
754	типичны для	1	1
755	одновременно и	1	1
756	эту проблему	2	1
757	на эту	1	1
758	специальных проблем	1	1
759	при таком	5	1
760	смысла в	2	1
761	как в	12	1
762	любопытно что	1	1
763	мировоззрения с	1	1
764	и приемы	2	1
765	и понимания	1	1
766	перейти к	3	1
767	образе в	1	1
768	на одном	1	1
769	по своему	1	1
770	них и	1	1
771	не имеет	2	1
772	является для	2	1
773	к какому	2	1
774	остается только	1	1
775	между собой	1	1
776	дело так	1	1
777	истолковывая его	1	1
778	не создает	1	1
779	почти все	1	1
780	в свете	1	1
781	если можно	1	1
782	положение его	1	1
783	сравнению с	1	1
784	которое не	1	1
785	в художественное	2	1
786	том смысле	3	1
787	это было	3	1
788	лежит в	1	1
789	в итоге	1	1
790	двумя полюсами	1	1
791	от всей	2	1
792	литературной жизни	1	1
793	и это	4	1
794	его значение	1	1
795	художник и	1	1
796	в каждой	1	1
797	действительностью в	1	1
798	а только	4	1
799	в каком	1	1
800	на своем	3	1
801	это противопоставление	2	1
802	дальше и	1	1
803	этих элементов	2	1
804	ничего общего	2	1
805	и художественная	2	1
806	в единый	1	1
807	и из	1	1
808	полный разрыв	1	1
809	авантюрного романа	1	1
810	своему замыслу	2	1
811	о беспредметности	2	1
812	так при	2	1
813	мысли в	2	1
814	произведения которое	1	1
815	эти определения	5	1
816	моменты в	1	1
817	той или	1	1
818	чтобы понять	2	1
819	и всесторонне	1	1
820	он склонен	1	1
821	или ином	1	1
822	конечно нельзя	1	1
823	частей и	1	1
824	в дальнейшем	3	1
825	жизнь и	3	1
826	основная тенденция	3	1
827	что искусство	2	1
828	поскольку она	1	1
829	именно эту	1	1
830	при определенных	2	1
831	и тех	1	1
832	ни к	1	1
833	философии а	1	1
834	его и	2	1
835	совершенно не	5	1
836	может иметь	1	1
837	функцию в	1	1
838	том случае	2	1
839	тут только	1	1
840	на природу	1	1
841	напряженной борьбы	1	1
842	эти тенденции	1	1
843	всего необходимо	1	1
844	на этой	1	1
845	о различных	1	1
846	а с	1	1
847	в данном	2	1
848	изучение его	1	1
849	сознания а	1	1
850	от других	2	1
851	в основе	7	1
852	художник в	2	1
853	выводу приходит	1	1
854	силы и	1	1
855	его развития	2	1
856	тем более	1	1
857	следует говорить	1	1
858	а если	1	1
859	часто встречается	1	1
860	художественного целого	2	1
861	прав когда	2	1
862	вторая тенденция	1	1
863	как целое	1	1
864	вопрос о	3	1
865	приемов в	2	1
866	это понятие	1	1
867	видим что	1	1
868	говоря в	1	1
869	тех же	2	1
870	применении к	4	1
871	быть при	1	1
872	эти идеи	1	1
873	но ведь	4	1
874	за этими	1	1
875	творца и	1	1
876	критики но	1	1
877	случае если	1	1
878	в лучшем	3	1
879	со всех	1	1
880	он был	1	1
881	его содержания	1	1
882	действительности как	2	1
883	представление что	1	1
884	и развитии	1	1
885	определенной литературной	1	1
886	конечно не	5	1
887	к идее	1	1
888	так называемой	1	1
889	все должно	1	1
890	творчество и	1	1
891	что самое	1	1
892	не говоря	1	1
893	входит в	8	1
894	всего этого	6	1
895	нам в	2	1
896	наконец в	3	1
897	единства в	1	1
898	в нескольких	1	1
899	взглядах на	1	1
900	приводит и	1	1
901	уже в	1	1
902	не дает	3	1
903	лежат в	1	1
904	бытия в	3	1
905	по сравнению	1	1
906	неотделимо от	1	1
907	создает новые	1	1
908	нельзя не	1	1
909	бытием и	1	1
910	отрыве от	2	1
911	не один	1	1
912	и конфликты	1	1
913	в теории	1	1
914	в понятие	1	1
915	материал этот	1	1
916	быть признана	1	1
917	которая свойственна	1	1
918	вяч иванова	1	1
919	произведений их	1	1
920	так называемым	2	1
921	друг друга	4	1
922	ими в	1	1
923	эти утверждения	2	1
924	время никогда	1	1
925	как совокупность	1	1
926	потому что	2	1
927	в свою	8	1
928	и тем	3	1
929	слова и	5	1
930	самой материи	1	1
931	кажется что	1	1
932	быть и	5	1
933	от всех	5	1
934	е объединения	1	1
935	нужно уметь	2	1
936	только тогда	1	1
937	и поэтому	1	1
938	в него	2	1
939	произведения от	1	1
940	между всеми	1	1
941	однако эта	1	1
942	в характере	2	1
943	же наконец	1	1
944	не могло	6	1
945	но она	1	1
946	можно конечно	1	1
947	значение для	2	1
948	со стороны	7	1
949	только на	8	1
950	если же	4	1
951	или иных	1	1
952	приводит в	1	1
953	произведения но	1	1
954	процессе этого	2	1
955	что эта	2	1
956	для этого	6	1
957	действительностью и	1	1
958	на его	2	1
959	и если	2	1
960	есть и	1	1
961	и та	1	1
962	его художественной	3	1
963	хотя в	1	1
964	все те	2	1
965	и что	2	1
966	своей работе	2	1
967	которых она	1	1
968	как если	2	1
969	предисловии к	3	1
970	за пределы	2	1
971	а между	1	1
972	качественных различий	1	1
973	но только	1	1
974	этого факта	2	1
975	задачи и	7	1
976	что некоторые	1	1
977	вообще но	1	1
978	говоря о	1	1
979	явлений в	1	1
980	перестанет быть	1	1
981	еще в	2	1
982	слова с	1	1
983	это то	1	1
984	не ставя	1	1
985	и конструктивных	1	1
986	бы уже	1	1
987	первая тенденция	1	1
988	следующих словах	1	1
989	то как	1	1
990	в истории	10	1
991	как оно	1	1
992	романа и	1	1
993	звуков и	1	1
994	и психологии	1	1
995	борьбы и	2	1
996	оказывается перед	1	1
997	этом смысле	3	1
998	что из	1	1
999	то или	1	1
1000	самого начала	2	1
1001	каждый из	3	1
1002	и речи	2	1
1003	бы совершенно	1	1
1004	в новое	2	1
1005	себе в	2	1
1006	свою очередь	6	1
1007	или иное	2	1
1008	его своеобразии	1	1
1009	какой мере	2	1
1010	содержания в	2	1
1011	связанных с	2	1
1012	перед необходимостью	2	1
1013	мы полагаем	3	1
1014	вот этот	1	1
1015	художников и	1	1
1016	связанной с	1	1
1017	художественных произведений	5	1
1018	художественная деятельность	1	1
1019	значение и	4	1
1020	проблемы в	1	1
1021	имеем в	1	1
1022	определенной социальной	1	1
1023	и основной	1	1
1024	заключался в	1	1
1025	второго рода	1	1
1026	художественном образе	1	1
1027	единство и	2	1
1028	реальной действительностью	2	1
1029	стиль в	1	1
1030	ни одной	2	1
1031	его себе	1	1
1032	превратилась в	1	1
1033	потом в	1	1
1034	но ни	2	1
1035	так то	1	1
1036	или вообще	1	1
1037	и еще	1	1
1038	целом и	4	1
1039	всей полноты	2	1
1040	тот или	2	1
1041	отношение к	4	1
1042	утверждал что	1	1
1043	как мы	10	1
1044	а а	1	1
1045	вот к	1	1
1046	в брюсова	1	1
1047	элементов в	2	1
1048	всего может	2	1
1049	же не	1	1
1050	жизни не	2	1
1051	к ней	3	1
1052	однако отметить	1	1
1053	же так	1	1
1054	в данной	1	1
1055	к изучению	2	1
1056	общего с	2	1
1057	в понимании	7	1
1058	но вместе	1	1
1059	что во	1	1
1060	элемент художественного	3	1
1061	в систему	5	1
1062	говорить только	1	1
1063	об отсутствии	1	1
1064	и во	2	1
1065	особенностей и	2	1
1066	их к	3	1
1067	законов и	1	1
1068	философской системы	1	1
1069	мы бы	1	1
1070	литературы на	3	1
1071	и пытается	1	1
1072	и чисто	2	1
1073	материала в	4	1
1074	художественного конструирования	1	1
1075	всех сторон	1	1
1076	новое время	1	1
1077	лишь о	2	1
1078	громадное значение	3	1
1079	связи между	1	1
1080	анализа и	1	1
1081	предмета в	2	1
1082	но ее	1	1
1083	сущности и	1	1
1084	находится в	1	1
1085	уже не	9	1
1086	за его	1	1
1087	не значит	1	1
1088	не заметить	1	1
1089	слова в	2	1
1090	творчества все	1	1
1091	из моментов	1	1
1092	является особым	1	1
1093	уже о	1	1
1094	или иного	8	1
1095	материал в	1	1
1096	связи со	3	1
1097	не поддаются	1	1
1098	самой природы	1	1
1099	и художественной	2	1
1100	на этот	1	1
1101	общего миросозерцания	1	1
1102	науки что	1	1
1103	как увидим	2	1
1104	идеалистической эстетики	1	1
1105	происходит в	1	1
1106	и других	4	1
1107	художником в	1	1
1108	согласиться с	2	1
1109	иным как	1	1
1110	деле в	1	1
1111	искусства в	4	1
1112	искусства это	1	1
1113	здесь не	5	1
1114	полагая что	1	1
1115	тем это	1	1
1116	их на	2	1
1117	тех или	1	1
1118	романа или	1	1
1119	и следует	1	1
1120	трудно не	1	1
1121	этими двумя	2	1
1122	это в	1	1
1123	или не	1	1
1124	он пытался	1	1
1125	литературное произведение	10	1
1126	является только	1	1
1127	и чувства	1	1
1128	наконец очень	1	1
1129	является общим	1	1
1130	детальное изучение	1	1
1131	речи о	1	1
1132	но это	4	1
1133	не хватает	1	1
1134	эти формы	2	1
1135	с ее	7	1
1136	полнее всего	1	1
1137	также была	1	1
1138	из него	2	1
1139	и искусство	1	1
1140	с бытием	1	1
1141	именно это	1	1
1142	строго говоря	1	1
1143	искусстве но	1	1
1144	и конкретность	2	1
1145	действительности не	2	1
1146	в самой	2	1
1147	не был	1	1
1148	дело обстоит	2	1
1149	если только	1	1
1150	основное и	1	1
1151	среде как	1	1
1152	каждого из	3	1
1153	в историю	1	1
1154	и ни	2	1
1155	оно входит	1	1
1156	и теоретиков	2	1
1157	и особенно	3	1
1158	он должен	4	1
1159	в м	2	1
1160	характерно что	2	1
1161	собственно говоря	1	1
1162	что на	3	1
1163	в совокупности	1	1
1164	нее не	2	1
1165	без нее	4	1
1166	от искусства	1	1
1167	образом на	2	1
1168	его сознания	1	1
1169	мира в	2	1
1170	виду что	3	1
1171	не к	2	1
1172	и самый	3	1
1173	понять и	1	1
1174	останется очень	1	1
1175	видят эти	1	1
1176	своего развития	2	1
1177	их мышления	2	1
1178	эту задачу	1	1
1179	этому же	1	1
1180	и биология	1	1
1181	воззрения на	1	1
