N	2gram	Bakhtin_Pr	Vladivir
159	в истории	4	10
160	здесь не	5	10
161	он и	2	10
162	о нем	2	10
163	в ней	8	10
164	но не	9	10
165	и был	1	9
166	о чем	2	9
167	и сам	1	9
168	именно в	3	9
169	с этим	3	9
170	смысле слова	2	9
171	с другой	4	9
172	и притом	2	9
173	но он	3	9
174	а только	2	9
175	но как	2	9
176	а с	1	9
177	этом смысле	5	9
178	мы будем	3	9
179	в начале	2	9
180	это время	1	9
181	своей жизни	3	9
182	что мы	2	9
183	что если	1	9
184	это не	10	9
185	же время	8	9
186	ни с	1	9
187	по существу	7	9
188	что касается	2	9
189	в целом	3	9
190	с этой	1	8
191	в этих	8	8
192	тем что	2	8
193	конечно не	11	8
194	себя в	1	8
195	и он	5	8
196	в смысле	2	8
197	в чем	1	8
198	и особенно	3	8
199	как в	10	8
200	со стороны	1	8
201	свое время	4	8
202	должно быть	4	8
203	как бы	27	8
204	и для	5	8
205	тот же	2	8
206	тоже не	2	8
207	xix века	2	8
208	когда он	2	8
209	из этих	3	8
210	отношение к	14	8
211	мы и	4	7
212	к этой	3	7
213	в одном	4	7
214	в них	4	7
215	но все	1	7
216	к ней	3	7
217	на первом	1	7
218	себе и	2	7
219	за пределы	7	7
220	даже не	1	7
221	о его	1	7
222	в доме	1	7
223	и есть	1	7
224	мы видели	2	7
225	никак нельзя	2	7
226	здесь мы	3	7
227	если бы	1	7
228	но вот	1	7
229	к его	2	7
230	не имеет	1	7
231	ничего общего	1	7
232	бы и	3	7
233	и вот	1	7
234	из его	1	7
235	в годах	1	7
236	но если	4	7
237	в свое	4	7
238	нисколько не	1	7
239	на его	4	7
240	в таком	3	7
241	и ни	1	7
242	как он	4	7
243	или как	1	7
244	мы бы	1	7
245	и очень	1	6
246	же и	1	6
247	тому что	1	6
248	мысли и	2	6
249	те же	1	6
250	в виду	3	6
251	другой стороны	3	6
252	уже на	4	6
253	его на	1	6
254	но у	1	6
255	этого последнего	1	6
256	для того	1	6
257	в отличие	1	6
258	на него	2	6
259	он сам	5	6
260	если мы	5	6
261	той же	6	6
262	указать на	1	6
263	по мнению	1	6
264	его в	4	6
265	чем в	2	6
266	что она	2	6
267	на себя	3	6
268	время как	1	6
269	под влиянием	1	6
270	но только	2	6
271	по своей	12	6
272	он пишет	1	6
273	не раз	1	6
274	главным образом	3	6
275	сказать о	1	6
276	не с	1	6
277	и из	3	6
278	должен был	1	6
279	так или	1	6
280	но на	2	6
281	по разным	1	6
282	нельзя сказать	2	6
283	и теперь	1	6
284	данном случае	1	6
285	мы не	7	6
286	которых он	1	6
287	а это	2	6
288	и тут	2	6
289	и всегда	2	6
290	здесь в	11	6
291	или иначе	1	6
292	в общем	2	6
293	к своему	4	6
294	по своему	6	6
295	по его	1	6
296	жизнь и	3	6
297	ко всему	1	6
298	тем более	2	6
299	отличие от	1	6
300	в жизни	14	6
301	есть и	4	6
302	такой же	1	6
303	в период	1	6
304	и наконец	4	6
305	что на	2	6
306	есть не	1	6
307	еще более	6	5
308	говорит о	2	5
309	весь этот	1	5
310	и до	6	5
311	отношением к	1	5
312	но мы	1	5
313	вопрос о	1	5
314	не вполне	1	5
315	как на	1	5
316	и еще	2	5
317	без всякого	1	5
318	него не	1	5
319	будем говорить	2	5
320	из них	7	5
321	что они	2	5
322	во всех	15	5
323	говорит в	1	5
324	того и	3	5
325	и тем	4	5
326	в последний	4	5
327	и глубоко	2	5
328	он в	2	5
329	вера в	1	5
330	в очень	2	5
331	во время	1	5
332	можно только	1	5
333	в частности	1	5
334	один из	7	5
335	все то	4	5
336	и так	4	5
337	жизни в	4	5
338	нет ничего	3	5
339	в свою	1	5
340	и больше	1	5
341	мы имеем	4	5
342	им в	1	5
343	заметить что	1	5
344	начиная с	4	5
345	по преимуществу	1	5
346	что я	2	5
347	друг друга	7	5
348	это был	2	5
349	он как	2	5
350	что с	1	5
351	ее в	4	5
352	где он	1	5
353	первом плане	1	5
354	место в	3	5
355	в их	7	5
356	мы находим	8	5
357	этого не	1	5
358	а то	1	5
359	и без	4	5
360	он никогда	1	5
361	на все	4	5
362	есть все	1	5
363	со своей	2	5
364	но уже	2	5
365	только к	1	5
366	с самого	4	5
367	она не	4	5
368	но она	3	5
369	далеко не	4	5
370	во многом	3	5
371	бытия и	5	5
372	и прежде	6	5
373	в области	6	5
374	не удалось	1	5
375	которой мы	3	5
376	не к	3	5
377	с которыми	1	4
378	и другие	14	4
379	которые не	2	4
380	ровно ничего	2	4
381	последний год	1	4
382	нужно сказать	2	4
383	представление о	3	4
384	их в	3	4
385	по своим	2	4
386	и стал	2	4
387	не могли	2	4
388	мы увидим	1	4
389	о которых	2	4
390	но этот	2	4
391	платона и	2	4
392	уже и	1	4
393	не что	1	4
394	бога и	2	4
395	наряду с	6	4
396	с этими	1	4
397	что даже	1	4
398	был даже	1	4
399	крайней мере	2	4
400	своей философии	1	4
401	не то	3	4
402	и весь	1	4
403	что иное	1	4
404	время в	2	4
405	есть его	1	4
406	на этих	1	4
407	и нужно	2	4
408	мы можем	9	4
409	нет и	3	4
410	не о	2	4
411	дальнейшем мы	1	4
412	но для	2	4
413	в последние	1	4
414	и вместе	1	4
415	уже давно	1	4
416	если оно	3	4
417	вообще в	2	4
418	на этом	4	4
419	в духе	10	4
420	кажется что	3	4
421	в тех	2	4
422	это вовсе	1	4
423	всю жизнь	1	4
424	независимо от	1	4
425	нам кажется	4	4
426	вплоть до	5	4
427	в особенности	2	4
428	как с	1	4
429	и сейчас	1	4
430	в сущности	15	4
431	о которой	1	4
432	не на	1	4
433	не могут	4	4
434	с ней	4	4
435	заключается в	1	4
436	есть нечто	1	4
437	себя и	3	4
438	возникает вопрос	1	4
439	всей своей	2	4
440	ведь если	2	4
441	по крайней	2	4
442	перед нами	17	4
443	человека и	10	4
444	но тут	1	4
445	это и	1	4
446	совершенно не	4	4
447	и более	3	4
448	вполне понятно	2	4
449	лишь в	1	4
450	для нее	1	4
451	всего на	1	4
452	знаем что	1	4
453	то мы	1	4
454	мог бы	1	4
455	и во	6	4
456	одной из	6	4
457	того с	1	4
458	только с	3	4
459	в более	5	4
460	ему в	1	4
461	разума и	1	4
462	тем самым	2	4
463	не будем	4	4
464	всех этих	2	4
465	бы на	1	4
466	этом отношении	1	4
467	знаю что	1	4
468	как у	5	4
469	на самом	2	4
470	но с	2	4
471	этом не	2	4
472	настоящей работы	1	4
473	в такой	1	4
474	не все	1	4
475	уже сказали	2	4
476	это конечно	3	4
477	он говорит	1	4
478	во второй	1	4
479	в науке	1	4
480	оказывается что	1	4
481	можно найти	1	4
482	что можно	1	4
483	же самое	1	4
484	него и	1	4
485	оно должно	2	4
486	и других	12	4
487	так в	1	4
488	котором он	2	4
489	иное как	1	4
490	от него	3	3
491	все что	1	3
492	человеческой жизни	3	3
493	здесь же	1	3
494	вещи в	1	3
495	которая в	1	3
496	очень много	1	3
497	некоторой степени	1	3
498	с самим	7	3
499	в разных	4	3
500	строго говоря	2	3
501	не как	5	3
502	что человек	1	3
503	самом же	2	3
504	часто даже	1	3
505	из многочисленных	1	3
506	правда в	5	3
507	веры и	1	3
508	роль в	1	3
509	отличается от	2	3
510	чувствовал себя	1	3
511	так например	2	3
512	казалось бы	4	3
513	не столь	1	3
514	бы сказали	1	3
515	не существует	1	3
516	и такие	1	3
517	это последнее	2	3
518	но во	2	3
519	в другом	1	3
520	во многих	2	3
521	если нет	1	3
522	в абсолютном	1	3
523	имеют для	1	3
524	отметить что	3	3
525	самого начала	5	3
526	до того	1	3
527	некоторое время	2	3
528	вернуться к	1	3
529	находится в	1	3
530	связи со	1	3
531	из трех	1	3
532	для понимания	3	3
533	к этим	1	3
534	точка зрения	1	3
535	в заключение	4	3
536	влияние на	14	3
537	него как	4	3
538	здесь нет	2	3
539	первых двух	1	3
540	время и	3	3
541	и через	5	3
542	к жизни	2	3
543	как можно	1	3
544	ума и	2	3
545	не была	2	3
546	а за	2	3
547	одним из	6	3
548	что не	1	3
549	я и	2	3
550	между ними	14	3
551	и она	2	3
552	по одному	2	3
553	же как	1	3
554	на земле	14	3
555	в мире	8	3
556	следовательно и	2	3
557	так сказать	8	3
558	и представить	1	3
559	в сторону	1	3
560	что их	1	3
561	бы в	2	3
562	очень часто	4	3
563	человека как	1	3
564	себя внимание	2	3
565	одно и	1	3
566	и никогда	2	3
567	и др	18	3
568	что есть	1	3
569	в силу	1	3
570	дело не	1	3
571	мы теперь	1	3
572	которого мы	1	3
573	мы коснемся	1	3
574	и ее	8	3
575	меня и	1	3
576	хорошо и	1	3
577	от нее	1	3
578	очень важно	1	3
579	и действительно	3	3
580	по всем	1	3
581	жизни а	2	3
582	на почве	1	3
583	и при	2	3
584	мы здесь	4	3
585	он на	1	3
586	для них	2	3
587	себе не	1	3
588	за что	1	3
589	находим у	1	3
590	еще с	1	3
591	с ними	2	3
592	в которых	2	3
593	мыслей и	1	3
594	ни у	3	3
595	наконец в	3	3
596	и вся	4	3
597	не могло	1	3
598	значение для	5	3
599	отношении к	2	3
600	здесь о	2	3
601	это же	1	3
602	а скорее	1	3
603	только о	1	3
604	конечно с	1	3
605	нет ни	2	3
606	произведения как	1	3
607	этой области	2	3
608	было уже	1	3
609	того как	4	3
610	том числе	15	3
611	ни на	1	3
612	считаем необходимым	1	3
613	в литературе	8	3
614	с их	3	3
615	но эта	2	3
616	всегда есть	1	3
617	вот это	1	3
618	история и	1	3
619	указывает на	2	3
620	могла быть	1	3
621	отношениях с	1	3
622	один и	1	3
623	раннего периода	1	3
624	особенно в	7	3
625	же деле	2	3
626	истина и	1	3
627	он ни	1	3
628	выше всего	2	3
629	быть и	2	3
630	на меня	1	3
631	а по	1	3
632	это была	2	3
633	на всю	1	3
634	при всем	3	3
635	но теперь	2	3
636	мы сказали	4	3
637	которые в	3	3
638	бы он	1	3
639	он во	1	3
640	все еще	3	3
641	как будто	3	3
642	и относительно	1	3
643	человек не	1	3
644	это в	1	3
645	в чисто	2	3
646	в той	2	2
647	которая всегда	1	2
648	для всех	2	2
649	которая была	1	2
650	в душе	1	2
651	еще раз	6	2
652	ней не	1	2
653	в момент	1	2
654	как носитель	1	2
655	есть прежде	1	2
656	или по	3	2
657	дело с	1	2
658	любовь к	4	2
659	вопросу о	1	2
660	к числу	1	2
661	но тем	1	2
662	что дело	1	2
663	всем и	1	2
664	например с	1	2
665	представлений о	2	2
666	и само	1	2
667	и которые	2	2
668	и творчески	1	2
669	перешел на	1	2
670	был человек	1	2
671	жизнь в	4	2
672	к более	1	2
673	или на	3	2
674	например в	8	2
675	и другим	1	2
676	без учета	1	2
677	работы в	1	2
678	в собственном	3	2
679	были еще	1	2
680	всю эту	1	2
681	почти все	1	2
682	ix в	1	2
683	у достоевского	30	2
684	свою собственную	1	2
685	даже с	1	2
686	приведем еще	1	2
687	ними и	1	2
688	а во	3	2
689	все и	1	2
690	на этой	2	2
691	своих воспоминаниях	1	2
692	этом мы	3	2
693	но эти	3	2
694	не всегда	3	2
695	периода его	1	2
696	в себя	8	2
697	говорить о	2	2
698	несколько позже	1	2
699	его по	2	2
700	точке зрения	1	2
701	всего этого	4	2
702	почти в	2	2
703	второй половины	2	2
704	единство и	2	2
705	ни одного	1	2
706	о тех	2	2
707	что истина	1	2
708	и будем	1	2
709	для всей	1	2
710	духа и	1	2
711	же они	1	2
712	несколько слов	3	2
713	на более	1	2
714	во всей	5	2
715	в атмосфере	4	2
716	одна из	9	2
717	и всякого	1	2
718	достоевского но	4	2
719	этот момент	1	2
720	литературу которая	1	2
721	с ее	3	2
722	о ней	1	2
723	лет то	1	2
724	что об	1	2
725	все в	3	2
726	в некоторых	7	2
727	он очень	1	2
728	для той	1	2
729	этого и	1	2
730	после того	1	2
731	и творческий	1	2
732	жизни так	1	2
733	входить в	1	2
734	категорий мы	1	2
735	в произведении	3	2
736	она в	1	2
737	внимание на	1	2
738	к себе	8	2
739	нашей работы	3	2
740	что уже	2	2
741	и совершенно	3	2
742	то у	1	2
743	в ее	3	2
744	чем у	1	2
745	и сама	1	2
746	которая уже	1	2
747	и никакой	1	2
748	я очень	1	2
749	дается в	1	2
750	xviii века	3	2
751	вещей и	1	2
752	конечно на	1	2
753	атмосферы в	1	2
754	здесь перед	3	2
755	рядом с	2	2
756	и перед	2	2
757	было никакого	1	2
758	от этого	1	2
759	в двух	3	2
760	здесь под	1	2
761	на себе	1	2
762	могло бы	3	2
763	но к	4	2
764	сих пор	8	2
765	которая есть	1	2
766	той или	2	2
767	выражение в	1	2
768	это вполне	1	2
769	на слово	1	2
770	личности и	2	2
771	его творчества	12	2
772	чем дальше	1	2
773	было только	1	2
774	должны быть	2	2
775	содержания и	1	2
776	что эта	1	2
777	и является	1	2
778	и тот	4	2
779	а следовательно	2	2
780	почти всегда	6	2
781	интересует здесь	1	2
782	смысла и	1	2
783	его философской	1	2
784	истории и	2	2
785	он хотел	1	2
786	его как	3	2
787	его личности	1	2
788	в первой	2	2
789	образом в	2	2
790	если они	1	2
791	же мы	1	2
792	которые были	1	2
793	но кроме	1	2
794	если эти	1	2
795	это совершенно	1	2
796	а главное	3	2
797	своего развития	3	2
798	имеет свою	1	2
799	на это	1	2
800	и ту	2	2
801	последний период	1	2
802	не мешает	1	2
803	и может	1	2
804	прямо и	1	2
805	жизни но	1	2
806	в окончательном	1	2
807	до сих	8	2
808	та же	1	2
809	за ним	1	2
810	был очень	1	2
811	себе представить	1	2
812	если в	2	2
813	почти не	2	2
814	которые он	1	2
815	должна быть	1	2
816	тогда когда	1	2
817	не чем	1	2
818	уже знаем	1	2
819	до некоторой	1	2
820	чтобы стать	1	2
821	из которых	2	2
822	поэтому в	1	2
823	его но	1	2
824	здесь с	1	2
825	их как	1	2
826	с каждым	1	2
827	мирового зла	1	2
828	то с	1	2
829	этот термин	1	2
830	только еще	1	2
831	со всеми	8	2
832	и самая	1	2
833	поэтому и	4	2
834	сказать с	1	2
835	характер но	2	2
836	нам в	1	2
837	он будет	1	2
838	просто в	1	2
839	но дело	1	2
840	можно назвать	2	2
841	в одно	1	2
842	сам с	1	2
843	и затем	1	2
844	после первого	1	2
845	я хочу	1	2
846	нас интересует	4	2
847	о котором	1	2
848	своего отца	1	2
849	характерна для	4	2
850	знает что	2	2
851	во сне	7	2
852	отрывок из	1	2
853	к той	1	2
854	но оно	1	2
855	все они	2	2
856	не является	1	2
857	в основе	6	2
858	к отдельным	1	2
859	и заключается	2	2
860	относится к	1	2
861	это все	2	2
862	и поэтому	2	2
863	он часто	2	2
864	а может	1	2
865	а через	1	2
866	и уже	2	2
867	глубокой и	2	2
868	в которую	1	2
869	но сам	1	2
870	и об	1	2
871	я хотел	1	2
872	найти у	1	2
873	еще один	1	2
874	же а	1	2
875	потому и	1	2
876	и а	1	2
877	что вы	1	2
878	он все	1	2
879	не за	3	2
880	но именно	4	2
881	в глазах	1	2
882	знаком с	2	2
883	этого слова	3	2
884	здесь и	7	2
885	это просто	1	2
886	раз что	2	2
887	же он	2	2
888	у вас	1	2
889	в самой	2	2
890	нее и	1	2
891	часто и	1	2
892	они были	1	2
893	меня не	1	2
894	литературы и	4	2
895	из этой	1	2
896	от всякого	1	2
897	подход к	1	2
898	этом случае	1	2
899	стремиться к	1	2
900	они не	5	2
901	человеком а	1	2
902	ли бы	2	2
903	и пр	1	2
904	с очень	1	2
905	не для	1	2
906	же не	2	2
907	слова не	2	2
908	все равно	6	2
909	есть уже	1	2
910	уже самое	1	2
911	зрения того	1	2
912	с другими	6	2
913	что ни	1	2
914	а о	1	2
915	которые мы	3	2
916	и которая	2	2
917	менее всего	4	2
918	в эпоху	12	2
919	с той	1	2
920	это очень	5	2
921	таком случае	1	2
922	не подлежит	1	2
923	мира и	3	2
924	идеи и	5	2
925	а он	1	2
926	людей в	2	2
927	свобода и	1	2
928	этих двух	5	2
929	к одному	2	2
930	без всякой	1	2
931	человека в	6	2
932	личности в	1	2
933	ко второму	2	2
934	в предисловии	1	2
935	вот еще	1	2
936	она должна	1	2
937	в самых	2	2
938	не могу	3	2
939	и почти	3	2
940	как уже	1	2
941	здесь можно	1	2
942	разной степени	1	2
943	на всех	1	2
944	говорить только	1	2
945	уже после	1	2
946	нужно было	1	2
947	и их	6	2
948	стороны и	1	2
949	и жизни	3	2
950	а этот	1	2
951	человека с	3	2
952	как то	1	2
953	которая как	1	2
954	могло быть	1	2
955	истины а	1	2
956	одного из	1	2
957	были и	1	2
958	огромное значение	1	2
959	этом и	1	2
960	в высшей	1	2
961	может показаться	1	2
962	познания в	1	2
963	при изучении	1	2
964	к своей	1	2
965	говорить с	1	2
966	не можем	1	2
967	еще несколько	1	1
968	ярко выраженного	1	1
969	с помощью	4	1
970	всего это	1	1
971	новое и	1	1
972	он умел	2	1
973	оно стремится	1	1
974	ее то	1	1
975	мире а	1	1
976	мы найдем	4	1
977	мир как	1	1
978	со всем	1	1
979	на мою	1	1
980	серьезность его	1	1
981	большее значение	1	1
982	рассказ о	2	1
983	будем здесь	1	1
984	быть никаких	2	1
985	к страхову	1	1
986	все люди	1	1
987	я знаю	1	1
988	стихи и	1	1
989	например он	1	1
990	раскрывает здесь	1	1
991	завершен и	1	1
992	достоевского можно	3	1
993	а у	2	1
994	плоскости с	1	1
995	свою мысль	1	1
996	воспоминания о	1	1
997	для более	2	1
998	души со	1	1
999	ну а	2	1
1000	правда это	2	1
1001	жить и	4	1
1002	типа с	1	1
1003	нами здесь	1	1
1004	а потому	1	1
1005	миру в	1	1
1006	одному из	2	1
1007	не являются	1	1
1008	важный момент	1	1
1009	далее в	1	1
1010	касается до	1	1
1011	своему собственному	1	1
1012	образом и	3	1
1013	была эпоха	1	1
1014	от этих	1	1
1015	не меняет	1	1
1016	и вольная	1	1
1017	с собой	1	1
1018	это дано	1	1
1019	в нижнем	1	1
1020	то человек	1	1
1021	характере этого	1	1
1022	связь с	4	1
1023	быть навеяна	1	1
1024	люди а	1	1
1025	и самые	2	1
1026	не представлял	1	1
1027	без другого	2	1
1028	ведь все	1	1
1029	элементы в	2	1
1030	с прямым	1	1
1031	равно как	1	1
1032	идеи то	1	1
1033	теперь мы	4	1
1034	все моменты	1	1
1035	образная идея	1	1
1036	в некотором	1	1
1037	очень не	1	1
1038	к другим	4	1
1039	правда эта	1	1
1040	вся его	1	1
1041	самому и	1	1
1042	человек никогда	1	1
1043	в корне	1	1
1044	ведь был	1	1
1045	уже нет	1	1
1046	но пока	1	1
1047	единого и	2	1
1048	к самому	5	1
1049	необходимо указать	2	1
1050	о судьбе	1	1
1051	выходят за	2	1
1052	одновременно и	5	1
1053	смерть в	2	1
1054	но неужели	1	1
1055	становления в	1	1
1056	и сделал	1	1
1057	до своего	1	1
1058	время это	1	1
1059	этом уже	1	1
1060	жизни на	2	1
1061	жизни которое	1	1
1062	же самая	1	1
1063	развития а	1	1
1064	людей которые	1	1
1065	чем иным	1	1
1066	освобождается от	1	1
1067	а вместе	1	1
1068	в скобках	1	1
1069	в брак	1	1
1070	и иногда	2	1
1071	без труда	1	1
1072	при всей	3	1
1073	перестает быть	1	1
1074	ни за	1	1
1075	реальности и	2	1
1076	и отчасти	2	1
1077	во все	5	1
1078	позднего периода	1	1
1079	романтиков в	1	1
1080	разработки очень	1	1
1081	то этот	1	1
1082	тут надо	1	1
1083	и мысли	4	1
1084	духовной жизни	1	1
1085	силы и	2	1
1086	их отношений	1	1
1087	перед его	2	1
1088	представления о	3	1
1089	и августин	1	1
1090	бы из	1	1
1091	того он	1	1
1092	уже у	3	1
1093	из жизни	1	1
1094	с какою	2	1
1095	очень близок	1	1
1096	изучение тех	1	1
1097	и стиль	1	1
1098	представлял себе	1	1
1099	вот почему	1	1
1100	и оказался	1	1
1101	оно как	1	1
1102	слово для	1	1
1103	и той	4	1
1104	одной и	1	1
1105	к проблеме	1	1
1106	между двумя	4	1
1107	мы все	2	1
1108	но они	5	1
1109	что люди	1	1
1110	здесь та	1	1
1111	мне не	2	1
1112	в различных	1	1
1113	в строгом	3	1
1114	а между	3	1
1115	по отношению	6	1
1116	но такая	1	1
1117	что еще	1	1
1118	характерной для	1	1
1119	жизни он	1	1
1120	убедиться в	1	1
1121	глубокое философское	1	1
1122	что делает	1	1
1123	мы ни	1	1
1124	свои лучшие	1	1
1125	на миг	2	1
1126	слов о	3	1
1127	этого мы	1	1
1128	в средние	11	1
1129	я думаю	1	1
1130	к ним	5	1
1131	его доме	1	1
1132	решения его	1	1
1133	или если	1	1
1134	из всех	1	1
1135	по которой	1	1
1136	жизни как	4	1
1137	кладбища и	1	1
1138	затем в	2	1
1139	уже проанализировали	1	1
1140	для ее	3	1
1141	смысле не	2	1
1142	за него	2	1
1143	и относятся	1	1
1144	имеем дело	1	1
1145	только во	1	1
1146	он использовал	1	1
1147	знает только	1	1
1148	представителем его	1	1
1149	теории и	1	1
1150	согласиться с	1	1
1151	иным как	1	1
1152	что именно	2	1
1153	день в	1	1
1154	если эта	1	1
1155	от них	2	1
1156	находил в	1	1
1157	в сфере	1	1
1158	детей в	1	1
1159	в системе	1	1
1160	продолжается и	1	1
1161	с античной	2	1
1162	раз на	1	1
1163	и иной	1	1
1164	свои собственные	1	1
1165	человека то	1	1
1166	действительно в	1	1
1167	достоевского так	2	1
1168	последний раз	2	1
1169	еще достаточно	1	1
1170	и греческой	1	1
1171	была по	1	1
1172	всего в	1	1
1173	того чем	1	1
1174	представить себе	1	1
1175	даже по	1	1
1176	исключает всякую	1	1
1177	видели что	2	1
1178	о влиянии	2	1
1179	следует отметить	2	1
1180	мы видим	2	1
1181	все его	3	1
1182	на протяжении	5	1
1183	юность и	1	1
1184	от его	1	1
1185	конечно есть	1	1
1186	как нам	1	1
1187	к человеку	2	1
1188	точная дата	1	1
1189	и среди	1	1
1190	характерен для	1	1
1191	мы в	2	1
1192	он тоже	1	1
1193	с любовью	1	1
1194	есть у	1	1
1195	в стиле	1	1
1196	древние формы	1	1
1197	в теоретическом	1	1
1198	в последующие	2	1
1199	что при	1	1
1200	важное место	1	1
1201	не соответствует	1	1
1202	души и	1	1
1203	что тут	1	1
1204	под разными	4	1
1205	и сквозь	1	1
1206	однако нам	1	1
1207	наш обзор	1	1
1208	скандала и	1	1
1209	что самая	1	1
1210	с нашей	1	1
1211	продукт разложения	1	1
1212	они в	1	1
1213	прямое и	1	1
1214	это слово	1	1
1215	этой литературе	1	1
1216	там и	2	1
1217	бы что	1	1
1218	наше внимание	1	1
1219	этого человека	1	1
1220	ее брата	1	1
1221	распространяется на	1	1
1222	же из	1	1
1223	нем является	1	1
1224	является и	1	1
1225	правильного понимания	3	1
1226	в общей	1	1
1227	положение и	1	1
1228	и всюду	1	1
1229	в несколько	2	1
1230	же тему	1	1
1231	прежде чем	2	1
1232	и позволяет	1	1
1233	что за	1	1
1234	проблем и	1	1
1235	более глубоких	1	1
1236	трудно хотя	1	1
1237	как его	2	1
1238	государства и	1	1
1239	менее он	1	1
1240	жизнь которую	2	1
1241	развитие в	2	1
1242	помимо этого	1	1
1243	между этими	2	1
1244	в последних	2	1
1245	смысле и	3	1
1246	человек и	2	1
1247	характер и	1	1
1248	же при	1	1
1249	себя как	2	1
1250	из той	1	1
1251	глубокая и	1	1
1252	всеми его	1	1
1253	души в	1	1
1254	сознания как	1	1
1255	если я	1	1
1256	в свете	1	1
1257	и следовательно	1	1
1258	сущности а	1	1
1259	что ведь	1	1
1260	связанным с	1	1
1261	писал и	1	1
1262	благодаря своему	1	1
1263	свою связь	1	1
1264	любимой им	1	1
1265	в других	2	1
1266	действительности и	2	1
1267	человека а	1	1
1268	а для	2	1
1269	вопроса о	1	1
1270	и мир	1	1
1271	характерная особенность	1	1
1272	на которую	1	1
1273	остается в	2	1
1274	в каждом	5	1
1275	времени а	1	1
1276	этого сна	1	1
1277	здесь как	3	1
1278	есть предполагает	1	1
1279	сократа и	3	1
1280	самое название	1	1
1281	материалом для	1	1
1282	видения и	3	1
1283	органической логикой	1	1
1284	сознания а	1	1
1285	его развития	1	1
1286	а вовсе	1	1
1287	x это	4	1
1288	краткий обзор	1	1
1289	особенно на	2	1
1290	и понимает	3	1
1291	называл себя	3	1
1292	очень силен	1	1
1293	в целях	1	1
1294	земле и	2	1
1295	человека он	1	1
1296	ли это	1	1
1297	до нас	3	1
1298	средние века	12	1
1299	мы говорили	2	1
1300	он ничего	1	1
1301	а напротив	1	1
1302	является только	1	1
1303	органическое целое	1	1
1304	не дает	3	1
1305	на другой	1	1
1306	для наших	1	1
1307	ту же	2	1
1308	и третья	1	1
1309	художественно и	1	1
1310	эта в	1	1
1311	своему внутреннему	1	1
1312	нелепым и	1	1
1313	с некоторыми	1	1
1314	близкими к	1	1
