N	2gram	Tiupa_Teor	Vladivir
148	с этим	1	9
149	с другой	9	9
150	и притом	3	9
151	но он	4	9
152	а только	4	9
153	но как	2	9
154	а с	3	9
155	не будет	3	9
156	этом смысле	3	9
157	из этого	1	9
158	отношения к	4	9
159	своей жизни	2	9
160	для меня	2	9
161	это не	4	9
162	же время	8	9
163	по существу	1	9
164	что касается	1	9
165	в целом	4	9
166	с этой	3	8
167	не столько	7	8
168	в этих	4	8
169	тем что	1	8
170	в это	1	8
171	себя в	7	8
172	в чем	2	8
173	и особенно	2	8
174	как в	5	8
175	со стороны	6	8
176	свое время	1	8
177	должно быть	1	8
178	как бы	8	8
179	и для	3	8
180	тот же	1	8
181	тоже не	1	8
182	xix века	2	8
183	и я	1	8
184	только и	2	8
185	из этих	3	8
186	отношение к	7	8
187	в одном	3	7
188	в них	2	7
189	а а	5	7
190	на первый	1	7
191	на первом	1	7
192	точно так	1	7
193	себе отчет	1	7
194	в нашем	4	7
195	себе и	1	7
196	за пределы	2	7
197	о его	2	7
198	и есть	1	7
199	здесь мы	2	7
200	если бы	3	7
201	к его	3	7
202	не имеет	1	7
203	в каком	2	7
204	и вот	3	7
205	того чтобы	5	7
206	из его	1	7
207	но если	1	7
208	в свое	1	7
209	на его	1	7
210	в таком	3	7
211	то и	1	7
212	по этому	1	7
213	же в	1	7
214	можно говорить	1	6
215	же и	1	6
216	тому что	2	6
217	те же	1	6
218	в виду	5	6
219	другой стороны	6	6
220	но у	1	6
221	для того	5	6
222	в отличие	7	6
223	настоящее время	1	6
224	если мы	2	6
225	той же	1	6
226	его в	4	6
227	том же	1	6
228	не говорит	1	6
229	что она	2	6
230	на себя	2	6
231	но только	1	6
232	по своей	8	6
233	не с	3	6
234	и вполне	1	6
235	должен был	1	6
236	так или	5	6
237	но на	2	6
238	в сравнении	1	6
239	и теперь	1	6
240	на основании	1	6
241	в настоящее	1	6
242	данном случае	5	6
243	свидетельствует о	1	6
244	или иначе	6	6
245	но я	1	6
246	к своему	2	6
247	по своему	4	6
248	по его	1	6
249	жизнь и	1	6
250	тем более	2	6
251	отличие от	7	6
252	в жизни	3	6
253	есть не	1	6
254	тех кто	1	5
255	говорит о	1	5
256	и до	1	5
257	не прямо	1	5
258	вопрос о	1	5
259	говорит что	2	5
260	не вполне	2	5
261	отчет в	1	5
262	него не	1	5
263	понятие о	3	5
264	из них	1	5
265	бы то	2	5
266	что они	2	5
267	во всех	3	5
268	сравнении с	1	5
269	а и	5	5
270	говорит в	2	5
271	того и	1	5
272	то ни	2	5
273	и весьма	2	5
274	и тем	5	5
275	он в	1	5
276	с которым	1	5
277	однако и	1	5
278	в частности	23	5
279	один из	2	5
280	сводится к	12	5
281	все то	1	5
282	а иной	1	5
283	жизни в	2	5
284	владимир соловьев	1	5
285	в свою	4	5
286	и больше	2	5
287	мы имеем	7	5
288	по преимуществу	5	5
289	только при	1	5
290	друг друга	1	5
291	ее в	2	5
292	не содержит	1	5
293	место в	7	5
294	в их	4	5
295	и без	1	5
296	со своей	4	5
297	только к	1	5
298	эти последние	1	5
299	она не	1	5
300	но она	2	5
301	далеко не	4	5
302	только то	1	5
303	еще на	1	5
304	которое в	1	5
305	также еще	1	5
306	бытия и	1	5
307	и прежде	2	5
308	в области	7	5
309	и только	1	5
310	с которыми	1	4
311	и другие	2	4
312	на свою	2	4
313	их в	3	4
314	по своим	1	4
315	поскольку он	1	4
316	не могли	2	4
317	платона и	1	4
318	не что	1	4
319	является как	1	4
320	в глаза	2	4
321	с этими	1	4
322	что даже	1	4
323	крайней мере	1	4
324	только не	3	4
325	что иное	1	4
326	с одной	3	4
327	время в	1	4
328	в последние	1	4
329	пусть он	1	4
330	это тоже	2	4
331	на этом	2	4
332	кажется что	1	4
333	когда мы	1	4
334	я в	18	4
335	всю жизнь	1	4
336	независимо от	1	4
337	в статье	1	4
338	в особенности	1	4
339	не так	1	4
340	и против	1	4
341	в сущности	1	4
342	не на	4	4
343	не могут	2	4
344	с ней	1	4
345	заключается в	2	4
346	себя и	2	4
347	всей своей	2	4
348	по крайней	1	4
349	он мог	1	4
350	перед нами	3	4
351	человека и	2	4
352	только одно	1	4
353	это и	2	4
354	ни к	3	4
355	совершенно не	1	4
356	и более	1	4
357	тех же	1	4
358	с которой	1	4
359	лишь в	10	4
360	мог бы	3	4
361	одной из	2	4
362	как к	5	4
363	в более	1	4
364	тем самым	6	4
365	как у	1	4
366	но с	1	4
367	этом не	1	4
368	в такой	1	4
369	не все	3	4
370	во второй	7	4
371	одной стороны	3	4
372	что можно	3	4
373	же самое	1	4
374	с бытием	1	4
375	так в	4	4
376	толстого в	1	4
377	котором он	1	4
378	иное как	1	4
379	от него	1	3
380	все что	1	3
381	человеческой жизни	3	3
382	вещи в	1	3
383	из своего	1	3
384	и объекта	1	3
385	которая в	2	3
386	к такому	1	3
387	с самим	1	3
388	строго говоря	2	3
389	не как	1	3
390	что по	1	3
391	роль в	3	3
392	к бытию	1	3
393	отличается от	2	3
394	казалось бы	2	3
395	сам же	2	3
396	в первую	1	3
397	не существует	1	3
398	и такие	1	3
399	и который	2	3
400	в противоположность	3	3
401	но во	2	3
402	в другом	4	3
403	во многих	1	3
404	если нет	1	3
405	свою очередь	3	3
406	именно так	1	3
407	для понимания	2	3
408	который в	2	3
409	на котором	2	3
410	нет никаких	1	3
411	к этим	1	3
412	идея или	1	3
413	первых двух	1	3
414	но из	1	3
415	время и	1	3
416	в состоянии	1	3
417	начала и	1	3
418	и через	1	3
419	к жизни	2	3
420	не была	1	3
421	слухи о	1	3
422	одним из	3	3
423	что не	1	3
424	я и	2	3
425	как говорит	3	3
426	между ними	6	3
427	же как	1	3
428	на земле	1	3
429	в мире	26	3
430	больше и	1	3
431	в сторону	3	3
432	бы в	1	3
433	оно не	2	3
434	очень часто	1	3
435	человека как	1	3
436	себя внимание	1	3
437	одно и	2	3
438	не могла	1	3
439	иметь в	1	3
440	и др	3	3
441	в силу	4	3
442	дело не	2	3
443	и ее	4	3
444	первую очередь	1	3
445	и действительно	1	3
446	также что	1	3
447	жизни а	2	3
448	на почве	5	3
449	была бы	3	3
450	я никогда	1	3
451	что несмотря	1	3
452	том и	1	3
453	самом деле	2	3
454	от своего	2	3
455	с ними	2	3
456	взятое в	1	3
457	наконец в	1	3
458	в стихотворении	4	3
459	и вся	1	3
460	не могло	2	3
461	значение для	1	3
462	отношении к	4	3
463	о своем	2	3
464	года на	1	3
465	в из	1	3
466	жизни по	1	3
467	в существовании	1	3
468	общего с	1	3
469	только о	2	3
470	конечно с	1	3
471	именно к	1	3
472	это делает	2	3
473	произведения как	1	3
474	что такое	2	3
475	на вопрос	2	3
476	ее на	1	3
477	том числе	3	3
478	в литературе	4	3
479	с их	2	3
480	но эта	1	3
481	указывает на	1	3
482	в какой	2	3
483	является не	1	3
484	особенно в	1	3
485	ему не	1	3
486	в полной	1	3
487	он ни	1	3
488	субъекта и	4	3
489	быть и	2	3
490	на меня	3	3
491	а по	1	3
492	это была	1	3
493	говоря о	3	3
494	при всем	2	3
495	всей его	2	3
496	которые в	1	3
497	как будто	2	3
498	том случае	1	3
499	в той	2	2
500	является в	1	2
501	для всех	2	2
502	в душе	9	2
503	выставляет на	1	2
504	в момент	3	2
505	случае мы	1	2
506	дело с	1	2
507	вопросу о	1	2
508	к числу	2	2
509	представлений о	1	2
510	имеем не	1	2
511	и само	1	2
512	личности с	1	2
513	говорил о	1	2
514	как было	1	2
515	чтобы в	1	2
516	жизнь в	1	2
517	на руках	1	2
518	к более	2	2
519	если он	1	2
520	например в	3	2
521	видно из	1	2
522	и другим	1	2
523	в собственном	1	2
524	в порядке	3	2
525	свою собственную	1	2
526	всем его	1	2
527	обращает на	1	2
528	и того	4	2
529	ними и	2	2
530	все и	1	2
531	с позиций	4	2
532	при условии	2	2
533	в действительности	1	2
534	имеет в	2	2
535	ей было	1	2
536	времени в	2	2
537	не всегда	2	2
538	в себя	5	2
539	говорить о	4	2
540	к нашим	1	2
541	и те	1	2
542	жизнь но	1	2
543	второй половины	1	2
544	единство и	1	2
545	духа и	1	2
546	как я	1	2
547	у а	1	2
548	нигде не	1	2
549	во всей	3	2
550	одна из	1	2
551	есть полнота	1	2
552	с ее	4	2
553	чем это	2	2
554	о ней	3	2
555	которой я	1	2
556	собой и	1	2
557	нами не	1	2
558	после того	1	2
559	в произведении	3	2
560	и совершенно	1	2
561	в ее	6	2
562	которого он	1	2
563	чем у	1	2
564	и сама	1	2
565	стремится к	1	2
566	не путем	1	2
567	дается в	1	2
568	к чему	2	2
569	xviii века	1	2
570	в совокупности	1	2
571	всем своем	1	2
572	рядом с	1	2
573	от этого	1	2
574	в двух	1	2
575	на себе	1	2
576	той или	3	2
577	в русской	6	2
578	истинный смысл	1	2
579	говоря только	1	2
580	личности и	4	2
581	или же	1	2
582	из окна	1	2
583	к такой	2	2
584	однако эта	2	2
585	конца однако	1	2
586	и является	2	2
587	так просто	1	2
588	тем и	1	2
589	смысла и	1	2
590	а тем	1	2
591	превратилась в	1	2
592	однако в	7	2
593	его как	1	2
594	его личности	1	2
595	в первой	6	2
596	теми же	1	2
597	в христианском	1	2
598	своего развития	1	2
599	на это	1	2
600	и может	1	2
601	жизни но	2	2
602	за ним	1	2
603	и свою	1	2
604	если в	2	2
605	вещей но	1	2
606	которой не	1	2
607	теперь в	1	2
608	есть для	1	2
609	меня в	1	2
610	в другой	1	2
611	из которых	2	2
612	существующее в	2	2
613	о в	2	2
614	то с	1	2
615	за это	1	2
616	со всеми	1	2
617	особого рода	7	2
618	однако что	1	2
619	имеет значение	1	2
620	любовь и	1	2
621	одновременно с	1	2
622	но дело	1	2
623	можно назвать	1	2
624	в одно	2	2
625	с такими	1	2
626	никем не	2	2
627	может не	1	2
628	у одного	2	2
629	о котором	1	2
630	характерна для	1	2
631	на их	1	2
632	отдает себе	1	2
633	все они	1	2
634	он же	1	2
635	не является	5	2
636	в основе	6	2
637	тот кто	2	2
638	и заключается	1	2
639	во мне	2	2
640	и поэтому	1	2
641	то чему	2	2
642	а через	1	2
643	стороны не	1	2
644	в которую	1	2
645	и кант	1	2
646	еще один	1	2
647	и а	4	2
648	известной степени	3	2
649	известного рода	2	2
650	ни было	2	2
651	в большой	1	2
652	но именно	1	2
653	легко может	1	2
654	этого слова	4	2
655	здесь и	1	2
656	все с	1	2
657	в самой	2	2
658	а об	1	2
659	подход к	1	2
660	этом случае	1	2
661	многих других	1	2
662	они не	1	2
663	и пр	1	2
664	не для	1	2
665	на отдельные	1	2
666	что каждый	2	2
667	слова не	2	2
668	в русском	1	2
669	сказать не	1	2
670	с другими	6	2
671	а о	1	2
672	самые разнообразные	1	2
673	объекта и	3	2
674	о каком	1	2
675	в бытии	1	2
676	как впрочем	1	2
677	этом в	1	2
678	с той	1	2
679	таком случае	2	2
680	не подлежит	1	2
681	но по	1	2
682	субъект и	2	2
683	мира и	4	2
684	и религии	1	2
685	и высшей	1	2
686	путь к	1	2
687	обращаются к	1	2
688	людей в	1	2
689	свобода и	1	2
690	этих двух	2	2
691	к одному	2	2
692	личности в	4	2
693	освобождения от	1	2
694	ко второму	1	2
695	случае если	1	2
696	как уже	2	2
697	не по	1	2
698	на всех	1	2
699	просто не	1	2
700	и их	1	2
701	свою жизнь	2	2
702	стороны и	1	2
703	и объект	1	2
704	и жизни	1	2
705	а этот	1	2
706	человека с	3	2
707	что из	1	2
708	вследствие его	1	2
709	могло быть	2	2
710	одного из	1	2
711	к изучению	1	2
712	для такого	2	2
713	этом и	1	2
714	может показаться	1	2
715	говорить об	1	2
716	о своих	1	2
717	вся система	1	2
718	может и	2	2
719	если она	1	2
720	возможна только	1	2
721	настоящего времени	1	2
722	скорее даже	1	2
723	жизнью и	1	2
724	то субъективное	1	1
725	наконец наиболее	1	1
726	с помощью	1	1
727	данном отношении	1	1
728	тем оно	1	1
729	оно стремится	1	1
730	бы несколько	1	1
731	мир как	1	1
732	таковы например	2	1
733	живое существо	1	1
734	рассказ о	2	1
735	исходя из	1	1
736	все люди	1	1
737	той самой	1	1
738	стихи и	1	1
739	его за	1	1
740	а у	1	1
741	думаю что	1	1
742	какой бы	1	1
743	привести к	1	1
744	жить и	2	1
745	менее не	1	1
746	мира а	1	1
747	одному из	1	1
748	я скорее	1	1
749	требует от	1	1
750	речи может	1	1
751	своему собственному	1	1
752	образом и	2	1
753	с появлением	1	1
754	быть может	1	1
755	противоречие с	1	1
756	с собой	1	1
757	отдельно от	1	1
758	ночь и	1	1
759	однако при	3	1
760	живые существа	1	1
761	мыслится как	5	1
762	их не	1	1
763	постигнуть смысл	1	1
764	по пути	4	1
765	такими же	1	1
766	из нее	1	1
767	мысль о	1	1
768	как об	1	1
769	все моменты	1	1
770	слова с	1	1
771	от всего	1	1
772	из всего	1	1
773	либо в	2	1
774	общения людей	3	1
775	я от	1	1
776	к самому	1	1
777	он стоит	1	1
778	я из	1	1
779	который впрочем	1	1
780	о судьбе	1	1
781	одновременно и	1	1
782	всех подобных	2	1
783	его личной	1	1
784	себя не	1	1
785	речь идет	2	1
786	жизни на	2	1
787	действительность в	1	1
788	тогда как	18	1
789	все их	1	1
790	после его	1	1
791	при всей	2	1
792	нам не	1	1
793	при наличии	2	1
794	ли я	1	1
795	жизнь для	1	1
796	из других	1	1
797	жизни когда	1	1
798	по тем	1	1
799	чем за	1	1
800	духовной жизни	2	1
801	чему не	1	1
802	с моей	1	1
803	данной стадии	1	1
804	из жизни	1	1
805	представляет собой	13	1
806	искусства и	3	1
807	это работа	1	1
808	а после	1	1
809	которыми он	1	1
810	котором по	1	1
811	сознания в	2	1
812	между двумя	3	1
813	чего не	1	1
814	на которые	1	1
815	просто о	1	1
816	встречи с	1	1
817	и внешнее	1	1
818	в различных	1	1
819	столь существенного	1	1
820	а между	1	1
821	мире без	1	1
822	по отношению	10	1
823	для своей	1	1
824	в отсутствие	1	1
825	принадлежит не	1	1
826	русского поэта	1	1
827	я невольно	1	1
828	всех без	3	1
829	историческое становление	1	1
830	жизни он	1	1
831	перед ним	2	1
832	что делает	1	1
833	в прошлом	1	1
834	духовный опыт	1	1
835	я думаю	1	1
836	к ним	1	1
837	самом начале	2	1
838	у себя	1	1
839	я с	5	1
840	нас на	1	1
841	жизни как	5	1
842	затем в	1	1
843	в контексте	3	1
844	этой своей	1	1
845	смысле не	1	1
846	его труда	1	1
847	за него	1	1
848	и ада	1	1
849	к которому	3	1
850	имеем дело	2	1
851	только во	1	1
852	еще одна	1	1
853	те и	1	1
854	тот что	1	1
855	оказывается уже	2	1
856	ним на	1	1
857	в сфере	1	1
858	не внешним	1	1
859	что способно	1	1
860	не имело	1	1
861	уже по	1	1
862	стороны а	1	1
863	и большим	1	1
864	в системе	2	1
865	книги в	1	1
866	писал в	1	1
867	внутреннего мира	2	1
868	сын и	1	1
869	возлагает на	1	1
870	ближе к	1	1
871	представить себе	1	1
872	произведения для	1	1
873	все мы	1	1
874	человеческая личность	1	1
875	мы видим	1	1
876	не стремился	1	1
877	к индивидуальной	1	1
878	мышления и	3	1
879	от его	1	1
880	мы в	2	1
881	но собственно	1	1
882	и процесс	1	1
883	иных случаях	1	1
884	в полусне	1	1
885	бытия не	1	1
886	полнота и	1	1
887	души и	1	1
888	свободу и	1	1
889	тайны и	1	1
890	существенное изменение	1	1
891	и будет	1	1
892	одно из	1	1
893	на стадии	1	1
894	не обладает	1	1
895	в подобном	1	1
896	существенная роль	1	1
897	пусть будет	1	1
898	наше внимание	1	1
899	внешнего мира	2	1
900	трагизма в	1	1
901	отношения между	1	1
902	является весьма	1	1
903	даже вовсе	1	1
904	молод и	1	1
905	знал и	1	1
906	как видно	1	1
907	есть рассказ	1	1
908	и л	1	1
909	и позволяет	3	1
910	проблем и	1	1
911	этим и	1	1
912	он оказывается	2	1
913	место лишь	1	1
914	и непосредственное	1	1
915	но чтобы	2	1
916	между этими	1	1
917	простой и	1	1
918	читаем это	1	1
919	роль принадлежит	2	1
920	также в	1	1
921	чего бы	1	1
922	и произведения	1	1
923	сознания как	1	1
924	явления жизни	1	1
925	объективно и	1	1
926	текста но	2	1
927	а всего	3	1
928	человек имеет	1	1
929	из москвы	1	1
930	поэтому у	1	1
931	менее важным	1	1
932	действительности и	1	1
933	вопрос что	2	1
934	а для	2	1
935	деятельности и	1	1
936	и мир	1	1
937	на которую	1	1
938	остается в	1	1
939	в каждом	1	1
940	здесь как	1	1
941	сознания а	1	1
942	тем однако	1	1
943	не означает	1	1
944	заметно выделяется	1	1
945	говоря в	1	1
946	личность в	1	1
947	позиций и	1	1
948	каждый такой	2	1
949	до нас	1	1
950	а напротив	2	1
951	человеческого бытия	2	1
952	когда я	1	1
953	зрения в	1	1
954	этой точки	2	1
955	не дает	1	1
956	ту же	1	1
957	не один	1	1
958	в современных	1	1
959	с некоторыми	1	1
960	либо его	1	1
961	другом и	1	1
962	на чем	1	1
963	и право	1	1
964	оно написано	1	1
965	и последовательность	1	1
966	полноты и	1	1
967	такого что	1	1
968	может оставаться	1	1
969	позицию в	1	1
970	ему на	1	1
971	к кому	1	1
972	в историческом	1	1
973	то во	1	1
974	в новое	1	1
975	в иных	1	1
976	первом слоге	1	1
977	я это	1	1
978	литературы или	1	1
979	весьма различной	1	1
980	так называемого	1	1
981	он переживает	1	1
982	но без	1	1
983	все человеческие	1	1
984	которую в	1	1
985	жизни не	1	1
986	известном смысле	2	1
987	друг другу	1	1
988	искусства но	4	1
989	когда они	1	1
990	приводят к	1	1
991	характерно что	1	1
992	обратимся к	1	1
993	что может	2	1
994	наличие у	1	1
995	столь же	3	1
996	однако по	1	1
997	здесь также	1	1
998	некоторого основания	1	1
999	в противном	2	1
1000	для построения	1	1
1001	автора как	2	1
1002	в него	1	1
1003	случае это	2	1
1004	нет не	1	1
1005	они представляются	1	1
1006	имеет дело	2	1
1007	могли быть	1	1
1008	делает то	1	1
1009	вытекающее из	1	1
1010	своего рода	11	1
1011	по мысли	3	1
1012	мире и	2	1
1013	во втором	3	1
1014	фразы в	1	1
1015	с учетом	1	1
1016	не позволяет	1	1
1017	и конечно	1	1
1018	полноту и	1	1
1019	имя как	1	1
1020	сойти с	1	1
1021	но обязательно	1	1
1022	как содержание	1	1
1023	своего собственного	1	1
1024	на ее	1	1
1025	ним и	1	1
1026	в строгой	1	1
1027	представляют собой	1	1
1028	это уже	1	1
1029	природе и	1	1
1030	по образцу	1	1
1031	переживания и	1	1
1032	к области	3	1
1033	не признает	2	1
1034	в плоскости	1	1
1035	и первый	1	1
1036	и сделать	1	1
1037	начинается с	1	1
1038	чувства и	1	1
1039	конструкции но	1	1
1040	до этого	1	1
1041	и одновременно	5	1
1042	оказывается в	3	1
1043	сказать в	1	1
1044	своей стороны	1	1
1045	мы говорим	1	1
1046	если говорить	1	1
1047	человеческого духа	1	1
1048	в составе	1	1
1049	как смысл	1	1
1050	ясно говорит	2	1
1051	подвести итог	1	1
1052	значении этого	4	1
1053	из тех	2	1
1054	его сознании	1	1
1055	на колени	1	1
1056	к нам	2	1
1057	есть чувство	1	1
1058	не становясь	1	1
1059	с собою	1	1
1060	по душе	1	1
1061	никто не	3	1
1062	насколько это	1	1
1063	майора ковалева	1	1
1064	не такое	1	1
1065	вследствие своей	1	1
1066	говоря и	2	1
1067	бы не	1	1
1068	ему и	1	1
1069	зависимости от	1	1
1070	к категории	1	1
1071	в итоге	3	1
1072	эта внутренняя	1	1
1073	жизни если	1	1
1074	которая не	1	1
1075	на каждом	1	1
1076	это бывает	1	1
1077	быть назван	1	1
1078	участвовать в	1	1
1079	непреложный факт	1	1
1080	к какой	1	1
1081	и ясный	1	1
1082	но их	3	1
1083	которых можно	1	1
1084	глубокий и	1	1
1085	ясность и	1	1
1086	окружающей нас	1	1
1087	поэтому не	1	1
1088	ему принадлежит	1	1
1089	наиболее глубокий	1	1
1090	рода переживаний	1	1
1091	свободе его	1	1
1092	более чем	1	1
1093	возвращаясь из	1	1
1094	или жизнь	1	1
1095	еще два	1	1
1096	заключать в	1	1
1097	является единственной	1	1
1098	связана с	1	1
1099	духовного общения	3	1
1100	автора и	2	1
1101	вся она	1	1
1102	только мы	1	1
1103	не быть	1	1
1104	оно является	1	1
1105	это совмещение	1	1
1106	свое одиночество	1	1
1107	обязательно является	1	1
1108	каждой из	1	1
1109	у е	1	1
1110	впрочем и	1	1
1111	в известном	2	1
1112	новое время	1	1
1113	вслед за	3	1
1114	на примере	1	1
1115	в мир	1	1
1116	целый ряд	1	1
1117	она по	1	1
1118	времени и	2	1
1119	что произведение	1	1
1120	и находит	1	1
1121	руках и	1	1
1122	каждый из	1	1
1123	было и	1	1
1124	еще а	1	1
1125	выступает по	1	1
1126	состоит в	22	1
1127	являются только	1	1
1128	это разделение	1	1
1129	чем с	1	1
1130	на две	3	1
1131	в композиции	1	1
1132	и многих	1	1
1133	это духовная	1	1
1134	принадлежит к	3	1
1135	при котором	2	1
1136	оно стало	1	1
1137	с нею	1	1
1138	непосредственная данность	1	1
1139	то она	1	1
1140	в сознании	1	1
1141	и достоевского	1	1
1142	до известной	2	1
1143	впечатлений в	1	1
1144	не участвовать	1	1
1145	как себя	1	1
1146	общем виде	1	1
1147	отречение от	1	1
1148	время ее	1	1
1149	в произведениях	2	1
1150	стремился к	1	1
1151	не будучи	1	1
1152	пришлось бы	1	1
1153	другого и	1	1
1154	человеческого я	3	1
1155	его можно	1	1
1156	жизни толстой	1	1
1157	индивидуальности и	1	1
1158	и такой	1	1
1159	промежутке между	1	1
1160	со мной	1	1
1161	основе своей	2	1
1162	различие между	1	1
1163	не во	1	1
1164	то я	1	1
1165	он выступает	1	1
1166	и горячо	1	1
1167	в последней	2	1
1168	на почту	1	1
1169	и канта	1	1
1170	как особого	1	1
1171	в природу	1	1
1172	интересом к	1	1
1173	основания для	1	1
1174	нашего внутреннего	2	1
1175	на языке	3	1
1176	остаться за	1	1
1177	в формах	2	1
1178	такое же	1	1
1179	xix веке	1	1
1180	в наличии	1	1
1181	на которой	1	1
1182	из своих	1	1
1183	и е	1	1
1184	но одно	1	1
1185	быть или	1	1
1186	но относится	1	1
1187	смысла жизни	1	1
1188	раз в	1	1
1189	от своих	1	1
1190	а на	3	1
1191	в таких	1	1
1192	века и	1	1
1193	бы для	1	1
1194	говорим о	1	1
1195	отказаться от	1	1
1196	просто как	1	1
1197	или в	3	1
1198	как кризис	1	1
1199	для других	1	1
1200	и где	1	1
1201	на нее	1	1
1202	это еще	1	1
1203	читателя это	1	1
1204	согласно характеристике	2	1
1205	виду что	1	1
1206	этом что	2	1
1207	о жизни	2	1
1208	совпадения с	1	1
1209	– то	2	1
1210	в условиях	1	1
1211	чтобы быть	1	1
1212	мнения о	1	1
1213	сама по	2	1
1214	случае не	2	1
1215	из которого	3	1
1216	и решительно	1	1
1217	среди прочих	1	1
1218	или даже	4	1
1219	него но	1	1
1220	говорят о	1	1
1221	и абсолютная	1	1
1222	заметил что	1	1
1223	противном случае	2	1
1224	ли не	1	1
1225	человеческое я	2	1
1226	для которого	1	1
1227	в каждой	1	1
1228	ничего нельзя	1	1
1229	за его	1	1
1230	в одной	1	1
1231	времени то	1	1
1232	связаны с	1	1
1233	мере в	1	1
1234	на них	1	1
1235	человека к	3	1
1236	я люблю	1	1
1237	может иметь	1	1
1238	мира как	1	1
1239	этом у	1	1
1240	как ни	1	1
1241	он это	1	1
1242	и мира	2	1
1243	второй и	2	1
1244	это проявилось	1	1
1245	становится для	1	1
1246	предмет созерцания	1	1
1247	своем отношении	1	1
1248	всего только	1	1
1249	с совершенно	1	1
1250	в значительной	2	1
1251	от всех	2	1
1252	делает ее	1	1
1253	с я	1	1
1254	эта сторона	1	1
1255	это переживание	2	1
1256	по одним	1	1
1257	никакого нового	1	1
1258	деятельности в	5	1
1259	не следует	4	1
1260	даже при	1	1
1261	чем существенно	1	1
1262	таких случаях	2	1
1263	чтобы не	2	1
1264	у нее	1	1
1265	его я	2	1
1266	первые два	1	1
1267	представляются в	1	1
1268	миросозерцания в	1	1
1269	к понятию	1	1
1270	человеческого сознания	1	1
1271	статье о	1	1
1272	становится его	1	1
1273	всех его	1	1
1274	есть такое	1	1
1275	для обозначения	2	1
1276	своей цели	1	1
1277	узкое и	1	1
1278	над его	1	1
1279	внутренним порядком	1	1
1280	первый том	1	1
1281	как внутреннее	1	1
1282	или иной	7	1
1283	в словаре	2	1
1284	право на	2	1
1285	включает в	2	1
1286	наличие трех	1	1
1287	слова и	1	1
1288	нуждается в	1	1
1289	теории искусства	1	1
1290	словам и	1	1
1291	с первых	1	1
1292	эти два	1	1
1293	однако все	2	1
1294	возможны но	1	1
1295	для этого	1	1
1296	таким же	1	1
1297	в грубом	1	1
1298	именно это	1	1
1299	дело здесь	1	1
1300	и четвертый	1	1
1301	в известной	1	1
1302	говорит не	1	1
1303	мира в	3	1
1304	мира с	2	1
1305	момент его	1	1
