N	3gram	Tiupa_Narr	Formalny
141	что в ней	1	1
142	в том как	2	1
143	по сравнению с	1	1
144	вопроса о том	1	1
145	место в этой	1	1
146	который ничего не	1	1
147	его участие в	1	1
148	самом деле в	1	1
149	но и на	2	1
150	однако и здесь	1	1
151	было ясно что	1	1
152	он и не	1	1
153	он не может	1	1
154	в процессе перехода	1	1
155	и так или	1	1
156	становится очевидным что	1	1
157	она входит в	1	1
158	будет зависеть от	1	1
159	или иной идеологической	1	1
160	но они не	1	1
161	и то же	2	1
162	в частности в	2	1
163	друг на друга	2	1
164	одного и того	2	1
165	так а не	1	1
166	предполагает установку на	1	1
167	но в данном	1	1
168	роль в произведении	1	1
169	с этой стороны	1	1
170	и не могли	1	1
171	так и по	1	1
172	здесь не в	1	1
173	событие самого рассказывания	2	1
174	как и всякий	1	1
175	в то что	1	1
176	первого и второго	1	1
177	каждого из этих	1	1
178	в чем не	1	1
179	а с другой	2	1
180	не могло быть	2	1
181	чем иным как	2	1
182	п все эти	1	1
183	и того же	2	1
184	в первой главе	1	1
185	состоит в том	5	1
186	не может не	1	1
187	взаимодействия и борьбы	1	1
188	мировоззрение настроение и	1	1
189	жизни не только	1	1
190	не только с	1	1
191	наиболее существенным моментом	1	1
192	но и к	1	1
193	слова с его	1	1
194	нет никаких оснований	1	1
195	при этом все	1	1
196	той или другой	1	1
197	между двумя полюсами	1	1
198	в этом последнем	2	1
199	и потому не	1	1
200	а также и	1	1
201	языка как системы	1	1
202	между ними не	1	1
203	в этих случаях	1	1
204	а то и	1	1
205	невозможно да и	1	1
206	той или иной	6	1
207	является не только	1	1
208	большей или меньшей	1	1
209	вследствие того что	2	1
210	не два а	1	1
211	мы еще вернемся	1	1
212	т п все	1	1
213	свои усилия на	1	1
214	в эстетике и	1	1
215	между жизнью и	1	1
216	но и здесь	1	1
217	на то что	2	1
218	мере того как	1	1
219	оно не только	1	1
220	и не объясняет	1	1
221	он уже не	1	1
222	о том что	3	1
223	по крайней мере	1	1
224	что он уже	1	1
225	и в самом	1	1
226	по мере того	1	1
227	но и не	2	1
228	только в качестве	1	1
229	можно сказать что	5	1
230	же обстоит дело	1	1
231	самим собой но	1	1
232	исследования в области	1	1
233	находятся в отношении	1	1
234	а все остальное	1	1
235	героя в этом	1	1
236	той же мере	1	1
237	так в первой	1	1
238	в то время	1	1
239	так сказать изнутри	1	1
240	точки зрения на	1	1
241	может быть вполне	1	1
242	не для того	1	1
243	хотя и не	2	1
244	если бы эти	1	1
245	не в слове	1	1
246	с той или	2	1
247	что иное как	1	1
248	и еще более	1	1
249	значения и смысла	1	1
250	одно и то	2	1
251	ясно что для	1	1
252	тем же самым	1	1
253	только потому что	1	1
254	его существования в	1	1
255	так и его	1	1
256	того чтобы создать	1	1
257	входит в жизнь	1	1
258	что каждый из	1	1
259	в особенности в	1	1
260	усилия на то	1	1
261	себе и своей	1	1
262	входит в состав	1	1
263	тому что он	2	1
264	оно не является	1	1
265	и что в	1	1
266	же как и	1	1
267	в литературе же	1	1
268	взаимоотношений и взаимодействий	1	1
269	ничего не объясняет	1	1
270	отдельного слова в	1	1
271	процессе перехода от	1	1
272	друг для друга	2	1
273	том случае если	1	1
274	и вся его	1	1
275	дело здесь не	1	1
276	по своей природе	1	1
277	в большей или	1	1
278	дистанцию по отношению	1	1
279	мы не должны	1	1
280	времени и пространстве	6	1
281	одна из них	1	1
282	чем он был	1	1
283	он говорит о	1	1
284	не могла бы	1	1
285	можно было бы	1	1
286	быть самим собой	1	1
287	мире а в	1	1
