N	2gram	Tiupa_Teor	formyVre
390	дается в	1	3
391	их не	1	3
392	можно говорить	1	3
393	в классическом	1	3
394	не обязательно	3	3
395	жизнь в	1	3
396	из нее	1	3
397	все моменты	1	3
398	в соответствии	3	3
399	в более	1	3
400	культуры в	3	3
401	во внешнем	2	3
402	не могли	2	3
403	вопрос о	1	3
404	между вещами	1	3
405	и художественного	1	3
406	этим определяется	1	3
407	форма в	1	3
408	вещами и	2	3
409	в прошлом	1	3
410	еще нет	1	3
411	с этими	1	3
412	в зависимости	1	3
413	на почве	5	3
414	все прочие	3	3
415	и развития	1	3
416	к настоящему	1	3
417	же как	1	3
418	на земле	1	3
419	одна из	1	3
420	до известной	2	3
421	того и	1	3
422	в двух	1	3
423	бы в	1	3
424	очень часто	1	3
425	на этом	2	3
426	картины мира	3	3
427	другом и	1	3
428	как это	10	3
429	но только	1	3
430	идиллический хронотоп	1	3
431	реального исторического	1	3
432	тот или	3	3
433	не могла	1	3
434	и есть	1	3
435	теми же	1	3
436	здесь также	1	3
437	к реальному	1	3
438	и здесь	2	3
439	жизни а	2	3
440	и дает	1	3
441	это уже	1	3
442	мы в	2	3
443	биографического и	1	3
444	в плоскости	1	3
445	если не	1	3
446	все то	1	3
447	внутренне не	1	3
448	произведения в	1	3
449	в слове	4	3
450	бы не	1	3
451	зависимости от	1	3
452	моменты быта	1	3
453	нет в	1	3
454	к другому	2	3
455	в аспекте	2	3
456	не входит	2	3
457	еще и	2	3
458	ни к	3	3
459	время оно	1	3
460	в свою	4	3
461	в значительной	2	3
462	наконец в	1	3
463	судьбы здесь	1	3
464	не быть	1	3
465	значение для	1	3
466	вступает в	2	3
467	целый ряд	1	3
468	известной степени	3	3
469	если мы	2	3
470	тем же	2	3
471	искусство и	1	3
472	в произведениях	2	3
473	неотделимо от	1	3
474	жизни не	1	3
475	не входят	1	3
476	которые в	1	3
477	связи между	1	3
478	совершенно не	1	3
479	поэтому оно	1	3
480	а на	3	3
481	в таких	1	3
482	от всех	2	3
483	она же	1	3
484	дело в	2	3
485	по своему	4	3
486	зрения не	1	3
487	не столько	7	3
488	это было	2	3
489	при виде	1	3
490	мира как	1	3
491	только к	1	3
492	он ни	1	3
493	она не	1	3
494	как уже	2	3
495	но она	2	3
496	при всем	2	3
497	вступают в	1	3
498	можно сказать	5	3
499	происходит в	1	3
500	ни был	2	3
501	природой и	1	3
502	дело здесь	1	3
503	образов и	1	3
504	момент его	1	3
505	случае в	1	2
506	мир как	1	2
507	чего не	1	2
508	без исключения	4	2
509	жить и	2	2
510	представлений о	1	2
511	с собой	1	2
512	мыслится как	5	2
513	на мир	2	2
514	от всего	1	2
515	к более	2	2
516	для своей	1	2
517	начинается с	1	2
518	жизни ее	1	2
519	и вещи	1	2
520	отличается от	2	2
521	ни для	2	2
522	существенными событиями	1	2
523	своей природе	3	2
524	служит для	1	2
525	смерти но	1	2
526	имеет в	2	2
527	из жизни	1	2
528	нашем случае	2	2
529	событиями жизни	1	2
530	говорить о	4	2
531	встречи с	1	2
532	к нашим	1	2
533	принадлежит не	1	2
534	жизнь но	1	2
535	времени его	1	2
536	свою очередь	3	2
537	в чистом	1	2
538	новых форм	1	2
539	жизни то	2	2
540	и оценки	1	2
541	места для	2	2
542	как я	1	2
543	нигде не	1	2
544	все без	1	2
545	в каждом	1	2
546	на могиле	1	2
547	что даже	1	2
548	на котором	2	2
549	лишь один	2	2
550	начало и	1	2
551	к нему	2	2
552	то в	2	2
553	в христианском	1	2
554	глубокий и	1	2
555	в единое	3	2
556	других для	1	2
557	собой в	1	2
558	подчеркнуть что	1	2
559	и сама	1	2
560	биография и	1	2
561	к определенному	1	2
562	стремится к	1	2
563	отношения в	1	2
564	тому же	1	2
565	и притом	3	2
566	и некоторые	2	2
567	всех его	1	2
568	на себя	2	2
569	к оракулу	1	2
570	соседства с	1	2
571	я не	2	2
572	также в	1	2
573	между прочим	1	2
574	особенности в	1	2
575	больше и	1	2
576	а только	4	2
577	каждом из	1	2
578	но как	2	2
579	в уста	1	2
580	в отдельных	1	2
581	когда я	1	2
582	личности и	4	2
583	никто не	3	2
584	соединении с	2	2
585	и роман	1	2
586	внутренняя форма	1	2
587	др в	1	2
588	в европейском	1	2
589	в смерти	1	2
590	и сам	4	2
591	между людьми	1	2
592	на всех	1	2
593	культуры и	1	2
594	его как	1	2
595	в каком	2	2
596	когда они	1	2
597	о его	2	2
598	всех сторон	1	2
599	с чем	2	2
600	и определяется	1	2
601	события в	2	2
602	возникает в	1	2
603	и особенно	2	2
604	именно о	1	2
605	во втором	3	2
606	образом и	2	2
607	в состав	6	2
608	лишает их	1	2
609	и против	1	2
610	возможности человеческого	1	2
611	произведение и	1	2
612	и принципиальной	1	2
613	полноту и	1	2
614	если в	2	2
615	его с	1	2
616	живет в	1	2
617	на ее	1	2
618	и мотивов	1	2
619	была бы	3	2
620	литературе нового	1	2
621	в область	1	2
622	разного рода	1	2
623	литературного произведения	11	2
624	и строго	1	2
625	рядом в	1	2
626	самом деле	2	2
627	самим собой	4	2
628	в наших	1	2
629	смысла и	1	2
630	так называемый	1	2
631	мы говорим	1	2
632	одновременно с	1	2
633	но дело	1	2
634	можно назвать	1	2
635	героев в	1	2
636	данном случае	5	2
637	о котором	1	2
638	в поэзии	2	2
639	он же	1	2
640	со всех	1	2
641	то и	1	2
642	каким бы	1	2
643	для будущего	1	2
644	в иной	3	2
645	и поэтому	1	2
646	людей как	1	2
647	оно служит	1	2
648	с которой	1	2
649	и читателей	2	2
650	отношении к	4	2
651	в мир	1	2
652	действительность в	1	2
653	каждый из	1	2
654	действия и	1	2
655	жизни что	1	2
656	жизни по	1	2
657	на которые	1	2
658	своими корнями	1	2
659	соответствии с	2	2
660	за пределами	5	2
661	с нею	1	2
662	характерное для	1	2
663	этого слова	4	2
664	но если	1	2
665	в мировой	2	2
666	только о	2	2
667	и том	1	2
668	основе своей	2	2
669	произведения как	1	2
670	лишь одну	1	2
671	ее на	1	2
672	и пр	1	2
673	для нас	1	2
674	который может	1	2
675	идет о	2	2
676	себя самого	1	2
677	иной раз	1	2
678	себя в	7	2
679	картина мира	6	2
680	по ту	1	2
681	с их	2	2
682	быть или	1	2
683	по этому	1	2
684	в русском	1	2
685	не существует	1	2
686	ее к	1	2
687	ведь это	1	2
688	реальной действительности	1	2
689	в организации	3	2
690	бытия и	1	2
691	о жизни	2	2
692	мира а	1	2
693	и последующих	1	2
694	за которым	1	2
695	фольклора и	1	2
696	но по	1	2
697	или даже	4	2
698	является не	1	2
699	к своему	2	2
700	должен быть	2	2
701	на них	1	2
702	обычно в	1	2
703	может иметь	1	2
704	о различных	1	2
705	художественное мышление	1	2
706	чистом виде	1	2
707	все человеческие	1	2
708	одну из	2	2
709	части и	1	2
710	в искусстве	9	2
711	и может	1	2
712	как явление	1	2
713	в xix	1	2
714	время они	1	2
715	человека с	3	2
716	с человеком	2	2
717	когда мы	1	2
718	для такого	2	2
719	роман и	2	2
720	сказать в	1	2
721	в чужом	1	2
722	в узком	3	2
723	частности с	1	2
724	жизненного процесса	1	2
725	и иные	1	2
726	виду что	1	2
727	и конец	1	2
728	степени и	1	2
729	почву для	1	1
730	это на	1	1
731	строя и	1	1
732	рода и	2	1
733	данном отношении	1	1
734	является в	1	1
735	и составляет	3	1
736	хронотоп порога	1	1
737	с иными	2	1
738	и мира	2	1
739	таковы например	2	1
740	свою первоначальную	1	1
741	более не	2	1
742	вещи в	1	1
743	типа как	1	1
744	другом но	1	1
745	место слияние	1	1
746	в момент	3	1
747	русской литературе	2	1
748	жизни которая	1	1
749	исходя из	1	1
750	которая в	2	1
751	тех кто	1	1
752	граница между	1	1
753	случае мы	1	1
754	дело с	1	1
755	в финале	3	1
756	речи и	4	1
757	а перед	1	1
758	на второй	2	1
759	она лишь	1	1
760	тем как	1	1
761	это точка	1	1
762	литературных произведений	5	1
763	и сгущается	1	1
764	его под	1	1
765	и лучше	1	1
766	и высшей	1	1
767	его поступки	1	1
768	окружающей его	2	1
769	же оно	1	1
770	до последнего	1	1
771	не бывает	1	1
772	и само	1	1
773	исторического лица	1	1
774	которые будут	1	1
775	осмысленном и	1	1
776	его лишь	1	1
777	чем подробно	1	1
778	более или	6	1
779	по пути	4	1
780	на свой	1	1
781	в первом	2	1
782	второй план	1	1
783	это тот	1	1
784	героя как	2	1
785	им по	1	1
786	как об	1	1
787	античности в	1	1
788	из всего	1	1
789	включен в	1	1
790	конечном счете	6	1
791	если он	1	1
792	между индивидуальными	1	1
793	мира это	1	1
794	должен отдаться	1	1
795	и другим	1	1
796	развития но	1	1
797	и должен	1	1
798	как более	1	1
799	к самому	1	1
800	что по	1	1
801	в бою	1	1
802	позиция автора	2	1
803	литературных жанров	2	1
804	одновременно и	1	1
805	дома и	2	1
806	не вполне	2	1
807	не менее	6	1
808	они ни	1	1
809	было возможно	1	1
810	его личной	1	1
811	и слово	1	1
812	себя свою	1	1
813	все их	1	1
814	всем его	1	1
815	и внутренний	1	1
816	судьба или	1	1
817	первый взгляд	1	1
818	мире это	2	1
819	реальности жизни	1	1
820	нам не	1	1
821	ними и	2	1
822	все и	1	1
823	слияние пространственных	1	1
824	и политического	2	1
825	при условии	2	1
826	и такие	1	1
827	совершенно особое	1	1
828	в динамике	1	1
829	гостьи и	1	1
830	соответствии со	1	1
831	каждая вещь	1	1
832	не узнает	1	1
833	но во	2	1
834	другу и	1	1
835	сложности и	2	1
836	либо в	2	1
837	не всегда	2	1
838	с нашим	1	1
839	к различным	1	1
840	и книги	1	1
841	положений и	1	1
842	и аналогичные	1	1
843	писатель как	1	1
844	у автора	1	1
845	я для	1	1
846	и внешнее	1	1
847	для данного	1	1
848	необходимо уточнить	1	1
849	точек зрения	1	1
850	превращается в	2	1
851	в каждой	1	1
852	от своей	1	1
853	и общества	1	1
854	к третьему	1	1
855	конститутивным моментом	1	1
856	мира вокруг	1	1
857	события частной	1	1
858	на новую	1	1
859	и формы	1	1
860	на одну	1	1
861	и речевой	1	1
862	это утро	1	1
863	отношений и	1	1
864	самом начале	2	1
865	и конкретном	1	1
866	я с	5	1
867	него не	1	1
868	ключ к	2	1
869	ее как	1	1
870	как правило	5	1
871	осуществлено только	1	1
872	блудный сын	1	1
873	смыслом в	1	1
874	это отношение	3	1
875	только во	1	1
876	на вещи	1	1
877	не переставая	1	1
878	жизни за	1	1
879	который в	2	1
880	все виды	1	1
881	речь о	1	1
882	и внутренняя	1	1
883	тем это	1	1
884	стадии в	1	1
885	проникновение в	1	1
886	мире без	1	1
887	к этим	1	1
888	и большим	1	1
889	книги в	1	1
890	не просто	2	1
891	к языку	1	1
892	по которым	1	1
893	внутреннего мира	2	1
894	едва ли	1	1
895	преображает все	1	1
896	все перечисленные	1	1
897	жанра в	1	1
898	от ее	1	1
899	большинстве своем	1	1
900	себе самом	1	1
901	ближе к	1	1
902	мир все	2	1
903	время для	1	1
904	бы то	2	1
905	не возникает	1	1
906	при котором	2	1
907	не принадлежат	2	1
908	говорит о	1	1
909	которым человек	1	1
910	к герою	2	1
911	не стремился	1	1
912	имеют место	1	1
913	как такового	1	1
914	от его	1	1
915	слова эта	1	1
916	такого рода	13	1
917	в состоянии	1	1
918	о месте	1	1
919	начала и	1	1
920	аффектов и	1	1
921	я как	2	1
922	и иного	1	1
923	основе весьма	1	1
924	к которому	3	1
925	это хронотоп	2	1
926	ее можно	1	1
927	души и	1	1
928	тем не	3	1
929	свободу и	1	1
930	такова в	1	1
931	значительной степени	2	1
932	которой в	1	1
933	доверия к	1	1
934	не обладает	1	1
935	по типу	1	1
936	в европейской	2	1
937	противоречие между	1	1
938	наше внимание	1	1
939	бытию и	1	1
940	переживания и	1	1
941	не путем	1	1
942	свободы и	1	1
943	в конечном	6	1
944	ни от	1	1
945	толстой например	1	1
946	и позволяет	3	1
947	родного дома	1	1
948	свой порядок	1	1
949	одним из	3	1
950	каждая из	2	1
951	к простому	1	1
952	в совокупности	1	1
953	и непосредственное	1	1
954	или иная	1	1
955	я и	2	1
956	но само	1	1
957	целом ряде	1	1
958	как говорит	3	1
959	своей структуре	1	1
960	такова что	1	1
961	всем своем	1	1
962	этом и	1	1
963	началась и	1	1
964	поколений ослабляет	1	1
965	сознания как	1	1
966	мира при	1	1
967	объективно и	1	1
968	и сближение	2	1
969	и кому	1	1
970	по своим	1	1
971	на себе	1	1
972	действительности и	1	1
973	текст и	3	1
974	процесса жизни	1	1
975	по поводу	1	1
976	и мир	1	1
977	в русской	6	1
978	истинный смысл	1	1
979	могли бы	2	1
980	грани между	1	1
981	и литературные	1	1
982	человек как	1	1
983	вошел в	1	1
984	опираясь на	1	1
985	от себя	3	1
986	как кругозор	1	1
987	или героев	1	1
988	чтобы в	1	1
989	имен и	1	1
990	данный момент	2	1
991	говорил о	1	1
992	и жизненной	1	1
993	свое место	1	1
994	этой своей	1	1
995	в лучшем	1	1
996	с политической	1	1
997	ивана ильича	1	1
998	человеческого бытия	2	1
999	зрения в	1	1
1000	не дает	1	1
1001	между тем	5	1
1002	быть осуществлено	1	1
1003	человека как	1	1
1004	в рассказе	2	1
1005	так называемые	1	1
1006	в случае	2	1
1007	же типа	1	1
1008	говорить об	1	1
1009	действующих лиц	1	1
1010	и тем	5	1
1011	к собственному	1	1
1012	бы они	1	1
1013	не будет	3	1
1014	оказывается в	3	1
1015	в системе	2	1
1016	исчезает и	1	1
1017	только другим	1	1
1018	и что	4	1
1019	главного героя	1	1
1020	тем и	1	1
1021	этом смысле	3	1
1022	и существенно	2	1
1023	не способна	1	1
1024	участвовать в	1	1
1025	прямого значения	1	1
1026	в иных	1	1
1027	на свое	1	1
1028	могла бы	2	1
1029	уст в	1	1
1030	превратилась в	1	1
1031	весьма различной	1	1
1032	но без	1	1
1033	он в	1	1
1034	примет в	1	1
1035	человеческих отношений	2	1
1036	однако в	7	1
1037	вертикальный хронотоп	1	1
1038	это делает	2	1
1039	материала в	2	1
1040	что может	2	1
1041	на отдельные	1	1
1042	это ощущение	1	1
1043	даже если	1	1
1044	лишь путем	1	1
1045	в первой	6	1
1046	и своеобразие	1	1
1047	с которым	1	1
1048	хронотопе имеет	1	1
1049	и скрытый	1	1
1050	всю жизнь	1	1
1051	к полноте	1	1
1052	свое я	1	1
1053	бы быть	1	1
1054	событий здесь	1	1
1055	в данный	2	1
1056	слова как	3	1
1057	в различные	1	1
1058	человеческому телу	1	1
1059	независимо от	1	1
1060	и помимо	1	1
1061	чтобы не	2	1
1062	их возможности	1	1
1063	герой не	3	1
1064	каждого из	1	1
1065	всякое произведение	1	1
1066	целостность в	1	1
1067	в развитии	1	1
1068	своего рода	11	1
1069	на время	2	1
1070	не ту	1	1
1071	и способность	1	1
1072	на деле	2	1
1073	жизни героя	1	1
1074	в последующих	1	1
1075	вступить в	1	1
1076	самому герою	1	1
1077	и конечно	1	1
1078	целью и	1	1
1079	в событии	1	1
1080	есть точка	1	1
1081	и свою	1	1
1082	в случаях	1	1
1083	через посредство	1	1
1084	силы мировой	1	1
1085	сатирического и	1	1
1086	образа и	1	1
1087	каждый такой	2	1
1088	есть для	1	1
1089	и детально	1	1
1090	никакого определенного	1	1
1091	что это	1	1
1092	жанры в	1	1
1093	никак не	1	1
1094	одном и	1	1
1095	в другой	1	1
1096	стороны в	1	1
1097	из которых	2	1
1098	первых двух	1	1
1099	обе стороны	1	1
1100	сама жизнь	1	1
1101	и делает	1	1
1102	характера делает	1	1
1103	переходя к	1	1
1104	развернуть в	1	1
1105	сводится к	12	1
1106	но чтобы	2	1
1107	подобно тому	3	1
1108	он тем	2	1
1109	позиции в	1	1
1110	быта лишает	1	1
1111	определенного смысла	1	1
1112	или знаковый	1	1
1113	и первый	1	1
1114	должен был	1	1
1115	и приобретает	1	1
1116	мире он	1	1
1117	тон в	1	1
1118	необходимая для	1	1
1119	особого рода	7	1
1120	ориентировано на	1	1
1121	этой точки	2	1
1122	не более	1	1
1123	мы понимаем	1	1
1124	и одновременно	5	1
1125	литературы но	1	1
1126	которых и	1	1
1127	существу является	1	1
1128	с ней	1	1
1129	любовь и	1	1
1130	вокруг него	2	1
1131	произведений искусства	2	1
1132	комнате и	1	1
1133	имеет дело	2	1
1134	и действительно	1	1
1135	из уст	1	1
1136	авторства и	1	1
1137	о судьбе	1	1
1138	значении этого	4	1
1139	не становясь	1	1
1140	она и	1	1
1141	широком и	1	1
1142	с такими	1	1
1143	можно даже	1	1
1144	внешним то	1	1
1145	с собою	1	1
1146	в творческом	1	1
1147	создает и	1	1
1148	художественного мышления	3	1
1149	в словах	1	1
1150	приводит к	6	1
1151	смертью в	1	1
1152	может не	1	1
1153	роли в	5	1
1154	здесь выступает	1	1
1155	собою в	2	1
1156	знаменует не	1	1
1157	состояние а	1	1
1158	ряд произведений	1	1
1159	на каждом	1	1
1160	но с	1	1
1161	для читателя	4	1
1162	ценностей жизни	2	1
1163	жизненной практике	1	1
1164	к какой	1	1
1165	только одно	1	1
1166	делает их	1	1
1167	со временем	2	1
1168	в диалоге	2	1
1169	типов но	1	1
1170	места жизни	1	1
1171	поэтому не	1	1
1172	и частной	1	1
1173	от горя	1	1
1174	это событие	1	1
1175	обращения к	1	1
1176	отношение как	1	1
1177	связана с	1	1
1178	не должно	1	1
1179	в отдельности	1	1
1180	героем и	1	1
1181	природе и	1	1
1182	вступление в	1	1
1183	в стихотворении	4	1
1184	из его	1	1
1185	которой герой	1	1
1186	изображения жизни	1	1
1187	механический характер	1	1
1188	каждой из	1	1
1189	и больше	2	1
1190	определяется лишь	1	1
1191	но основной	1	1
1192	из которого	3	1
1193	и вся	1	1
1194	и наиболее	1	1
1195	новое время	1	1
1196	о героизации	1	1
1197	всю полноту	1	1
1198	вечных ценностей	1	1
1199	это имеет	1	1
1200	что можно	3	1
1201	так называемого	1	1
1202	при анализе	1	1
1203	же лежит	1	1
1204	еще один	1	1
1205	специфическом значении	3	1
1206	другого в	1	1
1207	текста то	1	1
1208	являются только	1	1
1209	автора в	1	1
1210	человек должен	1	1
1211	впервые в	1	1
1212	видим в	2	1
1213	она может	1	1
1214	в композиции	1	1
1215	и многих	1	1
1216	своего я	1	1
1217	ему или	1	1
1218	и гротескные	1	1
1219	т.д эта	1	1
1220	и авторской	1	1
1221	утрачивает свою	1	1
1222	к миру	1	1
1223	всего к	1	1
1224	даже его	1	1
1225	отведенного ему	1	1
1226	реальность и	1	1
1227	в понимании	1	1
1228	к предмету	1	1
1229	но внутренне	1	1
1230	котором как	1	1
1231	значении в	1	1
1232	взгляде на	1	1
1233	в одноименном	1	1
1234	в настоящее	1	1
1235	конечно с	1	1
1236	характерные для	1	1
1237	его можно	1	1
1238	к содержанию	3	1
1239	в художественных	1	1
1240	этого термина	1	1
1241	в формах	2	1
1242	их существенными	1	1
1243	необходимый фон	1	1
1244	истории литературы	2	1
1245	в осмысленном	1	1
1246	как к	5	1
1247	не знают	1	1
1248	в свое	1	1
1249	в повседневном	1	1
1250	внутренняя граница	2	1
1251	тоже не	1	1
1252	себя только	1	1
1253	но прежде	1	1
1254	свидетельствует о	1	1
1255	авторской позиции	3	1
1256	от мира	1	1
1257	в художественной	3	1
1258	такового не	1	1
1259	мире в	1	1
1260	он и	2	1
1261	такое же	1	1
1262	xix веке	1	1
1263	же явления	1	1
1264	и приходит	1	1
1265	части романа	1	1
1266	произведения мы	1	1
1267	на которой	1	1
1268	сознания и	1	1
1269	в новелле	1	1
1270	слово в	1	1
1271	иметь место	1	1
1272	даже самая	2	1
1273	к построению	1	1
1274	сказать не	1	1
1275	ко второму	1	1
1276	говорим о	1	1
1277	и внутренних	1	1
1278	кто бы	1	1
1279	становления и	1	1
1280	на нее	1	1
1281	и иронии	1	1
1282	внешних и	1	1
1283	указывает на	1	1
1284	чтобы быть	1	1
1285	внимание в	1	1
1286	сама по	2	1
1287	мировой жизни	1	1
1288	и без	1	1
