N	2gram	Voloshinov	UchenyiS
108	но это	4	2
109	этом смысле	2	2
110	но даже	1	2
111	и для	7	2
112	и является	3	2
113	что и	5	2
114	в сторону	1	2
115	а между	1	2
116	конечно нет	1	2
117	знакомая нам	1	2
118	смысле этого	1	2
119	с его	9	2
120	и у	7	2
121	превращается в	2	2
122	на первый	5	2
123	сих пор	3	2
124	по крайней	1	2
125	только в	11	2
126	формы и	3	2
127	по себе	4	2
128	что все	7	2
129	не все	1	2
130	но конечно	1	2
131	нам представляется	1	2
132	этот путь	1	1
133	без труда	2	1
134	первый взгляд	1	1
135	и выполняется	1	1
136	в г	3	1
137	мировоззрением и	1	1
138	что было	1	1
139	все в	1	1
140	что в	7	1
141	может обойтись	1	1
142	с которыми	4	1
143	не было	5	1
144	остается в	3	1
145	и даже	3	1
146	связанных с	4	1
147	первый план	4	1
148	она все	1	1
149	именно такой	1	1
150	говорит он	1	1
151	мы полагаем	2	1
152	всего что	1	1
153	и потому	12	1
154	нам известно	1	1
155	отказаться от	2	1
156	этом случае	1	1
157	в свое	1	1
158	в которой	5	1
159	сводить к	1	1
160	изучение этого	1	1
161	имеем в	1	1
162	можно сказать	6	1
163	научную ценность	2	1
164	для второго	1	1
165	несомненно что	1	1
166	литературного произведения	1	1
167	этого не	3	1
168	какой именно	1	1
169	мы можем	20	1
170	что же	10	1
171	в данном	4	1
172	и быть	1	1
173	целого но	1	1
174	все его	3	1
175	художественное творчество	2	1
176	при построении	1	1
177	нет и	4	1
178	и революция	1	1
179	наука о	2	1
180	как на	3	1
181	равно как	2	1
182	что никакого	1	1
183	у толстого	1	1
184	это содержание	3	1
185	религии и	2	1
186	с момента	1	1
187	никогда и	1	1
188	быть не	1	1
189	только одним	1	1
190	со своими	1	1
191	он в	2	1
192	философские социальные	1	1
193	и все	13	1
194	что этот	1	1
195	анализу и	2	1
196	содержание и	2	1
197	все элементы	1	1
198	же как	2	1
199	но нам	1	1
200	метод становится	1	1
201	впечатление которое	1	1
202	сказать что	11	1
203	в сфере	1	1
204	к следующему	1	1
205	и эта	1	1
206	в процессе	5	1
207	данном случае	4	1
208	он будет	1	1
209	тезис о	1	1
210	г №	1	1
211	него не	1	1
212	но для	3	1
213	один пример	1	1
214	задача при	1	1
215	то есть	1	1
216	и служит	2	1
217	об ее	2	1
218	и всей	2	1
219	этот процесс	4	1
220	и др	9	1
221	и содержание	3	1
222	своем месте	2	1
223	затем он	1	1
224	не делает	3	1
225	психики и	3	1
226	почти не	1	1
227	отсюда и	2	1
228	в таком	6	1
229	но прежде	1	1
230	нельзя она	1	1
231	то и	1	1
232	него уже	1	1
233	для изучения	1	1
234	которое мы	1	1
235	метода конечно	1	1
236	и разнообразие	1	1
237	она не	6	1
238	степени и	1	1
239	в течение	2	1
240	но именно	2	1
241	до конца	7	1
242	является только	1	1
243	она в	1	1
244	в своем	4	1
245	т.е то	1	1
246	говорить не	1	1
247	тогда когда	2	1
248	с тем	1	1
249	может пройти	1	1
250	входит в	2	1
251	для себя	2	1
252	по теории	1	1
253	объекта в	1	1
254	только как	4	1
255	только при	2	1
256	пройти мимо	1	1
257	еще одно	1	1
258	который требовал	1	1
259	одной стороны	2	1
260	широком и	1	1
261	представлений и	2	1
262	относится к	2	1
263	находит себе	1	1
264	или по	1	1
265	мы имеем	6	1
266	знакомый нам	1	1
267	не без	3	1
268	какие мы	1	1
269	начала и	1	1
270	об искусстве	1	1
271	только часть	2	1
272	этой же	1	1
273	творчества то	1	1
274	тому чтобы	3	1
275	что по	1	1
276	их в	3	1
277	же в	1	1
278	он может	1	1
279	знает только	2	1
280	в ней	8	1
281	меньшей мере	2	1
282	основные понятия	1	1
283	что такой	2	1
284	но что	1	1
285	из природы	1	1
286	теории и	2	1
287	и необходимо	1	1
288	метода не	2	1
289	даже не	1	1
290	и так	2	1
291	это для	1	1
292	же остается	2	1
293	и прежде	7	1
294	объясняется и	2	1
295	путь и	1	1
296	место и	2	1
297	что основной	1	1
298	а это	1	1
299	в этот	4	1
300	единства и	3	1
301	связанные с	4	1
302	в период	5	1
303	на то	1	1
304	он и	2	1
305	делает и	1	1
306	был первым	1	1
307	но если	2	1
308	по меньшей	2	1
309	это же	1	1
310	бы ни	1	1
311	сам по	4	1
312	только для	2	1
313	не входит	2	1
314	по мнению	8	1
315	к этому	9	1
316	полагаем что	2	1
317	так и	14	1
318	своей совокупности	1	1
319	о нем	2	1
320	что с	2	1
321	ничуть не	2	1
322	оно конечно	1	1
323	из которых	2	1
324	это впечатление	1	1
325	друг с	1	1
326	ее в	5	1
327	в современном	1	1
328	отнюдь не	5	1
329	о которой	3	1
330	находятся в	2	1
331	в качестве	2	1
332	построить нельзя	1	1
333	в нем	7	1
334	в пользу	1	1
335	именно этот	1	1
336	он не	10	1
337	содержания и	1	1
338	последние годы	1	1
339	независимо от	3	1
340	может служить	1	1
341	и истории	4	1
342	все что	10	1
343	их т.е	1	1
344	познакомиться с	2	1
345	есть ли	1	1
346	и что	6	1
347	одно из	6	1
348	отказ от	1	1
349	и это	1	1
350	в различных	2	1
351	с одной	2	1
352	которых она	1	1
353	с другом	1	1
354	методологии в	1	1
355	он был	3	1
356	и историческая	1	1
357	на своем	1	1
358	за пределы	10	1
359	вводится в	1	1
360	должно быть	2	1
361	уже знакомый	1	1
362	что при	2	1
363	науки является	1	1
364	об этом	7	1
365	как всякая	1	1
366	не обладает	1	1
367	сторону от	1	1
368	себя на	1	1
369	точно и	1	1
370	является одним	1	1
371	правда не	1	1
372	в виду	4	1
373	к которой	2	1
374	органического единства	1	1
375	в пределах	6	1
376	тот же	10	1
377	уже не	9	1
378	у других	2	1
379	о том	3	1
380	не то	2	1
381	слагается из	2	1
382	далеко не	5	1
383	тем более	1	1
384	оно все	1	1
385	того что	7	1
386	искусства в	1	1
387	определяется не	1	1
388	у него	4	1
389	друг другу	1	1
390	вне пределов	1	1
391	он пытается	3	1
392	слишком часто	1	1
393	в котором	4	1
394	не существует	4	1
395	бы в	2	1
396	ее к	1	1
397	на слово	1	1
398	он звучит	1	1
399	в виде	1	1
400	той же	5	1
401	приводит к	3	1
402	никогда не	10	1
403	мировоззрения и	2	1
404	человека и	6	1
