N	3gram	Medvedev_F	Istorich
394	все же необходимо	1	1
395	и в пределах	1	1
396	что как бы	1	1
397	возникает вопрос о	1	1
398	все сводится к	1	1
399	в высшей степени	4	1
400	входит в него	1	1
401	в его движении	1	1
402	этих и подобных	1	1
403	в своей книге	2	1
404	в их отношении	1	1
405	и в его	1	1
406	он был бы	1	1
407	с этим же	1	1
408	то же время	13	1
409	в значительной степени	3	1
410	в широком смысле	2	1
411	при известных условиях	2	1
412	и зависит от	1	1
413	еще одна область	1	1
414	из нашего сознания	1	1
415	и в этом	6	1
416	один из возможных	1	1
417	должен был быть	1	1
418	к нему и	1	1
419	того или иного	6	1
420	и сталкивается с	1	1
421	он должен быть	1	1
422	из этого вытекает	1	1
423	при таком положении	3	1
424	в какой мере	2	1
425	от того что	1	1
426	едва ли можно	1	1
427	эти вопросы мы	1	1
428	не может и	1	1
429	еще указать на	1	1
430	один из моментов	1	1
431	совершенно иначе и	1	1
432	и не в	2	1
433	в высшую степень	1	1
434	связь может быть	1	1
435	ее так и	1	1
436	в своем развитии	1	1
437	создается впечатление что	1	1
438	нет есть только	1	1
439	в то же	13	1
440	в этих работах	1	1
441	может быть вполне	1	1
442	не говоря уже	1	1
443	и в книге	1	1
444	заключается в том	1	1
445	в противном случае	2	1
446	в этом рассказе	1	1
447	т е во	1	1
448	но в то	3	1
449	они не стали	1	1
450	т е как	3	1
451	мешает ему в	1	1
452	что дело здесь	1	1
453	зависимости от того	1	1
454	том смысле в	1	1
455	как одна из	1	1
456	еще далеко не	1	1
457	по существу и	1	1
458	пока только в	1	1
459	следует отметить что	1	1
460	но не для	1	1
461	в своем исследовании	1	1
462	можно думать что	1	1
463	увидим что и	1	1
464	то что они	1	1
465	литература но и	1	1
466	должен был бы	1	1
467	до конца и	1	1
468	и пр только	1	1
469	была сделана попытка	1	1
