N	2gram	Bakhtin_Pr	Sovremen
103	со всеми	3	2
104	а на	1	2
105	свою очередь	1	2
106	и даже	3	2
107	самом деле	6	2
108	в которой	1	2
109	ни одна	2	2
110	к чему	2	2
111	же самое	2	2
112	который как	1	2
113	как мы	7	2
114	настоящее время	1	2
115	она может	3	2
116	задача эта	1	2
117	и во	2	2
118	могут быть	5	2
119	в таком	3	2
120	в нашем	4	2
121	уже не	1	2
122	и есть	2	2
123	что все	2	2
124	или иной	2	2
125	и именно	2	2
126	на этот	1	2
127	говорить об	1	2
128	на этом	2	2
129	не менее	4	2
130	же мы	1	2
131	приводит к	3	2
132	форма в	1	2
133	в настоящее	1	2
134	в один	1	2
135	он должен	2	2
136	во всех	11	1
137	все они	5	1
138	лишь там	2	1
139	которую можно	1	1
140	и некоторой	1	1
141	бы то	3	1
142	которые в	1	1
143	поскольку она	1	1
144	этого и	1	1
145	к которому	4	1
146	осуществляется только	1	1
147	это и	1	1
148	при втором	1	1
149	его и	1	1
150	в свое	1	1
151	науки где	1	1
152	но можно	2	1
153	во втором	1	1
154	то он	1	1
155	человека в	2	1
156	но как	2	1
157	и снова	1	1
158	не является	3	1
159	в данном	4	1
160	до сих	1	1
161	и более	2	1
162	осуществляется в	1	1
163	имеют место	2	1
164	в действительности	1	1
165	хотя конечно	1	1
166	что иное	1	1
167	в процессе	1	1
168	данном случае	4	1
169	ведь в	1	1
170	ли это	1	1
171	то своеобразное	1	1
172	не имеют	2	1
173	связи с	2	1
174	приходится сказать	1	1
175	здесь нет	2	1
176	раз и	2	1
177	в самый	1	1
178	может осуществить	2	1
179	если в	1	1
180	философии на	1	1
181	очень часто	1	1
182	должно быть	5	1
183	мы уже	1	1
184	это как	1	1
185	значение но	2	1
186	его с	1	1
187	идет о	1	1
188	ней ни	1	1
189	она не	2	1
190	на ее	3	1
191	что уже	1	1
192	можно например	1	1
193	одной стороны	3	1
194	все свои	1	1
195	ничто не	1	1
196	мы имеем	2	1
197	и у	2	1
198	в другом	2	1
199	а из	1	1
200	несмотря на	3	1
201	это только	1	1
202	том как	2	1
203	в ней	4	1
204	из всех	1	1
205	ни было	3	1
206	что эта	2	1
207	человека как	2	1
208	формы с	1	1
209	хотя и	3	1
210	с другой	7	1
211	подчеркнуть что	1	1
212	с ним	5	1
213	это уже	1	1
214	и органов	1	1
215	связей и	1	1
216	что вся	1	1
217	он не	3	1
218	кроме того	3	1
219	дальнейшем и	1	1
220	себя самого	4	1
221	никакому сомнению	1	1
222	поняты с	1	1
223	что с	1	1
224	вследствие этого	3	1
225	возможного и	1	1
226	аналогии с	1	1
227	что дело	1	1
228	в область	3	1
229	мы в	3	1
230	и вся	2	1
231	эта сторона	1	1
232	поэтому в	2	1
233	только на	1	1
234	но они	4	1
235	в отдельном	1	1
236	место только	1	1
237	и всегда	1	1
238	быть поняты	2	1
239	его осуществления	1	1
240	это своеобразное	1	1
241	нужно сказать	1	1
242	все что	3	1
243	не приходится	1	1
244	и при	2	1
245	совершенно невозможно	3	1
246	на самом	4	1
247	здесь в	2	1
248	на которой	1	1
249	для них	1	1
250	но каким	1	1
251	можно было	4	1
252	и должно	3	1
253	ни в	11	1
254	и от	3	1
255	в начале	2	1
256	нами в	2	1
257	этом направлении	1	1
258	по отношению	21	1
259	но отнюдь	7	1
260	более как	1	1
261	почти совершенно	3	1
262	стороны и	1	1
263	конечно не	5	1
264	и ничего	1	1
265	но что	1	1
266	и те	2	1
267	его между	1	1
268	только в	13	1
269	должны мы	1	1
270	не способна	4	1
271	в совершенно	1	1
272	которая не	1	1
273	этот вопрос	1	1
274	все равно	1	1
275	различия между	1	1
276	же время	3	1
277	и может	1	1
278	так же	1	1
279	его в	9	1
280	с понятием	1	1
281	отметить что	7	1
282	или как	3	1
283	может но	1	1
284	в большинстве	5	1
285	без труда	1	1
286	совершенно независимо	2	1
287	нуждаются в	1	1
288	с человеком	1	1
289	сравнительно с	1	1
290	в конечном	4	1
291	чем в	2	1
292	в своих	2	1
293	например при	2	1
294	не было	2	1
295	два направления	1	1
296	как например	1	1
297	с его	2	1
298	и первое	1	1
299	готовом виде	1	1
300	силу и	1	1
301	и всюду	1	1
302	не более	2	1
303	если бы	3	1
304	существенно отличается	1	1
305	и несколько	1	1
306	не знает	3	1
307	или в	2	1
308	а о	1	1
309	этого не	1	1
310	можно говорить	2	1
311	центр тяжести	2	1
312	очень мало	1	1
313	и навсегда	1	1
314	мы разрушаем	1	1
315	равно как	1	1
316	к одному	1	1
317	их и	2	1
318	быть активным	1	1
319	как его	3	1
320	так называемый	2	1
321	вообще и	1	1
322	мы говорим	1	1
323	но эта	1	1
324	дело в	2	1
325	о другом	1	1
326	является исключением	1	1
327	сами по	1	1
328	природы и	3	1
329	по существу	2	1
330	сказать что	4	1
331	и эта	2	1
332	форму и	2	1
333	быть только	5	1
334	сомнению что	1	1
335	жизни как	1	1
336	но для	1	1
337	практическое назначение	1	1
338	так называемое	1	1
339	опыта и	1	1
340	именно в	1	1
341	должны ли	3	1
342	метафизическое построение	1	1
343	и действительно	1	1
344	такое же	1	1
345	но никогда	1	1
346	конечном счете	4	1
347	мы это	1	1
348	виде и	1	1
349	мы разберем	1	1
350	благодаря этому	1	1
351	и чисто	1	1
352	обратимся к	1	1
353	иметь место	1	1
354	отношению к	19	1
355	одной из	3	1
356	бы все	1	1
357	от общей	3	1
358	для науки	2	1
359	понимают все	1	1
360	более и	1	1
361	случае не	2	1
362	в своем	5	1
363	в корне	2	1
364	мы конечно	1	1
365	она и	1	1
366	то чем	1	1
367	по аналогии	1	1
368	мы ее	1	1
369	но ведь	1	1
370	но приходится	1	1
371	этом смысле	3	1
372	в связи	2	1
373	в какой	2	1
374	между ними	4	1
375	необходимо для	1	1
376	мы будем	3	1
377	конечно совершенно	1	1
378	во всей	1	1
379	может стать	3	1
380	том что	3	1
381	рядом с	5	1
382	в одинаковой	1	1
383	в мире	3	1
384	и прежде	5	1
385	всеми его	1	1
386	на эту	1	1
387	можем сказать	2	1
388	какой-нибудь момент	1	1
389	жизни в	1	1
390	но не	12	1
391	дело идет	2	1
392	но если	1	1
393	они не	3	1
394	к концу	1	1
395	по себе	1	1
396	направление в	1	1
397	оно может	2	1
398	не имеет	9	1
399	и могут	1	1
400	к этому	2	1
401	там где	6	1
402	вся эта	1	1
403	в то	4	1
404	и только	4	1
405	в субъективном	1	1
406	ли он	1	1
407	является только	1	1
408	этой области	2	1
409	именно эта	1	1
410	это направление	1	1
411	уже чисто	1	1
412	и следовательно	1	1
413	но это	3	1
414	независимо от	13	1
415	зрения с	1	1
416	и для	11	1
417	есть то	1	1
418	природой и	1	1
419	с ее	1	1
420	не что	1	1
421	и это	3	1
422	точка зрения	3	1
423	сказать несколько	1	1
424	все время	1	1
425	нет в	1	1
426	и если	1	1
427	не принимает	1	1
428	должен быть	2	1
429	и его	16	1
430	и особенно	1	1
431	в первых	1	1
432	и становится	7	1
433	вовсе не	2	1
434	мере в	1	1
435	во внутреннем	1	1
436	от соответствующих	1	1
437	о том	4	1
438	сих пор	1	1
439	есть не	2	1
440	и вообще	2	1
441	только таким	1	1
442	иное как	1	1
443	наконец все	1	1
444	к другому	1	1
445	но конечно	4	1
446	человека и	1	1
447	к нему	10	1
448	никогда не	5	1
449	той или	2	1
450	исходным пунктом	1	1
451	на них	3	1
452	могли быть	1	1
453	свое время	1	1
