N	3gram	Losev_Dial	Psycholo
199	он как бы	1	2
200	а следовательно и	1	2
201	такой же мере	1	2
202	не в этом	1	2
203	д и т	7	2
204	дело не в	1	2
205	а то что	1	2
206	когда мы говорим	1	2
207	она не может	1	2
208	что в них	1	2
209	тем что его	1	2
210	так или иначе	2	2
211	все время перед	1	2
212	но при этом	1	2
213	в каком случае	2	2
214	но может быть	1	2
215	если скажем что	1	2
216	мы находимся в	1	2
217	имеет место в	1	2
218	и при помощи	1	2
219	есть одна из	1	2
220	и все прочие	1	2
221	что с точки	2	2
222	это значит что	25	2
223	в одном из	1	2
224	что все решительно	2	2
225	по самой своей	1	2
226	мы имеем дело	1	2
227	в связи с	3	2
228	невозможно потому что	1	2
229	т д и	8	2
230	и тем не	2	2
231	т д все	1	2
232	той или иной	2	2
233	вместе с ним	1	2
234	по крайней мере	10	2
235	что это только	1	2
236	в чем же	2	2
237	и в особенности	1	2
238	может быть в	1	2
239	потому что мы	2	2
240	что он должен	1	2
241	мы вовсе не	1	2
242	несмотря на свою	1	2
243	как и все	5	2
244	что он просто	1	2
245	и все его	1	2
246	жизни и смерти	1	2
247	мы имеем в	1	2
248	было бы и	1	2
249	не зависит от	1	2
250	том что они	1	2
251	искусство может быть	1	2
252	во всем этом	1	2
253	и как это	1	2
254	в одинаковой мере	3	2
255	может и не	1	2
256	новой точки зрения	1	2
257	была бы совершенно	1	2
258	то что с	1	2
259	должно было бы	1	2
260	только сказать что	1	2
261	лишь тогда когда	1	2
262	но они не	2	2
263	может быть только	1	2
264	в такой же	1	2
265	самой своей природе	1	2
266	том же самом	1	2
267	то чего не	1	2
268	тех или иных	2	2
269	они утверждают что	1	2
270	не только о	3	2
271	есть не что	3	2
272	то ни было	1	2
273	если это так	1	2
274	и что оно	1	2
275	не может не	3	2
276	с и вот	1	2
277	на первый план	4	2
278	так как все	2	2
279	не мог бы	1	2
280	то что было	1	2
281	о ней не	1	2
282	к нему и	1	2
283	если так то	3	2
284	а не ее	1	2
285	равно как и	2	2
286	что мы воспринимаем	2	2
287	мы находим в	1	2
288	эти два плана	1	2
289	как бы говорит	1	2
290	в ней и	1	2
291	в разные эпохи	1	2
292	не больше чем	2	2
293	искать не в	1	2
294	поскольку речь идет	1	2
295	но никак не	1	2
296	мы приходим к	1	2
297	должны признать что	1	2
298	если принять во	1	2
299	хотя и не	2	2
300	того что она	2	2
301	и что даже	1	2
302	что ни один	1	2
303	и что только	1	2
304	именно в этом	1	2
305	самое что и	1	2
306	имеем в виду	1	2
307	как одна из	1	2
308	и именно в	1	2
309	и при этом	2	2
310	превращает их в	1	2
311	тому что она	1	2
312	в таком виде	1	2
313	ошибемся если скажем	1	2
314	о чувстве и	1	2
315	если мы будем	1	2
316	то что так	1	1
317	отношение как к	1	1
318	представления о законах	1	1
319	но то что	2	1
320	даже тогда когда	1	1
321	еще целый ряд	1	1
322	видим что именно	1	1
323	это как бы	1	1
324	оно отличается от	1	1
325	только одна из	1	1
326	в чем не	1	1
327	ясно что он	1	1
328	не менее чем	1	1
329	и у меня	1	1
330	самому существу своему	1	1
331	каком случае нельзя	1	1
332	от тех или	1	1
333	есть не только	3	1
334	ни в каких	1	1
335	все той же	1	1
336	что на нем	1	1
337	он не в	1	1
338	котором я говорил	1	1
339	может быть иной	1	1
340	в коем случае	4	1
341	но если вы	1	1
342	из этих трех	1	1
343	чем именно заключается	1	1
344	мы еще не	1	1
345	это не есть	3	1
346	крайней мере в	3	1
347	в совершенно одинаковой	1	1
348	вполне совпадает с	1	1
349	указывает только на	1	1
350	как мы уже	1	1
351	если бы я	1	1
352	дело вовсе не	1	1
353	и жизни и	1	1
354	того на что	1	1
355	только в силу	1	1
356	никогда и не	1	1
357	что это вовсе	1	1
358	в особенности же	1	1
359	одним то другим	1	1
360	по своему существу	1	1
361	совершенно одинакова везде	1	1
362	который не может	1	1
363	но только в	1	1
364	все что угодно	1	1
365	оно превращается в	1	1
366	это и значит	1	1
367	смысл и свое	1	1
368	надо искать не	1	1
369	но даже о	1	1
370	заметить что это	1	1
371	он исходит из	1	1
372	не забудем что	1	1
373	точки зрения в	2	1
374	необходимо должно быть	1	1
375	в ней не	1	1
376	то ясно что	3	1
377	не только на	1	1
378	с этой стороны	1	1
379	духа и т	1	1
380	одна из форм	1	1
381	хотя бы только	2	1
382	они тоже суть	1	1
383	ничего по существу	1	1
384	и говорить о	1	1
385	об одной и	1	1
386	оно есть нечто	1	1
387	после этого в	1	1
388	так никогда не	1	1
389	таким образом ни	1	1
390	то это значит	4	1
391	ни другого ни	1	1
392	но это не	2	1
393	в чем заключается	2	1
394	мы показали что	1	1
395	уже о том	3	1
396	необходимо не только	1	1
397	же сколько и	1	1
398	того что он	4	1
399	она еще не	2	1
400	что же тогда	1	1
401	но это значит	2	1
402	то что именно	1	1
403	я хочу сказать	1	1
404	т д спрашивается	1	1
405	ней и в	1	1
406	есть не более	1	1
407	при всем этом	1	1
408	что обе эти	1	1
409	сказать что она	1	1
410	вслед за ним	1	1
411	заключается вовсе не	1	1
412	с тем ни	1	1
413	и к ней	1	1
414	получится если мы	1	1
415	так что если	2	1
416	и во всяком	1	1
417	потому что каждый	1	1
418	ни на какую	1	1
419	угодно но только	1	1
420	на этом последнем	1	1
421	ни о каких	1	1
422	в этом заключается	1	1
423	только в обществе	1	1
424	он исходит как	1	1
425	мы скажем что	1	1
426	это так то	1	1
427	он пришел к	1	1
428	и все решительно	1	1
429	значит что его	1	1
430	характера и что	1	1
431	в данный момент	2	1
432	точки зрения можно	1	1
433	как это было	1	1
434	может быть даже	1	1
435	и без всякого	1	1
436	ясно что это	2	1
437	в них же	1	1
438	ни в коем	4	1
439	относится только к	1	1
440	например хотя бы	1	1
441	потому что его	2	1
442	и в чем	3	1
443	одному тому что	3	1
444	другой стороны в	1	1
445	в нас самих	1	1
446	связи с этим	1	1
447	событий а не	2	1
448	независимо от того	1	1
449	при всем резком	1	1
450	зависит от того	1	1
451	мы не в	1	1
452	мы не ошибемся	1	1
453	мы будем говорить	1	1
454	уже не может	1	1
455	ни на одной	1	1
456	со всех сторон	1	1
457	то что является	1	1
458	сейчас же мы	1	1
459	данном случае в	1	1
460	смысла но об	1	1
461	у нее нет	1	1
462	у нас есть	1	1
463	что мы имеем	1	1
464	включает в себя	1	1
465	вовсе не есть	5	1
466	что я вижу	1	1
467	мы только что	1	1
468	что взгляд на	1	1
469	так же нельзя	1	1
470	и не меньше	1	1
471	отсюда ясно что	1	1
472	может быть отнесена	1	1
473	мало того что	1	1
474	что для нас	1	1
475	на тему о	1	1
476	которые могут быть	1	1
477	во всей его	1	1
478	он и не	1	1
479	у нас не	1	1
480	все еще продолжает	1	1
481	мы уже заранее	1	1
482	не говорится и	1	1
483	в этом вопросе	1	1
484	мы сказали что	1	1
485	так же невозможно	2	1
486	уже на этом	1	1
487	есть по преимуществу	1	1
488	время как для	1	1
489	та или иная	3	1
490	лежащее в основе	1	1
491	бы только в	1	1
492	коем случае не	4	1
493	но как только	1	1
494	на котором она	1	1
495	из которых каждый	1	1
496	это относится только	1	1
497	ни в чем	2	1
498	который заложен в	1	1
499	должны быть так	1	1
500	что это относится	1	1
501	между собою для	1	1
502	быть иной раз	1	1
503	в вопросе о	2	1
504	вот как он	1	1
505	как раз на	1	1
506	как именно это	1	1
507	том что все	1	1
508	и даже не	2	1
509	тогда когда она	1	1
510	его содержания и	1	1
511	могут и не	1	1
512	прекрасно показал как	1	1
513	искусства ни в	1	1
514	как и вообще	1	1
515	ни о какой	1	1
516	или в другой	1	1
517	ясно что с	1	1
518	и в таком	1	1
519	что оно не	1	1
520	в основе всякого	1	1
521	в самом существенном	1	1
522	того или другого	3	1
523	можно прямо сказать	1	1
524	ли он в	1	1
525	и в сердце	1	1
526	и что можно	1	1
527	так что в	2	1
528	как равно и	1	1
529	и независимо от	1	1
530	что отнюдь не	2	1
531	и должен быть	1	1
532	но я не	1	1
533	с которой он	1	1
534	это не может	1	1
535	она не есть	5	1
536	во что бы	1	1
537	в своем существе	1	1
538	трех измерений и	1	1
539	я говорю о	2	1
540	до некоторой степени	1	1
541	и есть то	1	1
542	а кроме того	1	1
543	не ошибемся если	1	1
544	к природе как	2	1
545	по себе совершенно	2	1
546	если иметь в	2	1
547	же раз все	1	1
548	мы воспринимаем не	1	1
549	говорить не только	1	1
550	все остальное есть	2	1
551	что он сам	1	1
552	в глубине души	1	1
553	на точку зрения	1	1
554	что это такое?	1	1
555	на что способно	1	1
556	больше чем в	1	1
557	что на все	1	1
558	самом деле что	2	1
559	имеет никакого отношения	3	1
560	как и всякая	1	1
561	мы всегда можем	1	1
562	и прежде всего	6	1
563	и в то	2	1
564	по природе своей	1	1
565	и это что-то	1	1
566	себе ни малейшего	1	1
567	это и можно	1	1
568	а стало быть	1	1
569	в нем не	2	1
570	деле есть не	1	1
571	далеко еще не	1	1
572	она есть по	1	1
573	и даже о	1	1
574	и в основе	1	1
575	по себе вне	2	1
576	сам не может	2	1
577	потому что здесь	2	1
578	также и у	1	1
579	во всем ее	1	1
580	к чему не	1	1
581	состояния в другое	1	1
582	которые сами по	1	1
583	время как на	1	1
584	такое же чувство	1	1
585	могут быть в	1	1
586	мы пришли к	1	1
587	то ни стало	1	1
588	как это и	1	1
589	ни от кого	1	1
590	то одним то	1	1
591	но прежде всего	1	1
592	по себе есть	1	1
593	на одной из	1	1
594	и мы не	1	1
595	когда говорил что	1	1
596	ясным что если	1	1
597	это есть то	2	1
598	а вместе с	1	1
599	во всем его	1	1
600	форму и показать	1	1
601	время перед нами	1	1
602	ни к чему	1	1
603	утверждать что эта	1	1
604	уже заранее знаем	1	1
605	только при условии	1	1
606	как раз из	1	1
607	в свое время	1	1
608	ту или иную	1	1
609	в область истории	1	1
610	и не в	1	1
611	только на одну	1	1
612	знали что он	1	1
613	ни на что	1	1
614	в истории мы	2	1
615	это потому что	1	1
616	одна из самых	2	1
617	быть так или	1	1
618	если только она	1	1
619	думается что это	1	1
620	что бы то	1	1
621	если бы было	1	1
622	и которая в	1	1
623	исключительно с точки	1	1
624	что она и	1	1
625	сказать что нет	1	1
626	иное как именно	1	1
627	быть отнесены и	1	1
628	те которые устанавливает	1	1
629	как я уже	1	1
630	к себе отношение	1	1
631	на что не	1	1
632	мы отнюдь не	2	1
633	и показывает что	1	1
634	в виду конечно	1	1
635	по одному тому	3	1
636	не имеет с	1	1
637	в противоположность этому	1	1
638	и что этот	1	1
639	не то же	2	1
640	точки зрения она	1	1
641	никакого отношения к	3	1
642	и вообще не	1	1
643	есть прежде всего	4	1
644	и можно сказать	1	1
645	другого ни третьего	1	1
646	не содержится в	1	1
647	и не надо	2	1
648	не более как	1	1
649	самом деле есть	1	1
650	представить себе что	1	1
651	не меньше чем	1	1
652	но только не	1	1
653	может существовать вне	1	1
654	все равно что	1	1
655	т д при	1	1
656	в чем именно	1	1
657	он был бы	1	1
658	в таком же	1	1
659	то что они	1	1
660	и не только	5	1
661	свой смысл и	1	1
662	но потому что	1	1
