N	2gram	Trubetskoy	Vladivir
266	к своему	1	6
267	по своему	5	6
268	по его	2	6
269	не говоря	1	6
270	жизнь и	3	6
271	ко всему	2	6
272	тем более	3	6
273	отличие от	3	6
274	само собой	1	6
275	в жизни	3	6
276	от того	3	6
277	такой же	2	6
278	и наконец	3	6
279	что на	2	6
280	есть не	1	6
281	говоря уже	1	5
282	тех кто	5	5
283	еще более	1	5
284	и до	3	5
285	на эту	1	5
286	но мы	1	5
287	вопрос о	3	5
288	не вполне	3	5
289	как на	6	5
290	и еще	1	5
291	без всякого	1	5
292	быть в	1	5
293	из них	5	5
294	вся эта	1	5
295	бы то	3	5
296	что они	2	5
297	во всех	10	5
298	что у	2	5
299	а наоборот	3	5
300	а и	8	5
301	то ни	4	5
302	и весьма	1	5
303	и тем	1	5
304	и глубоко	1	5
305	он в	1	5
306	можно только	1	5
307	в частности	2	5
308	один из	1	5
309	сводится к	2	5
310	все то	2	5
311	и так	2	5
312	жизни в	1	5
313	нет ничего	1	5
314	в свою	2	5
315	заметить что	1	5
316	начиная с	1	5
317	что я	1	5
318	только при	2	5
319	друг друга	2	5
320	что с	6	5
321	ее в	1	5
322	со своим	1	5
323	как нечто	1	5
324	в их	4	5
325	мы находим	1	5
326	этого не	1	5
327	а то	1	5
328	и без	5	5
329	на все	5	5
330	со своей	2	5
331	только к	1	5
332	с самого	1	5
333	эти последние	2	5
334	она не	2	5
335	далеко не	5	5
336	только то	2	5
337	и часто	1	5
338	в области	4	5
339	и только	2	5
340	которой мы	2	5
341	не к	1	5
342	с которыми	2	4
343	и другие	1	4
344	заметим что	2	4
345	только что	3	4
346	которые не	3	4
347	вообще говоря	1	4
348	все дело	2	4
349	представление о	3	4
350	их в	2	4
351	не имели	1	4
352	относиться к	1	4
353	о которых	7	4
354	но этот	1	4
355	уже о	1	4
356	об отношении	1	4
357	уже и	3	4
358	пока еще	1	4
359	наряду с	1	4
360	том чтобы	2	4
361	с большим	1	4
362	крайней мере	1	4
363	не то	3	4
364	и весь	2	4
365	только не	2	4
366	с одной	3	4
367	время в	1	4
368	на этих	1	4
369	и нужно	1	4
370	мы можем	6	4
371	нет и	1	4
372	или не	1	4
373	но для	2	4
374	и всю	1	4
375	ясно что	8	4
376	больше всего	1	4
377	всех своих	1	4
378	на этом	2	4
379	в духе	1	4
380	кажется что	1	4
381	в тех	3	4
382	очень мало	2	4
383	я в	2	4
384	оба они	1	4
385	и гораздо	1	4
386	для тех	1	4
387	независимо от	2	4
388	не так	4	4
389	как с	1	4
390	и сейчас	4	4
391	с и	1	4
392	которых мы	4	4
393	в сущности	2	4
394	о которой	2	4
395	не могут	4	4
396	с ней	1	4
397	заключается в	3	4
398	есть нечто	1	4
399	и просто	1	4
400	себя и	2	4
401	всей своей	1	4
402	ведь если	1	4
403	по крайней	1	4
404	перед нами	1	4
405	только одно	3	4
406	но тут	1	4
407	это и	1	4
408	совершенно не	4	4
409	и более	2	4
410	тех же	2	4
411	вполне понятно	1	4
412	с которой	1	4
413	лишь в	5	4
414	знаем что	8	4
415	со своими	2	4
416	только с	1	4
417	у них	6	4
418	как к	5	4
419	в более	1	4
420	после этого	1	4
421	тем самым	3	4
422	всех этих	4	4
423	бы на	1	4
424	к а	1	4
425	как у	3	4
426	на самом	7	4
427	но с	2	4
428	больше чем	1	4
429	этом не	1	4
430	раз навсегда	1	4
431	в такой	4	4
432	вопросе о	2	4
433	уже сказали	1	4
434	это конечно	2	4
435	в науке	1	4
436	одной стороны	2	4
437	оказывается что	5	4
438	можно найти	1	4
439	же самое	1	4
440	и других	3	4
441	так в	1	4
442	и эта	1	4
443	выше всех	1	4
444	иное как	1	4
445	от него	3	3
446	все что	10	3
447	самого себя	4	3
448	к такому	2	3
449	очень много	3	3
450	некоторой степени	1	3
451	в разных	3	3
452	строго говоря	1	3
453	из многочисленных	1	3
454	во имя	3	3
455	что по	3	3
456	но когда	1	3
457	роль в	1	3
458	отличается от	6	3
459	эти мысли	3	3
460	в другом	2	3
461	во многих	1	3
462	самого начала	1	3
463	свою очередь	2	3
464	находится в	1	3
465	из трех	1	3
466	на котором	1	3
467	не будут	2	3
468	к этим	1	3
469	гораздо более	2	3
470	но из	1	3
471	в состоянии	5	3
472	мало и	1	3
473	тогда и	1	3
474	то для	1	3
475	это обстоятельство	2	3
476	в тот	1	3
477	и кажется	1	3
478	к жизни	1	3
479	и всякой	1	3
480	а за	1	3
481	будто бы	1	3
482	одним из	4	3
483	я и	1	3
484	между ними	2	3
485	по одному	3	3
486	же как	3	3
487	на земле	3	3
488	в мире	6	3
489	следовательно и	2	3
490	в сторону	3	3
491	что их	3	3
492	бы в	3	3
493	но тогда	3	3
494	близкий к	1	3
495	одно и	1	3
496	не были	1	3
497	не могла	1	3
498	иметь в	1	3
499	и хотя	1	3
500	в семье	1	3
501	и выше	1	3
502	как известно	3	3
503	возможно что	1	3
504	в силу	7	3
505	его к	1	3
506	и ее	2	3
507	от нее	2	3
508	него только	1	3
509	на почве	3	3
510	с такой	1	3
511	и при	6	3
512	была бы	1	3
513	что несмотря	2	3
514	том и	2	3
515	самом деле	12	3
516	выше всякой	2	3
517	о своей	1	3
518	если это	2	3
519	как о	1	3
520	с ними	2	3
521	в которых	2	3
522	надо считать	1	3
523	была у	1	3
524	мыслей и	1	3
525	сейчас же	3	3
526	этому поводу	1	3
527	всему этому	3	3
528	бы с	1	3
529	с нами	1	3
530	в свет	2	3
531	него с	2	3
532	видели выше	1	3
533	общего с	2	3
534	это делает	1	3
535	этой области	4	3
536	что такое	1	3
537	на вопрос	4	3
538	ее на	1	3
539	сам он	1	3
540	того как	1	3
541	том числе	1	3
542	ни на	1	3
543	без всяких	1	3
544	а если	1	3
545	более что	1	3
546	последнее время	1	3
547	и самого	1	3
548	быть и	5	3
549	нечего и	3	3
550	к тем	2	3
551	это была	1	3
552	говоря о	1	3
553	этот факт	1	3
554	к которой	3	3
555	на всю	1	3
556	мы сказали	4	3
557	бы он	1	3
558	как будто	5	3
559	том случае	4	3
560	тех пор	2	3
561	ввиду того	1	2
562	для всех	1	2
563	на эти	1	2
564	ясной и	2	2
565	я этого	1	2
566	случае мы	1	2
567	эта идея	1	2
568	раннем детстве	2	2
569	и говорить	3	2
570	потому не	1	2
571	ярко выраженной	1	2
572	а есть	1	2
573	то не	1	2
574	на такой	2	2
575	очень быстро	1	2
576	если он	2	2
577	например в	1	2
578	и другим	1	2
579	всю эту	1	2
580	только для	1	2
581	них мы	1	2
582	же после	1	2
583	почти все	2	2
584	что оба	2	2
585	у обоих	3	2
586	и того	3	2
587	ответить на	2	2
588	на этой	3	2
589	при условии	2	2
590	и третий	1	2
591	в англию	2	2
592	в себя	2	2
593	говорить о	2	2
594	на пути	1	2
595	приходит к	1	2
596	и была	1	2
597	к нашим	1	2
598	и те	2	2
599	можно ли	2	2
600	в вопросе	2	2
601	точке зрения	1	2
602	единство и	1	2
603	именно его	1	2
604	о тех	1	2
605	однако эти	1	2
606	таких условиях	2	2
607	же они	1	2
608	значит и	1	2
609	та часть	1	2
610	у а	1	2
611	без того	4	2
612	на более	2	2
613	во всей	2	2
614	одна из	2	2
615	именно с	1	2
616	который у	1	2
617	в европе	6	2
618	каким был	1	2
619	бы это	1	2
620	с ее	2	2
621	но так	2	2
622	всякий кто	1	2
623	жизни с	1	2
624	все в	2	2
625	для той	1	2
626	которой я	1	2
627	есть ничто	1	2
628	собой и	1	2
629	на том	2	2
630	но еще	1	2
631	к истине	1	2
632	в ее	1	2
633	чем у	8	2
634	и сама	1	2
635	тем больше	1	2
636	во внимание	2	2
637	вещи не	1	2
638	без влияния	1	2
639	в материальной	1	2
640	совсем в	1	2
641	конечно на	1	2
642	обстоятельство что	1	2
643	рядом с	1	2
644	и перед	1	2
645	и надо	1	2
646	от этого	1	2
647	на себе	2	2
648	сих пор	15	2
649	истинный смысл	1	2
650	и которую	1	2
651	ведь в	1	2
652	свою книгу	1	2
653	к такой	1	2
654	должны быть	3	2
655	что эта	4	2
656	не приходится	1	2
657	совершенно так	4	2
658	а следовательно	2	2
659	тем и	1	2
660	истории и	1	2
661	этого нужно	1	2
662	жизни причем	1	2
663	к первому	1	2
664	однако в	1	2
665	что во	1	2
666	этот путь	1	2
667	что только	3	2
668	образом в	3	2
669	о высшем	1	2
670	если они	1	2
671	те кто	1	2
672	за себя	1	2
673	своего развития	1	2
674	имеет свою	1	2
675	и может	3	2
676	до сих	15	2
677	та же	4	2
678	за ним	1	2
679	и свою	1	2
680	если в	1	2
681	должна быть	6	2
682	тогда когда	3	2
683	которая по	1	2
684	уже знаем	1	2
685	до некоторой	1	2
686	целого ряда	1	2
687	по адресу	1	2
688	в другой	1	2
689	из которых	4	2
690	пор не	5	2
691	с каждым	1	2
692	разобраться в	2	2
693	однако он	1	2
694	то с	2	2
695	под этими	1	2
696	только еще	1	2
697	поэтому и	1	2
698	на месте	2	2
699	здесь дело	1	2
700	можно назвать	3	2
701	как не	2	2
702	в одно	2	2
703	с такими	1	2
704	и затем	1	2
705	может не	3	2
706	у одного	1	2
707	о котором	7	2
708	знает что	1	2
709	на их	1	2
710	подходить к	1	2
711	к той	2	2
712	русской истории	1	2
713	все они	6	2
714	не является	1	2
715	в основе	2	2
716	близости к	1	2
717	и заключается	1	2
718	это все	1	2
719	и поэтому	2	2
720	а может	1	2
721	но лишь	1	2
722	может только	1	2
723	и уже	2	2
724	развития и	1	2
725	только тогда	2	2
726	народа и	1	2
727	не потому	2	2
728	к делу	1	2
729	что такая	1	2
730	еще один	1	2
731	потому и	2	2
732	он все	2	2
733	ни было	3	2
734	но именно	1	2
735	в глазах	2	2
736	этого слова	2	2
737	это просто	1	2
738	или о	1	2
739	же он	1	2
740	в самой	2	2
741	нее и	1	2
742	у в	2	2
743	они были	1	2
744	из этой	2	2
745	судя по	1	2
746	этом случае	4	2
747	стоит на	1	2
748	многих других	2	2
749	они не	2	2
750	сказали выше	2	2
751	эта не	1	2
752	и пр	1	2
753	что каждый	1	2
754	же не	3	2
755	и постоянно	1	2
756	с другими	1	2
757	что ни	1	2
758	когда оно	1	2
759	самые разнообразные	1	2
760	признаки и	1	2
761	не подлежит	3	2
762	виде в	1	2
763	но по	3	2
764	язык и	1	2
765	состоянии в	1	2
766	идеи и	1	2
767	а так	1	2
768	этих двух	2	2
769	что эти	2	2
770	к одному	1	2
771	выходит что	1	2
772	за то	1	2
773	при таких	2	2
774	до тех	2	2
775	она должна	1	2
776	на свои	1	2
777	случае если	5	2
778	не могу	1	2
779	на ступени	1	2
780	а из	1	2
781	не по	1	2
782	с виду	1	2
783	просто не	1	2
784	вполне ясно	1	2
785	невозможно но	2	2
786	то обстоятельство	1	2
787	и их	5	2
788	его всегда	1	2
789	в нашей	1	2
790	веры в	2	2
791	и жизни	1	2
792	но вместе	2	2
793	этом и	1	2
794	в высшей	2	2
795	может показаться	1	2
796	эту мысль	1	2
797	только после	1	2
798	если она	1	2
799	этому вопросу	1	2
800	дальше в	1	2
801	некоторые черты	1	2
802	науки о	1	1
803	для самого	2	1
804	своей вежливости	1	1
805	к сожалению	1	1
806	более высокой	1	1
807	мире а	1	1
808	этого необходимо	1	1
809	на мою	1	1
810	рассказ о	1	1
811	и самому	1	1
812	положение дела	1	1
813	за исключением	1	1
814	по всему	1	1
815	будет не	1	1
816	а у	1	1
817	человечества это	1	1
818	является большим	1	1
819	объяснения его	1	1
820	в пользу	5	1
821	и единственным	1	1
822	своей истории	1	1
823	общения с	1	1
824	на нас	3	1
825	а потому	5	1
826	одному из	1	1
827	не являются	1	1
828	далее в	1	1
829	касается до	8	1
830	образом и	2	1
831	от этих	1	1
832	в правильности	1	1
833	быть может	1	1
834	противоречие с	1	1
835	однако при	2	1
836	мыслится как	1	1
837	по пути	1	1
838	имелись в	1	1
839	на которых	1	1
840	элементы в	1	1
841	психологии а	1	1
842	его никто	1	1
843	из нее	2	1
844	теперь мы	2	1
845	мысль о	1	1
846	зато в	1	1
847	психология в	1	1
848	у людей	1	1
849	иначе как	1	1
850	по терминологии	1	1
851	почти ничего	2	1
852	тут уже	1	1
853	из всего	1	1
854	в стремлении	1	1
855	деле ведь	1	1
856	их лишь	1	1
857	самого понятия	1	1
858	вся его	2	1
859	эти черты	2	1
860	короткое время	1	1
861	в корне	1	1
862	без которого	1	1
863	сомнения и	1	1
864	образом этот	1	1
865	но неужели	1	1
866	другом месте	1	1
867	попасть в	1	1
868	совместной работы	1	1
869	он есть	1	1
870	этой стороны	1	1
871	отсюда вытекает	1	1
872	есть начало	3	1
873	и развитию	1	1
874	разные стороны	1	1
875	сделать из	1	1
876	тогда как	6	1
877	жизни к	1	1
878	гораздо больше	3	1
879	все их	1	1
880	людей которые	1	1
881	всю целиком	1	1
882	они обыкновенно	1	1
883	затруднения в	1	1
884	перестает быть	1	1
885	нами выше	1	1
886	и отчасти	1	1
887	этой психологии	2	1
888	развития то	1	1
889	дело заключается	1	1
890	стороны но	1	1
891	по тем	2	1
892	тут надо	1	1
893	одно целое	1	1
894	дело только	1	1
895	силы и	1	1
896	считает себя	2	1
897	и потребностям	1	1
898	своих знакомых	1	1
899	дела надо	1	1
900	поэтому если	1	1
901	его собственной	5	1
902	мы занимаемся	1	1
903	с ярко	1	1
904	а после	1	1
905	из себя	10	1
906	они являются	1	1
907	и той	1	1
908	одной и	2	1
909	сильно и	1	1
910	н с	1	1
911	общей у	1	1
912	между двумя	5	1
913	когда она	1	1
914	мы все	2	1
915	на которые	1	1
916	о них	2	1
917	борьбе с	1	1
918	забудем что	1	1
919	в различных	1	1
920	связь между	1	1
921	а таких	1	1
922	а между	8	1
923	по отношению	11	1
924	для своей	1	1
925	жизни он	1	1
926	в прошлом	1	1
927	на миг	1	1
928	к ним	2	1
929	является конечно	1	1
930	с такою	1	1
931	тождественно с	1	1
932	из всех	5	1
933	необходимо сделать	1	1
934	для ее	1	1
935	а сам	1	1
936	выше есть	1	1
937	уму и	1	1
938	к которому	1	1
939	следует что	2	1
940	силу всех	1	1
941	не поймет	1	1
942	у животных	1	1
943	оно представляет	1	1
944	что именно	1	1
945	элементы которые	1	1
946	над вторым	1	1
947	если эта	1	1
948	от них	2	1
949	не внешним	1	1
950	лишь при	6	1
951	не имело	1	1
952	постановкой вопроса	1	1
953	своих собеседников	1	1
954	психологии в	2	1
955	и мало	1	1
956	считать его	2	1
957	высокой ступени	1	1
958	тоже весьма	1	1
959	не делал	1	1
960	чуждой для	1	1
961	и греческой	1	1
962	всего в	1	1
963	а настоящее	1	1
964	ближе к	3	1
965	представить себе	2	1
966	не происходит	1	1
967	открытие в	1	1
968	отнесся к	1	1
969	видели что	1	1
970	мы видим	1	1
971	то очевидно	3	1
972	все его	2	1
973	никакого сомнения	1	1
974	мыслим и	1	1
975	и среди	1	1
976	трудно как	1	1
977	с известным	1	1
978	он тоже	2	1
979	работой в	1	1
980	еще больше	3	1
981	не тем	1	1
982	элементов и	1	1
983	я вынес	1	1
984	с тех	1	1
985	что при	7	1
986	основных понятий	1	1
987	каждом шагу	1	1
988	при чем	6	1
989	многих отношениях	1	1
990	и будет	2	1
991	одно из	3	1
992	это слово	1	1
993	коренным образом	3	1
994	этими двумя	2	1
995	с европой	1	1
996	что между	1	1
997	совершенно ясно	2	1
998	в самые	1	1
999	распространяется на	1	1
1000	как объяснить	1	1
1001	в общей	2	1
1002	в разные	1	1
1003	такая оценка	1	1
1004	борьбы с	2	1
1005	они кажутся	1	1
1006	человечество и	1	1
1007	культура не	2	1
1008	что за	2	1
1009	борьба эта	1	1
1010	все у	1	1
1011	необходимы для	1	1
1012	вследствие отсутствия	1	1
1013	его семья	1	1
1014	успех у	1	1
1015	очевидно что	3	1
1016	помимо этого	1	1
1017	между этими	2	1
1018	факт не	1	1
1019	этом последнем	1	1
1020	я совершенно	1	1
1021	этой религии	1	1
1022	он вместе	1	1
1023	себя как	1	1
1024	долго и	1	1
1025	а эта	1	1
1026	если я	1	1
1027	благодаря тому	1	1
1028	и следовательно	1	1
1029	веру в	1	1
1030	что как	4	1
1031	в других	1	1
1032	вопрос что	1	1
1033	всех народов	2	1
1034	а для	2	1
1035	вопроса о	1	1
1036	а потом	1	1
1037	с к	1	1
1038	просто нет	1	1
1039	последнем случае	1	1
1040	остается в	1	1
1041	в каждом	1	1
1042	смысл и	1	1
1043	и ко	1	1
1044	исторические основания	1	1
1045	и понимает	1	1
1046	в целях	1	1
1047	ли это	1	1
1048	весьма многих	1	1
1049	мы говорили	8	1
1050	многих из	1	1
1051	в раннем	1	1
1052	животных что	1	1
1053	является только	1	1
1054	эти слова	1	1
1055	современности но	1	1
1056	зрения в	1	1
1057	этой точки	1	1
1058	которое к	1	1
1059	ту же	2	1
1060	имели никакого	1	1
1061	близкими к	1	1
1062	что вопрос	1	1
1063	современности и	1	1
1064	как сам	1	1
1065	на нем	1	1
1066	надо сказать	1	1
1067	принимать все	1	1
1068	если же	3	1
1069	за ними	3	1
1070	себе на	1	1
1071	все те	1	1
1072	такого что	1	1
1073	если все	1	1
1074	в истинном	1	1
1075	с общим	2	1
1076	кроме этих	1	1
1077	они расположены	1	1
1078	этот вопрос	2	1
1079	уже одно	1	1
1080	субъективный и	1	1
1081	которого в	2	1
1082	которого немыслим	1	1
1083	если теперь	1	1
1084	того кто	1	1
1085	за нею	1	1
1086	как эта	1	1
1087	отрицательным в	1	1
1088	так называемого	5	1
1089	основанное на	1	1
1090	которую в	1	1
1091	друг другу	1	1
1092	существует в	1	1
1093	в общих	1	1
1094	то ведь	1	1
1095	в университет	1	1
1096	весь свой	1	1
1097	столь же	5	1
1098	необходимо чтобы	1	1
1099	среди своих	1	1
1100	деле это	1	1
1101	и непонятной	1	1
1102	которое на	1	1
1103	человечество в	1	1
1104	общение между	1	1
1105	различать два	1	1
1106	под общим	1	1
1107	не отметить	1	1
1108	своему быту	2	1
1109	есть следствие	1	1
1110	а как	1	1
1111	линии но	1	1
1112	в отдалении	1	1
1113	кто знает	1	1
1114	еще менее	1	1
1115	себе как	1	1
1116	объединить в	1	1
1117	в один	2	1
1118	конечно у	1	1
1119	которого она	1	1
1120	раньше чем	1	1
1121	бы человечество	1	1
1122	себя довольно	1	1
1123	что до	2	1
1124	точке а	2	1
1125	от самого	1	1
1126	теперь они	1	1
1127	потому чтобы	1	1
1128	во втором	2	1
1129	господствовать над	1	1
1130	совершенно самостоятельно	1	1
1131	и например	1	1
1132	дальнейшей работе	1	1
1133	материальной и	1	1
1134	и должны	1	1
1135	только те	3	1
1136	друга в	1	1
1137	время я	1	1
1138	его жилах	1	1
1139	поддерживать свою	1	1
1140	же еще	1	1
1141	вообще от	1	1
1142	ним и	1	1
1143	гораздо менее	2	1
1144	оно было	1	1
1145	у другого	1	1
1146	лишь только	5	1
1147	само собою	1	1
1148	человек с	1	1
1149	концов в	1	1
1150	и та	1	1
1151	всегда будут	1	1
1152	не исчерпывается	1	1
1153	от этой	1	1
1154	зависит не	1	1
1155	в человеке	1	1
1156	делает человека	1	1
1157	у столь	1	1
1158	невозможно и	2	1
1159	то им	1	1
1160	до всякого	1	1
1161	всего для	1	1
1162	поэтому что	4	1
1163	не ставит	1	1
1164	же самые	1	1
1165	отличаются от	1	1
1166	всегда в	1	1
1167	в моем	1	1
1168	для большинства	1	1
1169	частью в	1	1
1170	его теории	1	1
1171	своей стороны	1	1
1172	достаточно ясно	1	1
1173	что такой	2	1
1174	взгляды на	1	1
1175	и начало	2	1
1176	приведенных выше	1	1
1177	ничего такого	1	1
1178	военную и	3	1
1179	в процессе	2	1
1180	ничем не	5	1
1181	его сознании	1	1
1182	и такая	1	1
1183	сами ни	1	1
1184	в современной	1	1
1185	состоит из	4	1
1186	много но	1	1
1187	никто не	2	1
1188	правда не	1	1
1189	нужно чтобы	1	1
1190	бы не	1	1
1191	истории все	2	1
1192	ему и	2	1
1193	зависимости от	2	1
1194	тоже будет	1	1
1195	жизни если	1	1
1196	на каждом	2	1
1197	не трудно	1	1
1198	развития человечества	2	1
1199	мы только	1	1
1200	с удивлением	1	1
1201	который и	1	1
1202	и черты	1	1
1203	человечества эта	1	1
1204	общий тон	1	1
1205	с удовольствием	1	1
1206	этих новых	1	1
1207	видим что	1	1
1208	в историю	1	1
1209	и главное	1	1
1210	не считал	1	1
1211	которые однако	1	1
1212	этого общего	1	1
1213	на той	1	1
1214	такие люди	1	1
1215	столкновение с	1	1
1216	того будет	1	1
1217	так чтобы	2	1
1218	только мы	2	1
1219	этой работы	1	1
1220	быть не	1	1
1221	не быть	1	1
1222	в человечестве	1	1
1223	на два	1	1
1224	вызывает в	1	1
1225	весьма часто	2	1
1226	признак и	1	1
1227	что многие	2	1
1228	стоять на	1	1
1229	тоже с	1	1
1230	и европейские	1	1
1231	большей частью	1	1
1232	целый ряд	4	1
1233	мы считаем	1	1
1234	что когда	1	1
1235	каждый из	3	1
1236	на первых	1	1
1237	наука не	1	1
1238	сохраняют и	1	1
1239	состоит в	1	1
1240	похожа на	1	1
1241	национальная культура	1	1
1242	проблемы и	1	1
1243	не забудем	1	1
1244	поездки в	1	1
1245	основан на	1	1
1246	духовным потребностям	1	1
1247	ко всей	1	1
1248	более совершенным	1	1
1249	на исторические	2	1
1250	в состояние	1	1
1251	при котором	1	1
1252	него все	1	1
1253	как тот	2	1
1254	оно стало	1	1
1255	заключающие в	1	1
1256	с нею	1	1
1257	лучше всего	1	1
1258	другое обстоятельство	1	1
1259	отрицательные стороны	1	1
1260	в сознании	7	1
1261	семьи и	3	1
1262	тем этот	1	1
1263	а сразу	1	1
1264	не стоит	2	1
1265	вопрос в	1	1
1266	не свидетельствует	1	1
1267	что среди	1	1
1268	из него	2	1
1269	входящих в	2	1
1270	немыслимы без	1	1
1271	если только	1	1
1272	или вовсе	2	1
1273	не будучи	1	1
1274	пришлось бы	2	1
1275	точку зрения	2	1
1276	собой на	1	1
1277	его можно	1	1
1278	высшей степени	2	1
1279	для россии	1	1
1280	по другим	1	1
1281	дела по	1	1
1282	ли эти	1	1
1283	этих источников	1	1
1284	из отдельных	1	1
1285	то они	4	1
1286	в гораздо	2	1
1287	и многие	1	1
1288	после которого	1	1
1289	ему что	1	1
1290	концу этого	1	1
1291	семья с	1	1
1292	правда весьма	1	1
1293	и прикрытые	1	1
1294	различие между	1	1
1295	не во	1	1
1296	то я	1	1
1297	без разбора	1	1
1298	от общей	1	1
1299	остались без	1	1
1300	все части	1	1
1301	нам приходится	1	1
1302	объективен и	1	1
1303	принципе при	1	1
1304	вникнуть в	1	1
1305	многие из	5	1
