N	3gram	Savitsky_E	Istorich
134	как это мы	1	1
135	при помощи этого	1	1
136	имеет никаких аналогий	1	1
137	более чем в	1	1
138	но в каком	1	1
139	речь идет о	1	1
140	европа и азия	2	1
141	того в какой	1	1
142	только в виде	1	1
143	не имеет никаких	1	1
144	не исключено что	1	1
145	ли он в	1	1
146	близко подходит к	2	1
147	исключено что это	1	1
148	указать на то	1	1
149	можем сказать что	1	1
150	можно рассматривать как	1	1
151	а также и	1	1
152	но и во	1	1
153	все же следует	1	1
154	к ней в	1	1
155	в пределах этого	1	1
156	не только это	1	1
157	то мы увидим	1	1
158	не более как	1	1
159	не есть ли	1	1
160	в этом смысле	3	1
161	связи с этим	1	1
162	несмотря на то	1	1
163	в его руках	1	1
164	это можно утверждать	1	1
165	или иначе говоря	1	1
166	на берегу моря	1	1
167	и в частности	2	1
168	в которых может	1	1
169	как и его	1	1
170	в пределах одного	1	1
171	северной америки в	2	1
172	прибавим от себя	1	1
173	в себе ничего	1	1
174	на земном шаре	2	1
175	также и в	1	1
176	прежде всего в	2	1
177	с течением времени	2	1
178	могут быть установлены	1	1
179	в большей или	1	1
180	как одно из	1	1
181	только в области	1	1
182	есть ли это	1	1
183	во многих других	1	1
184	в себе в	1	1
185	том смысле что	1	1
186	не можем входить	1	1
187	в пределах этих	2	1
188	то или иное	1	1
189	только в пределах	1	1
190	в какой именно	1	1
191	ответить на этот	1	1
192	в этом отношении	3	1
193	в себе не	1	1
194	не имеет значения	1	1
195	в том случае	1	1
196	свою способность к	1	1
197	именно потому что	1	1
198	вслед за тем	2	1
199	мы можем сказать	2	1
200	так и по	1	1
201	к тому или	1	1
202	в этом мире	1	1
203	тех или иных	1	1
204	помнить что в	1	1
205	как нам кажется	5	1
206	что как бы	1	1
207	мы видим как	1	1
208	быть речи о	1	1
209	в стороне от	1	1
210	в их отношении	3	1
211	в последнем случае	1	1
212	то же время	14	1
213	в значительной степени	1	1
214	склонен думать что	1	1
215	при известных условиях	1	1
216	и в этом	4	1
217	тому или иному	2	1
218	во второй половине	2	1
219	того или иного	4	1
220	в кратчайший срок	1	1
221	отнюдь не означает	1	1
222	уже и сейчас	1	1
223	во всем его	1	1
224	так как мы	1	1
225	по большей части	1	1
226	ту или иную	3	1
227	и не в	1	1
228	он не получит	1	1
229	никаких аналогий в	1	1
230	он мог бы	1	1
231	в своем развитии	1	1
232	в то же	15	1
233	того что в	2	1
234	но и эта	1	1
235	не говоря уже	2	1
236	кажется что в	1	1
237	заключается в том	2	1
238	в противном случае	1	1
239	совершенно достаточно чтобы	1	1
240	может быть установлена	1	1
241	и та же	1	1
242	т е во	1	1
243	но в то	2	1
244	встречает на своем	1	1
245	еще далеко не	1	1
246	представление о том	1	1
247	одна и та	1	1
248	следует отметить что	1	1
249	они относятся к	1	1
250	можно думать что	3	1
251	это потому что	1	1
252	как бы то	1	1
253	друг к другу	1	1
