N	3gram	Trubetskoy	Myshleni
216	от того чтобы	1	1
217	совершенно ясно что	1	1
218	вся эта работа	2	1
219	не может ли	1	1
220	в полной мере	1	1
221	во многих случаях	1	1
222	в основе его	1	1
223	к выяснению того	1	1
224	том что только	1	1
225	самому своему существу	1	1
226	каждый данный момент	1	1
227	но мы уже	1	1
228	зависит от того	1	1
229	можно назвать эгоцентрической	1	1
230	речь шла о	1	1
231	место в мире	1	1
232	отнюдь не является	1	1
233	в области внутренней	1	1
234	будет в состоянии	1	1
235	подлежит сомнению и	1	1
236	мы говорили в	2	1
237	лишь тогда когда	1	1
238	том основании что	1	1
239	этом и состоит	1	1
240	но этого мало	1	1
241	является не только	1	1
242	том и в	2	1
243	прежде всего на	1	1
244	живой отклик в	1	1
245	при ближайшем рассмотрении	1	1
246	по крайней мере	1	1
247	ни у кого	1	1
248	те или другие	1	1
249	конечно не по	1	1
250	отличается от того	1	1
251	и материал для	1	1
252	свидетельствуют о том	1	1
253	бы речь шла	2	1
254	смотреть как на	1	1
255	если бы речь	2	1
256	его можно было	1	1
257	входящего в состав	1	1
258	для себя из	1	1
259	уже не на	1	1
260	ни одна из	2	1
261	не просто в	1	1
262	всех этих случаях	1	1
263	необходимо иметь в	1	1
264	самое большее что	1	1
265	как бы ни	1	1
266	на упомянутой выше	1	1
267	с тем чтобы	3	1
268	с самим собой	2	1
269	в этом состоит	1	1
270	это противоречие между	1	1
271	знаем что это	1	1
272	жизни и в	1	1
273	точки зрения этих	1	1
274	то этим самым	1	1
275	но и для	1	1
276	могут быть различны	1	1
277	общей для всех	1	1
278	этой природы в	1	1
279	его лежит не	1	1
280	зрения приводит к	1	1
281	и что его	1	1
282	на том основании	1	1
283	это значило бы	1	1
284	важно то что	1	1
285	двух противоположных учений	1	1
286	чтобы понять что	2	1
287	к ним с	1	1
288	на том же	1	1
289	и более или	1	1
290	то что оно	1	1
291	у разных народов	1	1
292	между собой все	1	1
293	факт что при	1	1
294	отношение человека к	1	1
295	может ли оно	1	1
296	внутренней и внешней	1	1
297	видеть в этой	1	1
298	то в других	1	1
299	сказать только то	1	1
300	было бы показать	1	1
301	но для этого	1	1
302	и в других	1	1
303	в некоторых других	1	1
304	но и от	1	1
305	все три вида	1	1
306	понятиям и формам	1	1
307	может быть достигнуто	1	1
308	несмотря на все	1	1
309	но и к	2	1
310	для нас важно	1	1
311	которой идет речь	1	1
312	которое будет пользоваться	1	1
313	бы друг с	1	1
314	так же и	1	1
315	это потому что	2	1
316	являются общими для	1	1
317	в качестве своей	1	1
318	и в том	2	1
319	подход к вопросу	1	1
320	в каждый данный	1	1
321	естественно что он	1	1
322	и должно быть	1	1
323	в борьбе с	1	1
324	не может иметь	1	1
325	и вот в	1	1
326	не только от	1	1
327	потому что так	1	1
328	жизни в том	1	1
329	последнее время в	1	1
330	что же это	1	1
331	говорить о том	1	1
332	настоящими реальными политиками	1	1
333	что все что	1	1
334	самом деле для	1	1
335	можно сказать только	1	1
336	в начале этой	1	1
337	ли может быть	1	1
338	не идет дальше	1	1
339	с другом и	2	1
340	совершенно иные чем	1	1
341	не подлежит сомнению	1	1
342	и не поддается	1	1
343	образом связаны друг	1	1
344	то это есть	1	1
345	того чтобы их	1	1
346	есть то что	1	1
347	тем что он	1	1
348	и то и	1	1
349	всяком случае не	1	1
350	теснейшим образом связаны	1	1
351	но и обратно	1	1
352	же время в	1	1
353	то это потому	2	1
354	часто соединяется с	1	1
355	надо признать что	2	1
356	сплошь и рядом	1	1
357	сих пор мы	1	1
358	это и есть	1	1
359	о которой идет	1	1
360	к себе и	1	1
361	быть самим собой	4	1
362	ином виде чем	1	1
