N	2gram	Vinokur_Ku	formyVre
249	одной из	1	6
250	все они	1	6
251	мы не	1	6
252	в широком	2	6
253	мы находим	2	6
254	от друга	1	6
255	в эпоху	1	6
256	только и	3	6
257	есть и	1	6
258	в начале	1	6
259	могло быть	1	6
260	есть не	2	6
261	более того	2	6
262	мы и	1	5
263	вообще не	2	5
264	с этой	4	5
265	о чем	2	5
266	одно из	3	5
267	тем что	9	5
268	в своей	4	5
269	в это	3	5
270	понятно что	1	5
271	было и	1	5
272	во все	2	5
273	отсюда и	1	5
274	хотя бы	19	5
275	всем этим	1	5
276	только на	1	5
277	но они	1	5
278	всего этого	1	5
279	что все	6	5
280	по преимуществу	3	5
281	xix века	5	5
282	быть только	3	5
283	как его	1	5
284	человек в	1	5
285	следовательно и	2	5
286	от этого	4	5
287	в смысле	2	5
288	той или	1	5
289	так что	5	5
290	одно и	1	5
291	и является	4	5
292	большое значение	2	5
293	в этой	8	5
294	и от	2	5
295	мы будем	1	5
296	чаще всего	2	5
297	там где	7	5
298	в него	1	5
299	мы встречаем	1	5
300	был бы	4	5
301	что они	5	5
302	не на	4	5
303	конечно и	3	5
304	с ними	6	5
305	далеко не	2	5
306	они не	4	5
307	не имеет	6	5
308	да и	5	5
309	вернемся к	1	5
310	не имеют	3	5
311	но здесь	2	5
312	и уже	2	5
313	ни были	3	5
314	той же	5	5
315	он может	1	5
316	он должен	2	5
317	ничем не	1	5
318	мы имеем	11	5
319	не без	1	5
320	но на	1	5
321	или в	5	5
322	об этом	4	5
323	и вообще	1	5
324	здесь это	1	5
325	нового времени	1	5
326	бы он	1	5
327	и только	2	5
328	мы наблюдаем	2	4
329	во всем	1	4
330	же и	4	4
331	только что	2	4
332	даже в	4	4
333	его от	1	4
334	другой стороны	12	4
335	по себе	10	4
336	в своих	2	4
337	из самых	1	4
338	в корне	1	4
339	в одно	2	4
340	у достоевского	2	4
341	и со	1	4
342	в данном	8	4
343	раз и	1	4
344	он был	1	4
345	в другом	2	4
346	по отношению	9	4
347	и те	1	4
348	не становится	1	4
349	вопросу о	4	4
350	в нашем	8	4
351	момент в	1	4
352	а следовательно	2	4
353	не был	2	4
354	и становится	3	4
355	труда и	2	4
356	несмотря на	6	4
357	к жизни	2	4
358	чем в	3	4
359	прежде чем	1	4
360	что не	10	4
361	о которых	2	4
362	к вопросу	4	4
363	себе и	3	4
364	в чем	2	4
365	именно как	1	4
366	совсем не	1	4
367	в быту	1	4
368	явления в	1	4
369	в историческом	1	4
370	своего значения	1	4
371	друг другу	1	4
372	отделено от	1	4
373	любви и	1	4
374	и вот	4	4
375	в последнем	2	4
376	которых мы	2	4
377	и при	3	4
378	большую роль	2	4
379	из того	1	4
380	его но	1	4
381	для них	2	4
382	что он	7	4
383	отчасти и	1	4
384	перед нами	4	4
385	это и	6	4
386	наконец и	1	4
387	и более	3	4
388	языка и	16	4
389	своей собственной	3	4
390	важное значение	1	4
391	всяком случае	8	4
392	часто и	2	4
393	во внутреннем	1	4
394	связан с	2	4
395	этом случае	4	4
396	одних и	1	4
397	находятся в	1	4
398	и было	3	4
399	не для	2	4
400	бы на	4	4
401	как у	2	4
402	у нас	19	4
403	все равно	4	4
404	как она	1	4
405	так в	2	4
406	со своей	1	4
407	на его	3	4
408	в одной	1	4
409	тем более	2	4
410	и тех	1	4
411	мы должны	2	4
412	быть и	1	4
413	как он	1	4
414	же что	1	4
415	лишь как	3	4
416	с большой	2	4
417	и вне	1	4
418	и о	3	4
419	мы сказали	1	4
420	в лице	1	4
421	с которыми	1	3
422	к другу	1	3
423	тому что	3	3
424	из всех	1	3
425	это значит	1	3
426	нас в	1	3
427	на нас	1	3
428	не меняется	1	3
429	далее в	1	3
430	в день	2	3
431	по мере	3	3
432	отношений в	3	3
433	их не	1	3
434	в борьбе	1	3
435	можно говорить	4	3
436	элементы в	1	3
437	жизнь в	2	3
438	в соответствии	6	3
439	в более	2	3
440	культуры в	1	3
441	все ее	1	3
442	на материале	1	3
443	всякого рода	2	3
444	существу не	1	3
445	вопрос о	11	3
446	мы увидим	3	3
447	вот почему	1	3
448	где и	1	3
449	и еще	4	3
450	как на	4	3
451	находится в	2	3
452	в зависимости	7	3
453	все время	1	3
454	здесь эта	1	3
455	смысле но	1	3
456	не мог	2	3
457	на почве	2	3
458	явления как	1	3
459	внимание на	5	3
460	узком смысле	2	3
461	как можно	2	3
462	к настоящему	2	3
463	п но	1	3
464	литературе и	2	3
465	же как	3	3
466	одна из	1	3
467	политической и	1	3
468	можно прямо	1	3
469	удельный вес	1	3
470	в двух	1	3
471	под влиянием	3	3
472	бы в	8	3
473	я был	1	3
474	связь с	1	3
475	очень часто	2	3
476	выражение в	4	3
477	на этом	4	3
478	сюда же	3	3
479	как это	6	3
480	в тех	4	3
481	но только	5	3
482	тот или	1	3
483	главным образом	3	3
484	не могла	1	3
485	эта черта	1	3
486	и есть	3	3
487	если они	1	3
488	его к	5	3
489	и ничего	1	3
490	таков например	1	3
491	и здесь	8	3
492	этой проблемы	1	3
493	особенно важное	1	3
494	это уже	1	3
495	мы в	3	3
496	борьбы с	2	3
497	в плоскости	2	3
498	она становится	1	3
499	сами по	2	3
500	если не	4	3
501	все то	1	3
502	почти всегда	3	3
503	в прямом	2	3
504	пор еще	1	3
505	в слове	3	3
506	и так	1	3
507	явлений и	1	3
508	бы не	1	3
509	том как	3	3
510	сравнению с	1	3
511	зависимости от	9	3
512	нет в	2	3
513	но оно	2	3
514	еще и	7	3
515	его и	1	3
516	бы и	6	3
517	что мы	6	3
518	в свою	4	3
519	значение для	1	3
520	целый ряд	8	3
521	типы и	1	3
522	и идей	1	3
523	и идеи	1	3
524	что здесь	1	3
525	без всякого	2	3
526	в данной	1	3
527	если мы	5	3
528	тем же	2	3
529	но это	4	3
530	точку зрения	2	3
531	человека но	1	3
532	не входят	1	3
533	что есть	1	3
534	которые в	2	3
535	то они	1	3
536	все элементы	1	3
537	в первый	2	3
538	связи между	1	3
539	совершенно не	4	3
540	вовсе нет	1	3
541	однако не	9	3
542	а на	3	3
543	в таких	7	3
544	у всех	1	3
545	дело в	2	3
546	есть только	1	3
547	по своему	1	3
548	не столько	2	3
549	в новом	1	3
550	это было	2	3
551	бы совершенно	1	3
552	но конечно	1	3
553	и эти	3	3
554	только к	2	3
555	она не	1	3
556	место и	1	3
557	ни один	1	3
558	здесь только	2	3
559	для чего	1	3
560	конечно в	1	3
561	свое значение	1	3
562	при всем	1	3
563	по сравнению	3	3
564	дороги в	1	3
565	можно сказать	6	3
566	это когда	1	3
567	в германии	1	3
568	менее всего	1	3
569	все более	2	3
570	они приобретают	1	3
571	что на	2	3
572	они имеют	1	2
573	случае в	1	2
574	со всем	1	2
575	более что	1	2
576	без исключения	1	2
577	что люди	1	2
578	ясно что	7	2
579	нами в	1	2
580	в строгом	1	2
581	приходит к	1	2
582	вопрос об	1	2
583	как они	2	2
584	в духе	3	2
585	значения в	2	2
586	весь этот	1	2
587	к более	1	2
588	сомнений и	1	2
589	частный и	1	2
590	представление о	3	2
591	правда в	1	2
592	и сами	2	2
593	как таковой	2	2
594	получают значение	1	2
595	выход из	2	2
596	отличается от	2	2
597	самом широком	2	2
598	как только	2	2
599	определяется не	1	2
600	человека о	1	2
601	перестает быть	1	2
602	и дело	2	2
603	этим мы	1	2
604	переходит в	2	2
605	было в	2	2
606	эти проблемы	1	2
607	процесс в	1	2
608	действии и	1	2
609	к своей	1	2
610	здесь то	1	2
611	говорить о	5	2
612	связь между	1	2
613	и должно	2	2
614	из одного	3	2
615	отметить что	1	2
616	времени его	1	2
617	до того	2	2
618	свою очередь	4	2
619	жизни данного	1	2
620	он так	1	2
621	как я	2	2
622	в каждом	3	2
623	от них	1	2
624	эти не	1	2
625	что даже	2	2
626	беседа с	1	2
627	приближение к	1	2
628	здесь идет	1	2
629	речи в	7	2
630	этом же	1	2
631	начало и	1	2
632	мы скажем	2	2
633	к нему	1	2
634	еще одну	1	2
635	что у	3	2
636	по природе	1	2
637	человеку не	1	2
638	указать на	5	2
639	притом не	1	2
640	на этих	1	2
641	в буквальном	2	2
642	для своего	1	2
643	ее целом	1	2
644	особых форм	1	2
645	отношения в	1	2
646	лежит в	1	2
647	тому же	2	2
648	в собственно	2	2
649	и притом	1	2
650	столько же	1	2
651	и некоторые	1	2
652	по аналогии	1	2
653	на себя	3	2
654	но для	4	2
655	и связи	1	2
656	я не	5	2
657	лишь на	1	2
658	также в	1	2
659	есть именно	1	2
660	между прочим	4	2
661	и вместе	1	2
662	особенности в	1	2
663	а только	10	2
664	каждом из	2	2
665	себя прежде	1	2
666	могло бы	1	2
667	и своей	1	2
668	смысл и	5	2
669	но как	2	2
670	в уста	1	2
671	ряду с	2	2
672	которой и	2	2
673	лишь что	1	2
674	процесса в	1	2
675	если же	1	2
676	основу его	1	2
677	соединении с	1	2
678	внутренняя форма	2	2
679	даже не	1	2
680	и сам	1	2
681	этот вопрос	7	2
682	языка к	2	2
683	должны были	1	2
684	природе своей	1	2
685	целом и	2	2
686	нашего анализа	2	2
687	его как	1	2
688	моментов в	1	2
689	в каком	6	2
690	но нет	1	2
691	когда они	1	2
692	о его	1	2
693	которое мы	1	2
694	них не	1	2
695	форм в	2	2
696	значит что	1	2
697	события в	1	2
698	которого мы	1	2
699	п в	3	2
700	высоких жанрах	1	2
701	мы видели	3	2
702	язык для	2	2
703	можно только	1	2
704	греческого и	1	2
705	от нее	1	2
706	во втором	2	2
707	лишает их	2	2
708	и против	2	2
709	достоевского в	1	2
710	они и	1	2
711	как с	2	2
712	сказано в	1	2
713	если в	2	2
714	на анализе	1	2
715	в языке	16	2
716	должна быть	6	2
717	тогда когда	7	2
718	сколько угодно	2	2
719	была бы	5	2
720	п наконец	1	2
721	этот не	2	2
722	в действии	1	2
723	в область	2	2
724	разного рода	1	2
725	утверждает что	1	2
726	себе не	1	2
727	на минуту	1	2
728	разумеется не	5	2
729	и строго	1	2
730	в прошлое	1	2
731	нам в	1	2
732	сюжета и	1	2
733	самом деле	17	2
734	строгом смысле	1	2
735	в наших	1	2
736	смысла и	2	2
737	мы говорим	4	2
738	и раскрыть	1	2
739	но дело	2	2
740	и культур	1	2
741	как история	2	2
742	жанрах как	1	2
743	данном случае	2	2
744	о котором	4	2
745	говорить и	2	2
746	в разработке	1	2
747	в поэзии	1	2
748	то он	1	2
749	ч i	1	2
750	где нет	2	2
751	в очень	1	2
752	то и	4	2
753	явления и	1	2
754	и тогда	4	2
755	отношении к	1	2
756	более и	1	2
757	необходимо указать	1	2
758	каждый из	1	2
759	действия и	2	2
760	образом не	1	2
761	жизни по	1	2
762	на которые	1	2
763	на более	3	2
764	соответствии с	5	2
765	мы встретим	1	2
766	за пределами	1	2
767	земле в	1	2
768	и стиля	1	2
769	характерное для	1	2
770	нельзя забывать	1	2
771	этого слова	8	2
772	но если	2	2
773	а вовсе	1	2
774	идей и	1	2
775	и после	1	2
776	только о	3	2
777	и том	1	2
778	самое слово	1	2
779	лишь одну	1	2
780	сам он	1	2
781	и пр	23	2
782	для нас	6	2
783	стиле в	1	2
784	идет о	3	2
785	п все	2	2
786	для всего	1	2
787	и новой	1	2
788	в соответствующих	1	2
789	себя самого	2	2
790	значение его	1	2
791	день и	1	2
792	иной раз	2	2
793	где он	1	2
794	в честь	1	2
795	новый тип	2	2
796	руссо и	1	2
797	участвуют в	1	2
798	себя в	1	2
799	с их	3	2
800	в русском	14	2
801	ведь это	1	2
802	и непосредственно	1	2
803	образом в	3	2
804	этого рода	6	2
805	жизни это	1	2
806	в организации	1	2
807	слова но	3	2
808	между собою	3	2
809	что их	2	2
810	до наших	1	2
811	в стороне	2	2
812	за которым	1	2
813	или даже	2	2
814	является не	1	2
815	к своему	2	2
816	в соединении	1	2
817	не столь	1	2
818	что им	1	2
819	об особом	1	2
820	и смысл	1	2
821	но уже	6	2
822	должен быть	8	2
823	уже за	1	2
824	на них	1	2
825	разумеется что	2	2
826	на место	1	2
827	в стиле	1	2
828	буквальном смысле	1	2
829	обычно в	1	2
830	может иметь	3	2
831	должны быть	4	2
832	такие же	2	2
833	его не	1	2
834	или не	1	2
835	здесь совершенно	2	2
836	в искусстве	2	2
837	и может	3	2
838	оказывается что	1	2
839	наблюдает и	1	2
840	как то	2	2
841	когда мы	3	2
842	во многом	2	2
843	наконец что	1	2
844	в положительном	1	2
845	в чужом	1	2
846	в узком	3	2
847	язык в	7	2
848	и иные	1	2
849	что особенно	1	2
850	все другие	1	2
851	он видел	1	2
852	мы также	2	2
853	форме и	1	2
854	такие явления	1	2
855	можно наблюдать	1	1
856	почву для	1	1
857	это на	1	1
858	они являются	1	1
859	определение в	1	1
860	видели в	1	1
861	данном отношении	4	1
862	начался процесс	2	1
863	и составляет	1	1
864	культурного развития	3	1
865	только чтобы	1	1
866	которая была	1	1
867	еще раз	2	1
868	значение лишь	1	1
869	таковы например	1	1
870	если его	2	1
871	именно на	1	1
872	более не	1	1
873	историческом развитии	1	1
874	самого себя	1	1
875	которая в	1	1
876	становятся уже	1	1
877	тех кто	2	1
878	очень много	3	1
879	бы даже	1	1
880	есть какие-то	1	1
881	некоторой степени	1	1
882	социального целого	2	1
883	случае мы	1	1
884	с проблемой	2	1
885	это лишь	1	1
886	дело с	2	1
887	момента в	1	1
888	который должен	1	1
889	связанных между	1	1
890	речи и	8	1
891	наконец такие	1	1
892	эта идея	1	1
893	на второй	1	1
894	формы в	2	1
895	же относится	2	1
896	тем как	1	1
897	в большей	2	1
898	она стала	2	1
899	поколений с	1	1
900	они конечно	1	1
901	необходимости и	1	1
902	типа с	1	1
903	с более	1	1
904	что дело	1	1
905	и говорить	1	1
906	язык как	9	1
907	всем и	1	1
908	индивидуального и	2	1
909	не годится	1	1
910	здесь необходимо	1	1
911	касается до	1	1
912	случае он	1	1
913	но что	3	1
914	раз он	1	1
915	кажется мне	2	1
916	отходит на	1	1
917	на точно	1	1
918	более или	3	1
919	значение это	1	1
920	по пути	2	1
921	тяготеют к	1	1
922	временного и	1	1
923	в первом	3	1
924	и чужой	1	1
925	несколько примеров	1	1
926	случаях когда	2	1
927	все дело	3	1
928	как об	2	1
929	функции его	1	1
930	самосознание вовсе	1	1
931	конечном счете	2	1
932	в числе	2	1
933	наблюдаем в	1	1
934	и должен	1	1
935	только через	1	1
936	всегда в	2	1
937	в соображение	1	1
938	даже просто	1	1
939	возможно лишь	1	1
940	на эту	2	1
941	уже и	3	1
942	его все	1	1
943	не менее	12	1
944	они ни	1	1
945	в природе	1	1
946	почти без	1	1
947	встречаем например	1	1
948	почти ни	1	1
949	но связь	1	1
950	и слово	1	1
951	поставить вопрос	2	1
952	сравнительно небольших	1	1
953	одну весьма	1	1
954	но попытка	1	1
955	так например	3	1
956	никакими побочными	1	1
957	и несравненно	1	1
958	ослабляет силу	1	1
959	нам не	5	1
960	решает и	1	1
961	как биологический	1	1
962	сказать как	1	1
963	ними и	2	1
964	совершенно ином	2	1
965	сама эта	2	1
966	за рамки	3	1
967	к этой	3	1
968	темы и	1	1
969	и такие	1	1
970	и история	1	1
971	что этот	2	1
972	этой почве	2	1
973	громадная роль	1	1
974	но нам	1	1
975	точностью и	1	1
976	себе все	1	1
977	соответствии со	1	1
978	и осмысливающей	1	1
979	и мысли	2	1
980	уйти от	1	1
981	но ему	1	1
982	люди на	1	1
983	особенности же	2	1
984	но во	1	1
985	в каких	2	1
986	и дают	1	1
987	не всегда	4	1
988	примера из	1	1
989	примеров достаточно	1	1
990	и действия	1	1
991	это же	1	1
992	одной и	1	1
993	не встречается	1	1
994	писатель как	1	1
995	у автора	1	1
996	о таких	2	1
997	увидим что	2	1
998	представлением о	1	1
999	для данного	2	1
1000	и значение	2	1
1001	превращается в	4	1
1002	здесь прежде	1	1
1003	в каждой	1	1
1004	что еще	1	1
1005	в применении	1	1
1006	и общества	1	1
1007	себе в	3	1
1008	так мы	2	1
1009	видно что	2	1
1010	учению о	1	1
1011	право говорить	3	1
1012	слов о	2	1
1013	среди них	1	1
1014	отношений и	1	1
1015	разрешения этой	1	1
1016	которого они	1	1
1017	и конкретном	2	1
1018	ее но	1	1
1019	него не	1	1
1020	этих последних	1	1
1021	тех случаях	2	1
1022	как правило	2	1
1023	в уже	1	1
1024	следующим образом	1	1
1025	есть это	1	1
1026	например природа	1	1
1027	только во	1	1
1028	есть по	1	1
1029	ее только	1	1
1030	связи со	1	1
1031	жизни за	1	1
1032	который в	1	1
1033	речь о	1	1
1034	тем это	1	1
1035	от другой	1	1
1036	капитанской дочки	2	1
1037	совсем недавно	1	1
1038	отчасти уже	1	1
1039	идут в	1	1
1040	благодаря чему	1	1
1041	для этой	2	1
1042	она есть	2	1
1043	это заменяется	1	1
1044	не просто	7	1
1045	собственном значении	1	1
1046	к языку	6	1
1047	и иной	1	1
1048	едва ли	1	1
1049	смысле как	1	1
1050	вся эта	2	1
1051	видов и	1	1
1052	не имеющих	1	1
1053	быть что	1	1
1054	гораздо более	6	1
1055	этой площади	1	1
1056	же невозможно	1	1
1057	может конечно	1	1
1058	и связей	1	1
1059	бы то	1	1
1060	она имеет	1	1
1061	при котором	1	1
1062	говорит о	1	1
1063	значение все	1	1
1064	самое рождение	1	1
1065	и политическая	1	1
1066	является определяющим	1	1
1067	приведены в	1	1
1068	не выходит	1	1
1069	в научной	1	1
1070	мы как	1	1
1071	как такового	2	1
1072	слушателей в	1	1
1073	как средство	1	1
1074	своему содержанию	1	1
1075	вообще а	2	1
1076	на том	4	1
1077	такого рода	1	1
1078	что этого	3	1
1079	и той	1	1
1080	в состоянии	2	1
1081	о событии	1	1
1082	мы знаем	3	1
1083	к которому	3	1
1084	значение которое	1	1
1085	поэзии в	1	1
1086	с тех	1	1
1087	между различными	1	1
1088	ее можно	1	1
1089	на поверхность	1	1
1090	тем не	10	1
1091	аналогии с	3	1
1092	и существенное	1	1
1093	которой в	1	1
1094	это слово	7	1
1095	по типу	1	1
1096	то только	3	1
1097	бы что	1	1
1098	совмещается с	1	1
1099	наше внимание	1	1
1100	говорит он	1	1
1101	в конечном	3	1
1102	как же	1	1
1103	до крайности	1	1
1104	живет и	5	1
1105	же значение	1	1
1106	и позволяет	2	1
1107	contradictio in	1	1
1108	в представлении	1	1
1109	это мы	1	1
1110	одним из	2	1
1111	к простому	1	1
1112	культур в	1	1
1113	чтобы определить	1	1
1114	и хорошо	1	1
1115	или иная	1	1
1116	я и	1	1
1117	в атмосфере	2	1
1118	смысле и	2	1
1119	этом последнем	1	1
1120	как говорит	1	1
1121	учение о	4	1
1122	такова что	2	1
1123	как вполне	1	1
1124	в развернутом	1	1
1125	этом и	1	1
1126	по чужому	1	1
1127	если угодно	1	1
1128	покончить с	1	1
1129	виде так	1	1
1130	толчок к	1	1
1131	второй части	1	1
1132	о более	1	1
1133	понимать под	1	1
1134	должно было	1	1
1135	больше всего	3	1
1136	у таких	1	1
1137	них возможны	1	1
1138	эта игра	1	1
1139	в первые	1	1
1140	революции и	2	1
1141	явление мы	1	1
1142	когда эти	1	1
1143	и обновление	1	1
1144	по своим	2	1
1145	на себе	10	1
1146	даны как	1	1
1147	составные элементы	3	1
1148	что как	1	1
1149	и понимание	1	1
1150	действительности и	1	1
1151	в противоречии	2	1
1152	чтобы понять	1	1
1153	по поводу	2	1
1154	понятий и	1	1
1155	и конкретную	1	1
1156	истинный смысл	1	1
1157	могли бы	4	1
1158	и назвать	1	1
1159	от себя	3	1
1160	не то	1	1
1161	он дал	1	1
1162	в устах	3	1
1163	мне все	1	1
1164	как факт	1	1
1165	чтобы в	2	1
1166	становится и	1	1
1167	данный момент	3	1
1168	в целях	2	1
1169	свое место	2	1
1170	этой своей	1	1
1171	наблюдал в	1	1
1172	в лучшем	1	1
1173	действие в	2	1
1174	зрения в	2	1
1175	не дает	1	1
1176	которое конечно	1	1
1177	между тем	11	1
1178	не из	1	1
1179	сравнения и	1	1
1180	но были	1	1
1181	всякое явление	1	1
1182	так называемые	5	1
1183	художественной литературе	1	1
1184	в случае	2	1
1185	говорить об	1	1
1186	из ряда	1	1
1187	и тем	7	1
1188	ниже я	1	1
1189	стороне от	1	1
1190	не будет	1	1
1191	и смысла	1	1
1192	в системе	3	1
1193	он также	1	1
1194	но зато	2	1
1195	ничего нового	1	1
1196	в идеологическом	1	1
1197	не приходится	2	1
1198	все те	3	1
1199	из него	1	1
1200	и что	11	1
1201	вспомним что	1	1
1202	имеет отношение	1	1
1203	это осмысление	1	1
1204	различных типов	1	1
1205	потребность в	3	1
1206	к ее	1	1
1207	помощью которого	1	1
1208	тем и	1	1
1209	проблем в	1	1
1210	никогда нельзя	1	1
1211	бы уже	2	1
1212	также не	1	1
1213	этом смысле	8	1
1214	их удельный	1	1
1215	ведь на	1	1
1216	но тут	1	1
1217	родился в	1	1
1218	в иных	3	1
1219	она была	1	1
1220	удивительные вещи	1	1
1221	бы было	1	1
1222	могла бы	2	1
1223	которых оно	1	1
1224	уст в	1	1
1225	играет здесь	1	1
1226	на некоторые	1	1
1227	ко времени	1	1
1228	превратилась в	1	1
1229	но без	1	1
1230	самая форма	2	1
1231	чтобы покончить	1	1
1232	это вовсе	1	1
1233	явлениями и	1	1
1234	однако в	2	1
1235	необходимо еще	1	1
1236	особенно ясно	1	1
1237	строится на	2	1
1238	и никакого	1	1
1239	по другим	1	1
1240	процессы в	1	1
1241	не значит	2	1
1242	поэтому необходимо	2	1
1243	с которым	1	1
1244	в общем	4	1
1245	подлинную природу	1	1
1246	вовсе еще	1	1
1247	особое внимание	1	1
1248	бы быть	1	1
1249	жалкое и	1	1
1250	свои силы	1	1
1251	о власти	2	1
1252	иной не	1	1
1253	есть все	1	1
1254	о роли	2	1
1255	дальше по	1	1
1256	которые были	1	1
1257	в данный	2	1
1258	слова как	5	1
1259	которая ведется	1	1
1260	который был	1	1
1261	и пребывает	1	1
1262	значения как	1	1
1263	независимо от	1	1
1264	чтобы не	1	1
1265	дом отца	1	1
1266	делать с	1	1
1267	из этой	1	1
1268	встречается и	1	1
1269	понятия и	1	1
1270	чем обычно	1	1
1271	также строится	1	1
1272	вообще нет	1	1
1273	время совершенно	1	1
1274	в развитии	1	1
1275	они получают	1	1
1276	вопросом о	1	1
1277	для самого	3	1
1278	своего рода	4	1
1279	были бы	2	1
1280	на жизнь	1	1
1281	с полной	1	1
1282	значит конечно	1	1
1283	в речи	5	1
1284	представляет себе	1	1
1285	роль играют	1	1
1286	на деле	2	1
1287	и стало	1	1
1288	это свидетельствует	1	1
1289	он лишен	1	1
1290	и возможно	1	1
1291	находят себе	1	1
1292	отходят в	1	1
1293	но несколько	1	1
1294	само слово	1	1
1295	к другим	1	1
1296	бы дело	1	1
1297	форм которые	1	1
1298	по определению	1	1
1299	например что	2	1
1300	речи но	2	1
1301	известно что	1	1
1302	в случаях	1	1
