N	3gram	Tiupa_Anal	Marksizm
107	по крайней мере	4	2
108	в процессе его	1	2
109	бы он был	1	2
110	том или ином	4	2
111	и тогда когда	2	2
112	как и в	2	2
113	таком случае это	1	2
114	место лишь в	2	2
115	несмотря на то	1	2
116	во всех своих	1	2
117	до тех пор	1	2
118	части нашей работы	1	2
119	в противном случае	1	2
120	и та же	1	2
121	ни в коем	2	2
122	которого только и	1	2
123	при этом мы	1	2
124	как мы увидим	1	2
125	одна и та	1	2
126	в широком смысле	2	2
127	не есть вещь	2	2
128	и в самом	3	2
129	прежде всего в	2	2
130	нет и не	2	2
131	с установкой на	1	2
132	из виду что	1	1
133	быть не может	3	1
134	на этом фоне	1	1
135	как и во	1	1
136	в своих героях	1	1
137	выходит далеко за	1	1
138	этого слова в	1	1
139	и даже не	1	1
140	в конечном счете	5	1
141	в действительности и	1	1
142	в пределах первого	1	1
143	этого слова как	1	1
144	и на тех	1	1
145	к другому в	1	1
146	и отличается от	1	1
147	к сказанному и	1	1
148	при этом как	1	1
149	есть в сущности	2	1
150	имеется в виду	1	1
151	то или иное	1	1
152	как и его	1	1
153	лишь одной из	1	1
154	ничего не доказывает	1	1
155	та и другая	1	1
156	не столько в	1	1
157	или иной форме	1	1
158	не менее в	1	1
159	и даже в	1	1
160	отношению к которым	1	1
161	говоря уже о	1	1
162	с этой точки	2	1
163	в том же	1	1
164	не только его	1	1
165	и не будет	1	1
166	по отношению ко	1	1
167	свидетельствует о том	1	1
168	и там и	1	1
169	даже в этих	1	1
170	по природе своей	3	1
171	в достаточной мере	1	1
172	как бы не	2	1
173	во втором случае	1	1
174	тот же самый	1	1
175	и даже из	1	1
176	сам по себе	1	1
177	она получает в	1	1
178	конечно далеко не	1	1
179	начало и конец	1	1
180	по себе в	1	1
181	он ничего не	1	1
182	не совпадает с	1	1
183	в особенности же	1	1
184	текста но и	1	1
185	функции и не	1	1
186	там и здесь	1	1
187	не сводится к	2	1
188	может быть сведена	1	1
189	по аналогии с	1	1
190	или лучше сказать	1	1
191	в соответствии с	2	1
192	к себе внимание	1	1
193	точки зрения в	1	1
194	а с другой	1	1
195	а в том	1	1
196	не сами по	1	1
197	моего существования и	1	1
198	не только не	2	1
199	и в пределах	2	1
200	и та и	1	1
201	иметь место в	1	1
202	как раз и	2	1
203	мы увидим далее	1	1
204	ничего не означает	1	1
205	обращаясь к нему	1	1
206	в самом тексте	1	1
207	и на все	1	1
208	но то что	1	1
209	же время они	1	1
210	хотя бы с	1	1
211	же слова часто	1	1
212	в первую очередь	1	1
213	но и самого	1	1
214	в равной степени	2	1
215	чужих слов и	1	1
216	могли бы быть	2	1
217	же самое что	1	1
218	внешней и внутренней	1	1
219	в тех случаях	1	1
220	коем случае не	2	1
221	в данной сфере	1	1
222	может служить знаком	1	1
223	лишь в тех	1	1
224	а как бы	1	1
225	среда в которой	1	1
226	то есть в	2	1
227	но прежде всего	1	1
228	большей или меньшей	4	1
229	вместе с тем	1	1
230	к тому или	1	1
231	даже не столько	1	1
232	не можем мы	1	1
233	равно как и	1	1
234	не в его	1	1
235	и должно быть	1	1
236	идет об одном	1	1
237	а вместе с	1	1
238	что иное как	6	1
239	он не только	1	1
240	речь идет об	1	1
241	в сущности это	1	1
242	имеет место лишь	1	1
243	здесь как и	1	1
244	же время он	1	1
245	этой точки зрения	2	1
246	что же касается	1	1
247	быть сведена к	1	1
248	а в то	2	1
249	том же году	1	1
250	всего было бы	1	1
251	в новейшее время	1	1
252	тому или иному	2	1
253	не должен быть	2	1
254	в себе не	1	1
255	и в тот	1	1
256	может быть как	1	1
257	в большей или	1	1
258	во времени и	4	1
259	или во всяком	1	1
260	бы независимо от	1	1
261	все же не	1	1
262	не говоря уже	1	1
263	в частности как	1	1
264	в обоих случаях	2	1
265	отношения между элементами	1	1
266	но и все	1	1
267	не что иное	5	1
268	свою очередь оказывает	1	1
269	с той или	2	1
270	и в разных	1	1
271	нашего времени не	1	1
272	в отрыве от	2	1
273	всех этих случаях	1	1
274	подобно тому как	5	1
275	же хотя и	1	1
276	самом деле как	1	1
277	не ощущается как	1	1
278	в душевной жизни	1	1
279	во всех этих	1	1
280	вне всякого сомнения	1	1
281	но отнюдь не	2	1
282	всего может быть	1	1
283	то есть его	1	1
284	не сам по	1	1
285	с самим собой	2	1
286	акт воли и	1	1
287	продукт социального взаимодействия	1	1
288	между автором и	1	1
289	тех случаях когда	1	1
290	выходит за пределы	1	1
291	может быть признано	2	1
292	она может быть	1	1
293	и в сущности	1	1
294	а вовсе не	1	1
295	при этом она	1	1
296	в качестве фактора	1	1
297	в результате чего	2	1
298	все это делает	1	1
299	в основе своей	2	1
300	между прочим и	1	1
301	в той же	1	1
302	бы оно ни	1	1
303	приводит к тому	1	1
304	слова о нем	1	1
305	в сочетании с	7	1
306	оно может быть	1	1
307	таким образом с	1	1
308	в этом контексте	2	1
