N	3gram	Tiupa_Narr	TeoriaLi
770	человека с его	1	1
771	непредсказуемое стечение обстоятельств	1	1
772	анекдота данную коммуникативную	1	1
773	определяется предметом целью	1	1
774	он и подобен	1	1
775	императивного монологизированного слова	1	1
776	из этих двух	1	1
777	оно стремится к	1	1
778	извлечения адресатом некоего	1	1
779	к одному из	1	1
780	претерпевшего к тому	1	1
781	свою столь легкую	1	1
782	от нудительной серьезности	1	1
783	ее смысл закономерно	1	1
784	окказионального ситуативного диалогизированного	1	1
785	бытуют как слухи	1	1
786	судьба или долг	1	1
787	героя окажется неадекватным	1	1
788	но в таком	1	1
789	в частности наличие	1	1
790	единственный в тексте	1	1
791	историческое становление мира	1	1
792	ситуации рассказывания поскольку	1	1
793	выбора в качестве	1	1
794	целой системы явлений	1	1
795	однако диалогизм биографического	1	1
796	нарушение запрета есть	1	1
797	по бахтину нарушение	1	1
798	фактический слушатель читатель	1	1
799	анекдотической стратегией морализме	1	1
800	жанровой схемы и	1	1
801	столько от содержания	1	1
802	другие компетенции суть	1	1
803	позиции организующей текст	1	1
804	репродуктивной компетентностью последняя	1	1
805	к содержанию притчи	1	1
806	есть субъектом самоопределения	1	1
807	нами не как	1	1
808	то есть острота	1	1
809	или напротив дискредитирующе	1	1
810	как неизбежная для	1	1
811	наличие так называемого	1	1
812	которым обнаруживается преодолеваемая	1	1
813	ощущаться завершенная и	1	1
814	переиначивающего отношения к	1	1
815	собой исторически продуктивный	1	1
816	собственным смыслом ни	1	1
817	общественных отношений которое	1	1
818	гегель именовал веком	1	1
819	это бывает в	1	1
820	анекдотического дискурса претерпевшего	1	1
821	это императивная картина	1	1
822	универсального опыта к	1	1
823	наличии у него	1	1
824	и тем более	1	1
825	строго отграниченная система	1	1
826	анекдота напротив постулирует	1	1
827	выбора все их	1	1
828	собой лишь одну	1	1
829	в иисусовой притче	1	1
830	слушателей с содержанием	1	1
831	активность адресата при	1	1
832	точными они бытуют	1	1
833	реализации некоторой необходимости	1	1
834	комическая апофегма то	1	1
835	выслушивание одного и	1	1
836	судьба в данном	1	1
837	некоторого автономного смысла	1	1
838	существенно разнится от	1	1
839	занимающего позицию внутренне	1	1
840	игрового переиначивающего отношения	1	1
841	адекватным данному дискурсу	1	1
842	непосредственную ответную реакцию	1	1
843	императивная картина мира	1	1
844	в дискурсе речевой	1	1
845	есть нарушение запрета	1	1
846	в вероятностном и	1	1
847	не предполагает внутренне	1	1
848	подготовившем почву для	1	1
849	и романного слова	1	1
850	стремится к однозначности	1	1
851	и через героя	1	1
852	тамарченко историческое становление	1	1
853	в стилевых формах	1	1
854	диалогической ситуации рассказывания	1	1
855	деритуализовано инициативно личностно	1	1
856	творится окказиональная случайностная	1	1
857	сколько носителем и	1	1
858	с его уникальным	1	1
859	необходимо уточнить что	1	1
860	или субъектом инициативного	1	1
861	форма авторства выше	1	1
862	позицию внутренне подражательного	1	1
863	подход к изучению	1	1
864	компетентность восприятия со	1	1
865	существованию вследствие которого	1	1
866	что в отличие	1	1
867	ибо жизнь личности	1	1
868	такой риторики составляет	1	1
869	читателем к иллюзии	1	1
870	в наличии у	1	1
871	принципиальным условием коммуникативной	1	1
872	здесь сводится к	1	1
873	всей его полноте	1	1
874	осуществляется или преступается	1	1
875	принадлежат самой ситуации	1	1
876	внутренне карнавального отношения	1	1
877	слово общенародной хвалы	1	1
878	жанра высказывания жанр	1	1
879	мнению и сомнению	1	1
880	то есть принадлежат	1	1
881	опыта их свободного	1	1
882	связь со смертью	1	1
883	это игра случая	1	1
884	друг от друга	1	1
885	не занять этой	1	1
886	определенной жанровой схемы	1	1
887	иными соседствами именно	1	1
888	мандельштам справедливо противопоставлял	1	1
889	в себе рецептивную	1	1
890	но и характерное	1	1
891	и не окказиональный	1	1
892	что касается ментальной	1	1
893	от героя окажется	1	1
894	определена как регулятивная	1	1
895	в мире императивной	1	1
896	фатальную или же	1	1
897	иной конкретной ценностно-смысловой	1	1
898	зависим от диалогической	1	1
899	передаваемого текста да	1	1
900	которой иные сказания	1	1
901	всегда эксплицированного в	1	1
902	опыт запечатлеваемый и	1	1
903	тому же обратное	1	1
904	собственно говоря и	1	1
905	истины соответственно риторика	1	1
906	позиции в мире	1	1
907	содержанием анекдота данную	1	1
908	двух сыновей в	1	1
909	со стороны художественной	1	1
910	жизнепроцессе бытия это	1	1
911	можно припоминая и	1	1
912	высказывания как целого	1	1
913	зачинателя этой жанровой	1	1
914	поэтому форма авторства	1	1
915	к его ценностно-смысловой	1	1
916	беседы автора с	1	1
917	притче о блудном	1	1
918	или плачу и	1	1
919	вырастающая из анекдота	1	1
920	предполагает внутренне свободного	1	1
921	возможность иной интонации	1	1
922	при этом и	1	1
923	и как бы	1	1
924	она названа маской	1	1
925	от диалогической ситуации	1	1
926	сказание или диалогической	1	1
927	всем его несовместимом	1	1
