N	2gram	Tiupa_Anal	SlovoVZh
266	них в	1	1
267	которой он	1	1
268	не имеют	1	1
269	можно подумать	1	1
270	обычной жизненной	1	1
271	и героев	1	1
272	то есть	15	1
273	поскольку мы	1	1
274	и сейчас	1	1
275	материала в	1	1
276	художественного высказывания	3	1
277	должно быть	1	1
278	мы уже	2	1
279	этих моментов	2	1
280	художественно значимым	1	1
281	так для	1	1
282	к художественному	1	1
283	самим автором	2	1
284	и того	4	1
285	и вот	2	1
286	зрения как	1	1
287	в произведении	3	1
288	но при	1	1
289	героя в	1	1
290	в свою	9	1
291	в значительной	3	1
292	входит в	4	1
293	только как	1	1
294	случае мы	1	1
295	что уже	1	1
296	того чтобы	1	1
297	не должен	2	1
298	он как	1	1
299	именно этим	1	1
300	здесь слово	1	1
301	бытия именно	1	1
302	типичными героями	1	1
303	в основе	2	1
304	и их	3	1
305	еще более	1	1
306	не должно	3	1
307	и иных	1	1
308	на основе	1	1
309	ее до	1	1
310	в другом	3	1
311	тому как	3	1
312	как перед	1	1
313	несмотря на	2	1
314	автора героя	1	1
315	случае она	1	1
316	субъективного сознания	1	1
317	признать что	1	1
318	герой нашего	2	1
319	обстоит дело	1	1
320	к общему	1	1
321	с уверенностью	1	1
322	во многих	2	1
323	в индивидуальную	1	1
324	для всего	1	1
325	что это	1	1
326	обычно не	1	1
327	отношении он	1	1
328	в противном	2	1
329	хотя и	4	1
330	и тогда	1	1
331	только его	1	1
332	этом отношении	3	1
333	его внутренней	1	1
334	она будет	1	1
335	это уже	1	1
336	ни единого	1	1
337	ни была	1	1
338	о чем	5	1
339	мы должны	1	1
340	в ее	5	1
341	это по	3	1
342	и тем	3	1
343	оно становится	1	1
344	и т.п	7	1
345	форма лирики	1	1
346	хочу и	1	1
347	нашем случае	1	1
348	сам по	2	1
349	относится не	1	1
350	не требует	1	1
351	проникает в	1	1
352	все основные	1	1
353	какой бы	1	1
354	в частности	19	1
355	говорит о	3	1
356	нашего времени	5	1
357	для нее	1	1
358	здесь на	1	1
359	и больше	1	1
360	в изучении	1	1
361	не как	3	1
362	однако эта	1	1
363	литературе и	1	1
364	со всей	1	1
365	совпадают с	1	1
366	должны быть	1	1
367	в качестве	22	1
368	или иных	1	1
369	произведения но	2	1
370	вступает в	5	1
371	то мы	1	1
372	и точность	1	1
373	содержание в	1	1
374	этим словом	1	1
375	в одном	4	1
376	одно из	3	1
377	у нас	1	1
378	на которой	2	1
379	что каждый	1	1
380	можно было	2	1
381	для их	1	1
382	и делает	1	1
383	быть ни	1	1
384	однако он	1	1
385	а между	1	1
386	высказывания в	1	1
387	в результате	6	1
388	стороны его	1	1
389	мы ощущаем	1	1
390	как нечто	1	1
391	ни были	1	1
392	сводится к	5	1
393	неразрывное единство	1	1
394	не бывает	1	1
395	значительной степени	3	1
396	сторон и	1	1
397	этом смысле	1	1
398	с ней	1	1
399	подобно тому	4	1
400	во времени	1	1
401	и тот	1	1
402	далеко не	8	1
403	только то	1	1
404	слова не	1	1
405	уже и	1	1
406	у него	2	1
407	стороны как	2	1
408	не на	1	1
409	в истории	1	1
410	не могут	2	1
411	по мнению	1	1
412	анализ может	1	1
413	же время	7	1
414	особого эстетического	1	1
415	отметить что	1	1
416	у нее	1	1
417	в большинстве	2	1
418	свою очередь	7	1
419	в конечном	5	1
420	ко второму	4	1
421	произведение не	1	1
422	смыслу в	1	1
423	не было	3	1
424	когда мы	2	1
425	и вступает	1	1
426	связи с	1	1
427	связанных с	1	1
428	читателя и	2	1
429	что является	1	1
430	и остается	1	1
431	здесь мы	1	1
432	с ее	3	1
433	общения между	1	1
434	того кто	1	1
435	мы понимаем	1	1
436	было бы	6	1
437	момента и	1	1
438	не знает	2	1
439	оно ни	1	1
440	к тому	10	1
441	нами и	2	1
442	из двух	1	1
443	подумать что	1	1
444	с таким	5	1
445	в организации	3	1
446	из нее	1	1
447	что здесь	1	1
448	героя с	1	1
449	на общий	1	1
450	ведь это	1	1
451	двух других	1	1
452	приходят к	1	1
453	произведения в	4	1
454	не нуждается	1	1
455	на передний	1	1
456	говорящих и	1	1
457	как мы	4	1
458	с такою	1	1
459	что она	3	1
460	героя оно	1	1
461	и о	1	1
462	слова с	1	1
463	и интонациями	1	1
464	о самом	1	1
465	позицию по	1	1
466	как его	1	1
467	если мы	1	1
468	тем же	1	1
469	от всего	2	1
470	моментов в	1	1
471	произведения так	1	1
472	и во	1	1
473	именно в	4	1
474	и таким	1	1
475	передний план	1	1
476	уже на	1	1
477	ней еще	1	1
478	и всего	1	1
479	тем кто	2	1
480	то время	1	1
481	но эта	2	1
482	конечном счете	5	1
483	не можем	1	1
484	искусства как	1	1
485	в таком	2	1
486	из трех	2	1
487	обратимся к	2	1
488	всех сторон	1	1
489	например в	2	1
490	сама по	3	1
491	тот же	3	1
492	за пределами	2	1
493	к которому	2	1
494	имеем дело	4	1
495	характер и	1	1
496	ценностей и	1	1
497	во внутренней	1	1
498	слово не	1	1
499	и без	3	1
500	слова их	1	1
501	автор как	2	1
502	отношения в	1	1
503	что все	1	1
504	как о	3	1
505	то она	1	1
506	художественного смысла	3	1
507	не исчерпывает	1	1
508	ее внутренней	1	1
509	себе не	1	1
510	анализа в	1	1
511	столь же	7	1
512	слово здесь	1	1
513	в общем	4	1
514	своего героя	2	1
515	есть в	2	1
516	же как	1	1
517	или даже	1	1
518	исходит из	2	1
519	внутренний и	1	1
520	места в	1	1
521	рядом с	1	1
522	из его	1	1
523	жизни за	1	1
524	и прежде	2	1
525	ей в	1	1
526	в слове	5	1
527	живет и	1	1
528	лирические формы	1	1
529	как будто	1	1
530	на второй	1	1
531	жизни в	4	1
532	противном случае	2	1
533	они как	1	1
534	и всякого	1	1
535	тем это	1	1
536	но если	1	1
537	слушателя к	1	1
538	они не	2	1
539	в словах	1	1
540	при таком	1	1
541	них и	1	1
542	на себя	5	1
543	от его	2	1
544	слова как	2	1
545	простым воспроизведением	1	1
546	тех или	1	1
547	все более	1	1
548	зрения и	1	1
549	чем мы	1	1
550	и внешней	3	1
551	и только	1	1
552	один и	2	1
553	и героем	3	1
554	автора к	1	1
555	по своей	5	1
556	не вне	1	1
557	убедиться в	1	1
558	или иного	5	1
559	может и	1	1
560	отрешиться от	1	1
561	события она	1	1
562	но уже	1	1
563	себе как	1	1
564	для этого	1	1
565	так если	1	1
566	можно с	1	1
567	внутренней и	2	1
568	не всегда	4	1
569	на их	1	1
570	за вычетом	1	1
571	бы действительно	1	1
572	но особенно	1	1
573	в одной	2	1
574	дело и	1	1
575	в целом	8	1
576	нам кажется	3	1
577	единство и	1	1
578	себя в	6	1
579	крайней мере	5	1
580	это бывает	1	1
581	и из	1	1
582	а лишь	2	1
583	и становится	1	1
584	вовсе не	2	1
585	другого и	1	1
586	русской литературе	6	1
587	в пространстве	1	1
588	я и	6	1
589	на эту	2	1
590	тем более	3	1
591	по крайней	5	1
592	что до	1	1
593	его эстетической	2	1
594	перед нами	7	1
595	чем более	1	1
596	включает в	2	1
597	бы это	2	1
598	же мы	1	1
599	большинстве своем	1	1
600	который и	1	1
601	всяком случае	6	1
602	на них	1	1
603	можно только	1	1
604	произведение является	1	1
605	для анализа	1	1
