N	3gram	Voloshinov	Vvedenie
151	этот вопрос мы	3	1
152	только в этом	1	1
153	если же мы	1	1
154	в новейшее время	1	1
155	пор пока не	1	1
156	более или менее	3	1
157	но в известном	1	1
158	в достаточной мере	1	1
159	до тех пор	2	1
160	того или иного	2	1
161	между тем мы	1	1
162	отношению к нему	1	1
163	самом деле даже	1	1
164	в большей или	1	1
165	все эти области	1	1
166	в таком случае	5	1
167	каждом из них	1	1
168	а как на	1	1
169	говоря уже о	1	1
170	может быть только	1	1
171	находит свое выражение	1	1
172	не было бы	3	1
173	как и везде	1	1
174	и в более	1	1
175	но что такое	1	1
176	на то или	1	1
177	но уже в	1	1
178	в настоящее время	6	1
179	не может еще	1	1
180	в достаточной степени	2	1
181	чем та которая	1	1
182	как мы видим	1	1
183	сих пор и	1	1
184	чтобы убедиться в	1	1
185	филолог и историк	1	1
186	в слове в	4	1
187	но как мы	1	1
188	так же как	2	1
189	следует что в	1	1
190	не иначе как	1	1
191	и прежде всего	4	1
192	не менее совершенно	1	1
193	свое выражение в	2	1
194	кажется само собой	1	1
195	а в том	1	1
196	с самого начала	9	1
197	именно для того	2	1
198	между языком и	1	1
199	но во всяком	1	1
200	том что он	3	1
201	что и эта	1	1
202	слова для того	1	1
203	того чтобы сделать	1	1
204	то ни было	11	1
205	как если бы	6	1
206	в русском языке	1	1
207	к языку как	1	1
208	но в этом	1	1
209	так а не	1	1
210	и вопрос о	1	1
211	языка но и	1	1
212	к одной из	1	1
213	но теперь мы	1	1
214	не как на	1	1
215	в точном смысле	5	1
216	а если и	1	1
217	к тому что	4	1
218	лицом к лицу	1	1
219	все это делает	1	1
220	бы то ни	11	1
221	самое что история	1	1
222	между прочим и	1	1
223	ту или иную	1	1
224	а не только	1	1
225	него в этом	1	1
226	этот вопрос о	1	1
227	в значительной степени	3	1
228	прежде всего в	1	1
229	не существует и	1	1
230	друг для друга	1	1
231	мысли как мы	1	1
232	уже о том	1	1
233	всего того что	1	1
234	том что не	1	1
235	каждой из этих	1	1
236	только с помощью	2	1
