N	2gram	Voloshinov	Russkaja
379	столь же	1	1
380	в общем	2	1
381	привести только	1	1
382	такой же	1	1
383	именно с	1	1
384	выражение в	1	1
385	оно может	1	1
386	на место	1	1
387	к этому	1	1
388	тех или	1	1
389	неразрывно связаны	1	1
390	само собой	1	1
391	понятие о	1	1
392	это направление	1	1
393	воздействия на	1	1
394	может и	1	1
395	vi мы	1	1
396	событий и	1	1
397	поскольку она	1	1
398	того же	1	1
399	в самой	1	1
400	оказались бы	1	1
401	найти в	1	1
402	в какую-то	1	1
403	есть не	2	1
404	иное как	2	1
405	из ранних	1	1
406	его можно	1	1
