N	3gram	Vinokur_Vv	Problema
472	в и в	1	1
473	много общего с	1	1
474	и сам по	1	1
475	точки зрения на	1	1
476	то же время	6	1
477	что даже и	2	1
478	это значит не	1	1
479	было бы с	1	1
480	теми или иными	1	1
481	вместе с другими	1	1
482	и это есть	1	1
483	в эпоху возрождения	1	1
484	действительности а именно	1	1
485	можно представить себе	2	1
486	если мы теперь	1	1
487	таким образом мы	1	1
488	в большей степени	2	1
489	это может быть	1	1
490	по себе есть	1	1
491	что это есть	1	1
492	нисколько не мешает	1	1
493	мы установили что	1	1
494	вообще и т	1	1
495	обратим внимание на	2	1
496	имеют дело с	2	1
497	и в конце	1	1
498	в самом своем	2	1
499	особой точки зрения	1	1
500	какой бы то	1	1
501	наука о языке	1	1
502	которые хотя и	1	1
503	по своему значению	2	1
504	на котором он	2	1
505	выделить в нем	1	1
506	не одно и	1	1
507	и не нужно	1	1
508	в точном смысле	1	1
509	между прочим и	1	1
510	и можно было	1	1
511	при любом его	1	1
512	сильнее чем в	2	1
513	раз уж мы	1	1
514	его содержании и	1	1
515	частности в области	1	1
516	значит не только	1	1
517	также и с	1	1
518	что такое вообще	1	1
519	уже в первом	1	1
520	по содержанию и	1	1
521	может быть никакой	1	1
522	действительность в ее	3	1
523	д для того	1	1
524	в нем то	1	1
525	или иной идеи	1	1
526	в котором можно	1	1
527	не находятся в	1	1
528	но это уже	1	1
529	действительность только в	1	1
530	представление о том	1	1
531	ответ на этот	2	1
532	вопроса о природе	1	1
533	как он сам	1	1
534	в свое время	3	1
535	крайней мере не	1	1
536	точки зрения которой	1	1
537	виде как он	1	1
538	идет речь в	1	1
539	то что этот	1	1
540	если бы оно	1	1
541	был уже не	1	1
542	в очень глубоком	1	1
543	имеем дело с	1	1
544	что несмотря на	2	1
