N	2gram	Tiupa_Hudo	VLabPisa
466	творчества он	1	1
467	однако при	3	1
468	области художественного	1	1
469	из видов	1	1
470	как было	1	1
471	к настоящему	1	1
472	ведь это	1	1
473	в таких	1	1
474	так или	4	1
475	если не	1	1
476	к искусству	1	1
477	говорим о	1	1
478	все то	1	1
479	но он	3	1
480	самом деле	2	1
481	творчества что	1	1
482	является таким	1	1
483	целостность произведения	1	1
484	как видно	1	1
485	в классическом	1	1
486	или иначе	5	1
487	завершающий этап	1	1
488	без остатка	2	1
489	а также	6	1
490	не обязательно	3	1
491	жизнь в	1	1
492	смысла и	1	1
493	самые разнообразные	1	1
494	внутреннего мира	2	1
495	приходит в	1	1
496	определял как	1	1
497	мы говорим	1	1
498	деятельности если	1	1
499	этим и	1	1
500	на свою	2	1
501	же по	1	1
502	наличия в	1	1
503	они могут	1	1
504	к пониманию	1	1
505	всей духовной	1	1
506	тем что	1	1
507	от всего	1	1
508	которая служит	1	1
509	к более	2	1
510	и непосредственное	1	1
511	то время	1	1
512	в таком	3	1
513	если он	1	1
514	о судьбе	1	1
515	том или	1	1
516	сама по	2	1
517	между этими	1	1
518	можно назвать	1	1
519	для своей	1	1
520	простой и	1	1
521	бы быть	1	1
522	встречаемся с	1	1
523	из тех	2	1
524	друг другу	1	1
525	язык данного	1	1
526	воздействие на	1	1
527	и без	1	1
528	в какой	2	1
529	же оно	1	1
530	мы встречаемся	1	1
531	необходимо для	1	1
532	нас к	1	1
533	отклонений от	1	1
534	и петрова	1	1
535	в соответствии	1	1
536	что по	1	1
537	значения и	2	1
538	а именно	3	1
539	или даже	3	1
540	его одним	1	1
541	всем своем	1	1
542	вещи в	1	1
543	душевное состояние	1	1
544	шиллер в	1	1
545	одновременно и	1	1
546	и сосредоточенности	1	1
547	общественных отношений	1	1
548	сознания при	2	1
549	при таком	1	1
550	смысла в	1	1
551	как в	2	1
552	говорят о	1	1
553	без ее	1	1
554	по своему	3	1
555	наташи ростовой	1	1
556	себя и	3	1
557	не имеет	1	1
558	смертью в	1	1
559	от обычного	1	1
560	обе эти	1	1
561	зрения и	1	1
562	но у	1	1
563	между собой	2	1
564	никем не	2	1
565	служит для	1	1
566	действительности которая	1	1
567	образом характеризует	1	1
568	о котором	1	1
569	собою в	2	1
570	принимается за	1	1
571	это было	1	1
572	быть определена	1	1
573	в итоге	2	1
574	речь идет	2	1
575	в известном	2	1
576	в следующей	1	1
577	и это	2	1
578	в каждой	1	1
579	а только	4	1
580	в каком	2	1
581	к числу	1	1
582	это происходит	1	1
583	воображения или	1	1
584	поэтому у	1	1
585	сценического искусства	1	1
586	творческого акта	4	1
587	к какому-либо	2	1
588	героя и	5	1
589	вопрос что	2	1
590	между участниками	1	1
591	следует подчеркнуть	3	1
592	не все	2	1
593	автора на	1	1
594	ином отношении	1	1
595	казалось бы	1	1
596	области искусства	3	1
597	той или	5	1
598	или ином	1	1
599	само же	1	1
600	что искусство	1	1
601	свою душу	1	1
602	которых можно	1	1
603	под именем	1	1
604	именно эту	1	1
605	ни к	2	1
606	этого писателя	1	1
607	может иметь	1	1
608	том случае	1	1
609	исходя из	1	1
610	двенадцать стульев	1	1
611	разница в	1	1
612	сфере искусства	1	1
613	более чем	1	1
614	слову вяч	1	1
615	о различных	1	1
616	а с	2	1
617	в данном	4	1
618	личности в	4	1
619	сознания а	1	1
620	ему принадлежит	1	1
621	в исполнении	1	1
622	первой части	2	1
623	в основе	7	1
624	виду не	3	1
625	вытекает из	2	1
626	и мира	1	1
627	тем более	2	1
628	художественное мышление	1	1
629	же автор	1	1
630	оно в	1	1
631	очень точно	1	1
632	художественного целого	3	1
633	художественной литературы	2	1
634	не означает	1	1
635	представляется не	1	1
636	утверждение о	1	1
637	говоря в	1	1
638	тех же	1	1
639	говорил о	1	1
640	случае если	1	1
641	не составляет	1	1
642	в лучшем	1	1
643	в чистом	1	1
644	духовной жизни	2	1
645	собой в	1	1
646	ильфа и	1	1
647	есть в	3	1
648	в роли	3	1
649	для будущего	1	1
650	нет даже	1	1
651	входит в	4	1
652	говоря только	1	1
653	наконец в	1	1
654	единства в	1	1
655	не дает	1	1
656	ту или	2	1
657	лежат в	1	1
658	следует смешивать	3	1
659	однако если	3	1
660	неотделимо от	1	1
661	видов искусства	2	1
662	этой художественной	1	1
663	сложности и	1	1
664	нельзя не	1	1
665	не один	1	1
666	самое существенное	1	1
667	системе образов	1	1
668	вяч иванова	1	1
669	автора так	1	1
670	друг друга	1	1
671	наличие в	1	1
672	процесс формирования	1	1
673	как совокупность	3	1
674	потому что	3	1
675	в свою	3	1
676	сознания в	4	1
677	и тем	4	1
678	слова и	2	1
679	кажется что	1	1
680	быть и	2	1
681	от всех	2	1
682	состояние а	1	1
683	познания или	1	1
684	и поэтому	1	1
685	в него	1	1
686	между всеми	1	1
687	а по	1	1
688	не могло	2	1
689	но она	2	1
690	значение для	1	1
691	со стороны	5	1
692	только на	1	1
693	личность и	1	1
694	читателя зрителя	3	1
695	или иных	2	1
696	для этого	1	1
697	одно и	3	1
698	может служить	2	1
699	на его	1	1
700	и что	4	1
701	дело не	2	1
702	к области	3	1
703	сознание как	1	1
704	диаметрально противоположные	1	1
705	за пределы	2	1
706	но только	2	1
707	заключает в	1	1
708	говорит что	2	1
709	у достоевского	1	1
710	говоря о	3	1
711	перестанет быть	1	1
712	других произведений	2	1
713	и жизни	1	1
714	в истории	1	1
715	это необходимо	1	1
716	например говорит	1	1
717	этом смысле	3	1
718	что из	1	1
719	то или	1	1
720	каждый из	1	1
721	в новое	1	1
722	себе в	1	1
723	свою очередь	2	1
724	и наоборот	2	1
725	года на	1	1
726	воображении и	1	1
727	или иное	1	1
728	наиболее глубокий	1	1
729	примером такого	1	1
730	содержания в	1	1
731	и характерное	1	1
732	в глаза	2	1
733	перед необходимостью	1	1
734	не случайно	3	1
735	себя свою	1	1
736	порой и	1	1
737	художественных произведений	1	1
738	художественная деятельность	2	1
739	личности и	3	1
740	иного типа	1	1
741	имеем в	3	1
742	этого мира	1	1
743	превратилась в	1	1
744	или говоря	3	1
745	из наиболее	1	1
746	тот или	3	1
747	отношение к	7	1
748	определена как	1	1
749	как мы	1	1
750	соответствии с	1	1
751	жизни не	1	1
752	я с	5	1
753	к изучению	1	1
754	видим в	2	1
755	общего с	1	1
756	в понимании	1	1
757	самые различные	1	1
758	это правило	1	1
759	в систему	1	1
760	затем в	1	1
761	для такого	2	1
762	индивидуальный характер	1	1
763	и служит	1	1
764	об отсутствии	1	1
765	деятельность художника	2	1
766	в ходе	5	1
767	приводят к	1	1
768	обратимся к	1	1
769	материала в	2	1
770	новое время	1	1
771	связи между	1	1
772	что может	2	1
773	основания для	1	1
774	уже не	6	1
775	за его	1	1
776	имеем дело	2	1
777	слова в	3	1
778	творчества все	1	1
779	сказать не	1	1
780	лев толстой	1	1
781	или иного	4	1
782	исканий и	1	1
783	самой природы	1	1
784	жизнью и	1	1
785	реализуется в	2	1
786	происходит в	1	1
787	свести к	1	1
788	чаще всего	1	1
789	как будто	1	1
790	искусства в	6	1
791	искусства это	3	1
792	здесь не	2	1
793	а об	1	1
794	впечатлений в	1	1
795	тем это	1	1
796	о своих	1	1
797	тех или	2	1
798	этом у	1	1
799	литературное произведение	1	1
800	зрителя слушателя	3	1
801	связаны с	1	1
802	однако все	2	1
803	самого автора	1	1
804	своей индивидуальности	1	1
805	к каким	1	1
806	с ее	6	1
807	с бытием	1	1
808	во времени	4	1
809	именно это	1	1
810	строго говоря	2	1
811	видения мира	2	1
812	в самой	2	1
813	дело обстоит	1	1
814	или точнее	1	1
815	и особенно	2	1
816	он должен	3	1
817	характерно что	1	1
818	собственно говоря	2	1
819	тому же	1	1
820	деятельности и	1	1
821	в совокупности	1	1
822	что ничто	1	1
823	жизни личности	1	1
824	мира в	2	1
825	виду что	1	1
826	его можно	1	1
