N	2gram	Tiupa_Hudo	VerxiiNi
499	это было	2	1
500	роль в	2	1
501	он сам	3	1
502	на его	2	1
503	даже за	1	1
504	в сторону	2	1
505	и таких	1	1
506	в каждой	2	1
507	всей своей	2	1
508	определенной категории	1	1
509	в чем	1	1
510	жизни на	4	1
511	конкретные формы	1	1
512	разные стороны	1	1
513	культуры в	1	1
514	человеком и	1	1
515	это тоже	1	1
516	жизни то	3	1
517	на себе	3	1
518	как только	3	1
519	представляется в	3	1
520	и смерть	1	1
521	могло бы	1	1
522	в одной	3	1
523	тем более	1	1
524	к нашей	1	1
525	и своей	1	1
526	впрочем достаточно	1	1
527	казалось бы	12	1
528	что они	4	1
529	бы в	2	1
530	рассказы будучи	1	1
531	именно между	1	1
532	и смерти	4	1
533	однако не	1	1
534	на них	2	1
535	людей в	1	1
536	с этим	3	1
537	это был	1	1
538	все они	2	1
539	нет ничего	4	1
540	и того	1	1
541	еще и	2	1
542	сам он	3	1
543	ни к	2	1
544	ни на	2	1
545	свое полное	1	1
546	совершенно не	1	1
547	как показывает	1	1
548	все более	1	1
549	человека в	10	1
550	своей судьбой	1	1
551	там где	2	1
552	в первую	2	1
553	бы и	2	1
554	эти тенденции	1	1
555	в уста	1	1
556	на человека	2	1
557	на этой	1	1
558	находит свое	1	1
559	не существует	1	1
560	что от	1	1
561	к этой	4	1
562	и других	1	1
563	и более	2	1
564	не могли	1	1
565	домашних животных	1	1
566	и состоит	4	1
567	да и	5	1
568	отличие от	1	1
569	между собой	1	1
570	жизни он	2	1
571	под этой	1	1
572	не означает	2	1
573	про него	1	1
574	собственного желания	1	1
575	он равнодушен	1	1
576	еще недостаточно	1	1
577	пристрастием к	1	1
578	от характера	1	1
579	роли в	2	1
580	мы уже	7	1
581	духовной жизни	2	1
582	чистом виде	1	1
583	поскольку они	1	1
584	момента когда	1	1
585	эти слова	3	1
586	эти два	1	1
587	она обладает	1	1
588	входит в	1	1
589	и животным	1	1
590	именно потому	1	1
591	живет в	2	1
592	ничто не	1	1
593	не должно	2	1
594	мы не	2	1
595	совсем не	1	1
596	не по	2	1
597	с легкостью	1	1
598	не связанных	1	1
599	характер не	1	1
600	это главным	1	1
601	в ней	6	1
602	в славянском	1	1
603	и любовь	1	1
604	но это	2	1
605	дело не	2	1
606	а через	1	1
607	взглянуть на	1	1
608	в этот	1	1
609	но совершенно	1	1
610	не счел	1	1
611	является его	1	1
612	это по	1	1
613	двух или	1	1
614	о сыне	1	1
615	невозможно но	1	1
616	только как	1	1
617	что касается	1	1
618	и весь	1	1
619	а по	2	1
620	но зато	1	1
621	что уже	1	1
622	горах и	4	1
623	только на	6	1
624	но они	1	1
625	в которую	1	1
626	созерцательности и	1	1
627	речь идет	3	1
628	к одному	1	1
629	как она	3	1
630	и об	3	1
631	кто же	1	1
632	к области	2	1
633	в строгом	1	1
634	исключая и	1	1
635	начинается с	2	1
636	оставляя после	1	1
637	к смерти	1	1
638	из двух	1	1
639	а между	4	1
640	по отношению	15	1
641	учения о	1	1
642	его жизнь	2	1
643	не следует	2	1
644	и до	1	1
645	более и	1	1
646	что скоро	1	1
647	случае с	1	1
648	на стороне	2	1
649	уже говорили	1	1
650	душу и	2	1
651	от своего	2	1
652	из нас	5	1
653	друга и	1	1
654	в ничто	1	1
655	к людям	2	1
656	что когда	2	1
657	тогда как	10	1
658	себе в	2	1
659	любви к	2	1
660	как существо	1	1
661	так называемых	1	1
662	когда мы	2	1
663	человеку если	1	1
664	в глаза	1	1
665	всего что	1	1
666	как известно	1	1
667	и остается	2	1
668	на это	2	1
669	становится в	1	1
670	в нашей	1	1
671	было бы	8	1
672	но среди	1	1
673	и злобы	1	1
674	в отличие	1	1
675	являются его	1	1
676	заметить что	2	1
677	не совсем	1	1
678	человеческой жизни	9	1
679	будущее он	1	1
680	к двум	2	1
681	одного из	1	1
682	настоящее время	1	1
683	ней и	1	1
684	впервые в	2	1
685	вернуться к	1	1
686	однако в	4	1
687	в сфере	2	1
688	что среди	1	1
689	найти в	1	1
690	по себе	3	1
691	не похожи	1	1
692	а у	1	1
693	из поля	1	1
694	когда тот	2	1
695	в самую	1	1
696	могут быть	1	1
697	потом с	1	1
698	такою же	2	1
699	о его	2	1
700	человека и	4	1
701	одной человеческой	1	1
702	душевное состояние	1	1
703	их с	1	1
704	соответствии с	2	1
705	но именно	3	1
706	в нашем	2	1
707	же она	1	1
708	может показаться	1	1
709	может случиться	1	1
710	именно то	1	1
711	традиции не	1	1
712	не знаем	2	1
713	место в	3	1
714	природы не	1	1
715	том же	1	1
716	же в	3	1
717	что она	10	1
718	бытия и	4	1
719	такой же	3	1
720	бы быть	1	1
721	происходит в	1	1
722	своей основной	1	1
723	до известной	1	1
724	перед возможностью	1	1
725	после себя	1	1
726	ибо в	2	1
727	и его	8	1
728	его к	1	1
729	известной степени	1	1
730	собой на	1	1
731	а как	2	1
732	и никогда	1	1
733	что даже	2	1
734	даже в	4	1
735	жизни каждого	1	1
736	его внимания	1	1
737	деревни умирали	1	1
738	может и	3	1
739	к своей	1	1
740	друг друга	5	1
741	растворяется в	1	1
742	бытия в	1	1
743	с ее	7	1
744	всех этих	1	1
745	к ее	1	1
746	таким же	1	1
747	не представляется	2	1
748	и тот	2	1
749	которой нет	1	1
750	чтобы не	3	1
751	в далеком	1	1
752	этих людей	1	1
753	духовной близости	1	1
754	в настоящее	1	1
755	но для	1	1
756	то о	2	1
757	себя в	11	1
758	и ее	3	1
759	здесь не	2	1
760	духе и	1	1
761	ничего не	11	1
762	жизни с	3	1
763	души есть	1	1
764	лишь по	1	1
765	образом он	1	1
766	перед людьми	1	1
767	он должен	1	1
768	той же	3	1
