N	2gram	Vinokur_Vv	Mirosoze
163	у них	2	6
164	совсем не	3	6
165	можно было	8	6
166	чтобы не	1	6
167	и от	1	6
168	и здесь	3	6
169	что это	3	6
170	это есть	2	6
171	если бы	3	6
172	в которых	6	6
173	в ее	11	6
174	того как	3	6
175	должен был	4	6
176	и более	1	6
177	жизнь и	1	6
178	быть и	2	6
179	на то	2	6
180	не к	2	6
181	еще не	4	5
182	бы в	2	5
183	которые не	2	5
184	мысли и	2	5
185	одно из	5	5
186	что русский	1	5
187	и как	9	5
188	отличается от	1	5
189	к культуре	2	5
190	с этим	3	5
191	во всяком	5	5
192	для этого	3	5
193	говорит что	1	5
194	до того	2	5
195	сказать что	6	5
196	к которому	1	5
197	все время	2	5
198	в атмосфере	1	5
199	момент в	1	5
200	на протяжении	2	5
201	после того	2	5
202	от этого	5	5
203	сих пор	7	5
204	вопроса о	1	5
205	должны быть	1	5
206	культуры и	1	5
207	был в	2	5
208	в то	6	5
209	который был	1	5
210	до сих	7	5
211	интерес к	1	5
212	оно не	1	5
213	да и	4	5
214	его и	1	5
215	этом пути	1	5
216	той же	4	5
217	тот же	1	5
218	в более	4	5
219	этот процесс	4	5
220	которых он	1	5
221	так и	2	5
222	в их	12	5
223	и я	1	5
224	связано с	1	5
225	как будто	3	5
226	в той	10	4
227	что было	1	4
228	в центре	4	4
229	тему о	1	4
230	в момент	1	4
231	еще более	1	4
232	в разных	7	4
233	на деле	1	4
234	в своих	2	4
235	и даже	6	4
236	культуры в	5	4
237	в такой	1	4
238	было не	1	4
239	нельзя было	1	4
240	духовной жизни	3	4
241	не всегда	1	4
242	по отношению	4	4
243	не что	5	4
244	его собственной	1	4
245	что они	2	4
246	мы видим	1	4
247	что иное	5	4
248	в каждом	4	4
249	от природы	1	4
250	и этим	1	4
251	не от	1	4
252	лежит в	2	4
253	не была	1	4
254	и можно	1	4
255	будто бы	2	4
256	тому что	2	4
257	в свете	1	4
258	себе и	2	4
259	в чем	4	4
260	а для	1	4
261	а с	2	4
262	так что	5	4
263	и что	6	4
264	и никогда	1	4
265	в идее	1	4
266	тогда когда	4	4
267	для них	2	4
268	и тот	1	4
269	но на	1	4
270	с ней	2	4
271	в начале	3	4
272	как о	4	4
273	вряд ли	3	4
274	от его	1	4
275	по сравнению	4	4
276	и тогда	3	4
277	народа и	1	4
278	и до	2	4
279	в истории	9	4
280	может ли	2	4
281	только с	4	4
282	он должен	1	4
283	как к	1	4
284	могут быть	6	4
285	может не	1	4
286	ни с	2	4
287	мы не	2	4
288	все равно	2	4
289	в эпоху	1	4
290	все эти	3	4
291	есть в	1	4
292	по своему	5	4
293	путь к	1	4
294	значит что	1	4
295	народного духа	1	4
296	заключает в	1	4
297	от того	3	4
298	его отношение	1	4
299	отношению к	4	4
300	место в	1	4
301	идея и	1	4
302	конце концов	2	4
303	любви и	1	4
304	иное как	6	4
305	можно и	1	3
306	это значит	1	3
307	о чем	4	3
308	есть один	1	3
309	него в	2	3
310	в виду	5	3
311	не бывает	2	3
312	стоит в	2	3
313	давно уже	1	3
314	все же	9	3
315	и границы	1	3
316	ответить на	1	3
317	то это	3	3
318	даже и	4	3
319	входит в	3	3
320	в этот	2	3
321	одной и	2	3
322	в одном	4	3
323	приходит к	1	3
324	превращается в	1	3
325	значительной степени	1	3
326	не вполне	4	3
327	идей и	1	3
328	к этому	3	3
329	в европе	1	3
330	не принадлежит	1	3
331	на том	3	3
332	хотя и	5	3
333	и сама	2	3
334	и за	1	3
335	одним из	5	3
336	я и	1	3
337	не остается	1	3
338	но ведь	4	3
339	есть та	1	3
340	же как	3	3
341	свободен от	1	3
342	во всех	2	3
343	в уста	1	3
344	нет уже	1	3
345	именно потому	1	3
346	между тем	10	3
347	к этим	1	3
348	и тем	5	3
349	и та	1	3
350	должны были	1	3
351	истории и	4	3
352	не значит	1	3
353	раньше чем	3	3
354	и самый	1	3
355	были бы	1	3
356	ближе к	2	3
357	жизни а	1	3
358	для себя	1	3
359	и должно	2	3
360	но также	16	3
361	на почве	5	3
362	учение о	2	3
363	это уже	2	3
364	в картине	1	3
365	науки и	5	3
366	европейской культуры	1	3
367	что нет	2	3
368	и будет	1	3
369	как не	1	3
370	быть назван	1	3
371	сравнению с	4	3
372	не до	2	3
373	в значительной	3	3
374	не быть	1	3
375	его нельзя	1	3
376	своему значению	2	3
377	только один	1	3
378	а лишь	1	3
379	и той	3	3
380	что же	3	3
381	она может	1	3
382	тому как	2	3
383	на этот	6	3
384	всяком случае	5	3
385	и после	1	3
386	из него	2	3
387	обратиться к	1	3
388	литературы и	2	3
389	и то	7	3
390	стоит на	1	3
391	что оно	2	3
392	это особенно	1	3
393	для нас	1	3
394	ведь это	1	3
395	но с	5	3
396	а к	1	3
397	движение в	1	3
398	бытия и	1	3
399	и эта	1	3
400	романов достоевского	2	3
401	долгое время	1	3
402	говорят о	1	3
403	в духовной	1	3
404	последнего из	1	3
405	на его	1	3
406	об этом	6	3
407	в самых	1	3
408	а от	1	3
409	что всякий	1	3
410	мы должны	2	3
411	не с	3	3
412	лишь как	2	3
413	и всегда	1	3
414	показывает как	1	3
415	и ничего	1	3
416	но для	1	3
417	с которыми	2	2
418	что если	2	2
419	вообще не	3	2
420	и был	2	2
421	это отрицание	1	2
422	с русским	2	2
423	не столько	2	2
424	его от	1	2
425	по себе	11	2
426	и сам	3	2
427	и внутри	1	2
428	находит себе	3	2
429	самой идеи	2	2
430	не менее	9	2
431	есть то	1	2
432	культуры не	3	2
433	не могли	2	2
434	в действительности	1	2
435	своей природе	3	2
436	и своим	1	2
437	вот почему	3	2
438	и другой	1	2
439	во многих	1	2
440	из себя	1	2
441	между двумя	1	2
442	за собой	3	2
443	начале xix	2	2
444	народ но	1	2
445	в чистом	1	2
446	всего что	1	2
447	с другой	8	2
448	в прошлом	2	2
449	жизни как	2	2
450	друг для	1	2
451	они должны	1	2
452	быть в	5	2
453	во всей	1	2
454	были в	1	2
455	во франции	1	2
456	выходя из	1	2
457	в идеале	2	2
458	того же	3	2
459	то в	1	2
460	которая должна	1	2
461	есть ли	1	2
462	такого рода	3	2
463	смысле в	2	2
464	и чрезвычайно	1	2
465	после этого	2	2
466	что такое	12	2
467	и нужно	1	2
468	своем понимании	1	2
469	есть еще	3	2
470	его время	1	2
471	себе путь	1	2
472	связи с	3	2
473	между ними	3	2
474	также в	1	2
475	и именно	13	2
476	нельзя найти	1	2
477	что их	1	2
478	не означает	1	2
479	опыт и	1	2
480	к превращению	1	2
481	от которых	2	2
482	потребность в	1	2
483	когда мы	2	2
484	она была	2	2
485	не раз	1	2
486	но нет	1	2
487	с разных	1	2
488	что без	1	2
489	его к	2	2
490	а как	5	2
491	во время	1	2
492	и ее	4	2
493	нее не	1	2
494	одном отношении	1	2
495	наук и	4	2
496	а потому	5	2
497	во втором	2	2
498	народа в	1	2
499	в сущности	3	2
500	сам по	2	2
501	истории в	2	2
502	от этой	1	2
503	находятся в	2	2
504	разного рода	1	2
505	подобно тому	2	2
506	если не	1	2
507	самом деле	7	2
508	от своего	1	2
509	достоевский как	1	2
510	том смысле	2	2
511	к какому	2	2
512	которая не	1	2
513	в каком	3	2
514	для друга	1	2
515	имеет своего	1	2
516	что мы	2	2
517	ней есть	1	2
518	на той	1	2
519	историческая судьба	1	2
520	быть не	1	2
521	не сам	1	2
522	и уже	3	2
523	то все	1	2
524	и вряд	1	2
525	и об	1	2
526	не потому	1	2
527	потому и	1	2
528	проблемы и	2	2
529	нем не	1	2
530	говорил что	1	2
531	бы сказать	1	2
532	он мог	3	2
533	этого слова	2	2
534	правда в	1	2
535	не видит	1	2
536	только потому	1	2
537	обращена к	1	2
538	для нашего	1	2
539	выражения в	1	2
540	которая ведет	1	2
541	различие между	1	2
542	ни к	2	2
543	этом отношении	4	2
544	он и	2	2
545	в основании	3	2
546	ее в	1	2
547	на самом	1	2
548	имел в	1	2
549	на одной	1	2
550	когда говорил	2	2
551	смысле этого	9	2
552	с их	5	2
553	о жизни	1	2
554	и без	2	2
555	склонность к	1	2
556	в какой	6	2
557	есть только	2	2
558	перед собой	1	2
559	к своему	2	2
560	как ее	1	2
561	нисколько не	3	2
562	это было	1	2
563	нем все	1	2
564	для нашей	1	2
565	ко всему	1	2
566	и других	3	2
567	и социального	1	2
568	быть человек	1	2
569	не по	1	2
570	народа как	2	2
571	в необходимости	1	2
572	е в	4	2
573	нужно было	1	2
574	люди с	1	2
575	отношений между	3	2
576	этого не	2	2
577	и часто	1	2
578	культуры но	1	2
579	и о	1	2
580	них нет	1	2
581	сторон в	1	2
582	или иной	3	2
583	быть у	1	2
584	очень трудно	1	2
585	все более	4	2
586	и новые	1	2
587	начинает с	1	2
588	в который	2	2
589	мира в	1	2
590	нельзя признать	2	1
591	новое и	1	1
592	был и	1	1
593	книгу о	1	1
594	из сторон	1	1
595	с сильными	1	1
596	истории для	1	1
597	только что	4	1
598	знает не	1	1
599	этим свою	1	1
600	более его	1	1
601	человека можно	1	1
602	эта идея	1	1
603	к знанию	1	1
604	или нет	2	1
605	это обычно	1	1
606	говорит о	3	1
607	одно дело	2	1
608	требует от	1	1
609	другой стороны	5	1
610	исследование о	1	1
611	но что	3	1
612	понимается как	1	1
613	этим объясняется	1	1
614	как они	1	1
615	быть названа	1	1
616	в материал	1	1
617	но все	4	1
618	миросозерцания и	1	1
619	каким образом	2	1
620	как об	9	1
621	во взглядах	1	1
622	очень не	1	1
623	и последние	1	1
624	из всего	1	1
625	сторона его	1	1
626	вполне адекватного	1	1
627	места и	1	1
628	целое и	2	1
629	похож на	1	1
630	о людях	1	1
631	ведь и	1	1
632	их из	1	1
633	а именно	6	1
634	по внешности	1	1
635	этом опыте	1	1
636	на эту	1	1
637	неспособность к	1	1
638	в природе	1	1
639	и истории	2	1
640	речь идет	2	1
641	в антропологическом	1	1
642	всего должен	1	1
643	искусство и	2	1
644	более то	1	1
645	для исследования	1	1
646	казалось бы	2	1
647	духа обычно	1	1
648	понять как	1	1
649	и живая	1	1
650	лишь средством	1	1
651	сам же	2	1
652	перестает быть	1	1
653	и того	3	1
654	творческой фантазии	1	1
655	читать в	2	1
656	нужно знать	2	1
657	в противовес	1	1
658	осуществляется в	1	1
659	что этот	1	1
660	имеет очень	1	1
661	заключены в	1	1
662	нет такой	1	1
663	всегда связана	1	1
664	не чувствует	1	1
665	не должен	1	1
666	одной стороны	4	1
667	центре внимания	2	1
668	но во	1	1
669	в другом	3	1
670	и должна	1	1
671	имея в	1	1
672	хотя оба	1	1
673	которых не	3	1
674	уже было	2	1
675	и трудно	1	1
676	каких и	1	1
677	об отношении	3	1
678	оно было	1	1
679	средних веков	2	1
680	быть названо	4	1
681	говорить о	5	1
682	мертвой буквой	1	1
683	может служить	3	1
684	не одно	1	1
685	и при	2	1
686	втором случае	1	1
687	в строгом	3	1
688	а между	2	1
689	этим не	1	1
690	разных сторон	1	1
691	уже и	10	1
692	на практике	1	1
693	от древнего	1	1
694	самого только	1	1
695	было сказано	3	1
696	всегда и	1	1
697	к ним	1	1
698	есть совершенно	1	1
699	как на	12	1
700	вообще и	3	1
701	уже более	1	1
702	еще нет	1	1
703	с именем	1	1
704	наряду с	3	1
705	что существует	1	1
706	действительности о	1	1
707	вещи и	1	1
708	его нужно	1	1
709	не иначе	2	1
710	что написано	1	1
711	в зависимости	3	1
712	мыслителей и	1	1
713	это прежде	1	1
714	обращенной к	1	1
715	по поводу	1	1
716	и англии	1	1
717	о связи	1	1
718	которого был	1	1
719	и становится	1	1
720	быта и	3	1
721	всякий кто	1	1
722	не то	1	1
723	действительно в	1	1
724	о ней	1	1
725	деле то	1	1
726	в распоряжении	1	1
727	он очень	1	1
728	она имеет	1	1
729	интересом к	1	1
730	нашего времени	2	1
731	той мере	6	1
732	мышления и	1	1
733	она и	1	1
734	как две	3	1
735	тот смысл	1	1
736	произведения и	2	1
737	жить в	1	1
738	очень далеко	1	1
739	собой в	2	1
740	с одной	4	1
741	смотрят на	1	1
742	притом не	1	1
743	ли быть	2	1
744	с точки	4	1
745	сильнее чем	2	1
746	то для	1	1
747	что иной	1	1
748	связей и	1	1
749	ее можно	1	1
750	не понимать	1	1
751	которого он	1	1
752	для исторического	1	1
753	этом втором	1	1
754	что самая	1	1
755	при чем	1	1
756	коренным образом	1	1
757	не больше	1	1
758	бы своей	1	1
759	идеализма и	1	1
760	содержания как	1	1
761	видит в	4	1
762	как же	1	1
763	бы только	1	1
764	или не	1	1
765	наука о	5	1
766	всех его	1	1
767	процесс можно	1	1
768	народа есть	1	1
769	быть только	1	1
770	государства и	2	1
771	точном смысле	1	1
772	в таком	1	1
773	или иная	1	1
774	так много	1	1
775	отличие от	4	1
776	в изображении	1	1
777	лишь на	1	1
778	всего он	1	1
779	рядом с	2	1
780	особенно сильно	1	1
781	во главе	1	1
782	следовательно и	2	1
783	в ряду	2	1
784	свою науку	1	1
785	должно было	1	1
786	и теми	3	1
787	в себя	1	1
788	в сторону	1	1
789	какой они	1	1
790	отношений все	1	1
791	не нужно	2	1
792	теперь и	1	1
793	то именно	1	1
794	ему право	1	1
795	понимать в	3	1
796	той или	3	1
797	формы в	1	1
798	собственно в	1	1
799	материалом для	1	1
800	к лицу	1	1
801	находит свое	1	1
802	в содержание	1	1
803	культурной жизни	2	1
804	себе это	1	1
805	чтобы в	1	1
806	был уже	1	1
807	ли это	1	1
808	говорил о	1	1
809	ответом на	1	1
810	вся история	1	1
811	мы уже	2	1
812	значение и	2	1
813	в высшем	1	1
814	характера то	1	1
815	не дает	1	1
816	этой идеи	1	1
817	и речи	1	1
818	с какой	1	1
819	к идеям	1	1
820	если и	1	1
821	в системе	1	1
822	если же	2	1
823	хотя в	2	1
824	в тех	2	1
825	не могла	1	1
826	не заметили	1	1
827	разрешается в	1	1
828	в учении	1	1
829	бы уже	1	1
830	также не	1	1
831	материальной организации	1	1
832	глубине и	1	1
833	нужно читать	1	1
834	сомневаться в	1	1
835	этот вопрос	7	1
836	в историческом	1	1
837	в русский	1	1
838	ведь в	1	1
839	не совпадает	2	1
840	человечества на	1	1
841	того кто	1	1
842	так называемого	1	1
843	т п	5	1
844	в совершенстве	1	1
845	оно входит	1	1
846	для дела	1	1
847	природы и	2	1
848	главным образом	1	1
849	последний вопрос	1	1
850	оно имеет	1	1
851	но есть	1	1
852	и никакого	1	1
853	и др	2	1
854	подход к	1	1
855	это делает	2	1
856	культуры что	1	1
857	них не	2	1
858	что может	3	1
859	с чем	2	1
860	глубине человеческой	1	1
861	у разных	1	1
862	в силу	3	1
863	другой не	1	1
864	же мы	1	1
865	не свободен	1	1
866	которые были	2	1
867	слова как	2	1
868	показывает что	1	1
869	античного мира	1	1
870	независимо от	5	1
871	но далее	1	1
872	можно с	1	1
873	и чем	2	1
874	определяется в	1	1
875	в культуре	1	1
876	имеет свою	2	1
877	с идеей	1	1
878	пор это	1	1
879	эту тему	1	1
880	искусства в	1	1
881	идея которая	1	1
882	жизни для	1	1
883	его сторону	1	1
884	но вместо	1	1
885	и писателей	1	1
886	своего рода	3	1
887	дать его	1	1
888	самая идея	1	1
889	в содержании	2	1
890	и цивилизации	1	1
891	за ним	1	1
892	для познания	1	1
893	как с	1	1
894	также что	1	1
895	к одной	1	1
896	своего собственного	1	1
897	которые идут	1	1
898	и из	2	1
899	нужно сказать	1	1
900	никак не	1	1
901	и этого	3	1
902	ответ на	4	1
903	все свое	1	1
904	с каждым	1	1
905	оторванной от	1	1
906	превратить его	1	1
907	но нужно	1	1
908	не на	1	1
909	нас от	1	1
910	такого же	2	1
911	о природе	7	1
912	особого рода	4	1
913	все то	1	1
914	есть проблема	1	1
915	у меня	1	1
916	строгом смысле	3	1
917	имеет значение	1	1
918	мы говорим	3	1
919	заключается в	4	1
920	к исследованию	1	1
921	по истории	2	1
922	движении к	1	1
923	лишь к	1	1
924	высшую цель	1	1
925	это выражение	1	1
926	можно назвать	1	1
927	свой собственный	1	1
928	существует и	1	1
929	как момент	1	1
930	с ними	1	1
931	возможности и	1	1
932	в слове	3	1
933	и т	45	1
934	слишком мало	1	1
935	зависимости от	3	1
936	которого не	1	1
937	знает что	1	1
938	что вообще	1	1
939	слова о	1	1
940	было у	1	1
941	слова для	1	1
942	чем же	3	1
943	истории не	2	1
944	то третье	1	1
945	уже из	1	1
946	о духе	1	1
947	и везде	1	1
948	внутренняя связь	1	1
949	что почва	1	1
950	и заключается	4	1
951	своей целью	2	1
952	не любил	1	1
953	наконец в	1	1
954	не должно	1	1
955	чем они	2	1
956	самое существенное	1	1
957	тех пор	1	1
958	в новой	1	1
959	только тогда	1	1
960	место у	1	1
961	вкус к	1	1
962	культуры для	1	1
963	народов и	2	1
964	не могло	1	1
965	одна сторона	1	1
966	к делу	4	1
967	он по	1	1
968	вопрос нужно	1	1
969	что такая	1	1
970	же время	6	1
971	он есть	1	1
972	тогда как	2	1
973	в обоих	2	1
974	и наоборот	3	1
975	литературы в	3	1
976	достигает того	1	1
977	как например	6	1
978	как будет	2	1
979	несмотря на	2	1
980	этом учении	1	1
981	имеем в	1	1
982	на которые	1	1
983	потом в	1	1
984	известного рода	1	1
985	и начал	1	1
986	в отличие	4	1
987	важное для	1	1
988	на две	1	1
989	впервые в	1	1
990	ее не	1	1
991	с обычным	1	1
992	был быть	1	1
993	принять участие	1	1
994	свет с	1	1
995	только одна	1	1
996	имеет своим	1	1
997	она неизбежно	1	1
998	одной из	4	1
999	науку о	2	1
1000	человечества и	1	1
1001	культура не	1	1
1002	культурной истории	3	1
1003	культуры как	6	1
1004	будет в	2	1
1005	цели в	1	1
1006	своей исторической	1	1
1007	основная мысль	1	1
1008	только о	2	1
1009	есть тот	1	1
1010	точку зрения	1	1
1011	изменения в	1	1
1012	проявлялось в	1	1
1013	не выдерживает	1	1
1014	всего того	3	1
1015	им как	1	1
1016	в свое	3	1
1017	знать что	1	1
1018	значение в	2	1
1019	смысле что	1	1
1020	нас нет	1	1
1021	на вопрос	6	1
1022	писателя не	1	1
1023	вкладывает в	1	1
1024	для всякого	1	1
1025	мы имеем	4	1
1026	бы на	1	1
1027	а это	1	1
1028	памятников и	3	1
1029	и историю	2	1
1030	многое в	1	1
1031	то мы	1	1
1032	истории с	1	1
1033	на которой	1	1
1034	о пушкине	1	1
1035	лицом к	1	1
1036	народа то	1	1
1037	но одно	1	1
1038	возможно только	1	1
1039	представлять себе	1	1
1040	слово в	1	1
1041	слова а	1	1
1042	участие в	1	1
1043	по словам	1	1
1044	страсть к	1	1
1045	мы находим	1	1
1046	в виде	4	1
1047	раз в	1	1
1048	чему в	1	1
1049	что ни	1	1
1050	что совершенно	1	1
1051	тесно связано	1	1
1052	а также	3	1
1053	на нее	3	1
1054	бы кажется	1	1
1055	это еще	2	1
1056	с них	1	1
1057	по существу	2	1
1058	в германии	3	1
1059	не со	2	1
1060	чтобы быть	1	1
1061	сама по	3	1
1062	с известного	2	1
1063	в стороне	1	1
1064	с той	1	1
1065	вообще он	1	1
1066	помнить что	1	1
1067	иной раз	2	1
1068	и могут	1	1
1069	в новом	1	1
1070	человека или	1	1
1071	что раньше	1	1
1072	осталось ни	1	1
1073	для которого	1	1
1074	говорит об	1	1
1075	вовсе не	6	1
1076	в одной	1	1
1077	культуры он	1	1
1078	мысли в	1	1
1079	тем более	2	1
1080	мере в	6	1
1081	с первого	1	1
1082	чтобы сделать	1	1
1083	всем им	1	1
1084	этих двух	2	1
1085	это остается	1	1
1086	права и	1	1
1087	и тех	1	1
1088	и эти	1	1
1089	на них	1	1
1090	до тех	1	1
1091	существенное в	1	1
1092	и образом	1	1
1093	е своего	1	1
1094	чистом виде	1	1
1095	бытом с	1	1
1096	русской культуры	1	1
1097	в течение	5	1
1098	бы назвать	1	1
1099	она во	1	1
1100	твердую почву	1	1
1101	себе что	3	1
1102	во второй	3	1
1103	в частности	3	1
1104	тех же	1	1
1105	к области	1	1
1106	факт что	2	1
1107	как явление	2	1
1108	дать ему	1	1
1109	с прошлым	3	1
1110	в xix	1	1
1111	поэтому для	1	1
1112	вся она	1	1
1113	без остатка	2	1
1114	или как	3	1
1115	самой своей	2	1
1116	одного из	1	1
1117	не осталось	1	1
1118	и каждая	1	1
1119	та или	1	1
1120	для такого	1	1
1121	сознание а	1	1
1122	это можно	1	1
1123	слова в	1	1
1124	и нашей	1	1
1125	идут от	1	1
1126	же в	1	1
1127	том только	1	1
1128	которые заключены	1	1
1129	как часто	1	1
1130	своеобразия и	1	1
1131	и прежде	1	1
1132	в области	4	1
1133	чем к	1	1
1134	нуждается в	3	1
1135	же это	2	1
1136	это в	2	1
1137	от идей	1	1
1138	враждебное отношение	1	1
1139	лишь с	1	1
1140	культуры или	1	1
1141	в целом	5	1
1142	веков в	1	1
1143	что на	1	1
1144	истории на	1	1
1145	литературой и	1	1
1146	такие явления	1	1
1147	можно только	2	1
