N	2gram	Ircho_Kome	Morfolog
242	все еще	1	3
243	на то	3	3
244	и его	17	3
245	и по	6	3
246	и только	1	3
247	означает что	2	3
248	в один	2	3
249	к целому	1	2
250	не так	1	2
251	от него	1	2
252	является в	1	2
253	и этот	1	2
254	как таковой	1	2
255	или по	3	2
256	и дает	2	2
257	другой пример	1	2
258	не с	1	2
259	или нет	1	2
260	он действует	1	2
261	и тот	1	2
262	этот же	1	2
263	не на	1	2
264	иначе чем	1	2
265	или непосредственно	1	2
266	в своих	2	2
267	более или	1	2
268	чего следует	1	2
269	все случаи	1	2
270	например в	1	2
271	мы получаем	1	2
272	с тем	5	2
273	в в	8	2
274	их в	1	2
275	обоих случаях	3	2
276	в которых	1	2
277	их за	1	2
278	только для	1	2
279	не имеет	1	2
280	углом зрения	1	2
281	за ней	1	2
282	когда в	3	2
283	роль в	2	2
284	в каком	1	2
285	не входит	1	2
286	нашу задачу	1	2
287	у нее	2	2
288	кропотливой работы	1	2
289	во всяком	4	2
290	ответить на	1	2
291	того как	3	2
292	в данном	1	2
293	сразу же	5	2
294	в основе	1	2
295	и более	2	2
296	вытекает из	1	2
297	в очень	1	2
298	нельзя было	1	2
299	в жены	2	2
300	одной стороны	5	2
301	о похищении	1	2
302	сюжетов и	1	2
303	в другом	5	2
304	к себе	1	2
305	в середине	5	2
306	с большой	1	2
307	особое место	1	2
308	и больше	1	2
309	он получает	1	2
310	что одна	1	2
311	точно так	1	2
312	в одном	10	2
313	в различных	1	2
314	и когда	1	2
315	от других	1	2
316	превращается в	1	2
317	не что	1	2
318	в совершенно	1	2
319	в обоих	3	2
320	действия и	1	2
321	так называемых	3	2
322	например на	1	2
323	в глаза	1	2
324	е а	2	2
325	друг на	1	2
326	что же	2	2
327	в данной	1	2
328	тем же	2	2
329	таких случаев	1	2
330	тех случаях	1	2
331	одной из	6	2
332	из первых	1	2
333	на этот	5	2
334	что она	3	2
335	он может	1	2
336	который в	2	2
337	что именно	3	2
338	не получает	1	2
339	по отдельным	2	2
340	всяком случае	4	2
341	чем это	2	2
342	себя в	2	2
343	другого и	1	2
344	хотя эти	1	2
345	все известные	2	2
346	для него	1	2
347	не означает	2	2
348	д все	1	2
349	ответ на	2	2
350	что иное	1	2
351	данном случае	1	2
352	на вопрос	1	2
353	в доме	6	2
354	в основу	1	2
355	собой в	2	2
356	и заставляет	1	2
357	с одной	5	2
358	и за	3	2
359	вывод что	3	2
360	ни было	4	2
361	этом отношении	3	2
362	все это	7	2
363	герою в	1	2
364	отсюда видно	1	2
365	не знает	1	2
366	этого не	1	2
367	наших дней	1	2
368	с двумя	1	2
369	одним из	3	2
370	это еще	2	2
371	функций между	1	2
372	очень много	1	2
373	средств к	1	2
374	за которым	1	2
375	дома в	2	2
376	также в	3	2
377	случаях когда	1	2
378	лиц не	1	2
379	действующим лицам	2	2
380	герой в	1	2
381	у него	6	2
382	по своему	5	2
383	за другим	1	2
384	незадолго до	1	2
385	средство для	1	2
386	в чем	3	2
387	путь к	2	2
388	или менее	2	2
389	и таким	2	2
390	в одной	1	2
391	чтобы его	1	2
392	в состязание	1	2
393	бы в	3	2
394	а потом	1	2
395	обычно в	1	2
396	а с	1	2
397	идет по	1	2
398	см ниже	4	2
399	случае если	1	2
400	и даже	5	2
401	в самых	1	2
402	как особая	1	2
403	что ни	1	2
404	ту же	2	2
405	не по	5	2
406	в частности	7	2
407	из этих	5	2
408	можно сделать	3	2
409	от отца	1	2
410	что эта	1	2
411	всех других	1	2
412	один раз	1	2
413	вопрос откуда	1	2
414	встреча с	1	2
415	вторая половина	1	2
416	имеет свои	1	2
417	ни одной	3	2
418	как их	1	2
419	из его	6	2
420	этого нет	1	2
421	однако в	4	2
422	этим же	2	2
423	или другими	1	2
424	до наших	1	2
425	если они	3	2
426	как будто	3	2
427	право на	2	2
428	сказать о	2	2
429	других случаях	1	2
430	если она	1	2
431	но они	2	2
432	иное как	1	2
433	во второй	4	2
434	в той	2	1
435	еще несколько	1	1
436	в особенности	1	1
437	были бы	1	1
438	персонаж в	1	1
439	во всем	1	1
440	и сравнительно	2	1
441	однако и	1	1
442	существованию и	1	1
443	все что	3	1
444	для всех	5	1
445	ее появления	1	1
446	встречаются на	1	1
447	до сих	3	1
448	еще раз	1	1
449	всего в	5	1
450	можно говорить	1	1
451	за ним	2	1
452	в постановке	1	1
453	и на	9	1
454	одном случае	1	1
455	на эти	1	1
456	обнаруживает что	1	1
457	хватает ему	1	1
458	на западе	1	1
459	его из	1	1
460	того кому	1	1
461	почти дословно	1	1
462	за исключением	3	1
463	которые он	3	1
464	его с	2	1
465	до него	1	1
466	других и	1	1
467	на ее	2	1
468	совершенно очевидно	1	1
469	с такой	2	1
470	своих героев	1	1
471	дело с	3	1
472	приводит в	1	1
473	по плану	1	1
474	в применении	1	1
475	при этом	5	1
476	даже в	3	1
477	уже знаем	1	1
478	и по-видимому	1	1
479	в нашу	1	1
480	которым они	1	1
481	тем как	2	1
482	можно сомневаться	2	1
483	связанное с	1	1
484	думается что	1	1
485	не вызывает	1	1
486	в другой	1	1
487	привести к	1	1
488	те же	1	1
489	не являются	2	1
490	остановиться на	2	1
491	с известной	2	1
492	одно из	1	1
493	не столько	1	1
494	из нескольких	2	1
495	особый случай	1	1
496	в заточении	1	1
497	и охватывает	1	1
498	и создает	1	1
499	полное забвение	1	1
500	различных животных	1	1
501	под этим	1	1
502	со всего	1	1
503	в них	7	1
504	как было	1	1
505	научная литература	1	1
506	этим объясняется	3	1
507	чтобы в	1	1
508	если не	1	1
509	этой точки	1	1
510	он имеет	1	1
511	наиболее известных	1	1
512	на свой	1	1
513	и с	8	1
514	отца на	1	1
515	своих целей	1	1
516	в v	7	1
517	которым он	1	1
518	тяжелый камень	1	1
519	если теперь	1	1
520	на улицу	1	1
521	каким образом	1	1
522	обходится без	1	1
523	и все	4	1
524	войну а	1	1
525	одновременно с	3	1
526	из самых	2	1
527	еще в	9	1
528	и установление	1	1
529	обращается к	1	1
530	она является	1	1
531	именно в	5	1
532	там оно	1	1
533	ведет к	1	1
534	не составляют	1	1
535	не делает	1	1
536	отношения к	1	1
537	была не	1	1
538	герои с	1	1
539	там же	4	1
540	№ где	1	1
541	с ними	2	1
542	и очень	2	1
543	это время	5	1
544	в своей	3	1
545	отца а	1	1
546	которые могут	1	1
547	кем и	1	1
548	на эту	1	1
549	связанные с	2	1
550	представляли собой	1	1
551	лица в	1	1
552	прошлого века	1	1
553	и были	2	1
554	бы не	1	1
555	в коем	1	1
556	на следующий	1	1
557	к земле	1	1
558	ли он	1	1
559	о котором	1	1
560	в это	3	1
561	для их	3	1
562	нет в	1	1
563	здесь нет	1	1
564	огромную роль	1	1
565	об отношении	2	1
566	и нет	1	1
567	службу и	1	1
568	основанный на	1	1
569	этому же	1	1
570	вообще один	1	1
571	г в	5	1
572	такое положение	1	1
573	к свадьбе	2	1
574	как один	1	1
575	его мать	1	1
576	или что-либо	1	1
577	так уже	1	1
578	не подходит	1	1
579	бросается в	1	1
580	и питьем	1	1
581	еще и	2	1
582	совершенно не	1	1
583	его перед	1	1
584	он же	1	1
585	так мы	1	1
586	к этой	1	1
587	больше чем	5	1
588	в котором	6	1
589	как целое	1	1
590	диалог с	1	1
591	в последней	1	1
592	по тем	1	1
593	применении к	1	1
594	но иногда	1	1
595	связь его	1	1
596	о наследстве	1	1
597	она могла	1	1
598	i ii	1	1
599	говорить не	1	1
600	в свою	2	1
601	имеет в	2	1
602	прячется в	1	1
603	ii и	1	1
604	формы его	1	1
605	что элемент	1	1
606	только как	1	1
607	и независимо	1	1
608	вопроса об	1	1
609	в этот	1	1
610	его т	1	1
611	тех пор	2	1
612	всех случаях	1	1
613	с трудом	1	1
614	следует остановиться	1	1
615	после смерти	6	1
616	с помощью	1	1
617	между двумя	1	1
618	именно на	2	1
619	только один	2	1
620	эта мысль	1	1
621	значение для	1	1
622	только на	2	1
623	победы над	1	1
624	приходит к	1	1
625	которую он	3	1
626	на основании	7	1
627	и была	1	1
628	говорит что	1	1
629	на землю	3	1
630	и те	1	1
631	не вполне	2	1
632	же время	5	1
633	к людям	2	1
634	художественных приемов	2	1
635	и термина	1	1
636	самого начала	2	1
637	под которым	1	1
638	ожидать что	1	1
639	полет на	1	1
640	же самое	2	1
641	всего этого	2	1
642	и а	1	1
643	на те	2	1
644	как на	2	1
645	из наиболее	2	1
646	и там	1	1
647	дома а	1	1
648	он в	1	1
649	отношение к	3	1
650	ср также	4	1
651	ее не	1	1
652	в подземное	1	1
653	сведений о	1	1
654	мог бы	3	1
655	то для	1	1
656	за описанием	1	1
657	они должны	1	1
658	и одинаково	1	1
659	следует рассмотреть	1	1
660	а сам	2	1
661	группируя материал	1	1
662	возможным но	1	1
663	что различные	1	1
664	в собрании	1	1
665	в мгновение	1	1
666	получить в	1	1
667	ли можно	3	1
668	то она	1	1
669	материал в	1	1
670	же из	1	1
671	же мотивов	1	1
672	и отдельные	1	1
673	первоначально это	1	1
674	коем случае	1	1
675	что даже	1	1
676	в первой	2	1
677	уже по	1	1
678	в эти	2	1
679	многие из	3	1
680	о чем	2	1
681	у вас	1	1
682	но там	2	1
683	они могут	1	1
684	изложение истории	1	1
685	имеется довольно	1	1
686	или вовсе	3	1
687	в ее	2	1
688	эту же	1	1
689	подземное царство	1	1
690	тот же	5	1
691	дать более	1	1
692	его черт	1	1
693	которое следует	1	1
694	высшей степени	1	1
695	что действия	1	1
696	всякое значение	1	1
697	об их	1	1
698	считать не	1	1
699	сл в	2	1
700	дает нам	1	1
701	не зная	1	1
702	в себе	3	1
703	подчиняются и	1	1
704	всегда можно	1	1
705	собой и	2	1
706	ему в	2	1
707	не противоречит	1	1
708	то оно	1	1
709	содержится в	1	1
710	выбегает из	1	1
711	сюжеты эти	1	1
712	или друга	1	1
713	после того	3	1
714	этой области	2	1
715	но прежде	1	1
716	№ в	1	1
717	один пример	1	1
718	это сходство	1	1
719	во всей	1	1
720	вероятно что	3	1
721	эти детали	1	1
722	эта ситуация	2	1
723	время и	3	1
724	и вот	4	1
725	в состоянии	3	1
726	в его	8	1
727	быть сопоставлен	1	1
728	не стремится	1	1
729	сравнить с	1	1
730	на что	1	1
731	бы на	1	1
732	с тех	1	1
733	находится в	2	1
734	на войну	2	1
735	случайная встреча	1	1
736	герои попадают	1	1
737	как раз	4	1
738	использованным в	1	1
739	это дает	1	1
740	такое же	1	1
741	можно на	1	1
742	следить за	1	1
743	о нем	1	1
744	и сама	1	1
745	и вслед	1	1
746	где он	2	1
747	лиц и	1	1
748	в полном	2	1
749	в тот	1	1
750	важные для	1	1
751	же не	2	1
752	чем же	2	1
753	иными словами	1	1
754	там и	1	1
755	действие происходит	1	1
756	что все	1	1
757	в их	6	1
758	мгновение ока	1	1
759	что например	1	1
760	а второй	1	1
761	мы находим	2	1
762	свои услуги	1	1
763	из любимейших	1	1
764	составных частей	1	1
765	от своих	1	1
766	в г	28	1
767	включаются в	1	1
768	в рамках	3	1
769	и притом	2	1
770	материал для	2	1
771	подобным образом	1	1
772	или иной	1	1
773	рассчитанное на	1	1
774	как по	2	1
775	на разные	1	1
776	к заключению	1	1
777	самые разнообразные	1	1
778	за этим	1	1
779	что под	1	1
780	в виду	2	1
781	этим и	2	1
782	что не	1	1
783	и другое	1	1
784	в таком	1	1
785	приемов и	1	1
786	между ее	1	1
787	бы быть	1	1
788	семьи или	1	1
789	спор о	1	1
790	этой цели	3	1
791	и она	1	1
792	помнить что	1	1
793	по одному	2	1
794	эти две	1	1
795	доказать это	1	1
796	по ее	1	1
797	а их	2	1
798	между прочим	2	1
799	в мире	3	1
800	его отец	1	1
801	так в	6	1
802	для решения	1	1
803	к концу	3	1
804	на все	3	1
805	еще к	1	1
806	земле и	1	1
807	со своей	3	1
808	качестве примера	1	1
809	что им	1	1
810	по его	2	1
811	эпизод в	1	1
812	служит для	1	1
813	о которых	6	1
814	больше всего	2	1
815	свобода в	1	1
816	же касается	1	1
817	иногда не	1	1
818	точек зрения	2	1
819	и это	3	1
820	свет на	1	1
821	в эту	2	1
822	могло бы	1	1
823	примера он	1	1
824	непосредственно или	1	1
825	сих пор	3	1
826	указывая что	1	1
827	как результат	1	1
828	некоторый свет	1	1
829	той или	1	1
830	другом случае	1	1
831	эти же	1	1
832	этих двух	1	1
833	различное значение	1	1
834	в русской	1	1
835	в каждом	2	1
836	ко всему	2	1
837	предположить что	1	1
838	быть объяснена	1	1
839	того или	1	1
840	более чем	4	1
841	него самого	1	1
842	его появления	1	1
843	и эти	1	1
844	бы к	1	1
845	тут и	1	1
846	следит за	1	1
847	таким же	1	1
848	с самого	3	1
849	отличие от	4	1
850	по приказанию	1	1
851	в предисловии	1	1
852	действия в	1	1
853	как составная	1	1
854	xv в	1	1
855	бы только	1	1
856	само собой	2	1
857	отец и	1	1
858	принципов и	1	1
859	все остальные	3	1
860	так называемой	3	1
861	при отсутствии	1	1
862	и необходимость	1	1
863	и ни	1	1
864	одну из	2	1
865	в течение	5	1
866	уже только	1	1
867	но всегда	1	1
868	на отношения	1	1
869	но он	2	1
870	обстоит дело	1	1
871	нашего века	3	1
872	с величайшей	1	1
873	так что	6	1
874	не более	2	1
875	остается на	1	1
876	на которых	1	1
877	облик и	1	1
878	что отец	1	1
879	такой способ	1	1
880	со стариком	1	1
881	что касается	5	1
882	его не	1	1
883	надо сказать	1	1
884	огромное количество	1	1
885	реакции на	2	1
886	при случае	1	1
887	как видно	4	1
888	не приходится	1	1
889	пор не	1	1
890	как он	2	1
891	не дает	1	1
892	составная часть	1	1
893	конечно в	1	1
894	почти всегда	2	1
895	включается в	1	1
896	иметь в	1	1
897	но об	1	1
898	доходит до	1	1
899	впоследствии к	2	1
900	сомневаться в	3	1
901	к которой	1	1
902	при сравнении	1	1
903	однако если	1	1
904	рассматривать как	1	1
905	на это	3	1
906	сопоставлен с	1	1
907	выходят за	1	1
908	быть не	1	1
909	к первому	1	1
910	этот может	1	1
911	в тексте	1	1
912	возможно что	4	1
913	следует только	1	1
914	и целые	2	1
915	к перечислению	1	1
916	в работу	1	1
917	действующего лица	2	1
918	друг другу	2	1
919	и каждый	1	1
920	которые в	3	1
921	говорилось выше	1	1
922	бы он	1	1
923	едой и	1	1
924	это видно	2	1
925	и способ	1	1
926	них не	1	1
927	и г	1	1
928	вызвать в	1	1
929	действительно не	1	1
930	отца не	1	1
931	в голову	1	1
932	теми же	1	1
933	в силу	4	1
934	его до	2	1
935	такой же	2	1
936	сведения о	2	1
937	сходство не	1	1
938	из этого	2	1
939	заключению что	1	1
940	в создании	1	1
941	в области	3	1
942	его к	1	1
943	не имеющий	1	1
944	все более	4	1
945	на дочери	1	1
946	в окно	1	1
947	надо было	3	1
948	может и	1	1
949	в высшей	1	1
950	не удалось	5	1
951	природой и	1	1
952	до начала	5	1
953	с ее	2	1
954	было сделано	2	1
955	он был	4	1
956	нет не	1	1
957	из причин	1	1
958	ходов и	2	1
959	в лице	2	1
960	еще одно	1	1
961	вплоть до	1	1
962	а н	1	1
963	при дворе	1	1
964	в камень	1	1
