N	2gram	Bakhtin_Fr	Psycholo
226	как он	4	13
227	со стороны	2	13
228	и другие	4	12
229	в этих	8	12
230	их в	7	12
231	не менее	2	12
232	в основу	2	12
233	того же	4	12
234	в конечном	1	12
235	в самой	1	12
236	тогда когда	1	12
237	в свою	3	12
238	и уже	1	12
239	но если	1	12
240	и этот	2	12
241	это в	4	12
242	конце концов	3	12
243	и очень	2	12
244	и с	15	12
245	например в	2	12
246	что этот	1	12
247	что не	1	12
248	художественном произведении	1	12
249	и до	14	12
250	характера и	1	12
251	ничего не	4	12
252	об этом	3	12
253	что эти	1	12
254	в нашей	2	12
255	конечном счете	1	11
256	так например	2	11
257	понятно что	3	11
258	конечно не	4	11
259	не было	7	11
260	о смерти	1	11
261	мы видели	6	11
262	подобно тому	2	11
263	сравнению с	2	11
264	по сравнению	2	11
265	но мы	1	11
266	на этот	1	11
267	как к	1	11
268	уже в	4	11
269	раз в	4	11
270	на все	1	11
271	бы мы	1	11
272	и других	7	11
273	отличие от	3	11
274	он должен	1	11
275	есть в	1	11
276	исходит из	1	11
277	его в	7	11
278	совершенно справедливо	1	11
279	были бы	1	11
280	образом и	2	11
281	и из	1	11
282	у шекспира	1	11
283	этого слова	3	11
284	с его	6	11
285	с но	1	11
286	думать что	2	11
287	во всем	4	10
288	только из	1	10
289	в другом	3	10
290	смысл и	2	10
291	в тех	1	10
292	не так	3	10
293	только тогда	1	10
294	именно на	1	10
295	данном случае	3	10
296	в их	6	10
297	что ни	1	10
298	с теми	1	10
299	в одной	3	10
300	отличается от	1	10
301	в данном	5	10
302	должно быть	1	10
303	в состоянии	2	10
304	и у	2	10
305	но как	5	10
306	все те	2	10
307	и от	4	10
308	мы в	1	10
309	здесь мы	3	10
310	ее в	1	10
311	это было	2	10
312	и их	5	10
313	но что	1	9
314	так сказать	7	9
315	в действительности	1	9
316	образом что	1	9
317	на него	1	9
318	что даже	1	9
319	внимание на	1	9
320	и следовательно	3	9
321	в чем	3	9
322	под влиянием	2	9
323	и та	1	9
324	в него	1	9
325	с ее	1	9
326	бы не	1	9
327	его и	1	9
328	из его	2	9
329	в отличие	3	9
330	в виде	2	9
331	по своему	3	9
332	на его	4	9
333	и по	4	9
334	оказывается что	1	9
335	тем самым	1	9
336	и ее	3	9
337	о чем	3	9
338	но все	5	9
339	роль в	7	9
340	можно сказать	2	9
341	с в	2	9
342	и именно	1	9
343	мы говорили	2	9
344	которое мы	1	9
345	каждого из	1	9
346	который не	1	9
347	по этому	1	9
348	том случае	1	9
349	и наконец	5	9
350	не к	2	9
351	формы в	1	8
352	со всей	1	8
353	себе и	1	8
354	жизни с	2	8
355	будто бы	2	8
356	одно и	1	8
357	и тот	4	8
358	в общем	2	8
359	нам придется	1	8
360	художественного творчества	1	8
361	имеет дело	1	8
362	при анализе	3	8
363	он в	2	8
364	тем же	2	8
365	такое же	1	8
366	о нем	3	8
367	смысле этого	2	8
368	бы совершенно	1	8
369	и вообще	3	8
370	и эта	1	8
371	которой мы	1	8
372	из всех	4	8
373	представление о	2	8
374	в собственном	1	8
375	больше чем	3	8
376	и значение	1	8
377	согласиться с	1	8
378	гораздо более	1	8
379	по преимуществу	3	8
380	в произведении	3	8
381	уже давно	2	8
382	в нее	1	8
383	здесь совершенно	1	8
384	во время	17	8
385	к нему	4	8
386	и более	2	8
387	относится к	2	8
388	том как	1	8
389	ссылается на	1	8
390	и во	6	8
391	бы и	1	8
392	жизнь и	2	8
393	иметь дело	1	8
394	эти два	1	8
395	в трех	1	8
396	стороны и	2	8
397	только то	2	8
398	еще раз	2	7
399	он видит	2	7
400	мысли и	2	7
401	не как	1	7
402	на которых	2	7
403	и там	1	7
404	к самому	1	7
405	от этого	2	7
406	во все	3	7
407	представляет собой	1	7
408	и те	1	7
409	свою очередь	2	7
410	ни одного	1	7
411	она есть	1	7
412	на том	2	7
413	она в	1	7
414	согласии с	1	7
415	связи с	8	7
416	что такое	1	7
417	должны быть	2	7
418	что только	1	7
419	в особенности	6	7
420	принадлежат к	2	7
421	и при	2	7
422	и дает	2	7
423	себе не	1	7
424	со всеми	5	7
425	есть нечто	1	7
426	они не	4	7
427	в течение	3	7
428	это имеет	1	7
429	к ним	1	7
430	случае если	1	7
431	же в	2	7
432	все что	4	7
433	для всех	1	7
434	к этой	3	7
435	и другую	1	7
436	нас в	2	7
437	одно из	3	7
438	нашего исследования	1	7
439	как они	2	7
440	даны в	2	7
441	если он	1	7
442	которые мы	1	7
443	в нашем	5	7
444	в качестве	2	7
445	и эти	1	7
446	к жизни	2	7
447	видит в	3	7
448	с которым	1	7
449	а как	1	7
450	этого материала	1	7
451	ее с	1	7
452	времени и	5	7
453	что здесь	2	7
454	ее не	2	7
455	здесь в	6	7
456	отказаться от	1	7
457	дело в	4	7
458	на тему	2	7
459	есть как	1	7
460	слова в	3	7
461	даже в	4	6
462	более или	1	6
463	вот что	1	6
464	все дело	1	6
465	из самых	2	6
466	с необычайной	1	6
467	он был	5	6
468	к этим	1	6
469	вносит в	1	6
470	первый раз	2	6
471	после этого	2	6
472	эти три	2	6
473	рядом с	5	6
474	из него	1	6
475	не могла	1	6
476	почти всегда	1	6
477	она была	3	6
478	образом в	3	6
479	всех этих	5	6
480	одного и	1	6
481	смысле слова	5	6
482	в отношении	3	6
483	к его	1	6
484	никто не	1	6
485	да и	2	6
486	он же	1	6
487	у меня	2	6
488	тех пор	1	6
489	для нее	1	6
490	и вся	1	6
491	каждый из	2	6
492	в эстетике	1	6
493	ее на	1	6
494	нуждается в	4	6
495	материал для	1	6
496	от всех	1	6
497	за этим	4	6
498	на нее	1	6
499	один и	3	6
500	мы узнаем	1	6
501	те которые	1	6
502	которые в	2	6
503	этот рассказ	1	6
504	слова и	3	6
505	еще более	5	6
506	нами в	1	6
507	почти все	2	6
508	гораздо больше	3	6
509	имеет в	2	6
510	не что	1	6
511	или менее	1	6
512	основу этого	1	6
513	для понимания	5	6
514	что иное	1	6
515	которое он	1	6
516	и вместе	1	6
517	в себя	2	6
518	мысль и	1	6
519	очень часто	2	6
520	не дает	4	6
521	или же	2	6
522	уже не	2	6
523	о его	2	6
524	почему он	1	6
525	нас от	1	6
526	заметить что	1	6
527	что я	2	6
528	в плане	3	6
529	ничем не	1	6
530	в первый	2	6
531	совершенно иначе	1	6
532	о ее	1	6
533	так в	4	6
534	нисколько не	1	6
535	отношение к	11	6
536	иное как	1	6
537	к действительности	1	5
538	тем как	1	5
539	а затем	2	5
540	между ними	4	5
541	и сам	5	5
542	и опять	1	5
543	здесь дело	1	5
544	на эту	2	5
545	им в	2	5
546	в смысле	1	5
547	и еще	3	5
548	к которому	2	5
549	во всей	3	5
550	но так	1	5
551	бы то	1	5
552	что самая	1	5
553	чем в	2	5
554	ее от	1	5
555	с двумя	1	5
556	дано в	1	5
557	сходство с	1	5
558	между собой	1	5
559	в эту	7	5
560	эти слова	1	5
561	чтобы он	1	5
562	над ним	1	5
563	точку зрения	1	5
564	оно может	1	5
565	его к	3	5
566	в одну	1	5
567	где мы	1	5
568	и самый	2	5
569	если в	1	5
570	которые он	2	5
571	в другой	2	5
572	вместо того	1	5
573	смысла и	1	5
574	отношения к	2	5
575	одновременно и	3	5
576	в словах	1	5
577	не понимает	4	5
578	и часто	1	5
579	ни одной	2	5
580	нет и	1	5
581	у них	1	5
582	этими словами	1	5
583	что ему	1	5
584	нас не	1	5
585	он как	1	5
586	которых он	2	5
587	все равно	1	5
588	на одном	1	5
589	в каждой	1	5
590	к одному	2	5
591	в сборнике	1	5
592	роль и	1	5
593	что дело	1	5
594	связь с	6	5
595	находит себе	1	5
596	только для	6	5
597	силы и	2	5
598	но даже	2	5
599	но они	4	5
600	так мы	1	5
601	что тот	2	5
602	не мог	1	5
603	то в	2	5
604	видели что	1	5
605	хотя и	2	5
606	здесь с	3	5
607	и за	3	5
608	не знает	1	5
609	и она	1	5
610	в других	4	5
611	именно как	1	5
612	всей этой	1	5
613	это делает	1	5
614	не значит	1	5
615	есть все	1	5
616	все события	1	5
617	в один	2	5
618	себя в	2	5
619	собственном смысле	1	5
620	вот как	4	5
621	однако он	1	5
622	же самые	2	5
623	совершенно новый	1	5
624	в романе	24	5
625	она и	1	5
626	в известном	1	5
627	знает что	1	5
628	еще и	6	5
629	слов и	4	5
630	в творчестве	5	5
631	он дает	3	5
632	принадлежит к	2	5
633	том же	4	5
634	из этой	3	5
635	все они	5	5
636	образом все	2	5
637	мы находим	3	5
638	это очень	1	5
639	он приводит	1	5
640	произведения с	1	5
641	то чего	1	5
642	дело не	3	5
643	одного из	3	5
644	все более	1	5
645	этот материал	1	4
646	уже говорили	5	4
647	в применении	1	4
648	характер и	3	4
649	его от	1	4
650	смысл в	2	4
651	именно и	2	4
652	в живописи	1	4
653	себя как	1	4
654	форму и	2	4
655	и смерти	3	4
656	слишком много	1	4
657	применении к	1	4
658	в противоположность	2	4
659	но вся	1	4
660	это же	1	4
661	для своей	2	4
662	они дают	2	4
663	конца с	1	4
664	не найдем	1	4
665	или наоборот	1	4
666	потому не	1	4
667	для своего	1	4
668	но для	1	4
669	точном смысле	2	4
670	в связи	7	4
671	одном из	2	4
672	все остальные	3	4
673	каждая эпоха	1	4
674	на самый	1	4
675	материал и	2	4
676	такого же	1	4
677	указанием на	1	4
678	с с	1	4
679	рассказ в	1	4
680	к сожалению	1	4
681	в корне	3	4
682	с он	1	4
683	его жизнь	1	4
684	он мог	2	4
685	что такие	1	4
686	из которой	1	4
687	которую он	1	4
688	вот этот	2	4
689	значение имеет	1	4
690	одной из	3	4
691	тот самый	1	4
692	это вовсе	2	4
693	здесь не	5	4
694	уже с	1	4
695	и всякий	1	4
696	значение в	4	4
697	основе своей	2	4
698	где он	2	4
699	в согласии	1	4
700	видит что	1	4
701	лиц и	3	4
702	в первой	3	4
703	король и	1	4
704	но эта	1	4
705	произведения как	1	4
706	вот это	2	4
707	в стороне	1	4
708	бы нам	1	4
709	короля и	2	4
710	также и	6	4
711	не по	1	4
712	не с	1	4
713	именно эта	1	4
714	при всем	1	4
715	все еще	1	4
716	само собой	1	4
717	если она	1	4
718	вплоть до	5	4
719	случае в	2	4
720	если вы	1	4
721	в некоторых	1	4
722	никак нельзя	1	4
723	художественную форму	1	4
724	от этих	1	4
725	в первом	1	4
726	по отношению	3	4
727	весь этот	5	4
728	в это	2	4
729	и того	1	4
730	в вино	2	4
731	с помощью	5	4
732	настоящее время	2	4
733	с этими	2	4
734	говорили выше	1	4
735	который в	2	4
736	ее и	1	4
737	после того	1	4
738	начала и	8	4
739	что между	1	4
740	в несколько	1	4
741	такое понимание	1	4
742	ли мы	1	4
743	произведение как	1	4
744	в мире	6	4
745	в свете	3	4
746	но к	1	4
747	для его	1	4
748	всех других	1	4
749	это может	1	4
750	литературы и	1	4
751	что может	1	4
752	такие же	1	4
753	в языке	2	4
754	не на	2	4
755	в настоящее	2	4
756	с ними	4	4
757	в слове	2	4
758	автора и	1	4
759	более и	1	4
760	в истории	5	4
761	же время	13	4
762	имеем в	2	4
763	и под	4	4
764	не знаем	1	4
765	стороны он	1	4
766	высшей степени	1	4
767	дает нам	4	4
768	форм и	2	4
769	на тех	1	4
770	одним и	1	4
771	обе эти	1	4
772	не для	1	4
773	бы на	1	4
774	только он	1	4
775	и где	1	4
776	в ту	8	4
777	которая могла	1	4
778	этой цели	1	4
779	к концу	1	4
780	к своему	1	4
781	за то	2	4
782	к тем	2	4
783	что образ	1	4
784	говоря о	1	4
785	в пределах	1	4
786	в понимании	2	4
787	благодаря этому	1	4
788	считает что	3	4
789	зрения на	1	3
790	же и	4	3
791	со всем	2	3
792	следует что	1	3
793	кроме того	5	3
794	в большей	2	3
795	какой бы	2	3
796	стоит в	1	3
797	людей xvii	1	3
798	жизнь в	3	3
799	этом примере	1	3
800	мы считаем	1	3
801	на первый	1	3
802	людей с	2	3
803	свой смысл	1	3
804	связано с	1	3
805	все и	1	3
806	было в	2	3
807	в этот	2	3
808	он считает	2	3
809	о них	1	3
810	уже и	2	3
811	же где	1	3
812	она требует	1	3
813	во времена	1	3
814	теории и	1	3
815	в разных	3	3
816	он сам	1	3
817	на котором	2	3
818	глазах и	1	3
819	все в	2	3
820	переходим к	1	3
821	где начинается	1	3
822	здесь как	1	3
823	из отдельных	1	3
824	с другими	1	3
825	как можно	1	3
826	из важнейших	2	3
827	была в	1	3
828	и всю	1	3
829	в последних	2	3
830	но когда	1	3
831	они как	1	3
832	на другом	1	3
833	с новой	1	3
834	нами как	1	3
835	это действительно	1	3
836	порядка и	1	3
837	и самое	3	3
838	заставляет их	1	3
839	человеческого тела	2	3
840	оно было	1	3
841	от нас	1	3
842	под этим	1	3
843	в более	4	3
844	и первый	1	3
845	в форме	3	3
846	и самая	1	3
847	то на	1	3
848	это время	1	3
849	явлений и	1	3
850	нимало не	1	3
851	на их	4	3
852	смотреть как	1	3
853	нет ничего	1	3
854	то он	1	3
855	своем роде	1	3
856	и состоит	1	3
857	роли и	1	3
858	на основе	3	3
859	рта и	1	3
860	материал не	1	3
861	и об	1	3
862	переходит к	1	3
863	этой истории	1	3
864	имеет и	2	3
865	видят в	1	3
866	еще в	4	3
867	мы еще	8	3
868	этом случае	1	3
869	техники и	1	3
870	толпы народа	1	3
871	в последней	1	3
872	на что	1	3
873	он и	10	3
874	и тут	2	3
875	этих слов	1	3
876	участие в	1	3
877	как именно	1	3
878	к самой	1	3
879	в таких	3	3
880	нечто совершенно	1	3
881	этого романа	2	3
882	стремление к	1	3
883	и я	1	3
884	со своей	1	3
885	вероятно не	1	3
886	в сцене	1	3
887	связаны с	6	3
888	исключительно для	1	3
889	на них	3	3
890	это конечно	1	3
891	в полной	1	3
892	встречаемся с	2	3
893	ему нужно	1	3
894	связь и	2	3
895	каждый раз	1	3
896	чтобы создать	1	3
897	он с	2	3
898	за счет	3	3
899	несомненно что	1	3
900	социальной и	1	3
901	что человек	1	3
902	в социальной	1	3
903	совершенно ясен	1	3
904	быть может	2	3
905	ко всем	3	3
906	или во	1	3
907	равно как	2	3
908	дело здесь	1	3
909	его на	2	3
910	там же	2	3
911	всегда в	1	3
912	в точном	1	3
913	свою особую	1	3
914	которое не	1	3
915	эпизод с	3	3
916	он изображает	2	3
917	когда автор	1	3
918	и такие	2	3
919	доказать что	1	3
920	связь между	3	3
921	превращается в	4	3
922	всего этого	2	3
923	сцены в	1	3
924	вообще и	1	3
925	быть в	2	3
926	на словах	1	3
927	в заключение	4	3
928	на почве	1	3
929	и столь	1	3
930	здесь нет	2	3
931	на язык	1	3
932	впадает в	1	3
933	превращает их	1	3
934	ни было	1	3
935	значение которое	2	3
936	не была	2	3
937	действий и	1	3
938	как же	1	3
939	одним из	2	3
940	быть только	1	3
941	свой особый	1	3
942	но ведь	3	3
943	от одной	1	3
944	и жизнь	1	3
945	точек зрения	1	3
946	но никто	1	3
947	что их	1	3
948	в знаменитой	1	3
949	придерживается и	1	3
950	от самого	1	3
951	то ни	1	3
952	не более	1	3
953	художника и	1	3
954	хотя в	2	3
955	уже указывали	2	3
956	умирает и	1	3
957	как известно	3	3
958	нельзя не	1	3
959	образы и	1	3
960	и др	9	3
961	речи и	2	3
962	однако и	1	3
963	положения и	1	3
964	героев и	1	3
965	и который	1	3
966	нас как	1	3
967	и должно	1	3
968	романа в	3	3
969	о которой	1	3
970	что сам	1	3
971	чтобы это	1	3
972	во что	1	3
973	весь свой	1	3
974	искусством но	1	3
975	можно найти	1	3
976	ни к	1	3
977	мы его	1	3
978	связана с	4	3
979	такого рода	5	3
980	эпоха имеет	1	3
981	значение для	1	3
982	их с	1	3
983	деле он	1	3
984	они были	4	3
985	отношению к	2	3
986	что так	1	3
987	чтобы выразить	1	3
988	узнаем что	1	3
989	всего тем	1	3
990	что каждый	1	3
991	действительно не	1	3
992	же не	1	3
993	чем он	2	3
994	как нечто	3	3
995	слово в	3	3
996	по словам	2	3
997	но с	1	3
998	а также	6	3
999	места в	2	3
1000	очень много	1	3
1001	смерти в	1	3
1002	без всякой	2	3
1003	хотя он	3	3
1004	указывали на	2	3
1005	первый план	1	3
1006	хронологическом порядке	1	3
1007	отклонения от	1	3
1008	быть и	2	3
1009	из своей	1	3
1010	в отдельности	1	3
1011	в высшей	1	3
1012	в узком	3	3
1013	и прежде	4	3
1014	мы слышим	8	3
1015	в новой	1	3
1016	формы художественного	1	2
1017	образов в	4	2
1018	что почти	1	2
1019	называть в	1	2
1020	время не	1	2
1021	не хочет	1	2
1022	в общей	2	2
1023	роман в	1	2
1024	и самые	1	2
1025	и вводится	1	2
1026	лиц но	1	2
1027	о мире	3	2
1028	на свою	1	2
1029	высокое и	1	2
1030	его романа	3	2
1031	неизмеримо больше	1	2
1032	так это	1	2
1033	метода и	1	2
1034	они ни	1	2
1035	есть то	1	2
1036	знаем и	1	2
1037	некоторые из	4	2
1038	не согласиться	1	2
1039	видели в	1	2
1040	в стихотворную	1	2
1041	что мне	1	2
1042	два момента	1	2
1043	и каждое	1	2
1044	в нескольких	1	2
1045	это его	1	2
1046	у самого	3	2
1047	не всегда	1	2
1048	существенное значение	2	2
1049	изо рта	1	2
1050	ни его	1	2
1051	и была	1	2
1052	отметить что	2	2
1053	целей и	1	2
1054	точке зрения	1	2
1055	здесь несколько	1	2
1056	с другим	1	2
1057	быть предметом	1	2
1058	они должны	2	2
1059	почему и	1	2
1060	научного изучения	3	2
1061	чего он	2	2
1062	и всякого	1	2
1063	именно с	1	2
1064	от них	2	2
1065	целом не	1	2
1066	комического и	1	2
1067	всего в	1	2
1068	на глазах	1	2
1069	о влиянии	1	2
1070	все его	2	2
1071	но из	1	2
1072	что уже	2	2
1073	этой же	2	2
1074	не сделано	1	2
1075	элементов и	1	2
1076	слов то	1	2
1077	о происхождении	1	2
1078	у этого	1	2
1079	вокруг себя	1	2
1080	куда он	1	2
1081	ни от	2	2
1082	как по	2	2
1083	поэтому он	4	2
1084	этого события	1	2
1085	этом последнем	1	2
1086	без него	1	2
1087	моментов и	1	2
1088	а для	1	2
1089	той или	2	2
1090	и изображает	1	2
1091	слова то	1	2
1092	дана в	1	2
1093	говорит если	1	2
1094	на чем	1	2
1095	выводы из	1	2
1096	с общим	1	2
1097	по своей	4	2
1098	его так	2	2
1099	себя за	1	2
1100	не раз	2	2
1101	похожа на	1	2
1102	и глубоко	2	2
1103	на такой	2	2
1104	оставляет в	1	2
1105	он до	1	2
1106	до наших	5	2
1107	в какой-то	1	2
1108	и сами	1	2
1109	это новое	1	2
1110	так ли	1	2
1111	связи и	2	2
1112	если за	1	2
1113	мы встречаем	6	2
1114	остается совершенно	1	2
1115	в самый	1	2
1116	на совершенно	2	2
1117	к художественному	1	2
1118	роман с	2	2
1119	и далее	3	2
1120	места и	1	2
1121	на те	1	2
1122	пребывает в	1	2
1123	рассказа о	1	2
1124	тон и	1	2
1125	для них	1	2
1126	и делает	1	2
1127	литературного произведения	1	2
1128	этого процесса	1	2
1129	с этого	1	2
1130	и одновременно	3	2
1131	это положение	1	2
1132	и событий	1	2
1133	характер этого	4	2
1134	мы встречаемся	1	2
1135	для каждого	1	2
1136	жизни в	1	2
1137	на минуту	1	2
1138	и события	1	2
1139	к какому	1	2
1140	думают что	1	2
1141	а под	1	2
1142	вследствие этого	2	2
1143	к созданию	1	2
1144	это был	1	2
1145	и сделал	2	2
1146	словами он	1	2
1147	поэтому когда	1	2
1148	творчество и	1	2
1149	в значительной	3	2
1150	наконец в	3	2
1151	этого положения	1	2
1152	этой работы	1	2
1153	вопросе о	1	2
1154	здесь вовсе	1	2
1155	оно является	1	2
1156	в образах	8	2
1157	ни для	4	2
1158	и придает	1	2
1159	с того	2	2
1160	к людям	1	2
1161	на которые	1	2
1162	вкусы и	1	2
1163	от которой	1	2
1164	дальше не	1	2
1165	которым мы	1	2
1166	по ходу	1	2
1167	к первой	2	2
1168	еще дальше	1	2
1169	деле в	1	2
1170	мать и	1	2
1171	как предмет	1	2
1172	именно этот	2	2
1173	для установления	2	2
1174	при изображении	2	2
1175	автор считает	1	2
1176	с каким	1	2
1177	которому он	1	2
1178	и такой	2	2
1179	в свое	1	2
1180	и ей	1	2
1181	котором говорил	1	2
1182	он делает	1	2
1183	из основных	1	2
1184	образ и	2	2
1185	или с	1	2
1186	в литературе	10	2
1187	части романа	1	2
1188	смыслу этого	1	2
1189	вовсе нет	2	2
1190	когда же	2	2
1191	ведь это	3	2
1192	полнотой и	1	2
1193	и вы	4	2
1194	король есть	1	2
1195	которые как	1	2
1196	всего романа	2	2
1197	настоящей работы	1	2
1198	он находит	1	2
1199	из различных	2	2
1200	и со	2	2
1201	он ставит	1	2
1202	чем мы	1	2
1203	не подлежат	1	2
1204	в условиях	3	2
1205	ему не	2	2
1206	но его	2	2
1207	действительности но	1	2
1208	в эпосе	1	2
1209	на короля	1	2
1210	с первым	1	2
1211	и ко	1	2
1212	это как	2	2
1213	с новыми	1	2
1214	есть одна	1	2
1215	который говорил	1	2
1216	к смерти	1	2
1217	в начале	5	2
1218	своей основе	1	2
1219	встречаем и	1	2
1220	время и	1	2
1221	же событие	1	2
1222	рядом других	1	2
1223	своей цели	1	2
1224	или иной	2	2
1225	даже прямо	1	2
1226	здесь все	1	2
1227	человек не	1	2
1228	ведь и	1	2
1229	мы сказали	2	2
1230	мечты и	1	2
1231	не надо	1	2
1232	человеческой природы	1	2
1233	какую роль	1	2
1234	что было	3	2
1235	уже во	1	2
1236	как два	1	2
1237	новое и	1	2
1238	они продолжают	1	2
1239	которой все	1	2
1240	этих вопросов	1	2
1241	это тот	1	2
1242	на эти	1	2
1243	ко второй	1	2
1244	рассказ о	1	2
1245	которая в	1	2
1246	новой точки	1	2
1247	случае мы	1	2
1248	которые на	1	2
1249	его за	2	2
1250	под ним	1	2
1251	с искусством	1	2
1252	за собой	1	2
1253	с более	1	2
1254	не являются	1	2
1255	он совершенно	1	2
1256	требует от	1	2
1257	определяется и	1	2
1258	он просто	1	2
1259	так часто	1	2
1260	к более	1	2
1261	они и	4	2
1262	оттого что	1	2
1263	может дать	1	2
1264	а иногда	1	2
1265	тенденция к	1	2
1266	во внешнем	1	2
1267	в любом	1	2
1268	в вопросе	1	2
1269	нельзя было	3	2
1270	и мысли	4	2
1271	даже и	3	2
1272	тело и	1	2
1273	мудрости и	1	2
1274	во многих	1	2
1275	значительной мере	1	2
1276	все прочее	1	2
1277	победы над	1	2
1278	совершенно неправильно	2	2
1279	значения этого	1	2
1280	до того	2	2
1281	всегда и	1	2
1282	игру и	1	2
1283	это целое	1	2
1284	жизни как	2	2
1285	вино и	1	2
1286	входят в	1	2
1287	как всякое	1	2
1288	тут же	3	2
1289	а следовательно	1	2
1290	характер ее	1	2
1291	и направляет	1	2
1292	здесь он	2	2
1293	которую они	1	2
1294	выражение лица	1	2
1295	на свете	2	2
1296	элемент в	1	2
1297	на протяжении	7	2
1298	и всей	1	2
1299	первом случае	1	2
1300	что каждая	2	2
1301	такая же	1	2
1302	этот метод	1	2
1303	узком смысле	2	2
1304	отступлений от	1	2
1305	с каждым	1	2
1306	полной мере	1	2
1307	этими двумя	1	2
1308	рассказ об	1	2
1309	том именно	1	2
1310	утверждение что	1	2
1311	но этого	1	2
1312	связи со	2	2
1313	но никак	1	2
1314	именно здесь	1	2
1315	опоры для	1	2
1316	так много	3	2
