N	2gram	Potebnia_M	Tragedij
248	чем для	1	1
249	же не	2	1
250	в результате	1	1
251	только за	1	1
252	есть с	1	1
253	в виду	2	1
254	смысле этого	3	1
255	быть может	6	1
256	из ее	1	1
257	и теперь	1	1
258	только в	36	1
259	него нет	1	1
260	не столько	3	1
261	по себе	24	1
262	в самой	5	1
263	видит в	2	1
264	вопрос об	3	1
265	а на	2	1
266	говорит он	4	1
267	а там	1	1
268	и притом	6	1
269	не было	7	1
270	ко всем	4	1
271	в духе	1	1
272	это должно	1	1
273	на сравнении	2	1
274	но он	3	1
275	мы понимаем	1	1
276	значение только	1	1
277	голову что	1	1
278	и чужой	1	1
279	ли мы	1	1
280	этого не	2	1
281	и отношения	1	1
282	которые так	1	1
283	имеет для	2	1
284	его собственная	1	1
285	заключается в	3	1
286	на нее	2	1
287	одним из	2	1
288	мысль о	8	1
289	в мыслях	1	1
290	на себя	1	1
291	что не	15	1
292	как его	1	1
293	развития в	1	1
294	не есть	13	1
295	именно в	2	1
296	ведет к	1	1
297	быть понят	1	1
298	указывает на	2	1
299	сходство с	2	1
300	я и	1	1
301	но самое	1	1
302	тому что	4	1
303	из тех	1	1
304	в связи	2	1
305	который сам	1	1
306	две неравные	1	1
307	с ними	2	1
308	приходит в	1	1
309	это чувство	2	1
310	страха и	1	1
311	виде в	1	1
312	есть в	4	1
313	на земле	1	1
314	похожим на	1	1
315	сливается с	1	1
316	боль и	3	1
317	в своей	3	1
318	рядом с	3	1
319	вместе с	12	1
320	и вместе	5	1
321	на этом	3	1
322	при таком	5	1
323	на источник	1	1
324	стремление к	3	1
325	я хочу	1	1
326	роль в	1	1
327	не менее	10	1
328	и т	10	1
329	так сказать	5	1
330	имеет своих	1	1
331	на все	5	1
332	и могут	1	1
333	бы не	11	1
334	в такой	2	1
335	роли в	1	1
336	сравнению с	1	1
337	когда в	3	1
338	это было	3	1
339	но уже	2	1
340	он вполне	1	1
341	вместе и	14	1
342	в чем	6	1
343	встречается только	1	1
344	но мы	3	1
345	человеком и	4	1
346	растет и	1	1
347	виде что	1	1
348	при его	1	1
349	тогда как	10	1
350	могло бы	4	1
351	это самое	2	1
352	начнем с	4	1
353	а из	1	1
354	бы в	6	1
355	в них	7	1
356	на них	1	1
357	и образ	2	1
358	при создании	1	1
359	во всех	12	1
360	к одному	3	1
361	во всяком	9	1
362	и потому	7	1
363	понятно что	1	1
364	не встречает	1	1
365	необходимое условие	1	1
366	в жизнь	1	1
367	совершенно не	1	1
368	но как	4	1
369	более чем	1	1
370	нем ничего	1	1
371	а к	1	1
372	это как	1	1
373	того самого	1	1
374	в котором	5	1
375	ему в	1	1
376	с самого	5	1
377	возвращается к	1	1
378	не могли	2	1
379	в обществе	3	1
380	как нечто	1	1
381	и первое	2	1
382	даже отчасти	1	1
383	применении к	3	1
384	на свои	2	1
385	связи с	6	1
386	стыд как	1	1
387	чувствует себя	1	1
388	есть необходимость	1	1
389	можно выразиться	1	1
390	силы и	1	1
391	случае и	1	1
392	взрослого человека	1	1
393	хотя бы	4	1
394	она не	3	1
395	эти слова	1	1
396	на мысль	3	1
397	все усилия	1	1
398	того чтобы	4	1
399	и если	6	1
400	от самого	1	1
401	на другой	2	1
402	таком виде	2	1
403	но не	19	1
404	в другом	3	1
405	в каких	1	1
406	между тем	7	1
407	быть не	7	1
408	и должна	1	1
409	в ней	9	1
410	что нужно	1	1
411	вызывает в	1	1
412	объясняется и	1	1
413	в отношениях	2	1
414	в условиях	1	1
415	само это	1	1
416	самом деле	2	1
417	больше в	1	1
418	из себя	6	1
419	только раз	1	1
420	в развитии	2	1
421	в которой	5	1
422	лишь в	2	1
423	если так	1	1
424	не понимает	2	1
425	только один	3	1
426	об отношении	3	1
427	а не	38	1
428	мысль что	6	1
429	а за	1	1
430	значение для	1	1
431	только на	4	1
432	и их	6	1
433	он именно	1	1
434	солнце а	1	1
435	чтобы она	1	1
436	не могла	2	1
437	связь между	2	1
438	это была	1	1
439	можно было	1	1
440	за пределы	4	1
441	а между	5	1
442	но только	2	1
443	тем и	1	1
444	природу человека	1	1
445	сменяющие друг	1	1
446	факт что	1	1
447	потому нельзя	1	1
448	и хотя	1	1
449	не вполне	1	1
450	их отношения	1	1
451	этого образа	1	1
452	слова были	2	1
453	друга и	2	1
454	в истории	8	1
455	по своей	2	1
456	он есть	3	1
457	которую я	1	1
458	несколько раз	1	1
459	что когда	1	1
460	стало быть	6	1
461	ту же	1	1
462	свое значение	1	1
463	над ним	1	1
464	человека и	2	1
465	или как	2	1
466	самого начала	5	1
467	не я	1	1
468	на смерть	1	1
469	должны были	2	1
470	такое решение	2	1
471	всегда будет	1	1
472	который до	1	1
473	это его	1	1
474	что собака	1	1
475	скажет что	2	1
476	всего этого	1	1
477	с другим	3	1
478	того кто	2	1
479	значение и	4	1
480	но все-таки	1	1
481	но теперь	1	1
482	могло быть	1	1
483	известной степени	1	1
484	на груди	1	1
485	за этим	1	1
486	одному человеку	2	1
487	к ним	3	1
488	но без	2	1
489	т п	6	1
490	он в	1	1
491	к ней	3	1
492	понятие в	1	1
493	как мы	3	1
494	со своими	1	1
495	страдания и	1	1
496	не для	2	1
497	идея в	1	1
498	на две	2	1
499	непременно должно	1	1
500	и о	3	1
501	ее не	1	1
502	его как	1	1
503	над собою	3	1
504	такое соединение	1	1
505	той же	3	1
506	и др	1	1
507	характер ее	1	1
508	общее выражение	1	1
509	по сравнению	1	1
510	деле же	1	1
511	только по	5	1
512	обратимся к	1	1
513	именно так	2	1
514	своего слова	1	1
515	быть в	1	1
516	он бы	1	1
517	слова в	7	1
518	и от	5	1
519	и есть	4	1
520	и внутренним	1	1
521	в голову	1	1
522	в понятие	1	1
523	в общем	1	1
524	на этот	2	1
525	никому не	1	1
526	нами на	1	1
527	что без	2	1
528	как во	2	1
529	этого слова	5	1
530	например в	4	1
531	себя а	2	1
532	что именно	2	1
533	без которой	2	1
534	а это	1	1
535	но если	4	1
536	самого этого	1	1
537	в области	1	1
538	и по	8	1
539	нуждается в	2	1
540	человек не	2	1
541	нужно для	1	1
542	я вижу	1	1
543	всяком случае	7	1
544	в разговоре	2	1
545	на котором	1	1
546	теперь уже	2	1
547	для чего	1	1
548	что сам	3	1
549	я им	1	1
550	распадается на	1	1
551	не из	3	1
552	к ее	2	1
553	чтобы не	3	1
554	будущего и	1	1
555	и совершенно	2	1
556	вспомнить что	1	1
557	некоторые черты	1	1
558	что на	9	1
559	с каким	2	1
560	не к	1	1
561	людей в	1	1
562	время с	2	1
563	судя по	5	1
564	высшей степени	1	1
