N	2gram	Vygotskiy_	PoTuStor
154	быть может	1	2
155	сводится к	1	2
156	сновидения и	1	2
157	у него	2	2
158	не на	1	2
159	не могут	1	2
160	со всеми	2	2
161	в них	5	2
162	и других	4	2
163	эти понятия	2	2
164	все то	1	2
165	не знает	1	2
166	всех его	1	2
167	по аналогии	1	2
168	что не	2	2
169	и действительно	1	2
170	конечном счете	4	2
171	здесь же	1	2
172	вообще не	1	2
173	в жизни	2	2
174	можно назвать	2	2
175	из тех	3	2
176	но ведь	2	2
177	как и	20	2
178	что он	16	2
179	же как	8	2
180	не есть	1	2
181	только то	2	2
182	в переводе	1	2
183	в своей	7	2
184	и так	1	2
185	в одно	1	2
186	связанные с	2	2
187	как с	1	2
188	по своему	1	2
189	только и	1	2
190	войти в	1	2
191	в итоге	1	2
192	знаем что	1	2
193	не менее	1	2
194	в каком	3	2
195	и таким	2	2
196	на первый	3	2
197	и вообще	2	2
198	мир для	1	2
199	на них	1	2
200	с этим	8	2
201	при всей	1	2
202	всей их	2	2
203	к этому	7	2
204	оно не	1	2
205	внешний мир	1	2
206	не существует	4	2
207	нашу работу	2	2
208	для психоанализа	1	2
209	в детской	3	2
210	между собой	5	2
211	что мы	9	2
212	желаний и	1	2
213	вернулись к	1	2
214	это последнее	1	2
215	мы уже	7	2
216	другими словами	1	2
217	все остальные	5	2
218	из этих	6	2
219	на друга	1	2
220	ту же	3	2
221	на основе	7	2
222	на два	1	2
223	переводе на	1	2
224	а может	1	2
225	он не	11	2
226	и т.п	5	2
227	в развитии	31	2
228	с помощью	16	2
229	в частности	8	2
230	социального и	1	2
231	и лишь	1	2
232	и вся	2	2
233	всей жизни	1	2
234	говорить о	4	2
235	всех других	1	2
236	есть и	1	2
237	за пределы	4	2
238	в начале	2	2
239	в пределах	1	2
240	почти совершенно	1	2
241	как не	1	2
242	так же	18	2
243	цели и	1	2
244	момента в	1	2
245	друг на	1	2
246	потому и	2	2
247	этой теории	4	2
248	было бы	12	2
249	это главное	1	2
250	некоторые моменты	2	2
251	человеческого поведения	1	2
252	что можно	4	2
253	к ним	2	2
254	нет и	1	2
255	и о	1	2
256	к следующему	1	2
257	своей жизни	1	2
258	если мы	8	2
259	находится в	2	2
260	что на	2	2
261	о том	14	2
262	во всей	8	2
263	всю жизнь	1	2
264	организма и	1	2
265	один из	3	2
266	и по	3	2
267	с ним	3	2
268	и для	3	2
269	для этого	7	2
270	того же	1	2
271	нам кажется	1	2
272	то же	12	2
273	не можем	3	2
274	о бессознательном	2	2
275	никогда не	8	2
276	для самого	1	1
277	что было	1	1
278	к сожалению	2	1
279	науки о	1	1
280	во всем	4	1
281	бы то	1	1
282	по мнению	2	1
283	лучшим доказательством	1	1
284	что они	5	1
285	философии и	3	1
286	галлюцинаторное удовлетворение	2	1
287	и то	3	1
288	в другой	2	1
289	и вместо	1	1
290	бы сделать	1	1
291	образом и	4	1
292	с последним	1	1
293	или к	3	1
294	но никогда	1	1
295	только из	2	1
296	в более	3	1
297	мышления не	2	1
298	мышления в	17	1
299	тянется к	1	1
300	и здесь	1	1
301	та же	1	1
302	для ребенка	10	1
303	не оставляет	1	1
304	не позволяет	1	1
305	образов в	1	1
306	мы и	3	1
307	рождаются в	1	1
308	пункт всего	2	1
309	ли все	1	1
310	самым существенным	3	1
311	мир в	2	1
312	его мнению	1	1
313	в ребенке	1	1
314	а наоборот	1	1
315	о двух	2	1
316	со всем	2	1
317	нельзя сказать	1	1
318	это первое	1	1
319	один прекрасный	1	1
320	к искажению	1	1
321	в коем	1	1
322	не сознавая	1	1
323	с философией	1	1
324	данном случае	5	1
325	в момент	1	1
326	только что	7	1
327	влечение к	1	1
328	на вопрос	6	1
329	в психологии	11	1
330	за скобки	1	1
331	время говорит	1	1
332	к бессознательному	1	1
333	которая в	2	1
334	время и	1	1
335	с одной	14	1
336	уже в	8	1
337	научной психологии	4	1
338	речи для	2	1
339	наших глазах	1	1
340	на ее	2	1
341	ним и	1	1
342	внимание на	1	1
343	во власти	3	1
344	при объяснении	3	1
345	тогда когда	8	1
346	есть прежде	2	1
347	в состоянии	2	1
348	социального целого	1	1
349	быть сделан	1	1
350	наше предположение	1	1
351	психологическими направлениями	1	1
352	не будем	1	1
353	бергсона с	1	1
354	без исключения	1	1
355	теперь в	2	1
356	мы имеем	2	1
357	еще более	1	1
358	в применении	2	1
359	несмотря на	6	1
360	и основной	3	1
361	этом неизбежно	1	1
362	его за	1	1
363	говорит и	1	1
364	внешнем мире	1	1
365	уже знаем	1	1
366	для всего	3	1
367	следует что	1	1
368	хотя и	2	1
369	а ведь	1	1
370	в психоанализе	2	1
371	а это	1	1
372	по принципу	1	1
373	этом отношении	6	1
374	в сновидении	2	1
375	и оперирует	2	1
376	с тем	8	1
377	в море	2	1
378	что при	3	1
379	в сущности	13	1
380	он что	3	1
381	только не	2	1
382	как раз	8	1
383	в некоторых	1	1
384	думается нам	1	1
385	др но	1	1
386	привести к	2	1
387	как со	1	1
388	что только	2	1
389	только нечто	1	1
390	в качестве	12	1
391	и ценность	1	1
392	интерес к	1	1
393	и всегда	1	1
394	исследования мы	2	1
395	в полном	3	1
396	нас в	2	1
397	построений все	1	1
398	и определение	1	1
399	не являются	1	1
400	для объяснения	2	1
401	к сновидению	1	1
402	и слов	1	1
403	ребенка не	6	1
404	мы сталкиваемся	1	1
405	согласии с	2	1
406	важный момент	1	1
407	у нас	1	1
408	здесь в	1	1
409	галлюцинаторного удовлетворения	1	1
410	для них	1	1
411	и делает	2	1
412	в виду	5	1
413	я не	4	1
414	у многих	1	1
415	основной вопрос	1	1
416	подобно тому	2	1
417	что между	4	1
418	них и	1	1
419	можно было	6	1
420	действия но	2	1
421	того насколько	2	1
422	полном согласии	2	1
423	развитой нами	1	1
424	и желания	1	1
425	работы и	2	1
426	фрейдом и	2	1
427	связь с	2	1
428	ведь это	1	1
429	как они	2	1
430	в своих	6	1
431	наконец мы	1	1
432	борьбу с	1	1
433	ребенком и	2	1
434	не опирается	1	1
435	связи с	7	1
436	мы вправе	3	1
437	психологии и	1	1
438	или во	2	1
439	приходим к	1	1
440	этой точки	2	1
441	на этот	7	1
442	если бы	10	1
443	столь же	8	1
444	оказывается в	2	1
445	оно ни	1	1
446	именно и	1	1
447	пути и	2	1
448	сила которая	1	1
449	именно оно	1	1
450	не говорит	1	1
451	и сам	2	1
452	от своего	1	1
453	концепцию в	1	1
454	с ней	3	1
455	и можно	1	1
456	что его	6	1
457	некоторых чрезвычайно	1	1
458	в сознании	2	1
459	это содержание	1	1
460	но эта	3	1
461	вывести из	1	1
462	дело в	3	1
463	оно есть	2	1
464	месте и	2	1
465	он может	2	1
466	и столь	1	1
467	его основное	1	1
468	но не	6	1
469	как его	2	1
470	его мысли	5	1
471	развития в	8	1
472	к современной	1	1
473	из того	7	1
474	а то	1	1
475	на другие	1	1
476	из всего	1	1
477	в конце	2	1
478	случае не	2	1
479	в связи	3	1
480	зависит от	2	1
481	как видим	3	1
482	немногих словах	1	1
483	развития к	1	1
484	поведения и	1	1
485	часть социального	1	1
486	корней и	1	1
487	решающее для	1	1
488	среды но	1	1
489	были ясны	1	1
490	все же	6	1
491	даже тогда	1	1
492	момент и	1	1
493	они служат	1	1
494	старой психологии	1	1
495	жизни в	1	1
496	момент он	1	1
497	в следующем	4	1
498	от этого	4	1
499	мы только	2	1
500	приводит к	8	1
501	на все	5	1
502	не имеет	5	1
503	подразделить на	1	1
504	и со	2	1
505	может привести	2	1
506	мир по-своему	1	1
507	практики в	1	1
508	с любым	2	1
509	остановимся на	1	1
510	находится во	1	1
511	этом нет	1	1
512	выше мы	1	1
513	по его	2	1
514	эти основные	1	1
515	ступени развития	2	1
516	в свете	5	1
517	ключом к	2	1
518	по самому	2	1
519	мы подошли	1	1
520	моменты своей	1	1
521	другому человеку	2	1
522	он является	3	1
523	за ней	2	1
524	зависимости от	8	1
525	и представить	2	1
526	в себя	2	1
527	это было	1	1
528	в немногих	2	1
529	значение как	2	1
530	со стороны	4	1
531	на его	1	1
532	не пытается	1	1
533	первой стадии	1	1
534	словами мы	1	1
535	с другом	6	1
536	в смысле	2	1
537	различные формы	2	1
538	но если	3	1
539	делает его	1	1
540	полагает что	7	1
541	говорит об	1	1
542	сейчас же	1	1
543	вовсе не	5	1
544	скрывается в	1	1
545	но к	1	1
546	уже не	2	1
547	к тому	10	1
548	это самое	1	1
549	самое замечательное	1	1
550	не входит	2	1
551	всем его	1	1
552	связано с	3	1
553	на одном	3	1
554	признать за	1	1
555	а для	2	1
556	той или	3	1
557	он прежде	2	1
558	а вместе	2	1
559	свое время	1	1
560	функциональной психологии	2	1
561	этих двух	4	1
562	и мир	1	1
563	что эти	3	1
564	основных чертах	1	1
565	ли они	1	1
566	основное устремление	1	1
567	и тех	1	1
568	области психологии	2	1
569	предположить что	2	1
570	его учениками	1	1
571	как часть	1	1
572	целиком во	1	1
573	неизбежно приходим	1	1
574	во внешнем	1	1
575	искать в	1	1
576	опираясь на	3	1
577	а с	8	1
578	в данном	5	1
579	того в	2	1
580	за шагом	3	1
581	первый план	3	1
582	принцип наслаждения	1	1
583	же с	1	1
584	вытекает из	3	1
585	пр в	1	1
586	источник всех	1	1
587	отличается от	1	1
588	оно в	1	1
589	и социального	1	1
590	этот новый	1	1
591	вопрос о	11	1
592	истории детской	1	1
593	на один	1	1
594	применении к	1	1
595	не имеют	1	1
596	и т.д	15	1
597	при попытках	1	1
598	мы говорили	4	1
599	два момента	1	1
600	мы увидим	3	1
601	в самых	4	1
602	то и	4	1
603	и подробно	1	1
604	она не	3	1
605	не интересуется	1	1
606	близко к	1	1
607	в течение	4	1
608	ребенка к	4	1
609	в свою	4	1
610	входит в	1	1
611	его не	3	1
612	является наименее	1	1
613	наконец в	2	1
614	но даже	2	1
615	того чтобы	23	1
616	одной стороны	15	1
617	как известно	8	1
618	шаг за	3	1
619	не дает	1	1
620	почти исключительно	2	1
621	бы из	1	1
622	в другом	7	1
623	то ни	1	1
624	уже у	1	1
625	для того	19	1
626	тому как	3	1
627	двух мирах	1	1
628	предметов и	1	1
629	к новым	1	1
630	в ней	2	1
631	у самого	2	1
632	будет как	1	1
633	ли у	1	1
634	еще одно	1	1
635	с совершенно	1	1
636	нашего сознания	3	1
637	как основа	1	1
638	что представляет	1	1
639	что судьба	1	1
640	не всегда	1	1
641	человека который	1	1
642	логического предела	1	1
643	точно и	2	1
644	позволяет нам	1	1
645	с самой	1	1
646	от всех	3	1
647	когда он	5	1
648	нам что	1	1
649	только свои	1	1
650	в образах	1	1
651	что если	3	1
652	они снова	1	1
653	одним словом	1	1
654	а не	5	1
655	всей этой	2	1
656	т.е на	1	1
657	увидим что	2	1
658	фрейда не	1	1
659	эта сторона	1	1
660	значение для	3	1
661	должны быть	2	1
662	имеем в	1	1
663	в детском	11	1
664	которые можно	1	1
665	всего как	1	1
666	да в	1	1
667	психологов и	1	1
668	мы снова	1	1
669	и та	1	1
670	плана в	1	1
671	хотя в	1	1
672	и что	11	1
673	как он	7	1
674	только такое	1	1
675	же что	2	1
676	отказ от	1	1
677	легко убедиться	2	1
678	совершенно так	1	1
679	отношений между	4	1
680	других людей	1	1
681	центр тяжести	1	1
682	в истинном	2	1
683	говоря о	1	1
684	в нашей	1	1
685	еще в	1	1
686	на другой	1	1
687	рано или	1	1
688	не следует	1	1
689	к чему	1	1
690	она по	2	1
691	от того	7	1
692	но вместе	5	1
693	это может	1	1
694	человека и	6	1
695	на всю	1	1
696	мы по	1	1
697	всей его	5	1
698	входить в	1	1
699	как совершенно	3	1
700	делает невозможным	1	1
701	деле мы	1	1
702	социального в	1	1
703	на это	1	1
704	с другой	16	1
705	это же	1	1
706	последнее слово	1	1
707	лишь в	9	1
708	можно подразделить	1	1
709	на которые	1	1
710	же на	1	1
711	что же	3	1
712	как на	5	1
713	центральный пункт	3	1
714	вторая часть	1	1
715	и мышления	14	1
716	и еще	2	1
717	же самое	4	1
718	психологической науки	1	1
719	каждого из	2	1
720	что здесь	2	1
721	в эту	4	1
722	психоаналитической теории	1	1
723	своей динамикой	1	1
724	без всякого	2	1
725	заметить что	3	1
726	этого метода	1	1
727	эту концепцию	3	1
728	жизнь как	1	1
729	к изучению	3	1
730	однако в	1	1
731	наука и	1	1
732	что для	8	1
733	главным образом	2	1
734	и самого	1	1
735	этом пути	1	1
736	когда человек	1	1
737	для всей	3	1
738	друг другу	4	1
739	той же	4	1
740	что есть	1	1
741	которые в	2	1
742	это приводит	1	1
743	свою противоположность	1	1
744	в самую	1	1
745	помощи и	1	1
746	на других	2	1
747	но нет	1	1
748	всей остальной	1	1
749	бы он	3	1
750	исключительно на	1	1
751	о его	1	1
752	что я	1	1
753	биологический и	1	1
754	что может	5	1
755	в высшей	7	1
756	в нашем	3	1
757	никакого смысла	1	1
758	с чем	2	1
759	действительно не	4	1
760	мы сейчас	1	1
761	в известной	2	1
762	с которым	1	1
763	все время	8	1
764	из биологического	1	1
765	т.е как	1	1
766	или иной	3	1
767	познание и	1	1
768	метод анализа	1	1
769	что она	6	1
770	каком отношении	1	1
771	его помощью	1	1
772	теории и	4	1
773	по-видимому в	1	1
774	у ребенка	17	1
775	себя с	1	1
776	одна из	1	1
777	иным как	1	1
778	же мы	1	1
779	самые основы	1	1
780	по поводу	5	1
781	на место	2	1
782	его к	3	1
783	этого учения	1	1
784	коем случае	1	1
785	и внешней	1	1
786	друг с	6	1
787	это в	1	1
788	с подобными	2	1
789	некоторых отношениях	1	1
790	или поздно	1	1
791	эти два	1	1
792	к этим	3	1
793	так называемое	1	1
794	и риск	1	1
795	мы должны	11	1
796	настоящая работа	1	1
797	есть ли	1	1
798	из него	1	1
799	к ее	2	1
800	фрейда и	1	1
801	но так	1	1
802	чем это	3	1
803	и особенно	1	1
804	точку зрения	8	1
805	тот же	7	1
806	со всяким	1	1
807	ничего не	6	1
808	должна нас	1	1
809	эта работа	1	1
810	что до	1	1
811	о ней	1	1
812	и самый	2	1
813	сомнений в	2	1
814	человека но	1	1
815	из этой	2	1
816	мы скажем	1	1
817	к нему	1	1
818	высшей степени	7	1
