N	3gram	Ircho_Kome	StatiiOP
134	как и в	2	2
135	должны были бы	1	1
136	он был очень	1	1
137	благодаря тому что	1	1
138	счастливому стечению обстоятельств	1	1
139	но все эти	1	1
140	столь же естественным	1	1
141	а может быть	1	1
142	от которого он	1	1
143	принимает участие в	1	1
144	в руслане и	1	1
145	как будто бы	1	1
146	на протяжении всего	3	1
147	начала до конца	1	1
148	лет спустя после	2	1
149	отдельные сцены из	1	1
150	в большинстве случаев	2	1
151	т п иной	1	1
152	целом ряде случаев	1	1
153	по сравнению с	1	1
154	в ответ на	1	1
155	поэтому и в	1	1
156	в самом начале	3	1
157	можно сомневаться в	2	1
158	т е из	1	1
159	как и во	1	1
160	из наиболее ярких	1	1
161	идет о том	1	1
162	между действующими лицами	1	1
163	риск и страх	1	1
164	в которой на	1	1
165	до наших дней	1	1
166	и почему его	1	1
167	с этой точки	1	1
168	в трагедии в	1	1
169	чтобы сделать его	1	1
170	был одним из	1	1
171	в первые годы	1	1
172	е в том	1	1
173	руслане и людмиле	1	1
174	с меньшим числом	1	1
175	и все это	1	1
176	друг от друга	2	1
177	но это вовсе	1	1
178	всю свою жизнь	1	1
179	на свой риск	1	1
180	во множественном числе	1	1
181	в современном смысле	1	1
182	из них нельзя	1	1
183	совершенно очевидно что	1	1
184	это предположение и	1	1
185	их точки зрения	2	1
186	мы встречаем в	1	1
187	в том случае	1	1
188	смысле этого слова	1	1
189	в отношении к	1	1
190	но это еще	1	1
191	ответа на вопрос	1	1
192	само по себе	1	1
193	тем обстоятельством что	1	1
194	всегда совпадает с	1	1
195	нас не дошли	1	1
196	и таким образом	2	1
197	на пути к	1	1
198	трагедии в качестве	1	1
199	в соответствии с	2	1
200	благодаря счастливому стечению	1	1
201	о том чем	1	1
202	один из примеров	1	1
203	одно из двух	1	1
204	к отказу от	1	1
205	с их точки	2	1
206	в высшей степени	1	1
207	свидетельствует не о	1	1
208	т п которые	1	1
209	что они являются	1	1
210	не имели никакого	1	1
211	это вовсе не	1	1
212	новых идей и	1	1
213	как раз против	1	1
214	ни у одного	1	1
215	так как он	1	1
216	источников в частности	1	1
217	нет никаких оснований	1	1
218	к этому времени	3	1
219	в которую он	1	1
220	с оружием в	1	1
221	в молодые годы	1	1
222	свой риск и	1	1
223	сплошь да рядом	2	1
224	к участию в	1	1
225	против того чтобы	1	1
226	все же вполне	1	1
227	и в тексте	1	1
228	но не менее	1	1
229	но нельзя не	1	1
230	мы имеем дело	1	1
231	который в своем	1	1
232	само собой разумеется	1	1
233	ее содержания и	1	1
234	сих пор не	1	1
235	вопрос о чем	1	1
236	а то и	3	1
237	относится к гг	1	1
238	в г была	1	1
239	в наибольшей степени	1	1
240	т д все	1	1
241	однако ни в	1	1
242	быть даже и	1	1
243	естественно что и	1	1
244	и во всяком	1	1
245	в эти годы	2	1
246	в г под	1	1
247	что в обоих	1	1
248	время как в	1	1
249	в этом же	2	1
250	до конца в	1	1
251	трагедии так и	1	1
252	и тому же	1	1
253	малейшего намека на	1	1
254	не мог не	1	1
255	вместе со своим	1	1
256	двадцатых годов в	1	1
257	в своих замыслах	1	1
258	может быть даже	2	1
259	в последние десятилетия	1	1
260	о том каким	1	1
261	и вовсе не	1	1
262	в году он	1	1
263	этой точки зрения	1	1
264	и его современники	1	1
265	еще при жизни	1	1
266	конце концов привел	1	1
267	но и не	1	1
268	в этой комедии	4	1
269	в так называемой	1	1
270	в годы когда	1	1
271	и в тех	2	1
272	к выводу что	1	1
273	не всегда можно	1	1
274	том же году	1	1
275	связи с этим	1	1
276	в его творчестве	1	1
277	той же мере	1	1
278	в жизни он	1	1
279	почти одновременно с	1	1
280	оружием в руках	1	1
281	с этим же	1	1
282	что и сам	1	1
283	середины х годов	1	1
284	так и на	1	1
285	он может быть	1	1
286	из самых замечательных	1	1
287	и тем что	2	1
288	г во время	1	1
289	появлялась на сцене	1	1
290	во всех случаях	1	1
291	не означает что	2	1
292	но и все	1	1
293	но уже в	1	1
294	сначала это было	1	1
295	что был способен	1	1
296	все это однако	1	1
297	это слово как	1	1
298	по поводу того	1	1
299	него самого и	1	1
300	не заметить что	1	1
301	ли можно сомневаться	2	1
302	том что именно	1	1
303	же мере в	1	1
304	что по мнению	1	1
305	которого следовало бы	1	1
306	и его современников	3	1
307	одному и тому	1	1
308	ни малейшего намека	1	1
309	в поле зрения	2	1
310	он не мог	1	1
311	хотя бы в	1	1
312	чтобы убедиться в	1	1
313	же как и	1	1
314	случае ясно что	1	1
315	судя по всему	2	1
316	представление о том	2	1
317	во второй половине	3	1
318	уже находясь в	1	1
319	и судя по	1	1
320	в разной мере	1	1
321	и не только	1	1
322	ни в чем	1	1
323	а не для	1	1
324	как он был	2	1
325	в другом случае	1	1
326	потому что они	1	1
327	в первые десятилетия	1	1
