N	2gram	Losev_Prob	Otkroven
287	том как	2	1
288	жизни нет	1	1
289	мы не	7	1
290	не могу	1	1
291	бы даже	4	1
292	человек совершает	1	1
293	но еще	2	1
294	больше всего	1	1
295	смысле слова	12	1
296	не приходит	1	1
297	жизни человека	1	1
298	всего мира	2	1
299	это лишь	1	1
300	еще больше	2	1
301	еще более	4	1
302	также и	21	1
303	но не	12	1
304	это все	2	1
305	это я	1	1
306	из жизни	1	1
307	людей но	5	1
308	не по	1	1
309	к творчеству	1	1
310	представляет собой	1	1
311	но всегда	2	1
312	образ и	1	1
313	с какой	1	1
314	преступления и	2	1
315	не быть	1	1
316	от которого	1	1
317	был бы	2	1
318	достоевского можно	1	1
319	разум и	1	1
320	в ней	4	1
321	из всех	2	1
322	человека как	1	1
323	всего только	1	1
324	художественного творчества	10	1
325	он видит	3	1
326	это для	1	1
327	что это	4	1
328	и зло	1	1
329	и тогда	4	1
330	этом отношении	4	1
331	один человек	1	1
332	для тех	1	1
333	и был	2	1
334	всяком случае	6	1
335	на этих	1	1
336	он и	5	1
337	с трудом	2	1
338	природе и	1	1
339	о чем	2	1
340	в сущности	1	1
341	истину через	1	1
342	против всяких	1	1
343	сам по	3	1
344	карамазовых в	1	1
345	но тем	2	1
346	все основные	1	1
347	свободу и	1	1
348	в частности	5	1
349	говорит о	9	1
350	как это	5	1
351	не теряет	2	1
352	ни был	1	1
353	творчества но	1	1
354	и больше	1	1
355	чем у	1	1
356	только один	2	1
357	что только	3	1
358	и тут	4	1
359	со всей	2	1
360	богов а	1	1
361	как у	1	1
362	со стороны	1	1
363	страстей и	3	1
364	в которую	1	1
365	он должен	2	1
366	в науке	2	1
367	что люди	2	1
368	отношении к	1	1
369	на человеческом	1	1
370	за собой	1	1
371	не отрицает	1	1
372	всего его	1	1
373	ты не	1	1
374	в поэме	3	1
375	и что	9	1
376	в одном	6	1
377	на самом	2	1
378	они в	1	1
379	у нас	17	1
380	в отношении	8	1
381	можно было	4	1
382	на свободу	1	1
383	люди все	1	1
384	дается в	2	1
385	других писателей	1	1
386	интересна не	1	1
387	людей и	13	1
388	оказывается что	5	1
389	нет никакой	6	1
390	не потому	1	1
391	же не	4	1
392	всего более	1	1
393	бы и	1	1
394	им самим	1	1
395	и это	3	1
396	ее с	1	1
397	кто бы	1	1
398	этого типа	1	1
399	это есть	2	1
400	всякого человека	1	1
401	и когда	1	1
402	и до	2	1
403	силой своего	1	1
404	нет никакого	6	1
405	стоит именно	1	1
406	доходит до	2	1
407	с их	1	1
408	на людей	1	1
409	по содержанию	2	1
410	не вполне	2	1
411	за это	6	1
412	есть уже	1	1
413	по своей	3	1
414	от того	1	1
415	дело доходит	1	1
416	цели и	1	1
417	которая была	2	1
418	был человек	1	1
419	красоты в	1	1
420	в них	5	1
421	в форме	1	1
422	говорит он	1	1
423	было и	1	1
424	любви к	2	1
425	и всех	2	1
426	видно что	2	1
427	перед ним	1	1
428	этот свой	1	1
429	его а	1	1
430	не случайно	1	1
431	и даже	24	1
432	в чистом	1	1
433	в борьбе	2	1
434	мотив в	1	1
435	в глаза	3	1
436	всего что	1	1
437	всегда и	2	1
438	если бы	2	1
439	самом деле	3	1
440	себе что	1	1
441	до последней	1	1
442	ii в	2	1
443	и более	3	1
444	вот что	4	1
445	с ними	1	1
446	была бы	3	1
447	истории и	1	1
448	и сам	5	1
449	почему же	1	1
450	с гордостью	1	1
451	для целей	2	1
452	остается и	1	1
453	и можно	6	1
454	его романов	1	1
455	душе в	1	1
456	человеческого общества	1	1
457	у толстого	1	1
458	людей а	2	1
459	будто бы	5	1
460	в виду	3	1
461	в силу	6	1
462	бога и	1	1
463	и начинается	1	1
464	любовь и	3	1
465	дело в	4	1
466	которого они	1	1
467	стремится к	1	1
468	вообще и	3	1
469	из самых	1	1
470	мужчины и	1	1
471	в мир	3	1
472	в силах	3	1
473	человека для	1	1
474	в духовном	2	1
475	в эпоху	5	1
476	его как	2	1
477	отношения к	1	1
478	тем же	4	1
479	жизни как	1	1
480	в убийстве	1	1
481	человек по	1	1
482	духа и	2	1
483	и каждый	2	1
484	от которой	1	1
485	заключается в	1	1
486	но от	1	1
487	огромное значение	1	1
488	он знает	1	1
489	он говорит	2	1
490	в обычном	1	1
491	в конце	10	1
492	указывает на	4	1
493	русской и	1	1
494	он хотел	1	1
495	бы еще	1	1
496	например в	1	1
497	в жизни	4	1
498	путь он	1	1
499	в пределы	1	1
500	но к	2	1
501	в глазах	1	1
502	в корне	2	1
503	вот с	1	1
504	зачаточном виде	1	1
505	в космосе	1	1
506	был в	3	1
507	тайну о	1	1
508	с той	1	1
509	и без	5	1
510	свой собственный	2	1
511	легенды о	1	1
512	и как	10	1
513	то в	4	1
514	лишь с	1	1
515	в голову	1	1
516	все время	5	1
517	к его	5	1
518	с одного	1	1
519	силу чего	1	1
520	униженные и	1	1
521	человек в	1	1
522	в сознании	3	1
523	приходит в	1	1
524	духа в	2	1
525	страха и	2	1
526	что она	2	1
527	а именно	12	1
528	всякого кто	1	1
529	жизни и	7	1
530	русской литературы	1	1
531	человека вообще	2	1
532	для своих	1	1
533	в мире	1	1
534	состоит из	1	1
535	одном из	1	1
536	и прежде	2	1
537	в одно	6	1
538	который в	10	1
539	своей и	1	1
540	как в	3	1
541	как будто	9	1
542	в совершенно	1	1
543	всей мировой	1	1
544	даже до	2	1
545	на то	2	1
546	но у	1	1
547	и раньше	1	1
548	говорят о	1	1
549	л толстого	1	1
550	кого не	2	1
551	эта тема	1	1
552	эту истину	1	1
553	он никогда	1	1
554	от этого	4	1
555	нет у	2	1
556	и я	1	1
557	есть на	1	1
558	трагедии и	4	1
559	нуждается в	2	1
560	слишком много	1	1
561	он глубоко	1	1
562	его менее	1	1
563	ставрогина и	1	1
564	что во	2	1
565	да и	5	1
566	я хочу	1	1
567	его жизни	1	1
568	не жизнь	1	1
569	ли он	2	1
570	бы от	1	1
571	в новом	1	1
572	в вечном	2	1
573	и всемирной	1	1
574	нисколько не	7	1
575	нужно считать	2	1
576	его глубине	1	1
577	но это	7	1
578	лишь для	1	1
579	в эти	1	1
580	и после	4	1
581	ему еще	1	1
582	в это	3	1
583	мир и	2	1
584	не стал	1	1
585	которого не	2	1
586	противоречии с	1	1
587	из него	1	1
588	чтобы не	1	1
589	и положительно	1	1
590	любви и	4	1
591	заглянуть в	1	1
592	великих и	1	1
593	она и	2	1
594	вечном муже	2	1
595	что пишет	2	1
596	было не	1	1
597	из них	4	1
598	свои собственные	1	1
599	что их	1	1
600	вовсе не	18	1
601	жизни их	1	1
602	под влиянием	3	1
603	уже не	12	1
604	в одной	2	1
605	указать на	1	1
606	мысли в	2	1
607	мировой истории	1	1
608	не таков	1	1
609	мира в	3	1
610	свое собственное	2	1
611	со всеми	5	1
612	говорится что	4	1
613	и самый	1	1
614	бы ни	1	1
615	и общественной	1	1
616	бы в	2	1
617	к другому	5	1
618	в бесконечную	2	1
619	и счастье	1	1
620	поэтому он	1	1
621	а что	1	1
622	людей в	6	1
623	свободы человеческого	1	1
