N	2gram	Vinokur_Vv	VrazhdaK
122	уже не	6	2
123	из них	4	2
124	в себе	4	2
125	не может	19	2
126	место в	1	2
127	том же	2	2
128	точки зрения	12	2
129	тем более	2	2
130	одна из	3	2
131	он сам	3	2
132	но это	2	2
133	во время	1	2
134	не мог	2	2
135	и ее	4	2
136	к автору	1	2
137	никогда не	3	2
138	в особенности	4	1
139	все в	1	1
140	своего рода	3	1
141	в самом	13	1
142	во всем	2	1
143	то в	1	1
144	как к	1	1
145	этого и	1	1
146	для начала	1	1
147	так и	2	1
148	литературой в	1	1
149	что они	2	1
150	в свое	3	1
151	в литературе	1	1
152	все что	1	1
153	другой не	1	1
154	до сих	7	1
155	один из	6	1
156	еще раз	2	1
157	короче говоря	1	1
158	с правилами	1	1
159	можно говорить	3	1
160	был вызван	1	1
161	из которых	3	1
162	выясняется что	1	1
163	ближе к	2	1
164	не последнее	2	1
165	они не	1	1
166	ни с	2	1
167	только что	4	1
168	этот процесс	4	1
169	также что	1	1
170	того как	3	1
171	второй половине	2	1
172	знать и	2	1
173	за исключением	1	1
174	собой в	2	1
175	что уже	3	1
176	дает нам	1	1
177	или по	1	1
178	еще более	1	1
179	творческой фантазии	1	1
180	читать эти	2	1
181	что это	3	1
182	хотя и	5	1
183	а это	1	1
184	н к	1	1
185	и был	2	1
186	он и	2	1
187	и из	2	1
188	в ее	11	1
189	целого ряда	1	1
190	того что	12	1
191	говорит о	3	1
192	по праву	1	1
193	от этой	1	1
194	в качестве	8	1
195	в орбиту	1	1
196	последнее место	1	1
197	него в	2	1
198	прежде всего	10	1
199	далее в	1	1
200	разобраться в	1	1
201	своих собственных	1	1
202	с исторической	1	1
203	другой стороны	5	1
204	иными словами	1	1
205	себе не	1	1
206	уже говорилось	1	1
207	в этих	3	1
208	но на	1	1
209	в их	12	1
210	о своем	1	1
211	все равно	2	1
212	мы находим	1	1
213	тому же	1	1
214	есть еще	3	1
215	но с	5	1
216	и самые	1	1
217	отразилась в	1	1
218	а между	2	1
219	что ни	1	1
220	в духе	1	1
221	этого не	2	1
222	из двух	4	1
223	и сам	3	1
224	в одном	4	1
225	во внимание	3	1
226	на нее	3	1
227	еще в	1	1
228	но не	9	1
229	в глубине	1	1
230	но для	1	1
231	если это	2	1
232	в составе	1	1
233	именно в	8	1
234	жизни и	2	1
235	представление о	1	1
236	в таком	1	1
237	нам не	2	1
238	это сказалось	3	1
239	внимание в	1	1
240	в жизни	1	1
241	в печати	2	1
242	в числе	1	1
243	меня в	1	1
244	литературе и	1	1
245	но ведь	4	1
246	правда в	1	1
247	ясно что	11	1
248	этого типа	1	1
249	как о	4	1
250	также в	1	1
251	похож на	1	1
252	равно не	1	1
253	в предисловии	1	1
254	в соответствии	2	1
255	человек в	1	1
256	вряд ли	3	1
257	всего он	1	1
258	такие же	1	1
259	об отношениях	1	1
260	не есть	5	1
261	между прочим	1	1
262	как в	3	1
263	оказалось что	2	1
264	следовательно и	2	1
265	правда не	1	1
266	по своему	5	1
267	и я	1	1
268	отличается от	1	1
269	да и	4	1
270	по его	2	1
271	прочим и	1	1
272	в свете	1	1
273	о котором	8	1
274	том как	1	1
275	это было	1	1
276	в итоге	1	1
277	к вопросу	1	1
278	пока не	2	1
279	в сторону	1	1
280	возникает вопрос	2	1
281	не имеет	4	1
282	тем не	9	1
283	установлено что	1	1
284	работы над	6	1
285	сих пор	7	1
286	и вообще	3	1
287	народа несомненно	1	1
288	большое внимание	1	1
289	литературу в	1	1
290	тут нет	1	1
291	с первого	1	1
292	ему не	1	1
293	на них	1	1
294	которой был	1	1
295	жизнь и	1	1
296	с этим	3	1
297	во всех	2	1
298	человека к	1	1
299	сам же	2	1
300	до того	2	1
301	во всяком	5	1
302	это и	1	1
303	было не	1	1
304	выражение в	2	1
305	это конечно	1	1
306	в полной	1	1
307	с конца	2	1
308	не могли	2	1
309	писателя не	1	1
310	что этот	1	1
311	истории человечества	1	1
312	руки его	1	1
313	ли это	1	1
314	этой традиции	2	1
315	имеется в	1	1
316	важнее всего	1	1
317	но которая	2	1
318	это как	1	1
319	полагали что	1	1
320	не любил	1	1
321	на той	1	1
322	и всего	2	1
323	потому что	18	1
324	это то	1	1
325	д в	2	1
326	также и	20	1
327	одну из	1	1
328	и речи	1	1
329	совсем не	3	1
330	сложности и	1	1
331	так называемую	2	1
332	нельзя не	6	1
333	сказалось в	2	1
334	только как	7	1
335	ряда других	1	1
336	не всегда	1	1
337	из их	1	1
338	тех пор	1	1
339	он оставил	1	1
340	которых не	3	1
341	быть и	2	1
342	во второй	3	1
343	с помощью	2	1
344	котором уже	1	1
345	в частности	3	1
346	не будет	1	1
347	но зато	2	1
348	нужно было	1	1
349	в свет	1	1
350	не могло	1	1
351	с идеями	1	1
352	указав что	1	1
353	говорить о	5	1
354	не с	3	1
355	одно и	2	1
356	отношении к	2	1
357	хотя в	2	1
358	точно так	2	1
359	как он	6	1
360	не могла	1	1
361	не заметили	1	1
362	в форме	2	1
363	этот факт	1	1
364	этом смысле	11	1
365	той высокой	1	1
366	от того	3	1
367	было однако	1	1
368	в обоих	2	1
369	что из	1	1
370	приняты во	1	1
371	так он	1	1
372	человека и	1	1
373	в каком	3	1
374	каждый из	2	1
375	а от	1	1
376	свою очередь	2	1
377	и можно	1	1
378	его отношение	1	1
379	и т.д	5	1
380	с другой	8	1
381	было бы	7	1
382	как эта	1	1
383	автора в	1	1
384	всего то	3	1
385	и разнообразных	1	1
386	вопросу о	2	1
387	же только	3	1
388	знать его	1	1
389	что же	3	1
390	не забудем	1	1
391	или вообще	5	1
392	среди них	1	1
393	как на	12	1
394	соответствии с	2	1
395	себя в	2	1
396	известном смысле	3	1
397	которых он	1	1
398	ее не	1	1
399	однако в	3	1
400	и никогда	1	1
401	оба они	1	1
402	той же	4	1
403	заключается в	4	1
404	могут быть	6	1
405	только по	3	1
406	это можно	1	1
407	до конца	3	1
408	в высшей	1	1
409	к которому	1	1
410	это дает	1	1
411	во многих	1	1
412	был в	2	1
413	только при	1	1
414	в первой	1	1
415	и от	1	1
416	человечества и	1	1
417	быть применено	1	1
418	и есть	3	1
419	во всей	1	1
420	в силу	3	1
421	на этот	6	1
422	по крайней	4	1
423	все кто	1	1
424	не лучше	1	1
425	этом отношении	4	1
426	к книге	2	1
427	своим собственным	1	1
428	в рукописи	1	1
429	во франции	1	1
430	к расшифровке	1	1
431	же это	2	1
432	каким был	1	1
433	всяком случае	5	1
434	получается что	1	1
435	конце концов	2	1
436	враждебное отношение	1	1
437	независимо от	5	1
438	из него	2	1
439	бы в	2	1
440	не просто	5	1
441	того же	3	1
442	только о	2	1
443	в целом	5	1
444	как указывает	1	1
445	крайней мере	4	1
446	его современников	1	1
447	свои собственные	1	1
448	одного и	2	1
449	в известной	3	1
450	ничего не	2	1
451	и самый	1	1
452	к нему	3	1
453	более того	1	1
454	в подобных	1	1
455	котором он	2	1
