N	2gram	Bakhtin_Pr	Komedia
159	не знает	5	8
160	бы в	7	8
161	во всех	8	8
162	то ни	3	8
163	можно было	5	8
164	что для	4	8
165	если не	2	8
166	в которых	2	8
167	да и	3	8
168	связи с	1	8
169	по содержанию	1	8
170	и других	8	8
171	с самого	3	8
172	как он	5	8
173	идет о	5	8
174	и ее	5	8
175	место в	2	8
176	и к	5	7
177	в результате	6	7
178	в этих	5	7
179	равно как	1	7
180	себе в	1	7
181	во всяком	5	7
182	вопрос о	4	7
183	хотя бы	5	7
184	в другом	1	7
185	в руках	1	7
186	самого начала	4	7
187	бы то	3	7
188	что они	3	7
189	ни было	4	7
190	х годов	2	7
191	и это	5	7
192	в других	1	7
193	в себе	9	7
194	до начала	1	7
195	и у	6	7
196	к его	1	7
197	не имеет	2	7
198	не является	2	7
199	из этих	2	7
200	после смерти	1	7
201	и во	2	7
202	до конца	11	7
203	но если	1	7
204	всяком случае	3	7
205	и вот	4	7
206	для нас	3	7
207	со своим	4	7
208	и о	5	7
209	конце концов	7	7
210	по всему	1	6
211	еще более	1	6
212	даже в	7	6
213	в виду	2	6
214	в своих	5	6
215	в дальнейшем	2	6
216	как правило	1	6
217	и он	3	6
218	с точки	21	6
219	не хочет	1	6
220	что не	6	6
221	больше всего	1	6
222	отрывки из	2	6
223	на этом	1	6
224	не дает	4	6
225	и тем	2	6
226	не приходится	1	6
227	могут быть	5	6
228	всего в	2	6
229	на ее	2	6
230	в сущности	11	6
231	в другой	4	6
232	как из	1	6
233	а не	30	6
234	которую он	2	6
235	в отличие	3	6
236	нет и	4	6
237	в области	3	6
238	тем не	1	6
239	на вопрос	2	6
240	том числе	1	6
241	так в	1	6
242	здесь в	3	6
243	или в	2	6
244	в какой	2	6
245	и как	10	6
246	к концу	1	6
247	это было	3	6
248	в уже	1	6
249	человека в	8	6
250	во второй	1	6
251	а по	1	6
252	на это	2	6
253	как будто	4	6
254	из всех	1	5
255	в изображении	2	5
256	в первом	3	5
257	за ним	2	5
258	именно в	8	5
259	его на	2	5
260	что по	1	5
261	роль в	2	5
262	со своей	1	5
263	в действительности	1	5
264	с помощью	1	5
265	из своего	3	5
266	любовь к	1	5
267	а на	1	5
268	к ним	3	5
269	сказать что	9	5
270	под названием	1	5
271	все время	4	5
272	который в	2	5
273	от них	3	5
274	тем же	1	5
275	себя в	5	5
276	никогда не	19	5
277	еще больше	1	5
278	в ее	4	5
279	отрывок из	1	5
280	чем в	3	5
281	но он	3	5
282	одним из	11	5
283	в мире	10	5
284	одном из	3	5
285	в каждом	11	5
286	все остальные	1	5
287	в развитии	1	5
288	ни одной	3	5
289	друг другу	3	5
290	даже если	1	5
291	в первой	3	5
292	и от	3	5
293	в ответ	1	5
294	от нее	1	5
295	не так	3	5
296	что это	1	5
297	здесь нет	3	5
298	из того	1	5
299	за пределы	10	5
300	приводит к	4	5
301	ему и	1	5
302	признать что	1	5
303	конечно не	7	5
304	да еще	1	5
305	и если	1	5
306	у меня	4	5
307	и теперь	1	5
308	только один	2	5
309	вслед за	1	5
310	же самое	1	5
311	той же	7	5
312	что я	2	5
313	в сознании	4	5
314	здесь и	2	5
315	этом отношении	7	5
316	или вовсе	1	5
317	это не	13	5
318	мы имеем	2	5
319	он и	9	5
320	же не	1	5
321	по существу	5	5
322	к своему	1	5
323	участие в	1	5
324	ему не	2	5
325	отказаться от	1	5
326	от того	4	5
327	что из	3	5
328	жизни и	21	5
329	для этого	4	5
330	что на	1	5
331	мира в	6	5
332	в той	9	4
333	каждой из	1	4
334	следует что	1	4
335	тем как	4	4
336	в пользу	1	4
337	него в	2	4
338	не столько	3	4
339	чтобы в	2	4
340	в духе	3	4
341	новое время	1	4
342	из самых	1	4
343	в построении	5	4
344	например в	5	4
345	правда в	2	4
346	их в	8	4
347	всякого рода	1	4
348	времени в	2	4
349	должна была	4	4
350	может служить	1	4
351	перед ним	2	4
352	самом начале	3	4
353	а сам	1	4
354	его не	2	4
355	одна из	4	4
356	к этим	2	4
357	он так	1	4
358	все его	4	4
359	том чтобы	1	4
360	к человеку	3	4
361	в состоянии	1	4
362	к которому	1	4
363	и этим	2	4
364	одно из	2	4
365	это слово	1	4
366	не о	3	4
367	прежде чем	1	4
368	как его	2	4
369	в последних	1	4
370	не остается	1	4
371	я не	7	4
372	между ними	4	4
373	же как	5	4
374	в себя	3	4
375	выражение в	6	4
376	именно потому	3	4
377	и речи	1	4
378	его творчества	8	4
379	здесь мы	3	4
380	можно сделать	1	4
381	что эта	1	4
382	по своей	1	4
383	в отрывках	1	4
384	с которым	1	4
385	образом в	2	4
386	из этого	1	4
387	как теперь	1	4
388	не позволяет	2	4
389	которые он	3	4
390	был бы	6	4
391	не на	6	4
392	стороны и	1	4
393	художественного мышления	2	4
394	бы не	3	4
395	сравнению с	2	4
396	что мы	2	4
397	то и	2	4
398	наконец в	2	4
399	по сравнению	2	4
400	можем судить	1	4
401	впрочем и	1	4
402	каждый из	1	4
403	что же	5	4
404	и там	1	4
405	в трагедии	1	4
406	или к	2	4
407	в более	1	4
408	ничем не	2	4
409	хотя в	1	4
410	многие из	1	4
411	и другие	4	4
412	видеть в	1	4
413	у нас	2	4
414	чем же	2	4
415	все равно	3	4
416	в свои	2	4
417	с их	9	4
418	времени и	1	4
419	или менее	1	4
420	такой же	1	4
421	материал для	1	4
422	с полным	1	4
423	и их	7	4
424	не следует	1	4
425	в пределах	13	4
426	далеко не	3	4
427	у нее	1	4
428	которые в	2	4
429	он знает	3	4
430	бы он	3	4
431	за счет	2	4
432	в основе	6	4
433	во всем	1	3
434	от него	3	3
435	к этой	1	3
436	до самого	1	3
437	всю свою	1	3
438	за собой	3	3
439	сам автор	4	3
440	в году	1	3
441	по себе	13	3
442	более или	1	3
443	только для	2	3
444	для их	2	3
445	не столь	1	3
446	при всей	1	3
447	противоречия между	1	3
448	как зевс	1	3
449	представления о	1	3
450	в нескольких	1	3
451	только на	1	3
452	на пути	2	3
453	и когда	1	3
454	людей и	2	3
455	художественных приемов	2	3
456	же его	1	3
457	от своего	1	3
458	ни одного	4	3
459	как на	4	3
460	ней и	1	3
461	в нашем	3	3
462	находится в	2	3
463	же она	1	3
464	для понимания	5	3
465	что именно	2	3
466	речь о	1	3
467	друг с	4	3
468	время и	2	3
469	с другом	4	3
470	искать в	2	3
471	и за	1	3
472	для своего	2	3
473	для них	3	3
474	и притом	3	3
475	отношения к	4	3
476	в таком	2	3
477	от этого	2	3
478	а его	3	3
479	в эту	1	3
480	на себе	2	3
481	остается в	2	3
482	а с	4	3
483	того в	1	3
484	бы к	2	3
485	для создания	3	3
486	не он	2	3
487	в устах	2	3
488	своего времени	3	3
489	ни одно	1	3
490	одну из	1	3
491	отношения с	1	3
492	в новое	1	3
493	не раз	3	3
494	могла бы	1	3
495	он в	3	3
496	протяжении всего	2	3
497	над ней	1	3
498	и есть	6	3
499	его за	1	3
500	сказать о	1	3
501	в один	2	3
502	мы видели	3	3
503	не делает	1	3
504	также что	1	3
505	к одной	1	3
506	почти не	1	3
507	его с	2	3
508	для себя	5	3
509	представляют собой	1	3
510	человеческих типов	1	3
511	и мелкие	1	3
512	не могут	6	3
513	мы понимаем	1	3
514	до этого	1	3
515	и одновременно	5	3
516	если это	1	3
517	быть даже	2	3
518	с ними	3	3
519	своего отца	1	3
520	друг от	2	3
521	его и	4	3
522	совершенно не	2	3
523	в диалоге	3	3
524	и более	2	3
525	ни у	1	3
526	совсем другой	1	3
527	относится к	2	3
528	и уже	3	3
529	переходит к	2	3
530	чем не	1	3
531	к своим	1	3
532	не совсем	2	3
533	на две	1	3
534	если мы	1	3
535	принадлежит к	1	3
536	за пределами	2	3
537	только при	3	3
538	казалось бы	1	3
539	в самой	10	3
540	они были	1	3
541	как к	3	3
542	которым он	1	3
543	нет ни	5	3
544	сам себя	1	3
545	ее на	1	3
546	сам он	5	3
547	трагедии в	1	3
548	не являются	1	3
549	в виде	1	3
550	однако не	2	3
551	от друга	2	3
552	и эта	3	3
553	как впрочем	1	3
554	является не	3	3
555	высшей степени	2	3
556	нисколько не	2	3
557	в каждой	3	3
558	должен быть	1	3
559	в одной	9	3
560	на них	1	3
561	жизнь и	3	3
562	ко всему	1	3
563	и потому	9	3
564	а как	8	3
565	он говорит	3	3
566	она не	9	3
567	но при	1	3
568	только как	1	3
569	не с	1	3
570	таким же	4	3
571	конечно в	2	3
572	можно найти	3	3
573	стало быть	2	3
574	на всю	1	3
575	в большинстве	3	3
576	ведь мы	1	3
577	в рамках	2	3
578	числе и	1	3
579	они не	5	3
580	будто бы	1	3
581	и самого	4	3
582	в высшей	2	3
583	по этому	2	3
584	в голову	1	3
585	все еще	2	3
586	это в	3	3
587	если она	1	3
588	становится в	1	3
589	его творчество	4	3
590	не к	1	3
591	с которыми	2	2
592	в душе	1	2
593	в настоящем	4	2
594	еще раз	3	2
595	уж не	1	2
596	же и	2	2
597	да что	1	2
598	более что	2	2
599	на своей	1	2
600	и был	3	2
601	говорит о	1	2
602	те же	3	2
603	не как	15	2
604	точно так	2	2
605	не находит	1	2
606	из многочисленных	1	2
607	ко всем	2	2
608	а напротив	1	2
609	на которых	1	2
610	ни одна	2	2
611	жизнь в	2	2
612	на земле	1	2
613	зрения на	12	2
614	к которой	1	2
615	к более	2	2
616	из всего	2	2
617	превращается в	4	2
618	к самому	1	2
619	приходит в	1	2
620	ставит нас	1	2
621	в речах	2	2
622	друга и	2	2
623	почти все	1	2
624	поскольку он	1	2
625	от своей	1	2
626	как только	2	2
627	на первый	1	2
628	как ее	2	2
629	в жизнь	1	2
630	героя или	1	2
631	не могли	3	2
632	же автора	1	2
633	которой он	1	2
634	считает себя	1	2
635	отсюда и	2	2
636	в противоположность	3	2
637	и следовательно	7	2
638	он сумел	1	2
639	вопрос не	1	2
640	в этот	2	2
641	но они	4	2
642	выводы о	1	2
643	за другом	1	2
644	и формы	1	2
645	и новая	1	2
646	среди них	3	2
647	отношений и	2	2
648	без всякого	1	2
649	него не	4	2
650	для всей	1	2
651	под влиянием	1	2
652	что все	5	2
653	в зависимости	5	2
654	из трех	1	2
655	от себя	2	2
656	что даже	1	2
657	каким был	1	2
658	они могут	2	2
659	чем это	1	2
660	случае в	1	2
661	то в	1	2
662	мы видим	5	2
663	именно об	1	2
664	она и	3	2
665	хочет быть	1	2
666	первом случае	1	2
667	бедного человека	1	2
668	каждом из	2	2
669	и сама	1	2
670	одному и	1	2
671	с другими	11	2
672	как можно	3	2
673	отношения между	3	2
674	не была	1	2
675	как по	1	2
676	и можно	1	2
677	я и	2	2
678	судить о	1	2
679	подобно тому	5	2
680	и она	1	2
681	большинстве случаев	3	2
682	рядом с	16	2
683	слишком много	1	2
684	и жизнь	1	2
685	его жизни	2	2
686	представляется нам	2	2
687	слово в	3	2
688	же касается	1	2
689	точек зрения	5	2
690	к мысли	1	2
691	в смысле	4	2
692	в философии	1	2
693	человека а	2	2
694	а для	1	2
695	и мир	4	2
696	времени а	1	2
697	со всей	2	2
698	в уста	3	2
699	его творчестве	3	2
700	он дал	1	2
701	земле и	1	2
702	с матерью	2	2
703	в лучшем	3	2
704	мы уже	4	2
705	эти слова	1	2
706	со многими	1	2
707	ту же	1	2
708	совсем не	1	2
709	является его	1	2
710	если же	3	2
711	и та	1	2
712	и является	1	2
713	себя на	2	2
714	у вас	4	2
715	правда к	1	2
716	этот вопрос	3	2
717	вот в	1	2
718	она была	1	2
719	с такими	2	2
720	того кто	1	2
721	нас перед	1	2
722	стр и	1	2
723	его герои	1	2
724	общего с	1	2
725	он понимает	2	2
726	бы его	1	2
727	найти в	2	2
728	откуда у	1	2
729	это делает	2	2
730	но прежде	1	2
731	них не	2	2
732	до смерти	1	2
733	что только	1	2
734	или может	1	2
735	теми же	1	2
736	ней в	1	2
737	за нее	1	2
738	бы ни	1	2
739	которые были	3	2
740	е и	1	2
741	с ее	5	2
742	гораздо более	1	2
743	наше время	1	2
744	не будет	1	2
745	образом и	1	2
746	них в	2	2
747	в основном	2	2
748	живет в	1	2
749	должна быть	4	2
750	в жизни	7	2
751	и при	1	2
752	на те	1	2
753	это уже	1	2
754	никак не	3	2
755	достаточно сравнить	1	2
756	в большом	3	2
757	нашего времени	1	2
758	со всеми	1	2
759	этой точки	3	2
760	особый интерес	1	2
761	подходим к	1	2
762	не знающего	1	2
763	и поскольку	1	2
764	они ищут	1	2
765	этом смысле	12	2
766	и так	1	2
767	с огромной	1	2
768	жизни в	3	2
769	себя и	4	2
770	и были	1	2
771	ли он	2	2
772	о котором	1	2
773	именно поэтому	1	2
774	в известном	1	2
775	знает что	1	2
776	несколько раз	1	2
777	его пьесы	1	2
778	нет в	1	2
779	к другому	2	2
780	слова о	1	2
781	не входит	3	2
782	перед нами	8	2
783	я говорю	1	2
784	художественный образ	2	2
785	это дело	1	2
786	он еще	2	2
787	не дал	1	2
788	это только	1	2
789	быть не	1	2
790	современной ему	2	2
791	а может	3	2
792	зависимости от	5	2
793	слова и	2	2
794	с которой	4	2
795	именно на	2	2
796	отношении к	3	2
797	ответной любви	1	2
798	и наиболее	1	2
799	и до	5	2
800	же если	1	2
801	в каком	2	2
802	как например	2	2
803	всех трех	1	2
804	имеем в	2	2
805	известной степени	1	2
806	между людьми	1	2
807	лучше всего	1	2
808	полным правом	1	2
809	во втором	1	2
810	здесь не	2	2
811	со словом	1	2
812	в рукописи	1	2
813	сама она	1	2
814	только с	2	2
815	по отдельным	1	2
816	у них	1	2
817	в произведениях	5	2
818	но это	7	2
819	во времени	4	2
820	строится на	2	2
821	поэтому он	1	2
822	к лицу	1	2
823	именно к	2	2
824	этом случае	1	2
825	из отдельных	1	2
826	и всякий	1	2
827	представленная в	1	2
828	мир в	4	2
829	же становится	1	2
830	лиц и	1	2
831	для него	23	2
832	не для	1	2
833	того что	4	2
834	не достигает	1	2
835	в литературе	7	2
836	о нем	16	2
837	ее в	2	2
838	где он	1	2
839	в полном	2	2
840	бы и	6	2
841	сходятся в	1	2
842	это предположение	1	2
843	была бы	5	2
844	понимает что	1	2
845	формы и	1	2
846	от всех	1	2
847	а о	4	2
848	как этот	1	2
849	полное право	2	2
850	из персонажей	1	2
851	места в	1	2
852	гораздо ближе	1	2
853	войдя в	2	2
854	как она	2	2
855	все эти	12	2
856	эти две	1	2
857	и со	3	2
858	войти в	2	2
859	не все	2	2
860	мере в	1	2
861	в форме	8	2
862	чтобы сделать	1	2
863	его к	4	2
864	на свете	1	2
865	ко мне	1	2
866	к одному	1	2
867	но его	1	2
868	еще до	1	2
869	друг за	1	2
870	первый план	1	2
871	два десятилетия	1	2
872	и только	2	2
873	как же	5	2
874	сам себе	1	2
875	не надо	1	2
876	получили в	1	2
877	это как	2	2
878	как уже	1	2
879	тому как	5	2
880	сорок лет	1	2
881	с уже	1	2
882	свою жизнь	2	2
883	же что	5	2
884	встреча с	1	2
885	или его	1	2
886	это однако	1	2
887	с ней	1	2
888	тем самым	3	2
889	как не	9	2
890	человека с	1	2
891	человека и	2	2
892	бы по	1	2
893	со своими	6	2
894	человека из	4	2
895	наконец на	2	2
896	сказать в	1	2
897	был уверен	1	2
898	себе не	1	2
899	здесь же	1	2
900	и дальше	1	2
901	действующими лицами	3	2
902	в случае	1	2
903	и новые	1	2
904	в разговоре	1	2
905	ни был	2	2
906	сам а	1	2
907	этому вопросу	1	2
908	остается только	1	2
909	в сложном	1	1
910	мы подходим	1	1
911	дает не	1	1
912	они являются	1	1
913	пределах одного	1	1
914	является в	1	1
915	нет здесь	1	1
916	которая была	1	1
917	можно говорить	2	1
918	его собственность	1	1
919	и мира	1	1
920	мы и	2	1
921	в постановке	1	1
922	не понимает	1	1
923	его изображения	1	1
924	в момент	4	1
925	остались бы	1	1
926	вывод из	2	1
927	которые не	1	1
928	теперь что	1	1
929	познания и	1	1
930	вопросами и	1	1
931	нем в	2	1
932	каждый может	1	1
933	создания образа	1	1
934	том чем	1	1
935	в применении	1	1
936	мы впервые	1	1
937	эта идея	1	1
938	на второй	1	1
939	нее в	2	1
940	эта новая	3	1
941	они уже	4	1
942	или нет	1	1
943	кроме того	3	1
944	их жизни	2	1
945	которой они	1	1
946	остался в	1	1
947	в некоторых	1	1
948	не вызывает	1	1
949	и ему	1	1
950	к смысловой	1	1
951	перед ее	1	1
952	его поступки	1	1
953	что человек	1	1
954	время не	3	1
955	к конкретному	1	1
956	в последнюю	1	1
957	только за	1	1
958	плане в	1	1
959	на события	1	1
960	иначе чем	1	1
961	дальнейшем течении	1	1
962	в рамки	2	1
963	воли с	1	1
964	в борьбе	1	1
965	вступить на	1	1
966	всю историю	1	1
967	без любви	1	1
968	замыкается в	3	1
969	есть что-то	1	1
970	вот что	2	1
971	представляется ему	1	1
972	о мире	6	1
973	или от	1	1
974	мне кажется	2	1
975	на такой	1	1
976	введенное в	1	1
977	еще отчетливее	1	1
978	его произведений	2	1
979	весь этот	2	1
980	что весь	1	1
981	герои и	1	1
982	она является	2	1
983	при том	1	1
984	уже на	1	1
985	было очень	1	1
986	ведет к	1	1
987	главное внимание	1	1
988	принципы построения	1	1
989	и ищет	1	1
990	хозяин у	2	1
991	как более	1	1
992	с не	1	1
993	века мы	1	1
994	самого и	1	1
995	же точно	1	1
996	как таковой	2	1
997	а именно	4	1
998	начала действия	1	1
999	в одно	1	1
1000	на эту	1	1
1001	всю эту	1	1
1002	лица в	1	1
1003	но у	5	1
1004	отличается от	3	1
1005	по своим	4	1
1006	силами и	1	1
1007	интересны для	1	1
1008	из героев	1	1
1009	не его	3	1
1010	как обычно	1	1
1011	так например	1	1
1012	повод к	1	1
1013	не понимая	1	1
1014	чем бы	1	1
1015	были особенно	1	1
1016	и нет	2	1
1017	своему герою	1	1
1018	а вместе	1	1
1019	а что	2	1
1020	же прием	1	1
1021	первый взгляд	1	1
1022	одно время	1	1
1023	действительности в	1	1
1024	является их	1	1
1025	в худшем	3	1
1026	и отчасти	1	1
1027	в данном	3	1
1028	изображает как	1	1
1029	всю его	1	1
1030	значение только	1	1
1031	себя то	1	1
1032	будет и	1	1
1033	и переживает	1	1
1034	и рады	1	1
1035	себе все	2	1
1036	мы увидим	1	1
1037	человек из	5	1
1038	действительности как	1	1
1039	в новом	1	1
1040	даже и	2	1
1041	этого последнего	1	1
1042	на очень	1	1
1043	входит в	11	1
1044	мир его	1	1
1045	до него	1	1
1046	и изображение	1	1
1047	но даже	1	1
1048	формы его	2	1
1049	у самого	3	1
1050	довести до	1	1
1051	героя в	9	1
1052	что вся	1	1
1053	только под	1	1
1054	положений и	1	1
1055	он считает	1	1
1056	между отдельными	2	1
1057	о них	2	1
1058	совершенно различных	1	1
1059	всего как	1	1
1060	существу своему	1	1
1061	предисловии к	2	1
1062	годы и	1	1
1063	от контекста	1	1
1064	для данного	1	1
1065	не обязательно	1	1
1066	естественно и	1	1
1067	чем его	1	1
1068	значительной степени	1	1
1069	углом зрения	2	1
1070	современных ему	1	1
1071	особенно показательны	1	1
1072	является как	1	1
1073	отметить что	2	1
1074	дело таким	1	1
1075	другие не	1	1
1076	точке зрения	5	1
1077	убедиться в	1	1
1078	всегда и	1	1
1079	руководствуется не	1	1
1080	знает о	1	1
1081	слов о	2	1
1082	но ни	1	1
1083	другого героя	1	1
1084	и ткани	1	1
1085	тезис о	1	1
1086	своего образа	1	1
1087	них есть	1	1
1088	заметить что	2	1
1089	она ни	1	1
1090	это свойство	1	1
1091	частности на	1	1
1092	ее как	3	1
1093	в контексте	2	1
1094	на пороге	4	1
1095	за него	1	1
1096	построении образов	1	1
1097	с этими	1	1
1098	свете из	1	1
1099	они почти	1	1
1100	ли она	1	1
1101	есть по	1	1
1102	ознакомлении с	1	1
1103	отношения в	1	1
1104	чего он	1	1
1105	не умеет	1	1
1106	в данной	1	1
1107	исходит из	3	1
1108	можем сказать	2	1
1109	или уже	1	1
1110	оказывается уже	1	1
1111	рассказчик и	1	1
1112	русский язык	1	1
1113	и поступков	4	1
1114	на котором	3	1
1115	с собственной	1	1
1116	слово как	1	1
1117	уже по	1	1
1118	были бы	5	1
1119	но вы	1	1
1120	нашем литературоведении	1	1
1121	которой в	1	1
1122	его образа	4	1
1123	строго говоря	1	1
1124	кто является	1	1
1125	каков бы	1	1
1126	или лучше	1	1
1127	пределы одной	1	1
1128	решения в	1	1
1129	признаками не	1	1
1130	весь в	1	1
1131	и весь	1	1
1132	соглашается с	1	1
1133	только не	1	1
1134	нему в	1	1
1135	ее и	2	1
1136	той мере	1	1
1137	еще одну	1	1
1138	главное же	1	1
1139	находить и	1	1
1140	он умер	1	1
1141	то оно	3	1
1142	как такового	1	1
1143	от его	1	1
1144	принципов изображения	1	1
1145	толстого и	2	1
1146	во взаимном	1	1
1147	с трагедией	1	1
1148	и больше	1	1
1149	творческого пути	3	1
1150	образом как	1	1
1151	на том	1	1
1152	вполне понятно	1	1
1153	эту оценку	1	1
1154	с отдельными	2	1
1155	остаются в	1	1
1156	на столе	1	1
1157	получает в	1	1
1158	быть в	2	1
1159	начала и	3	1
1160	и легко	1	1
1161	не стремится	1	1
1162	героев которые	1	1
1163	прийти к	1	1
1164	а и	2	1
1165	его лежит	1	1
1166	то для	1	1
1167	элементов и	1	1
1168	второй план	1	1
1169	с нею	1	1
1170	о принципиальной	1	1
1171	которого он	1	1
1172	далеко за	1	1
1173	не хозяин	1	1
1174	но говорить	1	1
1175	полной мере	1	1
1176	и одного	1	1
1177	отказывается от	1	1
1178	не больше	1	1
1179	произведений этого	1	1
1180	крайней степени	1	1
1181	видит в	1	1
1182	то она	1	1
1183	если оно	1	1
1184	говорит он	9	1
1185	во всей	2	1
1186	бы только	1	1
1187	материал в	1	1
1188	или не	2	1
1189	не делая	1	1
1190	жизнь стоит	1	1
1191	всех его	1	1
1192	мысли не	1	1
1193	полемики с	1	1
1194	быть только	3	1
1195	это сравнение	1	1
1196	ведут в	1	1
1197	есть вполне	1	1
1198	конечно на	1	1
1199	сравнить его	1	1
1200	человек и	2	1
1201	он ни	2	1
1202	это сразу	1	1
1203	не кто	2	1
1204	и само	2	1
1205	эти три	2	1
1206	человек в	2	1
1207	от альфы	1	1
1208	себя как	5	1
1209	том и	2	1
1210	поэтому сама	1	1
1211	о силе	1	1
1212	человеке и	1	1
1213	сознания как	1	1
1214	для решения	1	1
1215	следовательно и	2	1
1216	в них-то	1	1
1217	и являются	1	1
1218	вот на	1	1
1219	того он	1	1
1220	возможности для	1	1
1221	как раньше	1	1
1222	может противопоставить	1	1
1223	не бывать	3	1
1224	сильной и	1	1
1225	людьми и	1	1
1226	в сторону	1	1
1227	а только	3	1
1228	не решится	1	1
1229	из одного	4	1
1230	диалога из	1	1
1231	могло бы	1	1
1232	ним а	1	1
1233	что как	1	1
1234	жизни где	1	1
1235	то лишь	2	1
1236	он сам	9	1
1237	проявляется и	1	1
1238	всю ее	1	1
1239	симпатии автора	1	1
1240	чтобы его	2	1
1241	той или	3	1
1242	люди и	1	1
1243	имеет ничего	1	1
1244	сознании человека	2	1
1245	вошли в	1	1
1246	в русской	3	1
1247	всей их	1	1
1248	именно как	1	1
1249	могли бы	3	1
1250	она представлялась	1	1
1251	о себе	12	1
1252	свободен и	1	1
1253	но как	4	1
1254	апеллирует к	1	1
1255	приведем несколько	1	1
1256	несущих в	1	1
1257	для его	4	1
1258	от героев	1	1
1259	давая ему	1	1
1260	позиций и	1	1
1261	героя и	11	1
1262	он его	1	1
1263	они становятся	1	1
1264	взаимоотношения в	1	1
1265	здесь она	1	1
1266	и необходимость	1	1
1267	преобладание в	1	1
1268	как человек	2	1
1269	только об	1	1
1270	прийти и	1	1
1271	трагической и	1	1
1272	идей и	1	1
1273	явления в	1	1
1274	с героями	3	1
1275	бы они	1	1
1276	но зато	1	1
1277	укладывается ни	1	1
1278	главного героя	1	1
1279	не публицистическая	1	1
1280	иметь в	1	1
1281	его жизнь	2	1
1282	человека по	2	1
1283	и затем	1	1
1284	не говорил	1	1
1285	ты понимаешь	1	1
1286	чтобы связать	1	1
1287	изображения в	3	1
1288	из спорящих	1	1
1289	над ним	1	1
1290	с одинаковой	1	1
1291	а от	1	1
1292	как один	1	1
1293	но тут	1	1
1294	этот период	1	1
1295	даже самую	1	1
1296	значение и	1	1
1297	автор уже	2	1
1298	нем и	2	1
1299	я в	1	1
1300	от человека	2	1
1301	могло служить	1	1
1302	писал в	1	1
1303	так называемого	1	1
1304	человека его	1	1
1305	основанное на	1	1
1306	крайней мере	3	1
1307	мы их	1	1
1308	это вовсе	2	1
1309	и никогда	1	1
1310	совершенно особый	1	1
1311	его как	6	1
1312	и др	1	1
1313	условия для	2	1
1314	и вызывали	1	1
1315	понимать не	1	1
1316	и ставит	1	1
