N	3gram	Losev_Prob	Vvedenie
149	и не нужно	1	1
150	того или иного	2	1
151	в таком случае	2	1
152	что также и	1	1
153	если принять во	1	1
154	говоря уже о	2	1
155	может быть только	6	1
156	все же в	1	1
157	хотя бы на	2	1
158	не вмещается в	1	1
159	потому что она	1	1
160	такого же рода	2	1
161	и в конце	1	1
162	совершенно ясно что	1	1
163	не потому что	1	1
164	не только о	1	1
165	именно потому что	1	1
166	сказать что в	1	1
167	в настоящее время	7	1
168	то более то	1	1
169	с этой стороны	1	1
170	а есть только	1	1
171	в самой себе	1	1
172	смысле слова но	2	1
173	как раз в	1	1
174	сих пор и	1	1
175	такой точки зрения	1	1
176	также и с	1	1
177	это не просто	1	1
178	то что этот	1	1
179	уже и в	1	1
180	только потому что	1	1
181	и прежде всего	2	1
182	том что в	1	1
183	в сравнении с	4	1
184	сказать что он	1	1
185	и никогда не	2	1
186	не сам по	2	1
187	но в силу	1	1
188	что наряду с	1	1
189	он встречается с	1	1
190	с самого начала	3	1
191	в нем не	1	1
192	во-вторых с точки	1	1
193	или иной идеи	1	1
194	том что он	3	1
195	в котором можно	1	1
196	и речи даже	1	1
197	дошедших до нас	1	1
198	то ни было	2	1
199	также и то	2	1
200	более то менее	1	1
201	то обстоятельство что	1	1
202	и все прочие	1	1
203	ясно само собой	1	1
204	и был первым	1	1
205	а если и	2	1
206	к тому что	1	1
207	ни к какому	1	1
208	еще и потому	2	1
209	это то же	1	1
210	в предисловии к	2	1
211	бы то ни	4	1
212	ту или иную	1	1
213	и в значительной	1	1
214	одном и том	1	1
215	том смысле что	1	1
216	здесь таким образом	1	1
217	только тогда когда	3	1
218	не то что	1	1
219	имея в виду	1	1
220	был уже не	1	1
221	было бы с	1	1
222	может быть никакой	1	1
223	прежде всего в	1	1
224	то что в	2	1
225	на эту тему	2	1
226	в чистом виде	1	1
227	уже о том	1	1
228	второй половины xviii	1	1
229	всего того что	2	1
230	имеем дело с	1	1
231	том что не	1	1
232	науки и техники	1	1
233	по содержанию и	1	1
234	потому что они	2	1
235	мы имеем дело	1	1
236	в очень глубоком	1	1
237	в прошлом и	1	1
238	как указание на	1	1
