N	2gram	Tiupa_Disk	Istorich
504	к чему	2	6
505	себе не	4	6
506	я его	1	6
507	сказки не	1	6
508	даже не	1	6
509	более позднее	1	6
510	уходит в	1	6
511	имеет свою	3	6
512	пришел к	1	6
513	быть и	2	6
514	были бы	1	6
515	они и	3	6
516	отношения к	2	6
517	не на	3	6
518	к которой	1	6
519	можно усмотреть	2	6
520	в середине	1	6
521	героя а	1	6
522	заметить что	2	6
523	мог бы	1	6
524	формы и	1	6
525	не знают	2	6
526	близок к	1	6
527	ничем не	1	6
528	у тебя	1	6
529	видеть в	1	6
530	с той	3	6
531	говорят о	1	6
532	а иногда	1	6
533	и оно	1	6
534	только по	1	6
535	фигурирует в	1	6
536	не хочет	1	5
537	в виду	2	5
538	в своих	6	5
539	мы и	1	5
540	не имели	1	5
541	во все	1	5
542	тот свет	1	5
543	показывает как	1	5
544	и мы	1	5
545	более поздних	2	5
546	героя с	1	5
547	или не	2	5
548	в сторону	4	5
549	а герой	2	5
550	никого не	2	5
551	по своей	15	5
552	могла бы	2	5
553	до наших	1	5
554	с ее	3	5
555	это он	1	5
556	для них	1	5
557	оно не	2	5
558	особого рода	3	5
559	в саду	1	5
560	можно назвать	2	5
561	это время	1	5
562	да и	2	5
563	о котором	2	5
564	в каком	1	5
565	говорится что	1	5
566	которых можно	1	5
567	на три	1	5
568	он как	1	5
569	в отличие	13	5
570	от героя	1	5
571	что во	1	5
572	подобного рода	1	5
573	в свое	3	5
574	нас не	1	5
575	этом он	1	5
576	основана на	1	5
577	эти две	1	5
578	другом месте	1	5
579	по своему	3	5
580	на все	1	5
581	однако не	1	5
582	в самых	1	5
583	но при	3	5
584	и может	3	5
585	отца к	1	5
586	и требует	2	5
587	в одно	2	5
588	со своей	2	5
589	задач в	1	5
590	исторические корни	2	5
591	художественного творчества	1	5
592	ней и	1	5
593	такого рода	11	5
594	несмотря на	1	5
595	xix века	1	5
596	и один	1	5
597	в таком	1	5
598	до этого	1	5
599	хотя в	3	5
600	это делает	1	5
601	бы быть	3	5
602	как таковой	1	5
603	лежит в	1	5
604	это уже	1	5
605	вот как	1	5
606	никак не	1	5
607	в область	1	5
608	в нашей	1	5
609	к сыну	2	5
610	как о	1	5
611	вступление в	1	5
612	не могло	2	5
613	действительности это	1	5
614	соответствии с	5	5
615	они были	2	5
616	том числе	3	5
617	отличается от	3	5
618	как нечто	2	5
619	наших дней	2	5
620	чтобы быть	1	5
621	им и	1	5
622	мира и	3	5
623	к концу	1	5
624	это было	2	5
625	при изучении	1	5
626	это в	4	5
627	задний план	1	5
628	как уже	5	5
629	имеются и	1	5
630	что из	1	5
631	можно утверждать	1	5
632	в самом	4	4
633	они имеют	1	4
634	в разных	1	4
635	в результате	3	4
636	к рассмотрению	1	4
637	на которых	1	4
638	уходят в	2	4
639	по своим	4	4
640	каждый из	2	4
641	в действительности	3	4
642	следовало бы	1	4
643	и составляют	1	4
644	и те	1	4
645	друг на	1	4
646	могло бы	1	4
647	из трех	1	4
648	он сам	2	4
649	и во	2	4
650	к этим	1	4
651	к их	2	4
652	всем что	2	4
653	очевидно что	1	4
654	одном из	2	4
655	так на	1	4
656	из одного	1	4
657	в наше	4	4
658	что отец	1	4
659	в городе	1	4
660	в магии	1	4
661	отнюдь не	11	4
662	встречается и	1	4
663	он уже	1	4
664	представлял собой	1	4
665	содержит в	3	4
666	сами по	2	4
667	он ее	1	4
668	он мог	3	4
669	в греческой	2	4
670	на друга	1	4
671	по ходу	1	4
672	вместе со	1	4
673	но на	1	4
674	в литературе	2	4
675	героя или	1	4
676	не существует	1	4
677	ее к	1	4
678	есть в	3	4
679	на руку	1	4
680	говорит об	1	4
681	особенно в	1	4
682	тем более	1	4
683	но его	1	4
684	в народе	1	4
685	а его	1	4
686	здесь только	1	4
687	человека с	1	4
688	что было	1	4
689	позднего происхождения	1	4
690	или нет	1	4
691	нас в	2	4
692	мысль о	3	4
693	вопрос этот	1	4
694	ведет к	6	4
695	представляли собой	1	4
696	область смерти	1	4
697	здесь имеет	1	4
698	перед ним	2	4
699	в чистом	1	4
700	под названием	2	4
701	и вообще	2	4
702	что происходило	1	4
703	на почве	3	4
704	на спине	1	4
705	с точки	3	4
706	как раз	1	4
707	они в	1	4
708	на стадии	1	4
709	не от	2	4
710	там и	1	4
711	по содержанию	1	4
712	нарушение запрета	1	4
713	здесь как	1	4
714	чистом виде	1	4
715	где герой	3	4
716	если же	1	4
717	бы его	1	4
718	о его	1	4
719	столь же	6	4
720	здесь также	2	4
721	особое внимание	1	4
722	см ниже	1	4
723	до его	1	4
724	что касается	2	4
725	и должно	2	4
726	себя и	2	4
727	к зятю	1	4
728	еще и	1	4
729	ни к	11	4
730	все три	1	4
731	действия и	1	4
732	нас же	1	4
733	принадлежит к	3	4
734	их с	1	4
735	легко может	1	4
736	стороны он	1	4
737	более поздним	1	4
738	дело в	3	4
739	войти в	1	4
740	человеком и	1	4
741	искать в	1	4
742	не могу	1	4
743	во второй	1	4
744	более позднюю	1	4
745	только то	2	4
746	как не	3	4
747	еще на	1	4
748	слова в	2	4
749	быть только	1	4
750	тем как	1	3
751	человек в	1	3
752	все дело	1	3
753	к самому	1	3
754	в соответствии	4	3
755	не могли	1	3
756	раз и	1	3
757	в противоположность	6	3
758	чего не	3	3
759	о них	2	3
760	не обязательно	4	3
761	отметить что	1	3
762	обратим внимание	1	3
763	переход от	2	3
764	такая же	1	3
765	что даже	2	3
766	общих чертах	2	3
767	точка зрения	3	3
768	это своего	1	3
769	о двух	1	3
770	об одном	4	3
771	внимание на	5	3
772	при переходе	1	3
773	которого он	1	3
774	истории этого	1	3
775	всякий раз	2	3
776	с двумя	1	3
777	так сказать	3	3
778	и смертью	1	3
779	воздействия на	1	3
780	и быть	1	3
781	но тут	1	3
782	в иных	1	3
783	самых ранних	1	3
784	даже если	1	3
785	в обоих	1	3
786	чтобы не	2	3
787	где мы	1	3
788	не единственная	1	3
789	это весьма	1	3
790	говорит и	2	3
791	поэтому в	2	3
792	с природой	1	3
793	и делает	1	3
794	один человек	1	3
795	одновременно с	2	3
796	магической силой	1	3
797	к его	5	3
798	бы не	1	3
799	к другому	3	3
800	от тестя	1	3
801	превратилось в	1	3
802	рассказ о	3	3
803	но их	1	3
804	на небесах	2	3
805	переходит к	1	3
806	он весь	1	3
807	их нельзя	1	3
808	тем же	1	3
809	начиная с	1	3
810	только при	1	3
811	каждый день	1	3
812	сказка о	1	3
813	в особом	2	3
814	могли быть	1	3
815	как к	2	3
816	то они	1	3
817	на языке	3	3
818	мог быть	3	3
819	как таковая	1	3
820	это всегда	1	3
821	жениха с	1	3
822	с теми	1	3
823	на одном	1	3
824	нет у	1	3
825	в такой	1	3
826	ему не	1	3
827	это как	1	3
828	и также	1	3
829	рассматривать как	2	3
830	в тексте	5	3
831	и вне	2	3
832	состоят в	1	3
833	в античной	2	3
834	сказки как	1	3
835	вопросом о	1	3
836	с соответствующими	1	3
837	жизнью и	1	3
838	мы обратимся	1	3
839	для всех	2	3
840	исходя из	3	3
841	которая в	3	3
842	он всегда	2	3
843	и мифа	1	3
844	этом направлении	1	3
845	в предыдущей	1	3
846	или во	1	3
847	и должен	1	3
848	стороны в	1	3
849	но далеко	1	3
850	обоих случаях	1	3
851	при таком	1	3
852	речь идет	2	3
853	и нет	1	3
854	при всей	9	3
855	его из	1	3
856	к мифу	1	3
857	имеет право	1	3
858	в сказаниях	1	3
859	вследствие чего	2	3
860	приходит на	1	3
861	здесь пока	1	3
862	почему и	1	3
863	сын и	1	3
864	в мировом	1	3
865	а впоследствии	1	3
866	момент в	3	3
867	героя то	1	3
868	в системе	1	3
869	этом же	1	3
870	едва ли	2	3
871	собой и	1	3
872	должно быть	2	3
873	собой в	1	3
874	ранних стадиях	1	3
875	имеем дело	3	3
876	не обладает	2	3
877	входят в	1	3
878	как его	2	3
879	и именно	1	3
880	с некоторой	1	3
881	мире и	2	3
882	но зато	2	3
883	всех других	1	3
884	неотделим от	2	3
885	герой здесь	1	3
886	и каждый	1	3
887	их к	1	3
888	сам в	1	3
889	ней в	1	3
890	она сама	2	3
891	всего в	2	3
892	героя не	1	3
893	такова же	1	3
894	к одной	1	3
895	в языке	2	3
896	тестя к	1	3
897	из того	1	3
898	и вполне	1	3
899	все то	1	3
900	оказывается в	2	3
901	особый интерес	1	3
902	не делает	1	3
903	имеет отношение	1	3
904	своей жизни	1	3
905	как мне	1	3
906	вследствие этого	4	3
907	и до	2	3
908	только тем	1	3
909	подошел к	1	3
910	первобытного человека	4	3
911	при котором	2	3
912	эту форму	1	3
913	и было	3	3
914	бы на	1	3
915	при встрече	2	3
916	что так	1	3
917	в формах	2	3
918	античной греции	2	3
919	о герое	1	3
920	просто как	2	3
921	на передний	2	3
922	из двух	5	3
923	в эпоху	5	3
924	делает это	1	3
925	понимать как	1	3
926	строится на	1	3
927	мнение что	1	3
928	является не	2	3
929	их имена	1	3
930	другом случае	1	3
931	обычно в	1	3
932	оно в	1	3
933	в науке	2	3
934	как их	2	3
935	передний план	2	3
936	по двум	1	3
937	примером этого	1	3
938	или царь	1	2
939	сказки где	1	2
940	в большей	1	2
941	общие черты	1	2
942	перешел и	1	2
943	от одного	1	2
944	к другим	3	2
945	и другим	1	2
946	смерть в	1	2
947	как процесс	1	2
948	большей или	2	2
949	правило в	1	2
950	из героев	1	2
951	а сказка	1	2
952	а порой	1	2
953	в предыдущих	1	2
954	отсюда и	1	2
955	наличие в	2	2
956	характер в	1	2
957	пока они	1	2
958	при некоторых	1	2
959	свою очередь	3	2
960	с другим	1	2
961	в прошлом	1	2
962	книги из	1	2
963	и еще	1	2
964	в непосредственной	1	2
965	не зная	1	2
966	мышления и	1	2
967	но из	1	2
968	мы ничего	1	2
969	однако этот	1	2
970	это обстоятельство	1	2
971	объединены в	1	2
972	природу и	1	2
973	в конечном	2	2
974	своему собственному	1	2
975	состоял в	1	2
976	последовательности в	1	2
977	развития как	1	2
978	превращения и	1	2
979	не остается	1	2
980	характер и	3	2
981	следует понимать	1	2
982	во главе	1	2
983	данного типа	1	2
984	и следовательно	1	2
985	царских детях	1	2
986	не нужно	2	2
987	вводит в	1	2
988	кто из	2	2
989	а для	1	2
990	в каждом	2	2
991	и вернуться	1	2
992	выступает в	1	2
993	возникает из	1	2
994	историческую действительность	1	2
995	он ничего	2	2
996	теперь уже	1	2
997	на свой	1	2
998	одно и	2	2
999	не были	1	2
1000	др в	1	2
1001	он пишет	1	2
1002	и несколько	1	2
1003	не само	1	2
1004	или о	2	2
1005	и ты	1	2
1006	в общих	1	2
1007	явно не	1	2
1008	и должны	1	2
1009	потом и	2	2
1010	пребывает в	1	2
1011	с некоторым	1	2
1012	сам по	1	2
1013	его таким	1	2
1014	то с	2	2
1015	мотив в	1	2
1016	с некоторыми	2	2
1017	не живет	1	2
1018	предполагать что	1	2
1019	стоят на	1	2
1020	было уже	1	2
1021	не трудно	1	2
1022	к той	4	2
1023	дальнейшее развитие	1	2
1024	от сказки	1	2
1025	в круг	1	2
1026	в жены	1	2
1027	наконец в	1	2
1028	немедленно после	1	2
1029	есть оно	1	2
1030	со всей	1	2
1031	и вся	1	2
1032	на примере	3	2
1033	здесь по	1	2
1034	в описании	1	2
1035	нет и	1	2
1036	в данной	3	2
1037	событий в	1	2
1038	положения что	1	2
1039	власти от	1	2
1040	культа и	1	2
1041	сравнительно поздно	1	2
1042	только потому	1	2
1043	оно имеет	1	2
1044	мифа не	2	2
1045	отделено от	1	2
1046	акта рассказывания	1	2
1047	и всякий	1	2
1048	представляла собой	1	2
1049	в полном	2	2
1050	для всего	1	2
1051	что с	2	2
1052	слова а	1	2
1053	таком случае	1	2
1054	не связано	1	2
1055	о царских	1	2
1056	за которым	2	2
1057	как историческая	1	2
1058	далеко еще	4	2
1059	и со	1	2
1060	не оставляют	1	2
1061	не создает	1	2
1062	действующие лица	1	2
1063	к одному	2	2
1064	уступает место	1	2
1065	волшебные сказки	1	2
1066	же из	1	2
1067	в полной	1	2
1068	с сохранением	1	2
1069	такие же	1	2
1070	случае если	1	2
1071	на мысль	1	2
1072	как таковые	1	2
1073	одежду и	1	2
1074	не следует	4	2
1075	при всем	1	2
1076	он его	1	2
1077	числе и	3	2
1078	лицо и	2	2
1079	в ходе	5	2
1080	место в	2	2
1081	мифа в	1	2
1082	человек не	2	2
1083	может и	4	2
1084	к богу	1	2
1085	за счет	1	2
1086	себе а	1	2
1087	на большую	2	2
1088	было ему	1	2
1089	можно говорить	2	2
1090	разные формы	1	2
1091	в момент	2	2
1092	самого себя	1	2
1093	это лишь	1	2
1094	по свидетельству	3	2
1095	которые по	1	2
1096	что человек	1	2
1097	от рассмотренных	1	2
1098	одному из	1	2
1099	требует от	2	2
1100	то ли	2	2
1101	обращаясь к	2	2
1102	отметим что	1	2
1103	и была	1	2
1104	к более	1	2
1105	дошли до	1	2
1106	одновременно и	3	2
1107	себя не	1	2
1108	них в	2	2
1109	различные формы	2	2
1110	направлен на	2	2
1111	и смерть	1	2
1112	во-первых в	1	2
1113	на материале	1	2
1114	он из	1	2
1115	время от	1	2
1116	начиная от	1	2
1117	настолько что	1	2
1118	и другой	2	2
1119	которых не	1	2
1120	уже было	2	2
1121	с помощью	1	2
1122	говорить о	3	2
1123	то чтобы	2	2
1124	уже как	2	2
1125	или точнее	1	2
1126	образа и	1	2
1127	пока еще	7	2
1128	этим создается	1	2
1129	вернуться к	1	2
1130	природой в	1	2
1131	быть в	1	2
1132	в нашем	2	2
1133	и недостаточно	1	2
1134	согласиться с	1	2
1135	чтобы стать	1	2
1136	у этих	1	2
1137	он от	1	2
1138	или нескольких	1	2
1139	того или	3	2
1140	от друга	1	2
1141	по мнению	1	2
1142	здесь невозможно	1	2
1143	же с	1	2
1144	не о	2	2
1145	уже говорилось	1	2
1146	всех его	1	2
1147	в изложении	1	2
1148	здесь обычно	1	2
1149	из мифа	1	2
1150	меньшей степени	1	2
1151	себя как	1	2
1152	в мире	9	2
1153	служит для	2	2
1154	рассказы и	1	2
1155	стадиально более	5	2
1156	рассмотрены вместе	1	2
1157	не более	3	2
1158	прошлого и	1	2
1159	волшебной сказке	2	2
1160	он представляет	1	2
1161	например не	1	2
1162	или меньшей	2	2
1163	и далеко	1	2
1164	на который	1	2
1165	форм в	1	2
1166	основываясь на	1	2
1167	три разные	1	2
1168	о животных	3	2
1169	почему он	1	2
1170	представляет себе	2	2
1171	из возможных	1	2
1172	его нет	1	2
1173	для каждой	1	2
1174	мы назвали	1	2
1175	на ее	2	2
1176	наводит на	1	2
1177	впрочем в	1	2
1178	учение о	1	2
1179	же образом	1	2
1180	человек с	1	2
1181	в сущности	3	2
1182	не исчерпывается	1	2
1183	связывается с	1	2
1184	как с	1	2
1185	отличаются от	1	2
1186	при более	1	2
1187	как при	1	2
1188	это также	1	2
1189	в процессе	6	2
1190	древних греков	1	2
1191	влияния на	2	2
1192	друг от	1	2
1193	всей своей	2	2
1194	в любой	2	2
1195	было у	1	2
1196	что эту	1	2
1197	традиции в	2	2
1198	как целое	1	2
1199	в особой	1	2
1200	совпадает с	4	2
1201	говорили о	2	2
1202	не должно	2	2
1203	каждый в	2	2
1204	очень близка	1	2
1205	совпадают с	2	2
1206	или иных	1	2
1207	а о	2	2
1208	друга и	1	2
1209	только это	1	2
1210	сказка никогда	1	2
1211	не за	1	2
1212	действия не	1	2
1213	то она	2	2
1214	к миру	1	2
1215	не стоит	1	2
1216	в и	1	2
1217	часто еще	1	2
1218	который при	1	2
1219	обе стороны	1	2
1220	такова задача	1	2
1221	в верхний	2	2
1222	этот процесс	1	2
1223	свидетельствует о	2	2
1224	от мира	1	2
1225	легко заметить	1	2
1226	мире в	1	2
1227	многие из	1	2
1228	как-то в	1	2
1229	с передачей	1	2
1230	уже были	1	2
1231	между мифом	2	2
1232	качестве примера	2	2
1233	присущих ему	1	2
1234	в рамках	11	2
1235	века и	1	2
1236	отказаться от	1	2
1237	что к	1	2
1238	прочно связан	1	2
1239	и социальные	1	2
1240	виду что	2	2
1241	потустороннем мире	1	2
1242	случае не	1	2
1243	сюжета в	1	2
1244	более чем	3	2
1245	же к	1	2
1246	к чему-то	1	2
1247	нельзя не	2	2
1248	в новый	1	2
1249	здесь это	2	2
1250	и во-вторых	1	2
1251	здесь они	1	2
1252	после своего	1	2
1253	частности в	2	2
1254	более поздней	1	2
1255	время они	1	2
1256	с человеком	3	2
1257	именно здесь	1	2
1258	на рассказывание	1	2
1259	лишь в	4	2
1260	стал он	1	2
1261	мифом и	2	2
1262	этом и	1	2
1263	этих форм	1	2
1264	что данная	1	2
1265	и прежде	2	2
1266	ли в	1	2
1267	она могла	1	2
1268	все того	1	2
1269	именно это	1	2
1270	говорит не	1	2
1271	не к	3	2
1272	а другие	1	1
1273	отсылают к	1	1
1274	говоря уже	2	1
1275	более не	1	1
1276	что всякая	1	1
1277	и будут	1	1
1278	ту или	1	1
1279	только текстов	1	1
1280	оно стоит	1	1
1281	и имеет	1	1
1282	людей но	1	1
1283	его под	1	1
1284	может так	1	1
1285	принадлежности к	2	1
1286	другое в	1	1
1287	особенно если	1	1
1288	свою родину	1	1
1289	xii с	1	1
1290	имеют к	1	1
1291	в художественную	1	1
1292	не считает	1	1
1293	этот список	1	1
1294	о мире	2	1
1295	явления по	1	1
1296	которое по	1	1
1297	именно о	1	1
1298	где происходит	1	1
1299	которая однако	1	1
1300	является его	1	1
1301	здесь столь	1	1
1302	ну уж	1	1
1303	мысли о	2	1
1304	оказывается героем	1	1
1305	собой не	1	1
1306	лица в	1	1
1307	является для	1	1
1308	историческая роль	1	1
1309	до самых	1	1
1310	объясняется его	1	1
1311	мир и	1	1
