N	2gram	Tiupa_Teor	Narrotol
274	не вполне	2	4
275	роль в	3	4
276	следует подчеркнуть	3	4
277	не существует	1	4
278	сводятся к	3	4
279	только на	2	4
280	в эпизоде	3	4
281	который в	2	4
282	внутренней речи	13	4
283	классического реализма	3	4
284	войны и	1	4
285	начало и	1	4
286	ситуации и	1	4
287	представить себе	1	4
288	что они	2	4
289	несмотря на	2	4
290	в герое	1	4
291	к жизни	2	4
292	в третьем	1	4
293	и притом	3	4
294	не говорит	1	4
295	тому что	2	4
296	в себя	5	4
297	встрече с	1	4
298	пребывания в	1	4
299	не будет	3	4
300	из нас	1	4
301	по своей	8	4
302	равной степени	3	4
303	и адресата	3	4
304	и по	3	4
305	и ее	4	4
306	поскольку не	2	4
307	жизни героя	1	4
308	в событии	1	4
309	жизни а	2	4
310	на ее	1	4
311	для себя	3	4
312	xix столетия	1	4
313	собственно и	1	4
314	это уже	1	4
315	нового времени	3	4
316	не на	4	4
317	со всеми	1	4
318	оно не	2	4
319	вместе с	2	4
320	не имеет	1	4
321	которая не	1	4
322	в аспекте	2	4
323	в прозе	2	4
324	истории не	1	4
325	в основе	6	4
326	могла бы	2	4
327	в итоге	3	4
328	не могло	2	4
329	в сфере	1	4
330	в поле	1	4
331	мог бы	3	4
332	но именно	1	4
333	в произведениях	2	4
334	друг друга	1	4
335	в ходе	5	4
336	текста в	3	4
337	зависит от	1	4
338	для нас	1	4
339	раз в	1	4
340	а на	3	4
341	и как	3	4
342	или даже	4	4
343	так в	4	4
344	ли не	1	4
345	по своему	4	4
346	это было	2	4
347	не все	3	4
348	в области	7	4
349	от первого	1	4
350	она не	1	4
351	эти два	1	4
352	быть и	2	4
353	что касается	1	4
354	не с	3	4
355	по сути	5	4
356	как мы	1	4
357	другого сознания	1	4
358	и конец	1	4
359	более не	2	3
360	и составляет	3	3
361	с этой	3	3
362	создает эффект	2	3
363	говорит о	1	3
364	в культуре	3	3
365	рассказа на	1	3
366	коммуникативного поведения	1	3
367	не бывает	1	3
368	в этих	4	3
369	о своем	2	3
370	художественных текстах	1	3
371	не оказывается	1	3
372	каждый из	1	3
373	обращает на	1	3
374	для автора	2	3
375	восходит к	2	3
376	жизненный опыт	1	3
377	входит в	4	3
378	и иных	2	3
379	времени в	2	3
380	сознания в	2	3
381	говорить о	4	3
382	точно так	1	3
383	не обязательно	3	3
384	так же	2	3
385	к ним	1	3
386	жизни как	5	3
387	ключ к	2	3
388	еще одна	1	3
389	в зависимости	1	3
390	что она	2	3
391	глядя на	1	3
392	только не	3	3
393	к позиции	1	3
394	внутреннего зрения	11	3
395	с точки	3	3
396	подчеркнуть что	1	3
397	в ситуации	1	3
398	и сама	1	3
399	одно из	1	3
400	связи с	3	3
401	но он	4	3
402	не знает	4	3
403	в которой	3	3
404	к чему	2	3
405	всех его	1	3
406	что не	1	3
407	из уст	1	3
408	в связи	3	3
409	между ними	6	3
410	же как	1	3
411	героя к	1	3
412	и это	2	3
413	из участников	1	3
414	должен был	1	3
415	могли бы	2	3
416	о себе	2	3
417	но как	2	3
418	а с	3	3
419	с матерью	1	3
420	человеческого бытия	2	3
421	себя внимание	1	3
422	и что	4	3
423	можно было	1	3
424	иметь в	1	3
425	как уже	2	3
426	не просто	2	3
427	перед лицом	2	3
428	для окружающих	1	3
429	первом случае	1	3
430	о его	2	3
431	даже если	1	3
432	в первой	6	3
433	бы быть	1	3
434	здесь мы	2	3
435	события в	2	3
436	в точке	3	3
437	или иного	6	3
438	в него	1	3
439	чем и	2	3
440	в пространстве	2	3
441	он уже	1	3
442	личной тайны	1	3
443	через посредство	1	3
444	свою жизнь	2	3
445	по слову	2	3
446	различного рода	1	3
447	первых двух	1	3
448	текста и	1	3
449	самим собой	4	3
450	в романе	3	3
451	обращается к	2	3
452	сути дела	3	3
453	в кадры	2	3
454	приводит к	6	3
455	бы не	1	3
456	зависимости от	1	3
457	в следующей	2	3
458	всей своей	2	3
459	своей жизни	2	3
460	глядела на	1	3
461	еще и	2	3
462	в роли	3	3
463	порой и	1	3
464	ни для	2	3
465	речь идет	2	3
466	от позиции	1	3
467	было и	1	3
468	жизни на	2	3
469	тем же	2	3
470	той же	1	3
471	одной из	2	3
472	до конца	1	3
473	лев толстой	1	3
474	всякий раз	2	3
475	текста как	4	3
476	жизни не	1	3
477	собственно говоря	2	3
478	в художественных	1	3
479	жизни но	2	3
480	как к	5	3
481	произведения как	1	3
482	и вот	3	3
483	он и	2	3
484	несет в	3	3
485	этом в	1	3
486	а о	1	3
487	для других	1	3
488	дело в	2	3
489	вероятностная картина	1	3
490	участок текста	2	3
491	не подлежит	1	3
492	золотого сечения	1	3
493	все эти	3	3
494	на фоне	2	3
495	со своей	4	3
496	по его	1	3
497	именно эта	1	3
498	должен быть	2	3
499	особенно в	1	3
500	и потому	3	3
501	того или	6	3
502	только к	1	3
503	дело не	2	3
504	во второй	7	3
505	это была	1	3
506	заключает в	1	3
507	не следует	4	3
508	первые два	1	3
509	идет о	2	3
510	лишь в	10	3
511	существования в	2	3
512	же самое	1	3
513	каждого из	1	3
514	для обозначения	2	3
515	н.д тамарченко	1	3
516	и только	1	3
517	если она	1	3
518	очевидным образом	1	3
519	и слушающих	1	3
520	героя но	1	3
521	в е	1	3
522	является в	1	2
523	случае в	1	2
524	в момент	3	2
525	русской литературе	2	2
526	от имени	2	2
527	которая в	2	2
528	рассказе чехова	1	2
529	на второй	2	2
530	следует иметь	1	2
531	простой и	1	2
532	по выражению	1	2
533	какой бы	1	2
534	те же	1	2
535	проникновения в	1	2
536	смысл не	1	2
537	в году	2	2
538	с той	1	2
539	с появлением	1	2
540	другой стороны	6	2
541	не несет	1	2
542	быть может	1	2
543	с собой	1	2
544	мыслится как	5	2
545	чтобы в	1	2
546	произведений чехова	1	2
547	более или	6	2
548	жизнь в	1	2
549	мысль о	1	2
550	целый ряд	1	2
551	тем что	1	2
552	от всего	1	2
553	дело здесь	1	2
554	такого высказывания	1	2
555	принадлежат к	1	2
556	и делает	1	2
557	мира это	1	2
558	одновременно и	1	2
559	тем или	2	2
560	адресат а	1	2
561	в это	1	2
562	воспринимающего сознания	5	2
563	на первый	1	2
564	казалось бы	2	2
565	первый взгляд	1	2
566	во внешнем	2	2
567	центрального героя	1	2
568	шире и	1	2
569	и наиболее	1	2
570	в действительности	1	2
571	раз и	1	2
572	и который	2	2
573	своей природе	3	2
574	текста так	1	2
575	хранения и	1	2
576	писал бахтин	2	2
577	из жизни	1	2
578	новейшего времени	2	2
579	с помощью	1	2
580	чего не	1	2
581	е годы	1	2
582	а между	1	2
583	превращается в	2	2
584	принадлежит не	1	2
585	и внутренней	1	2
586	структуре текста	3	2
587	у себя	1	2
588	в реальной	1	2
589	в контексте	3	2
590	вовсе не	3	2
591	места для	2	2
592	именно так	1	2
593	к которому	3	2
594	нести в	1	2
595	толстого или	1	2
596	тем это	1	2
597	также является	1	2
598	рецептивную компетенцию	1	2
599	в системе	2	2
600	отрезок времени	1	2
601	бы в	1	2
602	того же	4	2
603	они могут	1	2
604	чем это	2	2
605	читателем в	1	2
606	и служит	1	2
607	к адресату	1	2
608	художественного высказывания	3	2
609	от ее	1	2
610	или иным	4	2
611	себе самом	1	2
612	собой некий	1	2
613	принадлежит к	3	2
614	той мере	1	2
615	к герою	2	2
616	нами не	1	2
617	что иное	1	2
618	к одному	2	2
619	героев в	1	2
620	маркированном положении	1	2
621	должно быть	1	2
622	моя жизнь	2	2
623	гуманитарных науках	1	2
624	в произведении	3	2
625	время в	1	2
626	данного высказывания	1	2
627	я как	2	2
628	второй план	1	2
629	и через	1	2
630	первого эпизода	2	2
631	о ком	1	2
632	иного рода	3	2
633	самобытного я	1	2
634	отношения между	1	2
635	можно признать	1	2
636	ни от	1	2
637	одним из	3	2
638	высказывания как	2	2
639	легкой руки	2	2
640	как говорит	3	2
641	в последние	1	2
642	роль принадлежит	2	2
643	также в	1	2
644	вследствие того	1	2
645	не есть	1	2
646	в двух	1	2
647	себе и	1	2
648	точек зрения	1	2
649	жизни то	2	2
650	личной тайной	1	2
651	с читателем	3	2
652	во всех	3	2
653	как было	1	2
654	войне и	2	2
655	системы эпизодов	2	2
656	говорил о	1	2
657	этой своей	1	2
658	личностное я	1	2
659	с легкой	2	2
660	реальной действительности	1	2
661	личного бытия	1	2
662	по этой	1	2
663	человека как	1	2
664	так что	1	2
665	этой причине	1	2
666	формах косвенной	1	2
667	является его	1	2
668	на свой	1	2
669	оно и	1	2
670	его смысла	1	2
671	одно и	2	2
672	и является	2	2
673	текста на	1	2
674	для читателя	4	2
675	одного сознания	3	2
676	позицию адресата	1	2
677	его как	1	2
678	внимание и	1	2
679	могут быть	5	2
680	что может	2	2
681	и есть	1	2
682	с которым	1	2
683	в вероятностном	1	2
684	в мировой	2	2
685	для притчи	1	2
686	с языком	3	2
687	одного и	4	2
688	в особенности	1	2
689	один голос	1	2
690	кто говорит	5	2
691	речевой деятельности	2	2
692	если в	2	2
693	живет в	1	2
694	значении этого	4	2
695	говорит а	1	2
696	соответствовало бы	1	2
697	хх века	4	2
698	одному из	1	2
699	в сущности	1	2
700	из которых	2	2
701	это позиция	3	2
702	к различным	1	2
703	смысле можно	1	2
704	ориентировано на	1	2
705	все то	1	2
706	и одновременно	5	2
707	говорящего и	1	2
708	от своего	2	2
709	в составе	1	2
710	значения и	2	2
711	можно назвать	1	2
712	у читателя	1	2
713	в молчание	1	2
714	никто не	3	2
715	говоря и	2	2
716	адресата а	2	2
717	другому человеку	1	2
718	в каком	2	2
719	к другому	2	2
720	силу своей	4	2
721	не входит	2	2
722	в своего	1	2
723	это и	2	2
724	тот кто	2	2
725	художественного целого	4	2
726	по своим	1	2
727	собственного я	1	2
728	своей собственной	1	2
729	совершенно иной	2	2
730	весь текст	1	2
731	поименованное в	1	2
732	ю.м лотман	1	2
733	более чем	1	2
734	зрения как	1	2
735	наконец в	1	2
736	автора и	2	2
737	неклассической художественности	1	2
738	слова и	1	2
739	себя не	1	2
740	жизненной ситуации	1	2
741	коммуникативной ситуации	1	2
742	вступает в	2	2
743	специфически человеческий	1	2
744	на основании	1	2
745	как субъекта	1	2
746	в мир	1	2
747	над собой	1	2
748	автора в	1	2
749	адресата в	2	2
750	на две	3	2
751	она может	1	2
752	своего я	1	2
753	с нею	1	2
754	может оказаться	2	2
755	утрачивает свою	1	2
756	к миру	1	2
757	бывает в	1	2
758	именно к	1	2
759	в более	1	2
760	в маркированном	1	2
761	присутствия я	7	2
762	возникает в	1	2
763	на роль	1	2
764	членится на	1	2
765	не для	1	2
766	вести речь	1	2
767	личности как	2	2
768	мире в	1	2
769	в формах	2	2
770	все это	2	2
771	сознания и	1	2
772	в их	4	2
773	таком случае	2	2
774	когда же	1	2
775	в повести	2	2
776	но с	1	2
777	это всегда	1	2
778	в присутствии	2	2
779	в войне	2	2
780	и более	1	2
781	персонажа в	1	2
782	или иначе	6	2
783	в организации	3	2
784	на нее	1	2
785	это еще	1	2
786	коммуникативную ситуацию	1	2
787	знаком если	1	2
788	в бытии	1	2
789	указывает на	1	2
790	и читателя	1	2
791	за которым	1	2
792	не предполагает	5	2
793	оказывается всего	1	2
794	есть в	3	2
795	восприниматься как	2	2
796	состоит во	1	2
797	к своему	2	2
798	для которого	1	2
799	в каждой	1	2
800	или менее	6	2
801	при виде	1	2
802	кадров внутреннего	7	2
803	и другого	1	2
804	мере в	1	2
805	этих двух	2	2
806	и рецептивного	2	2
807	личности в	4	2
808	является искусством	2	2
809	могут служить	2	2
810	значимость в	1	2
811	субъекта и	4	2
812	втором эпизоде	1	2
813	по бахтину	2	2
814	а по	1	2
815	говоря о	3	2
816	всей его	2	2
817	течения жизни	1	2
818	на это	1	2
819	человеческого сознания	1	2
820	могло быть	2	2
821	дискурса в	1	2
822	бытия не	1	2
823	отношение к	7	2
824	и мире	2	2
825	в литературном	1	2
826	к чужому	2	2
827	свести к	1	2
828	бытия и	1	2
829	и иные	1	2
830	о своих	1	2
831	таким же	1	2
832	или точнее	1	2
833	жизнью и	1	2
834	иное как	1	2
835	однако на	1	2
836	прочих видов	1	1
837	читателя находится	1	1
838	литература как	2	1
839	практически не	1	1
840	это на	1	1
841	и объекта	1	1
842	до которого	1	1
843	размежеванию с	1	1
844	система ценностей	1	1
845	модус существования	1	1
846	тургенева в	1	1
847	этого в	1	1
848	с которыми	1	1
849	с героем	1	1
850	л.с выготским	1	1
851	место слияние	1	1
852	он интерсубъективен	1	1
853	рассказ о	2	1
854	в такое	1	1
855	тех кто	1	1
856	и читателем	2	1
857	граница между	1	1
858	случае мы	1	1
859	без исключения	4	1
860	речевыми характеристиками	1	1
861	искусства это	3	1
862	с самим	1	1
863	тем как	1	1
864	это точка	1	1
865	оно становится	1	1
866	как формулирует	1	1
867	привести к	1	1
868	это явление	1	1
869	не как	1	1
870	менее не	1	1
871	здоровая порядок	1	1
872	что душевная	1	1
873	судьбы они	1	1
874	представлений о	1	1
875	субъекта жизни	2	1
876	литературная классика	1	1
877	чужому я	1	1
878	противоречие с	1	1
879	для всех	2	1
880	не оставляющей	1	1
881	бы место	1	1
882	однако при	3	1
883	героиня не	1	1
884	осмысленном и	1	1
885	собственно художественной	1	1
886	их не	1	1
887	я героя	3	1
888	рефлексии и	1	1
889	читателя и	1	1
890	состав такого	1	1
891	по пути	4	1
892	две другие	1	1
893	обращением к	1	1
894	речи хотя	1	1
895	на мир	2	1
896	парадоксальное сочетание	1	1
897	самом общем	1	1
898	на свою	2	1
899	как об	1	1
900	слова с	1	1
901	но по	1	1
902	связана с	1	1
903	своем восприятии	1	1
904	субъектом коммуникативного	1	1
905	см в	1	1
906	том или	1	1
907	внутренняя свобода	1	1
908	и должен	1	1
909	меня в	1	1
910	эстетически завершенного	1	1
911	общения людей	3	1
912	отграниченная система	1	1
913	определенного смысла	1	1
914	стороны бытия	1	1
915	он стоит	1	1
916	приходит в	1	1
917	индивида и	1	1
918	здесь именно	1	1
919	жизни ее	1	1
920	в лирике	3	1
921	это бывает	1	1
922	которая при	1	1
923	к бытию	1	1
924	предмета и	1	1
925	щеки на	1	1
926	но у	1	1
927	отличается от	2	1
928	по признаку	1	1
929	смыслу или	1	1
930	зрению читателя	1	1
931	две половины	1	1
932	обращения к	1	1
933	поскольку он	1	1
934	и слово	1	1
935	быть определена	1	1
936	искусство слова	2	1
937	в сохранении	1	1
938	художественное произведение	3	1
939	общий знаменатель	1	1
940	вникания в	1	1
941	деталей в	1	1
942	который от	1	1
943	истины о	1	1
944	стремился к	1	1
945	субъективным как	1	1
946	особенности в	1	1
947	с этим	1	1
948	сам же	2	1
949	организатор коммуникативного	1	1
950	условии что	1	1
951	к смыслу	2	1
952	действия и	1	1
953	все и	1	1
954	и предполагает	1	1
955	с позиций	4	1
956	ли я	1	1
957	слияние пространственных	1	1
958	современных гуманитарных	1	1
959	при условии	2	1
960	осуществляется в	1	1
961	общеязыковом отношении	1	1
962	не могли	2	1
963	рецептивного сознаний	1	1
964	когда на	1	1
965	уже до	1	1
966	вопрос о	1	1
967	восприятия в	1	1
968	биографической личности	1	1
969	жизненного опыта	1	1
970	по тем	1	1
971	устанавливает задаваемый	1	1
972	совершенно особое	1	1
973	на адресата	1	1
974	в динамике	1	1
975	чем за	1	1
976	соответствии со	1	1
977	нормы в	1	1
978	таков что	1	1
979	всегда может	1	1
980	имеет в	2	1
981	друга местом	1	1
982	но во	2	1
983	внутри себя	1	1
984	во многих	1	1
985	теоретическую категорию	1	1
986	движется один	1	1
987	имея в	1	1
988	и напротив	1	1
989	нашем случае	2	1
990	выступает одновременно	1	1
991	от событийности	1	1
992	строго отграниченная	1	1
993	души вдруг	1	1
994	знаковой системы	6	1
995	художественного шедевра	1	1
996	втором случае	1	1
997	картину в	1	1
998	в различных	1	1
999	обращаясь к	1	1
1000	для данного	1	1
1001	область значений	1	1
1002	образом что	1	1
1003	речевой ткани	1	1
1004	в сторону	3	1
1005	значительной степени	2	1
1006	что речь	1	1
1007	в отсутствие	1	1
1008	из вероятных	1	1
1009	и те	1	1
1010	не что	1	1
1011	от своей	1	1
1012	всех без	3	1
1013	в окружающей	1	1
1014	от языковой	1	1
1015	преодолеваемая даль	2	1
1016	человеческий способ	1	1
1017	композиционная форма	2	1
1018	в глаза	2	1
1019	бытия это	1	1
1020	всего что	1	1
1021	и тоже	1	1
1022	второй половины	1	1
1023	в прошлом	1	1
1024	из виду	2	1
1025	принадлежащих к	1	1
1026	такого взаимодействия	1	1
1027	не становится	1	1
1028	это существенно	1	1
1029	в комнате	1	1
1030	самом начале	2	1
1031	говорящих и	1	1
1032	и конкретном	1	1
1033	текст как	3	1
1034	еще нет	1	1
1035	взглядом очень	1	1
1036	к однозначности	1	1
1037	конце предыдущего	1	1
1038	такова стратегия	1	1
1039	мальчик лет	1	1
1040	об отсутствии	1	1
1041	наиболее существенным	1	1
1042	ее как	1	1
1043	отсюда столь	1	1
1044	ибо жизнь	1	1
1045	как я	1	1
1046	в одной	1	1
1047	что все	1	1
1048	объект и	1	1
1049	кадры читательского	1	1
1050	во всей	3	1
1051	самоактуализации я	1	1
1052	приобщения к	1	1
1053	реализуется в	2	1
1054	момент в	1	1
1055	а со	1	1
1056	речь о	1	1
1057	и внутренняя	1	1
1058	не мыслится	1	1
1059	может отсутствовать	1	1
1060	обращенной к	1	1
1061	могут встречаться	2	1
1062	проникновение в	1	1
1063	в финальной	1	1
1064	несут в	1	1
1065	под именем	1	1
1066	в противном	2	1
1067	от себя	3	1
1068	и любое	1	1
1069	и внешней	3	1
1070	что даже	1	1
1071	в структуре	2	1
1072	такого кадра	1	1
1073	понятие о	3	1
1074	с собственной	1	1
1075	нет никаких	1	1
1076	в непредсказуемости	1	1
1077	и открывает	1	1
1078	такой картины	1	1
1079	сверхличная заданность	1	1
1080	это своего	2	1
1081	ним всегда	1	1
1082	перед нею	1	1
1083	провел с	1	1
1084	самой себе	1	1
1085	внутренней жизни	1	1
1086	в перспективе	1	1
1087	ударном положении	1	1
1088	героя не	1	1
1089	ближе к	1	1
1090	бы то	2	1
1091	и временных	1	1
1092	определений таков	1	1
1093	и автора	3	1
1094	этом становится	1	1
1095	она и	1	1
1096	личности а	1	1
1097	личности ее	1	1
1098	последние десятилетия	1	1
1099	предшествующих характеристик	1	1
1100	первого из	1	1
1101	глубокий и	1	1
1102	стороны и	1	1
1103	не принадлежит	2	1
1104	становится для	1	1
1105	собой в	1	1
1106	слова эта	1	1
1107	в состоянии	1	1
1108	рамках этой	1	1
1109	что сама	2	1
1110	а тот	1	1
1111	начале этой	1	1
1112	искусстве слова	2	1
1113	тихая добродушная	1	1
1114	судьба в	1	1
1115	ни было	2	1
1116	народной жизни	1	1
1117	ведущая роль	1	1
1118	на статус	1	1
1119	жизни я	1	1
1120	чем у	1	1
1121	розовые щеки	1	1
1122	этом втором	1	1
1123	состоящий в	1	1
1124	и неслиянность	1	1
1125	тайны и	1	1
1126	текст произведения	2	1
1127	сути своей	2	1
1128	текст не	1	1
1129	xix века	2	1
1130	с другими	6	1
1131	не обладает	1	1
1132	нового эпизода	2	1
1133	смешивать с	3	1
1134	не от	2	1
1135	опираясь на	1	1
1136	стремится к	1	1
1137	окружающих его	1	1
1138	героя тогда	1	1
1139	например так	1	1
1140	в европейской	2	1
1141	наше внимание	1	1
1142	в каждый	1	1
1143	внешнего мира	2	1
1144	его в	4	1
1145	хронотоп не	1	1
1146	сознания к	1	1
1147	не была	1	1
1148	субъекта однако	1	1
1149	ни в	5	1
1150	это коммуникативное	2	1
1151	сторону индивида	1	1
1152	даже вовсе	1	1
1153	что составляет	1	1
1154	чем собственно	1	1
1155	говорит в	2	1
1156	может обладать	1	1
1157	система смыслов	1	1
1158	по утверждению	1	1
1159	кадра входит	1	1
1160	внутреннего мира	2	1
1161	евгении онегине	1	1
1162	своему коммуникативному	1	1
1163	адресата к	1	1
1164	тех же	1	1
1165	героя о	1	1
1166	художника слова	1	1
1167	к возникновению	1	1
1168	собой и	1	1
1169	говоря словами	4	1
1170	есть жизнь	1	1
1171	место лишь	1	1
1172	как духовного	1	1
1173	прошлом и	1	1
1174	знания о	2	1
1175	даль и	2	1
1176	как рассказчик	1	1
1177	очевидный пример	1	1
1178	между этими	1	1
1179	с одним	1	1
1180	не остается	1	1
1181	в евгении	1	1
1182	читаем это	1	1
1183	противоречием между	1	1
1184	полноударных слов	1	1
1185	и само	1	1
1186	имеется некоторая	1	1
1187	на земле	1	1
1188	большинстве случаев	1	1
1189	стола и	1	1
1190	бы рассказ	1	1
1191	выявляется благодаря	1	1
1192	мира при	1	1
1193	того и	1	1
1194	не смерти	1	1
1195	зрения и	2	1
1196	текста но	2	1
1197	субъекта речи	1	1
1198	служит для	1	1
1199	между писателем	1	1
1200	абзаца в	1	1
1201	лишь для	1	1
1202	и сближение	2	1
1203	воздействия на	2	1
1204	мягким взглядом	1	1
1205	смерти чиновника	1	1
1206	персонаж не	1	1
1207	а только	4	1
1208	начало нового	1	1
1209	числе и	2	1
1210	смысловой значимости	1	1
1211	это тоже	2	1
1212	текст и	3	1
1213	находится или	1	1
1214	личность героя	1	1
1215	поскольку всякая	1	1
1216	и усиленная	1	1
1217	на которую	1	1
1218	я на	3	1
1219	читательское восприятие	1	1
1220	проявляет себя	1	1
1221	при соответствующей	1	1
1222	к ситуации	1	1
1223	не два	1	1
1224	высказывания смена	1	1
1225	человек как	1	1
1226	вошел в	1	1
1227	сюжета явственно	1	1
1228	в уста	1	1
1229	еще одним	1	1
1230	сознания а	1	1
1231	или смерть	1	1
1232	от читателя	1	1
1233	не означает	1	1
1234	на этом	2	1
1235	речи такова	1	1
1236	действия или	1	1
1237	данный момент	2	1
1238	говоря в	1	1
1239	личность в	1	1
1240	и жизненной	1	1
1241	до нас	1	1
1242	анекдота или	1	1
1243	отдельный кадр	1	1
1244	нередко в	1	1
1245	две стороны	1	1
1246	подробностями и	1	1
1247	жизнь то	1	1
1248	в современных	1	1
1249	зрения в	1	1
1250	здесь присутствует	1	1
1251	мире толстого	1	1
1252	другом и	1	1
1253	на котором	2	1
1254	определенным образом	2	1
1255	и передачи	1	1
1256	не тот	1	1
