N	2gram	Vygotskiy_	formyVre
315	ничем не	1	5
316	мы имеем	7	5
317	не без	1	5
318	в движение	1	5
319	или в	2	5
320	места в	1	5
321	об этом	3	5
322	и вообще	3	5
323	стороны и	3	5
324	или как	2	5
325	числе и	1	5
326	и только	5	5
327	во всем	5	4
328	от него	2	4
329	же и	2	4
330	только что	3	4
331	даже в	2	4
332	вещи и	1	4
333	связи в	1	4
334	а затем	1	4
335	не являются	1	4
336	его от	2	4
337	другой стороны	7	4
338	как если	1	4
339	по себе	21	4
340	в своих	12	4
341	из самых	2	4
342	не отделено	1	4
343	в корне	1	4
344	его на	1	4
345	мир и	1	4
346	и со	1	4
347	в данном	1	4
348	в другом	1	4
349	людей и	2	4
350	и те	5	4
351	в глаза	2	4
352	в нашем	1	4
353	а следовательно	1	4
354	и становится	1	4
355	жизни с	4	4
356	все в	2	4
357	переходим к	1	4
358	труда и	1	4
359	несмотря на	8	4
360	судьбы и	1	4
361	к жизни	2	4
362	чем в	2	4
363	что не	2	4
364	себе и	2	4
365	в чем	5	4
366	совсем не	3	4
367	явления в	1	4
368	уже указывали	1	4
369	отделено от	1	4
370	их к	1	4
371	человеческую жизнь	1	4
372	и вот	5	4
373	даны в	2	4
374	которых мы	4	4
375	оно было	2	4
376	и при	3	4
377	из того	2	4
378	их и	1	4
379	что он	17	4
380	дело идет	1	4
381	вследствие этого	2	4
382	перед нами	1	4
383	это и	3	4
384	и более	3	4
385	языка и	1	4
386	и т.д	1	4
387	же самое	8	4
388	принадлежит к	1	4
389	под знаком	1	4
390	всяком случае	7	4
391	формы и	11	4
392	всего того	1	4
393	на дорогу	1	4
394	и было	1	4
395	как у	1	4
396	у нас	4	4
397	все равно	1	4
398	века и	1	4
399	как она	4	4
400	так в	1	4
401	на его	3	4
402	в одной	3	4
403	связаны с	1	4
404	мы должны	4	4
405	как он	4	4
406	же что	2	4
407	всей его	1	4
408	и вне	1	4
409	и о	4	4
410	включает в	1	4
411	полового акта	1	4
412	и совершенно	7	4
413	существенную роль	1	3
414	в центре	1	3
415	к другу	1	3
416	точном смысле	1	3
417	тому что	7	3
418	из всех	4	3
419	это значит	1	3
420	строго говоря	1	3
421	для восприятия	1	3
422	нас в	2	3
423	на нас	2	3
424	отношений в	1	3
425	и которые	2	3
426	в борьбе	1	3
427	самых основных	1	3
428	жизнь в	1	3
429	из нее	1	3
430	прямо сказать	1	3
431	в соответствии	1	3
432	в более	1	3
433	герой в	1	3
434	и исторического	1	3
435	в точном	1	3
436	но мы	3	3
437	все ее	1	3
438	на материале	1	3
439	не могли	4	3
440	вопрос о	3	3
441	которой он	2	3
442	мы увидим	4	3
443	и художественного	2	3
444	вот почему	1	3
445	форма в	3	3
446	самого начала	1	3
447	и еще	1	3
448	как на	6	3
449	находится в	1	3
450	с этими	1	3
451	в зависимости	6	3
452	все время	6	3
453	человек не	1	3
454	на почве	3	3
455	от природы	1	3
456	узком смысле	1	3
457	проходят через	1	3
458	как можно	3	3
459	п но	1	3
460	же как	8	3
461	одна из	5	3
462	и характер	3	3
463	того и	3	3
464	в двух	1	3
465	под влиянием	4	3
466	бы в	3	3
467	очень часто	4	3
468	выражение в	1	3
469	на этом	3	3
470	для измерения	1	3
471	сюда же	1	3
472	как это	8	3
473	в тех	2	3
474	но только	6	3
475	литературы и	1	3
476	главным образом	3	3
477	не могла	1	3
478	и есть	5	3
479	теми же	2	3
480	его к	2	3
481	и самый	1	3
482	и ничего	1	3
483	над ними	1	3
484	и здесь	3	3
485	друг к	1	3
486	этой проблемы	2	3
487	эти особенности	1	3
488	и дает	1	3
489	мы в	3	3
490	нет никакого	1	3
491	сами по	4	3
492	все то	4	3
493	почти всегда	3	3
494	в прямом	1	3
495	и затем	1	3
496	в слове	3	3
497	и так	7	3
498	явлений и	3	3
499	бы не	1	3
500	по самому	7	3
501	том как	2	3
502	сравнению с	3	3
503	зависимости от	7	3
504	к другому	1	3
505	еще и	1	3
506	его и	4	3
507	бы и	5	3
508	что мы	9	3
509	и между	1	3
510	в свою	3	3
511	в значительной	1	3
512	наконец в	2	3
513	основе этого	1	3
514	не быть	2	3
515	целый ряд	12	3
516	типы и	1	3
517	в творчестве	5	3
518	что здесь	2	3
519	без всякого	2	3
520	в данной	1	3
521	нем не	1	3
522	событий в	1	3
523	если мы	21	3
524	тем же	4	3
525	искусство и	5	3
526	формы для	1	3
527	но это	3	3
528	жизни не	1	3
529	точку зрения	3	3
530	что есть	3	3
531	которые в	3	3
532	то они	1	3
533	ему в	1	3
534	в первый	3	3
535	он как	1	3
536	одна и	1	3
537	совершенно не	7	3
538	и всегда	2	3
539	как нечто	3	3
540	однако не	1	3
541	а на	4	3
542	в таких	2	3
543	от всех	3	3
544	у всех	2	3
545	она же	1	3
546	дело в	2	3
547	есть только	7	3
548	по своему	2	3
549	зрения не	1	3
550	не столько	1	3
551	это было	1	3
552	и эти	2	3
553	с самого	1	3
554	она не	6	3
555	но при	1	3
556	как уже	1	3
557	для чего	1	3
558	и полноте	1	3
559	но она	1	3
560	конечно в	1	3
561	при всем	3	3
562	по сравнению	3	3
563	можно сказать	2	3
564	это когда	1	3
565	вплоть до	3	3
566	природой и	1	3
567	которой мы	2	3
568	дело здесь	1	3
569	что на	4	3
570	не к	2	3
571	случае в	3	2
572	и очень	2	2
573	со всем	1	2
574	и трагедии	1	2
575	того не	2	2
576	вышли из	1	2
577	жить и	1	2
578	остановиться на	2	2
579	ясно что	22	2
580	нами в	1	2
581	исторического развития	1	2
582	с собой	1	2
583	приходит к	5	2
584	определяется и	2	2
585	природа человека	2	2
586	оно уже	1	2
587	как они	2	2
588	в духе	1	2
589	к более	2	2
590	представление о	6	2
591	для своей	1	2
592	если кто	1	2
593	и сами	1	2
594	как таковой	1	2
595	себя к	1	2
596	отличается от	4	2
597	в степени	1	2
598	других так	1	2
599	как только	3	2
600	и нет	2	2
601	я вижу	1	2
602	которые мы	4	2
603	переходит в	1	2
604	было в	1	2
605	в действительной	1	2
606	своей природе	1	2
607	служит для	1	2
608	имеет в	3	2
609	процесс в	4	2
610	значительной мере	1	2
611	связь между	1	2
612	и должно	1	2
613	природу человека	1	2
614	как оно	2	2
615	отметить что	2	2
616	свою очередь	3	2
617	что те	3	2
618	всего материала	1	2
619	своем романе	1	2
620	он так	1	2
621	и оценки	1	2
622	нигде не	2	2
623	они сами	2	2
624	в каждом	5	2
625	женщин и	1	2
626	он сам	1	2
627	что даже	3	2
628	на котором	2	2
629	что имеет	1	2
630	мы скажем	1	2
631	к нему	3	2
632	все предметы	1	2
633	он имел	1	2
634	то в	2	2
635	другой линии	1	2
636	ее и	2	2
637	что у	8	2
638	и всей	1	2
639	указать на	1	2
640	собой в	1	2
641	что уже	1	2
642	этой же	1	2
643	на этих	1	2
644	в буквальном	1	2
645	совершенно новое	1	2
646	лучше всего	2	2
647	в немецкой	2	2
648	эта форма	2	2
649	лежит в	2	2
650	тому же	4	2
651	видит в	1	2
652	собой разумеется	1	2
653	столько же	4	2
654	в разные	2	2
655	в несколько	1	2
656	как по	1	2
657	сказал что	1	2
658	читателей и	1	2
659	по аналогии	1	2
660	но для	1	2
661	о смерти	1	2
662	я не	1	2
663	также в	1	2
664	за всеми	1	2
665	одном из	2	2
666	и вместе	2	2
667	больше и	2	2
668	а только	4	2
669	могло бы	5	2
670	но к	3	2
671	а потом	1	2
672	на другой	3	2
673	смысл и	2	2
674	но как	4	2
675	слова то	2	2
676	в уста	1	2
677	одну и	1	2
678	его жизнь	1	2
679	него есть	1	2
680	личности и	1	2
681	если же	3	2
682	и та	1	2
683	никто не	1	2
684	хотя в	1	2
685	самый момент	1	2
686	и тот	4	2
687	совершенно так	1	2
688	внутренняя форма	6	2
689	даже не	1	2
690	и сам	3	2
691	этот вопрос	2	2
692	должны были	2	2
693	природе своей	1	2
694	между людьми	1	2
695	культуры и	1	2
696	его как	1	2
697	образы и	2	2
698	бы его	1	2
699	моментов в	2	2
700	в каком	3	2
701	когда они	2	2
702	о его	2	2
703	которое мы	2	2
704	форм в	1	2
705	в полном	3	2
706	же мы	2	2
707	значит что	1	2
708	которого мы	2	2
709	п в	2	2
710	именно о	1	2
711	мы видели	2	2
712	можно только	1	2
713	литературе здесь	1	2
714	во втором	1	2
715	образом и	4	2
716	в состав	1	2
717	произведение и	2	2
718	и принципиальной	1	2
719	превращение в	2	2
720	они и	2	2
721	если в	2	2
722	он только	1	2
723	в языке	3	2
724	его с	3	2
725	живет в	2	2
726	должна быть	3	2
727	тогда когда	7	2
728	была бы	2	2
729	в область	3	2
730	от этой	2	2
731	утверждает что	5	2
732	литературного произведения	1	2
733	себе не	4	2
734	на минуту	1	2
735	там же	2	2
736	в прошлое	2	2
737	самом деле	19	2
738	новое значение	2	2
739	смысла и	1	2
740	так называемый	1	2
741	мы говорим	2	2
742	идет именно	1	2
743	как история	2	2
744	в одних	1	2
745	его основных	1	2
746	как для	1	2
747	которые могут	2	2
748	не создала	1	2
749	данном случае	1	2
750	классового общества	1	2
751	бросается в	1	2
752	в поэзии	5	2
753	то он	1	2
754	он же	3	2
755	по этим	1	2
756	сами же	2	2
757	в очень	2	2
758	то и	2	2
759	произведении и	2	2
760	учение об	2	2
761	это то	1	2
762	и поэтому	3	2
763	но лишь	1	2
764	и тогда	3	2
765	людей как	1	2
766	в новой	2	2
767	из которой	2	2
768	с которой	1	2
769	только один	2	2
770	у шекспира	2	2
771	отношении к	3	2
772	в первых	1	2
773	и об	2	2
774	от других	3	2
775	нет никакой	3	2
776	действия и	4	2
777	в обществе	3	2
778	образом не	1	2
779	на более	1	2
780	соответствии с	1	2
781	этого слова	5	2
782	но если	2	2
783	а вовсе	1	2
784	в плане	1	2
785	идей и	1	2
786	только о	3	2
787	особый характер	1	2
788	и том	1	2
789	высшей степени	1	2
790	это новое	2	2
791	основе своей	2	2
792	произведения как	3	2
793	ее на	2	2
794	не можем	3	2
795	и пр	1	2
796	для нас	5	2
797	который может	1	2
798	этого целого	1	2
799	идет о	2	2
800	п все	2	2
801	с анализом	1	2
802	в соответствующих	2	2
803	в постоянном	1	2
804	значение его	1	2
805	иной раз	1	2
806	участвуют в	1	2
807	имел в	1	2
808	с их	1	2
809	быть или	1	2
810	по этому	3	2
811	в русском	4	2
812	не существует	4	2
813	ведь это	1	2
814	образом в	3	2
815	по степени	1	2
816	этого произведения	2	2
817	бытия и	1	2
818	и эта	1	2
819	между собою	1	2
820	и изучает	2	2
821	до наших	1	2
822	в стороне	1	2
823	за которым	1	2
824	и слушателей	1	2
825	является не	1	2
826	к своему	2	2
827	художественных образах	1	2
828	собственной жизни	1	2
829	что им	1	2
830	этом романе	1	2
831	об особом	1	2
832	и смысл	1	2
833	должен быть	2	2
834	человека не	3	2
835	разумеется что	1	2
836	на место	3	2
837	произведения с	4	2
838	они все	1	2
839	буквальном смысле	1	2
840	но сами	1	2
841	они стали	1	2
842	должны быть	6	2
843	этот новый	1	2
844	такие же	2	2
845	всех своих	1	2
846	на один	2	2
847	чистом виде	3	2
848	все человеческие	1	2
849	его не	3	2
850	одну из	1	2
851	так резко	1	2
852	или не	2	2
853	вся жизнь	1	2
854	здесь совершенно	1	2
855	части и	1	2
856	в искусстве	24	2
857	эти формы	1	2
858	и может	3	2
859	не о	1	2
860	оказывается что	5	2
861	еще в	1	2
862	как явление	1	2
863	этому вопросу	1	2
864	когда мы	4	2
865	наконец что	1	2
866	для такого	2	2
867	роман и	2	2
868	лежит вне	1	2
869	зрения на	2	2
870	в узком	2	2
871	своему существу	1	2
872	нужно отнести	1	2
873	само собой	1	2
874	быть названы	1	2
875	мы различаем	4	2
876	важную роль	1	2
877	виду что	1	2
878	видим и	1	2
879	его этот	1	1
880	это на	1	1
881	чрезвычайно важно	1	1
882	формы художественного	2	1
883	является в	1	1
884	философии и	2	1
885	и составляет	3	1
886	разных направлениях	1	1
887	этих вопросов	2	1
888	мы под	1	1
889	еще раз	1	1
890	мы найдем	2	1
891	если его	1	1
892	именно на	1	1
893	в произведение	1	1
894	на эти	2	1
895	разных и	1	1
896	можно раскрыть	1	1
897	выводу что	2	1
898	русской литературе	1	1
899	остались бы	1	1
900	исходя из	4	1
901	творчества в	2	1
902	всего человека	1	1
903	жизнь же	1	1
904	очень много	1	1
905	путем анализа	1	1
906	смысл того	1	1
907	важно это	1	1
908	произведениями искусства	1	1
909	есть прежде	1	1
910	случае мы	1	1
911	дело с	10	1
912	человека делает	2	1
913	момента в	1	1
914	сродство с	1	1
915	который должен	1	1
916	возникает между	1	1
917	речи и	1	1
918	выступают в	1	1
919	формы в	6	1
920	скорее к	1	1
921	тем как	2	1
922	и был	1	1
923	в большей	1	1
924	что то	2	1
925	социальной и	3	1
926	нашем анализе	1	1
927	и лучше	1	1
928	и говорить	2	1
929	что человек	1	1
930	точками зрения	1	1
931	него в	2	1
932	не понимать	1	1
933	а есть	2	1
934	касается до	1	1
935	же оно	1	1
936	бумаге в	1	1
937	не бывает	1	1
938	и само	1	1
939	но что	3	1
940	раз он	1	1
941	у пушкина	4	1
942	этим объясняется	1	1
943	ко всем	1	1
944	более или	3	1
945	в художественную	1	1
946	по пути	1	1
947	в первом	1	1
948	именно и	2	1
949	это тот	1	1
950	все дело	3	1
951	людей а	2	1
952	комедию в	1	1
953	не важен	1	1
954	как об	1	1
955	участвует в	1	1
956	своем чистом	1	1
957	у людей	1	1
958	где они	1	1
959	из всего	1	1
960	конечном счете	6	1
961	эти черты	1	1
962	и другим	1	1
963	развития но	1	1
964	и должен	1	1
965	как более	1	1
966	показаться что	1	1
967	и творчества	1	1
968	большим и	2	1
969	в быт	1	1
970	только через	1	1
971	и внутренне	1	1
972	не метафизические	1	1
973	всегда в	1	1
974	что по	5	1
975	выражения и	2	1
976	одновременно и	1	1
977	на эту	1	1
978	уже и	2	1
979	поэтическом образе	1	1
980	не вполне	1	1
981	не менее	9	1
982	только ее	3	1
983	судьбу и	1	1
984	почти ни	1	1
985	как цель	1	1
986	целого художественного	1	1
987	что писал	1	1
988	мы считаем	2	1
989	различные формы	1	1
990	такие вещи	1	1
991	так например	1	1
992	всем его	1	1
993	произведения которое	1	1
994	порядке как	1	1
995	эта точка	1	1
996	и уголовный	1	1
997	нам не	1	1
998	только благодаря	1	1
999	совершенно ином	1	1
1000	на природу	1	1
1001	и рода	1	1
1002	черты но	1	1
1003	к этой	2	1
1004	всю его	1	1
1005	в трудное	1	1
1006	при условии	1	1
1007	с конца	2	1
1008	и такие	1	1
1009	построены на	1	1
1010	что этот	3	1
1011	важно и	1	1
1012	совершенно особое	1	1
1013	заключены в	1	1
1014	этим следам	1	1
1015	два момента	2	1
1016	что всякое	7	1
1017	представления о	2	1
1018	не узнает	1	1
1019	отношение и	2	1
1020	выходит из	1	1
1021	в нескольких	1	1
1022	объясняется и	2	1
1023	особенности же	1	1
1024	к эпохе	1	1
1025	другу и	1	1
1026	этой формой	1	1
1027	поэтому если	1	1
1028	мы почти	1	1
1029	мудрости и	1	1
1030	не всегда	2	1
1031	того почему	1	1
1032	человека совершенно	2	1
1033	в руках	2	1
1034	одной и	6	1
1035	не встречается	1	1
1036	моментами которые	1	1
1037	и влияние	1	1
1038	о таких	1	1
1039	этого большого	1	1
1040	увидим что	3	1
1041	не имеем	1	1
1042	совершенно различных	1	1
1043	существенной и	1	1
1044	как узнавание	1	1
1045	построения этого	2	1
1046	значение во	1	1
1047	то должны	1	1
1048	и значение	2	1
1049	точек зрения	3	1
1050	его по	1	1
1051	являются конечно	1	1
1052	в каждой	1	1
1053	рассказывает о	1	1
1054	проблемы и	1	1
1055	в применении	2	1
1056	вынуждены были	1	1
1057	и психологии	2	1
1058	и литературных	1	1
1059	так мы	1	1
1060	за тридевять	1	1
1061	процессе развития	1	1
1062	быть более	1	1
1063	учению о	3	1
1064	к нулю	2	1
1065	в не	1	1
1066	и формы	1	1
1067	на одну	1	1
1068	поэтического образа	1	1
1069	сложны и	1	1
1070	совершенно ясна	1	1
1071	отношений и	2	1
1072	о создании	1	1
1073	разрешения этой	1	1
1074	которого они	1	1
1075	исчерпывающий анализ	1	1
1076	для всей	1	1
1077	ключ к	1	1
1078	тех случаях	1	1
1079	гораздо существеннее	2	1
1080	следующим образом	1	1
1081	следовательно по	1	1
1082	такая же	1	1
1083	в самое	1	1
1084	научного изучения	2	1
1085	на него	2	1
1086	это отношение	2	1
1087	ли она	1	1
1088	закономерность в	2	1
1089	есть по	3	1
1090	века но	1	1
1091	стороны оно	1	1
1092	в непосредственной	1	1
1093	и вдруг	1	1
1094	связи со	2	1
1095	который в	3	1
1096	своем существе	1	1
1097	от другой	1	1
1098	сохранять свое	1	1
1099	конца с	2	1
1100	каждый образ	1	1
1101	к этим	1	1
1102	божественную комедию	2	1
1103	для этой	1	1
1104	и большим	1	1
1105	быт и	1	1
1106	она есть	2	1
1107	где все	1	1
1108	едва ли	5	1
1109	человека то	2	1
1110	столько для	1	1
1111	и усиливает	1	1
1112	вносит в	2	1
1113	всех прежних	1	1
1114	от ее	1	1
1115	не имеющих	1	1
1116	гораздо более	2	1
1117	необычайную сложность	1	1
1118	частности о	1	1
1119	комического и	1	1
1120	бы то	3	1
1121	индивидуального сознания	1	1
1122	этого и	1	1
1123	вот эта	1	1
1124	не принадлежат	1	1
1125	не за	1	1
1126	его она	1	1
1127	говорит о	4	1
1128	приведены в	1	1
1129	зрения может	1	1
1130	не противоречит	1	1
1131	и ясностью	1	1
1132	элемент в	1	1
1133	он строит	1	1
1134	оно оставляет	1	1
1135	происходило в	1	1
1136	как такового	1	1
1137	от его	1	1
1138	к природе	2	1
1139	своему содержанию	1	1
1140	чрезвычайно распространенное	1	1
1141	этой идее	1	1
1142	его характером	1	1
1143	для изучения	1	1
1144	с любовью	1	1
1145	на том	2	1
1146	такого рода	1	1
1147	что этого	1	1
1148	она в	2	1
1149	и той	5	1
1150	есть у	1	1
1151	этой общей	1	1
1152	в состоянии	4	1
1153	первый раз	2	1
1154	мы знаем	8	1
1155	форма и	1	1
1156	говоря это	1	1
1157	при переходе	1	1
1158	начала и	2	1
1159	принципах построения	1	1
1160	и основной	1	1
1161	даже такие	1	1
1162	его лежит	1	1
1163	и свой	1	1
1164	элементов и	1	1
1165	свою даму	1	1
1166	к которому	1	1
1167	значение которое	1	1
1168	своей матери	1	1
1169	поэзии в	2	1
1170	однако этот	1	1
1171	от всякой	1	1
1172	ее можно	1	1
1173	тем не	6	1
1174	личного авторства	2	1
1175	от начала	1	1
1176	аналогии с	2	1
1177	художника и	3	1
1178	и за	1	1
1179	что самая	1	1
1180	впечатление совершенно	1	1
1181	всего показать	2	1
1182	органы и	1	1
1183	за эти	1	1
1184	они в	2	1
1185	это слово	1	1
1186	качество и	2	1
1187	не обладает	2	1
1188	бы что	2	1
1189	природу и	1	1
1190	как своего	1	1
1191	переживания и	2	1
1192	есть еще	1	1
1193	в самые	1	1
1194	говорит он	3	1
1195	в конечном	6	1
1196	мы вовсе	1	1
1197	повсюду в	1	1
1198	так было	1	1
1199	же значение	1	1
1200	ни от	1	1
1201	полное отсутствие	1	1
1202	но совершенно	4	1
1203	произведении в	1	1
1204	это мы	2	1
1205	п то	1	1
1206	выражает и	1	1
1207	изменения и	1	1
1208	и познания	1	1
1209	при взгляде	1	1
1210	или хотя	1	1
1211	свой особый	3	1
1212	жизнь состоит	1	1
1213	или иная	1	1
1214	и характеризуется	1	1
1215	смысле и	2	1
1216	как жизнь	1	1
1217	целом ряде	2	1
1218	как говорит	5	1
1219	учение о	1	1
1220	как вполне	1	1
1221	эти три	1	1
1222	следовательно всякое	1	1
1223	точкой для	2	1
1224	виде так	1	1
1225	человеке и	1	1
1226	того если	1	1
1227	вообще есть	1	1
1228	что наука	2	1
1229	в первые	1	1
1230	в другие	1	1
1231	в эту	1	1
1232	что как	1	1
1233	же существо	1	1
1234	мышление может	2	1
1235	восприятия этого	1	1
1236	литературе эту	1	1
1237	чтобы понять	4	1
1238	по поводу	3	1
1239	понятий и	3	1
1240	и мир	1	1
1241	в русской	1	1
1242	иная чем	1	1
1243	точкой зрения	2	1
1244	могли бы	3	1
1245	с новой	2	1
1246	до самой	1	1
1247	человек как	1	1
1248	от себя	4	1
1249	не то	2	1
1250	для его	1	1
1251	его судьбу	1	1
1252	должно иметь	1	1
1253	автора или	2	1
1254	в устах	1	1
1255	границы между	1	1
1256	действия в	1	1
1257	отличают его	1	1
1258	данный момент	1	1
1259	например все	1	1
1260	этого сделать	1	1
1261	или это	1	1
1262	является только	1	1
1263	нашего сознания	3	1
1264	оставляем в	1	1
1265	зрения в	1	1
1266	не дает	3	1
1267	и сказал	1	1
1268	как материал	1	1
1269	имеет свой	3	1
1270	аналогия между	1	1
1271	между тем	6	1
1272	мы всегда	1	1
1273	к цели	1	1
1274	уже к	1	1
1275	человека как	1	1
1276	сравнения и	1	1
1277	в рассказе	1	1
1278	на самый	2	1
1279	еще яснее	1	1
1280	говорить об	1	1
1281	основных форм	1	1
1282	это произведение	1	1
1283	действующих лиц	3	1
1284	из ряда	1	1
1285	и тем	5	1
1286	совершенно иная	1	1
1287	романы достоевского	1	1
1288	автора если	1	1
1289	получил название	1	1
1290	не будет	4	1
1291	употребление ее	1	1
1292	новых и	1	1
1293	неотрывной связи	1	1
1294	в системе	1	1
1295	он также	1	1
1296	надо сказать	3	1
1297	и первую	1	1
1298	всех других	2	1
1299	не приходится	1	1
1300	только другим	1	1
1301	все те	1	1
1302	и что	28	1
