N	2gram	Bakhtin_Pr	Dialekti
527	зависит от	1	5
528	он и	8	5
529	что с	1	5
530	ведь это	4	5
531	же не	4	5
532	становления и	1	5
533	виду что	1	5
534	весь мир	1	5
535	как целое	3	5
536	раз и	6	5
537	и другого	3	5
538	бы это	1	5
539	в области	1	5
540	только к	1	5
541	первый план	1	5
542	когда он	2	5
543	или как	8	5
544	просто как	1	5
545	он просто	1	5
546	конце концов	7	5
547	и наконец	7	5
548	что на	1	5
549	и мира	1	4
550	и очень	1	4
551	возможно лишь	1	4
552	еще более	2	4
553	и само	2	4
554	и самые	1	4
555	жизнь в	2	4
556	из нее	1	4
557	из самых	1	4
558	я же	1	4
559	его на	2	4
560	в собственном	1	4
561	свою собственную	1	4
562	тут в	3	4
563	говорить не	1	4
564	тут надо	1	4
565	с другим	1	4
566	к ним	1	4
567	эти вопросы	1	4
568	что даже	1	4
569	бы то	3	4
570	от поэтического	1	4
571	время и	1	4
572	в состоянии	1	4
573	мы знаем	1	4
574	время не	3	4
575	по типу	1	4
576	у него	11	4
577	к чему	1	4
578	будто бы	1	4
579	на себя	4	4
580	человек и	2	4
581	но ведь	3	4
582	есть та	1	4
583	точек зрения	7	4
584	не нужно	2	4
585	что их	1	4
586	в каждом	15	4
587	о себе	19	4
588	если оно	3	4
589	внешний мир	1	4
590	если не	1	4
591	образ не	1	4
592	или же	2	4
593	я бы	1	4
594	и является	2	4
595	из двух	1	4
596	что бы	1	4
597	т п	10	4
598	личности это	1	4
599	мы будем	2	4
600	а как	11	4
601	себе как	2	4
602	меня и	1	4
603	а потому	2	4
604	оно или	1	4
605	взгляд на	1	4
606	и здесь	6	4
607	как с	1	4
608	был бы	6	4
609	со всеми	2	4
610	поэтому и	4	4
611	почти всегда	2	4
612	в нас	1	4
613	можно назвать	1	4
614	явлений и	1	4
615	в словах	4	4
616	который не	2	4
617	наконец и	1	4
618	своей собственной	1	4
619	у которого	1	4
620	это только	1	4
621	быть не	1	4
622	чтобы она	1	4
623	для всякого	1	4
624	идея есть	1	4
625	как например	2	4
626	потому и	1	4
627	заметить что	2	4
628	но именно	3	4
629	с нею	2	4
630	у них	1	4
631	друг друга	4	4
632	у вас	2	4
633	в другое	2	4
634	когда они	1	4
635	тоже не	3	4
636	мир в	4	4
637	данном случае	2	4
638	и этим	5	4
639	этом отношении	3	4
640	себя самого	3	4
641	то он	3	4
642	здесь в	2	4
643	что ни	1	4
644	и слова	2	4
645	в общем	1	4
646	и эта	2	4
647	сознания но	2	4
648	или что	1	4
649	но уже	1	4
650	как формы	1	4
651	и эти	1	4
652	как ни	1	4
653	ни один	3	4
654	другу как	1	4
655	себе что	2	4
656	что касается	1	4
657	совершенно невозможно	1	4
658	человека и	2	4
659	и всякая	1	4
660	и всех	1	4
661	в каких	1	4
662	же самое	1	4
663	но эта	5	4
664	же в	2	4
665	такой же	4	4
666	говорить об	1	4
667	об этой	1	4
668	ведь и	4	4
669	на ту	1	4
670	себе а	3	4
671	что было	6	3
672	мир не	1	3
673	но потому	2	3
674	логика и	1	3
675	к этой	1	3
676	тех кто	1	3
677	познания и	1	3
678	и вера	1	3
679	мысли и	6	3
680	говорите что	1	3
681	не бывает	1	3
682	по мере	4	3
683	в первом	2	3
684	от одного	2	3
685	именно и	3	3
686	о мире	7	3
687	на мир	6	3
688	если и	1	3
689	форму и	1	3
690	в корне	1	3
691	уже нет	1	3
692	к самому	2	3
693	ни было	4	3
694	одно время	1	3
695	понятно что	2	3
696	а лишь	3	3
697	а скорее	1	3
698	не могли	1	3
699	о чем-то	1	3
700	как принцип	1	3
701	что всякое	1	3
702	идеей и	1	3
703	но то	1	3
704	сознания в	1	3
705	ну а	1	3
706	самый факт	3	3
707	самого начала	2	3
708	от своего	2	3
709	самосознание и	3	3
710	в чистом	1	3
711	всего этого	2	3
712	на ней	2	3
713	есть действительно	1	3
714	она ни	1	3
715	же они	1	3
716	в основу	1	3
717	на него	6	3
718	е только	1	3
719	то чем	3	3
720	же она	2	3
721	во всей	3	3
722	не умеет	1	3
723	исходит из	1	3
724	иначе и	2	3
725	времени а	1	3
726	действительно в	1	3
727	себе самом	12	3
728	всего в	2	3
729	или наоборот	2	3
730	об одном	1	3
731	мира где	1	3
732	будем говорить	1	3
733	при чем	3	3
734	с другими	8	3
735	не от	1	3
736	и всякой	1	3
737	как таковым	1	3
738	то она	1	3
739	и человек	2	3
740	не мир	2	3
741	что вы	1	3
742	только она	1	3
743	сознания на	1	3
744	ничего и	1	3
745	мы это	1	3
746	он берет	1	3
747	и именно	1	3
748	следовательно и	3	3
749	бытии и	1	3
750	от обычного	1	3
751	зрения и	5	3
752	о которых	1	3
753	это тоже	1	3
754	что как	2	3
755	но к	1	3
756	уже сама	1	3
757	не был	2	3
758	здесь как	1	3
759	нами как	1	3
760	она или	1	3
761	а с	2	3
762	что же?	1	3
763	как факт	1	3
764	от характера	3	3
765	сюда же	1	3
766	и необходимость	1	3
767	не дает	3	3
768	между тем	7	3
769	не так	1	3
770	общего не	1	3
771	не мог	1	3
772	не приходится	1	3
773	она была	1	3
774	я в	2	3
775	это вовсе	2	3
776	найти в	1	3
777	но есть	2	3
778	сказать о	2	3
779	или иного	1	3
780	для чего	1	3
781	и чем	1	3
782	я сам	1	3
783	образом и	4	3
784	своего собственного	1	3
785	и свое	1	3
786	для себя	3	3
787	на почве	5	3
788	вечность ибо	1	3
789	не знаете	1	3
790	мне и	1	3
791	мы замечаем	2	3
792	утверждает что	1	3
793	от другого	1	3
794	однако что	1	3
795	от идеи	2	3
796	следовательно в	1	3
797	о самом	2	3
798	же самый	1	3
799	в слове	3	3
800	имеет под	1	3
801	от его	1	3
802	в которых	4	3
803	своего предмета	1	3
804	чтобы убедиться	1	3
805	к другому	6	3
806	красный цвет	1	3
807	все они	2	3
808	как один	2	3
809	бы не	2	3
810	как одно	1	3
811	нужно быть	2	3
812	да еще	1	3
813	остается только	1	3
814	с которой	2	3
815	я называю	1	3
816	или иных	1	3
817	о своем	3	3
818	ее с	2	3
819	у достоевского	29	3
820	целый ряд	2	3
821	входить в	1	3
822	тем же	3	3
823	по преимуществу	2	3
824	одной из	1	3
825	сложнее и	1	3
826	не знаем	1	3
827	в сознании	3	3
828	и понимания	4	3
829	здесь не	7	3
830	кроме этого	1	3
831	только с	1	3
832	именно этот	1	3
833	не должна	3	3
834	тот же	2	3
835	нею в	1	3
836	человека но	2	3
837	личности что	1	3
838	но на	3	3
839	ее на	1	3
840	всех возможных	4	3
841	и сознание	1	3
842	только его	2	3
843	как у	1	3
844	для нас	2	3
845	указание на	1	3
846	место в	1	3
847	различия между	1	3
848	однако не	3	3
849	и показать	2	3
850	и вы	2	3
851	быть настоящим	1	3
852	а то	3	3
853	вот это	2	3
854	указывает на	2	3
855	в какой	2	3
856	является не	2	3
857	так в	1	3
858	к своему	2	3
859	и оно	1	3
860	лежит в	2	3
861	чтобы эта	1	3
862	ибо и	2	3
863	должен быть	1	3
864	целиком в	1	3
865	что кроме	1	3
866	с самого	1	3
867	отличие от	4	3
868	на свои	1	3
869	во время	1	3
870	в свою	1	3
871	в искусстве	1	3
872	нового времени	3	3
873	от земли	1	3
874	далеко не	7	3
875	можно найти	1	3
876	и всегда	2	3
877	формулы и	2	3
878	идет о	5	3
879	как из	1	3
880	лишь в	4	3
881	и вне	1	3
882	них нет	1	3
883	нас самих	1	3
884	действительно не	1	3
885	и тех	1	3
886	же может	1	3
887	или точнее	1	3
888	не надо	1	3
889	а без	1	3
890	не к	1	3
891	идея же	2	2
892	как два	1	2
893	они являются	1	2
894	всего это	1	2
895	мы наблюдаем	1	2
896	надо уметь	1	2
897	к другу	1	2
898	здесь же	1	2
899	вывод из	2	2
900	которые не	1	2
901	которая в	1	2
902	и имеет	2	2
903	да что	2	2
904	дана как	3	2
905	следует что	1	2
906	строго говоря	1	2
907	нечего сказать	2	2
908	но тем	1	2
909	правда это	2	2
910	те же	3	2
911	мира а	1	2
912	в изображении	2	2
913	же эти	1	2
914	в гоголевском	1	2
915	как образ	3	2
916	в духе	4	2
917	вот что	1	2
918	собственном смысле	1	2
919	и сам	6	2
920	мне кажется	1	2
921	на свою	1	2
922	в некотором	1	2
923	чем его	1	2
924	она является	2	2
925	друг к	1	2
926	том или	2	2
927	всеми ее	1	2
928	образ его	1	2
929	роль в	1	2
930	как более	1	2
931	мы сразу	1	2
932	он является	3	2
933	и слово	4	2
934	е без	1	2
935	связано с	1	2
936	первый взгляд	1	2
937	идеи как	2	2
938	условии что	1	2
939	при всей	2	2
940	перестает быть	4	2
941	надо быть	1	2
942	и отчасти	1	2
943	во все	2	2
944	всю его	1	2
945	совершенно в	1	2
946	себе все	1	2
947	нет ибо	1	2
948	он был	2	2
949	мы увидим	6	2
950	объект а	3	2
951	его непосредственное	1	2
952	с тою	1	2
953	искусства и	1	2
954	говорит об	1	2
955	времени в	1	2
956	в условиях	2	2
957	свободе и	1	2
958	и показывает	1	2
959	смысле слова	2	2
960	о них	1	2
961	не об	2	2
962	в различных	3	2
963	существу своему	1	2
964	а между	2	2
965	ни одного	3	2
966	самого понятия	1	2
967	является как	2	2
968	себе в	1	2
969	свою очередь	1	2
970	будет и	2	2
971	убедиться в	1	2
972	мере не	1	2
973	на одну	2	2
974	речь как	1	2
975	явления так	1	2
976	не становится	6	2
977	объединяются в	1	2
978	ней и	1	2
979	поэтому все	1	2
980	во всякой	1	2
981	в голове	1	2
982	они должны	1	2
983	вы и	2	2
984	в нашем	2	2
985	к которому	2	2
986	находится в	2	2
987	для понимания	4	2
988	на предмет	4	2
989	от них	3	2
990	она может	2	2
991	всю ее	1	2
992	друг с	4	2
993	нем не	1	2
994	в идеале	1	2
995	на котором	3	2
996	ни стало	1	2
997	они только	1	2
998	из другого	1	2
999	жизни с	1	2
1000	что обычно	1	2
1001	сознание но	1	2
1002	или иным	1	2
1003	новые и	1	2
1004	он только	2	2
1005	представим себе	2	2
1006	ее и	1	2
1007	по природе	2	2
1008	нами не	1	2
1009	явления как	1	2
1010	он от	1	2
1011	на том	2	2
1012	вполне понятно	2	2
1013	явления но	1	2
1014	и помыслить	1	2
1015	или они	1	2
1016	потому не	1	2
1017	есть его	1	2
1018	то для	1	2
1019	значит не	1	2
1020	показал как	1	2
1021	как можно	2	2
1022	вокруг себя	1	2
1023	котором мы	1	2
1024	этот опыт	1	2
1025	которые именно	1	2
1026	самый предмет	2	2
1027	чем в	3	2
1028	и последнее	1	2
1029	существует только	1	2
1030	и других	1	2
1031	в мысли	1	2
1032	наконец мы	1	2
1033	вне времени	1	2
1034	в полной	1	2
1035	слово о	11	2
1036	на этот	4	2
1037	такое понимание	1	2
1038	ее от	1	2
1039	прежде чем	1	2
1040	и говорит	1	2
1041	в идее	1	2
1042	как его	4	2
1043	слово слово	4	2
1044	за живое	1	2
1045	между ними	6	2
1046	просто на	1	2
1047	эти три	1	2
1048	человек в	1	2
1049	место и	1	2
1050	сознания как	2	2
1051	не даны	1	2
1052	его жизни	2	2
1053	больше всего	1	2
1054	в сторону	2	2
1055	как ряд	1	2
1056	достаточно чтобы	2	2
1057	в других	2	2
1058	вопроса о	1	2
1059	есть теория	1	2
1060	этом совершенно	1	2
1061	и мир	1	2
1062	с образом	1	2
1063	не имея	1	2
1064	есть свой	2	2
1065	человек как	1	2
1066	ибо только	1	2
1067	и быть	1	2
1068	бы к	2	2
1069	в вечность	2	2
1070	и пространства	1	2
1071	становится и	1	2
1072	как тут	1	2
1073	в лучшем	2	2
1074	но при	4	2
1075	ли будет	1	2
1076	или может	1	2
1077	в объективном	2	2
1078	но зато	2	2
1079	свой предмет	8	2
1080	всего необходимо	1	2
1081	такого что	3	2
1082	в тех	1	2
1083	не могла	1	2
1084	и взаимно	1	2
1085	обязательно с	1	2
1086	мы но	1	2
1087	этот вопрос	4	2
1088	может уже	1	2
1089	с ней	1	2
1090	сходство и	1	2
1091	нем и	1	2
1092	ни одной	2	2
1093	но вы	1	2
1094	вопрос в	1	2
1095	на который	1	2
1096	однако в	3	2
1097	и др	7	2
1098	его личности	1	2
1099	образом в	1	2
1100	самосознания и	4	2
1101	сливаются в	1	2
1102	ибо в	2	2
1103	которые были	2	2
1104	перед нею	1	2
1105	его можно	2	2
1106	следует за	1	2
1107	и самый	1	2
1108	бы тогда	1	2
1109	и сами	3	2
1110	таков например	1	2
1111	живая жизнь	1	2
1112	к сожалению	2	2
1113	хорошо и	1	2
1114	во втором	1	2
1115	из возможных	2	2
1116	достоевского в	15	2
1117	они и	1	2
1118	то есть	3	2
1119	также что	1	2
1120	жизни а	3	2
1121	убедиться что	1	2
1122	не идет	1	2
1123	образа и	1	2
1124	не всякий	1	2
1125	лишь тогда	1	2
1126	скажу что	1	2
1127	и души	2	2
1128	вот как	3	2
1129	определяется своим	1	2
1130	в другой	4	2
1131	от этой	1	2
1132	в человеке	6	2
1133	все те	3	2
1134	или к	3	2
1135	такое положение	1	2
1136	она становится	1	2
1137	как идея	1	2
1138	что должно	1	2
1139	все то	5	2
1140	конечно и	3	2
1141	сознание не	1	2
1142	именно оно	1	2
1143	имеет значение	2	2
1144	целое не	1	2
1145	их и	2	2
1146	его собственная	1	2
1147	вера и	1	2
1148	существенно и	3	2
1149	в точном	1	2
1150	диалектика и	1	2
1151	только такой	1	2
1152	в процессе	6	2
1153	бы уже	2	2
1154	она имеет	2	2
1155	из тех	2	2
1156	к его	1	2
1157	если принять	1	2
1158	как личность	1	2
1159	имеет как	1	2
1160	менее в	1	2
1161	которые могут	1	2
1162	действительно может	1	2
1163	будет все	2	2
1164	ли он	1	2
1165	под собою	1	2
1166	эта последняя	1	2
1167	знает что	2	2
1168	этом его	1	2
1169	на их	2	2
1170	только он	2	2
1171	в воздухе	1	2
1172	на своем	1	2
1173	своей жизни	2	2
1174	в которые	2	2
1175	слова о	3	2
1176	самое это	1	2
1177	врывается в	1	2
1178	показать как	1	2
1179	но оно	1	2
1180	по этим	1	2
1181	мы переходим	2	2
1182	для всякой	1	2
1183	тогда я	1	2
1184	ибо не	3	2
1185	ведь мы	2	2
1186	предмет в	2	2
1187	а вера	2	2
1188	принципиально не	1	2
1189	совпадает с	2	2
1190	и между	1	2
1191	наконец в	4	2
1192	относится к	1	2
1193	могла бы	1	2
1194	человека от	1	2
1195	слова и	8	2
1196	именно на	3	2
1197	идея не	1	2
1198	вы говорите	1	2
1199	а о	1	2
1200	и до	6	2
1201	идеи в	10	2
1202	и земли	2	2
1203	об идее	1	2
1204	друг от	1	2
1205	же если	1	2
1206	друга и	2	2
1207	только это	1	2
1208	нет в	1	2
1209	имеем в	1	2
1210	вещь а	1	2
1211	понимать так	1	2
1212	него и	1	2
1213	в образе	2	2
1214	корнями в	1	2
1215	только при	1	2
1216	времени только	1	2
1217	и бывает	1	2
1218	слово и	9	2
1219	или более	1	2
1220	от души	1	2
1221	к истории	1	2
1222	в аспекте	1	2
1223	с чужой	1	2
1224	влиять на	1	2
1225	достаточно глубоко	1	2
1226	из него	1	2
1227	мира не	2	2
1228	в особом	4	2
1229	бы его	1	2
1230	жизни не	2	2
1231	они вовсе	1	2
1232	часто и	1	2
1233	где нет	1	2
1234	бывает в	1	2
1235	самое слово	2	2
1236	как к	3	2
1237	что ему	1	2
1238	не во	5	2
1239	целое и	1	2
1240	воля к	2	2
1241	можно прямо	1	2
1242	он как	1	2
1243	речь именно	1	2
1244	не для	1	2
1245	объективен и	1	2
1246	его и	3	2
1247	мы совершенно	1	2
1248	нет это	1	2
1249	силу и	1	2
1250	оно живет	1	2
1251	чем он	1	2
1252	слово в	10	2
1253	быть или	2	2
1254	раз в	1	2
1255	быть еще	1	2
1256	ко второму	2	2
1257	ни тем	1	2
1258	себе но	2	2
1259	от друга	1	2
1260	и всякое	3	2
1261	ибо все	2	2
1262	на нее	1	2
1263	дело в	2	2
1264	даже прямо	1	2
1265	они могли	1	2
1266	в бытии	1	2
1267	с теми	1	2
1268	это возможно	1	2
1269	ни одна	1	2
1270	бы быть	1	2
1271	мы ее	2	2
1272	могла быть	1	2
1273	не стоит	1	2
1274	и стать	1	2
1275	на одном	1	2
1276	в такой	1	2
1277	мировоззрения и	1	2
1278	в новом	1	2
1279	на его	2	2
1280	с другом	3	2
1281	в каждой	2	2
1282	бы действительно	1	2
1283	бы совершенно	1	2
1284	а так	1	2
1285	иной чем	1	2
1286	разные степени	1	2
1287	но конечно	1	2
1288	ему не	2	2
1289	эти же	1	2
1290	свобода и	1	2
1291	этих двух	1	2
1292	этого он	1	2
1293	в стиле	4	2
1294	человека в	8	2
1295	там где	12	2
1296	что каждая	1	2
1297	тут и	2	2
1298	ибо они	1	2
1299	каждом из	1	2
1300	с какой-то	1	2
1301	нужно сказать	1	2
1302	и воспринимать	1	2
1303	на всех	1	2
1304	ни их	1	2
1305	мысли в	2	2
1306	бытия в	3	2
1307	лучшем случае	2	2
1308	как таковые	1	2
1309	пор не	1	2
1310	форма есть	1	2
1311	не видим	1	2
1312	сосредоточиться на	1	2
1313	но дело	1	2
1314	это однако	1	2
1315	как этот	1	2
1316	и противопоставить	1	2
1317	что идея	2	2
1318	всей его	2	2
1319	чтобы тем	1	2
1320	с идеей	4	2
1321	на это	1	2
1322	но чисто	1	2
1323	мы сказали	3	2
1324	ну так	4	2
1325	когда нет	1	2
