N	2gram	Vinokur_Vv	StatiiOP
246	xix в	12	7
247	нет никакого	1	7
248	можно назвать	1	7
249	том как	1	7
250	еще не	4	7
251	еще и	4	7
252	другое дело	3	7
253	что здесь	2	7
254	одной из	4	7
255	на этот	6	7
256	нас нет	1	7
257	этой области	3	7
258	данном случае	5	7
259	уже в	5	7
260	мы находим	1	7
261	в виде	4	7
262	но с	5	7
263	материал для	3	7
264	что этот	1	7
265	говорит об	1	7
266	тем более	2	7
267	с самого	1	7
268	конце концов	2	7
269	русского языка	1	7
270	факт что	2	7
271	этому поводу	3	7
272	лишь в	1	7
273	отношению к	4	7
274	на его	1	6
275	в подлиннике	2	6
276	д но	5	6
277	в некоторых	1	6
278	одно из	5	6
279	и сам	3	6
280	в жизни	1	6
281	говорить о	5	6
282	по отношению	4	6
283	в отдельных	1	6
284	крайней мере	4	6
285	к нему	3	6
286	отношения между	1	6
287	том отношении	3	6
288	же как	3	6
289	должно было	1	6
290	о которых	2	6
291	своего времени	1	6
292	этом смысле	11	6
293	этот вопрос	7	6
294	в себе	4	6
295	в особенности	4	6
296	и здесь	3	6
297	из которых	3	6
298	и все	1	6
299	в в	3	6
300	том смысле	2	6
301	в известном	3	6
302	не трудно	7	6
303	по крайней	4	6
304	языка и	15	6
305	в значении	1	6
306	в свет	1	6
307	обратить внимание	2	6
308	начала xix	1	6
309	говорил что	1	6
310	литературного языка	1	6
311	что с	3	6
312	мы не	2	6
313	и за	1	6
314	независимо от	5	6
315	по существу	2	6
316	и я	1	6
317	в новом	1	6
318	должен быть	4	6
319	в одной	1	6
320	и вообще	3	6
321	этих двух	2	6
322	что на	1	6
323	до него	1	5
324	при этом	3	5
325	в пользу	1	5
326	не как	3	5
327	далее в	1	5
328	в духе	1	5
329	в числе	1	5
330	давно уже	1	5
331	на эту	1	5
332	уже не	6	5
333	то это	3	5
334	и такие	1	5
335	одной стороны	4	5
336	во многих	1	5
337	себе целью	1	5
338	начале xix	2	5
339	самого начала	1	5
340	до того	2	5
341	и далее	2	5
342	поэта и	1	5
343	без всякого	1	5
344	том чтобы	6	5
345	в основу	2	5
346	что именно	2	5
347	на протяжении	2	5
348	что эти	1	5
349	после того	2	5
350	с одной	4	5
351	хотя и	5	5
352	его в	6	5
353	не была	1	5
354	что не	5	5
355	же касается	2	5
356	в сторону	1	5
357	в уста	1	5
358	это были	1	5
359	если не	1	5
360	не приходится	1	5
361	в тех	2	5
362	она была	2	5
363	или иного	1	5
364	утверждать что	1	5
365	один из	6	5
366	должна быть	2	5
367	для себя	1	5
368	из таких	2	5
369	о которой	2	5
370	не на	1	5
371	оно не	1	5
372	конечно и	1	5
373	в слове	3	5
374	ни с	2	5
375	свое время	3	5
376	в очень	3	5
377	не могло	1	5
378	отношении к	2	5
379	не потому	1	5
380	нет и	1	5
381	из истории	2	5
382	том же	2	5
383	ее в	1	5
384	но если	6	5
385	точку зрения	1	5
386	в свое	3	5
387	это и	1	5
388	раз в	1	5
389	в сущности	3	5
390	этого рода	9	5
391	на нее	3	5
392	на тему	2	5
393	вообще не	3	5
394	другом месте	2	5
395	и потому	2	5
396	того или	1	5
397	не по	1	5
398	тот факт	1	5
399	как он	6	5
400	которых в	1	5
401	в предисловии	1	5
402	одного из	1	5
403	как будто	3	5
404	что было	1	4
405	и другие	2	4
406	все что	1	4
407	в центре	4	4
408	тему о	1	4
409	только что	4	4
410	которые не	2	4
411	в применении	7	4
412	академии наук	1	4
413	в биографии	1	4
414	и без	2	4
415	в первом	5	4
416	из двух	4	4
417	и творчества	2	4
418	что по	1	4
419	а именно	6	4
420	что ни	1	4
421	культуры в	5	4
422	казалось бы	2	4
423	было не	1	4
424	не существует	2	4
425	не могли	2	4
426	которыми он	1	4
427	применении к	6	4
428	языка в	5	4
429	не всегда	1	4
430	предисловии к	1	4
431	и те	2	4
432	эти вещи	1	4
433	языка не	2	4
434	или иным	2	4
435	всего в	1	4
436	мы видим	1	4
437	на язык	1	4
438	достаточно для	1	4
439	и эти	1	4
440	научной работы	3	4
441	тому же	1	4
442	будто бы	2	4
443	во внимание	3	4
444	очевидно что	1	4
445	в таком	1	4
446	в связи	2	4
447	и именно	13	4
448	одна из	3	4
449	на этом	3	4
450	не могут	6	4
451	в свете	1	4
452	и у	1	4
453	могло бы	2	4
454	свободен от	1	4
455	но как	2	4
456	только с	4	4
457	и речи	1	4
458	должны быть	1	4
459	и тот	1	4
460	литературы и	2	4
461	отношении что	3	4
462	общего с	1	4
463	которые были	2	4
464	показывает что	1	4
465	для которых	3	4
466	за пределы	1	4
467	по языку	5	4
468	на рубеже	2	4
469	эту тему	1	4
470	а потому	5	4
471	известно что	1	4
472	по адресу	1	4
473	это есть	2	4
474	разумеется не	1	4
475	в форме	2	4
476	так или	4	4
477	они не	1	4
478	в прямом	4	4
479	как о	4	4
480	и так	2	4
481	от его	1	4
482	да и	4	4
483	здесь нет	4	4
484	бы и	3	4
485	в значительной	3	4
486	связана с	4	4
487	быть не	1	4
488	и тогда	3	4
489	тех пор	1	4
490	в обоих	2	4
491	состоит в	2	4
492	для изучения	1	4
493	значительной степени	1	4
494	русского литературного	1	4
495	этого слова	2	4
496	этого термина	3	4
497	что оно	2	4
498	материала и	1	4
499	бы на	1	4
500	и всегда	1	4
501	смысле этого	9	4
502	или в	1	4
503	или иначе	4	4
504	ставит себе	1	4
505	в ряде	2	4
506	случае не	2	4
507	есть в	1	4
508	в такой	1	4
509	нисколько не	3	4
510	в каждой	2	4
511	мере в	6	4
512	чем в	3	4
513	разница между	1	4
514	каждая из	1	4
515	значит что	1	4
516	е в	4	4
517	уже после	3	4
518	еще в	1	4
519	тем или	2	4
520	что его	1	4
521	как мы	11	4
522	же это	2	4
523	в эпоху	1	4
524	для этого	3	4
525	но для	1	4
526	в чисто	4	4
527	е с	1	3
528	говоря уже	2	3
529	е не	2	3
530	по тому	1	3
531	любовь к	4	3
532	к числу	2	3
533	а затем	2	3
534	его от	1	3
535	но что	3	3
536	и которые	1	3
537	или иной	3	3
538	чтобы в	1	3
539	более или	1	3
540	работы в	3	3
541	в одно	1	3
542	при всей	2	3
543	и дело	1	3
544	можно считать	2	3
545	даже и	4	3
546	не должен	1	3
547	представляет собой	14	3
548	искусства и	2	3
549	в руках	1	3
550	с помощью	2	3
551	смысле слова	7	3
552	которым в	1	3
553	о них	2	3
554	может служить	3	3
555	и была	1	3
556	внимания к	2	3
557	для которого	1	3
558	себе отчет	1	3
559	отчет в	3	3
560	его собственной	1	3
561	с именем	1	3
562	быть в	5	3
563	во всей	1	3
564	все время	2	3
565	на котором	2	3
566	к этим	1	3
567	французского языка	1	3
568	которой в	2	3
569	языка к	1	3
570	в черновой	1	3
571	не то	1	3
572	ему не	1	3
573	бы то	1	3
574	произведения и	2	3
575	не говоря	2	3
576	на том	3	3
577	разного рода	1	3
578	что при	1	3
579	согласно которой	1	3
580	есть еще	3	3
581	что русский	1	3
582	я и	1	3
583	к историческим	2	3
584	также в	1	3
585	и до	2	3
586	от этого	5	3
587	языка но	2	3
588	больше всего	1	3
589	вопроса о	1	3
590	бы в	2	3
591	формы в	1	3
592	находит свое	1	3
593	образцом для	1	3
594	принять во	2	3
595	до нас	3	3
596	в лучшем	1	3
597	xviii в	6	3
598	не дает	1	3
599	то ни	1	3
600	совсем не	3	3
601	многих случаях	1	3
602	или же	3	3
603	не будет	1	3
604	в системе	1	3
605	не могла	1	3
606	в остальных	1	3
607	или иное	1	3
608	не раз	1	3
609	известном смысле	3	3
610	образом в	1	3
611	и самый	1	3
612	при жизни	2	3
613	однако и	1	3
614	в содержании	2	3
615	взгляд на	1	3
616	смотреть на	5	3
617	ii но	1	3
618	народа в	1	3
619	почти не	1	3
620	тогда когда	4	3
621	представляют собой	9	3
622	это уже	2	3
623	целого ряда	1	3
624	из того	2	3
625	той мере	6	3
626	которая должна	1	3
627	что нет	2	3
628	меньшей мере	2	3
629	по истории	2	3
630	если это	2	3
631	это выражение	1	3
632	отношения к	1	3
633	нет вообще	1	3
634	если принять	1	3
635	так называемая	2	3
636	о котором	8	3
637	которая не	1	3
638	виде в	2	3
639	вытекает из	1	3
640	в свою	2	3
641	наконец в	1	3
642	так чтобы	3	3
643	у меня	1	3
644	работа над	2	3
645	с большой	1	3
646	письма и	1	3
647	на основании	5	3
648	быть это	1	3
649	заметить что	1	3
650	к изданию	1	3
651	только при	1	3
652	здесь не	3	3
653	по меньшей	2	3
654	идей и	1	3
655	только потому	1	3
656	то или	1	3
657	сомнений в	2	3
658	он должен	1	3
659	судя по	1	3
660	как к	1	3
661	этом случае	6	3
662	но на	1	3
663	смысле что	1	3
664	может не	1	3
665	и нужно	1	3
666	том числе	1	3
667	он и	2	3
668	не значит	1	3
669	что так	1	3
670	неудивительно что	1	3
671	в русском	1	3
672	них и	2	3
673	а к	1	3
674	ряде случаев	1	3
675	и последний	1	3
676	это еще	2	3
677	о жизни	1	3
678	слово в	1	3
679	с той	1	3
680	и как	9	3
681	если и	1	3
682	к концу	1	3
683	к своему	2	3
684	это несомненно	1	3
685	или менее	1	3
686	к истории	6	3
687	на них	1	3
688	свое выражение	3	3
689	задний план	2	3
690	сомневаться в	1	3
691	думать будто	1	3
692	отношений между	3	3
693	от того	3	3
694	что из	1	3
695	разумеется в	1	3
696	могло быть	1	3
697	и ее	4	3
698	этом и	1	3
699	это можно	1	3
700	действительно не	1	3
701	и других	3	3
702	прямом смысле	4	3
703	все более	4	3
704	ведь и	1	3
705	лучшем случае	1	3
706	его современников	1	3
707	слова в	1	3
708	не к	2	3
709	и уже	3	3
710	котором он	2	3
711	еще при	2	2
712	истории русского	1	2
713	история литературы	3	2
714	в момент	1	2
715	которая в	1	2
716	сверх того	1	2
717	также не	1	2
718	дело с	9	2
719	с русской	3	2
720	это значит	1	2
721	в разных	7	2
722	или нет	2	2
723	она стала	1	2
724	какой бы	2	2
725	знакомый с	1	2
726	и говорить	1	2
727	точно так	2	2
728	одно дело	2	2
729	остановиться на	1	2
730	по мере	4	2
731	на свой	1	2
732	а во-вторых	2	2
733	жизнь в	1	2
734	по их	2	2
735	из самых	1	2
736	зрения на	1	2
737	но важно	1	2
738	меня в	1	2
739	чтобы можно	2	2
740	уже выше	1	2
741	в многочисленных	1	2
742	вещей в	1	2
743	обоих случаях	1	2
744	одновременно и	3	2
745	языка на	2	2
746	историей и	1	2
747	прочим и	1	2
748	есть только	2	2
749	он по	1	2
750	в обстановке	1	2
751	с историей	3	2
752	сам же	2	2
753	большей части	2	2
754	говорится о	1	2
755	литературы в	3	2
756	ответить на	1	2
757	на этой	3	2
758	темы и	1	2
759	этой почве	2	2
760	по тем	2	2
761	доходят до	1	2
762	одно целое	2	2
763	имеет право	1	2
764	нет такой	1	2
765	входит в	3	2
766	второй половины	3	2
767	примером может	1	2
768	вот почему	3	2
769	и другой	1	2
770	не признать	4	2
771	этот текст	1	2
772	представлением о	1	2
773	за собой	3	2
774	втором случае	1	2
775	видеть что	6	2
776	связь между	5	2
777	а между	2	2
778	так а	1	2
779	превращается в	1	2
780	о языке	6	2
781	то как	1	2
782	а только	8	2
783	свою очередь	2	2
784	убедиться в	1	2
785	мере не	1	2
786	всего что	1	2
787	настоящее время	1	2
788	что их	1	2
789	дело что	2	2
790	именно так	1	2
791	имеем дело	1	2
792	имеют не	1	2
793	в зависимости	3	2
794	именно на	2	2
795	это прежде	1	2
796	от себя	3	2
797	во франции	1	2
798	для этой	1	2
799	рукописи и	2	2
800	сам по	2	2
801	все в	1	2
802	а кроме	1	2
803	воззрением на	2	2
804	то очевидно	1	2
805	сравнении с	1	2
806	по праву	1	2
807	с известным	1	2
808	что можно	2	2
809	время в	2	2
810	мы знаем	1	2
811	его биографии	1	2
812	в работах	2	2
813	которого он	1	2
814	большое впечатление	1	2
815	его словам	1	2
816	основных вопросов	1	2
817	в европейской	1	2
818	по содержанию	3	2
819	видит в	4	2
820	то она	2	2
821	работы и	1	2
822	бы только	1	2
823	в интересах	4	2
824	нужно не	1	2
825	и можно	1	2
826	на которое	1	2
827	но совершенно	1	2
828	что история	6	2
829	том-то и	1	2
830	до тех	1	2
831	в среде	1	2
832	них это	1	2
833	в изображении	1	2
834	и язык	1	2
835	сказалось в	2	2
836	поэтому его	1	2
837	примеров такого	1	2
838	так сказать	1	2
839	языка которая	1	2
840	между собой	1	2
841	и теми	3	2
842	к вопросу	1	2
843	действительности и	1	2
844	той или	3	2
845	чтобы понять	4	2
846	ответом на	1	2
847	выражение в	2	2
848	вообще в	2	2
849	опору в	1	2
850	что поэтому	1	2
851	области изучения	1	2
852	к слову	1	2
853	свободна от	1	2
854	в том-то	1	2
855	доказывать что	2	2
856	с какой	1	2
857	к новым	1	2
858	этих трех	1	2
859	объясняется и	1	2
860	но зато	2	2
861	сюда относятся	1	2
862	и критика	1	2
863	др в	1	2
864	не место	2	2
865	которая существует	2	2
866	когда мы	2	2
867	ко времени	2	2
868	ни одной	1	2
869	истории и	4	2
870	что есть	1	2
871	но нет	1	2
872	в общих	1	2
873	на такие	2	2
874	и от	1	2
875	чаще всего	2	2
876	его к	2	2
877	слова как	2	2
878	который был	1	2
879	но далее	1	2
880	не лишает	1	2
881	в число	2	2
882	мы видели	3	2
883	быть и	2	2
884	были бы	1	2
885	с полной	2	2
886	однако с	2	2
887	за ним	1	2
888	которое с	1	2
889	например что	3	2
890	до уровня	1	2
891	к одной	1	2
892	надо сказать	1	2
893	и при	2	2
894	и из	2	2
895	никак не	1	2
896	хотя в	2	2
897	случаях в	1	2
898	для них	2	2
899	критики и	2	2
900	целом ряде	2	2
901	второй части	1	2
902	нам в	1	2
903	от своего	1	2
904	с ней	2	2
905	ближайшим образом	1	2
906	конкретных исторических	1	2
907	не считать	1	2
908	в одних	1	2
909	как не	1	2
910	тем о	1	2
911	состоит из	1	2
912	быть назван	1	2
913	работе над	1	2
914	не до	2	2
915	этот образ	1	2
916	они говорят	1	2
917	как произведение	1	2
918	было у	1	2
919	чем же	3	2
920	мог не	1	2
921	а если	2	2
922	язык и	3	2
923	тех же	1	2
924	случае и	1	2
925	еще на	1	2
926	это то	1	2
927	этой работы	3	2
928	это особенно	1	2
929	них как	1	2
930	зависимости от	3	2
931	только тогда	1	2
932	что если	2	2
933	каждой из	6	2
934	сомнений что	1	2
935	от других	2	2
936	только тем	1	2
937	тогда как	2	2
938	и той	3	2
939	имеем в	1	2
940	таким путем	2	2
941	же только	3	2
942	много общего	1	2
943	в отличие	4	2
944	соответствии с	2	2
945	мог бы	2	2
946	ответа на	3	2
947	или с	1	2
948	ни было	1	2
949	которое он	1	2
950	далеко не	1	2
951	своеобразия и	1	2
952	но вообще	1	2
953	литература в	1	2
954	каком он	1	2
955	у них	2	2
956	в произведениях	1	2
957	своей исторической	1	2
958	в настоящее	1	2
959	только о	2	2
960	тот же	1	2
961	сомнения в	1	2
962	д и	1	2
963	но есть	1	2
964	с каким	1	2
965	истории литературы	3	2
966	не означает	1	2
967	это делает	2	2
968	значение в	2	2
969	различие между	1	2
970	только по	3	2
971	и вот	3	2
972	г о	1	2
973	и этим	1	2
974	что собственно	3	2
975	которых он	1	2
976	а это	1	2
977	в литературе	1	2
978	видеть в	1	2
979	указание на	1	2
980	на которой	1	2
981	собой в	2	2
982	как нечто	8	2
983	с их	5	2
984	ведь это	1	2
985	отдельных случаях	1	2
986	который как	1	2
987	как своего	1	2
988	все вместе	1	2
989	не больше	1	2
990	и эта	1	2
991	с теми	2	2
992	долгое время	1	2
993	как она	4	2
994	говорят о	1	2
995	иной раз	2	2
996	языка по	1	2
997	перед собой	1	2
998	по своему	5	2
999	но уже	2	2
1000	совершенно ясно	1	2
1001	но разумеется	1	2
1002	жизнь и	1	2
1003	чтобы сделать	1	2
1004	письма к	1	2
1005	и тех	1	2
1006	в полной	1	2
1007	понятно почему	1	2
1008	в таких	2	2
1009	отличие от	4	2
1010	потребность в	1	2
1011	не удалась	1	2
1012	так называемой	3	2
1013	русской историей	1	2
1014	эти науки	4	2
1015	пор пока	1	2
1016	с полным	1	2
1017	она во	1	2
1018	с языком	1	2
1019	нужно было	1	2
1020	мы снова	1	2
1021	люди с	1	2
1022	это однако	2	2
1023	не должно	1	2
1024	но вместе	2	2
1025	его отношение	1	2
1026	в какой-то	1	2
1027	самые разнообразные	1	2
1028	показывает как	1	2
1029	же самое	3	2
1030	них нет	1	2
1031	не получается	1	2
1032	назвать в	1	2
1033	литературе не	2	2
1034	времени в	3	2
1035	языка с	2	2
1036	язык в	3	2
1037	нуждается в	3	2
1038	на всем	1	2
1039	и совершенно	2	2
1040	речи об	1	2
1041	в известной	3	2
1042	в сумме	1	1
1043	во всем	2	1
1044	мы можем	2	1
1045	этих науках	1	1
1046	от прежнего	1	1
1047	новое и	1	1
1048	был и	1	1
1049	главе с	1	1
1050	слова которыми	1	1
1051	в настоящем	1	1
1052	еще раз	2	1
1053	можно говорить	3	1
1054	народов в	1	1
1055	место у	1	1
1056	истории для	1	1
1057	выводу что	7	1
1058	можно и	1	1
1059	трудно сказать	1	1
1060	и формальным	1	1
1061	за исключением	1	1
1062	текстов в	1	1
1063	это науки	2	1
1064	и имеет	1	1
1065	исторического исследования	2	1
1066	смысле и	2	1
1067	вопросу о	2	1
1068	какими бы	1	1
1069	и был	2	1
1070	мысли и	2	1
1071	средствами языка	1	1
1072	в принципе	3	1
1073	свою славу	1	1
1074	приступает к	1	1
1075	время не	2	1
1076	иначе но	2	1
1077	это отрицание	1	1
1078	него в	2	1
1079	требует от	1	1
1080	а есть	1	1
1081	имеют своим	1	1
1082	точности соответствует	1	1
1083	по времени	2	1
1084	вполне естественно	1	1
1085	к тексту	2	1
1086	вопрос об	1	1
1087	и самые	1	1
1088	в материал	1	1
1089	лиц которые	1	1
1090	ступеней в	1	1
1091	важный но	1	1
1092	которых так	1	1
1093	национальная культура	1	1
1094	каким образом	2	1
1095	естественно не	1	1
1096	жизни своей	1	1
1097	очень не	1	1
1098	которую принято	1	1
1099	и наука	1	1
1100	именно о	1	1
1101	в построении	1	1
1102	времени была	1	1
1103	если он	1	1
1104	сведения которые	1	1
1105	наука а	1	1
1106	том каким	1	1
1107	рядом с	2	1
1108	самому и	1	1
1109	видно из	1	1
1110	с чем-нибудь	1	1
1111	эта традиция	2	1
1112	успел высказать	1	1
1113	духовной атмосфере	1	1
1114	правда в	1	1
1115	находит себе	3	1
1116	было вполне	1	1
1117	похож на	1	1
1118	в собственном	3	1
1119	и внутренне	1	1
1120	они выросли	1	1
1121	духа в	1	1
1122	помимо всего	1	1
1123	по внешности	1	1
1124	к действительности	2	1
1125	и социального	1	1
1126	области в	1	1
1127	исторического миросозерцания	1	1
1128	общем итоге	1	1
1129	речи например	1	1
1130	невозможно сомневаться	1	1
1131	этой стороны	2	1
1132	в ряду	2	1
1133	не его	1	1
1134	возникает необходимость	1	1
1135	которая отличается	1	1
1136	трудно видеть	6	1
1137	разумеется на	1	1
1138	чтобы лучше	1	1
1139	в дальнейшем	2	1
1140	понять как	1	1
1141	перечислять все	1	1
1142	представляла собой	1	1
1143	одно время	1	1
1144	действительности в	2	1
1145	перестает быть	1	1
1146	и того	3	1
1147	самый способ	1	1
1148	более широком	2	1
1149	литературного искусства	2	1
1150	комментария к	1	1
1151	сплошь да	1	1
1152	разная степень	1	1
1153	размышлений и	1	1
1154	о чем-то	1	1
1155	известным правом	1	1
1156	нее известного	1	1
1157	нельзя было	1	1
1158	нас и	1	1
1159	духовной жизни	3	1
1160	текста это	1	1
1161	отсюда и	2	1
1162	таков что	1	1
1163	по возможности	3	1
1164	д в	2	1
1165	но во	1	1
1166	в каких	1	1
1167	случае она	1	1
1168	и своим	1	1
1169	как чего-то	1	1
1170	дело история	1	1
1171	вопроса об	1	1
1172	нечто целое	2	1
1173	значительной мере	2	1
1174	больше в	1	1
1175	имея в	1	1
1176	своим источником	1	1
1177	разных формах	1	1
1178	это отношения	1	1
1179	одной и	2	1
1180	у автора	1	1
1181	народа не	1	1
1182	об отношении	3	1
1183	человечества в	1	1
1184	средних веков	2	1
1185	только на	3	1
1186	исследования и	3	1
1187	между отдельными	1	1
1188	разные и	2	1
1189	научного издания	1	1
1190	приходит к	1	1
1191	себе и	2	1
1192	это во-первых	2	1
1193	этим не	1	1
1194	нельзя отрицать	1	1
1195	уже и	10	1
1196	не вполне	4	1
1197	как оно	3	1
1198	от той	1	1
1199	дать ответ	2	1
1200	необходимо теперь	1	1
1201	деятельности он	1	1
1202	научной работе	5	1
1203	так называемых	4	1
1204	всегда и	1	1
1205	которого был	1	1
1206	в прошлом	2	1
1207	к ним	1	1
1208	обратим внимание	2	1
1209	та деятельность	1	1
1210	вообще и	3	1
1211	вернуться к	1	1
1212	наряду с	3	1
1213	они должны	1	1
1214	смысле не	1	1
1215	соответствующие моменты	1	1
1216	в самое	1	1
1217	и историческими	2	1
1218	языка как	2	1
1219	материала к	1	1
1220	место для	1	1
1221	выражения которые	1	1
1222	на вещи	2	1
1223	чем вполне	1	1
1224	без того	1	1
1225	признать очень	2	1
1226	материал в	1	1
1227	есть существенная	1	1
1228	русской литературы	1	1
1229	которыми мы	1	1
1230	каждое из	1	1
1231	не обязанность	1	1
1232	в текст	1	1
1233	по одной	1	1
1234	речь о	1	1
1235	отличается тем	1	1
1236	и ранее	2	1
1237	он сам	3	1
1238	русский язык	3	1
1239	были в	1	1
1240	истории история	1	1
1241	дан в	1	1
1242	в идеале	2	1
1243	идут в	1	1
1244	и чувства	1	1
1245	природе и	2	1
1246	здесь идет	1	1
1247	г он	1	1
1248	общего значения	1	1
1249	разницей что	1	1
1250	данных которые	1	1
1251	о связи	1	1
1252	них непосредственно	1	1
1253	к языку	2	1
1254	прав был	1	1
1255	себя в	2	1
1256	от собственно	1	1
1257	быта и	3	1
1258	исторических источников	1	1
1259	смысле как	3	1
1260	вся эта	1	1
1261	о ней	1	1
1262	эти отдельные	1	1
1263	в подобных	1	1
1264	к рукописи	1	1
1265	иначе говоря	1	1
1266	ближе к	2	1
1267	представить себе	7	1
1268	которую можно	1	1
1269	для начала	1	1
1270	д все	2	1
1271	чтобы выяснить	1	1
1272	ответов на	1	1
1273	вся разница	1	1
1274	все здесь	1	1
1275	она и	1	1
1276	истории в	2	1
1277	тот смысл	1	1
1278	похожи на	1	1
1279	жить в	1	1
1280	время и	1	1
1281	даже к	1	1
1282	что каждая	2	1
1283	и особые	1	1
1284	очень далеко	1	1
1285	чем на	1	1
1286	но еще	1	1
1287	притом не	1	1
1288	в поисках	1	1
1289	явлениями в	2	1
1290	у каждого	1	1
1291	смысле в	2	1
1292	в гг	1	1
1293	народов но	2	1
1294	именно как	3	1
1295	традиции это	1	1
1296	объяснение в	1	1
1297	формы но	1	1
1298	а и	1	1
1299	то для	1	1
1300	с русским	2	1
1301	в с	3	1
1302	тесно связан	1	1
1303	что несмотря	2	1
1304	критической обработки	1	1
