N	2gram	Nazirov_Tv	KFilosof
543	себя из	1	1
544	до степени	1	1
545	конечном счете	4	1
546	как действительной	1	1
547	если он	4	1
548	но само	1	1
549	между прочим	1	1
550	и исторической	1	1
551	в стороне	2	1
552	светом в	1	1
553	характер и	1	1
554	определяет человека	1	1
555	то все	2	1
556	не равно	1	1
557	отдельного человека	2	1
558	в какой	1	1
559	имеет место	1	1
560	как о	1	1
561	места где	1	1
562	один момент	1	1
563	жизнь на	2	1
564	только через	2	1
565	их в	1	1
566	мы никогда	1	1
567	одновременно и	2	1
568	эта функция	1	1
569	вместе с	4	1
570	на этом	1	1
571	при таком	1	1
572	в этих	2	1
573	его все	1	1
574	есть только	1	1
575	не знать	2	1
576	связи между	1	1
577	мы только	1	1
578	приводит к	4	1
579	на все	1	1
580	отличается от	1	1
581	между собой	2	1
582	представляется нам	1	1
583	действительную жизнь	1	1
584	по самому	2	1
585	между ними	1	1
586	героя для	1	1
587	психическая реакция	1	1
588	но уже	2	1
589	которая сама	1	1
590	на его	4	1
591	в известном	2	1
592	литературе о	1	1
593	к человеку	3	1
594	эта последняя	1	1
595	а только	1	1
596	делает его	1	1
597	об этом	4	1
598	единство и	1	1
599	разные стороны	1	1
600	в эту	1	1
601	человек здесь	1	1
602	к тому	2	1
603	в одной	5	1
604	сих пор	1	1
605	особенно в	3	1
606	действительности и	3	1
607	говорят об	1	1
608	относиться к	1	1
609	и всей	1	1
610	по предмету	1	1
611	центра и	1	1
612	не был	4	1
613	смерти и	1	1
614	движении в	1	1
615	только для	2	1
616	частей и	1	1
617	с этим	2	1
618	здесь лишь	1	1
619	сам же	1	1
620	но его	2	1
621	остается в	1	1
622	нет ничего	1	1
623	перестает быть	1	1
624	можно в	1	1
625	должен был	2	1
626	для друга	1	1
627	во всяком	2	1
628	отказа от	2	1
629	необходимое условие	1	1
630	в жизнь	2	1
631	нуждается в	2	1
632	мир с	2	1
633	не является	3	1
634	не существует	3	1
635	но с	1	1
636	может жить	1	1
637	а к	1	1
638	жизни а	1	1
639	акт в	1	1
640	другим людям	1	1
641	в действительности	1	1
642	приводит его	1	1
643	не он	1	1
644	каких бы	2	1
645	действия в	1	1
646	в последней	1	1
647	значит что	3	1
648	целостного и	1	1
649	а просто	1	1
650	она должна	1	1
651	жизни при	1	1
652	то этот	1	1
653	не имеют	4	1
654	не содержится	1	1
655	в философии	2	1
656	мы уже	2	1
657	о каком-то	1	1
658	во все	1	1
659	но при	1	1
660	всяком случае	2	1
661	эти слова	3	1
662	как бытие	1	1
663	пустого и	1	1
664	его не	1	1
665	не знаю	1	1
666	который по	1	1
667	и место	1	1
668	все свои	1	1
669	также и	1	1
670	ту же	4	1
671	быть к	1	1
672	о возможности	1	1
673	но эти	3	1
674	из жизни	3	1
675	и слышит	1	1
676	смысл бытия	1	1
677	другом в	2	1
678	переживание времени	3	1
679	у меня	1	1
680	этих основных	1	1
681	а через	1	1
682	конкретное многообразие	1	1
683	в этот	3	1
684	и чтобы	1	1
685	индивидуальность как	1	1
686	умирает в	1	1
687	просто не	3	1
688	а мои	1	1
689	что жить	2	1
690	мы должны	1	1
691	по поводу	1	1
692	я только	1	1
693	слова и	1	1
694	вообще как	1	1
695	поэтому мы	1	1
696	в искусстве	3	1
697	и имеет	1	1
698	христос уже	1	1
699	и уже	1	1
700	философия жизни	1	1
701	когда он	4	1
702	на чем	1	1
703	живет и	1	1
704	только на	2	1
705	в которую	2	1
706	все с	1	1
707	может служить	2	1
708	за собой	4	1
709	при такой	1	1
710	но сам	1	1
711	быть понята	2	1
712	связь между	1	1
713	отношений между	2	1
714	жизни это	1	1
715	каждый раз	1	1
716	него с	1	1
717	же самое	1	1
718	но только	3	1
719	главным образом	1	1
720	общее положение	1	1
721	но отнюдь	1	1
722	причина его	1	1
723	и до	2	1
724	ту или	1	1
725	его ибо	1	1
726	маленького человека	5	1
727	мир а	2	1
728	в истории	2	1
729	относит и	1	1
730	бы меня	1	1
731	и религии	1	1
732	в большинстве	1	1
733	до того	1	1
734	свою очередь	2	1
735	видения мира	1	1
736	причем к	1	1
737	любви к	2	1
738	а во	2	1
739	признать что	1	1
740	через него	2	1
741	вне его	1	1
742	их и	1	1
743	еще на	1	1
744	всего этого	1	1
745	скорее наоборот	1	1
746	а тем	1	1
747	жду его	1	1
748	в не	1	1
749	ибо он	1	1
750	я это	1	1
751	я в	1	1
752	и эстетического	1	1
753	за этим	1	1
754	элемента в	1	1
755	чувство как	1	1
756	я как	1	1
757	но мы	1	1
758	в моей	1	1
759	пока еще	1	1
760	живой жизни	2	1
761	вообще и	1	1
762	по всей	1	1
763	человека его	2	1
764	и где	1	1
765	но внутри	1	1
766	к ней	3	1
767	известном смысле	2	1
768	настоящее время	2	1
769	я с	1	1
770	содержанием и	1	1
771	этой книги	4	1
772	если мы	1	1
773	бы его	1	1
774	вечности это	1	1
775	теории то	1	1
776	а скорее	1	1
777	той же	4	1
778	и др	2	1
779	о его	1	1
780	всех сторон	1	1
781	одной из	7	1
782	что может	1	1
783	человека как	2	1
784	него все	1	1
785	как я	1	1
786	в первой	4	1
787	и от	8	1
788	что все	4	1
789	с которым	2	1
790	столь же	2	1
791	том же	3	1
792	он пытается	1	1
793	к миру	2	1
794	же в	1	1
795	что она	5	1
796	его знает	1	1
797	исходит из	1	1
798	слово и	1	1
799	такой же	4	1
800	и о	2	1
801	имеют дело	1	1
802	и будущего	3	1
803	одна из	5	1
804	на то	1	1
805	уже чисто	1	1
806	не стоит	1	1
807	от них	1	1
808	и по	5	1
809	течения времени	1	1
810	все другие	1	1
811	он живет	2	1
812	какие бы	1	1
813	в эстетическую	1	1
814	это в	3	1
815	к другим	1	1
816	является только	1	1
817	месте в	1	1
818	сведено к	1	1
819	к этим	1	1
820	котором оно	1	1
821	друг друга	2	1
822	не мог	3	1
823	до абсурда	1	1
824	в движении	2	1
825	извне как	1	1
826	того же	2	1
827	есть основа	3	1
828	человека но	3	1
829	не просто	1	1
830	нет не	2	1
831	не случайно	6	1
832	был не	1	1
833	она действительно	1	1
834	в настоящее	1	1
835	который и	1	1
836	в один	3	1
837	бы эта	1	1
838	в трагедии	1	1
839	жизни не	2	1
840	поэтому он	1	1
841	друг для	1	1
842	возможно это	1	1
843	не предмет	1	1
844	и эстетическое	1	1
845	решения этой	1	1
846	как мы	1	1
847	собою только	1	1
848	наше время	4	1
849	мысли и	5	1
850	и предметом	1	1
851	не к	2	1
852	к добру	2	1
853	ни во	2	1
854	своего развития	1	1
855	ее не	1	1
856	а я	3	1
857	себя но	2	1
858	не зависит	1	1
859	во второй	3	1
860	можно только	1	1
