N	2gram	Tiupa_Hudo	VLabPisa
148	что у	4	3
149	никитин и	1	3
150	мы знаем	4	3
151	мы имеем	1	3
152	а вот	2	3
153	того что	5	3
154	никак не	3	3
155	но как	3	3
156	видеть в	1	3
157	него в	2	3
158	со своим	5	3
159	что и	3	3
160	сводится к	7	3
161	подобно тому	4	3
162	его в	5	3
163	в форме	2	3
164	если бы	7	3
165	или в	3	3
166	говорит в	2	3
167	именно в	9	3
168	в конце	5	3
169	или иная	4	3
170	например в	3	3
171	между ними	2	3
172	и как	1	3
173	в творческом	3	3
174	в слове	1	3
175	же и	3	3
176	в которых	1	3
177	например что	1	3
178	явлений и	1	3
179	том как	5	3
180	а всего	2	3
181	вовсе не	2	3
182	бы в	2	3
183	с этим	3	3
184	а в	11	3
185	что не	4	3
186	как о	3	3
187	в котором	5	3
188	она не	6	3
189	в значительной	3	3
190	его не	1	3
191	того чтобы	6	3
192	всего лишь	7	3
193	для того	3	3
194	тому как	4	3
195	как он	4	3
196	вслед за	3	3
197	мыслительного процесса	1	3
198	далеко не	1	3
199	так же	3	3
200	человека и	4	3
201	в творчестве	4	3
202	образом не	1	3
203	как на	2	3
204	нет и	2	3
205	работая над	1	3
206	наблюдения и	2	3
207	та или	4	3
208	это делает	1	3
209	образом в	1	3
210	и от	6	3
211	точки зрения	7	3
212	жизни и	10	3
213	что без	1	3
214	что говорит	2	3
215	и по	3	3
216	всех этих	1	3
217	художественной деятельности	1	2
218	в особенности	1	2
219	этом и	2	2
220	к сожалению	1	2
221	же о	2	2
222	представить себе	1	2
223	им как	1	2
224	и весь	1	2
225	только не	3	2
226	все его	3	2
227	том чтобы	2	2
228	писателя и	1	2
229	и этот	1	2
230	из которых	1	2
231	они и	2	2
232	от его	1	2
233	они не	2	2
234	достоевского и	1	2
235	на вопрос	2	2
236	если в	4	2
237	на язык	1	2
238	должно быть	2	2
239	того как	1	2
240	при всей	3	2
241	ее как	1	2
242	с одной	4	2
243	том числе	1	2
244	воображение и	1	2
245	внимание на	3	2
246	реакции на	1	2
247	смысле слова	1	2
248	своих героев	2	2
249	с нею	2	2
250	говорить о	4	2
251	да и	5	2
252	хотя и	3	2
253	к а	1	2
254	о чем	9	2
255	что при	3	2
256	для многих	1	2
257	в науке	1	2
258	как у	2	2
259	и через	1	2
260	для них	1	2
261	не столько	4	2
262	с другими	2	2
263	его от	1	2
264	по себе	3	2
265	и роли	1	2
266	но с	3	2
267	в своих	4	2
268	что нет	1	2
269	и даже	4	2
270	что ни	1	2
271	этой точки	1	2
272	мышления в	1	2
273	в которой	2	2
274	не о	3	2
275	а о	2	2
276	ни одна	2	2
277	что его	1	2
278	мысль о	2	2
279	как об	1	2
280	что она	10	2
281	но не	7	2
282	в ней	6	2
283	но вот	1	2
284	который по	1	2
285	между собою	1	2
286	в жизни	9	2
287	воображения не	1	2
288	стороны в	1	2
289	в последнем	1	2
290	начинается с	2	2
291	к его	1	2
292	же как	4	2
293	между прочим	1	2
294	что мы	1	2
295	слова не	1	2
296	и просто	1	2
297	на этом	5	2
298	именно этого	1	2
299	не менее	9	2
300	так сказать	3	2
301	ли не	1	2
302	только для	4	2
303	бы не	3	2
304	остановимся на	3	2
305	может не	1	2
306	отличается от	1	2
307	в воображении	1	2
308	на то	4	2
309	произведения а	1	2
310	себе и	3	2
311	которая не	3	2
312	в чем	1	2
313	числе и	1	2
314	например как	1	2
315	наиболее существенные	1	2
316	конечном итоге	1	2
317	говорит об	1	2
318	могло бы	1	2
319	сих пор	3	2
320	по его	4	2
321	начнем с	2	2
322	а для	1	2
323	легко и	1	2
324	еще не	10	2
325	все они	2	2
326	в каждом	1	2
327	во всяком	1	2
328	и потому	3	2
329	еще и	2	2
330	того или	4	2
331	до сих	3	2
332	человека в	10	2
333	и быть	4	2
334	а как	2	2
335	в целях	1	2
336	от характера	1	2
337	и заключается	1	2
338	в самых	1	2
339	лица и	1	2
340	в течение	1	2
341	всяком случае	1	2
342	одной стороны	4	2
343	относится к	1	2
344	также и	1	2
345	в другом	3	2
346	но то	1	2
347	не по	2	2
348	с а	1	2
349	не всегда	1	2
350	из себя	1	2
351	формы и	1	2
352	лишь в	5	2
353	связана с	1	2
354	в системе	2	2
355	не с	2	2
356	плана в	1	2
357	в различных	1	2
358	о своем	2	2
359	можно было	6	2
360	только у	1	2
361	не пишет	1	2
362	словесного выражения	1	2
363	даже не	1	2
364	в течении	1	2
365	стороны и	1	2
366	и сам	3	2
367	от того	1	2
368	знаем что	2	2
369	как например	2	2
370	пока еще	3	2
371	как известно	1	2
372	на это	2	2
373	например не	1	2
374	из рассказа	4	2
375	ни одного	1	2
376	он и	2	2
377	и памяти	1	2
378	же самое	4	2
379	он в	2	2
380	будто бы	6	2
381	в сфере	2	2
382	и никогда	1	2
383	заключается в	1	2
384	и у	3	2
385	о его	2	2
386	произведения не	4	2
387	одной из	5	2
388	в образе	1	2
389	на него	3	2
390	как от	2	2
391	его произведений	1	2
392	творчества к	1	2
393	он не	8	2
394	или иной	2	2
395	в общем	1	2
396	который в	2	2
397	он сам	3	2
398	пародия на	4	2
399	автора как	1	2
400	в области	1	2
401	что даже	2	2
402	конце концов	1	2
403	чтобы не	3	2
404	три года	1	2
405	и для	5	2
406	но для	1	2
407	только о	2	2
408	частности к	1	2
409	то о	2	2
410	ни с	2	2
411	целого ряда	1	2
412	но в	6	2
413	толстой в	1	2
414	вплоть до	1	2
415	столь резко	1	2
416	не сводимо	1	1
417	для зрелого	1	1
418	личного опыта	2	1
419	были бы	1	1
420	это на	1	1
421	н толстой	2	1
422	неотделимы от	1	1
423	то в	6	1
424	что один	1	1
425	от него	3	1
426	именно к	1	1
427	однако и	5	1
428	и другие	5	1
429	этом случае	1	1
430	мы из	1	1
431	и составляет	2	1
432	понятий и	1	1
433	и то	2	1
434	которой я	1	1
435	ответ на	1	1
436	доме или	1	1
437	человеческой личности	1	1
438	ее и	2	1
439	образом и	1	1
440	взгляд на	1	1
441	ни в	5	1
442	а другие	2	1
443	но на	1	1
444	еще одну	1	1
445	некоторые места	1	1
446	что если	1	1
447	интерпретации в	1	1
448	можно говорить	1	1
449	связано с	1	1
450	содержания а	1	1
451	не противоречит	1	1
452	внешнего облика	1	1
453	и ей	3	1
454	в формировании	1	1
455	вне себя	1	1
456	достоевского в	1	1
457	мышления и	3	1
458	от жизни	1	1
459	данном случае	3	1
460	что этим	1	1
461	заключена в	1	1
462	в специальных	1	1
463	то есть	1	1
464	на тех	3	1
465	его самого	1	1
466	не слишком	1	1
467	несколько наиболее	1	1
468	время она	1	1
469	или только	1	1
470	сущность и	1	1
471	к этой	4	1
472	переходит в	1	1
473	то следует	1	1
474	и прочих	1	1
475	мы не	2	1
476	случайное и	1	1
477	и имеет	1	1
478	в состоянии	3	1
479	он всегда	1	1
480	с этой	3	1
481	не чем	1	1
482	слышит их	1	1
483	с очень	1	1
484	художником и	1	1
485	еще больше	1	1
486	к сфере	1	1
487	дело с	2	1
488	еще более	1	1
489	и менее	1	1
490	несмотря на	7	1
491	есть его	1	1
492	освободиться от	1	1
493	не для	1	1
494	оказывается не	1	1
495	а и	2	1
496	которых он	1	1
497	или с	2	1
498	реальной жизни	1	1
499	все зависит	1	1
500	в определенном	1	1
501	с ним	6	1
502	и протекает	1	1
503	романа в	3	1
504	по выражению	3	1
505	не являются	1	1
506	не должна	1	1
507	это обычно	1	1
508	полагаем что	1	1
509	о нем	4	1
510	не как	3	1
511	пяти лет	1	1
512	о свободе	1	1
513	мы в	1	1
514	имеет своей	1	1
515	для нас	4	1
516	никак между	1	1
517	п все	1	1
518	и всегда	1	1
519	и точно	1	1
520	к поискам	1	1
521	и характера	1	1
522	сквозь призму	1	1
523	поэтому же	1	1
524	они в	2	1
525	или иную	2	1
526	таков в	1	1
527	нет это	1	1
528	из форм	1	1
529	каждого человека	3	1
530	того момента	1	1
531	таком случае	1	1
532	мере и	1	1
533	в этих	7	1
534	без того	1	1
535	без этого	1	1
536	что делать	1	1
537	следующими словами	1	1
538	сказал бы	1	1
539	в рамки	1	1
540	в виде	2	1
541	если первая	1	1
542	как было	2	1
543	построенного на	1	1
544	ведь это	1	1
545	теперь на	1	1
546	как же	1	1
547	так выразиться	1	1
548	так или	3	1
549	этого процесса	1	1
550	о природе	3	1
551	сами по	1	1
552	в художественную	1	1
553	в духе	6	1
554	саду и	1	1
555	но он	3	1
556	самом деле	6	1
557	но все	2	1
558	еще раз	2	1
559	жизни это	1	1
560	этого не	1	1
561	в свои	2	1
562	или иначе	3	1
563	мысль то	1	1
564	не будем	1	1
565	а также	4	1
566	жизнь в	3	1
567	сказал что	1	1
568	и заканчивается	2	1
569	внутреннего мира	2	1
570	сумасшедшем доме	1	1
571	приходит в	2	1
572	который как	1	1
573	определял как	1	1
574	и которая	1	1
575	этим и	1	1
576	это состояние	1	1
577	в мелодии	1	1
578	на свою	1	1
579	ему самому	1	1
580	и все	10	1
581	по аналогии	1	1
582	учения о	1	1
583	о своей	3	1
584	на себя	3	1
585	о внутреннем	1	1
586	зрения на	2	1
587	сущности в	1	1
588	в саду	2	1
589	тем что	6	1
590	с анной	4	1
591	как сказал	1	1
592	которая служит	1	1
593	превращаются в	1	1
594	в музыке	1	1
595	еще недостаточно	1	1
596	когда все	2	1
597	ничего и	1	1
598	сообщая о	1	1
599	в таком	3	1
600	между этими	1	1
601	можно назвать	2	1
602	места и	1	1
603	под воздействием	2	1
604	в стороне	1	1
605	слова на	1	1
606	для своей	1	1
607	бы быть	1	1
608	его индивидуальной	1	1
609	друг другу	1	1
610	чем иным	1	1
611	и без	1	1
612	в какой	1	1
613	в памяти	1	1
614	мы встречаемся	1	1
615	нас к	2	1
616	в в	1	1
617	чтобы ответить	1	1
618	ф м	3	1
619	в соответствии	1	1
620	только через	1	1
621	сад и	1	1
622	а именно	1	1
623	или даже	2	1
624	по ее	2	1
625	душевное состояние	1	1
626	это время	2	1
627	одновременно и	5	1
628	и так	3	1
629	как можно	1	1
630	чехова и	2	1
631	по определению	1	1
632	при таком	1	1
633	как в	11	1
634	и характер	1	1
635	собой не	1	1
636	на одном	2	1
637	по своему	3	1
638	них и	1	1
639	себя и	4	1
640	не имеет	2	1
641	является для	1	1
642	смертью в	1	1
643	обе эти	1	1
644	зрения и	1	1
645	но у	2	1
646	между собой	1	1
647	этих художников	1	1
648	о котором	2	1
649	собою в	1	1
650	если можно	3	1
651	том смысле	1	1
652	это было	2	1
653	не знала	2	1
654	лежит в	1	1
655	в итоге	1	1
656	речь идет	3	1
657	в известном	1	1
658	образом это	1	1
659	в плоскости	1	1
660	в следующей	3	1
661	и это	7	1
662	пока он	1	1
663	наблюдениям в	1	1
664	очень существенно	1	1
665	в каждой	2	1
666	художников не	1	1
667	а только	4	1
668	к числу	3	1
669	не его	1	1
670	ничего общего	1	1
671	и из	1	1
672	на себе	3	1
673	похожи на	1	1
674	что их	1	1
675	на другом	1	1
676	жизни к	1	1
677	н в	1	1
678	героя и	5	1
679	мысли в	2	1
680	вопрос что	1	1
681	человека а	2	1
682	обращение к	2	1
683	не все	2	1
684	систему персонажей	1	1
685	казалось бы	12	1
686	обыденной жизни	1	1
687	как произведение	1	1
688	той или	1	1
689	в дальнейшем	2	1
690	жизнь и	2	1
691	вскрывается при	1	1
692	нет ничего	4	1
693	поскольку она	1	1
694	и тех	3	1
695	ни к	2	1
696	его и	2	1
697	необходимое условие	1	1
698	этого писателя	1	1
699	совершенно не	1	1
700	признать что	2	1
701	как показывает	1	1
702	том случае	2	1
703	исходя из	1	1
704	ответить на	2	1
705	более чем	2	1
706	личности самого	1	1
707	эти тенденции	1	1
708	в прозе	1	1
709	по наблюдениям	1	1
710	на этой	1	1
711	находит свое	1	1
712	а с	5	1
713	в данном	3	1
714	личности в	9	1
715	всю его	1	1
716	сознания а	1	1
717	а порой	2	1
718	в основе	3	1
719	в сумасшедшем	1	1
720	не видеть	1	1
721	в классической	1	1
722	тем более	1	1
723	а если	1	1
724	его детстве	1	1
725	художественное мышление	1	1
726	оно в	1	1
727	художественного целого	8	1
728	что этот	1	1
729	вторая тенденция	1	1
730	вопрос о	2	1
731	не означает	2	1
732	чехова с	2	1
733	и повести	2	1
734	художника перед	1	1
735	тех же	2	1
736	которой он	2	1
737	говорил о	1	1
738	но ведь	2	1
739	за этими	3	1
740	д перед	1	1
741	случае если	2	1
742	не составляет	1	1
743	об одном	3	1
744	в лучшем	1	1
745	в чистом	1	1
746	он был	1	1
747	духовной жизни	2	1
748	жизнь их	1	1
749	характер так	1	1
750	действительности как	1	1
751	есть в	1	1
752	и толстой	1	1
753	в роли	3	1
754	к идее	1	1
755	при отсутствии	1	1
756	момента когда	1	1
757	входит в	1	1
758	нам в	1	1
759	наконец в	2	1
760	единства в	1	1
761	уже в	2	1
762	не дает	1	1
763	ту или	2	1
764	бытия в	1	1
765	однако если	2	1
766	неотделимо от	1	1
767	нельзя не	1	1
768	только об	1	1
769	и верного	1	1
770	не один	1	1
771	его творчества	1	1
772	почти то	1	1
773	друг друга	5	1
774	ими в	1	1
775	потому что	7	1
776	в свою	1	1
777	сознания в	2	1
778	и тем	2	1
779	слова и	1	1
780	у чехова	20	1
781	обойтись без	1	1
782	и поэтому	2	1
783	в него	2	1
784	оно и	1	1
785	только один	1	1
786	то все	1	1
787	однако эта	1	1
788	в характере	1	1
789	а по	2	1
790	же наконец	1	1
791	не могло	2	1
792	но она	1	1
793	со стороны	6	1
794	только на	6	1
795	если же	1	1
796	и детей	1	1
797	выйти за	1	1
798	еще из	1	1
799	наконец для	1	1
800	что эта	1	1
801	может служить	1	1
802	на его	2	1
803	к творчеству	2	1
804	и ему	5	1
805	есть и	3	1
806	и та	1	1
807	одни только	2	1
808	его художественной	2	1
809	наблюдения не	1	1
810	хотя в	1	1
811	и что	3	1
812	дело не	2	1
813	на сознание	1	1
814	к области	2	1
815	приходит к	3	1
816	диаметрально противоположные	1	1
817	в сад	1	1
818	а между	4	1
819	заключает в	2	1
820	в начале	3	1
821	говоря о	2	1
822	свободе воли	1	1
823	еще в	4	1
824	это то	1	1
825	этой жизни	2	1
826	м достоевского	3	1
827	толстой и	1	1
828	бы уже	1	1
829	то как	1	1
830	что еще	1	1
831	повестей белкина	1	1
832	все случайное	1	1
833	романа и	1	1
834	логика художественного	1	1
835	глубину и	1	1
836	этом смысле	1	1
837	себя от	1	1
838	своих персонажей	1	1
839	себе ту	1	1
840	то или	1	1
841	или как	1	1
842	верно и	1	1
843	самого начала	1	1
844	характером и	1	1
845	каждый из	1	1
846	бы совершенно	1	1
847	себе в	2	1
848	свою очередь	1	1
849	и наоборот	1	1
850	или иное	1	1
851	это его	1	1
852	начинает свой	1	1
853	в глаза	1	1
854	мы полагаем	1	1
855	не случайно	14	1
856	это вопрос	1	1
857	порой и	2	1
858	художественных произведений	1	1
859	рассказа о	4	1
860	стремится найти	1	1
861	к каждому	1	1
862	личности и	3	1
863	был прав	1	1
864	служит не	1	1
865	писателя как	1	1
866	потом в	1	1
867	им она	1	1
868	но ни	1	1
869	и болезненно	1	1
870	из наиболее	1	1
871	тот или	1	1
872	отношение к	3	1
873	каждым из	1	1
874	не каждому	1	1
875	как мы	5	1
876	целого произведения	1	1
877	а а	2	1
878	со своими	1	1
879	соответствии с	2	1
880	сходные с	1	1
881	же не	3	1
882	жизни не	2	1
883	к ней	2	1
884	к двум	2	1
885	я с	2	1
886	в данной	2	1
887	не случайное	1	1
888	и мысль	1	1
889	общего с	1	1
890	можно так	1	1
891	одном полюсе	1	1
892	автор не	1	1
893	бы его	1	1
894	затрудняется в	1	1
895	заметить что	2	1
896	и служит	1	1
897	к ее	1	1
898	в ходе	4	1
899	в театре	4	1
900	бы он	1	1
901	гончарова и	1	1
902	обратимся к	2	1
903	анализа и	1	1
904	но ее	1	1
905	находится в	1	1
906	уже не	12	1
907	за его	1	1
908	имеем дело	1	1
909	что характер	1	1
910	стоит только	1	1
911	в футляре	4	1
912	слова в	2	1
913	сказать не	1	1
914	он обычно	1	1
915	или иного	4	1
916	природы не	1	1
917	процессов в	1	1
918	забывать что	1	1
919	своей личности	1	1
920	самой природы	1	1
921	жизнью и	3	1
922	отметим еще	1	1
923	человека вообще	1	1
924	остается один	1	1
925	происходит в	1	1
926	быть образом	1	1
927	и других	1	1
928	согласиться с	3	1
929	сознания между	1	1
930	иным как	1	1
931	деле в	2	1
932	как будто	7	1
933	против теории	1	1
934	искусства в	1	1
935	у н	1	1
936	искусства это	1	1
937	здесь не	2	1
938	себя до	1	1
939	известно о	1	1
940	этот предварительный	1	1
941	художника однако	1	1
942	пишет например	1	1
943	трудно не	3	1
944	этими двумя	1	1
945	чувства в	2	1
946	это в	4	1
947	или не	3	1
948	и чувства	2	1
949	даже для	1	1
950	воспроизведение в	1	1
951	но это	2	1
952	не над	1	1
953	имели бы	1	1
954	с ее	7	1
955	во времени	2	1
956	видения мира	1	1
957	в самой	2	1
958	становится в	1	1
959	каждого из	3	1
960	он должен	1	1
961	войну и	1	1
962	характерно что	4	1
963	что на	4	1
964	четыре года	1	1
965	с того	4	1
966	писал о	1	1
967	жизни личности	2	1
968	его сознания	2	1
969	виду что	1	1
970	понять и	1	1
971	имеет ничего	1	1
972	у которого	2	1
