N	2gram	Potebnia_M	Istorich
203	по отношению	12	14
204	находится в	5	14
205	можно было	1	14
206	мы еще	1	14
207	и ее	1	14
208	одной из	3	14
209	на вопрос	2	14
210	у нас	2	14
211	образом мы	1	14
212	право на	1	14
213	его на	3	14
214	должна быть	2	14
215	но они	1	14
216	имеем и	1	14
217	и есть	4	14
218	из которых	1	14
219	увидим ниже	1	14
220	такое же	5	14
221	должен был	2	14
222	а также	1	14
223	отношение к	2	14
224	отношению к	10	14
225	и наконец	3	14
226	или на	2	13
227	на ней	1	13
228	в своем	6	13
229	на котором	4	13
230	время как	3	13
231	по себе	26	13
232	то время	7	13
233	тогда как	8	13
234	в себе	26	13
235	в таких	4	13
236	все что	4	13
237	своего рода	1	13
238	в форме	2	13
239	в нее	5	13
240	и от	5	13
241	с ними	6	13
242	не имеет	10	13
243	смерти и	1	13
244	к своему	3	13
245	его не	2	13
246	и если	4	13
247	что иное	1	13
248	таким же	2	13
249	во всем	2	12
250	хотя бы	3	12
251	а потом	2	12
252	ответ на	3	12
253	о нем	1	12
254	в их	2	12
255	на более	2	12
256	к ней	7	12
257	не знает	4	12
258	одним из	3	12
259	что не	12	12
260	между прочим	5	12
261	за ним	4	12
262	в более	4	12
263	и их	4	12
264	только после	1	12
265	миф о	1	11
266	некоторое время	3	11
267	к которому	1	11
268	точки зрения	4	11
269	ясно что	1	11
270	я не	1	11
271	от этого	2	11
272	должны быть	3	11
273	главным образом	1	11
274	стоит на	1	11
275	никто не	5	11
276	иное как	1	11
277	в очень	1	11
278	у меня	2	11
279	уже в	10	11
280	на нее	2	11
281	огонь и	1	11
282	же в	3	11
283	происходит в	2	11
284	по мере	12	11
285	но уже	2	11
286	не что	1	11
287	хотя и	3	11
288	должно было	2	11
289	относится к	6	11
290	но оно	6	11
291	дает нам	3	11
292	и вот	1	11
293	на которой	4	11
294	и более	4	11
295	этого не	3	11
296	человека в	2	11
297	далеко не	5	11
298	и к	5	10
299	он видит	1	10
300	не как	3	10
301	к ним	3	10
302	от них	4	10
303	но так	3	10
304	не было	12	10
305	в которой	9	10
306	в греции	1	10
307	а с	4	10
308	и тот	5	10
309	его к	2	10
310	на основе	1	10
311	вслед за	6	10
312	еще один	1	10
313	что же	3	10
314	но если	2	10
315	ее на	1	10
316	однако это	1	10
317	пока не	2	10
318	и других	3	10
319	то не	3	10
320	там же	8	10
321	начинается с	1	10
322	в это	2	10
323	в различных	2	10
324	приходит к	1	10
325	друг с	1	10
326	не мог	1	10
327	себя в	1	10
328	в состоянии	5	10
329	в ее	3	10
330	но как	2	10
331	известно что	4	10
332	ни в	2	10
333	если не	6	10
334	а если	1	10
335	не знаем	5	10
336	он может	2	10
337	указывает на	8	10
338	есть только	9	10
339	что эти	3	10
340	что эта	3	10
341	не можем	8	10
342	более или	6	9
343	и вместе	6	9
344	на первый	1	9
345	не представляет	1	9
346	но эти	1	9
347	только на	4	9
348	себе в	2	9
349	том чтобы	4	9
350	но для	1	9
351	в чем	6	9
352	не будет	4	9
353	и хотя	3	9
354	тогда когда	20	9
355	зависимости от	1	9
356	это и	2	9
357	в течение	2	9
358	в свою	6	9
359	целый ряд	2	9
360	на этот	1	9
361	тот же	2	9
362	он должен	2	9
363	зависит от	7	9
364	бы мы	2	9
365	а по	1	9
366	которой он	1	9
367	не могут	7	9
368	в себя	1	9
369	или же	8	9
370	а как	2	9
371	если это	1	9
372	в истории	2	9
373	с его	1	9
374	из него	4	9
375	ему в	2	9
376	с другом	1	9
377	или менее	6	9
378	это так	2	9
379	но здесь	1	9
380	на островах	1	9
381	стороны и	1	9
382	таких случаях	2	9
383	что на	3	9
384	по этому	2	9
385	жизни и	3	9
386	только что	12	8
387	это значит	1	8
388	и сам	1	8
389	в некотором	2	8
390	именно в	5	8
391	во всяком	4	8
392	он был	1	8
393	это делается	1	8
394	из своего	1	8
395	конечно не	2	8
396	еще одну	1	8
397	с другими	9	8
398	есть еще	4	8
399	отсюда видно	2	8
400	мере того	8	8
401	большинстве случаев	2	8
402	на другой	2	8
403	не так	1	8
404	та же	3	8
405	также что	1	8
406	подобно тому	3	8
407	из его	1	8
408	только тогда	13	8
409	именно на	2	8
410	и наоборот	5	8
411	видели выше	1	8
412	у них	1	8
413	горы и	1	8
414	независимо от	10	8
415	смысле этого	9	8
416	и другое	3	8
417	или даже	1	8
418	и потому	9	8
419	значит что	2	8
420	но она	1	8
421	не с	4	8
422	тем самым	11	8
423	но вместе	5	8
424	же самое	3	8
425	которые в	1	8
426	для этого	1	8
427	или по	2	8
428	одно из	6	8
429	можно сказать	4	8
430	входит в	3	8
431	можем предположить	2	8
432	тут же	2	8
433	она и	1	8
434	в страну	1	8
435	что его	3	8
436	с представлением	1	8
437	здесь же	1	8
438	встречается в	1	8
439	не дает	2	8
440	можно бы	4	8
441	образом и	3	8
442	его с	3	8
443	и из	2	8
444	во сне	1	8
445	кажется что	3	8
446	что такое	2	8
447	но с	1	8
448	и эта	2	8
449	вообще не	1	8
450	должен быть	1	8
451	это явление	1	8
452	он говорит	3	8
453	тому как	6	8
454	в жизни	1	8
455	от того	10	8
456	на это	4	8
457	не столько	2	7
458	этим объясняется	1	7
459	только через	1	7
460	приходит в	1	7
461	этой стороны	2	7
462	первый взгляд	1	7
463	и когда	1	7
464	уже и	1	7
465	землю и	1	7
466	тому что	6	7
467	не есть	24	7
468	между собой	1	7
469	в эту	4	7
470	под влиянием	1	7
471	между тем	19	7
472	небо и	1	7
473	если в	2	7
474	и при	5	7
475	самом деле	5	7
476	обращается к	2	7
477	к которым	2	7
478	и и	1	7
479	состоит в	1	7
480	что оно	12	7
481	на самом	4	7
482	что ни	3	7
483	образом в	4	7
484	но эта	3	7
485	на них	2	7
486	не по	1	7
487	в начале	3	7
488	в области	3	7
489	случае мы	1	7
490	те же	6	7
491	во многих	3	7
492	связь между	6	7
493	как на	6	7
494	формы этого	1	7
495	себе и	1	7
496	а только	7	7
497	того же	5	7
498	когда мы	4	7
499	однако в	1	7
500	не то	6	7
501	можно только	3	7
502	был бы	2	7
503	не противоречит	1	7
504	не знал	1	7
505	то он	2	7
506	тех же	1	7
507	такой случай	1	7
508	в земле	1	7
509	того чтобы	5	7
510	если мы	2	7
511	что я	5	7
512	этого слова	14	7
513	всяком случае	3	7
514	ко мне	1	7
515	для него	14	7
516	как у	2	7
517	со своим	2	7
518	а то	2	7
519	как она	2	7
520	по его	1	7
521	с самого	1	7
522	по которому	7	7
523	в какой	3	7
524	составные части	1	7
525	думать что	6	7
526	в большинстве	2	7
527	одного из	1	7
528	и о	6	7
529	об этой	1	7
530	эти два	1	7
531	есть не	9	7
532	же и	3	6
533	между ними	4	6
534	но что	4	6
535	не потому	2	6
536	из всего	1	6
537	на эту	1	6
538	не удается	1	6
539	той же	6	6
540	все его	2	6
541	с одним	3	6
542	как говорит	1	6
543	если я	1	6
544	что как	4	6
545	не могла	2	6
546	нечто вроде	2	6
547	только о	2	6
548	равно как	2	6
549	его как	3	6
550	этого представления	1	6
551	на место	1	6
552	должны будем	3	6
553	нам кажется	7	6
554	уже на	2	6
555	с миром	1	6
556	что по	4	6
557	нет ничего	2	6
558	этого явления	1	6
559	где нет	1	6
560	а через	1	6
561	связь и	2	6
562	отличие от	2	6
563	же что	8	6
564	для того	8	6
565	сводится к	1	6
566	такая форма	2	6
567	его за	2	6
568	в море	1	6
569	но тем	4	6
570	что ее	1	6
571	до того	5	6
572	от себя	1	6
573	так у	2	6
574	то в	1	6
575	с большим	1	6
576	от его	2	6
577	мы читаем	1	6
578	и за	1	6
579	позднее явление	2	6
580	что все	5	6
581	тому же	1	6
582	к чему	2	6
583	себе не	6	6
584	даже не	2	6
585	это может	1	6
586	более позднее	1	6
587	имеет свою	2	6
588	пришел к	1	6
589	быть и	1	6
590	были бы	1	6
591	отношения к	2	6
592	не на	1	6
593	или как	1	6
594	со всех	3	6
595	и тогда	4	6
596	заметить что	7	6
597	видим в	1	6
598	мог бы	1	6
599	почему в	1	6
600	формы и	2	6
601	меня не	1	6
602	не знают	1	6
603	ничем не	1	6
604	голову и	1	6
605	из которого	1	6
606	говорят о	1	6
607	и оно	3	6
608	на той	2	6
609	только по	5	6
610	на ту	1	6
611	в птицу	1	5
612	в виду	1	5
613	в своих	2	5
614	получает от	1	5
615	бы в	3	5
616	не имели	2	5
617	ее так	1	5
618	только как	9	5
619	к своей	2	5
620	из себя	3	5
621	его по	1	5
622	или наоборот	2	5
623	и мы	3	5
624	с образом	1	5
625	или не	3	5
626	эти слова	2	5
627	для наших	1	5
628	могла бы	2	5
629	них не	4	5
630	для чего	1	5
631	из таких	1	5
632	переносится в	1	5
633	оно не	7	5
634	от своего	2	5
635	их и	1	5
636	можно назвать	2	5
637	это время	1	5
638	этим в	1	5
639	да и	2	5
640	о котором	2	5
641	в каком	8	5
642	говорится что	1	5
643	это только	2	5
644	что если	5	5
645	в которую	1	5
646	он как	2	5
647	в совершенно	1	5
648	указывают на	3	5
649	в ряд	1	5
650	еще другое	1	5
651	не видит	1	5
652	не означает	1	5
653	в свое	2	5
654	нас не	1	5
655	видит что	1	5
656	или с	2	5
657	основана на	1	5
658	по своему	2	5
659	на все	3	5
660	однако не	1	5
661	тоже не	1	5
662	в самых	1	5
663	но при	1	5
664	и может	4	5
665	это можно	4	5
666	видели в	1	5
667	которые не	1	5
668	еще более	1	5
669	не годится	1	5
670	и связь	1	5
671	и требует	1	5
672	в одно	8	5
673	только для	3	5
674	со своей	2	5
675	к другой	4	5
676	этом мы	1	5
677	но даже	3	5
678	формы его	1	5
679	всего что	1	5
680	но этот	2	5
681	связи со	1	5
682	в связь	1	5
683	мы в	3	5
684	несмотря на	2	5
685	xix века	1	5
686	что между	2	5
687	в таком	6	5
688	на тот	1	5
689	до этого	2	5
690	хотя в	3	5
691	и затем	3	5
692	в которое	1	5
693	друг другу	2	5
694	всех сторон	3	5
695	и почему	2	5
696	бы быть	3	5
697	если они	1	5
698	в один	4	5
699	можно видеть	6	5
700	никак не	3	5
701	в область	1	5
702	показать что	1	5
703	в нашей	1	5
704	одним словом	3	5
705	как о	3	5
706	и видит	2	5
707	не могло	3	5
708	мы получим	1	5
709	знает что	1	5
710	ее с	2	5
711	без всякого	2	5
712	ее не	4	5
713	они были	1	5
714	представления и	4	5
715	тому кто	1	5
716	отличается от	1	5
717	как нечто	3	5
718	или иначе	1	5
719	что представление	1	5
720	мира и	1	5
721	это было	3	5
722	может иметь	1	5
723	это в	2	5
724	это для	1	5
725	что образ	1	5
726	не говорит	2	5
727	можно утверждать	1	5
728	не сам	1	5
729	других случаях	2	5
730	в самом	11	4
731	они имеют	1	4
732	только из	2	4
733	мы найдем	1	4
734	племени и	1	4
735	до него	2	4
736	происходит и	1	4
737	животным и	1	4
738	в разных	4	4
739	в результате	1	4
740	эти три	1	4
741	относится и	1	4
742	прибавить что	5	4
743	на свою	2	4
744	в числе	1	4
745	но очень	1	4
746	по своим	1	4
747	каждый из	1	4
748	в действительности	7	4
749	следовало бы	2	4
750	на пути	2	4
751	людей и	2	4
752	и формы	1	4
753	на одну	1	4
754	могло бы	2	4
755	формы в	3	4
756	что именно	5	4
757	он сам	2	4
758	и во	1	4
759	к этим	1	4
760	сказке говорится	1	4
761	с огнем	1	4
762	что уже	2	4
763	о происхождении	1	4
764	чем в	2	4
765	есть явление	1	4
766	заключить что	3	4
767	очевидно что	9	4
768	одном из	4	4
769	из одного	3	4
770	нами как	1	4
771	тесно связаны	1	4
772	почему именно	1	4
773	него есть	1	4
774	в наше	1	4
775	вера в	1	4
776	иметь в	2	4
777	как один	1	4
778	того кто	2	4
779	не один	2	4
780	что есть	3	4
781	следует за	1	4
782	от нее	2	4
783	он уже	1	4
784	такое толкование	1	4
785	то можно	1	4
786	под этим	1	4
787	так или	2	4
788	сами по	3	4
789	так называемая	1	4
790	быть не	4	4
791	с которой	2	4
792	для нее	1	4
793	это одно	1	4
794	или другое	2	4
795	известных нам	1	4
796	влечет за	1	4
797	находятся в	3	4
798	но на	2	4
799	что одна	2	4
800	что собственно	2	4
801	а это	2	4
802	мы нашли	1	4
803	то самое	1	4
804	не существует	5	4
805	этих предметов	1	4
806	в стороне	1	4
807	есть в	6	4
808	перейти к	1	4
809	особенно в	1	4
810	тем более	9	4
811	знает еще	1	4
812	а его	1	4
813	здесь только	4	4
814	человека с	2	4
815	человека и	8	4
816	люди не	2	4
817	другой и	2	4
818	это далеко	1	4
819	по тому	7	4
820	или нет	1	4
821	нас в	3	4
822	мысль о	12	4
823	ведет к	1	4
824	когда в	2	4
825	находит в	2	4
826	ребенка в	1	4
827	перед ним	1	4
828	в глаза	2	4
829	по которой	1	4
830	с этими	1	4
831	и вообще	4	4
832	который в	2	4
833	время в	3	4
834	с точки	3	4
835	не от	3	4
836	по содержанию	2	4
837	когда его	1	4
838	они могут	2	4
839	животное не	1	4
840	здесь как	3	4
841	что происходит	1	4
842	как человек	1	4
843	можно сделать	1	4
844	если же	1	4
845	в наших	2	4
846	найти в	1	4
847	столь же	8	4
848	тесно связан	1	4
849	происходит при	2	4
850	все в	3	4
851	что касается	1	4
852	связанное с	3	4
853	идет от	2	4
854	тела и	2	4
855	себя и	4	4
856	здесь может	1	4
857	еще и	1	4
858	вытекает из	2	4
859	и между	4	4
860	при существовании	1	4
861	в человека	1	4
862	или вообще	1	4
863	принадлежит к	1	4
864	их с	1	4
865	легко может	1	4
866	в животном	3	4
867	многих других	2	4
868	ни с	1	4
869	в тот	1	4
870	что например	5	4
871	без всяких	1	4
872	входить в	1	4
873	дело в	1	4
874	в ту	2	4
875	нисколько не	1	4
876	но конечно	1	4
877	искать в	1	4
878	за то	1	4
879	не могу	1	4
880	во второй	1	4
881	к тем	4	4
882	или его	1	4
883	только то	1	4
884	здесь связь	1	4
885	слова в	7	4
886	быть только	5	4
887	и новые	1	4
888	есть своего	1	4
889	можно заметить	1	3
890	со всем	1	3
891	к дереву	1	3
892	а у	1	3
893	тем как	4	3
894	на другую	1	3
895	заметим что	1	3
896	него в	1	3
897	ее то	1	3
898	или от	4	3
899	я могу	1	3
900	к самому	2	3
901	у царя	3	3
902	раз и	1	3
903	где не	1	3
904	и той	4	3
905	чего не	1	3
906	есть знак	1	3
907	так называемых	3	3
908	переход от	3	3
909	в голове	1	3
910	затем в	1	3
911	когда человек	3	3
912	нам право	1	3
913	такая же	2	3
914	нигде не	1	3
915	видно и	2	3
916	именно с	1	3
917	будет сказать	1	3
918	что даже	5	3
919	общих чертах	2	3
920	бы то	2	3
921	она имеет	1	3
922	об одном	2	3
923	внимание на	2	3
924	которого он	1	3
925	всякий раз	1	3
926	с двумя	1	3
927	так сказать	6	3
928	больше и	1	3
929	а другой	1	3
930	могли бы	3	3
931	но можно	1	3
932	есть цвет	1	3
933	и быть	3	3
934	случаях как	1	3
935	отразилось в	1	3
936	бы она	2	3
937	оно и	1	3
938	и та	5	3
939	уже потому	1	3
940	и другая	2	3
941	совсем не	2	3
942	есть следствие	2	3
943	который был	1	3
944	чтобы не	1	3
945	как кажется	2	3
946	его уже	1	3
947	или другие	1	3
948	была бы	5	3
949	говорит и	1	3
950	если кто	1	3
951	нам в	1	3
952	к таким	1	3
953	к его	2	3
954	вряд ли	4	3
955	том смысле	6	3
956	бы не	6	3
957	каждого из	2	3
958	к другому	3	3
959	на другие	7	3
960	можно в	1	3
961	с места	1	3
962	требует чтобы	2	3
963	тех пор	5	3
964	окажется что	1	3
965	самых разнообразных	1	3
966	только один	3	3
967	переходит к	1	3
968	на основании	1	3
969	а при	1	3
970	выражения как	2	3
971	что когда	1	3
972	от представления	1	3
973	тем же	6	3
974	начиная с	1	3
975	этой мысли	2	3
976	в самую	1	3
977	много лет	1	3
978	только при	2	3
979	в высокой	1	3
980	мать и	1	3
981	одну сторону	1	3
982	нельзя сказать	5	3
983	и после	2	3
984	особенно ясно	1	3
985	здесь найдем	1	3
986	то они	1	3
987	на языке	2	3
988	и многие	3	3
989	мы могли	2	3
990	когда они	1	3
991	его мы	1	3
992	одна и	2	3
993	эта черта	1	3
994	в первобытном	2	3
995	а все	1	3
996	есть акт	2	3
997	них и	1	3
998	все равно	5	3
999	и смысл	1	3
1000	а еще	1	3
1001	что душа	1	3
1002	от всех	1	3
1003	или чтобы	1	3
1004	другие более	1	3
1005	на одном	2	3
1006	и могут	1	3
1007	и я	3	3
1008	в такой	2	3
1009	один и	2	3
1010	та что	1	3
1011	от огня	1	3
1012	ему не	2	3
1013	из ряда	1	3
1014	что можно	1	3
1015	и вне	1	3
1016	к изучению	1	3
1017	ему при	1	3
1018	наоборот в	2	3
1019	его имени	1	3
1020	многие другие	3	3
1021	можно будет	1	3
1022	ним но	1	3
1023	он с	1	3
1024	с соответствующими	1	3
1025	несомненно что	3	3
1026	исходя из	1	3
1027	которая в	1	3
1028	и другую	1	3
1029	она уже	1	3
1030	что царство	1	3
1031	гораздо чаще	1	3
1032	несколько примеров	1	3
1033	из нее	2	3
1034	и должен	1	3
1035	рассказывают что	1	3
1036	если этот	1	3
1037	сделать из	1	3
1038	при всей	2	3
1039	больше чем	1	3
1040	чтобы найти	1	3
1041	можно считать	1	3
1042	и такие	1	3
1043	имеет в	1	3
1044	как оно	2	3
1045	вследствие чего	1	3
1046	нам что	1	3
1047	приходит на	1	3
1048	так то	1	3
1049	духа и	1	3
1050	еще ничего	1	3
1051	не сделает	1	3
1052	от нас	4	3
1053	этот образ	7	3
1054	в системе	2	3
1055	есть представление	7	3
1056	на свет	1	3
1057	едва ли	1	3
1058	должно быть	9	3
1059	и заставляет	1	3
1060	есть одно	2	3
1061	но еще	1	3
1062	этого он	1	3
1063	тогда и	3	3
1064	ни было	2	3
1065	чтобы иметь	1	3
1066	два раза	1	3
1067	по некоторым	1	3
1068	входят в	3	3
1069	как же	1	3
1070	хлеба и	1	3
1071	в несколько	1	3
1072	исчезает из	1	3
1073	связь эта	1	3
1074	как его	1	3
1075	и именно	1	3
1076	есть та	1	3
1077	связанным с	1	3
1078	подобных случаях	1	3
1079	чтобы понять	1	3
1080	явление это	1	3
1081	этого мифа	1	3
1082	нет но	1	3
1083	то ни	1	3
1084	души в	2	3
1085	а от	2	3
1086	сравнительно с	6	3
1087	сомнения что	1	3
1088	как эта	1	3
1089	всегда имеет	1	3
1090	и каждый	1	3
1091	за морем	1	3
1092	сам в	1	3
1093	с которым	3	3
1094	точно таким	2	3
1095	это неверно	1	3
1096	представить себе	5	3
1097	к одной	4	3
1098	его душу	1	3
1099	в языке	19	3
1100	в противоречие	1	3
1101	только не	5	3
1102	очень сложное	1	3
1103	душу в	1	3
1104	из того	2	3
1105	первых порах	2	3
1106	и вполне	2	3
1107	все то	3	3
1108	оно есть	4	3
1109	относятся к	2	3
1110	меньшей мере	1	3
1111	которые могут	1	3
1112	связаны между	1	3
1113	пока он	1	3
1114	все члены	1	3
1115	сливается с	2	3
1116	бросается в	1	3
1117	эта мысль	2	3
1118	животного и	3	3
1119	и до	2	3
1120	на первых	2	3
1121	первобытного человека	1	3
1122	непременное условие	1	3
1123	при котором	2	3
1124	нам и	1	3
1125	в свой	2	3
1126	своей цели	1	3
1127	нет ни	2	3
1128	и было	1	3
1129	это верно	1	3
1130	что так	1	3
1131	нее как	1	3
1132	если сравнить	1	3
1133	непосредственно в	2	3
1134	силы природы	2	3
1135	основаны на	2	3
1136	самые разнообразные	1	3
1137	этому поводу	1	3
1138	из двух	4	3
1139	здесь все	1	3
1140	это очевидно	1	3
1141	бы с	1	3
1142	мы этого	1	3
1143	их имена	1	3
1144	которую мы	1	3
1145	может считаться	1	3
1146	вопрос как	1	3
1147	себе что	2	3
1148	в науке	3	3
1149	пор не	2	3
1150	это то	1	3
1151	до появления	2	3
1152	еще до	3	3
1153	что такие	1	3
1154	когда например	4	3
1155	как из	1	3
1156	по всей	1	3
1157	бы он	1	3
1158	само по	6	3
1159	он пользуется	1	2
1160	что знание	1	2
1161	вопросу о	1	2
1162	в большей	3	2
1163	способ каким	1	2
1164	таких представлений	1	2
1165	остается при	1	2
1166	общие черты	2	2
1167	свое имя	1	2
1168	и дух	1	2
1169	все наше	1	2
1170	к другу	1	2
1171	от одного	5	2
1172	что огонь	1	2
1173	по небу	1	2
1174	этого предмета	1	2
1175	к другим	4	2
1176	выражено в	1	2
1177	мы получаем	1	2
1178	и другим	2	2
1179	когда это	1	2
1180	случаях в	1	2
1181	этом можно	1	2
1182	предмета и	2	2
1183	большей или	1	2
1184	и сделал	1	2
1185	этим мы	1	2
1186	прямо на	1	2
1187	этом а	1	2
1188	животных на	1	2
1189	одной и	6	2
1190	как ее	2	2
1191	быть названо	2	2
1192	одну только	1	2
1193	образом что	2	2
1194	уже есть	2	2
1195	свою очередь	6	2
1196	пути от	1	2
1197	с другим	2	2
1198	в прошлом	1	2
1199	и еще	1	2
1200	по которым	1	2
1201	эти действия	1	2
1202	ведьма и	1	2
1203	и думает	1	2
1204	тот что	1	2
1205	человека а	2	2
1206	они с	1	2
1207	к ее	1	2
1208	ними в	3	2
1209	мы привели	1	2
1210	не зная	1	2
1211	камня и	2	2
1212	уже без	1	2
1213	похожи на	1	2
1214	его самого	1	2
1215	но из	1	2
1216	по-видимому не	2	2
1217	между образом	1	2
1218	полной ясности	1	2
1219	это обстоятельство	1	2
1220	в пищу	1	2
1221	природу и	1	2
1222	которое можно	1	2
1223	ее от	2	2
1224	как по	1	2
1225	что связь	1	2
1226	развития как	1	2
1227	себя из	1	2
1228	мир он	1	2
1229	сказать чтобы	1	2
1230	не остается	1	2
1231	человек и	2	2
1232	по одному	1	2
1233	связь образа	1	2
1234	и следовательно	3	2
1235	к вопросу	1	2
1236	не нужно	1	2
1237	полагает что	1	2
1238	а для	1	2
1239	вопрос об	2	2
1240	мы приведем	1	2
1241	в каждом	6	2
1242	как мифы	1	2
1243	только путем	1	2
1244	свое место	2	2
1245	т п	7	2
1246	значение и	1	2
1247	все остальные	3	2
1248	мы всегда	1	2
1249	именно что	1	2
1250	одно и	7	2
1251	что нельзя	2	2
1252	не были	4	2
1253	ту пору	1	2
1254	тем и	5	2
1255	то или	2	2
1256	на свое	3	2
1257	его так	1	2
1258	многих случаях	1	2
1259	или наконец	1	2
1260	вдаваясь в	1	2
1261	а тем	3	2
1262	не само	1	2
1263	природы и	2	2
1264	что для	5	2
1265	в общих	2	2
1266	не ест	1	2
1267	бы ни	6	2
1268	сказать о	2	2
1269	поздно и	1	2
1270	следовательно не	1	2
1271	не мешает	1	2
1272	и конечно	1	2
1273	в последнем	4	2
1274	и должны	1	2
1275	например что	2	2
1276	непосредственно не	2	2
1277	что этим	1	2
1278	себе представить	4	2
1279	не входить	1	2
1280	как условие	1	2
1281	представлений в	2	2
1282	с такой	1	2
1283	на первом	1	2
1284	оно было	1	2
1285	и далее	1	2
1286	связей с	1	2
1287	потом и	1	2
1288	менее ясно	1	2
1289	солнечного света	1	2
1290	сам по	9	2
1291	другой предмет	1	2
1292	то с	1	2
1293	уже довольно	1	2
1294	только одной	1	2
1295	с такими	1	2
1296	более древняя	1	2
1297	быть назван	3	2
1298	еще ясно	1	2
1299	которого не	2	2
1300	что вообще	3	2
1301	не входит	1	2
1302	такие люди	1	2
1303	формы с	1	2
1304	остается только	2	2
1305	и об	1	2
1306	свою долю	1	2
1307	в силе	1	2
1308	как например	2	2
1309	связанной с	1	2
1310	и потом	1	2
1311	нет и	2	2
1312	к двум	1	2
1313	от которой	1	2
1314	положения что	1	2
1315	относиться к	2	2
1316	начнем с	1	2
1317	они еще	1	2
1318	не имел	1	2
1319	только потому	8	2
1320	оно имеет	3	2
1321	не из	4	2
1322	указанием на	3	2
1323	с каким	3	2
1324	формы не	1	2
1325	новый и	1	2
1326	перестает быть	5	2
1327	что одно	3	2
1328	это сходство	1	2
1329	что с	2	2
