N	2gram	Vygotskiy_	Sovremen
496	позволит нам	1	1
497	в данной	1	1
498	окружающих его	2	1
499	же как	8	1
500	научного знания	2	1
501	главе мы	1	1
502	по существу	8	1
503	сказать что	16	1
504	в ту	2	1
505	смысле т.е	1	1
506	аналогии в	1	1
507	жизни как	1	1
508	но для	2	1
509	так называемое	1	1
510	как происходит	2	1
511	опыта и	3	1
512	именно в	8	1
513	не составляют	1	1
514	и действительно	1	1
515	и до	5	1
516	но никогда	1	1
517	представление о	7	1
518	конечном счете	4	1
519	мы это	1	1
520	и чисто	1	1
521	обратимся к	1	1
522	иметь место	1	1
523	другую сторону	1	1
524	этого развития	1	1
525	отношению к	11	1
526	в основу	3	1
527	как нет	1	1
528	одной из	4	1
529	бы все	1	1
530	познания человека	1	1
531	же мере	3	1
532	для науки	1	1
533	значительно позже	1	1
534	при исследовании	1	1
535	формы или	1	1
536	более и	3	1
537	случае не	2	1
538	в своем	10	1
539	плоскость в	1	1
540	изменять их	1	1
541	мы конечно	1	1
542	по аналогии	1	1
543	уже знаем	1	1
544	но ведь	2	1
545	этом смысле	3	1
546	в связи	3	1
547	начала мы	1	1
548	в какой	5	1
549	между ними	2	1
550	мы будем	2	1
551	значение этих	1	1
552	эти три	2	1
553	во всей	8	1
554	т.е она	1	1
555	этот раз	1	1
556	это что	1	1
557	том что	42	1
558	метафизическая концепция	1	1
559	до наших	1	1
560	рядом с	1	1
561	своему существу	1	1
562	в одинаковой	2	1
563	на эту	2	1
564	целого на	1	1
565	жизни в	1	1
566	но не	6	1
567	дело идет	1	1
568	нельзя сказать	1	1
569	она по	2	1
570	нет нужды	1	1
571	но если	3	1
572	здесь и	3	1
573	сказать ничего	1	1
574	развития для	1	1
575	по себе	9	1
576	процесса и	1	1
577	явлений и	1	1
578	от другой	1	1
579	он сам	3	1
580	направление в	1	1
581	для этих	1	1
582	не имеет	5	1
583	в природе	4	1
584	на элементы	6	1
585	на какой	1	1
586	к этому	7	1
587	бы ее	1	1
588	в такой	4	1
589	все более	4	1
590	там где	8	1
591	в то	7	1
592	первое и	1	1
593	то его	1	1
594	и только	2	1
595	функций в	1	1
596	один и	2	1
597	значит что	1	1
598	мы имели	1	1
599	по его	2	1
600	в отдельных	3	1
601	видели далее	1	1
602	дела не	2	1
603	является только	1	1
604	этой области	1	1
605	только и	1	1
606	по самому	2	1
607	и следовательно	3	1
608	для чего	1	1
609	независимо от	10	1
610	когда в	2	1
611	зрения с	2	1
612	различные функции	1	1
613	и для	3	1
614	вопрос и	2	1
615	физические и	1	1
616	с ее	3	1
617	или нарушения	1	1
618	для их	1	1
619	таким же	4	1
620	и это	3	1
621	входящих в	1	1
622	точка зрения	3	1
623	того же	1	1
624	такое объяснение	3	1
625	все время	8	1
626	нет в	1	1
627	и если	4	1
628	и развития	2	1
629	для нашей	1	1
630	должен быть	6	1
631	состояние нашей	1	1
632	он с	1	1
633	на части	1	1
634	и его	10	1
635	и особенно	1	1
636	развития на	3	1
637	вовсе не	5	1
638	нашей науки	2	1
639	самом конце	1	1
640	и свою	1	1
641	о том	14	1
642	сих пор	4	1
643	в заключение	4	1
644	есть не	3	1
645	и вообще	2	1
646	мысли в	6	1
647	по крайней	1	1
648	методе исследования	1	1
649	с при	1	1
650	чрезвычайно плохо	1	1
651	которая и	1	1
652	или другой	2	1
653	сказать так	2	1
654	человека и	6	1
655	к нему	1	1
656	никогда не	8	1
657	той или	3	1
658	начала от	1	1
659	на них	1	1
660	свое время	1	1
661	мы намерены	1	1
