N	2gram	Losev_Vesc	Myslijsy
576	а это	5	5
577	указание на	1	5
578	нет ничего	2	5
579	стремится к	1	5
580	в какой	1	5
581	но уже	3	5
582	и таким	2	5
583	что эти	2	5
584	человека в	1	5
585	бы только	2	5
586	говорим что	3	5
587	субъекта и	1	5
588	есть всегда	5	5
589	нужно было	3	5
590	предмета в	1	5
591	в начале	1	5
592	как не	2	5
593	как же	6	5
594	отношение к	4	5
595	не к	3	5
596	себе а	1	5
597	это восприятие	1	4
598	или по	2	4
599	еще более	4	4
600	в применении	2	4
601	свою мысль	1	4
602	в некоторых	1	4
603	это определение	1	4
604	предполагает в	1	4
605	равно как	4	4
606	вывести из	1	4
607	иначе как	1	4
608	от всего	15	4
609	как именно	1	4
610	в поэтическом	1	4
611	нам не	2	4
612	точке зрения	4	4
613	имеет в	1	4
614	в другом	3	4
615	и действия	1	4
616	из самого	2	4
617	чего не	2	4
618	есть ни	12	4
619	не вполне	2	4
620	не что	12	4
621	не я	2	4
622	тождественно с	1	4
623	с чем	7	4
624	явление не	2	4
625	иначе и	1	4
626	что иное	12	4
627	не мог	3	4
628	но так	1	4
629	меня то	1	4
630	бы то	12	4
631	видели что	3	4
632	проявляется в	1	4
633	то так	1	4
634	не говорит	3	4
635	но совершенно	4	4
636	в языках	1	4
637	это сравнение	1	4
638	в понятии	5	4
639	я и	8	4
640	в связи	1	4
641	следовательно и	2	4
642	от этого	3	4
643	с его	2	4
644	не иначе	1	4
645	и быть	2	4
646	понимание есть	2	4
647	на этом	4	4
648	в наше	1	4
649	еще только	1	4
650	не дает	1	4
651	ту же	2	4
652	то ни	13	4
653	не один	1	4
654	понимать себя	6	4
655	кажется что	1	4
656	не могла	1	4
657	и другая	1	4
658	а тем	3	4
659	этот предмет	1	4
660	не зная	1	4
661	его как	2	4
662	если оно	9	4
663	ничего не	12	4
664	из этого	3	4
665	и чем	4	4
666	чтобы не	2	4
667	собственном смысле	4	4
668	та же	1	4
669	относятся к	1	4
670	же нам	1	4
671	бы мы	1	4
672	ни в	11	4
673	это есть	8	4
674	не на	2	4
675	но без	1	4
676	так или	5	4
677	этой точки	3	4
678	ее с	5	4
679	тела и	1	4
680	отношения к	3	4
681	к которым	1	4
682	в выражении	1	4
683	и они	2	4
684	и так	2	4
685	что бы	1	4
686	что конечно	1	4
687	здесь как	2	4
688	только одно	2	4
689	с нами	1	4
690	не потому	7	4
691	с другою	2	4
692	он есть	2	4
693	его только	1	4
694	нам и	1	4
695	то она	2	4
696	я говорю	1	4
697	только о	2	4
698	образы и	1	4
699	он должен	1	4
700	ему в	1	4
701	смысле что	2	4
702	многих других	1	4
703	данном случае	2	4
704	по этому	1	4
705	который бы	3	4
706	отлично от	5	4
707	сознания и	2	4
708	на что	1	4
709	этом отношении	2	4
710	в науке	3	4
711	со своим	8	4
712	тождественна с	1	4
713	между этими	1	4
714	как нечто	3	4
715	но с	2	4
716	отказаться от	1	4
717	себе что	3	4
718	что к	1	4
719	но эта	2	4
720	дело в	6	4
721	было для	1	4
722	из двух	1	4
723	в ту	1	4
724	от слова	2	4
725	мы находим	5	4
726	и оно	4	4
727	бы совершенно	1	4
728	это так	4	4
729	а так	3	4
730	он говорит	2	4
731	а его	1	4
732	но она	3	4
733	есть и	13	4
734	когда оно	2	4
735	явлений в	2	4
736	стороны и	2	4
737	только то	4	4
738	собственно говоря	5	4
739	имеет свою	1	4
740	скажем что	1	4
741	что можно	1	4
742	явления и	4	4
743	во многом	1	4
744	одного из	2	4
745	звук а	1	4
746	и значения	2	4
747	а можно	2	4
748	бытия и	6	4
749	мы различаем	1	4
750	объективности и	1	4
751	иное как	12	4
752	из многих	1	3
753	каждой из	2	3
754	мы и	1	3
755	этого в	1	3
756	к этой	1	3
757	бы даже	2	3
758	случае мы	1	3
759	часть его	1	3
760	сказать чтобы	1	3
761	потом уже	1	3
762	дело с	1	3
763	не вдаваясь	1	3
764	это значит	30	3
765	кроме того	5	3
766	и получает	1	3
767	и говорить	1	3
768	в результате	9	3
769	ясно что	10	3
770	в различных	1	3
771	именно эти	1	3
772	признаков и	1	3
773	одной из	1	3
774	на такой	2	3
775	от одной	1	3
776	из всего	1	3
777	я могу	3	3
778	в какое	1	3
779	мною в	2	3
780	которое не	1	3
781	раз при	1	3
782	на первый	1	3
783	чем бы	3	3
784	на одном	1	3
785	также что	1	3
786	душою и	1	3
787	а что	2	3
788	я вижу	2	3
789	что этот	1	3
790	как та	1	3
791	должно было	1	3
792	применении к	3	3
793	что всякое	1	3
794	мы увидим	1	3
795	и каждое	1	3
796	которая не	1	3
797	искусства и	1	3
798	нечто такое	1	3
799	и когда	5	3
800	уже есть	1	3
801	было сказано	1	3
802	так то	4	3
803	с такою	1	3
804	именно так	2	3
805	быть в	1	3
806	он сам	2	3
807	она может	4	3
808	от себя	1	3
809	а мы	1	3
810	бы это	1	3
811	к этим	2	3
812	к ее	3	3
813	ними в	2	3
814	вносит в	1	3
815	от ее	6	3
816	а потом	3	3
817	и весь	1	3
818	представим себе	1	3
819	есть выражение	2	3
820	от его	2	3
821	первом случае	2	3
822	имеют в	1	3
823	что уже	1	3
824	мы знаем	1	3
825	тогда и	1	3
826	то для	1	3
827	него самого	1	3
828	но можно	3	3
829	и сама	4	3
830	бы что	3	3
831	природу и	1	3
832	и человек	2	3
833	из мысли	1	3
834	нужно иметь	1	3
835	и отношения	1	3
836	но для	2	3
837	может в	2	3
838	сходство с	1	3
839	с которой	3	3
840	большею частью	1	3
841	есть именно	7	3
842	этого предмета	2	3
843	о которой	3	3
844	и слуха	1	3
845	в двух	1	3
846	в себя	13	3
847	как всякое	1	3
848	себе и	2	3
849	действительности и	5	3
850	но тогда	5	3
851	совсем не	2	3
852	к новым	1	3
853	то уже	1	3
854	здесь мы	1	3
855	было только	1	3
856	как это	4	3
857	исчезает и	1	3
858	что эта	2	3
859	даже не	8	3
860	выражается в	1	3
861	нечто вроде	1	3
862	я в	3	3
863	это потому	1	3
864	но нет	1	3
865	не значит	11	3
866	мы будем	3	3
867	в общем	1	3
868	значило бы	5	3
869	же мы	2	3
870	отсюда вытекает	1	3
871	значит что	32	3
872	та и	1	3
873	и ее	19	3
874	звук не	1	3
875	доказывает что	1	3
876	и стало	1	3
877	когда уже	1	3
878	которых мы	1	3
879	слово для	1	3
880	и предмет	1	3
881	одном и	2	3
882	тому какое	1	3
883	в отношении	7	3
884	такого же	1	3
885	к самому	1	3
886	должен был	1	3
887	знать что	2	3
888	ни о	3	3
889	их и	1	3
890	частью в	1	3
891	она и	2	3
892	к таким	1	3
893	эти явления	1	3
894	как о	5	3
895	и вопрос	1	3
896	говорит только	1	3
897	образом можно	1	3
898	языка или	1	3
899	а если	6	3
900	бы с	1	3
901	что сила	1	3
902	это только	2	3
903	у меня	3	3
904	вызывает в	1	3
905	вдаваясь в	1	3
906	именно на	1	3
907	и след	5	3
908	собою так	1	3
909	мы хотим	1	3
910	что такая	1	3
911	что здесь	2	3
912	без всякого	7	3
913	именно то	1	3
914	деле в	1	3
915	здесь не	2	3
916	в свой	2	3
917	действуют на	1	3
918	жизни не	1	3
919	невозможна без	1	3
920	указанием на	2	3
921	и том	1	3
922	в свое	2	3
923	и наконец	1	3
924	что ему	3	3
925	после этого	1	3
926	ничем не	4	3
927	этой стороны	1	3
928	различие между	3	3
929	ни с	8	3
930	ее в	1	3
931	о значении	2	3
932	что значит	8	3
933	для всякого	6	3
934	ничего кроме	1	3
935	к первой	1	3
936	и всегда	1	3
937	что собственно	1	3
938	из своих	1	3
939	с которым	1	3
940	однако не	4	3
941	или иначе	5	3
942	себя а	1	3
943	случае не	3	3
944	себе или	2	3
945	находиться в	1	3
946	есть как	3	3
947	как ее	2	3
948	и я	1	3
949	нисколько не	7	3
950	идеи и	3	3
951	должен быть	5	3
952	единство и	1	3
953	в пример	1	3
954	словом или	1	3
955	еще до	1	3
956	как ни	1	3
957	отличие от	1	3
958	которую мы	2	3
959	это в	1	3
960	в самых	1	3
961	который мы	4	3
962	может считаться	3	3
963	в теории	1	3
964	форма есть	1	3
965	в нашей	1	3
966	например и	1	3
967	или как	3	3
968	признать что	2	3
969	и общее	1	3
970	и совершенно	2	3
971	для обозначения	1	3
972	значит то	2	3
973	и прежде	2	3
974	как будто	2	3
975	взаимного понимания	2	3
976	по законам	2	3
977	чувство не	1	3
978	для этого	5	3
979	которой мы	1	3
980	же самым	1	3
981	ее образ	4	2
982	какого бы	2	2
983	раз мы	1	2
984	является в	2	2
985	еще раз	1	2
986	можно говорить	2	2
987	что природа	1	2
988	или только	1	2
989	понятие как	1	2
990	значение для	1	2
991	ровно ничего	1	2
992	до самого	1	2
993	в субъекте	1	2
994	будет не	1	2
995	явлений или	1	2
996	не зависит	2	2
997	так можно	1	2
998	в с	2	2
999	а есть	5	2
1000	такое чего	1	2
1001	не годится	2	2
1002	его от	2	2
1003	нами в	1	2
1004	же оно	3	2
1005	говорить что	4	2
1006	отдельно от	1	2
1007	думаем что	1	2
1008	с действительностью	1	2
1009	где оба	1	2
1010	то необходимо	3	2
1011	этом основании	1	2
1012	бы мало	1	2
1013	вещь и	18	2
1014	к делу	2	2
1015	а во-вторых	1	2
1016	и сам	3	2
1017	вообще но	6	2
1018	по одному	1	2
1019	самостоятельно и	1	2
1020	и им	1	2
1021	такой вопрос	1	2
1022	уже на	1	2
1023	если он	3	2
1024	мы получаем	1	2
1025	когда это	1	2
1026	стороны в	1	2
1027	духа в	1	2
1028	выражения и	1	2
1029	слов а	2	2
1030	нужно чтобы	2	2
1031	может существовать	1	2
1032	кого не	1	2
1033	отличается от	8	2
1034	в это	2	2
1035	для их	1	2
1036	а а	2	2
1037	даже с	1	2
1038	необходимые для	3	2
1039	и нет	3	2
1040	самое содержание	1	2
1041	и образ	3	2
1042	действительность и	8	2
1043	еще один	2	2
1044	говорится о	2	2
1045	понятно что	1	2
1046	под одно	1	2
1047	во все	1	2
1048	которая в	1	2
1049	не могли	1	2
1050	и история	1	2
1051	эта связь	1	2
1052	раз и	2	2
1053	предмета который	1	2
1054	более для	1	2
1055	она могла	2	2
1056	в противоположность	1	2
1057	слов если	1	2
1058	и другой	2	2
1059	не сама	2	2
1060	как совокупность	1	2
1061	уже было	1	2
1062	этой связи	1	2
1063	она еще	2	2
1064	бы их	1	2
1065	о различии	1	2
1066	без этого	3	2
1067	звуков есть	1	2
1068	он думает	1	2
1069	от той	1	2
1070	то его	1	2
1071	но этот	1	2
1072	и формы	2	2
1073	факт что	1	2
1074	может ли	2	2
1075	и еще	4	2
1076	что другой	1	2
1077	самой сущности	3	2
1078	на другом	1	2
1079	можно понимать	1	2
1080	и зависит	1	2
1081	как я	6	2
1082	но никак	1	2
1083	это что	5	2
1084	на две	2	2
1085	теории и	1	2
1086	и науки	1	2
1087	из самой	1	2
1088	и внешней	1	2
1089	а следовательно	4	2
1090	нужно для	4	2
1091	в отдельных	1	2
1092	что дух	1	2
1093	в движении	1	2
1094	в системе	1	2
1095	вопроса о	3	2
1096	но конечно	1	2
1097	себя в	11	2
1098	всем прочим	3	2
1099	теперь уже	1	2
1100	едва ли	1	2
1101	смысле как	1	2
1102	ли эта	1	2
1103	он все	1	2
1104	той степени	1	2
1105	может обойтись	1	2
1106	ближе к	2	2
1107	уже здесь	1	2
1108	ее и	2	2
1109	него как	1	2
1110	того и	2	2
1111	только а	4	2
1112	необходимо должно	1	2
1113	которое он	1	2
1114	к человеку	1	2
1115	к природе	2	2
1116	мысли только	1	2
1117	на нашу	1	2
1118	указать на	1	2
1119	есть полное	1	2
1120	и заставляет	2	2
1121	но еще	3	2
1122	жизни человека	1	2
1123	форма и	1	2
1124	происходит это	1	2
1125	сравнить с	1	2
1126	этому предмету	1	2
1127	с тех	1	2
1128	смысле есть	1	2
1129	образ в	2	2
1130	вбирает в	3	2
1131	в утверждении	1	2
1132	не кажется	1	2
1133	значит не	4	2
1134	для своего	1	2
1135	можем ли	1	2
1136	как с	7	2
1137	лежит в	1	2
1138	тому же	1	2
1139	видит в	1	2
1140	и восприятие	1	2
1141	существует только	2	2
1142	понимания но	1	2
1143	от тех	1	2
1144	к чему	2	2
1145	сознания не	1	2
1146	только понятие	1	2
1147	не нуждается	1	2
1148	которые бы	3	2
1149	как его	1	2
1150	присоединить к	1	2
1151	смысле и	4	2
1152	на другую	1	2
1153	я не	7	2
1154	чего оно	1	2
1155	же как	3	2
1156	из чего	1	2
1157	д то	1	2
1158	но когда	3	2
1159	in der	2	2
1160	понимается как	1	2
1161	понимание и	3	2
1162	если я	6	2
1163	можем потому	1	2
1164	не нужно	3	2
1165	замечаем что	3	2
1166	не имеющие	1	2
1167	к истине	1	2
1168	же образ	1	2
1169	из предыдущего	2	2
1170	вообще в	1	2
1171	тут же	4	2
1172	что сущность	2	2
1173	не видит	1	2
1174	себе это	1	2
1175	от самого	1	2
1176	общее между	1	2
1177	не связанных	1	2
1178	ограничиться только	1	2
1179	листьев и	1	2
1180	в шутку	1	2
1181	ничего нового	1	2
1182	нее а	1	2
1183	имеем дело	3	2
1184	такое что	1	2
1185	бы уже	1	2
1186	же это	5	2
1187	по своей	3	2
1188	то или	5	2
1189	в которое	1	2
1190	они могут	1	2
1191	требует чтобы	5	2
1192	как перед	1	2
1193	все ее	1	2
1194	как эта	1	2
1195	и объясняется	1	2
1196	истории и	2	2
1197	этом единстве	1	2
1198	их к	1	2
1199	и почему	1	2
1200	эти признаки	1	2
1201	в первой	2	2
1202	не сразу	1	2
1203	бы оно	1	2
1204	действительно есть	2	2
1205	в гумбольдт	1	2
1206	с с	1	2
1207	сущности есть	2	2
1208	себе как	2	2
1209	с ее	10	2
1210	всех этих	1	2
1211	него то	1	2
1212	еще одно	1	2
1213	понять что	1	2
1214	вопросом о	1	2
1215	то нам	1	2
1216	что этим	1	2
1217	есть образ	2	2
1218	итак мы	1	2
1219	на ее	3	2
1220	и кто	2	2
1221	говорит нам	1	2
1222	переходим к	1	2
1223	нужно прибавить	1	2
1224	разными путями	1	2
1225	должны иметь	1	2
1226	понимание в	3	2
1227	из которых	3	2
1228	на лице	1	2
1229	ощущения и	1	2
1230	переходит в	4	2
1231	то с	3	2
1232	под этим	1	2
1233	xviii в	1	2
1234	мы понимаем	1	2
1235	отличаются от	2	2
1236	находим у	1	2
1237	есть лишь	2	2
1238	всегда в	1	2
1239	его собственная	1	2
1240	это положение	1	2
1241	прибавить еще	1	2
1242	есть или	4	2
1243	имеет дело	1	2
1244	существует и	2	2
1245	понятие а	1	2
1246	от чего	3	2
1247	и звуки	1	2
1248	при более	1	2
1249	состоит из	3	2
1250	нет ни	1	2
1251	есть такой	1	2
1252	никем не	1	2
1253	слово из	1	2
1254	зависимости от	1	2
1255	на их	2	2
1256	есть следовательно	1	2
1257	же есть	3	2
1258	себя то	1	2
1259	необходимых для	1	2
1260	свое время	2	2
1261	видно уже	1	2
1262	это и	12	2
1263	ни к	3	2
1264	его и	4	2
1265	к нашему	1	2
1266	нас не	2	2
1267	не видеть	1	2
1268	уже из	1	2
1269	где нет	1	2
1270	ясно и	1	2
1271	содержания можно	1	2
1272	чем то	2	2
1273	что самое	1	2
1274	таковы что	1	2
1275	не знали	1	2
1276	или есть	3	2
1277	из его	2	2
1278	как из	1	2
1279	своего происхождения	1	2
1280	хотя это	2	2
1281	не понимает	3	2
1282	мы получим	3	2
1283	впрочем и	1	2
1284	пока мы	1	2
1285	субъективно то	1	2
1286	что когда	1	2
1287	себя от	2	2
1288	только это	4	2
1289	было и	2	2
1290	всем другим	1	2
1291	о божественном	2	2
1292	им в	1	2
1293	на более	2	2
1294	есть его	1	2
1295	и там	1	2
1296	нет и	4	2
1297	в сфере	6	2
1298	отличны от	4	2
1299	бы очень	1	2
1300	бы на	3	2
1301	ней самой	1	2
1302	процессов в	1	2
1303	относиться к	1	2
1304	только с	3	2
1305	которым оно	1	2
1306	или другое	2	2
1307	то значит	1	2
1308	мы еще	2	2
1309	действительности не	2	2
1310	они были	1	2
1311	д и	11	2
1312	изменения в	1	2
1313	уже с	1	2
1314	сознание есть	1	2
1315	есть тоже	5	2
1316	словом как	1	2
1317	равно и	1	2
1318	она так	1	2
1319	зависит и	1	2
1320	ее на	2	2
1321	сам в	1	2
1322	что одна	1	2
