N	2gram	Propp_Isto	Otkroven
209	ней не	1	1
210	после того	4	1
211	не имеют	2	1
212	уверены что	1	1
213	к солнцу	1	1
214	случае если	1	1
215	можно и	1	1
216	того как	8	1
217	одну особенность	1	1
218	к одной	1	1
219	бог и	1	1
220	который всегда	1	1
221	и пр	6	1
222	собой в	1	1
223	его с	3	1
224	она не	7	1
225	том как	5	1
226	есть одно	2	1
227	должна быть	3	1
228	мы не	6	1
229	не могу	1	1
230	чтобы овладеть	2	1
231	когда будет	1	1
232	иных случаях	1	1
233	притом не	1	1
234	связана с	1	1
235	всего мира	2	1
236	это лишь	1	1
237	также и	2	1
238	ту же	2	1
239	но не	8	1
240	по сравнению	1	1
241	не по	3	1
242	представляет собой	8	1
243	быть не	1	1
244	от которого	2	1
245	был бы	1	1
246	в ней	8	1
247	художественного творчества	1	1
248	он видит	4	1
249	это для	2	1
250	что это	8	1
251	лишь через	1	1
252	и тогда	2	1
253	а это	1	1
254	бежать от	1	1
255	один человек	2	1
256	для тех	1	1
257	всяком случае	1	1
258	очень ясно	2	1
259	о чем	6	1
260	в свое	2	1
261	он что	1	1
262	из которой	1	1
263	этот случай	7	1
264	его он	1	1
265	сам по	1	1
266	но тем	1	1
267	в частности	9	1
268	говорит о	4	1
269	как это	5	1
270	не теряет	1	1
271	благодати в	1	1
272	о нем	3	1
273	между двумя	7	1
274	народа и	1	1
275	его огненной	1	1
276	чтобы иметь	1	1
277	только один	3	1
278	на нем	3	1
279	как у	2	1
280	что сам	1	1
281	со стороны	6	1
282	и через	1	1
283	в которую	2	1
284	он должен	2	1
285	в науке	1	1
286	за собой	5	1
287	не отрицает	1	1
288	в поэме	1	1
289	и что	13	1
290	в одном	2	1
291	силы в	1	1
292	на самом	1	1
293	они в	1	1
294	у нас	1	1
295	дается в	1	1
296	людей и	2	1
297	оказывается что	2	1
298	не потому	5	1
299	же не	1	1
300	и это	5	1
301	ее с	1	1
302	у многих	1	1
303	смысле этого	1	1
304	и когда	1	1
305	этими двумя	1	1
306	доходит до	1	1
307	тысячи лет	1	1
308	знания в	1	1
309	не вполне	1	1
310	проникнуть в	1	1
311	в русском	1	1
312	дела никакого	1	1
313	за это	3	1
314	которые будут	1	1
315	иначе чем	1	1
316	есть уже	2	1
317	по своей	1	1
318	от того	1	1
319	от жажды	2	1
320	человека с	2	1
321	с кем	2	1
322	которая была	1	1
323	думать что	2	1
324	в них	3	1
325	у нее	1	1
326	в форме	5	1
327	говорит он	2	1
328	связь с	20	1
329	видно что	1	1
330	в иных	1	1
331	перед ним	1	1
332	что нет	1	1
333	о божественном	1	1
334	руки в	1	1
335	его а	1	1
336	не случайно	1	1
337	и даже	4	1
338	в чистом	1	1
339	он еще	1	1
340	особого рода	1	1
341	подошел к	1	1
342	если бы	5	1
343	самом деле	2	1
344	у которых	2	1
345	себе что	2	1
346	иногда и	4	1
347	отец его	1	1
348	исходит от	1	1
349	и более	3	1
350	него человек	1	1
351	с ними	4	1
352	и сам	2	1
353	человек а	1	1
354	людей а	1	1
355	есть просто	1	1
356	будто бы	2	1
357	в виду	1	1
358	в силу	7	1
359	посвящения в	2	1
360	бога и	1	1
361	и начинается	1	1
362	на этот	2	1
363	его изнутри	2	1
364	места в	1	1
365	человека для	1	1
366	ведется от	1	1
367	к каким	2	1
368	его как	1	1
369	тем же	1	1
370	одним словом	1	1
371	человек по	1	1
372	когда человек	2	1
373	которой связан	1	1
374	ключ к	1	1
375	но есть	4	1
376	он ставит	1	1
377	ее как	1	1
378	и действительно	6	1
379	сторона его	1	1
380	но нет	1	1
381	он знает	1	1
382	он говорит	1	1
383	еще ничего	1	1
384	в конце	1	1
385	указывает на	1	1
386	в процессе	1	1
387	русской и	1	1
388	например в	11	1
389	в жизни	1	1
390	оно дает	1	1
391	в царстве	2	1
392	человеком и	2	1
393	находится в	2	1
394	и почему	1	1
395	их было	1	1
396	с той	2	1
397	не умирает	1	1
398	и как	5	1
399	то в	2	1
400	к его	2	1
401	было до	1	1
402	есть не	2	1
403	человек в	2	1
404	в сознании	1	1
405	приходит в	1	1
406	что она	3	1
407	есть та	1	1
408	а именно	8	1
409	всякого кто	1	1
410	жизни и	4	1
411	единственный путь	1	1
412	одна из	6	1
413	в древнем	1	1
414	в мире	1	1
415	состоит из	4	1
416	в одно	2	1
417	него до	1	1
418	как в	11	1
419	этого слова	1	1
420	как будто	2	1
421	тех которые	2	1
422	на то	3	1
423	в уме	1	1
424	от образа	1	1
425	и раньше	2	1
426	а иногда	2	1
427	от этого	6	1
428	нет у	1	1
429	и я	1	1
430	есть на	2	1
431	что во	2	1
432	стихии он	1	1
433	друг с	2	1
434	ли он	2	1
435	у одного	1	1
436	потому ли	2	1
437	видел в	1	1
438	в свой	3	1
439	и характер	1	1
440	сравнению с	1	1
441	но это	10	1
442	в эти	1	1
443	природой и	1	1
444	в это	3	1
445	мир и	1	1
446	не стал	1	1
447	из него	3	1
448	себе и	2	1
449	он открывает	1	1
450	с другом	2	1
451	героя из	1	1
452	на своем	1	1
453	говорит с	1	1
454	рассудка и	1	1
455	она и	2	1
456	само по	1	1
457	к которой	1	1
458	из них	4	1
459	вовсе не	6	1
460	дело что	1	1
461	под влиянием	2	1
462	что как	1	1
463	это так	2	1
464	уже не	14	1
465	доступ к	1	1
466	в одной	5	1
467	указать на	1	1
468	изнутри а	2	1
469	дела он	1	1
470	есть один	1	1
471	стороны с	1	1
472	особенно в	2	1
473	с каким	1	1
474	говорится что	4	1
475	бы ни	1	1
476	бы в	1	1
477	бог в	2	1
478	а что	1	1
