N	3gram	Tiupa_Vved	Dialekti
117	другой стороны в	1	2
118	дело в том	1	2
119	мы не видим	1	2
120	при условии что	1	2
121	в себе не	1	2
122	не зависит от	2	2
123	на первый взгляд	3	2
124	никогда не может	1	2
125	мы имеем дело	5	2
126	же могла бы	1	1
127	восприятия а мы	2	1
128	он может и	1	1
129	отнюдь не в	3	1
130	в нашем случае	3	1
131	чего не было	1	1
132	для этого необходимо	1	1
133	истории не имеет	1	1
134	до известной степени	1	1
135	то что он	1	1
136	в том как	2	1
137	быть не только	1	1
138	и в другом	1	1
139	он мог бы	1	1
140	в основе всякого	1	1
141	самое и в	1	1
142	для данной сферы	1	1
143	понимаем что это	1	1
144	хотя бы его	1	1
145	это мы должны	1	1
146	было и не	1	1
147	сказать и о	1	1
148	бы не было	1	1
149	можно свести к	1	1
150	собственно говоря и	1	1
151	так и к	1	1
152	по природе своей	2	1
153	для себя и	1	1
154	я всегда могу	1	1
155	друг на друга	2	1
156	в единую и	1	1
157	во втором случае	1	1
158	времени что такое	1	1
159	но при этом	3	1
160	то что можно	1	1
161	бы оно было	1	1
162	пространство и время	1	1
163	в первом случае	1	1
164	и не по	1	1
165	исходя из того	1	1
166	но только в	1	1
167	в этом мире	1	1
168	мы всегда можем	1	1
169	у нас есть	1	1
170	но если бы	1	1
171	в отличие от	11	1
172	а в том	3	1
173	не существует ни	1	1
174	может быть названа	1	1
175	и вот как	1	1
176	но в особенности	1	1
177	о нем ничего	1	1
178	или другой стороны	1	1
179	на наших глазах	1	1
180	и мы не	1	1
181	не входит в	2	1
182	перед нами два	1	1
183	на этот раз	2	1
184	в конечном счете	2	1
185	а не с	1	1
186	о них как	2	1
187	а с другой	3	1
188	имея в виду	1	1
189	отнюдь не является	1	1
190	другой стороны эта	1	1
191	это то что	1	1
192	он как раз	1	1
193	уж во всяком	1	1
194	уже не на	1	1
195	реально и без	1	1
196	как формы бытия	1	1
197	в этих случаях	2	1
198	внимание на то	1	1
199	как таковой в	1	1
200	в одном из	1	1
201	не бывает в	1	1
202	потому что стало	1	1
203	а не в	1	1
204	ни о каких	1	1
205	картина мира и	1	1
206	большей или меньшей	1	1
207	при всей своей	3	1
208	но и в	3	1
209	это что в	1	1
210	в том чтобы	2	1
211	это не так	1	1
212	первом случае мы	1	1
213	а не как	1	1
214	как и любая	1	1
215	на первом плане	1	1
216	ничего не поделаешь	1	1
217	как и для	3	1
218	по большей части	4	1
219	том или ином	1	1
220	она ничего не	1	1
221	той же самой	1	1
222	не претендует на	1	1
223	что же касается	2	1
224	которые могли бы	1	1
225	самом деле не	1	1
226	между природой и	1	1
227	в полной мере	1	1
228	оба эти момента	1	1
229	именно то что	1	1
230	смысле что они	1	1
231	может и должен	1	1
232	в этом и	1	1
233	все же не	1	1
234	и еще более	1	1
235	но в конце	1	1
236	одна из этих	1	1
237	вовсе еще не	1	1
238	и не претендует	1	1
239	мог бы и	1	1
240	добра и зла	1	1
241	ни одна из	1	1
242	а на самом	1	1
243	к жизни и	1	1
244	ничего не говорится	1	1
245	как раз в	1	1
246	жизни и смерти	1	1
247	может варьироваться на	1	1
248	из жизни так	1	1
249	как одна из	1	1
250	не о чем	1	1
251	которое может быть	1	1
252	равным образом и	1	1
253	во всей его	1	1
254	в этом случае	1	1
255	стало быть не	1	1
256	или нет? если	1	1
257	она в самом	1	1
258	том что будет	1	1
259	в котором мы	1	1
260	как мы увидим	1	1
261	как раз та	1	1
262	она может быть	1	1
263	обратим внимание на	2	1
264	и вот теперь	1	1
265	это выражение как	1	1
266	как бы в	2	1
267	указывает и на	1	1
268	в той же	1	1
269	что же в	1	1
270	прежде всего в	1	1
271	в другом случае	1	1
272	в основе своей	2	1
273	же самое и	1	1
274	если бы не	1	1
