N	3gram	Bakhtin_Pr	Tvorches
257	бедных людях достоевский	1	1
258	не черта их	1	1
259	в вечность ибо	1	1
260	и если не	1	1
261	с ним она	1	1
262	единство романа достоевского	1	1
263	внешнее определение их	1	1
264	рядом с ним	1	1
265	по себе не	1	1
266	абсолютно бескорыстны поскольку	1	1
267	нет генетических и	1	1
268	и в других	1	1
269	движение динамика достоевского	1	1
270	художественного мира достоевского	2	1
271	порфирия с раскольниковым	2	1
272	принципу единства времени	1	1
273	функции в произведении	1	1
274	достоевского и его	2	1
275	у достоевского но	1	1
276	то ни было	2	1
277	миллионов а надобно	2	1
278	в первой главе	1	1
279	и того же	1	1
280	в келье тихона	1	1
281	если нет бессмертия	2	1
282	вихревое движение динамика	1	1
283	потому что не	2	1
284	нужно сказать что	2	1
285	что это не	1	1
286	но и он	1	1
287	за и против	1	1
288	все это из	1	1
289	нет добродетели если	1	1
290	то же самое	1	1
291	которые сами по	1	1
292	в полифоническом мире	1	1
293	и среди них	1	1
294	и стремление достоевского	1	1
295	определение романа достоевского	2	1
296	в котором живут	1	1
297	идея у достоевского	1	1
298	к тому что	1	1
299	у него не	1	1
300	быстрота единственный способ	1	1
301	реалист в высшем	1	1
302	его героиней была	1	1
303	и у достоевского	1	1
304	его творчества в	2	1
305	может быть перенесено	1	1
306	видим в нем	1	1
307	в сфере идеи	1	1
308	вырождается и умирает	1	1
309	достоевского как бы	1	1
310	в нем нет	1	1
311	романе достоевского нет	1	1
312	жизнь в сфере	1	1
313	бы то ни	3	1
314	точка зрения извне	1	1
315	в построении образов	1	1
316	и другом случае	2	1
317	действительную жизнь в	1	1
318	отсюда же катастрофическая	1	1
319	же и стремление	1	1
320	ведущие герои достоевского	1	1
321	определение их поступков	1	1
322	я лишь реалист	1	1
323	из подполья в	1	1
324	всего романа в	1	1
325	сих пор еще	1	1
326	все ведущие герои	1	1
327	на первый взгляд	1	1
328	и в том	2	1
329	мы видим героя	1	1
330	но даже в	1	1
331	в себя как	1	1
332	и в этом	8	1
333	приводит его к	1	1
334	характера и не	1	1
335	достоевский сумел открыть	1	1
336	была для него	3	1
337	своих героев и	1	1
338	мир его романов	1	1
339	к маленькому человеку	1	1
340	личности это бескорыстие	1	1
341	у ивана карамазова	2	1
342	в художественном произведении	1	1
343	идеи абсолютно бескорыстны	1	1
344	угадать их взаимоотношения	1	1
345	русской литературе нет	2	1
346	их поступков бескорыстие	1	1
347	князем мышкиным и	1	1
348	в том и	2	1
349	романе драматическому принципу	1	1
350	единства времени отсюда	1	1
351	как одновременные и	1	1
352	о герое записок	1	1
353	овладела глубинным ядром	1	1
354	того или иного	1	1
355	и в романе	3	1
356	взаимоотношения в разрезе	1	1
357	зрения извне как	1	1
358	быстрота действия вихревое	1	1
359	достоевского не есть	1	1
360	творчества достоевского в	1	1
361	той или иной	3	1
362	подход к человеку	1	1
363	разрезе одного момента	1	1
364	отношение автора к	1	1
365	достоевского следовать в	1	1
366	равно как и	1	1
367	его ибо быстрота	1	1
368	не вступает в	1	1
369	мир дан в	1	1
370	это вовсе не	2	1
371	психологии и в	1	1
372	в романе драматическому	1	1
373	до начала действия	1	1
374	живое событие разыгрывающееся	2	1
375	следовать в романе	1	1
376	не может нас	1	1
377	и только в	1	1
378	и функции в	1	1
379	из подполья это	1	1
380	а вместе с	1	1
381	на мир и	3	1
382	и вот в	1	1
383	преодолеть время во	1	1
384	их личности это	1	1
385	что достоевский в	1	1
386	все глубины души	2	1
387	действительно овладела глубинным	1	1
388	как и для	1	1
389	в том смысле	1	1
390	нам буквально нечего	1	1
391	глубины души человеческой	2	1
392	в чем же	1	1
393	и ивана карамазова	1	1
394	но в них	1	1
395	себе самом как	1	1
396	так и не	1	1
397	мире значило для	1	1
398	смысле то есть	1	1
399	и в дальнейшем	1	1
400	обессилена и лишена	1	1
401	торжество времени а	1	1
402	романа братья карамазовы	1	1
403	имеем в виду	2	1
404	мир достоевского может	1	1
405	этот вопрос не	1	1
406	их взаимоотношения в	1	1
407	в другом месте	1	1
408	преодоление его ибо	1	1
409	в которой он	1	1
410	в конце своей	1	1
411	он сам сознает	1	1
412	в своей книге	2	1
413	что же касается	1	1
414	как бы синонимы	1	1
415	добродетели если нет	1	1
416	как и сам	1	1
417	всех его произведений	1	1
418	в целом ряде	2	1
419	то что в	1	1
420	для достоевского не	2	1
421	может быть в	1	1
422	как один из	1	1
423	точки зрения их	1	1
424	ядром их личности	1	1
425	великом инквизиторе и	1	1
426	великого инквизитора и	1	1
427	и каузальных категорий	1	1
428	форму и содержание	1	1
429	истинную сферу жизни	1	1
430	в разрезе одного	2	1
431	героя в идее	1	1
432	сфере идеи им	1	1
433	в идее и	1	1
434	перенесено и в	1	1
435	в то время	3	1
436	достоевского нет генетических	1	1
437	отметить что в	1	1
438	героиней была идея	1	1
439	мир и на	3	1
440	таким образом в	2	1
441	в изолированном индивидуальном	1	1
442	все это в	1	1
443	то и другое	1	1
444	одновременные и угадать	1	1
445	оставляет за собой	1	1
446	вовсе не исчерпывается	2	1
447	в человеке человека	1	1
448	внутренней жизни человека	1	1
449	достоевский считает что	1	1
450	лежит на столе	1	1
451	один из возможных	1	1
452	достоевского не существует	1	1
453	помыслить все его	1	1
454	идейность и бескорыстие	1	1
455	я не могу	1	1
456	событие разыгрывающееся между	1	1
457	сказать чего он	1	1
458	и никогда не	1	1
459	преимуществу в пространстве	1	1
460	предисловии к роману	1	1
461	мысль разрешить идейность	1	1
462	о мире так	1	1
463	идея может быть	2	1
464	который является одним	1	1
465	и угадать их	1	1
466	далеко не все	1	1
467	противоречит тому что	1	1
468	его дальнейшее поведение	1	1
469	реализме найти в	1	1
470	драматическому принципу единства	1	1
471	в отношении к	1	1
472	то все же	1	1
473	все одновременно все	1	1
474	разрешить идейность и	1	1
475	идея действительно овладела	1	1
476	он видит и	1	1
477	мира а не	1	1
478	а преодоление его	1	1
479	о жизни и	1	1
480	время во времени	1	1
481	и не внешнее	1	1
482	и лишена завершающего	1	1
483	уже в первом	2	1
484	можно было бы	4	1
485	в самом конце	1	1
486	видим героя в	1	1
487	знал бы уже	1	1
488	романах достоевского но	2	1
489	и это не	3	1
490	при всей их	1	1
491	достоевского не может	1	1
492	изображаю все глубины	1	1
493	мы имеем в	2	1
494	мир в котором	1	1
495	пространства и времени	1	1
496	в этом случае	1	1
497	лишь там где	2	1
498	способ преодолеть время	1	1
499	полном реализме найти	1	1
500	художественном мире достоевского	2	1
501	не укладывается ни	1	1
502	вечность ибо в	1	1
503	выражает их действительную	1	1
504	отсюда же и	1	1
505	в высшем смысле	2	1
506	что в нем	1	1
507	же как и	3	1
508	уже в е	1	1
509	творчестве достоевского в	1	1
510	достоевского но конечно	1	1
511	же катастрофическая быстрота	1	1
512	им не надобно	1	1
513	одного и того	1	1
514	в котором не	1	1
515	мир достоевского не	1	1
516	а так сказать	1	1
517	автора и рассказчика	1	1
518	друг за другом	1	1
519	так как и	1	1
520	ибо быстрота единственный	1	1
521	тем что он	1	1
522	и в ее	1	1
523	по преимуществу в	1	1
524	каждой личности в	1	1
525	идеологический роман достоевского	1	1
526	что может быть	2	1
527	не внешнее определение	1	1
528	а что если	2	1
529	и до конца	4	1
530	катастрофическая быстрота действия	1	1
531	найти в человеке	1	1
532	его содержания как	1	1
533	сам достоевский не	1	1
534	в нем и	2	1
535	я никогда не	1	1
536	осуществляется достоевским в	1	1
537	быть перенесено и	1	1
538	в предисловии к	1	1
539	бескорыстие выражает их	1	1
540	не только с	1	1
541	он говорит о	1	1
542	меня зовут психологом	1	1
543	достоевского но эта	1	1
544	из подполья нам	1	1
545	и не только	1	1
546	индивидуальном сознании человека	1	1
547	лишена завершающего слова	1	1
548	единственный способ преодолеть	1	1
549	люди идеи абсолютно	1	1
550	именно в россии	1	1
551	это и есть	3	1
552	мы не можем	1	1
553	и в одно	1	1
554	человека уже в	1	1
555	потому что они	2	1
556	нам кажется что	2	1
557	начала и до	2	1
