N	3gram	Medvedev_F	DiskursI
180	во внутреннем мире	1	1
181	и в этом	6	1
182	в этом последнем	1	1
183	это то что	1	1
184	высказывание может быть	2	1
185	может и не	1	1
186	прежде всего как	1	1
187	при этом слово	1	1
188	или меньшей степени	1	1
189	как своего рода	1	1
190	об отсутствии в	1	1
191	лишь в тех	1	1
192	прежде всего это	1	1
193	вместе с тем	5	1
194	значение не только	1	1
195	равно как и	1	1
196	в целом его	1	1
197	заключается в том	1	1
198	становления и развития	1	1
199	в это время	1	1
200	том или ином	1	1
201	в теории литературы	1	1
202	в их отношении	1	1
203	в целом ряде	2	1
204	только в качестве	1	1
205	быть и не	2	1
206	при этом не	2	1
207	прямой зависимости от	1	1
208	и до настоящего	2	1
209	в произведении как	1	1
210	в большей или	1	1
211	своего исторического существования	1	1
212	может быть вполне	1	1
213	свои формы и	1	1
214	в противном случае	2	1
215	целом так и	2	1
216	на самом деле	7	1
217	они ничего не	1	1
218	и должно было	1	1
219	именно так и	1	1
220	не что иное	1	1
221	именно в этом	1	1
222	относятся не к	1	1
223	это и не	1	1
224	в одном отношении	1	1
225	средства изображения и	2	1
226	во всех этих	1	1
227	и все остальные	1	1
228	не менее в	1	1
229	что каждый из	1	1
230	именно в том	2	1
231	в пределах одного	1	1
232	а не по	1	1
233	и до конца	3	1
234	не могут быть	4	1
235	выходит за пределы	1	1
236	между тем в	1	1
237	приобретают то или	1	1
238	в общих чертах	1	1
239	та или иная	1	1
240	что иное как	1	1
241	дистанцию по отношению	1	1
242	сюда же относятся	1	1
243	в искусстве не	1	1
244	в предисловии к	3	1
245	как одной из	1	1
246	в известной степени	1	1
247	в виду что	1	1
248	нет и не	2	1
249	заключали в себе	1	1
250	не ведет к	1	1
251	ни в чем	1	1
252	в своем творчестве	1	1
253	в истории литературы	4	1
254	начала и до	2	1
