N	2gram	Medvedev_V	KulturaY
318	в большей	2	5
319	не как	1	5
320	но что	1	5
321	и даже	2	5
322	более или	6	5
323	в духе	1	5
324	а во-вторых	2	5
325	даже и	3	5
326	в другом	2	5
327	отметить что	2	5
328	и еще	1	5
329	ни одного	2	5
330	могло бы	2	5
331	кроме того	1	5
332	никогда не	5	5
333	и он	3	5
334	на протяжении	1	5
335	как же	1	5
336	в конце	3	5
337	и у	2	5
338	у него	6	5
339	но как	3	5
340	мой взгляд	1	5
341	всего лишь	3	5
342	все те	1	5
343	в форме	3	5
344	бы уже	1	5
345	всех этих	3	5
346	в кругу	1	5
347	также что	2	5
348	смысле слова	2	5
349	и при	5	5
350	мы в	1	5
351	из того	1	5
352	к его	2	5
353	о котором	1	5
354	если можно	1	5
355	уже из	1	5
356	относится к	2	5
357	только о	2	5
358	на вопрос	2	5
359	не будем	1	5
360	о нем	1	5
361	п все	1	5
362	и от	3	5
363	но с	2	5
364	материал для	1	5
365	по своему	1	5
366	или менее	6	5
367	только не	2	5
368	в конечном	7	5
369	и их	3	5
370	говорим о	1	5
371	учения о	1	5
372	как не	1	5
373	или иначе	1	5
374	отношение к	1	5
375	еще раз	1	4
376	мы и	1	4
377	перед собою	1	4
378	или иных	1	4
379	а вот	3	4
380	о чем	2	4
381	эта не	2	4
382	как об	2	4
383	зрения на	1	4
384	конечном счете	5	4
385	само собою	2	4
386	а а	1	4
387	так например	2	4
388	связано с	1	4
389	ответить на	1	4
390	к этой	1	4
391	и прочих	1	4
392	вот почему	5	4
393	в различных	2	4
394	всего этого	1	4
395	право говорить	1	4
396	быть в	1	4
397	что даже	2	4
398	из них	11	4
399	в году	7	4
400	подчеркнуть что	2	4
401	аналогии с	1	4
402	значит не	1	4
403	как можно	1	4
404	его в	3	4
405	но он	1	4
406	не о	2	4
407	будто бы	2	4
408	но ведь	1	4
409	между ними	3	4
410	же как	2	4
411	себе и	2	4
412	и это	1	4
413	чтобы понять	1	4
414	в каждом	2	4
415	ли это	2	4
416	в лучшем	1	4
417	не дает	1	4
418	если б	1	4
419	если же	1	4
420	как известно	2	4
421	тот или	1	4
422	что для	4	4
423	и все	1	4
424	и по	3	4
425	однако и	1	4
426	утверждать что	5	4
427	то в	1	4
428	сам по	1	4
429	из которых	2	4
430	так или	1	4
431	нам в	1	4
432	бы не	2	4
433	в известном	1	4
434	все они	2	4
435	по сравнению	1	4
436	так называемым	1	4
437	обе эти	1	4
438	в данной	1	4
439	формы и	2	4
440	поэтому что	1	4
441	но на	1	4
442	этой области	3	4
443	свидетельствует о	1	4
444	о значении	1	4
445	что так	2	4
446	по словам	8	4
447	в виде	1	4
448	понимать как	2	4
449	в стороне	1	4
450	и без	1	4
451	поскольку она	1	4
452	письмо к	1	4
453	нельзя не	1	4
454	бы например	1	4
455	в науке	2	4
456	на это	2	4
457	для самого	1	4
458	это в	1	4
459	не к	1	4
460	это на	1	3
461	мы наблюдаем	2	3
462	и другие	1	3
463	таковы например	1	3
464	со всем	1	3
465	можно и	1	3
466	по мере	1	3
467	всего следует	1	3
468	жизнь в	1	3
469	мы получаем	1	3
470	в последнем	2	3
471	на эту	1	3
472	случайно и	1	3
473	большей или	3	3
474	нашей фразеологии	1	3
475	знаем что	2	3
476	борьба за	1	3
477	в дальнейшем	1	3
478	этой почве	1	3
479	но даже	3	3
480	говорит что	1	3
481	в свете	1	3
482	себе в	1	3
483	так то	1	3
484	к ним	2	3
485	на него	2	3
486	который в	2	3
487	от них	2	3
488	в противном	2	3
489	в системе	2	3
490	на своем	1	3
491	представить себе	2	3
492	не хватает	1	3
493	что его	2	3
494	одним из	5	3
495	по аналогии	1	3
496	большею частью	1	3
497	и вместе	1	3
498	первой категории	1	3
499	в целях	2	3
500	при отсутствии	1	3
501	или иные	1	3
502	не приходится	2	3
503	иметь в	2	3
504	даже не	2	3
505	работать над	1	3
506	смысла и	1	3
507	значение и	1	3
508	например не	2	3
509	или меньшей	3	3
510	целом и	1	3
511	только с	2	3
512	что есть	1	3
513	о его	2	3
514	ряда других	1	3
515	образом в	3	3
516	чаще всего	1	3
517	показывает что	2	3
518	сводится в	1	3
519	во время	4	3
520	в него	1	3
521	меньшей степени	2	3
522	например что	3	3
523	если в	2	3
524	и дает	1	3
525	содержания и	1	3
526	об образе	2	3
527	фактов и	1	3
528	что нет	2	3
529	что у	3	3
530	и мы	1	3
531	если это	1	3
532	в романе	4	3
533	ознакомиться с	2	3
534	то время	1	3
535	том смысле	1	3
536	не знать	1	3
537	поэзии и	1	3
538	том как	3	3
539	в стихах	2	3
540	пока он	1	3
541	в которые	1	3
542	его и	1	3
543	в прозе	1	3
544	виду не	1	3
545	какой мере	1	3
546	более чем	1	3
547	каждой из	2	3
548	те или	1	3
549	не могло	1	3
550	значение для	1	3
551	каждый из	1	3
552	не представляет	1	3
553	знает что	1	3
554	образом не	3	3
555	и идеи	1	3
556	заметить что	1	3
557	нет и	3	3
558	он в	2	3
559	примеров можно	2	3
560	ответа на	1	3
561	лишь о	1	3
562	можно конечно	1	3
563	том же	6	3
564	силу того	1	3
565	так называемое	1	3
566	формы как	1	3
567	с того	1	3
568	и следует	1	3
569	именно к	1	3
570	в более	1	3
571	смысле что	1	3
572	для него	9	3
573	не для	1	3
574	естественно что	3	3
575	наконец и	1	3
576	в устах	1	3
577	в основании	1	3
578	как у	2	3
579	для данной	1	3
580	из своих	2	3
581	таком случае	1	3
582	слова не	2	3
583	и непосредственно	2	3
584	между собою	2	3
585	сама по	1	3
586	е не	1	3
587	или даже	1	3
588	противном случае	2	3
589	и дальше	2	3
590	на его	1	3
591	и тех	1	3
592	и эти	1	3
593	а как	2	3
594	случае если	1	3
595	так называемой	1	3
596	не по	2	3
597	конце концов	2	3
598	в искусстве	6	3
599	и может	2	3
600	но она	1	3
601	в начале	1	3
602	признать что	1	3
603	статье о	1	3
604	тех или	1	3
605	это указание	1	2
606	данной области	1	2
607	от него	1	2
608	и составляет	1	2
609	по тому	1	2
610	которые не	1	2
611	дело с	1	2
612	в применении	1	2
613	труда и	2	2
614	его от	2	2
615	в живом	1	2
616	приходит к	1	2
617	у пушкина	2	2
618	это определение	1	2
619	время как	1	2
620	вот что	12	2
621	результате этого	1	2
622	том или	1	2
623	в жизни	2	2
624	и творчества	1	2
625	только через	1	2
626	приходит в	1	2
627	основанием для	1	2
628	или ином	1	2
629	достоевского и	2	2
630	почти все	1	2
631	на известной	1	2
632	у достоевского	1	2
633	начнем с	2	2
634	следует подчеркнуть	1	2
635	моменты в	1	2
636	а вместе	1	2
637	понятно что	2	2
638	было в	2	2
639	в основном	7	2
640	что этот	1	2
641	по его	2	2
642	применении к	1	2
643	почти исключительно	1	2
644	и композиционные	1	2
645	самый факт	2	2
646	что еще	1	2
647	как оно	1	2
648	содержания в	1	2
649	в глаза	1	2
650	мере не	1	2
651	конечном итоге	2	2
652	к числу	1	2
653	находится в	1	2
654	момент в	3	2
655	одна из	4	2
656	в пользу	2	2
657	уже по	2	2
658	искусстве но	1	2
659	целого ряда	2	2
660	звуков и	1	2
661	на почве	1	2
662	в научной	1	2
663	в состоянии	1	2
664	о роли	1	2
665	и через	2	2
666	подумать только	1	2
667	с другими	2	2
668	так не	1	2
669	лежит в	1	2
670	говорит он	1	2
671	к настоящему	1	2
672	в несколько	1	2
673	связи со	1	2
674	сказал что	1	2
675	том отношении	2	2
676	ничто иное	2	2
677	который по	2	2
678	он говорит	5	2
679	когда говорят	1	2
680	в деле	1	2
681	все предыдущие	1	2
682	одном из	4	2
683	покончить с	1	2
684	письме к	12	2
685	много и	2	2
686	что их	1	2
687	даже самые	1	2
688	не был	1	2
689	над своими	2	2
690	не самый	1	2
691	сложность эта	1	2
692	это как	1	2
693	не означает	1	2
694	не составляет	1	2
695	этого процесса	1	2
696	очень часто	1	2
697	что эта	1	2
698	характером и	1	2
699	он пишет	9	2
700	на некоторые	1	2
701	равно как	4	2
702	чтобы покончить	1	2
703	это вовсе	1	2
704	общего с	1	2
705	в систему	1	2
706	и др	10	2
707	показывают что	5	2
708	что без	3	2
709	основываясь на	2	2
710	для которых	2	2
711	из основных	2	2
712	нет никаких	2	2
713	искусства в	1	2
714	и самый	1	2
715	к сожалению	2	2
716	в очерке	1	2
717	что многие	2	2
718	примером может	1	2
719	переходит в	1	2
720	следует ли	1	2
721	и наглядно	1	2
722	поэтому в	1	2
723	для них	2	2
724	за это	1	2
725	в плоскости	1	2
726	связанная с	1	2
727	творчества и	3	2
728	о природе	1	2
729	сами по	1	2
730	это положение	1	2
731	легко и	2	2
732	с целью	1	2
733	льва толстого	2	2
734	далее следует	1	2
735	доходит до	1	2
736	работал над	3	2
737	это время	1	2
738	и так	1	2
739	состоит из	1	2
740	и просто	2	2
741	сравнению с	1	2
742	которая не	2	2
743	ничего общего	1	2
744	это самое	1	2
745	этот процесс	3	2
746	этому же	1	2
747	чем же	4	2
748	не является	5	2
749	можно установить	1	2
750	это понятие	1	2
751	из элементов	3	2
752	и социальной	2	2
753	часть или	1	2
754	что самое	1	2
755	сказал бы	1	2
756	лежат в	1	2
757	с а	2	2
758	из сферы	1	2
759	вслед за	3	2
760	слова с	1	2
761	с работой	3	2
762	никаких оснований	2	2
763	потому и	1	2
764	и идей	1	2
765	и той	1	2
766	имеем в	1	2
767	начиная с	2	2
768	одной из	2	2
769	п для	1	2
770	деле в	1	2
771	можно мыслить	1	2
772	и значит	2	2
773	для достижения	1	2
774	увидим ниже	1	2
775	у них	2	2
776	исключительно в	1	2
777	друг другу	1	2
778	он должен	1	2
779	мысли а	1	2
780	ответ на	1	2
781	в прямом	1	2
782	вот например	7	2
783	на тех	1	2
784	зависит от	2	2
785	том числе	2	2
786	это особенно	2	2
787	он и	2	2
788	отсюда следует	1	2
789	ее в	4	2
790	не заметить	1	2
791	говорит и	8	2
792	лицом к	1	2
793	же не	1	2
794	того момента	1	2
795	по этому	10	2
796	сказать не	1	2
797	еще что	1	2
798	вот это	2	2
799	представляет собою	11	2
800	слова на	1	2
801	нас к	1	2
802	является не	4	2
803	штампов в	1	2
804	другом месте	2	2
805	силу этого	4	2
806	и понимания	1	2
807	перейти к	1	2
808	не столь	3	2
809	это было	1	2
810	бы совершенно	1	2
811	к какому-либо	1	2
812	еще до	1	2
813	разница между	1	2
814	связанных с	1	2
815	прав когда	1	2
816	в основных	3	2
817	в самых	2	2
818	может идти	1	2
819	ни один	8	2
820	тому как	3	2
821	ниже но	1	2
822	все должно	1	2
823	в теории	1	2
824	быть и	1	2
825	а по	1	2
826	выйти за	1	2
827	есть и	1	2
828	существу же	1	2
829	только у	2	2
830	явлений в	1	2
831	которой мы	1	2
832	собственно говоря	1	2
833	и чужое	1	2
834	связана с	2	2
835	же на	1	2
836	когда говорит	1	2
837	который как	1	2
838	в ходе	1	2
839	содержании и	1	2
840	даже для	1	2
841	самой природы	1	2
842	как увидим	1	2
843	жизни и	3	2
844	свидетельствуют о	2	2
845	именно это	1	2
846	второй категории	1	2
847	в известной	2	2
848	в сложном	1	1
849	схемы в	2	1
850	чрезвычайно важно	1	1
851	что один	1	1
852	эту возможность	1	1
853	степень его	1	1
854	могут иметь	1	1
855	пушкин в	3	1
856	которое сам	1	1
857	работой над	2	1
858	писателя и	2	1
859	как форма	1	1
860	на эти	2	1
861	с изменением	1	1
862	в ноябре	1	1
863	самого себя	2	1
864	исходя из	1	1
865	звуков но	1	1
866	к следующим	1	1
867	от индивидуального	1	1
868	от февраля	2	1
869	совершенно очевидно	1	1
870	только нет	1	1
871	д но	1	1
872	искусства это	1	1
873	об искусстве	1	1
874	момента в	1	1
875	от января	3	1
876	оказывается не	1	1
877	под ним	1	1
878	почти с	1	1
879	очевидно также	1	1
880	это значит	1	1
881	не об	2	1
882	является в	1	1
883	особенностей в	1	1
884	говорит о	7	1
885	привести к	1	1
886	проникновения в	1	1
887	индивидуальных отклонений	1	1
888	например с	1	1
889	раз с	1	1
890	основные признаки	1	1
891	случае он	1	1
892	своем дневнике	1	1
893	примеры между	1	1
894	труд и	1	1
895	предисловии к	1	1
896	однако при	1	1
897	в рамки	1	1
898	характере этого	1	1
899	отсутствии у	1	1
900	основная тенденция	1	1
901	тем дело	1	1
902	всех отдельных	1	1
903	своего мастерства	1	1
904	ни одна	2	1
905	вот некоторые	1	1
906	и сам	2	1
907	проблемы в	1	1
908	творчество так	2	1
909	на свою	1	1
910	историю литературы	1	1
911	его основной	1	1
912	от всего	1	1
913	непонятными для	1	1
914	этого выражения	1	1
915	к более	1	1
916	говорят о	1	1
917	порядка и	1	1
918	свой родной	1	1
919	общих и	1	1
920	если он	1	1
921	бы все	1	1
922	д н	1	1
923	стороны в	2	1
924	ал блока	1	1
925	что известно	1	1
926	кстати сказать	1	1
927	целевой установки	1	1
928	необходимо для	1	1
929	как возник	1	1
930	что по	1	1
931	их в	7	1
932	помимо всего	1	1
933	одновременно и	1	1
934	является для	1	1
935	но у	1	1
936	петра великого	1	1
937	от подобной	1	1
938	образом от	1	1
939	сравнительно небольших	1	1
940	свидетельствует лишь	1	1
941	в письме	16	1
942	этот между	1	1
943	не прав	2	1
944	самого начала	1	1
945	функциях в	1	1
946	тургенева и	2	1
947	дня и	2	1
948	себе все	1	1
949	которой он	1	1
950	силу самой	1	1
951	в понимании	1	1
952	процесс в	1	1
953	часто в	1	1
954	искусства и	2	1
955	своих опытах	1	1
956	о совершенно	1	1
957	одному тому	2	1
958	импульсом в	1	1
959	если так	1	1
960	путь для	1	1
961	и формы	2	1
962	только на	1	1
963	к дельвигу	1	1
964	несколько примеров	2	1
965	задачи и	1	1
966	достоевский в	1	1
967	уже как	1	1
968	сохранила нам	1	1
969	то как	1	1
970	что ее	1	1
971	это необходимо	1	1
972	уже есть	1	1
973	значение ее	1	1
974	бывает как	1	1
975	с законами	1	1
976	и сюжеты	1	1
977	или вообще	1	1
978	теперь к	1	1
979	собою и	2	1
980	перейдем теперь	1	1
981	чтобы рельефнее	1	1
982	пока еще	2	1
983	могут только	1	1
984	приходят к	1	1
985	как некую	1	1
986	об отсутствии	1	1
987	и истолкования	1	1
988	же так	1	1
989	они всегда	1	1
990	работы над	5	1
991	свое разрешение	1	1
992	следующим образом	4	1
993	сущности и	1	1
994	известной ступени	1	1
995	е тех	1	1
996	как от	2	1
997	во всей	2	1
998	материал в	1	1
999	это что	1	1
1000	представители разных	1	1
1001	не удивительно	4	1
1002	идет только	1	1
1003	году и	1	1
1004	тем это	1	1
1005	сюда относится	1	1
1006	он сам	2	1
1007	нам остается	2	1
1008	его пушкин	1	1
1009	имели бы	1	1
1010	к этим	2	1
1011	благодаря чему	1	1
1012	к ее	1	1
1013	в плоть	1	1
1014	они могут	1	1
1015	этом же	2	1
1016	основное и	1	1
1017	затем в	1	1
1018	идет дальше	1	1
1019	то о	2	1
1020	характерно что	1	1
1021	образом на	1	1
1022	но было	1	1
1023	от которой	1	1
1024	то например	1	1
1025	может обойтись	1	1
1026	и впечатления	2	1
1027	к общему	1	1
1028	которой я	1	1
1029	во всех	7	1
1030	сущность его	1	1
1031	следует отметить	1	1
1032	мы видим	1	1
1033	еще одну	1	1
1034	все его	2	1
1035	не противоречит	1	1
1036	и кровь	1	1
1037	к их	1	1
1038	различного рода	4	1
1039	труд в	1	1
1040	а наоборот	1	1
1041	от его	2	1
1042	известной статье	1	1
1043	толстого и	1	1
1044	похожи на	1	1
1045	в частном	1	1
1046	в действии	1	1
1047	определяет как	1	1
1048	в дневнике	3	1
1049	анализу но	1	1
1050	в братьях	1	1
1051	об одном	1	1
1052	соотношение между	1	1
1053	есть одно	1	1
1054	случайное и	1	1
1055	с отдельными	1	1
1056	следующее признание	1	1
1057	на грубость	1	1
1058	получает в	2	1
1059	процесса как	3	1
1060	интересны в	1	1
1061	более поздних	1	1
1062	из моментов	1	1
1063	предстоит теперь	1	1
1064	исследования не	1	1
1065	не должна	1	1
1066	пушкину и	2	1
1067	после этого	2	1
1068	писем к	2	1
1069	кругу друзей	1	1
1070	именно те	1	1
1071	к необходимости	1	1
1072	фраз и	1	1
1073	они в	1	1
1074	или иную	1	1
1075	нет того	1	1
1076	не ограничивается	1	1
1077	если есть	1	1
1078	что а	1	1
1079	научного и	1	1
1080	проще и	1	1
1081	бы сами	1	1
1082	вл соловьева	1	1
1083	или не	1	1
1084	он может	2	1
1085	такое понимание	2	1
1086	о методах	1	1
1087	не очень	1	1
1088	следующее замечание	3	1
1089	читателей и	1	1
1090	в представлении	2	1
1091	большом количестве	1	1
1092	вообще в	1	1
1093	этим и	1	1
1094	это мы	3	1
1095	всей духовной	1	1
1096	своей работы	1	1
1097	имеются в	1	1
1098	в совокупности	1	1
1099	связанными с	1	1
1100	или иная	3	1
1101	у тургенева	3	1
1102	простой и	1	1
1103	как говорит	5	1
1104	творческие силы	1	1
1105	же оно	1	1
1106	как видим	9	1
1107	следует понимать	5	1
1108	же при	1	1
1109	по одному	2	1
1110	долго и	1	1
1111	и характер	1	1
1112	образом для	1	1
1113	от обычного	1	1
1114	о более	2	1
1115	зрения и	1	1
1116	между собой	1	1
1117	определенной цели	1	1
1118	а всего	3	1
1119	например как	2	1
1120	и жанров	1	1
1121	но к	2	1
1122	уже сама	1	1
1123	действительности и	7	1
1124	имеет ничего	1	1
1125	понятий и	1	1
1126	речь знает	1	1
1127	необходимость в	2	1
1128	словесной структуре	1	1
1129	следует однако	1	1
1130	необходимое условие	1	1
1131	приходится восполнять	1	1
1132	из ничего	2	1
1133	сознания а	1	1
1134	его развития	1	1
1135	вытекают из	1	1
1136	приходит и	1	1
1137	за этими	1	1
1138	до нас	2	1
1139	преодоления этих	1	1
1140	свестись к	1	1
1141	приводит и	1	1
1142	и речи	1	1
1143	только об	1	1
1144	то уже	1	1
1145	предостерегает от	1	1
1146	вот несколько	1	1
1147	материал этот	1	1
1148	ли на	2	1
1149	в характеристике	1	1
1150	процесса в	2	1
1151	образ как	1	1
1152	действующих лиц	5	1
1153	кажется что	1	1
1154	оно и	1	1
1155	одно и	1	1
1156	и та	1	1
1157	одни только	1	1
1158	его художественной	1	1
1159	хотя в	1	1
1160	один раз	1	1
1161	создал свою	1	1
1162	составная часть	2	1
1163	как конкретная	1	1
1164	где же	1	1
1165	сомнению что	1	1
1166	лет а	1	1
1167	с данными	1	1
1168	на данном	3	1
1169	пушкина к	1	1
1170	у которого	1	1
1171	из писем	2	1
1172	апреля года	2	1
1173	творческой работы	1	1
1174	напряжения и	1	1
1175	основные вопросы	1	1
1176	степени сложности	1	1
1177	отношении что	2	1
1178	что во	1	1
1179	и никогда	2	1
1180	что свои	1	1
1181	речь может	1	1
1182	писателя как	1	1
1183	законов и	1	1
1184	обратимся к	1	1
1185	них не	4	1
1186	мысль в	1	1
1187	ее а	1	1
1188	тем легче	1	1
1189	что характер	1	1
1190	значит только	1	1
1191	это для	1	1
1192	роль играет	1	1
1193	особенно наглядно	2	1
1194	а отсюда	1	1
1195	оказываются таким	1	1
1196	бы быть	1	1
1197	если они	2	1
1198	поводу но	1	1
1199	во-вторых не	1	1
1200	против теории	1	1
1201	пушкин а	1	1
1202	словесное выражение	1	1
1203	явления в	2	1
1204	речи о	1	1
1205	записывает в	1	1
1206	и общим	1	1
1207	от октября	1	1
1208	среди деятелей	1	1
1209	не имеющих	1	1
1210	своего развития	1	1
1211	каждого из	1	1
1212	понятия и	1	1
1213	и особенно	1	1
1214	к традиционным	1	1
1215	что об	1	1
1216	можно отметить	1	1
1217	что до	1	1
1218	превращаются в	1	1
1219	эту задачу	1	1
1220	самое понятие	1	1
1221	что поэты	1	1
1222	не нашел	1	1
1223	человеческой личности	1	1
1224	образом и	1	1
1225	взгляд на	1	1
1226	от до	2	1
1227	порою даже	1	1
1228	но несколько	1	1
1229	и этот	2	1
1230	достоевского в	1	1
1231	они и	2	1
1232	от жизни	1	1
1233	смотреть на	1	1
1234	этой проблемы	3	1
1235	по определению	1	1
1236	то есть	1	1
1237	многообразие и	1	1
1238	он только	1	1
1239	образа в	2	1
1240	эти отдельные	1	1
1241	удивительно что	3	1
1242	видно из	3	1
1243	освободиться от	1	1
1244	рассказа о	1	1
1245	связанное с	2	1
1246	брюсова и	1	1
1247	вот как	4	1
1248	и обусловливает	1	1
1249	в большом	1	1
1250	одном и	2	1
1251	так будто	1	1
1252	от общего	1	1
1253	утверждает что	3	1
1254	не обходится	4	1
1255	области не	1	1
1256	сложность и	1	1
1257	основной и	1	1
1258	творчество как	3	1
1259	и целого	1	1
1260	что делать	1	1
1261	основные вехи	1	1
1262	е тот	1	1
1263	навыки и	1	1
1264	сюжета и	2	1
1265	или другого	1	1
1266	все то	1	1
1267	опять-таки в	1	1
1268	а г	2	1
1269	наблюдений над	1	1
1270	что некоторые	1	1
1271	не получил	1	1
1272	и раскрыть	1	1
1273	их следует	1	1
1274	точнее и	1	1
1275	самое существенное	1	1
1276	на различные	1	1
1277	или наоборот	1	1
1278	значения и	1	1
1279	он я	1	1
1280	и стихи	1	1
1281	из тех	1	1
1282	к таким	1	1
1283	мы встречаемся	1	1
1284	принцип этот	1	1
1285	более точно	1	1
1286	меньшей мере	1	1
1287	различные виды	1	1
1288	его творческих	1	1
1289	однако чтобы	1	1
1290	словесного искусства	1	1
1291	явлений и	3	1
1292	себя и	1	1
1293	этой способностью	1	1
1294	в традиционной	1	1
1295	дело так	1	1
1296	который я	1	1
1297	собою в	1	1
