N	2gram	Trubetskoy	SlovoVZh
163	является для	1	2
164	известной степени	1	2
165	к этому	1	2
166	бы не	1	2
167	между собой	5	2
168	он не	5	2
169	эта последняя	1	2
170	в настоящее	2	2
171	но мы	3	2
172	точку зрения	4	2
173	как только	1	2
174	такой взгляд	1	1
175	от чисто	1	1
176	к одному	1	1
177	остается в	2	1
178	то в	3	1
179	во всяком	9	1
180	от него	2	1
181	это и	1	1
182	что они	3	1
183	его и	2	1
184	и оба	1	1
185	но можно	1	1
186	и теоретическая	1	1
187	во всех	5	1
188	значение их	1	1
189	до степени	1	1
190	не является	1	1
191	а с	2	1
192	только к	3	1
193	что оно	3	1
194	к другу	1	1
195	этой задачи	1	1
196	на возможного	1	1
197	бы показать	1	1
198	с самого	1	1
199	же то	1	1
200	в обществе	1	1
201	друг к	1	1
202	все элементы	1	1
203	на эти	1	1
204	которой он	4	1
205	права и	1	1
206	ясное и	1	1
207	само собой	1	1
208	то есть	1	1
209	но из	1	1
210	нельзя было	1	1
211	и политической	1	1
212	и сейчас	3	1
213	в лучшем	3	1
214	должно быть	3	1
215	мы уже	2	1
216	нас не	1	1
217	значение и	1	1
218	т.е к	2	1
219	даже и	2	1
220	и того	1	1
221	действительно является	1	1
222	и вот	2	1
223	но при	1	1
224	она могла	1	1
225	в свою	1	1
226	в значительной	3	1
227	входит в	1	1
228	от каких	1	1
229	того чтобы	8	1
230	не должен	2	1
231	он как	1	1
232	в основе	1	1
233	и их	1	1
234	ту же	1	1
235	в другом	3	1
236	несмотря на	3	1
237	это только	2	1
238	вопросу о	3	1
239	признать что	6	1
240	к общему	1	1
241	с уверенностью	2	1
242	во многих	2	1
243	что это	3	1
244	в противном	1	1
245	оно является	1	1
246	и тогда	2	1
247	этом отношении	1	1
248	она будет	2	1
249	мы должны	7	1
250	в согласии	1	1
251	в ее	1	1
252	и тем	2	1
253	она стала	1	1
254	в руках	1	1
255	остается только	1	1
256	относится не	1	1
257	в частности	2	1
258	для нее	2	1
259	политической жизни	2	1
260	и вся	1	1
261	должны быть	1	1
262	в качестве	3	1
263	и некоторые	1	1
264	или иных	1	1
265	всех других	1	1
266	не хочет	1	1
267	в области	2	1
268	на которой	2	1
269	было говорить	1	1
270	можно было	4	1
271	входящего в	1	1
272	кто не	1	1
273	а между	5	1
274	в результате	2	1
275	и это	1	1
276	же он	1	1
277	этом направлении	2	1
278	сводится к	3	1
279	для них	3	1
280	значительной степени	1	1
281	с ней	1	1
282	участие в	2	1
283	и тот	2	1
284	том и	2	1
285	только то	1	1
286	у него	2	1
287	без того	1	1
288	не на	1	1
289	в истории	1	1
290	не могут	4	1
291	все равно	1	1
292	находят себе	3	1
293	же время	10	1
294	говорить и	1	1
295	в виде	3	1
296	из одного	1	1
297	к которой	6	1
298	может согласиться	1	1
299	уверенность в	1	1
300	полное и	2	1
301	совершенно ясно	1	1
302	отметить что	2	1
303	самого начала	1	1
304	в большинстве	3	1
305	свою очередь	1	1
306	в какое-то	1	1
307	суждений и	1	1
308	не было	3	1
309	идет речь	4	1
310	связи с	3	1
311	политического или	1	1
312	им в	1	1
313	более или	4	1
314	он еще	1	1
315	материал для	1	1
316	он имеет	1	1
317	здесь мы	1	1
318	с ее	1	1
319	было бы	5	1
320	оставаясь в	1	1
321	это же	1	1
322	к тому	7	1
323	нами и	1	1
324	из двух	1	1
325	в свои	1	1
326	себя на	2	1
327	яркое и	1	1
328	с таким	1	1
329	себя однако	1	1
330	из нее	1	1
331	ним в	1	1
332	двух других	1	1
333	и мы	1	1
334	как мы	1	1
335	являются лишь	1	1
336	бытия и	1	1
337	и о	2	1
338	показать что	1	1
339	что для	3	1
340	если мы	1	1
341	он будет	4	1
342	на одну	1	1
343	тем же	1	1
344	найти в	1	1
345	ибо нет	1	1
346	и во	3	1
347	именно в	3	1
348	и таким	1	1
349	или хотя	1	1
350	с большим	1	1
351	к другим	1	1
352	не можем	2	1
353	в таком	2	1
354	на возможную	1	1
355	формы в	1	1
356	сама по	2	1
357	положение в	1	1
358	к которому	1	1
359	создать на	1	1
360	человек и	1	1
361	особой формой	1	1
362	и без	1	1
363	лишь поскольку	1	1
364	что все	3	1
365	т.е как	1	1
366	столь же	1	1
367	том же	2	1
368	самом себе	2	1
369	обе точки	1	1
370	в общем	1	1
371	же как	1	1
372	или даже	1	1
373	какой-нибудь иной	1	1
374	исходит из	1	1
375	в порядке	2	1
376	и прежде	1	1
377	даже тогда	1	1
378	яркое выражение	1	1
379	как будто	2	1
380	жизни в	5	1
381	есть только	1	1
382	противном случае	1	1
383	именно этого	1	1
384	но если	3	1
385	они не	1	1
386	при таком	1	1
387	на себя	2	1
388	тех или	1	1
389	и внешней	1	1
390	и только	5	1
391	если этот	1	1
392	приходится признать	1	1
393	по своей	1	1
394	это направление	1	1
395	не вне	1	1
396	по самому	2	1
397	пор мы	1	1
398	или иного	2	1
399	может и	1	1
400	здесь же	1	1
401	друг друга	3	1
402	лучшем случае	3	1
403	к вопросу	4	1
404	для этого	3	1
405	себе и	4	1
406	и обратно	1	1
407	внутренней и	1	1
408	не всегда	1	1
409	но особенно	1	1
410	его творчество	1	1
411	в одной	1	1
412	в лице	1	1
413	культуры в	3	1
414	себя в	4	1
415	крайней мере	1	1
416	а лишь	4	1
417	или менее	4	1
418	вовсе не	1	1
419	на другие	1	1
420	на эту	2	1
421	тем более	1	1
422	по крайней	1	1
423	которой остается	1	1
424	перед нами	1	1
425	и другого	1	1
426	бы это	1	1
427	же мы	1	1
428	оценка должна	1	1
429	всяком случае	6	1
430	работу по	1	1
431	только для	2	1
432	на них	1	1
