N	2gram	Tiupa_Hudo	FransuaR
506	мире и	2	5
507	между жизнью	1	5
508	но только	2	5
509	на отдельные	1	5
510	начало и	2	5
511	во втором	4	5
512	так называемый	1	5
513	в слове	4	5
514	своей жизни	2	5
515	себя и	3	5
516	не является	5	5
517	автора и	3	5
518	если мы	2	5
519	с нею	1	5
520	к миру	1	5
521	включая и	1	5
522	проникает в	1	5
523	мире в	1	5
524	бы и	1	5
525	должен был	1	5
526	места в	1	5
527	жизнью в	1	5
528	к своему	2	5
529	по его	1	5
530	стороны и	1	5
531	только то	1	5
532	вступают в	1	5
533	слова в	3	5
534	таковы например	2	4
535	я не	2	4
536	и само	1	4
537	все моменты	1	4
538	в действительности	1	4
539	ничто не	1	4
540	втором случае	2	4
541	ее как	1	4
542	в контексте	3	4
543	места для	1	4
544	нигде не	1	4
545	что даже	1	4
546	о его	2	4
547	время и	1	4
548	внимание на	1	4
549	и некоторые	2	4
550	но для	1	4
551	особенности в	1	4
552	действительности и	1	4
553	в каждом	1	4
554	о себе	2	4
555	в современных	1	4
556	в тарасе	2	4
557	эти имена	1	4
558	одно и	3	4
559	как один	1	4
560	он еще	1	4
561	ту сторону	1	4
562	когда они	1	4
563	обратимся к	1	4
564	бы ни	1	4
565	не случайно	3	4
566	чтобы не	2	4
567	если в	1	4
568	речи как	1	4
569	оно не	2	4
570	с некоторыми	1	4
571	самим собой	5	4
572	он мог	1	4
573	не входит	2	4
574	это мир	1	4
575	и больше	2	4
576	тарасе бульбе	2	4
577	смех это	1	4
578	в концепции	1	4
579	языка но	1	4
580	но если	1	4
581	он должен	3	4
582	новой жизни	1	4
583	картина мира	5	4
584	в организации	2	4
585	только и	2	4
586	одну из	1	4
587	при всем	2	4
588	мира с	2	4
589	рассказ о	2	4
590	не так	1	4
591	дело с	1	4
592	однако и	1	4
593	это игра	1	4
594	по себе	2	4
595	принадлежат к	1	4
596	стороны в	1	4
597	этого мира	1	4
598	самом начале	1	4
599	который в	2	4
600	к языку	1	4
601	и становится	1	4
602	только не	1	4
603	чем на	1	4
604	и притом	3	4
605	также в	1	4
606	его жизни	1	4
607	границ между	2	4
608	точек зрения	1	4
609	грани между	1	4
610	в уста	1	4
611	или же	1	4
612	так называемые	1	4
613	и тем	4	4
614	кажется что	1	4
615	и существенно	2	4
616	других языков	1	4
617	не по	1	4
618	друг другу	1	4
619	заключается в	2	4
620	это ощущение	1	4
621	здесь также	1	4
622	в культуре	3	4
623	имеет дело	2	4
624	свою жизнь	2	4
625	в область	1	4
626	сама жизнь	1	4
627	и вполне	1	4
628	в известном	2	4
629	будущее в	1	4
630	из тех	2	4
631	не должно	1	4
632	самое существенное	1	4
633	не могло	2	4
634	значение для	1	4
635	делает его	2	4
636	эти последние	1	4
637	ее не	1	4
638	характерное для	1	4
639	литературе в	1	4
640	но их	3	4
641	это особенно	1	4
642	игра с	1	4
643	такое же	1	4
644	из своих	1	4
645	на которой	1	4
646	по ту	1	4
647	и где	1	4
648	говорят о	1	4
649	в третьем	1	4
650	как ее	1	4
651	для которого	2	4
652	художественная литература	1	4
653	самого автора	1	4
654	быть и	2	4
655	что касается	1	4
656	карнавального смеха	1	4
657	говоря о	3	4
658	что из	1	4
659	у нее	1	4
660	на это	1	4
661	в отдельности	1	4
662	свою речь	1	4
663	с которой	1	3
664	типа как	1	3
665	в которую	1	3
666	какой бы	1	3
667	переходит к	1	3
668	это тот	1	3
669	как об	1	3
670	в новую	1	3
671	особый язык	1	3
672	мира это	1	3
673	и другим	1	3
674	же точно	1	3
675	по своим	1	3
676	индивидуальной жизни	1	3
677	платона и	1	3
678	не всегда	2	3
679	и книги	1	3
680	с вещами	1	3
681	в прошлом	1	3
682	и формы	1	3
683	ключ к	1	3
684	тем как	1	3
685	которой в	1	3
686	бы то	2	3
687	до минимума	1	3
688	глубокий и	1	3
689	ее можно	1	3
690	которого он	2	3
691	а с	2	3
692	знал и	1	3
693	тому что	2	3
694	и произведения	1	3
695	не есть	1	3
696	между собой	2	3
697	как ряд	1	3
698	а для	2	3
699	контакт между	1	3
700	и мир	1	3
701	приобщение к	1	3
702	опираясь на	1	3
703	в лучшем	1	3
704	и весьма	2	3
705	не будет	3	3
706	могла бы	2	3
707	как человек	1	3
708	в систему	1	3
709	и конечно	1	3
710	образа и	1	3
711	говорит и	3	3
712	содержит в	1	3
713	имеет место	3	3
714	и строго	1	3
715	от своего	2	3
716	смысла и	1	3
717	является одним	1	3
718	приводит к	6	3
719	вследствие этого	2	3
720	в каком	2	3
721	области литературы	1	3
722	и наиболее	1	3
723	в мир	1	3
724	было и	2	3
725	утрачивает свою	1	3
726	в произведениях	1	3
727	то ни	2	3
728	при всей	2	3
729	внешнем мире	2	3
730	себя самого	1	3
731	части романа	1	3
732	когда же	1	3
733	это всегда	1	3
734	для других	1	3
735	на нее	1	3
736	со страшным	1	3
737	иной раз	1	3
738	со своей	4	3
739	именно эта	1	3
740	в каждой	1	3
741	этих двух	2	3
742	к одному	1	3
743	встречаемся с	1	3
744	и может	2	3
745	о своих	1	3
746	природой и	1	3
747	сознания в	4	3
748	и весело	1	3
749	которая в	1	3
750	граница между	1	3
751	нашем примере	1	3
752	и другими	1	3
753	не бывает	1	3
754	из нее	1	3
755	особое отношение	1	3
756	начинается с	1	3
757	вещей в	1	3
758	в одно	2	3
759	не что	1	3
760	в художественном	5	3
761	жизни на	2	3
762	они создают	1	3
763	во внешнем	2	3
764	не существует	1	3
765	изобразительных искусств	1	3
766	между двумя	2	3
767	в глаза	2	3
768	те и	1	3
769	него не	1	3
770	войны и	1	3
771	и возможности	1	3
772	что иное	1	3
773	ведущая роль	1	3
774	и через	1	3
775	в полной	1	3
776	говорит в	2	3
777	что его	1	3
778	узком и	1	3
779	и того	3	3
780	человек в	1	3
781	всем своем	1	3
782	именно потому	1	3
783	дистанции между	1	3
784	действующих лиц	1	3
785	этом смысле	3	3
786	они могут	1	3
787	это своего	2	3
788	это ни	1	3
789	в силу	4	3
790	в точке	3	3
791	дает ему	1	3
792	за ним	1	3
793	на празднике	1	3
794	есть для	1	3
795	из того	1	3
796	разного рода	1	3
797	смыслу и	1	3
798	мы говорим	1	3
799	v в	1	3
800	со стороны	5	3
801	друг от	1	3
802	всей своей	2	3
803	которая не	2	3
804	ни к	2	3
805	совершенно иной	2	3
806	или иных	2	3
807	и находит	1	3
808	ногами и	1	3
809	есть такое	1	3
810	всякий раз	2	3
811	всего к	1	3
812	в понимании	1	3
813	значении в	1	3
814	жизни но	2	3
815	вокруг него	1	3
816	в поэзии	1	3
817	не для	1	3
818	что каждый	2	3
819	от друга	1	3
820	становления и	1	3
821	и последующих	1	3
822	является не	1	3
823	идет не	1	3
824	времени то	1	3
825	нее нет	1	3
826	тех или	2	3
827	вырождается в	1	3
828	он это	1	3
829	воспринимаются как	1	3
830	эти два	1	3
831	эта сторона	1	3
832	даже при	1	3
833	лежат в	1	3
834	на уровне	1	3
835	для обозначения	2	3
836	которое в	1	3
837	именно это	1	3
838	и совершенно	1	3
839	иное как	1	3
840	котором он	1	3
841	с которыми	1	2
842	более не	2	2
843	с иными	2	2
844	без исключения	4	2
845	относительность всего	1	2
846	с самим	2	2
847	его то	1	2
848	на смену	4	2
849	чтобы в	1	2
850	на свою	2	2
851	конечном счете	5	2
852	литературе как	1	2
853	этого типа	1	2
854	вещи в	1	2
855	они ни	1	2
856	или ином	1	2
857	себя свою	1	2
858	от внешней	1	2
859	ними и	2	2
860	все и	1	2
861	и оказывается	1	2
862	культуры не	1	2
863	языка в	4	2
864	своей природе	2	2
865	и иных	1	2
866	строго говоря	2	2
867	с избытком	1	2
868	образом что	1	2
869	для своей	1	2
870	от своей	1	2
871	на новую	1	2
872	и себя	1	2
873	из наиболее	1	2
874	на сцене	1	2
875	коем случае	2	2
876	в отдельных	1	2
877	как традиция	1	2
878	на вопрос	1	2
879	глядя на	1	2
880	и временных	1	2
881	мышления и	2	2
882	первого из	1	2
883	но из	1	2
884	миропорядка и	3	2
885	так он	1	2
886	но от	2	2
887	в конечном	5	2
888	ни от	1	2
889	родного дома	1	2
890	здесь явственно	1	2
891	он оказывается	2	2
892	и непосредственное	1	2
893	даль и	2	2
894	в сторону	2	2
895	человек как	1	2
896	на чем	1	2
897	одним словом	1	2
898	и является	1	2
899	главного героя	1	2
900	своего значения	1	2
901	отрешиться от	1	2
902	он уже	1	2
903	текст в	3	2
904	жизни а	2	2
905	которой не	1	2
906	существенным образом	1	2
907	героя в	1	2
908	теперь в	1	2
909	от нас	1	2
910	из существеннейших	1	2
911	и делает	1	2
912	или к	1	2
913	том и	2	2
914	акта в	1	2
915	которому принадлежит	1	2
916	тем и	1	2
917	и внутренне	1	2
918	фамильярный контакт	1	2
919	героев и	1	2
920	мы встречаемся	1	2
921	смерть не	1	2
922	характерна для	1	2
923	нет в	1	2
924	выступает как	1	2
925	первых десятилетий	1	2
926	к нашему	2	2
927	но у	1	2
928	и поэтому	1	2
929	художественной литературы	2	2
930	узком значении	2	2
931	на которые	1	2
932	за пределами	3	2
933	этом так	1	2
934	языка а	1	2
935	характерные для	1	2
936	именно к	1	2
937	этом случае	1	2
938	рода и	1	2
939	что одна	1	2
940	существенно связаны	1	2
941	способность к	2	2
942	в первую	1	2
943	в заключительной	1	2
944	теми же	1	2
945	реальной действительности	1	2
946	однако по	1	2
947	в резком	1	2
948	бы быть	1	2
949	что ж	1	2
950	и я	1	2
951	в такой	1	2
952	встречаются в	2	2
953	не все	2	2
954	основе его	1	2
955	перед тем	1	2
956	о трагическом	1	2
957	прямо как	1	2
958	части и	1	2
959	не с	2	2
960	и жизни	1	2
961	живота и	1	2
962	исторического человека	1	2
963	могло быть	2	2
964	статье о	1	2
965	человеческих отношений	2	2
966	для такого	2	2
967	может показаться	1	2
968	и иронии	1	2
969	может и	1	2
970	в готовом	1	2
971	его лице	1	2
972	почву для	1	2
973	человеческой жизни	3	2
974	на многих	1	2
975	к числу	1	2
976	проникновения в	1	2
977	никак нельзя	1	2
978	одному из	1	2
979	примером которого	1	2
980	в какой	2	2
981	быть может	1	2
982	а и	1	2
983	где образ	1	2
984	на свой	1	2
985	можно даже	1	2
986	по мысли	2	2
987	если он	1	2
988	том или	1	2
989	дома и	2	2
990	языка на	2	2
991	и внутренней	1	2
992	отличается от	2	2
993	речь идет	2	2
994	вслед за	2	2
995	мир как	1	2
996	тем в	1	2
997	полноте и	2	2
998	время от	1	2
999	имея в	1	2
1000	и внешнее	1	2
1001	языков в	1	2
1002	всего что	1	2
1003	этот язык	1	2
1004	за него	1	2
1005	за его	1	2
1006	это отношение	3	2
1007	очень существенных	1	2
1008	все без	1	2
1009	в груди	1	2
1010	эта система	1	2
1011	всех людей	1	2
1012	обращенной к	1	2
1013	и внешней	3	2
1014	на почве	4	2
1015	к различным	1	2
1016	после чего	1	2
1017	не принадлежит	2	2
1018	собой в	1	2
1019	есть его	1	2
1020	второй план	1	2
1021	чем у	1	2
1022	что такое	2	2
1023	полной мере	1	2
1024	не от	2	2
1025	по содержанию	1	2
1026	и развития	1	2
1027	из уст	1	2
1028	все виды	1	2
1029	а только	4	2
1030	это тоже	2	2
1031	наивной и	1	2
1032	от окружающих	1	2
1033	две стороны	1	2
1034	для установления	1	2
1035	ни одно	2	2
1036	в комедии	2	2
1037	в разрушении	1	2
1038	но без	1	2
1039	что может	2	2
1040	общего с	1	2
1041	это делает	1	2
1042	с совершенно	1	2
1043	он показывает	1	2
1044	в образы	1	2
1045	традиции как	1	2
1046	в пространстве	2	2
1047	обращается к	1	2
1048	себе самом	1	2
1049	в состав	6	2
1050	произведение и	1	2
1051	я уже	1	2
1052	как с	1	2
1053	и свою	1	2
1054	вытесненные из	1	2
1055	этих моментов	1	2
1056	каждый такой	2	2
1057	одном и	1	2
1058	внутреннюю свободу	2	2
1059	в единстве	1	2
1060	силе и	1	2
1061	если не	1	2
1062	не более	1	2
1063	до этого	1	2
1064	и чрезвычайно	1	2
1065	и действительно	1	2
1066	носа в	1	2
1067	здесь выступает	1	2
1068	одним и	1	2
1069	время оно	1	2
1070	можно охарактеризовать	2	2
1071	совпадает с	2	2
1072	бы карнавал	1	2
1073	в итоге	2	2
1074	стиля то	1	2
1075	о своем	1	2
1076	в романтизме	1	2
1077	действия и	1	2
1078	раскрывает нам	1	2
1079	соответствии с	1	2
1080	и служит	1	2
1081	мог бы	3	2
1082	при котором	2	2
1083	лишь один	1	2
1084	мира где	1	2
1085	границы и	1	2
1086	только о	2	2
1087	общения между	1	2
1088	характерных для	1	2
1089	так с	1	2
1090	многих других	1	2
1091	в коем	2	2
1092	же этот	1	2
1093	сознания и	1	2
1094	на помощь	1	2
1095	как ни	1	2
1096	средств и	1	2
1097	же по	1	2
1098	этом что	1	2
1099	не тот	1	2
1100	случае не	2	2
1101	ею же	1	2
1102	мира а	1	2
1103	фольклора и	1	2
1104	эти стороны	1	2
1105	о каком	1	2
1106	известном смысле	2	2
1107	может иметь	1	2
1108	что от	1	2
1109	только к	1	2
1110	она здесь	1	2
1111	есть как	2	2
1112	значений и	1	2
1113	таких случаях	2	2
1114	время они	1	2
1115	всей его	2	2
1116	проникнута вся	1	2
1117	тот кто	2	2
1118	при таком	1	2
1119	себе самому	1	2
1120	ее содержание	1	2
1121	если на	1	2
1122	ни был	2	2
1123	дело обстоит	1	2
1124	или точнее	1	2
1125	говорит не	1	2
1126	совершается в	1	2
1127	к действительности	3	1
1128	всеми людьми	1	1
1129	в душе	9	1
1130	переживаемый в	1	1
1131	он обнаруживает	1	1
1132	для меня	2	1
1133	ему о	1	1
1134	образа в	1	1
1135	в последние	1	1
1136	только им	1	1
1137	к реальному	1	1
1138	особенно если	1	1
1139	как было	1	1
1140	языка этот	1	1
1141	по пути	4	1
1142	одновременно не	1	1
1143	от одного	1	1
1144	такими же	1	1
1145	героя как	2	1
1146	им по	1	1
1147	как смысл	1	1
1148	пусть это	1	1
1149	своей роли	1	1
1150	из всего	1	1
1151	не поверить	1	1
1152	как целому	1	1
1153	лично для	2	1
1154	др так	1	1
1155	в соответствии	1	1
1156	жизнь на	2	1
1157	отношений не	1	1
1158	незаметно для	1	1
1159	всем его	1	1
1160	после его	1	1
1161	первый взгляд	1	1
1162	мире это	2	1
1163	одного текста	1	1
1164	носа у	1	1
1165	и комедия	1	1
1166	чувство же	1	1
1167	служит для	1	1
1168	их восприятия	1	1
1169	она названа	1	1
1170	она могла	1	1
1171	другу и	1	1
1172	представляет собой	11	1
1173	являются только	1	1
1174	даже самых	1	1
1175	а всего	1	1
1176	одновременно он	1	1
1177	воображения или	1	1
1178	быть названо	2	1
1179	которому впервые	1	1
1180	времени его	1	1
1181	области эстетической	1	1
1182	аспекте его	1	1
1183	поэтому у	1	1
1184	области художественного	1	1
1185	жизнью но	1	1
1186	отдельности и	1	1
1187	нас на	1	1
1188	затем в	1	1
1189	по которым	1	1
1190	над этим	1	1
1191	игру в	1	1
1192	представляется более	1	1
1193	это будущее	1	1
1194	жизни за	1	1
1195	нет никаких	1	1
1196	которая характерна	1	1
1197	чем это	2	1
1198	писал в	1	1
1199	или иным	4	1
1200	мир все	2	1
1201	его мира	1	1
1202	литературу начиная	1	1
1203	нами не	1	1
1204	сюжет в	1	1
1205	под маской	1	1
1206	только отдельные	1	1
1207	жизни так	1	1
1208	в единое	3	1
1209	и процесс	1	1
1210	начале этой	1	1
1211	однако этот	1	1
1212	художественной формы	1	1
1213	моральных ценностей	1	1
1214	умения отрешиться	1	1
1215	по типу	1	1
1216	стремится к	1	1
1217	не ограничивается	1	1
1218	например так	1	1
1219	любые другие	1	1
1220	сторону его	1	1
1221	национальный язык	1	1
1222	слиться в	1	1
1223	выпадает из	1	1
1224	и позволяет	3	1
1225	этим и	1	1
1226	и гамлета	1	1
1227	поэтому ему	1	1
1228	эту свободу	1	1
1229	этого события	1	1
1230	или иная	1	1
1231	как говорит	3	1
1232	возможным в	1	1
1233	же оно	1	1
1234	лишь на	1	1
1235	сознания как	1	1
1236	литературной речи	1	1
1237	того и	1	1
1238	связь со	1	1
1239	больше и	1	1
1240	хвалы или	1	1
1241	к вопросу	1	1
1242	частной жизни	2	1
1243	жизни то	2	1
1244	встрече с	1	1
1245	его эстетической	3	1
1246	что хотя	1	1
1247	войне и	2	1
1248	раскрывается во	1	1
1249	причастности к	2	1
1250	оно состоит	1	1
1251	говоря в	1	1
1252	героя и	5	1
1253	этой своей	1	1
1254	подробностями и	1	1
1255	время ее	1	1
1256	вполне сложившейся	1	1
1257	от содержания	1	1
1258	не один	1	1
1259	в рассказе	3	1
1260	процесс формирования	1	1
1261	мире на	2	1
1262	в европейском	1	1
1263	неотделимо от	1	1
1264	еще два	1	1
1265	или иное	1	1
1266	такого понимания	1	1
1267	на свое	1	1
1268	не совпадает	1	1
1269	а тем	1	1
1270	мира выступает	1	1
1271	своей полноте	1	1
1272	действующего лица	1	1
1273	подход к	1	1
1274	его личности	1	1
1275	о покупке	1	1
1276	примененные к	1	1
1277	узнает в	1	1
1278	материал из	1	1
1279	широкий и	1	1
1280	всю жизнь	1	1
1281	для построения	1	1
1282	стихийных бедствий	1	1
1283	внешняя а	1	1
1284	отнюдь не	2	1
1285	события в	2	1
1286	пространственных и	1	1
1287	который выставляет	1	1
1288	чем выше	1	1
1289	бытия всякий	1	1
1290	на деле	3	1
1291	и против	1	1
1292	европейской традиции	1	1
1293	объединяет их	1	1
1294	к такой	2	1
1295	другие в	1	1
1296	полноту и	1	1
1297	этой жанровой	1	1
1298	событиями жизни	1	1
1299	связей с	2	1
1300	некоторых норм	1	1
