N	3gram	Propp_Isto	Problema
91	мы еще не	1	4
92	несмотря на всю	1	4
93	что это за	5	4
94	друг от друга	1	4
95	и вместе с	2	4
96	мы хотели бы	1	4
97	но все же	7	4
98	в одном случае	1	4
99	мы имеем дело	1	4
100	в том чтобы	1	4
101	есть нечто целое	1	4
102	до тех пор	1	4
103	все же не	2	4
104	вопрос о том	2	4
105	это было бы	1	4
106	не значит что	1	4
107	именно потому что	1	4
108	уже с самого	2	4
109	нечто целое и	1	4
110	а именно в	1	4
111	только в связи	1	4
112	в этих случаях	10	4
113	равно как и	1	4
114	в это время	2	4
115	подобно тому как	3	4
116	во всех этих	1	4
117	так что в	1	4
118	в таких случаях	4	4
119	начала до конца	1	3
120	одной стороны и	1	3
121	это не значит	1	3
122	то что он	1	3
123	все на свете	1	3
124	мы здесь не	1	3
125	дело вовсе не	1	3
126	то ясно что	2	3
127	мы никогда не	1	3
128	в отличие от	3	3
129	в отдельности и	1	3
130	во всем мире	1	3
131	к тому что	1	3
132	ни к какому	1	3
133	но это не	1	3
134	в тех случаях	1	3
135	за то что	2	3
136	если бы не	1	3
137	здесь мы имеем	2	3
138	тех случаях когда	1	3
139	но уже в	1	3
140	не сам по	1	3
141	с тем что	3	3
142	том что и	1	3
143	как мы увидим	2	3
144	что и в	1	3
145	если бы он	1	3
146	является не чем	1	3
147	должны были бы	2	3
148	здесь идет речь	2	3
149	мы уже видели	4	3
150	мы увидим ниже	5	3
151	вовсе не в	1	3
152	можно сколько угодно	1	3
153	только тем что	1	3
154	и есть то	1	3
155	но это только	1	3
156	то что она	2	3
157	хотя бы в	1	3
158	а есть только	1	3
159	если бы мы	2	3
160	том что в	1	3
161	и может быть	1	3
162	это свидетельствует о	1	3
163	но в то	1	3
164	и ничего не	1	3
165	после того как	2	3
166	здесь то что	1	3
167	здесь не будем	1	2
168	и для этого	1	2
169	к сожалению однако	2	2
170	по отношению к	6	2
171	по одному этому	1	2
172	и т п	1	2
173	один из них	1	2
174	то что обычно	1	2
175	не может считаться	1	2
176	можно говорить о	1	2
177	в советской науке	1	2
178	как показывает исследование	1	2
179	если это так	2	2
180	что в этом	1	2
181	уже о том	1	2
182	т д все	3	2
183	является не только	1	2
184	не только для	1	2
185	пор мы рассматривали	2	2
186	это так то	2	2
187	это не так	1	2
188	один и тот	2	2
189	все дело в	1	2
190	связаны между собою	1	2
191	что он должен	1	2
192	а именно на	1	2
193	в этой работе	1	2
194	таким образом в	1	2
195	там где нет	1	2
196	этому поводу необходимо	1	2
197	и для нас	2	2
198	во всех случаях	2	2
199	мы не можем	3	2
200	д все это	1	2
201	но в ее	1	2
202	а так как	1	2
203	что он не	4	2
204	и тот же	2	2
205	а не только	1	2
206	в себе в	1	2
207	в других случаях	2	2
208	но если это	2	2
209	мы имеем в	4	2
210	ни к каким	1	2
211	и знает что	1	2
212	только в пределах	1	2
213	друг на друга	1	2
214	здесь не просто	1	2
215	то же что	1	2
216	между собой и	1	2
217	не будем здесь	2	2
218	к тому или	1	2
219	ни один из	1	2
220	как мы это	1	2
221	не было и	1	2
222	из них не	1	2
223	которая была бы	1	2
224	относится и к	1	2
225	что здесь мы	1	2
226	тому или иному	1	2
227	и многие другие	1	2
228	никогда не может	1	2
229	внимание на то	1	2
230	и потому в	1	2
231	связаны между собой	1	2
232	тем что в	1	2
233	при таком положении	1	2
234	как только мы	1	2
235	в том случае	1	2
236	говорят только о	1	2
237	в нем и	1	2
238	только в этом	1	2
239	тем что они	2	2
240	хотя бы на	1	2
241	и здесь мы	1	2
242	очень много и	1	2
243	что и здесь	1	2
244	уже видели что	2	2
245	но тем не	1	2
246	и что он	1	2
247	и не только	1	2
248	если мы будем	1	2
249	на том который	1	2
250	с представлением о	1	1
251	т д здесь	1	1
252	войти в рассмотрение	1	1
253	что она не	1	1
254	здесь дело не	1	1
255	иное как то	1	1
256	перед нами как	2	1
257	и восходит к	1	1
258	а тем самым	1	1
259	а для этого	1	1
260	мы не считаем	1	1
261	в том как	1	1
262	в большинстве случаев	4	1
263	раз навсегда данной	1	1
264	к числу таких	1	1
265	своей книге о	1	1
266	в прямом смысле	1	1
267	нечто что мы	1	1
268	при каких условиях	1	1
269	нет необходимости приводить	1	1
270	то самое что	1	1
271	происходит в мифе	1	1
272	т д мы	1	1
273	идет только о	1	1
274	об этом не	1	1
275	в какой степени	1	1
276	так как нам	1	1
277	нас пока не	1	1
278	как будто ничего	1	1
279	с указания на	1	1
280	всего мы должны	1	1
281	человека а не	1	1
282	не только все	1	1
283	до конца и	1	1
284	что речь идет	1	1
285	при помощи которого	1	1
286	подлежит никакому сомнению	1	1
287	очень часто в	1	1
288	связи с целым	1	1
289	из них в	1	1
290	не только на	2	1
291	в тот момент	3	1
292	этот вопрос мы	2	1
293	сейчас мы можем	1	1
294	смысле этого слова	1	1
295	не раз и	1	1
296	приводит нас к	1	1
297	мы имеем и	2	1
298	еще в году	1	1
299	для нас важны	1	1
300	виде и что	1	1
301	не сами по	1	1
302	не думает что	1	1
303	на этот вопрос	2	1
304	тем самым и	1	1
305	так как это	1	1
306	но вместе с	1	1
307	и хорошо что	1	1
308	дело с мифами	1	1
309	все еще остается	1	1
310	то мы можем	1	1
311	все это не	1	1
312	таким образом и	1	1
313	и этот момент	1	1
314	но никогда не	1	1
315	и это тоже	1	1
316	но так как	2	1
317	и здесь не	1	1
318	того что он	1	1
319	не содержат в	1	1
320	но он имеет	1	1
321	на себя эту	1	1
322	дело здесь в	1	1
323	по существу своему	1	1
324	однако это не	2	1
325	а на самом	1	1
326	в ней от	1	1
327	в силу того	1	1
328	дело не с	1	1
329	никогда не говорится	1	1
330	и мне не	1	1
331	мы здесь имеем	3	1
332	и в особенности	1	1
333	и спокойно и	1	1
334	ясно что это	1	1
335	в одно время	1	1
336	в своей книге	1	1
337	как один из	2	1
338	а в них	1	1
339	к тому чтобы	1	1
340	но среди этих	1	1
341	и даже в	1	1
342	что они были	1	1
343	просто как таковое	1	1
344	в средние века	1	1
345	но все это	1	1
346	так как будто	1	1
347	и один из	1	1
348	имеем дело не	1	1
349	в одной из	1	1
350	да и не	1	1
351	если мы не	1	1
352	и должно было	1	1
353	в себе силу	1	1
354	то мы не	2	1
355	в эту ночь	1	1
356	но еще не	1	1
357	т д для	1	1
358	об этом можно	2	1
359	и это свидетельствует	1	1
360	и дает ему	1	1
361	с другой же	1	1
362	стран и народов	1	1
363	она и есть	1	1
364	означает не что	1	1
365	что наряду с	2	1
366	всех этих случаях	1	1
367	вопросом о том	1	1
368	этом а не	1	1
369	чрезвычайно важно для	1	1
370	тем или иным	1	1
371	том что они	3	1
372	не менее и	1	1
373	в нашем исследовании	1	1
374	из которых мы	1	1
375	двойственность с одной	1	1
376	легко может быть	1	1
377	до наших дней	2	1
378	но есть еще	1	1
379	чтобы они не	1	1
380	оно и более	1	1
381	и что здесь	1	1
382	лежащего в основе	1	1
383	обстоит дело с	2	1
384	его в качестве	1	1
385	прежде всего в	1	1
386	и связанные с	1	1
387	но и для	1	1
388	еще ничего не	1	1
389	день и ночь	1	1
390	и потому всегда	1	1
391	не говорится но	1	1
392	и что их	1	1
393	как одно из	1	1
394	если один и	1	1
395	только с одним	2	1
396	другой же стороны	1	1
397	не подлежит никакому	1	1
398	это значило бы	1	1
399	не только по	1	1
400	до известной степени	1	1
401	в одном из	1	1
402	и нисколько не	1	1
403	не содержит в	1	1
404	же и в	1	1
405	во многих местах	1	1
406	один из видов	2	1
407	для нас прежде	1	1
408	понимание того что	1	1
409	которые мы нашли	1	1
410	на другой стороне	1	1
411	и к другим	1	1
412	должно было бы	1	1
413	когда мы в	1	1
414	это для нас	2	1
415	не связан с	1	1
416	делает вид что	1	1
417	но оно не	1	1
418	в и ленина	1	1
419	эту точку зрения	2	1
420	как он их	1	1
421	и в русской	2	1
422	не в том	1	1
423	то же мы	1	1
424	есть только в	1	1
425	так что они	1	1
426	в обратном порядке	2	1
427	этом же говорит	1	1
428	еще не знаем	1	1
429	содержат в себе	1	1
430	дело уже не	1	1
431	имеется и в	1	1
432	уже потому что	1	1
433	силу того что	1	1
434	того что им	1	1
435	он нисколько не	1	1
436	нужно было бы	1	1
437	по всему миру	1	1
438	в первом случае	1	1
439	мы можем сказать	1	1
440	нас прежде всего	1	1
441	прежде всего мы	1	1
442	если бы в	1	1
443	об этом же	1	1
444	и следовательно не	1	1
445	но и с	1	1
446	но в сущности	1	1
447	первобытного мышления и	1	1
448	что они не	1	1
449	и смысл этого	1	1
450	поставить вопрос о	1	1
451	отсюда видно что	1	1
452	далеко еще не	1	1
453	это означает что	1	1
454	не могут быть	1	1
455	с одним условием	1	1
456	есть то самое	1	1
457	возникает вопрос о	1	1
458	мы видим и	1	1
459	по себе не	1	1
460	ни к какой	1	1
461	друг друга но	1	1
462	будем стоять на	1	1
463	что он об	1	1
464	из этого можно	1	1
465	все же можно	2	1
466	мы будем стоять	1	1
467	всегда есть не	1	1
468	то и здесь	2	1
469	хотя оно и	1	1
470	это могло бы	1	1
471	что у него	1	1
472	для этой цели	1	1
473	о том чтобы	1	1
474	что же здесь	1	1
475	том случае когда	1	1
476	том как он	1	1
477	изучение истории этого	1	1
478	что мы должны	1	1
479	при встрече с	1	1
480	таким образом мы	3	1
481	но он не	1	1
482	бы мы захотели	1	1
483	это может быть	2	1
484	поставить вопрос как	1	1
485	установить что образ	1	1
486	с этим мы	1	1
487	и должно быть	2	1
488	это можно но	1	1
489	отнюдь не означает	1	1
490	лежат в основе	1	1
491	во всем его	1	1
492	так и с	1	1
493	сказать что и	1	1
494	в третий раз	2	1
495	и в конце	1	1
496	не зная что	1	1
497	мы имеем например	1	1
498	мы можем здесь	1	1
499	и в средние	1	1
500	именно такого рода	1	1
501	какой бы то	1	1
502	в некоторых случаях	2	1
503	имеет в качестве	1	1
504	на котором он	1	1
505	и на ней	1	1
506	и только после	2	1
507	как то что	1	1
508	необходимо иметь в	1	1
509	с которыми он	1	1
510	в дальнейшем оказывается	1	1
511	а не какие-нибудь	1	1
512	он прежде всего	1	1
513	сам собой возникает	1	1
514	кого бы то	1	1
515	и относящиеся сюда	1	1
516	связи с ее	1	1
517	но это конечно	1	1
518	читатель поймет что	1	1
519	так оно и	1	1
520	очень простой и	1	1
521	и на него	1	1
522	в себе как	1	1
523	ответ на этот	1	1
524	по его мнению	2	1
525	все же остается	1	1
526	едва ли не	1	1
527	в такой форме	1	1
528	указанием на то	1	1
529	здесь можно было	1	1
530	вопросе о том	1	1
531	сводится к тому	1	1
532	и другие знаки	1	1
533	должен был бы	1	1
534	нет ничего нового	1	1
535	можно установить что	2	1
