N	2gram	Tiupa_Anal	Problemy
291	этот вопрос	1	6
292	в этой	12	6
293	я в	5	6
294	себя в	8	6
295	рассказ в	1	6
296	во время	1	6
297	и здесь	1	6
298	за ним	2	6
299	от автора	1	6
300	отношения к	4	6
301	ни был	1	6
302	в которых	1	6
303	зависимости от	1	6
304	в основе	6	6
305	героя а	1	6
306	другого в	3	6
307	в отличие	8	6
308	и во	3	6
309	он может	2	6
310	друг друга	1	6
311	знаю что	2	6
312	на вопрос	5	6
313	не принимает	1	6
314	по существу	1	6
315	что ж	1	6
316	диалог в	2	6
317	на его	4	6
318	слова как	1	6
319	отличие от	8	6
320	как он	4	6
321	в начале	3	6
322	художественного мира	4	6
323	идет о	1	6
324	жизни и	1	6
325	на то	2	6
326	и только	1	6
327	для этого	2	6
328	те же	3	5
329	с собой	1	5
330	именно в	6	5
331	в речи	3	5
332	отношением к	2	5
333	с тем	1	5
334	авторских интенций	1	5
335	а между	1	5
336	в зависимости	1	5
337	того же	7	5
338	него не	1	5
339	крайней мере	4	5
340	другого как	2	5
341	тому же	6	5
342	на себя	5	5
343	я и	8	5
344	зрения и	1	5
345	в чем	2	5
346	в такой	2	5
347	той или	8	5
348	от чужого	1	5
349	в уста	1	5
350	не могу	2	5
351	что ты	1	5
352	однако в	4	5
353	его как	3	5
354	что может	2	5
355	в общем	1	5
356	один из	4	5
357	та же	1	5
358	то есть	19	5
359	ним и	2	5
360	была бы	4	5
361	художественного творчества	2	5
362	сам по	1	5
363	подобно тому	5	5
364	здесь мы	1	5
365	о своей	2	5
366	на протяжении	2	5
367	вместе с	6	5
368	в голосе	1	5
369	по крайней	4	5
370	ни на	1	5
371	совершенно не	2	5
372	диалог с	1	5
373	мы не	1	5
374	слов и	2	5
375	в мир	1	5
376	нет и	2	5
377	том же	2	5
378	в ее	2	5
379	другого и	1	5
380	меня не	1	5
381	и то	4	5
382	они не	1	5
383	того и	5	5
384	он как	1	5
385	где он	1	5
386	ведь это	2	5
387	между собою	1	5
388	по своему	1	5
389	в авторском	1	5
390	нисколько не	1	5
391	но при	2	5
392	в ней	1	5
393	быть и	1	5
394	когда он	1	5
395	человека с	1	5
396	и самого	3	5
397	диалога с	1	5
398	или иной	8	5
399	тому что	2	5
400	тому как	5	5
401	мира в	2	5
402	для другого	1	5
403	является в	1	4
404	все что	3	4
405	мы и	1	4
406	только что	1	4
407	с этой	2	4
408	без исключения	2	4
409	еще более	1	4
410	по мере	1	4
411	среди других	1	4
412	более или	2	4
413	в первом	3	4
414	в пределы	1	4
415	при всей	4	4
416	для автора	1	4
417	его внутренний	1	4
418	перед его	1	4
419	он был	3	4
420	уже и	1	4
421	будет и	1	4
422	его за	1	4
423	или менее	2	4
424	входят в	1	4
425	во всей	1	4
426	от них	1	4
427	на котором	3	4
428	они могут	1	4
429	и речь	1	4
430	его собственного	1	4
431	поэтому в	1	4
432	я как	2	4
433	тем не	3	4
434	которого он	1	4
435	личности в	4	4
436	связи с	2	4
437	в которой	3	4
438	сознания не	1	4
439	внутреннюю речь	1	4
440	то в	2	4
441	не есть	8	4
442	в сторону	6	4
443	героя из	1	4
444	в эту	3	4
445	на себе	3	4
446	остается в	2	4
447	оно не	1	4
448	если оно	1	4
449	он ничего	1	4
450	эти слова	1	4
451	ли будет	1	4
452	этих трех	1	4
453	в рассказе	2	4
454	речи и	2	4
455	его внутренней	1	4
456	одно и	2	4
457	а вовсе	1	4
458	не значит	1	4
459	в первой	2	4
460	обращен к	1	4
461	в точке	1	4
462	с ее	2	4
463	всех этих	2	4
464	с идеей	1	4
465	он уже	1	4
466	своего собственного	2	4
467	с миром	1	4
468	романа в	4	4
469	из которых	4	4
470	этот принцип	1	4
471	речи как	1	4
472	да ведь	1	4
473	если не	2	4
474	конечно и	1	4
475	в словах	2	4
476	как нам	1	4
477	бы не	3	4
478	героев в	1	4
479	установкой на	3	4
480	вследствие этого	5	4
481	то он	3	4
482	же я	1	4
483	реплики и	1	4
484	то и	2	4
485	совпадает с	6	4
486	и если	2	4
487	обойтись без	1	4
488	как если	1	4
489	времени и	7	4
490	каждый из	3	4
491	над собой	1	4
492	сами по	3	4
493	к миру	1	4
494	мире в	1	4
495	как предмет	4	4
496	появляется в	2	4
497	только с	2	4
498	что оно	1	4
499	хоть и	1	4
500	романа но	1	4
501	этом отношении	5	4
502	в формах	1	4
503	в литературе	4	4
504	что с	1	4
505	со своим	4	4
506	здесь в	2	4
507	смысле этого	1	4
508	пределы одного	1	4
509	а то	3	4
510	вообще не	2	4
511	бы с	2	4
512	слова не	1	4
513	к концу	1	4
514	войти в	1	4
515	это было	1	4
516	ибо и	1	4
517	об этом	1	4
518	а так	1	4
519	особенно в	9	4
520	бы ни	2	4
521	собственный голос	1	4
522	жизнь и	1	4
523	героя к	2	4
524	это как	2	4
525	также и	3	4
526	особый тип	1	4
527	еще в	4	4
528	герой не	1	4
529	как их	1	4
530	это в	1	4
531	таким же	1	4
532	образ героя	1	4
533	момент его	1	4
534	с героем	1	3
535	говорить о	3	3
536	может служить	3	3
537	о чем	3	3
538	в большей	1	3
539	какой бы	2	3
540	говорит о	5	3
541	а затем	3	3
542	в рамки	1	3
543	чтобы в	1	3
544	как образ	1	3
545	героя как	2	3
546	есть в	4	3
547	к другим	2	3
548	мысли о	1	3
549	является для	1	3
550	большей или	4	3
551	не я	1	3
552	можно сказать	6	3
553	в данном	6	3
554	что этот	1	3
555	сам не	1	3
556	между двумя	7	3
557	в различных	1	3
558	художественном творчестве	1	3
559	одной из	2	3
560	этот голос	1	3
561	почти нет	1	3
562	как я	1	3
563	автор как	1	3
564	все без	1	3
565	что говорит	1	3
566	говорит сам	1	3
567	что даже	2	3
568	всего в	3	3
569	авторскому сознанию	1	3
570	только не	6	3
571	мы видим	1	3
572	по преимуществу	4	3
573	сознания с	1	3
574	она в	1	3
575	эту минуту	1	3
576	романа как	1	3
577	не должна	1	3
578	в напряженном	1	3
579	внешнего мира	2	3
580	воспринимается как	1	3
581	пути и	1	3
582	что его	1	3
583	установки и	1	3
584	будто бы	4	3
585	в таком	5	3
586	не бывает	1	3
587	в устах	2	3
588	звучит как	1	3
589	человек в	3	3
590	эту особенность	1	3
591	между собой	2	3
592	могли бы	2	3
593	как человек	1	3
594	и та	2	3
595	в приведенном	1	3
596	себя на	1	3
597	его жизнь	1	3
598	по своей	6	3
599	другой голос	1	3
600	или меньшей	4	3
601	и есть	3	3
602	теми же	2	3
603	и по	2	3
604	меньшей степени	1	3
605	в один	4	3
606	и особенно	4	3
607	и сами	2	3
608	своего рода	12	3
609	так ли	1	3
610	один голос	2	3
611	том или	4	3
612	оглядкой на	1	3
613	и при	1	3
614	что ли?	1	3
615	ни единого	1	3
616	же нам	2	3
617	сводится к	6	3
618	себе не	2	3
619	том и	2	3
620	как вы	1	3
621	и одновременно	4	3
622	из тех	1	3
623	есть нечто	1	3
624	врывается в	1	3
625	все они	2	3
626	не является	3	3
627	в диалог	2	3
628	который не	2	3
629	себя за	1	3
630	высказывания и	3	3
631	того чтобы	3	3
632	можно лишь	1	3
633	а может	1	3
634	и уже	1	3
635	и больше	2	3
636	вступает в	4	3
637	еще один	1	3
638	о способах	1	3
639	тем же	1	3
640	со своими	1	3
641	слова он	1	3
642	в сознании	6	3
643	во времени	6	3
644	выходит за	1	3
645	его можно	2	3
646	человека но	1	3
647	связан с	1	3
648	именно к	1	3
649	этом случае	4	3
650	данном случае	3	3
651	за собою	3	3
652	столкновение с	1	3
653	сколько в	1	3
654	которых он	1	3
655	тут не	1	3
656	ее в	2	3
657	не способен	1	3
658	на которой	2	3
659	у нас	1	3
660	волю в	1	3
661	мы будем	1	3
662	раз в	1	3
663	однако не	4	3
664	внутренняя речь	1	3
665	этого не	1	3
666	никому не	1	3
667	всего романа	1	3
668	если и	1	3
669	или даже	3	3
670	которой он	1	3
671	дело и	1	3
672	одно сознание	1	3
673	оно может	3	3
674	того или	3	3
675	а его	1	3
676	я к	1	3
677	и внутренняя	1	3
678	из этих	2	3
679	не с	8	3
680	его речи	1	3
681	нового времени	1	3
682	ним как	1	3
683	что из	2	3
684	человека и	1	3
685	которые в	3	3
686	своего прямого	1	3
687	что на	3	3
688	в пространстве	1	3
689	же в	1	3
690	все еще	1	3
691	и эта	1	3
692	нуждается в	9	3
693	то все	1	3
694	бытия в	1	3
695	все возможные	1	3
696	мы наблюдаем	1	2
697	иной форме	1	2
698	в центре	3	2
699	в душе	1	2
700	быть по	1	2
701	возможно лишь	1	2
702	указывает на	1	2
703	которая в	3	2
704	которому оно	1	2
705	и имеет	1	2
706	степени как	1	2
707	одному из	2	2
708	доминанта в	2	2
709	одно из	2	2
710	не столько	5	2
711	речь его	1	2
712	оглядывается на	1	2
713	по природе	4	2
714	социальной группы	1	2
715	его на	1	2
716	а именно	3	2
717	собой не	2	2
718	роль в	3	2
719	случайно и	1	2
720	почти все	1	2
721	найти себя	2	2
722	определяется не	1	2
723	могут оказаться	2	2
724	эпизод с	1	2
725	обращает на	3	2
726	условии что	1	2
727	и того	5	2
728	во все	1	2
729	уж так	4	2
730	быть не	3	2
731	и взаимодействия	1	2
732	было в	1	2
733	себе все	1	2
734	в противоположность	4	2
735	мира не	2	2
736	для того	4	2
737	не всегда	4	2
738	не об	1	2
739	обращаясь к	2	2
740	же его	4	2
741	себе в	2	2
742	свою очередь	1	2
743	ничего что	1	2
744	принадлежащих к	1	2
745	я с	1	2
746	а вот	1	2
747	в контексте	5	2
748	ото всех	1	2
749	подошли к	1	2
750	такая же	1	2
751	быть в	1	2
752	в нашем	3	2
753	же слова	1	2
754	к этому	2	2
755	слова ибо	1	2
756	и был	1	2
757	к этим	1	2
758	каков бы	1	2
759	и становится	1	2
760	другим что	1	2
761	внутренней жизни	1	2
762	не возникает	1	2
763	собой и	1	2
764	то оно	1	2
765	нельзя сказать	1	2
766	об одном	1	2
767	других для	1	2
768	собой в	2	2
769	с одной	7	2
770	на том	1	2
771	есть у	1	2
772	личной жизни	1	2
773	а и	1	2
774	имеется и	1	2
775	ты не	2	2
776	значительной степени	1	2
777	в качестве	38	2
778	из мертвых	1	2
779	иного рода	4	2
780	диалог и	1	2
781	самый предмет	1	2
782	или не	2	2
783	диалог как	1	2
784	утрачивает свою	2	2
785	других сознаний	1	2
786	прежде чем	2	2
787	бы как	1	2
788	из уст	1	2
789	мы это	1	2
790	становления мысли	1	2
791	этом последнем	1	2
792	эти три	1	2
793	чего бы	1	2
794	одном из	1	2
795	сознания как	1	2
796	его жизни	1	2
797	представляется нам	1	2
798	служит для	2	2
799	в интонации	1	2
800	сохраняется и	1	2
801	героя для	1	2
802	же касается	1	2
803	здесь и	1	2
804	делает его	1	2
805	слово представляется	1	2
806	что как	3	2
807	но к	3	2
808	человека а	1	2
809	не был	2	2
810	здесь как	1	2
811	я его	2	2
812	что же?	1	2
813	и быть	1	2
814	того в	1	2
815	диалоге с	1	2
816	не он	1	2
817	человека он	1	2
818	предполагает что	1	2
819	остается вне	1	2
820	и речи	1	2
821	отношение между	1	2
822	ведь я	1	2
823	человека который	1	2
824	в ответ	2	2
825	плана и	1	2
826	оно и	1	2
827	и входит	1	2
828	реалистического романа	1	2
829	и является	4	2
830	главного героя	3	2
831	слова без	1	2
832	также не	1	2
833	не способна	1	2
834	над ним	1	2
835	другой и	1	2
836	него на	4	2
837	один в	2	2
838	что для	1	2
839	ведь ты	2	2
840	них не	1	2
841	лучше сказать	1	2
842	столь же	7	2
843	художественного произведения	6	2
844	бы оно	1	2
845	точкой зрения	1	2
846	из этого	2	2
847	ни одно	2	2
848	отнюдь не	22	2
849	для чего	2	2
850	независимо от	2	2
851	не случайно	11	2
852	одного и	2	2
853	в статье	1	2
854	в особенности	1	2
855	мире и	2	2
856	от нее	1	2
857	не так	3	2
858	же самый	1	2
859	во втором	1	2
860	из возможных	2	2
861	не позволяет	2	2
862	как с	1	2
863	его уже	1	2
864	внутреннего и	2	2
865	что герой	1	2
866	сознания о	1	2
867	в литературной	1	2
868	тогда когда	3	2
869	как один	1	2
870	на первом	1	2
871	смысле слова	1	2
872	настоящего времени	1	2
873	и должно	1	2
874	с каким-то	1	2
875	и романа	2	2
876	и души	1	2
877	здесь он	1	2
878	и внешнего	2	2
879	для них	1	2
880	второй части	1	2
881	и вызывает	1	2
882	сюжета и	1	2
883	этой точки	2	2
884	оно ни	1	2
885	есть лишь	1	2
886	от своего	3	2
887	их и	1	2
888	произведения в	14	2
889	о самом	1	2
890	не поддается	1	2
891	части нашей	1	2
892	она и	1	2
893	к его	3	2
894	подхода к	3	2
895	что такой	1	2
896	не имеет	1	2
897	ему и	1	2
898	всей своей	1	2
899	что позволяет	1	2
900	в аспекте	4	2
901	и резко	1	2
902	еще и	1	2
903	в главе	1	2
904	время оно	1	2
905	она была	1	2
906	своей собственной	2	2
907	лишь одним	1	2
908	со всех	1	2
909	тяготеет к	1	2
910	в свою	1	2
911	в значительной	1	2
912	но затем	1	2
913	не знаю	2	2
914	отношения человека	2	2
915	которого никогда	1	2
916	нашей работы	1	2
917	всего на	1	2
918	вы говорите	1	2
919	литературных произведений	1	2
920	или еще	1	2
921	было и	1	2
922	вот этот	1	2
923	ибо он	1	2
924	известной степени	1	2
925	мне не	1	2
926	непосредственно в	1	2
927	и там	1	2
928	она может	3	2
929	речи в	3	2
930	в образе	1	2
931	за пределами	3	2
932	основная особенность	1	2
933	и сознание	1	2
934	только его	1	2
935	столько в	1	2
936	самим по	1	2
937	из него	1	2
938	жизни не	1	2
939	самом произведении	1	2
940	внешнее и	1	2
941	заключенных в	1	2
942	уже с	1	2
943	ответ на	3	2
944	произведения как	8	2
945	это место	1	2
946	этот процесс	1	2
947	в поэзии	2	2
948	в художественной	1	2
949	одна и	1	2
950	такая постановка	1	2
951	для всего	1	2
952	органическое единство	1	2
953	для нас	1	2
954	видеть в	1	2
955	слова а	1	2
956	героя слово	1	2
957	затем и	1	2
958	при условии	1	2
959	материал для	1	2
960	образом в	1	2
961	с теми	1	2
962	сознания но	1	2
963	случае не	2	2
964	бы быть	3	2
965	стилизации и	1	2
966	в какой	3	2
967	как она	1	2
968	этот раз	1	2
969	один и	1	2
970	согласие с	1	2
971	только и	1	2
972	должен быть	6	2
973	не все	3	2
974	выражение и	1	2
975	сознанию и	1	2
976	этих двух	1	2
977	сюжета в	1	2
978	и эти	2	2
979	хотя он	1	2
980	тогда я	1	2
981	не нарушает	1	2
982	одну из	2	2
983	что достоевский	1	2
984	во второй	3	2
985	что касается	4	2
986	герои как	1	2
987	не следует	6	2
988	во вне	1	2
989	стало быть	2	2
990	этих случаях	2	2
991	к которой	1	2
992	чем является	1	2
993	зависимость от	2	2
994	в рамках	5	2
995	же самое	3	2
996	этот кругозор	1	2
997	данного произведения	3	2
998	в категориях	2	2
999	выражения в	1	2
1000	сталкиваются в	1	2
1001	произведения не	1	2
1002	действительно не	1	2
1003	даже из	1	2
1004	героя он	1	2
1005	но я	1	2
1006	или напротив	3	2
1007	все более	1	2
1008	может и	2	2
1009	себя но	1	2
1010	или точнее	2	2
1011	как для	1	2
1012	не к	3	2
1013	словами в	1	2
1014	не выступает	1	1
1015	они являются	1	1
1016	о таком	1	1
1017	путем слияния	1	1
1018	для всех	1	1
1019	случае в	2	1
1020	еще раз	1	1
1021	и пошла	1	1
1022	и мира	1	1
1023	отвечает на	2	1
1024	этого в	1	1
1025	приходится прибегать	1	1
1026	типа как	1	1
1027	для непосредственного	1	1
1028	творчества в	1	1
1029	со всей	1	1
1030	к этой	1	1
1031	прямо на	1	1
1032	познания и	1	1
1033	явлениях а	1	1
1034	некоторой степени	1	1
1035	отношения не	1	1
1036	в конкретное	1	1
1037	или иных	3	1
1038	это лишь	1	1
1039	необходимое для	1	1
1040	в применении	1	1
1041	однако и	1	1
1042	в равной	4	1
1043	а перед	1	1
1044	следует что	2	1
1045	точке соприкосновения	1	1
1046	его внешние	1	1
1047	строго говоря	3	1
1048	сам автор	1	1
1049	и репликами	1	1
1050	не являются	2	1
1051	форма его	1	1
1052	или иному	2	1
1053	самом же	1	1
1054	требует от	1	1
1055	и другими	2	1
1056	случае он	1	1
1057	но автор	1	1
1058	связь между	1	1
1059	историка литературы	1	1
1060	вопроса и	1	1
1061	же эти	1	1
1062	господа ничего	1	1
1063	видение и	1	1
1064	и способами	1	1
1065	положения в	1	1
1066	ко всем	2	1
1067	в борьбе	2	1
1068	а напротив	3	1
1069	или во	1	1
1070	как необходимый	1	1
1071	в художественную	1	1
1072	к какому-нибудь	1	1
1073	я всегда	3	1
1074	не речевой	1	1
1075	без другого	2	1
1076	может выступать	3	1
1077	а во-вторых	1	1
1078	литературному произведению	3	1
1079	мысли как	1	1
1080	мысль о	2	1
1081	но по	1	1
1082	голосом и	1	1
1083	которого лежит	1	1
1084	власти над	1	1
1085	в собственном	3	1
1086	же точно	2	1
1087	опять как	1	1
1088	над самим	1	1
1089	лица в	1	1
1090	только для	3	1
1091	как более	1	1
1092	внутренней речью	1	1
1093	произведении и	1	1
1094	и нисколько	1	1
1095	быть да	1	1
1096	я а	1	1
1097	понято как	1	1
1098	он по	2	1
1099	свою собственную	1	1
1100	отсюда вытекает	1	1
1101	себя свою	1	1
1102	не его	2	1
1103	но мы	2	1
1104	художественное произведение	5	1
1105	так например	2	1
1106	на первый	1	1
1107	полный простор	1	1
1108	обращение к	1	1
1109	свой смысл	1	1
1110	а вместе	1	1
1111	нам представляется	2	1
1112	первый взгляд	1	1
1113	художественного восприятия	9	1
1114	что сознание	1	1
1115	и дело	1	1
1116	было не	1	1
1117	во внешнем	4	1
1118	а скорее	2	1
1119	при наличии	3	1
1120	как справедливо	3	1
1121	на этой	2	1
1122	героя или	1	1
1123	значение только	1	1
1124	и третий	1	1
1125	в действительности	2	1
1126	конечно далеко	1	1
1127	среди всех	1	1
1128	как речь	2	1
1129	в любом	4	1
1130	о чем-то	1	1
1131	целого романа	3	1
1132	языка в	1	1
1133	значимости в	1	1
1134	этом мы	1	1
1135	говорить не	1	1
1136	не должен	2	1
1137	зачем же	2	1
1138	служить и	1	1
1139	речи всех	1	1
1140	ничто не	2	1
1141	но то	1	1
1142	с позицией	1	1
1143	оно как	1	1
1144	времени в	4	1
1145	сознания в	4	1
1146	точно и	1	1
1147	и т.п	13	1
1148	а непосредственно	1	1
1149	отдельных наблюдений	1	1
1150	не исключает	1	1
1151	встречи с	3	1
1152	художественный смысл	2	1
1153	для данного	3	1
1154	этому мы	1	1
1155	не обязательно	1	1
1156	что речь	1	1
1157	к изображаемому	1	1
1158	на своего	1	1
1159	всякого сомнения	1	1
1160	данного художественного	4	1
1161	от лица	1	1
1162	чужих и	1	1
1163	его собственной	1	1
1164	и остается	1	1
1165	мир других	1	1
1166	я один	2	1
1167	из виду	3	1
1168	к ним	1	1
1169	обратим внимание	1	1
1170	вообще и	2	1
1171	с иным	1	1
1172	он создал	1	1
1173	постановка проблемы	1	1
1174	не доказывает	1	1
1175	по-своему в	1	1
1176	в основу	1	1
1177	еще одна	3	1
1178	мир объектов	1	1
1179	на того	1	1
1180	все многообразие	1	1
1181	который в	3	1
1182	да может	1	1
1183	что именно	2	1
1184	по поводу	4	1
1185	в противном	1	1
1186	тут же	2	1
1187	принять и	1	1
1188	она есть	2	1
1189	так у	4	1
1190	которой в	1	1
1191	не просто	2	1
1192	из одних	1	1
1193	или лучше	1	1
1194	едва ли	4	1
1195	но сама	1	1
1196	жизни с	1	1
1197	во внутреннюю	1	1
1198	того о	1	1
1199	в чужой	1	1
1200	представляя собою	1	1
1201	внутреннюю структуру	1	1
1202	не дано	3	1
1203	не происходит	1	1
1204	пусть и	1	1
1205	ее и	1	1
1206	за свой	1	1
1207	без внутренней	1	1
1208	этому пути	1	1
1209	менее в	1	1
1210	даже выражение	1	1
1211	к человеку	1	1
1212	от поэтического	1	1
1213	душевных и	1	1
1214	и всей	1	1
1215	не говоря	2	1
1216	время и	1	1
1217	личности поэтому	1	1
1218	лишь поверхностные	1	1
1219	такого рода	6	1
1220	стороннего наблюдателя	1	1
1221	внимание на	3	1
1222	в состоянии	1	1
1223	произведения неизбежно	1	1
1224	получает в	1	1
1225	проявляется в	4	1
1226	мышления с	1	1
1227	какие могут	1	1
1228	на этих	1	1
1229	далеко за	1	1
1230	и художественно	1	1
1231	перевести в	1	1
1232	и за	3	1
1233	в тот	1	1
1234	бытия и	2	1
1235	противоречивое единство	1	1
1236	же человек	1	1
1237	не от	1	1
1238	в каждый	1	1
1239	в одиночку	1	1
1240	между несколькими	1	1
1241	только к	1	1
1242	отношения между	2	1
1243	первая часть	1	1
1244	сознания на	1	1
1245	независима от	1	1
1246	не говорит	2	1
1247	при анализе	1	1
1248	адресата к	1	1
1249	или несколько	1	1
1250	мне в	1	1
1251	нем но	1	1
1252	или хотя	1	1
1253	само является	1	1
1254	первых слов	1	1
1255	вопрос почему	1	1
1256	с одним	1	1
1257	личности от	1	1
1258	учение о	1	1
1259	в связи	2	1
1260	такова что	2	1
1261	по одному	1	1
1262	художественном произведении	1	1
1263	и вместе	1	1
1264	фактами которые	1	1
1265	место и	1	1
1266	что никто	1	1
1267	объективного описания	1	1
1268	взаимодействие не	1	1
1269	до известной	1	1
1270	часть вторая	2	1
1271	речь самого	2	1
1272	и жизнь	1	1
1273	не даны	1	1
1274	это путь	2	1
1275	в двух	4	1
1276	третьего не	1	1
1277	воздействия на	1	1
1278	ему во	1	1
1279	темы с	1	1
1280	к мысли	1	1
1281	а только	1	1
1282	могло бы	1	1
1283	вопроса о	4	1
1284	с иной	1	1
1285	речевой манеры	1	1
1286	вопрос об	3	1
1287	всех своих	1	1
1288	я на	1	1
1289	всей их	1	1
1290	ему известную	1	1
1291	смысл и	3	1
1292	только ему	1	1
1293	рождается в	1	1
1294	не имея	2	1
1295	сознания а	1	1
1296	сводит его	1	1
1297	читателя в	3	1
1298	автора или	2	1
1299	от бытия	1	1
1300	говорилось о	1	1
1301	не одного	1	1
1302	ответом на	1	1
1303	в отдельных	1	1
1304	существенно что	2	1
