N	2gram	Tiupa_Anal	Mirosoze
212	после того	1	5
213	пройти через	1	5
214	личности в	5	5
215	есть явление	1	5
216	от этого	1	5
217	сих пор	1	5
218	вопроса о	2	5
219	и мир	1	5
220	личность и	1	5
221	должны быть	1	5
222	человек который	1	5
223	культуры и	1	5
224	был в	1	5
225	в то	8	5
226	когда он	2	5
227	до сих	1	5
228	они и	1	5
229	оно не	2	5
230	любовь и	1	5
231	да и	3	5
232	хотел бы	1	5
233	тот кто	2	5
234	его и	1	5
235	он же	2	5
236	в основе	2	5
237	и если	2	5
238	в мир	1	5
239	жизни это	2	5
240	той же	7	5
241	в самую	1	5
242	тот же	3	5
243	в более	1	5
244	не для	2	5
245	так и	19	5
246	и тут	1	5
247	как у	3	5
248	в их	7	5
249	и я	3	5
250	как будто	1	5
251	в той	3	4
252	что было	1	4
253	человеческой жизни	2	4
254	в момент	3	4
255	к этой	2	4
256	еще более	1	4
257	в разных	1	4
258	на деле	1	4
259	нас в	1	4
260	в своих	3	4
261	и даже	12	4
262	истины и	1	4
263	в такой	1	4
264	было не	1	4
265	на природу	1	4
266	не всегда	4	4
267	по отношению	9	4
268	не что	1	4
269	себе в	1	4
270	его собственной	1	4
271	что они	3	4
272	ее и	1	4
273	мы видим	1	4
274	в христианском	1	4
275	что иное	1	4
276	в каждом	4	4
277	к себе	1	4
278	народной жизни	1	4
279	не от	2	4
280	будто бы	1	4
281	он лишь	1	4
282	в чем	2	4
283	а для	3	4
284	а с	2	4
285	человека как	1	4
286	так что	2	4
287	и что	2	4
288	лишь один	1	4
289	как человек	1	4
290	и никогда	1	4
291	его личности	1	4
292	и по	3	4
293	не случайно	13	4
294	и против	1	4
295	живет в	1	4
296	с ума	1	4
297	и тот	1	4
298	с ней	1	4
299	в начале	10	4
300	оно есть	1	4
301	то время	1	4
302	как о	3	4
303	вряд ли	1	4
304	от его	2	4
305	границы человеческой	1	4
306	к другому	1	4
307	же есть	1	4
308	и тогда	1	4
309	и до	2	4
310	в истории	1	4
311	вести к	1	4
312	к миру	2	4
313	отречение от	1	4
314	он должен	1	4
315	как к	2	4
316	могут быть	4	4
317	сам он	1	4
318	был еще	1	4
319	мы не	4	4
320	у всех	2	4
321	начала в	1	4
322	все эти	2	4
323	есть в	2	4
324	по своему	3	4
325	своей свободы	1	4
326	путь к	4	4
327	особенно в	1	4
328	не все	1	4
329	и их	3	4
330	отношению к	9	4
331	место в	4	4
332	и только	1	4
333	конце концов	1	4
334	любви и	2	4
335	иное как	1	4
336	является в	1	3
337	и мира	1	3
338	о чем	5	3
339	в виду	1	3
340	не бывает	1	3
341	мысль о	3	3
342	принадлежат к	1	3
343	давно уже	1	3
344	все же	6	3
345	в иной	2	3
346	мир и	1	3
347	в записках	1	3
348	мире но	1	3
349	в динамике	1	3
350	в противоположность	3	3
351	входит в	4	3
352	в этот	1	3
353	одной и	2	3
354	в одном	4	3
355	приходит к	1	3
356	превращается в	3	3
357	значительной степени	3	3
358	с другим	1	3
359	приходят к	1	3
360	к этому	3	3
361	уходит в	1	3
362	и еще	1	3
363	в состоянии	2	3
364	только свобода	1	3
365	хотя и	4	3
366	и сама	1	3
367	одним из	1	3
368	я и	6	3
369	но ведь	1	3
370	же как	1	3
371	лишь для	1	3
372	во всех	4	3
373	остается в	1	3
374	о себе	4	3
375	на смену	5	3
376	в уста	1	3
377	именно потому	1	3
378	есть бог	1	3
379	между тем	8	3
380	остается на	1	3
381	и тем	3	3
382	должны были	1	3
383	с которым	1	3
384	были бы	3	3
385	свободы как	1	3
386	ближе к	2	3
387	котором не	1	3
388	жизни а	1	3
389	для себя	2	3
390	и должно	1	3
391	на почве	3	3
392	учение о	1	3
393	это уже	1	3
394	со всеми	2	3
395	все его	2	3
396	с таким	5	3
397	о судьбе	1	3
398	в пределах	5	3
399	к его	2	3
400	приводит к	5	3
401	только одно	1	3
402	все три	3	3
403	в значительной	3	3
404	роль в	5	3
405	это все	1	3
406	в сне	1	3
407	а лишь	2	3
408	и той	2	3
409	что же	1	3
410	тому как	3	3
411	принадлежит к	4	3
412	на этот	1	3
413	и достоевского	1	3
414	всяком случае	6	3
415	жизни не	1	3
416	проникает в	1	3
417	и то	2	3
418	и всякий	1	3
419	не достигает	1	3
420	для нас	1	3
421	личной ответственности	2	3
422	ведь это	1	3
423	но с	3	3
424	от всех	2	3
425	себя а	1	3
426	долгое время	1	3
427	говорят о	1	3
428	остается лишь	1	3
429	со своей	8	3
430	идеи и	1	3
431	на его	3	3
432	об этом	3	3
433	а от	1	3
434	мы должны	1	3
435	но она	1	3
436	не с	3	3
437	в россию	1	3
438	и самого	7	3
439	с которыми	1	2
440	в единую	1	2
441	что если	1	2
442	тем как	1	2
443	и был	2	2
444	не столько	4	2
445	его от	1	2
446	до последнего	2	2
447	по себе	6	2
448	как достоевский	1	2
449	и сам	8	2
450	на свою	3	2
451	уже на	1	2
452	к самому	2	2
453	не менее	9	2
454	есть то	1	2
455	о предопределении	1	2
456	художник и	1	2
457	если в	3	2
458	не могли	1	2
459	в действительности	2	2
460	которой он	1	2
461	в пределе	1	2
462	своей природе	1	2
463	в глаза	2	2
464	он отвергает	1	2
465	определяющее значение	1	2
466	преступления в	1	2
467	и другой	1	2
468	во многих	2	2
469	между двумя	1	2
470	но они	2	2
471	от своей	2	2
472	в чистом	2	2
473	с другой	10	2
474	его была	1	2
475	в прошлом	2	2
476	ни одного	1	2
477	он так	1	2
478	жизни как	4	2
479	революции в	1	2
480	ее как	1	2
481	быть в	1	2
482	во всей	1	2
483	от них	1	2
484	оказывается что	1	2
485	пути но	1	2
486	того же	7	2
487	то в	4	2
488	и весь	1	2
489	по природе	3	2
490	возвращение к	1	2
491	такого рода	11	2
492	начала и	1	2
493	ты не	2	2
494	что такое	1	2
495	он идет	1	2
496	это верно	1	2
497	в старом	1	2
498	как можно	1	2
499	себе путь	1	2
500	связи с	1	2
501	не о	2	2
502	а за	1	2
503	ответственности за	1	2
504	между ними	3	2
505	бытия с	1	2
506	был не	1	2
507	достигает своего	1	2
508	могли бы	2	2
509	человек как	1	2
510	природе своей	4	2
511	личного бытия	1	2
512	она хочет	1	2
513	когда мы	2	2
514	себя за	1	2
515	открывается в	1	2
516	и каждый	1	2
517	всего только	1	2
518	столь же	7	2
519	о своей	2	2
520	бы быть	2	2
521	любви он	1	2
522	его к	1	2
523	личной духовной	1	2
524	строя жизни	1	2
525	во время	2	2
526	и ее	3	2
527	лишь его	1	2
528	самим собою	3	2
529	и ту	2	2
530	культура есть	1	2
531	а потому	1	2
532	во втором	4	2
533	которой не	1	2
534	своих героев	1	2
535	удивительно что	2	2
536	другого человека	1	2
537	радикально меняется	1	2
538	в сущности	5	2
539	сам по	2	2
540	истории в	2	2
541	разного рода	1	2
542	подобно тому	4	2
543	обращено к	1	2
544	если не	1	2
545	самом деле	2	2
546	сознание не	1	2
547	от своего	3	2
548	их в	1	2
549	ему в	1	2
550	и личной	1	2
551	корней и	1	2
552	ему и	2	2
553	своей жизни	2	2
554	лишь те	1	2
555	который и	1	2
556	же я	1	2
557	что мы	2	2
558	ни у	1	2
559	своей собственной	1	2
560	не имеют	1	2
561	во мне	1	2
562	на два	2	2
563	то от	1	2
564	но сам	2	2
565	и об	1	2
566	целый ряд	1	2
567	к собственной	2	2
568	добрый и	2	2
569	потому и	1	2
570	он все	1	2
571	личности к	1	2
572	бы сказать	1	2
573	этого слова	3	2
574	последней глубине	1	2
575	не видит	1	2
576	искушений и	1	2
577	его как	3	2
578	порядку и	1	2
579	свободой и	1	2
580	самом центре	1	2
581	творчества не	1	2
582	способность к	2	2
583	в последней	1	2
584	от мира	1	2
585	ни к	3	2
586	этом отношении	3	2
587	он и	4	2
588	ее в	2	2
589	что во	2	2
590	со своим	2	2
591	на самом	1	2
592	на помощь	1	2
593	смысле этого	1	2
594	и ценностей	1	2
595	с их	3	2
596	в повести	1	2
597	не принимает	1	2
598	но эта	2	2
599	европейской цивилизации	1	2
600	с человеком	1	2
601	мировой жизни	1	2
602	и без	3	2
603	к жизни	5	2
604	в уме	1	2
605	но я	1	2
606	к своему	1	2
607	как ее	1	2
608	это было	2	2
609	бы ни	1	2
610	бы это	2	2
611	связаны с	2	2
612	к одному	2	2
613	ко всему	2	2
614	и других	1	2
615	и русской	1	2
616	карамазова в	1	2
617	ли может	1	2
618	с новыми	3	2
619	не по	1	2
620	одни и	1	2
621	на периферии	1	2
622	к тем	1	2
623	другим и	1	2
624	у кого	1	2
625	тем самым	8	2
626	человека с	2	2
627	на всю	1	2
628	у нее	1	2
629	как то	1	2
630	ему чужд	1	2
631	и о	1	2
632	сам бог	1	2
633	в плане	1	2
634	бы он	1	2
635	или иной	9	2
636	о своих	3	2
637	все более	1	2
638	хотя он	1	2
639	не вне	1	2
640	мира в	1	2
641	момент его	2	2
642	себе а	1	2
643	для многих	1	2
644	люди которые	1	1
645	каждом человеческом	1	1
646	души к	1	1
647	был и	1	1
648	для всех	5	1
649	русской литературе	6	1
650	укладу жизни	1	1
651	о грядущем	1	1
652	и взаимодействие	1	1
653	даже в	6	1
654	в финале	7	1
655	самого ивана	2	1
656	или нет	1	1
657	шекспира и	4	1
658	говорит о	3	1
659	сам автор	2	1
660	и двух	1	1
661	требует от	1	1
662	быть художественно	1	1
663	другой стороны	7	1
664	у пушкина	3	1
665	с действительностью	3	1
666	мыслится как	2	1
667	связь с	3	1
668	в борьбе	2	1
669	а напротив	3	1
670	своего культурного	1	1
671	по пути	4	1
672	обращением к	1	1
673	делает в	1	1
674	до полного	1	1
675	русской поэзии	2	1
676	из нее	1	1
677	каким образом	1	1
678	как об	1	1
679	мира это	1	1
680	целое и	1	1
681	с изображением	2	1
682	похож на	2	1
683	начинается с	1	1
684	существенным для	1	1
685	ведь и	2	1
686	а именно	1	1
687	с еще	1	1
688	на эту	2	1
689	жизни ее	1	1
690	дома и	2	1
691	рассказывает о	1	1
692	и загадочное	1	1
693	интересно что	1	1
694	они как	1	1
695	в это	1	1
696	речь идет	3	1
697	для их	1	1
698	правом на	1	1
699	отца и	1	1
700	обычно говорят	1	1
701	в письме	1	1
702	внешней среды	1	1
703	определяется не	1	1
704	казалось бы	4	1
705	и того	4	1
706	тем в	2	1
707	в противовес	2	1
708	и политического	1	1
709	осуществляется в	2	1
710	явившийся в	1	1
711	образ он	1	1
712	что этот	1	1
713	восходит к	4	1
714	раз и	1	1
715	на таких	1	1
716	так для	1	1
717	который будет	1	1
718	но даже	1	1
719	не должен	2	1
720	одной стороны	3	1
721	ничто не	1	1
722	в другом	3	1
723	из жизни	1	1
724	и неизбежно	2	1
725	можно встретить	1	1
726	войти в	1	1
727	имея в	1	1
728	уже было	2	1
729	этой связи	1	1
730	карамазов в	1	1
731	говорить о	6	1
732	с эпохи	1	1
733	встречи с	2	1
734	может служить	2	1
735	и при	1	1
736	втором случае	2	1
737	есть ни	1	1
738	а между	1	1
739	уже как	1	1
740	с религиозным	1	1
741	принадлежит не	1	1
742	новое рождение	1	1
743	уже и	1	1
744	это ведет	1	1
745	на практике	1	1
746	же его	1	1
747	на новую	1	1
748	в оправдание	1	1
749	и пушкин	1	1
750	было сказано	2	1
751	всего этого	1	1
752	всегда и	2	1
753	в иную	2	1
754	отец его	2	1
755	новым словом	1	1
756	дело и	1	1
757	наедине с	1	1
758	к ним	1	1
759	как на	1	1
760	отношений и	2	1
761	самом начале	1	1
762	еще нет	1	1
763	с именем	1	1
764	на внешние	1	1
765	ключ к	4	1
766	тех случаях	1	1
767	это свойство	1	1
768	в мировом	1	1
769	он ведь	1	1
770	во времена	1	1
771	в зависимости	1	1
772	не умеет	1	1
773	свободы я	1	1
774	целое то	4	1
775	выходит к	1	1
776	на могиле	2	1
777	из самой	1	1
778	не мыслится	1	1
779	свою культурную	1	1
780	по поводу	5	1
781	и женским	1	1
782	широк человек	1	1
783	и открывает	1	1
784	распадается на	1	1
785	к ее	2	1
786	не представляется	1	1
787	чем это	1	1
788	и иной	1	1
789	и становится	1	1
790	начало и	1	1
791	о ней	1	1
792	руку а	1	1
793	себе самом	2	1
794	время для	1	1
795	интересом к	1	1
796	нашего времени	5	1
797	не противоречит	1	1
798	мышления и	1	1
799	величия его	1	1
800	поскольку в	1	1
801	о двух	1	1
802	под маской	2	1
803	произведения и	2	1
804	свободу личности	1	1
805	сознания с	1	1
806	с одной	3	1
807	мы читаем	1	1
808	еще больше	1	1
809	его внутреннюю	1	1
810	имя которых	1	1
811	с точки	2	1
812	то для	1	1
813	всех остальных	1	1
814	обычно не	1	1
815	а ведь	1	1
816	своего другого	1	1
817	мужским и	1	1
818	которого он	2	1
819	и литературные	1	1
820	этом втором	1	1
821	идее в	1	1
822	я во	1	1
823	для своего	3	1
824	они в	1	1
825	многих отношениях	2	1
826	он любил	1	1
827	духовной культуры	1	1
828	не путем	2	1
829	того кому	1	1
830	между мужским	1	1
831	слово о	1	1
832	мировой литературы	1	1
833	века не	1	1
834	и л	1	1
835	наконец не	1	1
836	на себя	5	1
837	как его	1	1
838	эту свободу	1	1
839	в таком	2	1
840	или иная	1	1
841	всех и	1	1
842	между этими	1	1
843	с одним	1	1
844	всех но	1	1
845	личности с	1	1
846	как говорит	4	1
847	во внутренней	1	1
848	отличие от	5	1
849	лишь на	3	1
850	с отцом	1	1
851	рядом с	1	1
852	одном из	1	1
853	жизни героев	1	1
854	путь в	1	1
855	в ряду	1	1
856	во весь	1	1
857	уже давно	1	1
858	зрения и	1	1
859	это путь	1	1
860	больше и	1	1
861	должно было	1	1
862	представляется нам	2	1
863	в себя	6	1
864	личность в	1	1
865	в сторону	2	1
866	и кому	1	1
867	на себе	1	1
868	ли что	1	1
869	бог не	1	1
870	почву в	1	1
871	той или	6	1
872	всех своих	1	1
873	к судьбе	1	1
874	к лицу	1	1
875	говорил о	1	1
876	достоевского оно	1	1
877	мы уже	2	1
878	он ничего	1	1
879	как до	1	1
880	жизнь то	1	1
881	близко к	1	1
882	вы как	1	1
883	все основные	1	1
884	в системе	1	1
885	свобода его	1	1
886	если же	1	1
887	от одного	1	1
888	хотя в	2	1
889	при такой	1	1
890	в тех	2	1
891	не могла	2	1
892	верно по	1	1
893	разрешается в	1	1
894	в нас	2	1
895	между свободой	1	1
896	перед лицом	4	1
897	этот вопрос	1	1
898	в нее	1	1
899	достигает в	1	1
900	и отличается	1	1
901	свой путь	1	1
902	дать ей	1	1
903	таит в	1	1
904	могла бы	3	1
905	этом мире	1	1
906	того кто	1	1
907	но всегда	2	1
908	герой из	1	1
909	я в	15	1
910	занимает центральное	1	1
911	так называемого	1	1
912	ту сторону	1	1
913	она определяется	1	1
914	человеческих отношений	1	1
915	на востоке	1	1
916	же самого	1	1
917	с универсальными	1	1
918	и др	1	1
919	подход к	2	1
920	бог но	1	1
921	дойти до	1	1
922	это делает	1	1
923	о его	3	1
924	является на	1	1
925	них не	1	1
926	в силу	2	1
927	он равно	1	1
928	говорит ему	1	1
929	свет не	1	1
930	же мы	1	1
931	из этого	1	1
932	слова как	2	1
933	на мир	1	1
934	есть поистине	2	1
935	за себя	1	1
936	и отсутствие	1	1
937	кто знает	1	1
938	независимо от	1	1
939	и остроте	1	1
940	с ее	3	1
941	всех этих	1	1
942	можно с	1	1
943	иначе не	1	1
944	в культуре	2	1
945	центральное место	1	1
946	имеет свою	2	1
947	индивидуальности к	1	1
948	в пространстве	1	1
949	что до	1	1
950	уже мог	1	1
951	как отец	1	1
952	своего рода	17	1
953	слова это	1	1
954	нет на	1	1
955	теперь я	1	1
956	жизни героя	1	1
957	в тени	1	1
958	я уже	2	1
959	в столь	1	1
960	и свою	2	1
961	сойти с	1	1
962	также что	1	1
963	будто в	1	1
964	говорит и	3	1
965	от нас	1	1
966	и из	1	1
967	никак не	1	1
968	страдают от	1	1
969	поэтому в	2	1
970	ответ на	3	1
971	и все-таки	1	1
972	только имеет	1	1
973	и делает	1	1
974	не признает	1	1
975	за это	1	1
976	не на	1	1
977	искусство никогда	1	1
978	менее чем	1	1
979	такого же	1	1
980	как своей	1	1
981	не более	2	1
982	у меня	1	1
983	его совесть	1	1
984	самим собой	3	1
985	имеет значение	1	1
986	таково же	1	1
987	заключается в	1	1
988	стороны его	1	1
989	с целью	1	1
990	претендует на	2	1
991	существенна для	1	1
992	в романе	3	1
993	обращается к	1	1
994	на месте	2	1
995	лишь к	1	1
996	у гоголя	1	1
997	и самой	1	1
998	земле ты	1	1
999	как момент	1	1
1000	с ними	2	1
1001	ему казалось	1	1
1002	многих других	1	1
1003	в слове	5	1
1004	не приводит	1	1
1005	и т	1	1
1006	без которых	1	1
1007	есть на	1	1
1008	который не	2	1
1009	настоящий русский	1	1
1010	своего отца	1	1
1011	зависимости от	1	1
1012	на их	1	1
1013	всей своей	1	1
1014	поистине можно	1	1
1015	в словах	1	1
1016	но оно	1	1
1017	все они	2	1
1018	признать что	1	1
1019	не является	5	1
1020	цели не	1	1
1021	истории не	2	1
1022	к порядку	1	1
1023	и состоит	1	1
1024	вопрос можно	1	1
1025	свободе его	1	1
1026	смерти и	1	1
1027	и заключается	1	1
1028	что хотят	1	1
1029	границы личности	1	1
1030	не любил	1	1
1031	наконец в	3	1
1032	свободы неизбежно	1	1
1033	не должно	3	1
1034	себя еще	1	1
1035	если для	1	1
1036	за ней	1	1
1037	он во	1	1
1038	тех пор	2	1
1039	и теперь	1	1
1040	в вечной	1	1
1041	культуры для	1	1
1042	не могло	1	1
1043	совпадают с	1	1
1044	значение для	1	1
1045	у шекспира	1	1
1046	вступает в	5	1
1047	всего лишь	13	1
1048	ли вполне	1	1
1049	нет никакой	1	1
1050	вслед за	1	1
1051	на примере	2	1
1052	идет не	1	1
1053	весь смысл	1	1
1054	знает личности	1	1
1055	явлена в	1	1
1056	последних двух	1	1
1057	не примет	1	1
1058	же время	7	1
1059	он есть	1	1
1060	это имеет	1	1
1061	тогда как	37	1
1062	цели и	1	1
1063	себя от	1	1
1064	литературы в	1	1
1065	против собственной	1	1
1066	но без	2	1
1067	несмотря на	2	1
1068	ибо он	1	1
1069	выбора в	1	1
1070	в описании	1	1
1071	в отличие	5	1
1072	на две	3	1
1073	впервые в	3	1
1074	пока лишь	1	1
1075	ее не	1	1
1076	тем же	1	1
1077	всего двух	1	1
1078	при котором	1	1
1079	во всю	1	1
1080	конца и	1	1
1081	одной из	6	1
1082	из первых	1	1
1083	с нею	2	1
1084	в глазах	6	1
1085	до известной	3	1
1086	сама она	1	1
1087	свободного выбора	1	1
1088	видел в	1	1
1089	в мировой	2	1
1090	как все	1	1
1091	достигается в	1	1
1092	моментов в	1	1
1093	иногда в	1	1
1094	ставит его	1	1
1095	и смерти	1	1
1096	формы и	1	1
1097	не выдерживает	1	1
1098	жизни но	4	1
1099	и каким	1	1
1100	одних и	2	1
1101	в свое	4	1
1102	и идет	1	1
1103	смерть и	1	1
1104	миром с	1	1
1105	необходимый момент	1	1
1106	значение в	2	1
1107	и национальной	1	1
1108	я верю	1	1
1109	мог быть	1	1
1110	своей любви	1	1
1111	возможность свободы	1	1
1112	не во	1	1
1113	то я	1	1
1114	в границах	1	1
1115	он выступает	1	1
1116	два полюса	1	1
1117	опыта к	1	1
1118	у тебя	1	1
1119	он становится	1	1
1120	мы имеем	5	1
1121	личности как	2	1
1122	бы на	1	1
1123	для всего	1	1
1124	своей не	1	1
1125	отцом и	1	1
1126	то мы	1	1
1127	на которой	2	1
1128	лицом к	1	1
1129	чем он	1	1
1130	кто бы	1	1
1131	а все	1	1
1132	сама жизнь	1	1
1133	по ту	1	1
1134	по словам	1	1
1135	раз в	1	1
1136	в церковь	2	1
1137	а на	2	1
1138	бы для	1	1
1139	что является	1	1
1140	а о	2	1
1141	а также	5	1
1142	признает не	1	1
1143	на нее	1	1
1144	по существу	1	1
1145	указывает на	3	1
1146	быть признано	1	1
1147	этой темы	1	1
1148	в сферу	1	1
1149	сама по	3	1
1150	борьбы и	1	1
1151	в стороне	1	1
1152	с той	3	1
1153	своеобразие нашего	1	1
1154	нас к	2	1
1155	нет не	1	1
1156	анна каренина	2	1
1157	случаях когда	1	1
1158	так в	4	1
1159	и религии	1	1
1160	и высшей	1	1
1161	что им	1	1
1162	глубоким и	1	1
1163	в новом	5	1
1164	мук и	1	1
1165	для которого	1	1
1166	вовсе не	2	1
1167	в одной	2	1
1168	культуры он	1	1
1169	судьбы но	1	1
1170	тем более	3	1
1171	войны и	1	1
1172	мере в	2	1
1173	этих двух	2	1
1174	в иные	1	1
1175	это остается	1	1
1176	и тех	2	1
1177	может иметь	1	1
1178	на них	1	1
1179	до церкви	1	1
1180	миру но	1	1
1181	до тех	1	1
1182	которые могли	1	1
1183	завершение в	1	1
1184	и утверждение	1	1
1185	чистом виде	3	1
1186	есть одна	1	1
1187	произведения искусства	1	1
1188	церкви и	2	1
1189	мире есть	1	1
1190	как перед	1	1
1191	силе и	1	1
1192	в течение	1	1
1193	каждой части	1	1
1194	в новый	1	1
1195	любить в	1	1
1196	еще менее	1	1
1197	не узнает	1	1
1198	в искусстве	3	1
1199	во второй	8	1
1200	и может	2	1
1201	в частности	19	1
1202	личности на	1	1
1203	свою жизнь	4	1
1204	тех же	2	1
1205	в трех	1	1
1206	встреча с	1	1
1207	факт что	1	1
1208	ним не	1	1
1209	маленького человека	2	1
1210	и нередко	1	1
1211	без остатка	2	1
1212	или как	1	1
1213	его я	2	1
1214	и всех	1	1
1215	это его	1	1
1216	границ и	2	1
1217	идет о	2	1
1218	сердце его	1	1
1219	одного из	4	1
1220	рода это	1	1
1221	это ставит	1	1
1222	может показаться	1	1
1223	слова в	2	1
1224	в голову	1	1
1225	же в	5	1
1226	пришел в	1	1
1227	остается один	1	1
1228	и прежде	2	1
1229	соединиться с	1	1
1230	право на	1	1
1231	нуждается в	2	1
1232	все другие	1	1
1233	случится и	1	1
1234	ни был	1	1
1235	как ему	1	1
1236	как живой	1	1
1237	в целом	8	1
1238	или точнее	2	1
1239	и наконец	1	1
1240	что на	3	1
1241	вплоть до	5	1
1242	возможна только	1	1
1243	можно только	1	1
