N	3gram	Propp_Isto	formyVre
220	одной из которых	1	1
221	объясняется тем что	1	1
222	испустил из себя	1	1
223	в наши задачи	1	1
224	мы уже видели	2	1
225	это уже не	2	1
226	что здесь на	1	1
227	которого никто не	1	1
228	в потустороннем мире	1	1
229	главным образом в	1	1
230	при помощи которой	2	1
231	в пределах одного	1	1
232	как мы видели	2	1
233	он не мог	1	1
234	его но это	1	1
235	в дословном переводе	1	1
236	хотя бы в	1	1
237	друг в друга	1	1
238	тех случаях когда	1	1
239	не могут быть	1	1
240	в тех случаях	1	1
241	что в нем	1	1
242	но оно уже	1	1
243	в нем и	3	1
244	только с помощью	1	1
245	надел на себя	1	1
246	тридевять земель за	1	1
247	вне связи с	1	1
248	в себе и	1	1
249	ее к себе	1	1
250	сюда же относится	1	1
251	и связанные с	1	1
252	но и для	1	1
253	в иной мир	11	1
254	на этом мы	1	1
