N	2gram	Vinokur_St	KulturaY
156	должна быть	3	11
157	и то	6	11
158	еще и	5	11
159	совершенно не	7	11
160	из этих	7	11
161	этом отношении	13	11
162	уже в	3	11
163	слова в	1	11
164	в их	3	11
165	в таких	1	11
166	в какой	4	11
167	или иной	1	11
168	в особенности	1	10
169	в первом	2	10
170	как и	11	10
171	речь идет	6	10
172	так же	7	10
173	конечно не	2	10
174	к этому	4	10
175	несмотря на	4	10
176	бы в	2	10
177	ту же	1	10
178	этом смысле	2	10
179	не просто	2	10
180	в общем	2	10
181	в то	10	10
182	вряд ли	8	10
183	после того	5	10
184	со стороны	7	10
185	в каком	4	10
186	в письмах	2	10
187	с этим	6	10
188	они не	2	10
189	бы и	4	10
190	тем более	4	10
191	того или	4	10
192	тех же	1	10
193	тем самым	2	10
194	от того	1	10
195	что слово	1	9
196	в своей	12	9
197	можно сказать	2	9
198	что все	3	9
199	xix века	2	9
200	в которой	13	9
201	но для	3	9
202	очевидно что	1	9
203	здесь не	1	9
204	мы говорим	1	9
205	и есть	1	9
206	или иного	4	9
207	ни в	5	9
208	не имеет	5	9
209	что мы	5	9
210	не потому	3	9
211	подобного рода	1	9
212	но это	9	9
213	и для	4	9
214	и вот	1	9
215	этого рода	2	9
216	а также	4	9
217	ли не	2	9
218	но уже	1	9
219	на то	5	9
220	в целом	5	9
221	своего рода	7	8
222	в этих	5	8
223	но все	9	8
224	в первую	2	8
225	что они	9	8
226	с одной	3	8
227	это слово	6	8
228	тому же	2	8
229	в таком	4	8
230	тому что	8	8
231	в чем	4	8
232	в своих	2	8
233	в тех	5	8
234	в статье	9	8
235	а потому	2	8
236	был бы	1	8
237	е как	2	8
238	заключается в	5	8
239	да и	4	8
240	то и	1	8
241	тех пор	1	8
242	что я	3	8
243	с его	3	8
244	этом случае	3	8
245	независимо от	1	8
246	на самом	8	8
247	и как	2	8
248	об этом	9	8
249	мере в	3	8
250	не говоря	2	8
251	в частности	6	8
252	далеко не	1	8
253	и о	4	8
254	же в	1	8
255	что на	3	8
256	же и	4	7
257	например в	8	7
258	а именно	3	7
259	казалось бы	1	7
260	в котором	11	7
261	в одном	7	7
262	была бы	10	7
263	той мере	2	7
264	указать на	1	7
265	на том	1	7
266	внимание на	5	7
267	при чем	6	7
268	во внимание	2	7
269	к вопросу	1	7
270	а с	6	7
271	не значит	3	7
272	столь же	5	7
273	чуть ли	2	7
274	одной стороны	2	7
275	в процессе	3	7
276	никак не	1	7
277	но вот	1	7
278	как о	2	7
279	с ними	1	7
280	в слове	5	7
281	и более	4	7
282	когда мы	1	7
283	идет о	3	7
284	в истории	5	7
285	как например	2	7
286	до конца	4	7
287	на этот	5	7
288	языка но	1	7
289	в поэзии	1	7
290	в г	10	7
291	смысле этого	2	7
292	и вовсе	1	7
293	есть в	2	7
294	нисколько не	3	7
295	не все	3	7
296	и потому	3	7
297	п и	1	7
298	том случае	1	7
299	она не	3	7
300	не знает	2	7
301	когда он	1	7
302	что касается	4	7
303	как он	3	7
304	не следует	1	7
305	были бы	2	6
306	говоря уже	2	6
307	даже в	5	6
308	в числе	4	6
309	в корне	1	6
310	в соответствии	1	6
311	отличается от	2	6
312	не всегда	2	6
313	уже о	6	6
314	о них	3	6
315	можно ли	5	6
316	языка не	2	6
317	что как	3	6
318	что именно	2	6
319	по поводу	13	6
320	речи а	1	6
321	гораздо более	5	6
322	на язык	1	6
323	в ее	6	6
324	не столько	6	6
325	п но	1	6
326	прежде чем	1	6
327	указывает что	1	6
328	и именно	2	6
329	от этого	2	6
330	той или	1	6
331	на этом	1	6
332	должны быть	4	6
333	за пределы	2	6
334	однако что	1	6
335	то или	3	6
336	или иное	3	6
337	я в	1	6
338	мы называем	1	6
339	пушкина в	40	6
340	е в	3	6
341	первую очередь	2	6
342	пушкин и	9	6
343	романа в	1	6
344	не на	3	6
345	оно не	3	6
346	если не	4	6
347	но только	2	6
348	перед нами	1	6
349	а если	2	6
350	роль в	1	6
351	на основе	1	6
352	когда в	1	6
353	пишет он	2	6
354	же время	5	6
355	в отличие	1	6
356	соответствии с	1	6
357	тем же	3	6
358	же до	1	6
359	для пушкина	21	6
360	свое время	3	6
361	литературного языка	1	6
362	в свое	3	6
363	в себе	3	6
364	что оно	4	6
365	данном случае	7	6
366	мы не	3	6
367	что с	4	6
368	или в	1	6
369	то это	3	6
370	если и	1	6
371	как будто	5	6
372	что эти	1	6
373	отличие от	1	6
374	что значит	2	6
375	дело не	4	6
376	п в	4	6
377	не с	1	6
378	только то	1	6
379	чтобы не	1	6
380	это только	1	6
381	как к	3	6
382	которые в	2	6
383	на себя	3	6
384	нуждается в	2	6
385	же это	3	6
386	в каком-то	2	6
387	и к	5	5
388	данном отношении	6	5
389	очень много	1	5
390	еще более	5	5
391	думаю что	6	5
392	не как	2	5
393	то не	3	5
394	но что	2	5
395	и даже	8	5
396	более или	2	5
397	в духе	2	5
398	на которых	1	5
399	а во-вторых	2	5
400	уже выше	2	5
401	языка на	1	5
402	на мой	1	5
403	нельзя было	1	5
404	даже и	2	5
405	доказать что	2	5
406	в другом	5	5
407	видеть что	1	5
408	связь между	1	5
409	превращается в	2	5
410	отметить что	4	5
411	разве лишь	1	5
412	ни одного	4	5
413	могло бы	3	5
414	капитанской дочки	2	5
415	кроме того	3	5
416	точка зрения	1	5
417	не то	1	5
418	никогда не	7	5
419	и он	2	5
420	на протяжении	1	5
421	время в	1	5
422	обратить внимание	4	5
423	ставит себе	4	5
424	чем в	3	5
425	в конце	5	5
426	в двух	4	5
427	же касается	3	5
428	и у	2	5
429	у него	3	5
430	но как	1	5
431	мой взгляд	1	5
432	пушкина с	9	5
433	и является	1	5
434	в форме	2	5
435	в современной	1	5
436	в иных	2	5
437	так что	8	5
438	всех этих	2	5
439	не так	2	5
440	смысле слова	1	5
441	и при	1	5
442	мы в	1	5
443	из того	2	5
444	в отношении	11	5
445	конечно и	5	5
446	к его	2	5
447	о котором	2	5
448	что наши	1	5
449	быть не	2	5
450	и тогда	2	5
451	но если	5	5
452	только о	1	5
453	на вопрос	7	5
454	не будем	1	5
455	бы на	1	5
456	а это	1	5
457	о нем	1	5
458	и от	2	5
459	мы находим	4	5
460	а на	4	5
461	но с	7	5
462	материал для	6	5
463	слово в	1	5
464	более что	2	5
465	кто в	1	5
466	язык и	1	5
467	так в	1	5
468	по своему	2	5
469	или менее	2	5
470	только не	2	5
471	и их	3	5
472	говорим о	1	5
473	как не	1	5
474	или иначе	3	5
475	отношение к	3	5
476	в каких	1	5
477	и только	3	5
478	не надо	2	5
479	е с	3	4
480	хочу сказать	2	4
481	еще раз	1	4
482	языка что	1	4
483	о чем	4	4
484	одно из	3	4
485	говорить что	1	4
486	мне кажется	7	4
487	зрения на	1	4
488	представление о	5	4
489	само собою	2	4
490	интересно что	1	4
491	так например	12	4
492	связано с	1	4
493	ответить на	1	4
494	к этой	1	4
495	такие случаи	2	4
496	вот почему	1	4
497	точно так	2	4
498	уже и	1	4
499	до того	4	4
500	и далее	1	4
501	именно так	1	4
502	быть в	2	4
503	к которому	4	4
504	как я	1	4
505	не мог	3	4
506	из них	11	4
507	к нему	2	4
508	иначе говоря	1	4
509	несколько слов	1	4
510	но еще	1	4
511	иных случаях	2	4
512	в году	3	4
513	подчеркнуть что	5	4
514	как можно	2	4
515	его в	4	4
516	отношения между	1	4
517	но он	5	4
518	не о	2	4
519	будто бы	4	4
520	что за	1	4
521	которое в	1	4
522	но ведь	8	4
523	между ними	1	4
524	же как	5	4
525	в ряду	1	4
526	о которых	3	4
527	себе и	1	4
528	и это	4	4
529	в каждом	3	4
530	выражение в	2	4
531	мы можем	1	4
532	отнестись к	1	4
533	в лучшем	1	4
534	эти слова	1	4
535	не дает	2	4
536	лишь что	1	4
537	или же	3	4
538	если б	5	4
539	это действительно	1	4
540	как известно	2	4
541	могла бы	1	4
542	так называемого	1	4
543	что для	4	4
544	и все	3	4
545	пушкина и	20	4
546	же мы	1	4
547	и по	6	4
548	а главное	1	4
549	наше время	1	4
550	однако и	2	4
551	на деле	1	4
552	во втором	5	4
553	уже на	1	4
554	языка который	1	4
555	для каждой	1	4
556	мы приходим	1	4
557	себе представить	1	4
558	то в	3	4
559	которых мы	1	4
560	сам по	1	4
561	из которых	1	4
562	том и	1	4
563	я имею	1	4
564	так или	3	4
565	отношения к	2	4
566	пор еще	1	4
567	связанные с	3	4
568	бы не	2	4
569	который не	3	4
570	именно поэтому	2	4
571	в известном	3	4
572	ни на	3	4
573	не имеют	2	4
574	и стилистической	1	4
575	не должно	1	4
576	по сравнению	1	4
577	так называемым	2	4
578	в значении	1	4
579	именно на	1	4
580	что когда	1	4
581	на более	1	4
582	имею в	1	4
583	в данной	2	4
584	мог бы	1	4
585	на который	2	4
586	языка а	1	4
587	однако в	1	4
588	пришлось бы	1	4
589	точку зрения	3	4
590	д и	2	4
591	но на	2	4
592	этой области	5	4
593	п а	2	4
594	различие между	1	4
595	и было	1	4
596	свидетельствует о	2	4
597	о значении	3	4
598	что так	3	4
599	указание на	1	4
600	по словам	7	4
601	в виде	3	4
602	и без	4	4
603	последнее время	1	4
604	к нашей	1	4
605	на все	2	4
606	в такой	2	4
607	сразу же	1	4
608	в условиях	1	4
609	вопросе о	1	4
610	к одному	1	4
611	письмо к	1	4
612	наука о	1	4
613	в наши	2	4
614	нельзя не	3	4
615	нужно было	2	4
616	в науке	1	4
617	поэзия и	1	4
618	но дело	1	4
619	на это	2	4
620	для самого	1	4
621	в узком	1	4
622	что о	3	4
623	такой же	6	4
624	только после	1	4
625	это в	4	4
626	ли в	3	4
627	не к	2	4
628	а то	3	4
629	и другие	3	3
630	все что	1	3
631	история литературы	2	3
632	случае в	4	3
633	то тем	1	3
634	перед вами	1	3
635	в печати	8	3
636	в некоторых	3	3
637	и говорить	1	3
638	и рядом	1	3
639	не хочет	2	3
640	чтобы в	1	3
641	жизнь в	1	3
642	давно уже	3	3
643	в последнем	1	3
644	в одно	1	3
645	на эту	5	3
646	собою разумеется	2	3
647	меньше всего	3	3
648	другое дело	3	3
649	на точку	2	3
650	в это	3	3
651	смысл этого	2	3
652	трудно видеть	1	3
653	на материале	1	3
654	и дело	2	3
655	можно считать	2	3
656	и такие	2	3
657	следовало бы	2	3
658	отсюда и	1	3
659	больше всего	2	3
660	но даже	1	3
661	во многих	3	3
662	эти случаи	1	3
663	за собой	1	3
664	говорит что	4	3
665	в свете	1	3
666	себе в	2	3
667	впечатление будто	2	3
668	за рамки	1	3
669	указания на	1	3
670	убедиться в	2	3
671	всего что	2	3
672	так то	1	3
673	к ним	1	3
674	настоящее время	2	3
675	на него	3	3
676	из романа	2	3
677	который в	1	3
678	от них	1	3
679	на котором	1	3
680	для этой	1	3
681	следует еще	1	3
682	на своем	1	3
683	или иным	3	3
684	представить себе	1	3
685	бы то	2	3
686	по адресу	3	3
687	понимать что	1	3
688	ср например	2	3
689	формы но	1	3
690	согласно которому	1	3
691	всю свою	1	3
692	же значение	1	3
693	принадлежит в	1	3
694	что его	1	3
695	одним из	2	3
696	пример из	1	3
697	ссылки на	1	3
698	также в	2	3
699	и вместе	1	3
700	в сторону	2	3
701	дело что	2	3
702	в других	2	3
703	именно как	1	3
704	от себя	1	3
705	французском языке	1	3
706	ряду с	1	3
707	принять во	1	3
708	в целях	1	3
709	в наше	1	3
710	в том-то	2	3
711	при отсутствии	1	3
712	зрения в	2	3
713	так называемую	1	3
714	себя внимание	1	3
715	на долю	1	3
716	на нем	1	3
717	но зато	1	3
718	или иные	1	3
719	не приходится	5	3
720	политики в	1	3
721	иметь в	2	3
722	сторону дела	1	3
723	даже не	5	3
724	ни были	2	3
725	то ни	2	3
726	она была	2	3
727	не раз	2	3
728	именно потому	1	3
729	известном смысле	1	3
730	только с	4	3
731	точно также	1	3
732	что есть	1	3
733	эпохи в	3	3
734	истории русской	1	3
735	ряда других	1	3
736	образом в	1	3
737	показывает что	1	3
738	во время	5	3
739	в одну	1	3
740	наши дни	1	3
741	например что	1	3
742	если в	2	3
743	и сейчас	6	3
744	и дает	1	3
745	одних и	1	3
746	бы говорить	1	3
747	фактов и	1	3
748	и делает	1	3
749	потребность в	1	3
750	что нет	2	3
751	вместо того	1	3
752	чем можно	1	3
753	в наших	2	3
754	что у	8	3
755	в россии	7	3
756	показать что	1	3
757	если это	3	3
758	в романе	4	3
759	и действительно	1	3
760	то время	2	3
761	том смысле	4	3
762	не знать	1	3
763	эту сторону	2	3
764	поэзии и	3	3
765	так называемая	3	3
766	том как	4	3
767	в стихах	2	3
768	один пример	1	3
769	его и	1	3
770	в прозе	1	3
771	более чем	3	3
772	не знаю	2	3
773	так чтобы	1	3
774	и уже	3	3
775	каждой из	1	3
776	с большой	1	3
777	те или	2	3
778	не могло	4	3
779	письма и	3	3
780	значение для	2	3
781	тогда как	1	3
782	каждый из	1	3
783	в данных	1	3
784	образом не	2	3
785	речи на	1	3
786	что здесь	2	3
787	без всякого	2	3
788	заметить что	1	3
789	нет и	1	3
790	он в	1	3
791	когда и	1	3
792	ответа на	2	3
793	при котором	1	3
794	лишь о	1	3
795	том же	3	3
796	это просто	3	3
797	с него	1	3
798	от степени	2	3
799	в настоящее	2	3
800	с того	2	3
801	а что	1	3
802	прямой связи	1	3
803	в более	1	3
804	значение в	1	3
805	смысле что	2	3
806	для него	10	3
807	не для	3	3
808	естественно что	2	3
809	наконец и	1	3
810	мало того	1	3
811	как у	1	3
812	с их	2	3
813	слова не	1	3
814	это еще	1	3
815	есть также	1	3
816	с той	3	3
817	приходим к	1	3
818	е не	2	3
819	случаях когда	1	3
820	этого вопроса	3	3
821	и я	5	3
822	сколь бы	1	3
823	только и	1	3
824	на его	2	3
825	в упомянутой	1	3
826	на них	2	3
827	этой книге	1	3
828	должен решаться	1	3
829	и тех	1	3
830	и эти	2	3
831	что от	2	3
832	а как	5	3
833	слава богу	1	3
834	так называемой	2	3
835	не по	5	3
836	конце концов	2	3
837	лучшем случае	1	3
838	отказ от	1	3
839	в начале	5	3
840	таких случаях	1	3
841	статье о	3	3
842	ряде случаев	1	3
843	с общим	1	3
844	эпохи и	3	3
845	более того	1	3
846	котором говорит	1	3
847	что было	3	2
848	с которыми	3	2
849	они являются	1	2
850	от него	1	2
851	истории русского	1	2
852	которая была	3	2
853	отвечает на	1	2
854	по тому	1	2
855	которые не	3	2
856	которая в	1	2
857	своей статье	4	2
858	же нужно	1	2
859	себе целью	4	2
860	без исключения	1	2
861	дело с	2	2
862	в применении	3	2
863	из всех	1	2
864	бы может	1	2
865	свою мысль	1	2
866	в разных	1	2
867	самое важное	1	2
868	воспоминания о	1	2
869	или нет	1	2
870	которой в	3	2
871	литература и	1	2
872	она стала	1	2
873	писать на	1	2
874	одному из	1	2
875	втором случае	2	2
876	и об	7	2
877	далее в	4	2
878	не годится	1	2
879	его от	1	2
880	ссылкой на	1	2
881	не стоило	1	2
882	у пушкина	17	2
883	по пути	1	2
884	он имеет	1	2
885	лиц которые	1	2
886	время как	2	2
887	вот что	3	2
888	целью дать	1	2
889	значения в	1	2
890	результате этого	1	2
891	ряд таких	1	2
892	меня в	2	2
893	и творчества	2	2
894	правда в	1	2
895	здесь дело	2	2
896	укладывается в	1	2
897	тем или	3	2
898	почти все	2	2
899	он является	1	2
900	и слово	1	2
901	современников пушкина	1	2
902	раз когда	1	2
903	очевидно только	2	2
904	культуры в	3	2
905	следует подчеркнуть	1	2
906	вложено в	1	2
907	известно что	2	2
908	была создана	1	2
909	образом при	1	2
910	сам же	1	2
911	обращает на	2	2
912	одно время	1	2
913	б только	1	2
914	выступление против	1	2
915	было в	2	2
916	пределах данной	1	2
917	не стану	1	2
918	что этот	3	2
919	по его	5	2
920	применении к	3	2
921	той и	1	2
922	трудно было	1	2
923	уйти от	1	2
924	не должен	2	2
925	почти исключительно	1	2
926	но эти	2	2
927	это разумеется	1	2
928	действительно так	1	2
929	что вся	1	2
930	с такой	1	2
931	языком а	1	2
932	из письма	1	2
933	но они	3	2
934	таким путем	2	2
935	на пути	1	2
936	и когда	1	2
937	и те	4	2
938	на своего	1	2
939	чтобы показать	1	2
940	видно что	3	2
941	в вопросе	1	2
942	в глаза	1	2
943	мере не	1	2
944	слов о	1	2
945	могут и	1	2
946	думал о	2	2
947	как пушкин	3	2
948	о тех	1	2
949	к числу	3	2
950	и научной	2	2
951	с этими	1	2
952	в научном	1	2
953	не умеет	1	2
954	исходит из	1	2
955	каждое из	1	2
956	одна из	1	2
957	в текст	1	2
958	узком смысле	1	2
959	в пользу	5	2
960	едва ли	1	2
961	целого ряда	2	2
962	смысле как	1	2
963	на почве	2	2
964	чтобы выяснить	1	2
965	действительно ли	1	2
966	отношении в	1	2
967	хотелось бы	2	2
968	вообще а	1	2
969	ср еще	2	2
970	за г	1	2
971	пушкинской эпохи	14	2
972	объяснение в	1	2
973	то у	1	2
974	ни было	1	2
975	значение которое	1	2
976	помимо того	1	2
977	о роли	1	2
978	не соответствует	1	2
979	даже так	1	2
980	не показано	1	2
981	и нужно	3	2
982	бы что	3	2
983	так не	1	2
984	на память	1	2
985	стоило бы	1	2
986	первая часть	1	2
987	является и	1	2
988	в несколько	1	2
989	борьбы с	3	2
990	и говорит	1	2
991	сказал что	1	2
992	и позволяет	1	2
993	том отношении	4	2
994	ли ты	1	2
995	что история	1	2
996	том-то и	2	2
997	на тот	1	2
998	одно дело	2	2
999	в деле	3	2
1000	мои критики	1	2
1001	и язык	1	2
1002	вследствие того	1	2
1003	к пушкину	5	2
1004	одном из	4	2
1005	место и	1	2
1006	первом издании	1	2
1007	достаточно для	3	2
1008	его жизни	3	2
1009	письме к	7	2
1010	нужно еще	1	2
1011	точек зрения	1	2
1012	что их	1	2
1013	уже быть	2	2
1014	слово как	1	2
1015	не был	1	2
1016	кого же	1	2
1017	в русской	4	2
1018	материалом для	1	2
1019	их не	1	2
1020	того в	1	2
1021	не означает	1	2
1022	от элементов	1	2
1023	этого процесса	1	2
1024	ср в	5	2
1025	очень часто	3	2
1026	видел в	2	2
1027	с традициями	1	2
1028	но тогда	1	2
1029	с какой	1	2
1030	к новым	1	2
1031	уже к	1	2
1032	на правах	1	2
1033	и правильное	1	2
1034	взглянуть на	2	2
1035	в случае	2	2
1036	является его	1	2
1037	ни была	2	2
1038	не будет	1	2
1039	своего времени	4	2
1040	что эта	5	2
1041	и тот	1	2
1042	тем и	1	2
1043	где в	1	2
1044	большое значение	2	2
1045	недостаточно для	1	2
1046	языка к	1	2
1047	литературы и	3	2
1048	в москве	4	2
1049	читать и	1	2
1050	а тем	1	2
1051	это же	1	2
1052	на некоторые	1	2
1053	ко времени	2	2
1054	вопрос в	4	2
1055	возможно что	4	2
1056	это вовсе	2	2
1057	общего с	3	2
1058	или о	2	2
1059	внимание и	1	2
1060	и др	1	2
1061	здесь совершенно	3	2
1062	так уж	1	2
1063	от истории	1	2
1064	что только	2	2
1065	мы теперь	1	2
1066	пушкина мы	1	2
1067	но кроме	1	2
1068	для которых	3	2
1069	для чего	1	2
1070	себе как	1	2
1071	нет никаких	2	2
1072	и самый	2	2
1073	доказывает что	1	2
1074	с неба	1	2
1075	к сожалению	4	2
1076	потому чтобы	1	2
1077	д ср	1	2
1078	в защиту	1	2
1079	и против	1	2
1080	он уже	1	2
1081	я уже	3	2
1082	что многие	1	2
1083	этого понятия	1	2
1084	в литературной	1	2
1085	пушкин что	2	2
1086	большую роль	1	2
1087	и такой	1	2
1088	сто лет	3	2
1089	ему все	1	2
1090	поэтому в	4	2
1091	для них	2	2
1092	не могла	2	2
1093	но нужно	1	2
1094	за это	1	2
1095	я считаю	5	2
1096	за что	4	2
1097	должен был	5	2
1098	капитанской дочке	1	2
1099	сами по	2	2
1100	во что	1	2
1101	с некоторыми	1	2
1102	отличаются от	1	2
1103	в моем	1	2
1104	это положение	2	2
1105	у читателя	1	2
1106	статья в	1	2
1107	с целью	1	2
1108	против чего	1	2
1109	с такими	1	2
1110	это время	3	2
1111	и так	3	2
1112	состоит из	1	2
1113	справедливо указывает	2	2
1114	и просто	1	2
1115	помимо прочего	1	2
1116	никто не	4	2
1117	уже наперед	1	2
1118	сравнению с	1	2
1119	не до	2	2
1120	которая не	1	2
1121	пр но	1	2
1122	нет в	1	2
1123	к другому	1	2
1124	ничего общего	3	2
1125	в эволюции	1	2
1126	зрения как	1	2
1127	смысле это	1	2
1128	пушкина но	12	2
1129	это самое	1	2
1130	два слова	2	2
1131	смысл то	1	2
1132	думать что	2	2
1133	но оно	1	2
1134	что теперь	1	2
1135	письмо от	1	2
1136	чем же	1	2
1137	не является	5	2
1138	где нет	2	2
1139	сейчас не	1	2
1140	пушкина как	9	2
1141	к отдельным	1	2
1142	еще на	1	2
1143	на той	1	2
1144	что самое	1	2
1145	один только	1	2
1146	значение этого	1	2
1147	сказал бы	1	2
1148	не хочу	3	2
1149	научное знание	1	2
1150	рассматривать как	1	2
1151	и теперь	2	2
1152	отношении к	3	2
1153	слова с	1	2
1154	большей частью	1	2
1155	утверждать будто	2	2
1156	и до	2	2
1157	сам пушкин	5	2
1158	что пушкин	21	2
1159	друг от	1	2
1160	никаких оснований	2	2
1161	самого пушкина	6	2
1162	самого же	2	2
1163	и той	1	2
1164	же только	1	2
1165	и там	1	2
1166	в точности	1	2
1167	все в	2	2
1168	начиная с	2	2
1169	из истории	3	2
1170	одной из	4	2
1171	только теперь	1	2
1172	это слова	1	2
1173	в глазах	1	2
1174	в каждый	1	2
1175	всякий раз	2	2
1176	случаи как	1	2
1177	поэтического языка	2	2
1178	характерное для	1	2
1179	много таких	1	2
1180	пушкина о	1	2
1181	то здесь	1	2
1182	и возможно	1	2
1183	дело именно	1	2
1184	а вовсе	1	2
1185	увидим ниже	1	2
1186	у них	1	2
1187	в стилистическом	1	2
1188	и после	1	2
1189	ясное дело	1	2
1190	стиля и	1	2
1191	исключительно в	1	2
1192	уже при	2	2
1193	нам только	1	2
1194	он должен	2	2
1195	самое слово	1	2
1196	деле не	1	2
1197	не знают	1	2
1198	связан с	3	2
1199	неизвестно почему	2	2
1200	ответ на	4	2
1201	этот термин	1	2
1202	вот оказывается	1	2
1203	для большинства	1	2
1204	в прямом	2	2
1205	когда речь	2	2
1206	нас нет	7	2
1207	за последнее	1	2
1208	на тех	1	2
1209	письмо пушкина	1	2
1210	такие строчки	1	2
1211	это был	3	2
1212	том числе	3	2
1213	одним и	2	2
1214	наших глазах	2	2
1215	конечно в	1	2
1216	от которого	2	2
1217	для всего	1	2
1218	несомненно не	1	2
1219	он и	1	2
1220	себя самого	1	2
1221	поговорок и	1	2
1222	на ряду	1	2
1223	в английском	1	2
1224	ее в	2	2
1225	где он	2	2
1226	здесь в	1	2
1227	на которой	2	2
1228	о пушкине	9	2
1229	чтобы получить	1	2
1230	этом в	1	2
1231	этот прием	1	2
1232	по этому	5	2
1233	и литературной	1	2
1234	сказать не	1	2
1235	от друга	1	2
1236	отказаться от	2	2
1237	г и	3	2
1238	по моему	1	2
1239	речи это	1	2
1240	сомневаться что	1	2
1241	еще однако	2	2
1242	о возможности	1	2
1243	дело в	9	2
1244	еще что	2	2
1245	пушкина а	4	2
1246	на такие	1	2
1247	отрицать что	1	2
1248	в словаре	3	2
1249	вот это	1	2
1250	вообще не	5	2
1251	же будет	1	2
1252	вовсе еще	1	2
1253	в ряде	1	2
1254	представляет собою	3	2
1255	нас к	2	2
1256	является не	4	2
1257	иной раз	1	2
1258	основана на	2	2
1259	другом месте	2	2
1260	возникает необходимость	1	2
1261	и понимания	1	2
1262	к своему	3	2
1263	школьной грамматикой	1	2
1264	с историей	2	2
1265	говорить как	1	2
1266	именно эта	1	2
1267	это было	2	2
1268	за год	1	2
1269	для которого	1	2
1270	бы совершенно	1	2
1271	в одной	3	2
1272	и вообще	5	2
1273	этой системы	1	2
1274	разумеется что	5	2
1275	я позволю	1	2
1276	еще до	4	2
1277	пушкина не	10	2
1278	разница между	3	2
1279	и живой	1	2
1280	больше внимания	1	2
1281	только к	2	2
1282	за то	5	2
1283	связанных с	1	2
1284	каждом из	1	2
1285	свое выражение	2	2
1286	всем хорошо	1	2
1287	в руки	1	2
1288	октябрьской революции	1	2
1289	ни один	2	2
1290	быть и	2	2
1291	этой статьи	2	2
1292	к тем	1	2
1293	а по	1	2
1294	в примечаниях	1	2
1295	выйти за	1	2
1296	пушкиным в	14	2
1297	мы снова	1	2
1298	отношений между	3	2
1299	оказывается что	1	2
1300	только у	2	2
1301	стилистическом отношении	1	2
1302	ссылками на	1	2
1303	против того	2	2
1304	одного слова	1	2
1305	которую я	1	2
1306	чего же	1	2
1307	и всякая	1	2
1308	как правило	2	2
1309	это казалось	1	2
